gene_id	seqnames	start	end	width	strand	isoform_id	gene_name
ENSG00000138834	chr16	1758148	1758159	12	+	ENST00000356010.9	MAPK8IP3
ENSG00000138834	chr16	1758148	1758159	12	+	ENST00000356010.9	MAPK8IP3
ENSG00000138834	chr16	1758148	1758159	12	+	ENST00000356010.9	MAPK8IP3
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361418.10	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361418.10	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361418.10	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361961.7	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361961.7	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361961.7	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361418.10	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361418.10	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361418.10	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361961.7	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361961.7	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361961.7	KIF21A
ENSG00000140332	chr15	70064454	70064470	17	-	ENST00000451782.7	TLE3
ENSG00000140332	chr15	70064454	70064470	17	-	ENST00000451782.7	TLE3
ENSG00000140332	chr15	70064454	70064470	17	-	ENST00000451782.7	TLE3
ENSG00000140455	chr15	63529142	63529166	25	+	ENST00000268049.11	USP3
ENSG00000140455	chr15	63529142	63529166	25	+	ENST00000268049.11	USP3
ENSG00000140455	chr15	63529142	63529166	25	+	ENST00000268049.11	USP3
ENSG00000140995	chr16	89948803	89948814	12	+	ENST00000563795.1	DEF8
ENSG00000140995	chr16	89948803	89948814	12	+	ENST00000563795.1	DEF8
ENSG00000140995	chr16	89948803	89948814	12	+	ENST00000563795.1	DEF8
ENSG00000141068	chr17	27585657	27585661	5	+	ENST00000644974.2	KSR1
ENSG00000141068	chr17	27585657	27585661	5	+	ENST00000644974.2	KSR1
ENSG00000141068	chr17	27585657	27585661	5	+	ENST00000644974.2	KSR1
ENSG00000141510	chr17	7676382	7676403	22	-	ENST00000445888.6	TP53
ENSG00000141510	chr17	7676382	7676403	22	-	ENST00000445888.6	TP53
ENSG00000141510	chr17	7676382	7676403	22	-	ENST00000445888.6	TP53
ENSG00000141510	chr17	7676382	7676403	22	-	ENST00000619485.4	TP53
ENSG00000141510	chr17	7676382	7676403	22	-	ENST00000619485.4	TP53
ENSG00000141510	chr17	7676382	7676403	22	-	ENST00000619485.4	TP53
ENSG00000142156	chr21	45987155	45987175	21	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45987155	45987175	21	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45987155	45987175	21	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45987499	45987519	21	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45987499	45987519	21	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45987499	45987519	21	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45989752	45989778	27	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45989752	45989778	27	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45989752	45989778	27	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45990258	45990284	27	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45990258	45990284	27	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	45990258	45990284	27	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	46000759	46000767	9	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	46000759	46000767	9	+	ENST00000361866.8	COL6A1
ENSG00000142156	chr21	46000759	46000767	9	+	ENST00000361866.8	COL6A1
ENSG00000143207	chr1	176043186	176043203	18	-	ENST00000461830.6	COP1
ENSG00000143207	chr1	176043186	176043203	18	-	ENST00000461830.6	COP1
ENSG00000143207	chr1	176043186	176043203	18	-	ENST00000461830.6	COP1
ENSG00000143207	chr1	176043810	176043818	9	-	ENST00000461830.6	COP1
ENSG00000143207	chr1	176043810	176043818	9	-	ENST00000461830.6	COP1
ENSG00000143207	chr1	176043810	176043818	9	-	ENST00000461830.6	COP1
ENSG00000143248	chr1	163161954	163161976	23	-	ENST00000428971.2	RGS5
ENSG00000143248	chr1	163161954	163161976	23	-	ENST00000428971.2	RGS5
ENSG00000143248	chr1	163161954	163161976	23	-	ENST00000428971.2	RGS5
ENSG00000143947	chr2	55232688	55232708	21	+	ENST00000272317.11	RPS27A
ENSG00000143947	chr2	55232688	55232708	21	+	ENST00000272317.11	RPS27A
ENSG00000143947	chr2	55232688	55232708	21	+	ENST00000272317.11	RPS27A
ENSG00000146122	chr6	39886421	39886447	27	+	ENST00000633794.1	DAAM2
ENSG00000146122	chr6	39886421	39886447	27	+	ENST00000633794.1	DAAM2
ENSG00000146122	chr6	39886421	39886447	27	+	ENST00000633794.1	DAAM2
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000378168.8	CASK
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000378168.8	CASK
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000378168.8	CASK
ENSG00000147894	chr9	27573431	27573448	18	-	ENST00000488117.5	C9orf72
ENSG00000147894	chr9	27573431	27573448	18	-	ENST00000488117.5	C9orf72
ENSG00000147894	chr9	27573431	27573448	18	-	ENST00000488117.5	C9orf72
ENSG00000148341	chr9	129009453	129009467	15	-	ENST00000479237.5	SH3GLB2
ENSG00000148341	chr9	129009453	129009467	15	-	ENST00000479237.5	SH3GLB2
ENSG00000148341	chr9	129009453	129009467	15	-	ENST00000479237.5	SH3GLB2
ENSG00000148341	chr9	129010670	129010693	24	-	ENST00000372564.8	SH3GLB2
ENSG00000148341	chr9	129010670	129010693	24	-	ENST00000372564.8	SH3GLB2
ENSG00000148341	chr9	129010670	129010693	24	-	ENST00000372564.8	SH3GLB2
ENSG00000149177	chr11	48110058	48110076	19	+	ENST00000418331.7	PTPRJ
ENSG00000149177	chr11	48110058	48110076	19	+	ENST00000418331.7	PTPRJ
ENSG00000149177	chr11	48110058	48110076	19	+	ENST00000418331.7	PTPRJ
ENSG00000149177	chr11	48110058	48110076	19	+	ENST00000698881.1	PTPRJ
ENSG00000149177	chr11	48110058	48110076	19	+	ENST00000698881.1	PTPRJ
ENSG00000149177	chr11	48110058	48110076	19	+	ENST00000698881.1	PTPRJ
ENSG00000149177	chr11	48149990	48149998	9	+	ENST00000418331.7	PTPRJ
ENSG00000149177	chr11	48149990	48149998	9	+	ENST00000418331.7	PTPRJ
ENSG00000149177	chr11	48149990	48149998	9	+	ENST00000418331.7	PTPRJ
ENSG00000149177	chr11	48149990	48149998	9	+	ENST00000698881.1	PTPRJ
ENSG00000149177	chr11	48149990	48149998	9	+	ENST00000698881.1	PTPRJ
ENSG00000149177	chr11	48149990	48149998	9	+	ENST00000698881.1	PTPRJ
ENSG00000150627	chr4	176166124	176166144	21	+	ENST00000443118.3	WDR17
ENSG00000150627	chr4	176166124	176166144	21	+	ENST00000443118.3	WDR17
ENSG00000150627	chr4	176166124	176166144	21	+	ENST00000443118.3	WDR17
ENSG00000151532	chr10	112533530	112533550	21	+	ENST00000705995.1	VTI1A
ENSG00000151532	chr10	112533530	112533550	21	+	ENST00000705995.1	VTI1A
ENSG00000151532	chr10	112533530	112533550	21	+	ENST00000705995.1	VTI1A
ENSG00000155755	chr2	201640261	201640265	5	-	ENST00000409444.6	TMEM237
ENSG00000155755	chr2	201640261	201640265	5	-	ENST00000409444.6	TMEM237
ENSG00000155755	chr2	201640261	201640265	5	-	ENST00000409444.6	TMEM237
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000345330.9	NPTN
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000345330.9	NPTN
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000345330.9	NPTN
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000351217.10	NPTN
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000351217.10	NPTN
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000351217.10	NPTN
ENSG00000158796	chr1	161130815	161130837	23	-	ENST00000368005.5	DEDD
ENSG00000158796	chr1	161130815	161130837	23	-	ENST00000368005.5	DEDD
ENSG00000158796	chr1	161130815	161130837	23	-	ENST00000368005.5	DEDD
ENSG00000158856	chr8	22080618	22080625	8	+	ENST00000358242.6	DMTN
ENSG00000158856	chr8	22080618	22080625	8	+	ENST00000358242.6	DMTN
ENSG00000158856	chr8	22080618	22080625	8	+	ENST00000358242.6	DMTN
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000382491.7	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000382491.7	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000382491.7	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000438952.5	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000438952.5	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000438952.5	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000674204.1	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000674204.1	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000674204.1	SYNJ1
ENSG00000159082	chr21	32676332	32676355	24	-	ENST00000674204.1	SYNJ1
ENSG00000159082	chr21	32676332	32676355	24	-	ENST00000674204.1	SYNJ1
ENSG00000159082	chr21	32676332	32676355	24	-	ENST00000674204.1	SYNJ1
ENSG00000159788	chr4	3386416	3386437	22	+	ENST00000336727.8	RGS12
ENSG00000159788	chr4	3386416	3386437	22	+	ENST00000336727.8	RGS12
ENSG00000159788	chr4	3386416	3386437	22	+	ENST00000336727.8	RGS12
ENSG00000159788	chr4	3386416	3386437	22	+	ENST00000382788.7	RGS12
ENSG00000159788	chr4	3386416	3386437	22	+	ENST00000382788.7	RGS12
ENSG00000159788	chr4	3386416	3386437	22	+	ENST00000382788.7	RGS12
ENSG00000160055	chr1	32222307	32222333	27	-	ENST00000491434.5	TMEM234
ENSG00000160055	chr1	32222307	32222333	27	-	ENST00000491434.5	TMEM234
ENSG00000160055	chr1	32222307	32222333	27	-	ENST00000491434.5	TMEM234
ENSG00000160111	chr19	17009303	17009320	18	-	ENST00000651564.2	CPAMD8
ENSG00000160111	chr19	17009303	17009320	18	-	ENST00000651564.2	CPAMD8
ENSG00000160111	chr19	17009303	17009320	18	-	ENST00000651564.2	CPAMD8
ENSG00000160111	chr19	17020331	17020353	23	-	ENST00000651564.2	CPAMD8
ENSG00000160111	chr19	17020331	17020353	23	-	ENST00000651564.2	CPAMD8
ENSG00000160111	chr19	17020331	17020353	23	-	ENST00000651564.2	CPAMD8
ENSG00000160299	chr21	46398235	46398255	21	+	ENST00000359568.10	PCNT
ENSG00000160299	chr21	46398235	46398255	21	+	ENST00000359568.10	PCNT
ENSG00000160299	chr21	46398235	46398255	21	+	ENST00000359568.10	PCNT
ENSG00000162576	chr1	1356681	1356704	24	-	ENST00000309212.11	MXRA8
ENSG00000162576	chr1	1356681	1356704	24	-	ENST00000309212.11	MXRA8
ENSG00000162576	chr1	1356681	1356704	24	-	ENST00000309212.11	MXRA8
ENSG00000162601	chr1	58690226	58690249	24	-	ENST00000472487.6	MYSM1
ENSG00000162601	chr1	58690226	58690249	24	-	ENST00000472487.6	MYSM1
ENSG00000162601	chr1	58690226	58690249	24	-	ENST00000472487.6	MYSM1
ENSG00000162909	chr1	223757369	223757380	12	+	ENST00000295006.6	CAPN2
ENSG00000162909	chr1	223757369	223757380	12	+	ENST00000295006.6	CAPN2
ENSG00000162909	chr1	223757369	223757380	12	+	ENST00000295006.6	CAPN2
