#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000636330.1	4731	1363	0.41362000000000004	6.169326972961425	1	1	coding
ENST00000461727.6	1339	289	0.43792	7.73211498260498	1	0.999987	coding
ENST00000633239.1	1494	211	0.46149999999999997	8.705439949035647	1	0.99888	coding
ENST00000434576.2	747	88	0.41392	7.951869010925293	1	0.212452	noncoding
ENST00000468561.2	661	107	0.29152999999999996	8.511390113830569	1	0.115616	noncoding
ENST00000490738.5	538	51	0.37213	8.739930534362792	1	0.0236444	noncoding
ENST00000303635.12	8314	1674	0.44236000000000003	7.294000053405762	1	1	coding
ENST00000476163.5	863	51	0.38604	8.739930534362792	1	0.0266099	noncoding
ENST00000473578.5	567	81	0.39752	9.46100940704346	1	0.139424	noncoding
ENST00000476864.2	6282	1561	0.43973999999999996	6.983829689025879	1	1	coding
ENST00000461311.1	431	25	0.43754	4.133468055725097	1	0.0212044	noncoding
ENST00000710284.1	4288	573	0.34615	9.29783992767334	1	1	coding
ENST00000710285.1	4575	686	0.34615	9.285590934753419	1	1	coding
ENST00000700424.1	3102	592	0.36913	9.232984733581542	1	1	coding
ENST00000377532.8	6365	1211	0.36338000000000004	6.387588691711425	1	1	coding
ENST00000614998.4	6261	1192	0.36613	6.32409954071045	1	1	coding
ENST00000361923.2	6203	1202	0.36613	6.4386301040649405	1	1	coding
ENST00000493678.5	1088	190	0.47279000000000004	6.329215049743653	1	0.997833	coding
ENST00000338639.10	1127	190	0.47774000000000005	6.329215049743653	1	0.997831	coding
ENST00000471889.7	2496	749	0.39867	7.150197410583496	1	1	coding
ENST00000289877.8	2401	749	0.38306999999999997	7.150197410583496	1	1	coding
ENST00000635687.1	4211	134	0.30989	6.888851737976076	1	0.438433	noncoding
ENST00000635405.2	4457	124	0.30408	8.614152717590333	1	0.216978	noncoding
ENST00000632503.1	1764	83	0.31979	5.669598579406738	1	0.106018	noncoding
ENST00000340381.11	3815	667	0.39398	9.423230934143067	1	1	coding
ENST00000340305.9	3851	393	0.40690999999999994	9.05350475311279	1	1	coding
ENST00000416541.5	3447	484	0.40018	10.05624599456787	1	1	coding
ENST00000377298.9	4760	982	0.43652	4.810420417785645	1	1	coding
ENST00000435891.5	3829	615	0.44917	4.668834495544433	1	1	coding
ENST00000361311.4	4647	972	0.43652	4.825710105895996	1	1	coding
ENST00000377263.6	3006	107	0.32617000000000007	8.790925025939941	1	0.158297	noncoding
ENST00000400904.7	1206	82	0.4562	5.333566474914551	1	0.33735	noncoding
ENST00000377093.9	7800	1154	0.39339	8.660956764221194	1	1	coding
ENST00000676179.1	10855	1817	0.41107000000000005	5.418768119812011	1	1	coding
ENST00000263934.10	6816	1771	0.44416	5.386654090881348	1	1	coding
ENST00000377086.5	10669	1817	0.41259	5.418768119812011	1	1	coding
ENST00000620295.2	8624	1810	0.43494999999999995	5.383925819396972	1	1	coding
ENST00000377022.8	7934	1760	0.45895	6.59482364654541	1	1	coding
ENST00000344008.5	4405	1167	0.45893	8.435446357727052	1	1	coding
ENST00000496432.6	3279	1031	0.44820000000000004	8.47625484466553	1	1	coding
ENST00000703139.1	3388	570	0.44098	8.041609001159667	1	1	coding
ENST00000376838.5	4017	755	0.43945999999999996	7.689315223693849	1	1	coding
ENST00000361445.9	8721	2550	0.4846	6.730896186828613	1	1	coding
ENST00000703141.1	9013	1591	0.4652	6.192971992492676	1	1	coding
ENST00000703131.1	4193	328	0.39846999999999994	6.319950294494629	1	0.999999	coding
ENST00000703132.1	3188	682	0.43672	8.830444145202637	1	1	coding
ENST00000376592.6	8378	680	0.36992	5.2647912979125975	1	1	coding
ENST00000376590.9	7018	657	0.38564	5.223810386657713	1	1	coding
ENST00000376583.7	7044	698	0.38564	5.465319252014161	1	1	coding
ENST00000376585.6	8094	698	0.37178	5.465319252014161	1	1	coding
ENST00000641437.1	1911	180	0.33858	7.005712699890137	1	0.92437	coding
ENST00000418034.1	1034	143	0.32567	5.947370719909667	-1	0.112483	noncoding
ENST00000312413.10	5631	848	0.37107	6.951886177062988	1	1	coding
ENST00000346436.11	5589	870	0.37293	6.385087776184082	1	1	coding
ENST00000376497.7	814	123	0.30717	4.940922737121581	1	0.598261	coding
ENST00000400892.3	3993	499	0.37107	5.718991661071779	1	1	coding
ENST00000376496.4	2922	954	0.45275	7.182879829406739	1	1	coding
ENST00000294489.10	3104	239	0.38761	5.250069999694824	1	0.999832	coding
ENST00000376057.8	2801	237	0.38761	5.250069999694824	1	0.99981	coding
ENST00000621990.5	2737	163	0.38684999999999997	4.3699750900268555	1	0.990101	coding
ENST00000428417.5	1942	254	0.42462000000000005	5.398988151550292	1	0.999972	coding
ENST00000400796.7	1842	254	0.44373999999999997	5.398988151550292	1	0.99998	coding
ENST00000376008.3	1971	254	0.38471	5.398988151550292	1	0.999917	coding
ENST00000546424.5	4463	422	0.33209	5.426270866394042	1	1	coding
ENST00000333868.10	2808	417	0.35045	5.7261533737182635	1	1	coding
ENST00000348549.9	1621	267	0.38039999999999996	5.103709602355956	1	0.999969	coding
ENST00000469637.1	725	47	0.33921	10.834250450134277	-1	0.178042	noncoding
ENST00000375838.5	2357	596	0.44373999999999997	6.673602485656739	1	1	coding
ENST00000616884.4	5882	471	0.37890999999999997	6.585331535339355	1	1	coding
ENST00000475133.5	6299	596	0.36682	6.673602485656739	1	1	coding
ENST00000375849.5	3446	656	0.44174	7.679197883605958	1	1	coding
ENST00000375847.8	6034	783	0.39276999999999995	6.665645027160645	1	1	coding
ENST00000375799.8	4134	1020	0.4724	4.818321037292479	1	1	coding
ENST00000375793.2	4004	1000	0.45726	4.88561840057373	1	1	coding
ENST00000361221.8	4625	1280	0.43702	5.621455955505371	1	1	coding
ENST00000375415.5	4035	1241	0.46976	5.439571189880371	1	1	coding
ENST00000469726.5	4585	1041	0.44669999999999993	6.4970605850219725	1	1	coding
ENST00000375408.7	3685	1053	0.43804000000000004	6.633644676208497	1	1	coding
ENST00000466782.1	482	77	0.37104000000000004	8.858681297302244	-1	0.0937116	noncoding
ENST00000495593.1	2261	304	0.32294	6.78995189666748	1	0.999764	coding
ENST00000477853.6	6640	994	0.42185000000000006	7.377098655700683	1	1	coding
ENST00000688918.1	4034	397	0.39661	9.071620368957518	1	0.999999	coding
ENST00000693007.1	4889	362	0.38859999999999995	9.326206016540528	1	0.999993	coding
ENST00000688667.1	5475	900	0.44712	7.977269554138184	1	1	coding
ENST00000690451.1	6928	659	0.3405	8.706922721862792	1	1	coding
ENST00000480380.1	3892	76	0.34936	9.205198860168458	1	0.0635067	noncoding
ENST00000461353.1	2175	76	0.33054000000000006	9.205198860168458	1	0.0536275	noncoding
ENST00000689748.1	1517	131	0.32862	9.617022895812987	1	0.319463	noncoding
ENST00000375153.8	2175	292	0.39114	8.233015632629396	1	0.999915	coding
ENST00000375155.7	1805	292	0.40247	8.233015632629396	1	0.999946	coding
ENST00000400548.6	1548	227	0.45304999999999995	8.546203041076662	1	0.999483	coding
ENST00000497827.1	1428	181	0.4071	9.716239738464353	1	0.965846	coding
ENST00000432465.1	844	112	0.43198	9.809654426574706	1	0.604679	coding
ENST00000289815.13	9143	1216	0.39874999999999994	8.292004203796388	1	1	coding
ENST00000485375.6	3776	1107	0.48611000000000004	8.5860445022583	-1	0.999994	coding
ENST00000473325.5	3725	448	0.39409999999999995	9.481961631774901	1	1	coding
ENST00000467486.5	2116	425	0.45725000000000005	9.328526878356932	1	1	coding
ENST00000321556.5	2657	582	0.42601	9.430451393127441	1	1	coding
ENST00000492302.1	3821	208	0.34584000000000004	7.027254676818846	1	0.984007	coding
ENST00000400490.2	1658	275	0.42848	6.514794349670409	1	0.999983	coding
ENST00000438032.6	6406	554	0.35961	9.685681724548338	1	1	coding
ENST00000312239.10	3884	554	0.39696	9.685681724548338	1	1	coding
ENST00000375003.6	4822	402	0.33061	10.098408317565916	1	0.999858	coding
BambuTx13	3806	516	0.38144	9.768845939636229	1	1	coding
ENST00000417710.5	572	124	0.42917999999999995	4.492974662780762	-1	0.0858347	noncoding
ENST00000487117.1	1598	118	0.35885999999999996	4.492690467834472	1	0.743424	coding
ENST00000374935.7	5567	1306	0.47487	5.794587516784667	1	1	coding
ENST00000685872.1	6528	1748	0.47861	5.423087882995604	1	1	coding
ENST00000602326.6	6397	1642	0.46584000000000003	5.4736177444458	1	1	coding
ENST00000686579.1	6631	1592	0.46836	5.283263969421386	1	1	coding
ENST00000684485.1	7832	1641	0.47215999999999997	5.424736213684081	1	1	coding
ENST00000688741.1	6064	1634	0.47685	5.4516210556030265	1	1	coding
ENST00000400422.6	5762	1622	0.44064	5.352834892272949	1	1	coding
ENST00000634879.2	5325	1585	0.44188	5.265700721740722	1	1	coding
ENST00000682284.1	2088	516	0.44460000000000005	4.921313285827636	1	1	coding
ENST00000634778.1	1343	74	0.43457	7.7247827529907225	1	0.133405	noncoding
ENST00000415912.6	5099	755	0.41755	5.554783821105956	1	1	coding
ENST00000374893.11	5067	771	0.4159	5.611509132385254	1	1	coding
ENST00000649812.1	3153	843	0.46779000000000004	5.573483848571777	1	1	coding
ENST00000374763.6	3334	749	0.45091	5.7662248611450195	1	1	coding
ENST00000374761.6	3318	695	0.46370999999999996	5.659992790222168	1	1	coding
ENST00000471600.6	3238	603	0.4664	5.7477521896362305	1	1	coding
ENST00000374765.9	3322	664	0.47140999999999994	5.55211238861084	1	1	coding
ENST00000611549.4	4294	618	0.45044	6.224290275573731	1	1	coding
ENST00000542643.6	3426	682	0.47218999999999994	5.573370170593261	1	1	coding
ENST00000495204.5	2489	728	0.46221	5.806296348571778	1	1	coding
ENST00000374757.7	1328	328	0.41298	7.8725084304809565	1	0.999997	coding
ENST00000308271.14	4419	1036	0.46066	5.74905948638916	1	1	coding
ENST00000400301.5	4309	984	0.4389100000000001	5.339420890808105	1	1	coding
ENST00000374732.7	3037	522	0.4047	5.104732704162596	1	1	coding
ENST00000421625.6	2818	486	0.38004000000000004	6.026888465881346	1	1	coding
ENST00000374695.8	14341	4392	0.42026	6.055080604553221	1	1	coding
ENST00000486901.1	3586	409	0.36402	6.0128492355346665	1	1	coding
ENST00000344548.8	2297	192	0.35272000000000003	6.156765556335448	1	0.98305	coding
ENST00000667384.2	6035	167	0.3174	5.706657600402832	1	0.904781	coding
ENST00000315554.15	1435	192	0.44705999999999996	5.763894462585449	1	0.998376	coding
ENST00000656825.1	10503	192	0.28883000000000003	6.156765556335448	1	0.932412	coding
ENST00000695798.1	2824	192	0.36113	6.156765556335448	1	0.986469	coding
ENST00000695799.1	3962	192	0.2743300000000001	6.156765556335448	1	0.919301	coding
ENST00000695800.1	3797	192	0.2903	6.156765556335448	1	0.933873	coding
ENST00000695801.1	3848	176	0.35657	6.2946569442749025	1	0.958617	coding
ENST00000695802.1	2635	192	0.36180999999999996	6.156765556335448	1	0.986714	coding
ENST00000166244.8	5019	1006	0.39326000000000005	8.419006919860841	1	1	coding
ENST00000374644.8	1802	496	0.39771	6.378267097473144	1	1	coding
ENST00000302291.9	8412	1077	0.34203	8.668499565124513	1	1	coding
ENST00000471849.5	1190	273	0.50725	5.415357780456542	-1	0.614909	coding
ENST00000706844.1	1621	273	0.43634999999999996	5.415357780456542	-1	0.527382	coding
ENST00000475164.2	613	74	0.37273	6.997925758361816	1	0.0709491	noncoding
ENST00000655402.1	1502	98	0.29712	10.31676273345947	1	0.0881724	noncoding
ENST00000427796.6	1112	27	0.35218	8.49804515838623	1	0.00638761	noncoding
ENST00000686609.2	816	27	0.38965	8.49804515838623	1	0.00750683	noncoding
ENST00000664563.3	974	27	0.3292	8.49804515838623	1	0.00625702	noncoding
ENST00000703077.1	975	28	0.32751	6.490694618225096	1	0.00527098	noncoding
ENST00000652963.1	1105	28	0.42128999999999994	6.490694618225096	1	0.00815379	noncoding
ENST00000692026.1	583	20	0.40508	5.587750434875488	1	0.00548242	noncoding
ENST00000687867.1	519	16	0.42493	4.0500284194946286	1	0.0114878	noncoding
ENST00000337248.9	2726	335	0.33728	9.785607719421385	1	0.999271	coding
ENST00000003583.12	2544	288	0.31133000000000005	9.635718727111815	1	0.986611	coding
ENST00000468303.5	6016	243	0.27955	9.61489543914795	1	0.835963	coding
ENST00000497384.1	1685	115	0.3285	9.713338661193848	1	0.202667	noncoding
ENST00000475760.1	455	51	0.27959000000000006	8.685003471374515	1	0.0185058	noncoding
ENST00000374332.9	3561	631	0.42432	7.013783836364746	1	1	coding
ENST00000611903.4	4647	573	0.37207	8.922376060485842	1	1	coding
ENST00000473891.1	3420	186	0.27955	4.736302375793457	1	0.975597	coding
ENST00000374329.1	2461	402	0.40148999999999996	5.656639289855956	1	1	coding
ENST00000448923.2	1468	103	0.33897999999999995	11.130676078796387	1	0.140224	noncoding
BambuTx14	1212	66	0.35217	9.149111366271974	1	0.0426673	noncoding
ENST00000433939.7	1394	90	0.32025	8.737545204162597	1	0.0805324	noncoding
ENST00000407889.6	694	64	0.37182000000000004	11.554555702209473	1	0.0528378	noncoding
ENST00000414762.1	447	128	0.36884000000000006	10.379941749572755	-1	0.175845	noncoding
ENST00000648649.1	1060	103	0.30011	11.130676078796387	1	0.0957878	noncoding
ENST00000451429.8	3934	762	0.43285999999999997	5.684206199645996	1	1	coding
ENST00000252992.8	3935	763	0.42821	5.684206199645996	1	1	coding
ENST00000453146.1	2821	194	0.44297000000000003	5.078529930114745	1	0.999112	coding
ENST00000469609.5	2384	195	0.39849999999999997	5.078529930114745	1	0.998211	coding
ENST00000491670.1	941	120	0.44773	4.812978172302246	-1	0.0869194	noncoding
ENST00000314675.11	2254	401	0.41147	5.289459419250488	1	1	coding
ENST00000472155.5	2646	325	0.41989000000000004	4.773588752746583	1	1	coding
ENST00000374223.5	1312	279	0.45043	6.1888227462768555	1	0.999993	coding
ENST00000374222.6	1660	521	0.47137	5.06488857269287	1	1	coding
ENST00000475591.5	2542	292	0.42673	4.971899986267089	1	0.999999	coding
ENST00000357089.8	1555	488	0.46005999999999997	5.304408073425292	1	1	coding
ENST00000494942.5	2325	209	0.36735	8.421714591979985	1	0.982814	coding
ENST00000374221.7	1792	521	0.46554	5.06488857269287	1	1	coding
ENST00000374217.7	1944	488	0.47597999999999996	5.304408073425292	1	1	coding
ENST00000324856.13	8595	2286	0.41502	6.236112785339355	1	1	coding
ENST00000374152.7	6460	1903	0.46747	6.273058128356933	1	1	coding
ENST00000636219.1	7058	1902	0.42655	6.273058128356933	1	1	coding
ENST00000637788.1	3046	528	0.43094999999999994	4.820935630798339	1	1	coding
ENST00000263980.8	4737	816	0.44012	6.742036628723145	1	1	coding
ENST00000374089.5	3165	320	0.39403	7.188506889343262	1	0.999994	coding
ENST00000490329.1	660	59	0.38871999999999995	9.30112781524658	-1	0.0872421	noncoding
ENST00000374086.3	2183	556	0.41050000000000003	7.004234886169433	1	1	coding
ENST00000247087.10	6335	1604	0.40918999999999994	9.208938026428221	1	1	coding
ENST00000673934.1	6428	1604	0.40428	9.208938026428221	1	1	coding
ENST00000644550.1	458	101	0.44319000000000003	9.494275093078613	1	0.51131	coding
ENST00000480033.3	588	88	0.31334	9.6794282913208	1	0.0737926	noncoding
ENST00000646642.1	601	23	0.28803999999999996	5.748434257507324	-1	0.0660686	noncoding
ENST00000481387.2	4991	166	0.31604000000000004	4.935125160217283	1	0.941454	coding
ENST00000675575.1	2243	164	0.41427	5.01708698272705	1	0.990654	coding
ENST00000373884.6	2178	396	0.41427	7.619062232971192	1	1	coding
ENST00000464612.5	719	63	0.42709	4.629729270935059	1	0.161097	noncoding
ENST00000461448.6	1644	65	0.31624	8.940814018249515	1	0.0311815	noncoding
ENST00000461832.2	1082	85	0.34675	7.701706123352051	1	0.0861593	noncoding
ENST00000481368.6	1800	65	0.26999	8.940814018249515	1	0.0309183	noncoding
ENST00000531126.7	728	77	0.39465	10.070880317687987	1	0.119695	noncoding
ENST00000692541.1	639	63	0.32718	4.629729270935059	1	0.0656857	noncoding
ENST00000470977.6	1104	85	0.36968999999999996	7.701706123352051	1	0.110747	noncoding
ENST00000648127.1	1871	63	0.33261999999999997	4.629729270935059	1	0.0666877	noncoding
ENST00000475441.6	524	63	0.42311000000000004	4.629729270935059	1	0.156554	noncoding
ENST00000474814.1	1903	85	0.33014	7.701706123352051	1	0.0736331	noncoding
ENST00000464115.1	712	50	0.33744	11.999967765808105	1	0.0257542	noncoding
ENST00000345512.7	4470	1447	0.44107999999999997	6.460854148864747	1	1	coding
ENST00000373779.8	5573	1437	0.46730000000000005	6.449656867980956	1	1	coding
ENST00000428026.6	5550	1434	0.46525000000000005	6.40645923614502	1	1	coding
ENST00000339394.7	5246	443	0.34846	4.6100061416625975	1	1	coding
ENST00000336798.11	6392	385	0.28121	4.561295127868653	1	0.999999	coding
ENST00000373713.7	1097	134	0.42573	6.288575172424316	1	0.887237	coding
ENST00000497275.5	535	99	0.45875	6.278571510314941	1	0.524183	coding
ENST00000498148.5	693	90	0.30745	9.003735160827638	1	0.0728415	noncoding
ENST00000398556.7	4879	1501	0.46229999999999993	7.537668800354004	1	1	coding
ENST00000398547.5	4857	1500	0.46012	7.088356590270995	1	1	coding
ENST00000373655.6	5400	1585	0.43191999999999997	7.360501670837402	1	1	coding
ENST00000373658.8	5708	1586	0.41194	7.495721626281737	1	1	coding
ENST00000398542.5	5176	1467	0.43243999999999994	6.637793922424317	1	1	coding
ENST00000465256.5	2936	531	0.40536	8.866159629821777	1	1	coding
ENST00000533175.1	1613	507	0.41241	6.02836627960205	-1	0.961458	coding
ENST00000602725.5	3353	168	0.33754	8.6679838180542	1	0.763541	coding
ENST00000647444.2	3910	168	0.35184	8.6679838180542	1	0.823537	coding
ENST00000457805.6	1032	137	0.35771	8.795953559875489	1	0.55134	coding
ENST00000336294.10	1778	493	0.42063	9.508135795593262	1	1	coding
ENST00000441402.5	1538	294	0.41991999999999996	9.09702091217041	1	0.999956	coding
ENST00000468135.5	1834	378	0.45647	9.472355842590332	1	1	coding
ENST00000476968.5	1994	274	0.43015	9.24123668670654	1	0.999903	coding
ENST00000373602.10	880	201	0.45442	5.234211921691894	1	0.999419	coding
ENST00000421922.6	1415	242	0.40425	6.2606103897094725	1	0.999786	coding
ENST00000680626.1	3507	139	0.31164000000000003	4.809454154968263	1	0.80231	coding
ENST00000681230.1	633	116	0.36277	10.23856258392334	1	0.311115	noncoding
ENST00000483009.1	615	116	0.36741999999999997	10.23856258392334	1	0.329733	noncoding
ENST00000466796.1	2736	123	0.30593000000000004	7.538123512268067	1	0.260022	noncoding
ENST00000491434.5	1538	97	0.34987999999999997	8.738899040222169	1	0.144784	noncoding
ENST00000489170.5	1412	165	0.38157	8.763783836364745	1	0.894411	coding
