gene	non_ase	H1	H2
ENSG00000167325	yes	no	no
ENSG00000072682	yes	no	no
ENSG00000078725	yes	no	no
ENSG00000112902	yes	no	no
ENSG00000144331	yes	no	no
ENSG00000162878	yes	no	no
ENSG00000168209	yes	no	no
ENSG00000040275	yes	no	no
ENSG00000087586	yes	no	no
ENSG00000100422	yes	no	no
ENSG00000130477	yes	no	no
ENSG00000132518	yes	no	no
ENSG00000134183	yes	yes	no
ENSG00000135074	yes	no	no
ENSG00000149948	yes	no	no
ENSG00000173175	yes	no	no
ENSG00000176890	yes	no	no
ENSG00000111206	yes	no	no
ENSG00000198691	yes	no	no
ENSG00000276043	yes	no	no
ENSG00000053524	yes	no	no
ENSG00000151725	yes	no	no
ENSG00000168246	yes	no	no
ENSG00000076716	yes	no	no
ENSG00000111674	yes	no	no
ENSG00000169230	yes	no	no
ENSG00000105499	yes	no	no
ENSG00000107518	yes	no	no
ENSG00000109046	yes	no	no
ENSG00000117151	yes	no	no
ENSG00000147614	yes	no	no
ENSG00000054356	yes	no	no
ENSG00000021645	yes	no	no
ENSG00000107187	yes	no	no
ENSG00000114757	yes	no	no
ENSG00000121454	yes	no	no
ENSG00000136436	yes	no	no
ENSG00000161381	yes	yes	yes
ENSG00000167654	yes	no	no
ENSG00000188770	yes	no	no
ENSG00000128573	yes	no	no
ENSG00000148734	yes	no	no
ENSG00000186314	yes	no	no
ENSG00000177807	yes	no	no
ENSG00000028137	yes	no	no
ENSG00000086300	yes	no	no
ENSG00000106546	yes	no	no
ENSG00000120057	yes	no	no
ENSG00000130813	yes	no	no
ENSG00000137309	yes	no	no
ENSG00000137766	yes	no	no
ENSG00000143228	yes	no	no
ENSG00000198795	yes	no	no
ENSG00000265203	yes	no	no
ENSG00000057657	yes	no	no
ENSG00000062822	yes	no	no
ENSG00000184661	yes	no	no
ENSG00000198554	yes	no	no
ENSG00000282988	yes	no	no
ENSG00000196787	yes	no	no
ENSG00000100410	yes	no	no
ENSG00000115758	yes	no	no
ENSG00000138798	yes	no	no
ENSG00000159248	yes	no	no
ENSG00000166592	yes	no	no
ENSG00000196968	yes	no	no
ENSG00000188338	yes	no	no
ENSG00000120694	yes	no	no
ENSG00000204060	yes	no	no
ENSG00000163347	yes	yes	no
ENSG00000187837	yes	no	no
ENSG00000006459	yes	no	no
ENSG00000021300	yes	no	no
ENSG00000106633	yes	no	no
ENSG00000109103	yes	no	no
ENSG00000115884	yes	no	no
ENSG00000124785	yes	no	no
ENSG00000131697	yes	no	no
ENSG00000153902	yes	no	no
ENSG00000156219	yes	no	no
ENSG00000186470	yes	no	no
ENSG00000196208	yes	no	no
ENSG00000166257	yes	no	no
ENSG00000165475	yes	no	no
ENSG00000020181	yes	no	no
ENSG00000170485	yes	no	no
ENSG00000115993	yes	no	no
ENSG00000119899	yes	no	no
ENSG00000123473	yes	no	no
ENSG00000133401	yes	no	no
ENSG00000143549	yes	no	no
ENSG00000197409	yes	no	no
ENSG00000049130	yes	no	no
ENSG00000164045	yes	no	no
ENSG00000070950	yes	no	no
ENSG00000162383	yes	no	no
ENSG00000165724	yes	no	no
ENSG00000259030	yes	no	no
ENSG00000167088	yes	no	no
ENSG00000105220	yes	no	no
ENSG00000162063	yes	no	no
ENSG00000118193	yes	no	no
ENSG00000183638	yes	no	no
ENSG00000104765	yes	no	no
ENSG00000112715	yes	no	no
ENSG00000011426	yes	no	no
ENSG00000107984	yes	no	no
ENSG00000182218	yes	no	no
ENSG00000142538	yes	no	no
ENSG00000051341	yes	yes	no
ENSG00000101871	yes	no	no
ENSG00000111052	yes	no	no
ENSG00000127472	yes	no	no
ENSG00000220205	yes	no	no
ENSG00000137628	yes	no	no
ENSG00000082438	yes	no	no
ENSG00000099260	yes	no	no
ENSG00000104522	yes	no	no
ENSG00000109738	yes	no	no
ENSG00000136854	yes	no	no
ENSG00000140093	yes	no	no
ENSG00000148948	yes	no	no
ENSG00000158555	yes	no	no
ENSG00000163083	yes	no	no
ENSG00000173588	yes	no	no
ENSG00000273542	yes	no	no
ENSG00000116560	yes	no	no
ENSG00000136824	yes	no	no
ENSG00000161958	yes	no	no
ENSG00000101868	yes	no	no
ENSG00000156970	yes	no	no
ENSG00000104419	yes	no	no
ENSG00000164236	yes	no	no
ENSG00000175906	yes	no	no
ENSG00000135766	yes	no	no
ENSG00000080986	yes	no	no
ENSG00000163535	yes	no	no
ENSG00000182481	yes	no	no
ENSG00000172175	yes	no	no
ENSG00000179604	yes	no	no
ENSG00000139734	yes	no	no
ENSG00000073111	yes	no	no
ENSG00000165480	yes	no	no
ENSG00000170279	yes	no	no
ENSG00000213694	yes	no	no
ENSG00000134222	yes	no	no
ENSG00000203756	yes	no	no
ENSG00000248485	yes	no	no
ENSG00000162992	yes	no	no
ENSG00000174938	yes	no	no
ENSG00000185633	yes	no	no
ENSG00000105486	yes	no	no
ENSG00000178209	yes	no	no
ENSG00000132274	yes	no	no
ENSG00000162407	yes	no	no
ENSG00000049759	yes	no	no
ENSG00000175727	yes	no	no
ENSG00000137474	yes	no	no
ENSG00000165995	yes	no	no
ENSG00000089199	yes	no	no
ENSG00000101361	yes	no	no
ENSG00000149591	yes	no	no
ENSG00000109794	yes	no	no
ENSG00000089356	yes	no	no
ENSG00000103319	yes	no	no
ENSG00000112742	yes	no	no
ENSG00000132932	yes	no	no
ENSG00000139445	yes	no	no
ENSG00000169607	yes	no	no
ENSG00000175497	yes	no	no
ENSG00000260802	yes	no	no
ENSG00000103528	yes	no	no
ENSG00000164086	yes	no	no
ENSG00000165240	yes	no	no
ENSG00000168411	yes	no	no
ENSG00000185565	yes	no	no
ENSG00000186716	yes	no	no
ENSG00000198075	yes	no	no
ENSG00000278463	yes	no	no
ENSG00000108821	yes	no	no
ENSG00000120802	yes	no	no
ENSG00000102001	yes	no	no
ENSG00000198704	yes	no	no
ENSG00000172350	yes	no	no
ENSG00000134602	yes	no	no
ENSG00000172201	yes	no	no
ENSG00000196584	yes	no	no
ENSG00000124406	yes	no	no
ENSG00000132535	yes	no	no
ENSG00000136492	yes	no	no
ENSG00000104738	yes	no	no
ENSG00000185033	yes	no	no
ENSG00000099901	yes	no	no
ENSG00000105650	yes	no	no
ENSG00000105507	yes	no	no
ENSG00000168461	yes	no	no
ENSG00000094804	yes	no	no
ENSG00000125629	yes	no	no
ENSG00000135476	yes	no	no
ENSG00000136297	yes	no	no
ENSG00000151693	yes	no	no
ENSG00000176619	yes	no	no
ENSG00000139988	yes	no	no
ENSG00000144619	yes	no	no
ENSG00000165895	yes	no	no
ENSG00000197444	yes	no	no
ENSG00000165025	yes	no	no
ENSG00000109084	yes	no	no
ENSG00000196335	yes	no	no
ENSG00000166387	yes	no	no
ENSG00000274750	yes	no	no
ENSG00000111912	yes	no	no
ENSG00000058056	yes	no	no
ENSG00000150672	yes	no	no
ENSG00000085365	yes	no	no
ENSG00000126787	yes	no	no
ENSG00000082153	yes	no	no
ENSG00000115267	yes	no	no
ENSG00000140488	yes	no	no
ENSG00000145423	yes	no	no
ENSG00000171320	yes	no	no
ENSG00000198056	yes	no	no
ENSG00000198830	yes	no	no
ENSG00000106348	yes	no	no
ENSG00000130635	yes	no	no
ENSG00000117461	yes	no	no
ENSG00000145390	yes	no	no
ENSG00000174871	yes	no	no
ENSG00000116133	yes	no	no
ENSG00000121671	yes	no	no
ENSG00000156463	yes	no	no
ENSG00000130717	yes	no	no
ENSG00000010610	yes	no	no
ENSG00000116337	yes	no	no
ENSG00000123095	yes	no	no
ENSG00000186976	yes	no	no
ENSG00000109906	yes	no	no
ENSG00000152256	yes	no	no
ENSG00000213398	yes	no	no
ENSG00000176406	yes	no	no
ENSG00000206579	yes	no	no
ENSG00000048545	yes	no	no
ENSG00000168672	yes	no	no
ENSG00000105649	yes	no	no
ENSG00000144810	yes	no	no
ENSG00000175567	yes	no	no
ENSG00000145901	yes	no	no
ENSG00000140534	yes	no	no
ENSG00000104824	yes	no	no
ENSG00000135605	yes	no	no
ENSG00000146197	yes	no	no
ENSG00000196502	yes	no	no
ENSG00000248905	yes	no	no
ENSG00000105676	yes	no	no
ENSG00000002822	yes	no	no
ENSG00000105289	yes	no	no
ENSG00000108684	yes	no	no
ENSG00000111196	yes	no	no
ENSG00000134363	yes	no	no
ENSG00000136108	yes	no	no
ENSG00000139618	yes	no	no
ENSG00000149452	yes	no	no
ENSG00000156802	yes	no	no
ENSG00000053372	yes	no	no
ENSG00000164096	yes	no	no
ENSG00000138180	yes	no	no
ENSG00000152527	yes	no	no
ENSG00000213088	yes	no	no
ENSG00000276903	yes	no	no
ENSG00000116014	yes	no	no
ENSG00000046889	yes	no	no
ENSG00000064042	yes	no	no
ENSG00000179292	yes	no	no
ENSG00000163618	yes	no	no
ENSG00000152779	yes	no	no
ENSG00000178531	yes	no	no
ENSG00000133124	yes	no	no
ENSG00000173267	yes	no	no
ENSG00000114942	yes	no	no
ENSG00000137807	yes	no	no
ENSG00000260903	yes	no	no
ENSG00000162775	yes	no	no
ENSG00000164588	yes	no	no
ENSG00000007264	yes	no	no
ENSG00000113739	yes	no	no
ENSG00000013364	yes	no	no
ENSG00000068489	yes	no	no
ENSG00000072182	yes	no	no
ENSG00000077092	yes	no	no
ENSG00000152455	yes	no	no
ENSG00000107679	yes	no	no
ENSG00000135046	yes	no	no
ENSG00000156958	yes	no	no
ENSG00000163947	yes	no	no
ENSG00000065675	yes	no	no
ENSG00000100632	yes	no	no
ENSG00000048342	yes	no	no
ENSG00000112118	yes	no	no
ENSG00000165943	yes	no	no
ENSG00000103316	yes	no	no
ENSG00000000460	yes	no	no
ENSG00000099284	yes	no	no
ENSG00000153317	yes	no	no
ENSG00000168874	yes	no	no
ENSG00000164418	yes	no	no
ENSG00000073910	yes	no	no
ENSG00000171303	yes	no	no
ENSG00000085840	yes	no	no
ENSG00000129535	yes	no	no
ENSG00000133687	yes	no	no
ENSG00000152061	yes	no	no
ENSG00000196136	yes	no	no
ENSG00000165959	yes	no	no
ENSG00000246922	yes	no	no
ENSG00000083857	yes	no	no
ENSG00000074047	yes	no	no
ENSG00000120334	yes	no	no
ENSG00000129244	yes	no	no
ENSG00000198467	yes	no	no
ENSG00000118160	yes	no	no
ENSG00000104361	yes	no	no
ENSG00000179774	yes	no	no
ENSG00000276231	yes	no	no
ENSG00000167670	yes	no	no
ENSG00000196123	yes	no	no
ENSG00000144339	yes	no	no
ENSG00000095596	yes	no	no
ENSG00000125871	yes	no	no
ENSG00000008196	yes	no	no
ENSG00000136237	yes	no	no
ENSG00000171867	yes	no	no
ENSG00000171450	yes	no	no
ENSG00000102753	yes	no	no
ENSG00000156564	yes	no	no
ENSG00000026950	yes	no	no
ENSG00000107159	yes	no	no
ENSG00000183317	yes	no	no
ENSG00000002016	yes	no	no
ENSG00000071655	yes	no	no
ENSG00000198569	yes	no	no
ENSG00000261236	yes	no	no
ENSG00000283208	yes	no	no
ENSG00000168496	yes	no	no
ENSG00000061656	yes	no	no
ENSG00000106069	yes	no	no
ENSG00000111665	yes	no	no
ENSG00000116329	yes	no	no
ENSG00000163873	yes	no	no
ENSG00000165490	yes	no	no
ENSG00000273706	yes	no	no
ENSG00000070886	yes	no	no
ENSG00000148602	yes	no	no
ENSG00000170290	yes	no	no
ENSG00000177108	yes	no	no
ENSG00000184992	yes	no	no
ENSG00000113966	yes	no	no
ENSG00000071991	yes	no	no
ENSG00000090238	yes	no	no
ENSG00000171931	yes	no	no
ENSG00000101003	yes	no	no
ENSG00000137699	yes	no	no
ENSG00000138182	yes	no	no
ENSG00000170779	yes	no	no
ENSG00000088882	yes	no	no
ENSG00000140853	yes	no	no
ENSG00000151388	yes	no	no
ENSG00000167619	yes	no	no
ENSG00000167210	yes	no	no
ENSG00000076864	yes	no	no
ENSG00000116016	yes	no	no
ENSG00000163646	yes	no	no
ENSG00000147894	yes	no	no
ENSG00000159216	yes	no	no
ENSG00000172667	yes	no	no
ENSG00000154856	yes	no	no
ENSG00000153404	yes	no	no
ENSG00000163817	yes	no	no
ENSG00000151491	yes	no	no
ENSG00000103355	yes	no	no
ENSG00000113368	yes	no	no
ENSG00000151322	yes	no	no
ENSG00000196975	yes	no	no
ENSG00000214140	yes	no	no
ENSG00000106341	yes	no	no
ENSG00000164929	yes	no	no
ENSG00000171241	yes	no	no
ENSG00000134107	yes	no	no
ENSG00000075218	yes	no	no
ENSG00000165197	yes	no	no
ENSG00000204347	yes	no	no
ENSG00000153291	yes	no	no
ENSG00000167194	yes	no	no
ENSG00000169181	yes	no	no
ENSG00000184357	yes	no	no
ENSG00000169933	yes	no	no
ENSG00000109819	yes	no	no
ENSG00000164683	yes	no	no
ENSG00000144355	yes	no	no
ENSG00000166589	yes	no	no
ENSG00000174498	yes	no	no
ENSG00000134376	yes	no	no
ENSG00000111348	yes	no	no
ENSG00000114480	yes	no	no
ENSG00000160345	yes	no	no
ENSG00000124766	yes	no	no
ENSG00000101115	yes	no	no
ENSG00000131055	yes	no	no
ENSG00000171451	yes	no	no
ENSG00000187391	yes	no	no
ENSG00000109805	yes	no	no
ENSG00000140563	yes	no	no
ENSG00000142945	yes	no	no
ENSG00000170421	yes	no	no
ENSG00000178440	yes	no	no
ENSG00000182010	yes	no	no
ENSG00000112473	yes	no	no
ENSG00000167513	yes	no	no
ENSG00000168418	yes	no	no
ENSG00000010292	yes	no	no
ENSG00000100344	yes	no	no
ENSG00000152749	yes	no	no
ENSG00000163040	yes	no	no
ENSG00000185630	yes	no	no
ENSG00000101977	yes	no	no
ENSG00000165092	yes	no	no
ENSG00000169679	yes	no	no
ENSG00000062038	yes	no	no
ENSG00000091428	yes	no	no
ENSG00000160957	yes	no	no
ENSG00000168394	yes	no	no
ENSG00000156466	yes	no	no
ENSG00000266964	yes	no	no
ENSG00000008441	yes	no	no
ENSG00000117318	yes	no	no
ENSG00000151532	yes	no	no
ENSG00000162688	yes	no	no
ENSG00000097021	yes	no	no
ENSG00000104327	yes	no	no
ENSG00000080644	yes	no	no
ENSG00000105409	yes	no	no
ENSG00000117600	yes	no	no
ENSG00000205403	yes	no	no
ENSG00000140873	yes	no	no
ENSG00000144857	yes	no	no
ENSG00000156959	yes	no	no
ENSG00000069966	yes	no	no
ENSG00000101057	yes	no	no
ENSG00000131899	yes	no	no
ENSG00000167900	yes	no	no
ENSG00000110436	yes	no	no
ENSG00000198336	yes	no	no
ENSG00000165588	yes	no	no
ENSG00000182197	yes	no	no
ENSG00000021461	yes	no	no
ENSG00000120937	yes	no	no
ENSG00000139865	yes	no	no
ENSG00000107736	yes	no	no
ENSG00000153250	yes	no	no
ENSG00000154262	yes	no	no
ENSG00000137812	yes	no	no
ENSG00000173894	yes	no	no
ENSG00000102362	yes	no	no
ENSG00000285791	yes	no	no
ENSG00000009694	yes	no	no
ENSG00000165929	yes	no	no
ENSG00000059691	yes	no	no
ENSG00000073350	yes	no	no
ENSG00000082175	yes	no	no
ENSG00000165124	yes	no	no
ENSG00000166762	yes	no	no
ENSG00000125869	yes	no	no
ENSG00000104267	yes	no	no
ENSG00000101945	yes	no	no
ENSG00000121207	yes	no	no
ENSG00000127329	yes	no	no
ENSG00000130822	yes	no	no
ENSG00000152670	yes	no	no
ENSG00000118785	yes	no	no
ENSG00000237289	yes	no	no
ENSG00000214595	yes	no	no
ENSG00000278705	yes	no	no
ENSG00000080511	yes	no	no
ENSG00000139144	yes	no	no
ENSG00000183856	yes	no	no
ENSG00000092068	yes	no	no
ENSG00000160298	yes	no	no
ENSG00000132507	yes	no	no
ENSG00000239704	yes	no	no
ENSG00000174371	yes	no	no
ENSG00000136720	yes	no	no
ENSG00000135245	yes	no	no
ENSG00000166428	yes	no	no
ENSG00000135638	yes	no	no
ENSG00000176485	yes	no	no
ENSG00000170820	yes	no	no
ENSG00000214402	yes	no	no
ENSG00000115657	yes	no	no
ENSG00000138346	yes	no	no
ENSG00000131016	yes	no	no
ENSG00000154269	yes	no	no
ENSG00000186638	yes	no	no
ENSG00000196440	yes	no	no
ENSG00000143476	yes	no	no
ENSG00000135722	yes	no	no
ENSG00000144406	yes	no	no
ENSG00000166159	yes	no	no
ENSG00000112242	yes	no	no
ENSG00000084444	yes	no	no
ENSG00000136153	yes	no	no
ENSG00000121210	yes	no	no
ENSG00000155324	yes	no	no
ENSG00000077514	yes	no	no
ENSG00000120833	yes	no	no
ENSG00000182463	yes	no	no
ENSG00000170324	yes	no	no
ENSG00000182700	yes	no	no
ENSG00000146918	yes	no	no
ENSG00000156869	yes	no	no
ENSG00000181381	yes	no	no
ENSG00000185610	yes	no	no
ENSG00000183798	yes	no	no
ENSG00000086619	yes	no	no
ENSG00000117394	yes	no	no
ENSG00000066855	yes	no	no
ENSG00000160877	yes	no	no
ENSG00000184571	yes	no	no
ENSG00000115263	yes	no	no
ENSG00000166800	yes	no	no
ENSG00000135423	yes	no	no
ENSG00000135905	yes	no	no
ENSG00000152270	yes	no	no
ENSG00000119283	yes	no	no
ENSG00000169851	yes	no	no
ENSG00000170959	yes	no	no
ENSG00000203814	yes	no	no
ENSG00000131435	yes	no	no
ENSG00000145721	yes	no	no
ENSG00000196358	yes	no	no
ENSG00000184905	yes	no	no
ENSG00000204264	yes	no	no
ENSG00000175745	yes	no	no
ENSG00000147536	yes	no	no
ENSG00000196932	yes	no	no
ENSG00000117724	yes	no	no
ENSG00000161405	yes	no	no
ENSG00000239268	yes	no	no
ENSG00000148773	yes	no	no
ENSG00000197153	yes	no	no
ENSG00000140522	yes	no	no
ENSG00000065328	yes	no	no
ENSG00000149925	yes	no	no
ENSG00000178078	yes	no	no
ENSG00000227877	yes	no	no
ENSG00000152661	yes	no	no
ENSG00000169856	yes	no	no
ENSG00000136541	yes	no	no
ENSG00000112029	yes	no	no
ENSG00000137877	yes	no	no
ENSG00000095464	yes	no	no
ENSG00000139832	yes	no	no
ENSG00000198846	yes	no	no
ENSG00000179603	yes	no	no
ENSG00000072858	yes	no	no
ENSG00000106100	yes	no	no
ENSG00000159788	yes	no	no
ENSG00000165566	yes	no	no
ENSG00000188582	yes	no	no
ENSG00000145375	yes	no	no
ENSG00000171817	yes	no	no
ENSG00000112706	yes	no	no
ENSG00000182667	yes	no	no
ENSG00000100604	yes	no	no
ENSG00000121211	yes	no	no
ENSG00000149503	yes	no	no
ENSG00000147852	yes	no	no
ENSG00000173406	yes	no	no
ENSG00000196517	yes	no	no
ENSG00000093009	yes	no	no
ENSG00000134343	yes	no	no
ENSG00000287080	yes	no	no
ENSG00000113758	yes	no	no
ENSG00000110427	yes	no	no
ENSG00000205592	yes	no	no
ENSG00000214944	yes	no	no
ENSG00000151012	yes	no	no
ENSG00000137857	yes	no	no
ENSG00000180245	yes	no	no
ENSG00000277075	yes	no	no
ENSG00000149489	yes	no	no
ENSG00000132958	yes	no	no
ENSG00000166508	yes	no	no
ENSG00000073464	yes	no	no
ENSG00000065485	yes	no	no
ENSG00000091137	yes	no	no
ENSG00000187773	yes	no	no
ENSG00000094916	yes	no	no
ENSG00000147606	yes	no	no
ENSG00000069399	yes	no	no
ENSG00000123416	yes	no	no
ENSG00000023171	yes	no	no
ENSG00000142185	yes	no	no
ENSG00000181143	yes	no	no
ENSG00000120049	yes	no	no
ENSG00000168661	yes	no	no
ENSG00000183765	yes	no	no
ENSG00000135048	yes	no	yes
ENSG00000204869	yes	no	no
ENSG00000117598	yes	no	no
ENSG00000136379	yes	no	no
ENSG00000148604	yes	no	no
ENSG00000152253	yes	no	no
ENSG00000159259	yes	no	no
ENSG00000204033	yes	no	no
ENSG00000136104	yes	no	no
ENSG00000111669	yes	no	no
ENSG00000113810	yes	no	no
ENSG00000104147	yes	no	no
ENSG00000176222	yes	no	no
ENSG00000186654	yes	no	no
ENSG00000169344	yes	no	no
ENSG00000139318	yes	no	no
ENSG00000101447	yes	no	no
ENSG00000102312	yes	no	no
ENSG00000100583	yes	no	no
ENSG00000144395	yes	no	no
ENSG00000174939	yes	no	no
ENSG00000120162	yes	no	no
ENSG00000144868	yes	no	no
ENSG00000163362	yes	no	no
ENSG00000171476	yes	no	no
ENSG00000141526	yes	no	no
ENSG00000117525	yes	no	no
ENSG00000187416	yes	no	no
ENSG00000134871	yes	no	no
ENSG00000117480	yes	no	no
ENSG00000104889	yes	no	no
ENSG00000114805	yes	no	no
ENSG00000138759	yes	no	no
ENSG00000159212	yes	no	no
ENSG00000123243	yes	no	no
ENSG00000197776	yes	no	no
ENSG00000113448	yes	no	no
ENSG00000163092	yes	no	no
ENSG00000168993	yes	no	no
ENSG00000265972	yes	no	no
ENSG00000100162	yes	no	no
ENSG00000008311	yes	no	no
ENSG00000175643	yes	no	no
ENSG00000156076	yes	no	no
ENSG00000114346	yes	no	no
ENSG00000120156	yes	no	no
ENSG00000119547	yes	no	no
ENSG00000129250	yes	no	no
ENSG00000189060	yes	no	no
ENSG00000138496	yes	no	no
ENSG00000159055	yes	no	no
ENSG00000106648	yes	no	no
ENSG00000198826	yes	no	no
ENSG00000275342	yes	no	no
ENSG00000111885	yes	no	no
ENSG00000118473	yes	no	no
ENSG00000149403	yes	no	no
ENSG00000213760	yes	no	no
ENSG00000155367	yes	no	no
ENSG00000140263	yes	no	no
