gene_id	seqnames	start	end	width	strand	isoform_id	gene_name	ensembl_gene_name
ENSG00000079841	chr6	72099975	72099986	12	+	ENST00000517960.5	RIMS1	RIMS1
ENSG00000079841	chr6	72099975	72099986	12	+	ENST00000521978.6	RIMS1	RIMS1
ENSG00000079841	chr6	72099975	72099986	12	+	ENST00000697193.1	RIMS1	RIMS1
ENSG00000081665	chr19	19792461	19792484	24	-	ENST00000590766.5	ZNF506	ZNF506
ENSG00000082805	chr12	991597	991619	23	+	ENST00000589028.6	ERC1	ERC1
ENSG00000082805	chr12	1204501	1204512	12	+	ENST00000347735.10	ERC1	ERC1
ENSG00000082805	chr12	1204501	1204512	12	+	ENST00000440394.7	ERC1	ERC1
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000358082.7	TRPM3	TRPM3
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000396280.9	TRPM3	TRPM3
ENSG00000084093	chr4	56909016	56909039	24	+	ENST00000619101.5	REST	REST
ENSG00000084234	chr11	130068147	130068158	12	+	ENST00000650012.1	APLP2	APLP2
ENSG00000088387	chr13	98796206	98796213	8	-	ENST00000652315.1	DOCK9	DOCK9
ENSG00000088387	chr13	98796206	98796213	8	-	ENST00000703210.1	DOCK9	DOCK9
ENSG00000088387	chr13	98796206	98796213	8	-	ENST00000703211.1	DOCK9	DOCK9
ENSG00000088387	chr13	98809123	98809128	6	-	ENST00000652315.1	DOCK9	DOCK9
ENSG00000088387	chr13	98831774	98831786	13	-	ENST00000450257.2	DOCK9	DOCK9
ENSG00000089091	chr20	18466996	18467012	17	-	ENST00000699593.1	DZANK1	DZANK1
ENSG00000090238	chr16	30092778	30092799	22	-	ENST00000568674.1	YPEL3	YPEL3
ENSG00000091428	chr2	172922281	172922300	20	+	ENST00000397081.8	RAPGEF4	RAPGEF4
ENSG00000091428	chr2	172922281	172922300	20	+	ENST00000397087.7	RAPGEF4	RAPGEF4
ENSG00000091428	chr2	172922281	172922300	20	+	ENST00000540783.5	RAPGEF4	RAPGEF4
ENSG00000094975	chr1	172577539	172577559	21	+	ENST00000263688.4	SUCO	SUCO
ENSG00000094975	chr1	172577539	172577559	21	+	ENST00000616058.4	SUCO	SUCO
ENSG00000095787	chr10	28533597	28533620	24	+	ENST00000530865.5	WAC	WAC
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000369256.6	ABLIM1	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000392952.7	ABLIM1	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000392955.7	ABLIM1	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000533213.7	ABLIM1	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000651023.2	ABLIM1	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000707119.1	ABLIM1	ABLIM1
ENSG00000099204	chr10	114768061	114768061	1	-	ENST00000651092.1	ABLIM1	ABLIM1
ENSG00000100150	chr22	31753971	31753996	26	+	ENST00000382112.8	DEPDC5	DEPDC5
ENSG00000100150	chr22	31753974	31753996	23	+	ENST00000400248.7	DEPDC5	DEPDC5
ENSG00000100150	chr22	31753974	31753996	23	+	ENST00000647438.1	DEPDC5	DEPDC5
ENSG00000100150	chr22	31753977	31753996	20	+	ENST00000646515.1	DEPDC5	DEPDC5
ENSG00000100150	chr22	31765046	31765060	15	+	ENST00000642551.1	DEPDC5	DEPDC5
ENSG00000100629	chr14	80559279	80559302	24	-	ENST00000281129.7	CEP128	CEP128
ENSG00000100629	chr14	80559279	80559302	24	-	ENST00000554502.5	CEP128	CEP128
ENSG00000100629	chr14	80559279	80559302	24	-	ENST00000555265.6	CEP128	CEP128
ENSG00000101004	chr20	25486739	25486747	9	-	ENST00000336104.6	NINL	NINL
ENSG00000101198	chr20	63241728	63241752	25	-	ENST00000370317.3	NKAIN4	NKAIN4
ENSG00000101654	chr18	13726704	13726729	26	+	ENST00000592764.5	RNMT	RNMT
ENSG00000105357	chr19	50224154	50224177	24	+	ENST00000599920.5	MYH14	MYH14
ENSG00000106052	chr7	27827801	27827820	20	+	ENST00000488564.2	TAX1BP1	TAX1BP1
ENSG00000107331	chr9	137023838	137023840	3	-	ENST00000341511.11	ABCA2	ABCA2
ENSG00000107331	chr9	137023838	137023840	3	-	ENST00000614293.5	ABCA2	ABCA2
ENSG00000107554	chr10	99898743	99898760	18	-	ENST00000324109.9	DNMBP	DNMBP
ENSG00000107554	chr10	99898743	99898760	18	-	ENST00000543621.6	DNMBP	DNMBP
ENSG00000107554	chr10	99898743	99898760	18	-	ENST00000636706.1	DNMBP	DNMBP
ENSG00000107938	chr10	125735887	125735904	18	+	ENST00000368813.1	EDRF1	EDRF1
ENSG00000108370	chr17	65137592	65137597	6	+	ENST00000577186.1	RGS9	RGS9
ENSG00000109689	chr4	27007983	27008006	24	+	ENST00000465503.6	STIM2	STIM2
ENSG00000109689	chr4	27007983	27008006	24	+	ENST00000477474.3	STIM2	STIM2
ENSG00000110076	chr11	64677014	64677037	24	-	ENST00000377559.7	NRXN2	NRXN2
ENSG00000110076	chr11	64677014	64677037	24	-	ENST00000409571.6	NRXN2	NRXN2
ENSG00000110076	chr11	64677014	64677037	24	-	ENST00000688050.1	NRXN2	NRXN2
ENSG00000110076	chr11	64690405	64690426	22	-	ENST00000466324.2	NRXN2	NRXN2
ENSG00000110076	chr11	64697775	64697792	18	-	ENST00000377559.7	NRXN2	NRXN2
ENSG00000110076	chr11	64697775	64697792	18	-	ENST00000409571.6	NRXN2	NRXN2
ENSG00000110076	chr11	64697775	64697792	18	-	ENST00000688050.1	NRXN2	NRXN2
ENSG00000110514	chr11	47326544	47326552	9	+	ENST00000706886.1	MADD	MADD
ENSG00000110514	chr11	47326544	47326552	9	+	ENST00000706887.1	MADD	MADD
ENSG00000110514	chr11	47326544	47326552	9	+	ENST00000706888.1	MADD	MADD
ENSG00000110514	chr11	47326544	47326552	9	+	ENST00000706889.1	MADD	MADD
ENSG00000111752	chr12	8916061	8916069	9	+	ENST00000543824.5	PHC1	PHC1
ENSG00000111752	chr12	8922633	8922656	24	+	ENST00000540574.5	PHC1	PHC1
ENSG00000111817	chr6	116426574	116426589	16	+	ENST00000430252.6	DSE	DSE
ENSG00000111850	chr6	87330692	87330712	21	+	ENST00000392863.6	SMIM8	SMIM8
ENSG00000111907	chr6	125252022	125252036	15	+	ENST00000304877.17	TPD52L1	TPD52L1
ENSG00000112137	chr6	13184799	13184820	22	+	ENST00000406205.7	PHACTR1	PHACTR1
ENSG00000112280	chr6	70272065	70272088	24	-	ENST00000320755.12	COL9A1	COL9A1
ENSG00000112280	chr6	70272065	70272088	24	-	ENST00000357250.11	COL9A1	COL9A1
ENSG00000112280	chr6	70272065	70272088	24	-	ENST00000489611.5	COL9A1	COL9A1
ENSG00000112280	chr6	70272065	70272088	24	-	ENST00000644493.1	COL9A1	COL9A1
ENSG00000112280	chr6	70272065	70272088	24	-	ENST00000683758.1	COL9A1	COL9A1
ENSG00000112280	chr6	70272065	70272088	24	-	ENST00000683980.2	COL9A1	COL9A1
ENSG00000112280	chr6	70282898	70282918	21	-	ENST00000357250.11	COL9A1	COL9A1
ENSG00000113108	chr5	140561844	140561849	6	-	ENST00000354402.9	APBB3	APBB3
ENSG00000113108	chr5	140561844	140561849	6	-	ENST00000358580.9	APBB3	APBB3
ENSG00000115204	chr2	27323052	27323054	3	-	ENST00000402310.5	MPV17	MPV17
ENSG00000115504	chr2	62705712	62705736	25	+	ENST00000472809.5	EHBP1	EHBP1
ENSG00000117114	chr1	81942034	81942045	12	+	ENST00000686636.1	ADGRL2	ADGRL2
ENSG00000117114	chr1	81987869	81987886	18	+	ENST00000686636.1	ADGRL2	ADGRL2
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000371037.9	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000468286.6	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000681971.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000682150.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000682293.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000682476.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000682707.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000683291.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000684083.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000684664.1	SGIP1	SGIP1
ENSG00000118473	chr1	66660513	66660524	12	+	ENST00000371037.9	SGIP1	SGIP1
ENSG00000118473	chr1	66667530	66667541	12	+	ENST00000371037.9	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000371037.9	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000468286.6	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000681971.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000682293.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000682476.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000682707.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000683291.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000684083.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000684664.1	SGIP1	SGIP1
ENSG00000119787	chr2	38296686	38296700	15	-	ENST00000406122.5	ATL2	ATL2
ENSG00000119787	chr2	38296686	38296700	15	-	ENST00000629272.2	ATL2	ATL2
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000346049.10	PTK2B	PTK2B
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000397501.5	PTK2B	PTK2B
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000517339.5	PTK2B	PTK2B
ENSG00000122126	chrX	129584344	129584367	24	+	ENST00000371113.9	OCRL	OCRL
ENSG00000122783	chr7	135170652	135170675	24	-	ENST00000483029.2	CYREN	CYREN
ENSG00000124222	chr20	58652073	58652087	15	+	ENST00000483434.5	STX16	STX16
ENSG00000124222	chr20	58659623	58659634	12	+	ENST00000359617.8	STX16	STX16
ENSG00000124222	chr20	58659623	58659634	12	+	ENST00000371141.8	STX16	STX16
ENSG00000124783	chr6	7295088	7295102	15	-	ENST00000397511.6	SSR1	SSR1
ENSG00000124783	chr6	7295088	7295102	15	-	ENST00000474597.5	SSR1	SSR1
ENSG00000125445	chr17	75262673	75262688	16	+	ENST00000584678.1	MRPS7	MRPS7
ENSG00000128596	chr7	128806375	128806395	21	+	ENST00000464672.1	CCDC136	CCDC136
ENSG00000130396	chr6	167880360	167880372	13	+	ENST00000400825.8	AFDN	AFDN
ENSG00000130396	chr6	167913403	167913423	21	+	ENST00000351017.9	AFDN	AFDN
ENSG00000130396	chr6	167913403	167913423	21	+	ENST00000515794.3	AFDN	AFDN
ENSG00000130396	chr6	167913403	167913423	21	+	ENST00000683244.1	AFDN	AFDN
ENSG00000130779	chr12	122334085	122334110	26	-	ENST00000514271.2	CLIP1	CLIP1
ENSG00000133678	chr10	80079295	80079307	13	+	ENST00000476173.5	TMEM254	TMEM254
ENSG00000134369	chr1	201790554	201790577	24	+	ENST00000367295.5	NAV1	NAV1
ENSG00000134369	chr1	201790554	201790577	24	+	ENST00000367296.8	NAV1	NAV1
ENSG00000134369	chr1	201790554	201790577	24	+	ENST00000367302.5	NAV1	NAV1
ENSG00000134369	chr1	201790554	201790577	24	+	ENST00000685211.1	NAV1	NAV1
ENSG00000134369	chr1	201804489	201804497	9	+	ENST00000367296.8	NAV1	NAV1
ENSG00000134369	chr1	201804489	201804497	9	+	ENST00000685211.1	NAV1	NAV1
ENSG00000134452	chr10	5910938	5910954	17	+	ENST00000470089.5	FBH1	FBH1
ENSG00000134769	chr18	34825267	34825275	9	+	ENST00000315456.10	DTNA	DTNA
ENSG00000134769	chr18	34825267	34825275	9	+	ENST00000598774.6	DTNA	DTNA
ENSG00000134769	chr18	34825267	34825275	9	+	ENST00000683379.1	DTNA	DTNA
ENSG00000134769	chr18	34825267	34825275	9	+	ENST00000684359.1	DTNA	DTNA
ENSG00000134769	chr18	34866111	34866131	21	+	ENST00000399121.9	DTNA	DTNA
ENSG00000136153	chr13	75840085	75840110	26	+	ENST00000341547.8	LMO7	LMO7
ENSG00000136153	chr13	75840085	75840110	26	+	ENST00000357063.7	LMO7	LMO7
ENSG00000136153	chr13	75840085	75840110	26	+	ENST00000377499.9	LMO7	LMO7
ENSG00000136153	chr13	75840085	75840110	26	+	ENST00000465261.6	LMO7	LMO7
ENSG00000136153	chr13	75840085	75840110	26	+	ENST00000525914.5	LMO7	LMO7
ENSG00000136153	chr13	75840085	75840110	26	+	ENST00000526202.5	LMO7	LMO7
ENSG00000136153	chr13	75840085	75840110	26	+	ENST00000605961.2	LMO7	LMO7
ENSG00000136531	chr2	165307921	165307937	17	+	ENST00000486878.2	SCN2A	SCN2A
ENSG00000136628	chr1	220018126	220018146	21	-	ENST00000609181.5	EPRS1	EPRS1
ENSG00000136717	chr2	127053422	127053445	24	-	ENST00000316724.10	BIN1	BIN1
ENSG00000136717	chr2	127053422	127053445	24	-	ENST00000357970.7	BIN1	BIN1
ENSG00000136883	chr9	114092155	114092174	20	-	ENST00000643988.1	KIF12	KIF12
ENSG00000137449	chr4	15040464	15040487	24	+	ENST00000382395.8	CPEB2	CPEB2
ENSG00000137449	chr4	15040464	15040487	24	+	ENST00000442003.6	CPEB2	CPEB2
ENSG00000137449	chr4	15040464	15040487	24	+	ENST00000538197.7	CPEB2	CPEB2
ENSG00000138101	chr2	25419515	25419535	21	-	ENST00000404103.7	DTNB	DTNB
ENSG00000138101	chr2	25419515	25419535	21	-	ENST00000407661.7	DTNB	DTNB
ENSG00000138443	chr2	203382189	203382206	18	+	ENST00000261018.12	ABI2	ABI2
ENSG00000138443	chr2	203382189	203382206	18	+	ENST00000295851.10	ABI2	ABI2
ENSG00000138660	chr4	112257772	112257797	26	+	ENST00000274000.10	AP1AR	AP1AR
ENSG00000138660	chr4	112257772	112257797	26	+	ENST00000309703.10	AP1AR	AP1AR
ENSG00000138660	chr4	112257772	112257797	26	+	ENST00000510527.5	AP1AR	AP1AR
ENSG00000138688	chr4	122152565	122152584	20	+	ENST00000687476.1	BLTP1	BLTP1
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361418.10	KIF21A	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361418.10	KIF21A	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000541463.6	KIF21A	KIF21A
ENSG00000139219	chr12	47998415	47998431	17	-	ENST00000380518.8	COL2A1	COL2A1
ENSG00000139436	chr12	109967314	109967319	6	-	ENST00000457474.6	GIT2	GIT2
ENSG00000140575	chr15	90486030	90486051	22	+	ENST00000560218.1	IQGAP1	IQGAP1
ENSG00000140859	chr16	57771661	57771686	26	-	ENST00000566975.5	KIFC3	KIFC3
ENSG00000140859	chr16	57771671	57771686	16	-	ENST00000565684.5	KIFC3	KIFC3
ENSG00000140995	chr16	89948795	89948814	20	+	ENST00000418391.6	DEF8	DEF8
ENSG00000140995	chr16	89948803	89948814	12	+	ENST00000563795.1	DEF8	DEF8
ENSG00000142875	chr1	84173329	84173352	24	+	ENST00000370680.5	PRKACB	PRKACB
ENSG00000142875	chr1	84173329	84173352	24	+	ENST00000614872.4	PRKACB	PRKACB
ENSG00000142875	chr1	84175033	84175056	24	+	ENST00000370680.5	PRKACB	PRKACB
ENSG00000142875	chr1	84175033	84175056	24	+	ENST00000614872.4	PRKACB	PRKACB
ENSG00000142875	chr1	84175799	84175807	9	+	ENST00000370680.5	PRKACB	PRKACB
ENSG00000142875	chr1	84175799	84175807	9	+	ENST00000614872.4	PRKACB	PRKACB
ENSG00000143924	chr2	42264706	42264731	26	+	ENST00000318522.10	EML4	EML4
ENSG00000143924	chr2	42264706	42264731	26	+	ENST00000402711.6	EML4	EML4
ENSG00000144674	chr3	37337143	37337163	21	+	ENST00000361924.7	GOLGA4	GOLGA4
ENSG00000144674	chr3	37337143	37337163	21	+	ENST00000437131.2	GOLGA4	GOLGA4
ENSG00000145349	chr4	113513830	113513842	13	-	ENST00000513132.5	CAMK2D	CAMK2D
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672366.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672366.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000673298.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000673298.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000683310.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000683310.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000683595.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000683595.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672088.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672088.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672366.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672366.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672955.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672955.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000673298.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000673298.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000673453.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000673453.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000683972.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000683972.1	ANK2	ANK2
ENSG00000145725	chr5	103173947	103173972	26	+	ENST00000613907.4	PPIP5K2	PPIP5K2
ENSG00000145934	chr5	168211734	168211754	21	+	ENST00000518659.6	TENM2	TENM2
ENSG00000145934	chr5	168211734	168211754	21	+	ENST00000519204.5	TENM2	TENM2
ENSG00000145934	chr5	168211734	168211754	21	+	ENST00000695886.1	TENM2	TENM2
ENSG00000145934	chr5	168211734	168211754	21	+	ENST00000695961.1	TENM2	TENM2
ENSG00000145934	chr5	168211734	168211754	21	+	ENST00000695962.1	TENM2	TENM2
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000378154.3	CASK	CASK
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000378163.7	CASK	CASK
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000378168.8	CASK	CASK
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000645566.1	CASK	CASK
ENSG00000147044	chrX	41622617	41622634	18	-	ENST00000675354.1	CASK	CASK
ENSG00000147251	chrX	118685520	118685537	18	+	ENST00000632573.1	DOCK11	DOCK11
