"gene","gene_name","logFC","logCPM","F","PValue","FDR","median_tx_length","median_gc_pct","n_transcripts","max_tx_length"
"ENSG00000177679","SRRM3",3.46674999794787,4.48082199790972,315.259689627019,2.50567427106567e-10,3.14915734464365e-08,2150,65.44,5,3617
"ENSG00000163093","BBS5",3.04307887158143,4.51901749026539,314.003634436529,2.56551504298717e-10,3.19680716339401e-08,1649,46.86,6,3159
"ENSG00000185262","UBALD2",5.18623188090284,2.49973865569852,330.017411336565,2.61173090197746e-10,3.22681566270588e-08,660,67.83,3,1446
"ENSG00000248483","POU5F2",5.38767781106172,4.50306978376588,309.807166061393,2.8527059730529e-10,3.49492440177632e-08,8381,39.57,1,8381
"ENSG00000272333","KMT2B",3.89476298866141,3.88012090595893,308.251277371713,2.89618757177408e-10,3.5186265507412e-08,1339,62.17,29,8485
"ENSG00000114999","TTL",2.71983603174797,4.95254613110895,305.982264908044,3.00059371551911e-10,3.61534345277299e-08,2621,45.97,4,14267
"ENSG00000184220","CMSS1",2.74772578916707,5.80886986781516,304.165826858929,3.10936464197423e-10,3.71569074715921e-08,753,42.63,9,4302
"ENSG00000183684","ALYREF",4.96241506769656,3.86875265852047,305.648667194021,3.13550284516766e-10,3.71646308778043e-08,487,58.19,4,1097
"ENSG00000129757","CDKN1C",3.72164395360448,4.44285938662109,300.267142802435,3.3766199029332e-10,3.92000792792417e-08,1193,62.94,7,1936
"ENSG00000112038","OPRM1",4.96411867079161,2.77214394775867,310.778227019873,3.37668247251626e-10,3.92000792792417e-08,1468,47.76,23,15143
"ENSG00000166164","BRD7",2.81304177863201,5.48198718978053,299.459679800952,3.41971360821896e-10,3.92000792792417e-08,2145,43.64,9,5475
"ENSG00000176208","ATAD5",3.3190492978623,3.77586392527598,299.62629734685,3.43069372820704e-10,3.92000792792417e-08,4051,37.47,3,6873
"ENSG00000112739","PRPF4B",2.06289794761989,5.98420700442129,298.81782202835,3.46231489491658e-10,3.92000792792417e-08,1727,37.64,9,7517
"ENSG00000133275","CSNK1G2",3.35474438341061,4.16470558569222,298.862627873053,3.47477233767625e-10,3.92000792792417e-08,756,65.33,11,2895
"ENSG00000248333","CDK11B",2.39408619330364,4.86721287417151,298.129995276472,3.51498952989282e-10,3.92000792792417e-08,2490,56.78,9,2992
"ENSG00000116251","RPL22",3.05881456999418,7.81806299989835,297.772705574139,3.53691559493867e-10,3.92000792792417e-08,786,47.87,7,2279
"ENSG00000204923","FBXO48",3.55620429610827,4.07642700719516,297.901067623778,3.54922180181076e-10,3.92000792792417e-08,5699,39.01,1,5699
"ENSG00000158417","EIF5B",2.48183726020966,6.44046355606426,296.507720714838,3.62996250645824e-10,3.97903935200412e-08,2331,41.01,5,5741
"ENSG00000170266","GLB1",-2.5737955903531,7.83178252082944,295.169118376194,3.73163408807275e-10,4.05996219179198e-08,570,51.66,19,2523
"ENSG00000126790","L3HYPDH",3.31419276621177,5.14578184848276,293.481513979984,3.86983536398838e-10,4.17913553863604e-08,700,42.21,9,1516
"ENSG00000164983","TMEM65",4.58424564925326,3.56114981219967,294.696533285827,3.91132704549506e-10,4.19288507325533e-08,2052,37.45,7,9038
"ENSG00000125503","PPP1R12C",4.53968554249744,3.22514559035178,294.873367256442,3.98636096347864e-10,4.24212821069746e-08,1262,65.64,9,4141
"ENSG00000171262","FAM98B",3.10168830042224,3.71028071519199,291.531223626268,4.05057787692933e-10,4.27923006288063e-08,1855.5,36.67,4,4388
"ENSG00000167971","CASKIN1",4.78856917673775,2.82547390370888,296.806237693705,4.23177707740578e-10,4.43849482097114e-08,435,68.39,3,5839
"ENSG00000089009","RPL6",3.03204408680059,8.76200159632755,287.624059411733,4.36860195851962e-10,4.53233857773121e-08,781,47.49,13,2008
"ENSG00000108100","CCNY",2.85217936696378,5.01630065141724,287.528606341491,4.38342643158036e-10,4.53233857773121e-08,812.5,46.71,10,5068
"ENSG00000108107","RPL28",2.95212876482082,7.23141754249449,285.260946372373,4.59358111579717e-10,4.71618444276105e-08,671,56.95,11,5620
"ENSG00000167524","RSKR",3.35359199290532,4.05965047435536,285.137848530918,4.62911871394974e-10,4.71943508606106e-08,829,54.5,13,3772
"ENSG00000285292","ABCF2-H2BK1",-4.57596732373503,4.76126115591147,285.895882643111,4.70448368904153e-10,4.73821067613646e-08,2185,52.27,1,2185
"ENSG00000134046","MBD2",3.51361718201777,3.58641576002721,284.575606766243,4.71253548281629e-10,4.73821067613646e-08,1182,45.12,5,5064
"ENSG00000008128","CDK11A",3.12847121296834,3.89236597225392,283.616668138411,4.78303728823423e-10,4.77615757706622e-08,931,58.33,23,2984
"ENSG00000130396","AFDN",3.38781935335704,5.76869870533478,282.230195304277,4.90553835748391e-10,4.86515943631006e-08,4686,48.65,23,8000
"ENSG00000163584","RPL22L1",3.18808015247814,3.91966389574999,281.917987677327,4.96120325155662e-10,4.88712041921918e-08,584,39.21,6,1902
"ENSG00000242220","TCP10L",5.61388742908369,3.66116533002408,284.911247177119,5.30020308317208e-10,5.18601749997086e-08,1374,50,15,3805
"ENSG00000135097","MSI1",4.05526862398893,5.80762313920207,276.498568666109,5.56068979638949e-10,5.39622373096493e-08,698,59.03,3,2959
"ENSG00000139266","MARCHF9",3.15417190584912,4.03560211488873,276.403365830918,5.58906497959877e-10,5.39622373096493e-08,1668,58.8,3,2981
"ENSG00000157540","DYRK1A",2.24836774256451,5.05977550943131,275.361487959139,5.69810700283987e-10,5.46530934173701e-08,1764,44.2,23,17562
"ENSG00000105698","USF2",2.77829137636098,5.15705555614938,274.248415358196,5.84142055150749e-10,5.56614838042011e-08,1010.5,61.4,16,2742
"ENSG00000142409","ZNF787",5.68305966557635,3.13152297617416,283.219615970262,6.33092855865754e-10,5.93688221446657e-08,1657,63.73,3,1940
"ENSG00000146063","TRIM41",3.29104528210738,3.24917743593959,271.172463411769,6.33540460276998e-10,5.93688221446657e-08,2696,60.52,9,7015
"ENSG00000006071","ABCC8",3.13896207668043,4.91662829244862,270.510601480242,6.35265536358313e-10,5.93688221446657e-08,4760.5,57.99,100,6565
"ENSG00000171634","BPTF",2.55996427010873,6.80719701934437,269.596472620896,6.47473332131959e-10,6.00005709962926e-08,1766.5,43.87,18,11789
"ENSG00000104866","PPP1R37",3.78961880239482,3.49006089441505,270.115635841907,6.50256548282751e-10,6.00005709962926e-08,555,63.13,9,5943
"ENSG00000184545","DUSP8",4.36053198833555,3.90286103454776,269.222254738787,6.63947161505047e-10,6.0878526211208e-08,4455,64.56,3,4824
"ENSG00000198648","STK39",3.63978690973887,3.92505285875529,267.826361206123,6.79071907112445e-10,6.18761833362021e-08,2630.5,39.99,4,3272
"ENSG00000106976","DNM1",2.50987873537567,4.85456535093384,266.511387515378,6.95174024301658e-10,6.29499509335024e-08,871,58.7,31,4734
"ENSG00000099875","MKNK2",3.34416070072451,4.90829211576569,264.972800351293,7.20554655395359e-10,6.43585947843206e-08,1005,62.55,12,4093
"ENSG00000091592","NLRP1",4.79442264275563,3.91283986110935,266.069408411763,7.2084561813649e-10,6.43585947843206e-08,4140,55.01,70,7742
"ENSG00000284526","ENSG00000284526",3.50238804127978,3.0778142962426,265.593090348966,7.23973492326537e-10,6.43585947843206e-08,3017,54.89,2,4781
"ENSG00000177917","ARL6IP6",1.85477689694866,5.82131797533757,263.795590398779,7.38844154906754e-10,6.52824783902156e-08,1448,38.13,23,10036
"ENSG00000241343","RPL36A",3.52375007326801,7.89660148081497,263.348747776132,7.46452625330671e-10,6.55574266547943e-08,700.5,43.95,10,2240
"ENSG00000233232","NPIPB7",4.95667934594664,2.72744665494237,272.106584456989,7.56743484576621e-10,6.57153535232571e-08,1320,49.33,3,3238
"ENSG00000182774","RPS17",2.84894211739134,8.43351163668967,262.724584253051,7.57265888737718e-10,6.57153535232571e-08,583,48.98,9,1909
"ENSG00000241322","FBXW10B",5.37801982941293,3.44244956161301,267.794734036841,7.70162887240959e-10,6.64390812608635e-08,851,48.82,8,7540
"ENSG00000250479","CHCHD10",5.26060081955464,4.01096001649752,262.527359608644,7.95257146791767e-10,6.82003173122186e-08,494,67,5,700
"ENSG00000085224","ATRX",2.15884496467466,7.91455485834075,260.148065933155,8.03890575163575e-10,6.8537547925788e-08,725,38.28,25,11165
"ENSG00000071626","DAZAP1",4.09241447940408,3.94002800609002,259.973558089667,8.16645195866727e-10,6.92201762240757e-08,2157,57.28,11,3943
"ENSG00000186329","TMEM212",3.91287415091176,4.59578093426481,259.110410257963,8.27040480923675e-10,6.94154389507169e-08,723,46.5,5,1881
"ENSG00000196584","XRCC2",3.67303043563441,3.47168284552348,259.46988637801,8.28471525991134e-10,6.94154389507169e-08,3810.5,39.92,4,4771
"ENSG00000115419","GLS",2.89023220112505,4.48671368364912,257.425895982565,8.58803744674938e-10,7.11870021747721e-08,818.5,38.14,16,4840
"ENSG00000205085","GARIN1A",3.74709396081619,2.77255926148821,259.118785302169,8.59380779392269e-10,7.11870021747721e-08,1368,51.86,12,5749
"ENSG00000064012","CASP8",2.95987941456467,3.53933782307402,256.800948235996,8.75526745460048e-10,7.21147142489381e-08,1723,42.73,25,2930
"ENSG00000127530","OR7C1",4.16675993928733,2.48074903953911,260.320102483929,8.99762446902896e-10,7.36142331495345e-08,3090,43.96,6,11778
"ENSG00000142224","IL19",3.80546466187032,1.8986549098919,262.701627028374,9.08603660531736e-10,7.36142331495345e-08,1226.5,47.43,6,3541
"ENSG00000224578","HNRNPA1L3",4.54118107054042,2.64783981309595,261.086020877748,9.08880030654792e-10,7.36142331495345e-08,1623.5,44.74,2,1924
"ENSG00000258643","BCL2L2-PABPN1",3.92911832645859,3.82965701296321,254.708109173674,9.2408227194246e-10,7.41831356852815e-08,1366,55.68,3,2145
"ENSG00000285269","ENSG00000285269",6.07897408584011,4.07561411235252,259.847179137208,9.26080711620909e-10,7.41831356852815e-08,2599,49.06,3,3333
"ENSG00000171450","CDK5R2",6.60762410719298,3.66196149119446,266.191798498536,9.45463477801606e-10,7.5321923731528e-08,2490,66.31,1,2490
"ENSG00000288534","ENSG00000288534",-3.93328149757518,5.68995453088479,252.801973864413,9.59819275053833e-10,7.60500283207056e-08,5356.5,48.87,4,5920
"ENSG00000276966","H4C5",5.34008697610129,2.44588927709515,264.340259257774,9.83688700435492e-10,7.75199868305354e-08,412,55.34,1,412
"ENSG00000188706","ZDHHC9",-2.42405673230304,6.46376743975901,249.876295344357,1.02620355129376e-09,8.00750079568038e-08,737,49.57,5,4571
"ENSG00000162736","NCSTN",-2.26344743443808,8.00363466714153,249.655059065675,1.03151921123189e-09,8.00750079568038e-08,2772,50.38,45,4936
"ENSG00000124593","ENSG00000124593",2.71635380283915,4.55454701396249,249.619754824945,1.03417971837667e-09,8.00750079568038e-08,3043,58.6,3,3947
"ENSG00000177600","RPLP2",3.03843843749133,8.5202070409816,249.370508877518,1.03865701687544e-09,8.00750079568038e-08,475.5,55.05,8,646
