"gene","gene_name","logFC","logCPM","F","PValue","FDR","median_tx_length","median_gc_pct","n_transcripts","max_tx_length"
"ENSG00000251322","SHANK3",3.68988453951672,3.23501182045298,246.291195749546,1.55224838209505e-08,1.62174134812423e-06,3600.5,67.2,12,8004
"ENSG00000198648","STK39",2.48580848232415,4.28221378131775,244.268650832046,1.59559516250017e-08,1.65253627146584e-06,2630.5,39.99,4,3272
"ENSG00000122417","ODF2L",2.26038287601316,5.78155475769737,243.895770837768,1.60605792838676e-08,1.65253627146584e-06,1793,36.25,32,7560
"ENSG00000164985","PSIP1",3.04940098462728,7.22802177705434,241.774343611431,1.67732046420848e-08,1.69779039759447e-06,1664,43.44,11,3364
"ENSG00000196449","YRDC",3.42329278612103,2.39860038134825,243.38623695595,1.68608071084053e-08,1.69779039759447e-06,1848,52.98,1,1848
"ENSG00000167962","ZNF598",3.17176200839707,2.97389739267659,242.073916790998,1.68754015369793e-08,1.69779039759447e-06,2147,65.56,9,4457
"ENSG00000162736","NCSTN",-2.10644790840375,7.6421195841804,240.579774088993,1.71912522577202e-08,1.71684991297321e-06,2772,50.38,45,4936
"ENSG00000125520","SLC2A4RG",3.8256902264327,3.26866255357826,240.451507948624,1.75146704608606e-08,1.73638141751393e-06,630.5,67.58,8,2361
"ENSG00000135747","ZNF670-ZNF695",4.82835961804552,2.36992874197848,248.419262107218,1.77522876915725e-08,1.74718530019521e-06,1896.5,48.3,2,2751
"ENSG00000198712","MT-CO2",3.28763141645457,10.6695853678135,238.626361705294,1.79020068908355e-08,1.74800635246913e-06,684,46.2,1,684
"ENSG00000285589","ENSG00000285589",2.67659814872365,5.19868876735284,238.344470623207,1.80180304333439e-08,1.74800635246913e-06,5025,55.74,1,5025
"ENSG00000125817","CENPB",3.47877249727403,3.55638576817689,237.911808557853,1.83016307847503e-08,1.76292730013105e-06,2890,66.51,1,2890
"ENSG00000106686","SPATA6L",5.16384600832717,3.1094942517491,241.584128443963,1.8828914243963e-08,1.80094586803877e-06,1465,45.91,16,4073
"ENSG00000090266","NDUFB2",1.62869354259208,7.11069395823845,235.749121924224,1.90140652425516e-08,1.80292328985118e-06,539,49.86,15,1666
"ENSG00000228253","MT-ATP8",6.27086467832551,9.60393302858254,235.498209109325,1.91150753746554e-08,1.80292328985118e-06,207,39.61,1,207
"ENSG00000168298","H1-4",6.01208005598365,7.53854616745515,234.856886634698,1.93880137849775e-08,1.81605519467286e-06,787,60.48,1,787
"ENSG00000178573","MAF",4.08720852484497,4.73185302971002,234.160428175985,1.97184119545631e-08,1.81739792436121e-06,2669,61.18,3,6384
"ENSG00000176973","FAM89B",3.51527624074627,4.24457328039128,234.103496397065,1.97456655253259e-08,1.81739792436121e-06,1337,67.31,3,1409
"ENSG00000108100","CCNY",1.97698448611823,4.78780237709323,233.852620914501,1.98037765281592e-08,1.81739792436121e-06,812.5,46.71,10,5068
"ENSG00000274290","H2BC6",4.04419583375673,2.99748612315167,233.585712369869,2.05312076537863e-08,1.87150914331359e-06,1527.5,52.2,2,2585
"ENSG00000159086","PAXBP1",2.43116951740456,5.10344336110128,230.875747093777,2.11037904547525e-08,1.89991181926034e-06,2277,42.64,9,3892
"ENSG00000174871","CNIH2",4.32424168485042,3.44205818210372,231.646369606891,2.12115610119862e-08,1.89991181926034e-06,897.5,64.64,6,1524
"ENSG00000184887","BTBD6",3.66358065010959,2.24602303256488,233.309661437023,2.13097520054986e-08,1.89991181926034e-06,2093,61.98,4,2217
"ENSG00000010256","UQCRC1",-2.04545571438342,9.25935119599912,230.196517382846,2.14023345859838e-08,1.89991181926034e-06,854.5,58.37,10,1595
"ENSG00000165724","ZMYND19",3.35020096748983,3.27549981844346,228.46049765032,2.24285939086741e-08,1.97808547056891e-06,1327,58.91,2,1395
"ENSG00000139287","TPH2",5.92519014245029,3.29953290225778,235.7633771556,2.32461679431119e-08,2.03696421292481e-06,946,42.13,6,2992
"ENSG00000070476","ZXDC",2.47778184227107,3.15398291754543,225.56456425603,2.37926481653369e-08,2.06041598156044e-06,3006,56.72,4,4639
"ENSG00000249437","NAIP",2.90395575897881,4.280377247653,225.359312093877,2.38172072673384e-08,2.06041598156044e-06,4348,42.54,10,7093
"ENSG00000162889","MAPKAPK2",2.57842933221995,3.99288758418278,222.763685738869,2.52314960061884e-08,2.16895049845602e-06,1460,58.88,4,3091
"ENSG00000135999","EPC2",2.41178706126913,4.02151436102857,222.290761049457,2.54911766609087e-08,2.17618292887179e-06,756,39.73,6,3883
"ENSG00000180096","SEPTIN1",2.99422716835605,2.07473489544244,223.712302738573,2.56360822131856e-08,2.17618292887179e-06,1080,59.31,11,2738
"ENSG00000158406","H4C8",3.4089947139655,2.39841089344424,222.204805373593,2.6445285469436e-08,2.23093085245888e-06,1034,44.1,3,2163
"ENSG00000169093","ASMTL",-2.46887136181155,6.36266723449215,219.780266545295,2.692964441347e-08,2.25776808903549e-06,1454.5,61.41,6,2065
"ENSG00000168724","DNAJC21",2.83469682198372,5.15156766500003,218.053848392777,2.80136727330611e-08,2.33424357705789e-06,2788,40.35,15,6208
"ENSG00000184897","H1-10",2.94898780249637,6.83114010785999,217.206284437123,2.85426334960251e-08,2.36381736672569e-06,1516,68.6,2,1516
"ENSG00000117411","B4GALT2",2.53567780399469,4.30136852938551,216.775548193806,2.88542667229484e-08,2.37514333715809e-06,2098.5,62.28,8,3443
"ENSG00000168556","ING2",2.82050492215989,3.58036028134935,215.763148499551,2.96056504692277e-08,2.42231291971717e-06,1528.5,46.01,2,2458
"ENSG00000149657","LSM14B",4.54328006060527,3.55623648957375,216.184218010946,2.99254500731899e-08,2.43361800095054e-06,1079,60.7,5,2576
"ENSG00000151338","MIPOL1",2.29460738346397,5.11091982322394,214.693135638262,3.02510710200875e-08,2.43361800095054e-06,2191.5,38.02,30,7434
"ENSG00000174672","BRSK2",2.41201495994694,3.97033117610391,214.693289819784,3.0281360783437e-08,2.43361800095054e-06,2091,63.24,15,4528
"ENSG00000071054","MAP4K4",1.60784437922102,6.64505652295698,213.602631659682,3.10060888635965e-08,2.47720411144334e-06,3796,48.53,18,7970
"ENSG00000205045","SLFN12L",4.52160924770369,3.01020179963231,214.572986451321,3.19951489240694e-08,2.54127551278778e-06,6681.5,40.77,4,13219
"ENSG00000168005","SPINDOC",3.94246648337271,3.62983121424512,211.872196506783,3.26080145613113e-08,2.57489566146354e-06,729,54.46,3,1954
"ENSG00000160584","SIK3",1.96308148567265,4.60999330814106,210.942243114267,3.30079879416712e-08,2.59141324984843e-06,3054,50.52,13,6364
"ENSG00000106443","PHF14",1.92128175921261,5.86387609135711,210.319976802017,3.34746141741724e-08,2.61212884356641e-06,1024.5,38.62,16,9869
"ENSG00000130985","UBA1",-2.14118958295189,10.0412479412116,209.862401260498,3.38362784138471e-08,2.61212884356641e-06,1148,56.94,9,3572
"ENSG00000196268","ZNF493",3.11106690943196,4.50536194962718,209.690854627715,3.40164539741395e-08,2.61212884356641e-06,1665,41.84,9,5023
"ENSG00000197728","RPS26",2.62945321295166,8.24835169702781,209.399135715833,3.42079507435178e-08,2.61212884356641e-06,1172,47.49,4,1272
"ENSG00000197183","NOL4L",-2.69044159656683,8.22080574335041,209.36766253791,3.42334659221633e-08,2.61212884356641e-06,928,56.32,10,7023
"ENSG00000006125","AP2B1",-2.37272020072348,8.30265858489155,208.170142021272,3.52177537321635e-08,2.67222084463824e-06,1187,46.54,22,5702
"ENSG00000049618","ARID1B",1.80785162161691,6.4208699363116,207.524159184402,3.57629914175205e-08,2.68614066565638e-06,3028,51.24,37,10813
"ENSG00000146872","TLK2",1.95029473017465,4.97481410501049,207.50668548989,3.57967501460614e-08,2.68614066565638e-06,3572,44.11,32,6560
"ENSG00000099875","MKNK2",2.27063318335907,4.46437804848706,206.673258528436,3.65236871346823e-08,2.72338862592797e-06,1005,62.55,12,4093
"ENSG00000115239","ASB3",1.60841125180589,6.77878169267976,206.4470383355,3.66941627554719e-08,2.72338862592797e-06,750,44.2,16,2648
"ENSG00000127948","POR",-2.48666190559121,7.18305224836635,205.828919574022,3.72444416426657e-08,2.74920655647112e-06,896,60.47,28,3022
"ENSG00000165417","GTF2A1",2.50877849466192,5.73327537214595,205.37963373819,3.76513566021302e-08,2.76422013713585e-06,1438,45.44,4,6343
"ENSG00000176915","ANKLE2",2.11049990758015,4.73506747289556,203.803238790648,3.91277967100786e-08,2.85717061782951e-06,1641,51.13,12,10890
"ENSG00000132005","RFX1",2.86129865049718,2.9380439718692,203.355217963772,3.98868648489192e-08,2.87461619364544e-06,848,65.69,7,4375
"ENSG00000102974","CTCF",1.62920640222918,5.70386866055399,202.863063229022,4.00091294884481e-08,2.87461619364544e-06,3706,45.84,17,4802
"ENSG00000163584","RPL22L1",2.56670344139412,5.4256792484708,202.864890231361,4.00203939105645e-08,2.87461619364544e-06,584,39.21,6,1902
