seqnames	start	end	width	strand	isoform_id	gene_id	gene_name
chr1	44704089	44704111	23	+	ENST00000455805	ARMH1	ARMH1
chr1	44724320	44724343	24	+	ENST00000444751	ARMH1	ARMH1
chr1	44753132	44753153	22	+	ENST00000480574	KIF2C	KIF2C
chr1	44803600	44803621	22	+	ENST00000476731	PLK3	PLK3
chr1	45602255	45602278	24	+	ENST00000530840	NASP	NASP
chr1	45614096	45614117	22	+	ENST00000525515	NASP	NASP
chr1	45616701	45616703	3	+	ENST00000531612	NASP	NASP
chr1	46248399	46248408	10	+	ENST00000469835	RAD54L	RAD54L
chr1	46250000	46250008	9	+	ENST00000668390	RAD54L	RAD54L
chr1	46260542	46260568	27	+	ENST00000657122	RAD54L	RAD54L
chr1	53946085	53946110	26	+	ENST00000371368	LRRC42	LRRC42
chr1	63402254	63402273	20	+	ENST00000650469	ALG6	ALG6
chr1	63411146	63411155	10	+	ENST00000650494	ALG6	ALG6
chr1	81942034	81942045	12	+	ENST00000370721	ADGRL2	ADGRL2
chr1	81942034	81942045	12	+	ENST00000686636	ADGRL2	ADGRL2
chr1	81981124	81981150	27	+	ENST00000449420	ADGRL2	ADGRL2
chr1	81981124	81981150	27	+	ENST00000674307	ADGRL2	ADGRL2
chr1	81981124	81981150	27	+	ENST00000674489	ADGRL2	ADGRL2
chr1	81987869	81987886	18	+	ENST00000402328	ADGRL2	ADGRL2
chr1	81987869	81987886	18	+	ENST00000686636	ADGRL2	ADGRL2
chr1	84173329	84173352	24	+	ENST00000370680	PRKACB	PRKACB
chr1	84173329	84173352	24	+	ENST00000394839	PRKACB	PRKACB
chr1	84173329	84173352	24	+	ENST00000436133	PRKACB	PRKACB
chr1	84173329	84173352	24	+	ENST00000446538	PRKACB	PRKACB
chr1	84173329	84173352	24	+	ENST00000450730	PRKACB	PRKACB
chr1	84173329	84173352	24	+	ENST00000614872	PRKACB	PRKACB
chr1	84175033	84175056	24	+	ENST00000370680	PRKACB	PRKACB
chr1	84175033	84175056	24	+	ENST00000394839	PRKACB	PRKACB
chr1	84175033	84175056	24	+	ENST00000436133	PRKACB	PRKACB
chr1	84175033	84175056	24	+	ENST00000446538	PRKACB	PRKACB
chr1	84175033	84175056	24	+	ENST00000450730	PRKACB	PRKACB
chr1	84175033	84175056	24	+	ENST00000614872	PRKACB	PRKACB
chr1	84175799	84175807	9	+	ENST00000370680	PRKACB	PRKACB
chr1	84175799	84175807	9	+	ENST00000446538	PRKACB	PRKACB
chr1	84175799	84175807	9	+	ENST00000614872	PRKACB	PRKACB
chr1	84184037	84184046	10	+	ENST00000467507	PRKACB	PRKACB
chr1	86730088	86730111	24	+	ENST00000482504	SH3GLB1	SH3GLB1
chr1	92107979	92108001	23	+	ENST00000642070	BTBD8	BTBD8
chr1	112674706	112674729	24	+	ENST00000496577	MOV10	MOV10
chr1	112674709	112674729	21	+	ENST00000475429	MOV10	MOV10
chr1	112674720	112674729	10	+	ENST00000468624	MOV10	MOV10
chr1	112689415	112689441	27	+	ENST00000475429	MOV10	MOV10
chr1	112689840	112689866	27	+	ENST00000686923	MOV10	MOV10
chr1	121556672	121556696	25	+	ENST00000701383	EMBP1	EMBP1
chr1	121568776	121568791	16	+	ENST00000458200	EMBP1	EMBP1
chr1	150260151	150260171	21	+	ENST00000369111	CA14	CA14
chr1	150260151	150260171	21	+	ENST00000483993	CA14	CA14
chr1	150260151	150260171	21	+	ENST00000647854	CA14	CA14
chr1	150263659	150263679	21	+	ENST00000369111	CA14	CA14
chr1	150263659	150263679	21	+	ENST00000607652	CA14	CA14
chr1	150263659	150263679	21	+	ENST00000647854	CA14	CA14
chr1	150263662	150263679	18	+	ENST00000607082	CA14	CA14
chr1	156233628	156233652	25	+	ENST00000466489	PMF1	PMF1
chr1	156837209	156837225	17	+	ENST00000530298	NTRK1	NTRK1
chr1	156874383	156874400	18	+	ENST00000524377	NTRK1	NTRK1
chr1	156879349	156879362	14	+	ENST00000531606	NTRK1	NTRK1
chr1	181750476	181750487	12	+	ENST00000360108	CACNA1E	CACNA1E
chr1	181750476	181750487	12	+	ENST00000367570	CACNA1E	CACNA1E
chr1	181750476	181750487	12	+	ENST00000367573	CACNA1E	CACNA1E
chr1	181750476	181750487	12	+	ENST00000621791	CACNA1E	CACNA1E
chr1	181750476	181750487	12	+	ENST00000700188	CACNA1E	CACNA1E
chr1	197435600	197435612	13	+	ENST00000538660	CRB1	CRB1
chr1	201790554	201790577	24	+	ENST00000367295	NAV1	NAV1
chr1	201790554	201790577	24	+	ENST00000367296	NAV1	NAV1
chr1	201790554	201790577	24	+	ENST00000367302	NAV1	NAV1
chr1	201790554	201790577	24	+	ENST00000685211	NAV1	NAV1
chr1	201804489	201804497	9	+	ENST00000367296	NAV1	NAV1
chr1	201804489	201804497	9	+	ENST00000685211	NAV1	NAV1
chr1	205061404	205061420	17	+	ENST00000638980	CNTN2	CNTN2
chr1	205064623	205064641	19	+	ENST00000639503	CNTN2	CNTN2
chr1	206421250	206421274	25	+	ENST00000573034	SRGAP2	SRGAP2
chr1	206421250	206421274	25	+	ENST00000605476	SRGAP2	SRGAP2
chr1	206421250	206421274	25	+	ENST00000605610	SRGAP2	SRGAP2
chr1	206421250	206421274	25	+	ENST00000624873	SRGAP2	SRGAP2
chr1	206440061	206440081	21	+	ENST00000604925	SRGAP2	SRGAP2
chr1	207326832	207326837	6	+	ENST00000635614	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000314754	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000367063	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000367064	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000391921	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000465534	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000476590	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000618707	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000634386	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000635614	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000644836	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000645323	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000695822	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000695823	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000695826	CD55	CD55
chr1	207339397	207339417	21	+	ENST00000695828	CD55	CD55
chr1	224515862	224515876	15	+	ENST00000470602	CNIH3	CNIH3
chr1	239632251	239632276	26	+	ENST00000487470	CHRM3	CHRM3
chr1	243286383	243286397	15	+	ENST00000435549	SDCCAG8	SDCCAG8
chr1	244970423	244970443	21	+	ENST00000495271	EFCAB2	EFCAB2
chr1	497205	497228	24	-	ENST00000641845	ENSG00000290385	ENSG00000290385
chr1	497275	497299	25	-	ENST00000616947	ENSG00000290385	ENSG00000290385
chr1	498281	498305	25	-	ENST00000432964	ENSG00000290385	ENSG00000290385
chr1	1084481	1084506	26	-	ENST00000379319	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000379320	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000379325	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000379339	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000421241	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000434641	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000467751	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000477196	C1orf159	C1orf159
chr1	1084481	1084506	26	-	ENST00000482816	C1orf159	C1orf159
chr1	1087190	1087204	15	-	ENST00000475119	C1orf159	C1orf159
chr1	1087575	1087597	23	-	ENST00000442117	C1orf159	C1orf159
chr1	1090406	1090428	23	-	ENST00000427787	C1orf159	C1orf159
chr1	1116060	1116081	22	-	ENST00000379339	C1orf159	C1orf159
chr1	2003701	2003714	14	-	ENST00000468610	CFAP74	CFAP74
chr1	24061060	24061082	23	-	ENST00000338909	MYOM3	MYOM3
chr1	24061060	24061082	23	-	ENST00000374434	MYOM3	MYOM3
chr1	31680905	31680931	27	-	ENST00000373668	COL16A1	COL16A1
chr1	31680905	31680931	27	-	ENST00000373672	COL16A1	COL16A1
chr1	31680905	31680931	27	-	ENST00000458715	COL16A1	COL16A1
chr1	31690367	31690393	27	-	ENST00000373668	COL16A1	COL16A1
chr1	31690367	31690393	27	-	ENST00000373672	COL16A1	COL16A1
chr1	31694144	31694170	27	-	ENST00000373668	COL16A1	COL16A1
chr1	31694144	31694170	27	-	ENST00000373672	COL16A1	COL16A1
chr1	31695761	31695787	27	-	ENST00000373668	COL16A1	COL16A1
chr1	31695761	31695787	27	-	ENST00000373672	COL16A1	COL16A1
chr1	31815348	31815372	25	-	ENST00000528791	SPOCD1	SPOCD1
chr1	42762323	42762346	24	-	ENST00000372526	P3H1	P3H1
chr1	48534890	48534916	27	-	ENST00000371839	AGBL4	AGBL4
chr1	93315149	93315173	25	-	ENST00000436200	CCDC18-AS1	CCDC18-AS1
chr1	93324635	93324649	15	-	ENST00000424517	CCDC18-AS1	CCDC18-AS1
chr1	93324706	93324729	24	-	ENST00000411670	CCDC18-AS1	CCDC18-AS1
chr1	93324722	93324729	8	-	ENST00000452347	CCDC18-AS1	CCDC18-AS1
chr1	93339357	93339374	18	-	ENST00000450843	CCDC18-AS1	CCDC18-AS1
chr1	93340458	93340472	15	-	ENST00000447577	CCDC18-AS1	CCDC18-AS1
chr1	107688381	107688406	26	-	ENST00000343258	VAV3	VAV3
chr1	107688381	107688406	26	-	ENST00000370056	VAV3	VAV3
chr1	107688381	107688406	26	-	ENST00000469325	VAV3	VAV3
chr1	107688381	107688406	26	-	ENST00000490388	VAV3	VAV3
chr1	107688381	107688406	26	-	ENST00000527011	VAV3	VAV3
chr1	112702671	112702693	23	-	ENST00000528831	RHOC	RHOC
chr1	112703644	112703653	10	-	ENST00000473074	RHOC	RHOC
chr1	112705100	112705123	24	-	ENST00000369637	RHOC	RHOC
chr1	112705100	112705123	24	-	ENST00000468093	RHOC	RHOC
chr1	112707078	112707102	25	-	ENST00000436685	RHOC	RHOC
chr1	112707078	112707102	25	-	ENST00000468093	RHOC	RHOC
chr1	118008044	118008070	27	-	ENST00000437255	SPAG17	SPAG17
chr1	118073941	118073967	27	-	ENST00000473472	SPAG17	SPAG17
chr1	119976350	119976352	3	-	ENST00000640021	NOTCH2	NOTCH2
chr1	145854542	145854563	22	-	ENST00000484423	PIAS3	PIAS3
chr1	151002165	151002170	6	-	ENST00000470877	MINDY1	MINDY1
chr1	153627483	153627505	23	-	ENST00000476133	S100A13	S100A13
chr1	155951741	155951748	8	-	ENST00000470541	ARHGEF2	ARHGEF2
chr1	155952803	155952828	26	-	ENST00000470975	ARHGEF2	ARHGEF2
chr1	156407174	156407197	24	-	ENST00000482932	MIR9-1HG	MIR9-1HG
chr1	163161954	163161976	23	-	ENST00000428971	RGS5	RGS5
chr1	173669817	173669832	16	-	ENST00000367712	ANKRD45	ANKRD45
chr1	201135801	201135815	15	-	ENST00000414605	TMEM9	TMEM9
chr1	201135801	201135815	15	-	ENST00000435310	TMEM9	TMEM9
chr1	201154445	201154464	20	-	ENST00000414605	TMEM9	TMEM9
chr1	206595831	206595838	8	-	ENST00000468891	EIF2D	EIF2D
chr1	206597100	206597116	17	-	ENST00000472709	EIF2D	EIF2D
chr1	206602951	206602958	8	-	ENST00000484492	EIF2D	EIF2D
chr1	213832597	213832622	26	-	ENST00000627331	PROX1-AS1	PROX1-AS1
chr1	213832601	213832622	22	-	ENST00000627723	PROX1-AS1	PROX1-AS1
chr1	213837293	213837295	3	-	ENST00000629207	PROX1-AS1	PROX1-AS1
chr1	225871092	225871113	22	-	ENST00000436966	TMEM63A	TMEM63A
chr1	233160283	233160307	25	-	ENST00000484347	PCNX2	PCNX2
chr1	243499763	243499786	24	-	ENST00000680118	AKT3	AKT3
chr1	243499773	243499786	14	-	ENST00000672460	AKT3	AKT3
chr1	243850040	243850041	2	-	ENST00000552631	AKT3	AKT3
chr1	246327333	246327337	5	-	ENST00000455277	SMYD3	SMYD3
chr2	27435723	27435746	24	+	ENST00000379863	NRBP1	NRBP1
chr2	27772674	27772692	19	+	ENST00000296102	MRPL33	MRPL33
chr2	27772674	27772692	19	+	ENST00000379666	MRPL33	MRPL33
chr2	27772674	27772692	19	+	ENST00000448427	MRPL33	MRPL33
chr2	27772674	27772692	19	+	ENST00000476552	MRPL33	MRPL33
chr2	27772674	27772692	19	+	ENST00000483992	MRPL33	MRPL33
chr2	38108073	38108080	8	+	ENST00000413828	CYP1B1-AS1	CYP1B1-AS1
chr2	39587016	39587034	19	+	ENST00000426083	MAP4K3-DT	MAP4K3-DT
chr2	42656200	42656205	6	+	ENST00000493983	MTA3	MTA3
chr2	42659763	42659776	14	+	ENST00000461256	MTA3	MTA3
chr2	42659763	42659789	27	+	ENST00000430763	MTA3	MTA3
chr2	42709075	42709096	22	+	ENST00000478602	MTA3	MTA3
chr2	54135453	54135469	17	+	ENST00000303536	ACYP2	ACYP2
chr2	54135453	54135469	17	+	ENST00000394666	ACYP2	ACYP2
chr2	54135453	54135469	17	+	ENST00000406041	ACYP2	ACYP2
chr2	54135453	54135469	17	+	ENST00000494922	ACYP2	ACYP2
chr2	54135453	54135469	17	+	ENST00000607452	ACYP2	ACYP2
chr2	69810594	69810620	27	+	ENST00000460942	ANXA4	ANXA4
chr2	74211970	74211996	27	+	ENST00000462026	MTHFD2	MTHFD2
chr2	85302484	85302494	11	+	ENST00000442813	TCF7L1	TCF7L1
chr2	108735532	108735551	20	+	ENST00000425282	RANBP2	RANBP2
chr2	119880091	119880117	27	+	ENST00000460289	PTPN4	PTPN4
chr2	119882132	119882149	18	+	ENST00000485247	PTPN4	PTPN4
chr2	127467825	127467848	24	+	ENST00000625623	ENSG00000231731	ENSG00000231731
chr2	127467825	127467848	24	+	ENST00000626387	ENSG00000231731	ENSG00000231731
chr2	127467825	127467848	24	+	ENST00000626901	ENSG00000231731	ENSG00000231731
chr2	127467825	127467848	24	+	ENST00000627205	ENSG00000231731	ENSG00000231731
chr2	127467828	127467848	21	+	ENST00000631042	ENSG00000231731	ENSG00000231731
chr2	127467829	127467848	20	+	ENST00000625610	ENSG00000231731	ENSG00000231731
chr2	127467830	127467848	19	+	ENST00000625508	ENSG00000231731	ENSG00000231731
chr2	127467830	127467848	19	+	ENST00000626512	ENSG00000231731	ENSG00000231731
chr2	127467833	127467848	16	+	ENST00000626032	ENSG00000231731	ENSG00000231731
chr2	127489532	127489540	9	+	ENST00000631170	ENSG00000231731	ENSG00000231731
chr2	143435266	143435289	24	+	ENST00000548242	ARHGAP15	ARHGAP15
chr2	152622537	152622557	21	+	ENST00000475377	FMNL2	FMNL2
chr2	165307921	165307937	17	+	ENST00000486878	SCN2A	SCN2A
chr2	165676312	165676319	8	+	ENST00000409664	CSRNP3	CSRNP3
chr2	168766322	168766345	24	+	ENST00000392687	CERS6	CERS6
chr2	171706547	171706564	18	+	ENST00000397119	DYNC1I2	DYNC1I2
chr2	171706547	171706564	18	+	ENST00000409453	DYNC1I2	DYNC1I2
chr2	171706547	171706564	18	+	ENST00000409773	DYNC1I2	DYNC1I2
chr2	171706547	171706564	18	+	ENST00000443458	DYNC1I2	DYNC1I2
chr2	171712767	171712779	13	+	ENST00000430778	DYNC1I2	DYNC1I2
chr2	171715328	171715350	23	+	ENST00000411953	DYNC1I2	DYNC1I2
chr2	171715328	171715351	24	+	ENST00000443458	DYNC1I2	DYNC1I2
chr2	173354964	173354984	21	+	ENST00000695901	CDCA7	CDCA7
chr2	178628761	178628771	11	+	ENST00000630096	TTN-AS1	TTN-AS1
chr2	182061463	182061479	17	+	ENST00000461410	PPP1R1C	PPP1R1C
chr2	188589740	188589750	11	+	ENST00000409843	GULP1	GULP1
chr2	188589740	188589750	11	+	ENST00000699997	GULP1	GULP1
chr2	196695046	196695070	25	+	ENST00000497159	CCDC150	CCDC150
chr2	203380358	203380384	27	+	ENST00000422719	ABI2	ABI2
chr2	203382189	203382206	18	+	ENST00000261016	ABI2	ABI2
chr2	203382189	203382206	18	+	ENST00000261018	ABI2	ABI2
chr2	203382189	203382206	18	+	ENST00000295851	ABI2	ABI2
chr2	203382189	203382206	18	+	ENST00000411547	ABI2	ABI2
chr2	203382189	203382206	18	+	ENST00000417864	ABI2	ABI2
chr2	203382189	203382206	18	+	ENST00000422511	ABI2	ABI2
chr2	218622165	218622186	22	+	ENST00000446503	PLCD4	PLCD4
chr2	218632295	218632312	18	+	ENST00000465713	PLCD4	PLCD4
chr2	219282837	219282852	16	+	ENST00000442681	DNAJB2	DNAJB2
chr2	227247558	227247584	27	+	ENST00000396578	COL4A3	COL4A3
chr2	233273721	233273739	19	+	ENST00000417017	ATG16L1	ATG16L1
chr2	233277568	233277594	27	+	ENST00000419681	ATG16L1	ATG16L1
chr2	233281105	233281114	10	+	ENST00000492298	ATG16L1	ATG16L1
chr2	233322946	233322969	24	+	ENST00000462487	SAG	SAG
chr2	233340455	233340478	24	+	ENST00000409110	SAG	SAG
chr2	233340455	233340478	24	+	ENST00000412969	SAG	SAG
chr2	233340455	233340478	24	+	ENST00000469222	SAG	SAG
chr2	233340455	233340478	24	+	ENST00000471884	SAG	SAG
chr2	233340455	233340478	24	+	ENST00000474220	SAG	SAG
chr2	233340455	233340478	24	+	ENST00000476500	SAG	SAG
chr2	233340455	233340478	24	+	ENST00000483231	SAG	SAG
chr2	233346403	233346412	10	+	ENST00000409110	SAG	SAG
chr2	233346403	233346412	10	+	ENST00000412969	SAG	SAG
chr2	233346403	233346412	10	+	ENST00000471884	SAG	SAG
chr2	233346403	233346412	10	+	ENST00000474220	SAG	SAG
chr2	233346403	233346412	10	+	ENST00000476500	SAG	SAG
chr2	233346403	233346412	10	+	ENST00000483231	SAG	SAG
chr2	233346403	233346412	10	+	ENST00000492629	SAG	SAG
chr2	235718381	235718392	12	+	ENST00000635100	AGAP1	AGAP1
chr2	235718381	235718392	12	+	ENST00000699337	AGAP1	AGAP1
chr2	238098202	238098219	18	+	ENST00000412508	SCLY	SCLY
chr2	17714861	17714877	17	-	ENST00000430591	SMC6	SMC6
chr2	25275500	25275520	21	-	ENST00000682842	DNMT3A	DNMT3A
chr2	53714576	53714581	6	-	ENST00000470916	ASB3	ASB3
chr2	53750915	53750941	27	-	ENST00000459916	ASB3	ASB3
chr2	58162866	58162888	23	-	ENST00000696567	FANCL	FANCL
chr2	58162921	58162947	27	-	ENST00000696417	FANCL	FANCL
chr2	73020239	73020264	26	-	ENST00000272433	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000410065	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000411783	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000416579	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000442582	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000450185	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000461352	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000463277	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000464825	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000474528	SFXN5	SFXN5
chr2	73020239	73020264	26	-	ENST00000497144	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000272433	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000410065	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000411783	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000416579	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000442582	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000450185	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000461352	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000464825	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000474528	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000475630	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000479293	SFXN5	SFXN5
chr2	73023188	73023214	27	-	ENST00000497144	SFXN5	SFXN5
chr2	74363614	74363628	15	-	ENST00000394003	DCTN1	DCTN1
chr2	74363614	74363628	15	-	ENST00000628224	DCTN1	DCTN1
chr2	74363614	74363628	15	-	ENST00000633691	DCTN1	DCTN1
chr2	74363614	74363628	15	-	ENST00000680606	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000361874	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000394003	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000409438	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000409868	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000458655	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000463583	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000477966	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000628224	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000633691	DCTN1	DCTN1
chr2	74372928	74372948	21	-	ENST00000680606	DCTN1	DCTN1
chr2	74374323	74374340	18	-	ENST00000361874	DCTN1	DCTN1
chr2	74374323	74374340	18	-	ENST00000394003	DCTN1	DCTN1
chr2	74374323	74374340	18	-	ENST00000409868	DCTN1	DCTN1
chr2	74374323	74374340	18	-	ENST00000458655	DCTN1	DCTN1
chr2	74374323	74374340	18	-	ENST00000628224	DCTN1	DCTN1
chr2	74374323	74374340	18	-	ENST00000680606	DCTN1	DCTN1
chr2	74376741	74376762	22	-	ENST00000454119	DCTN1	DCTN1
chr2	74376742	74376762	21	-	ENST00000361874	DCTN1	DCTN1
chr2	74376742	74376762	21	-	ENST00000409868	DCTN1	DCTN1
chr2	74376742	74376762	21	-	ENST00000458655	DCTN1	DCTN1
chr2	74376742	74376762	21	-	ENST00000628224	DCTN1	DCTN1
chr2	74376742	74376762	21	-	ENST00000680606	DCTN1	DCTN1
chr2	94208310	94208327	18	-	ENST00000702466	ENSG00000291142	ENSG00000291142
chr2	94208310	94208328	19	-	ENST00000690571	ENSG00000291142	ENSG00000291142
chr2	94208310	94208328	19	-	ENST00000693230	ENSG00000291142	ENSG00000291142
chr2	94208310	94208328	19	-	ENST00000701785	ENSG00000291142	ENSG00000291142
chr2	94208310	94208328	19	-	ENST00000701912	ENSG00000291142	ENSG00000291142
chr2	94208310	94208330	21	-	ENST00000686112	ENSG00000291142	ENSG00000291142
chr2	94208310	94208330	21	-	ENST00000690934	ENSG00000291142	ENSG00000291142
chr2	94208310	94208334	25	-	ENST00000687960	ENSG00000291142	ENSG00000291142
chr2	95834978	95835003	26	-	ENST00000661329	LINC00342	LINC00342
chr2	96627922	96627942	21	-	ENST00000447759	KANSL3	KANSL3
chr2	101286081	101286107	27	-	ENST00000490553	RNF149	RNF149
chr2	127053422	127053445	24	-	ENST00000316724	BIN1	BIN1
chr2	127053422	127053445	24	-	ENST00000357970	BIN1	BIN1
chr2	162512654	162512674	21	-	ENST00000332142	KCNH7	KCNH7
chr2	170341386	170341410	25	-	ENST00000625454	MYO3B-AS1	MYO3B-AS1
chr2	181547822	181547847	26	-	ENST00000339098	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000374967	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000374969	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000374970	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000409440	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000410087	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000452174	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000479558	CERKL	CERKL
chr2	181547822	181547847	26	-	ENST00000684145	CERKL	CERKL
chr2	183024978	183024995	18	-	ENST00000360982	NCKAP1	NCKAP1
chr2	183024978	183024995	18	-	ENST00000703824	NCKAP1	NCKAP1
chr2	187513616	187513641	26	-	ENST00000392365	TFPI	TFPI
chr2	189104264	189104277	14	-	ENST00000374866	COL5A2	COL5A2
chr2	189104264	189104277	14	-	ENST00000618828	COL5A2	COL5A2
chr2	189104264	189104277	14	-	ENST00000649966	COL5A2	COL5A2
chr2	201660332	201660346	15	-	ENST00000359962	MPP4	MPP4
chr2	201660332	201660346	15	-	ENST00000409474	MPP4	MPP4
chr2	201660332	201660346	15	-	ENST00000409818	MPP4	MPP4
chr2	201660332	201660346	15	-	ENST00000447335	MPP4	MPP4
chr2	201664081	201664101	21	-	ENST00000409474	MPP4	MPP4
chr2	201664081	201664101	21	-	ENST00000409818	MPP4	MPP4
chr2	201664081	201664101	21	-	ENST00000428900	MPP4	MPP4
chr2	201669733	201669750	18	-	ENST00000359962	MPP4	MPP4
chr2	201669733	201669750	18	-	ENST00000409474	MPP4	MPP4
chr2	201669733	201669750	18	-	ENST00000409818	MPP4	MPP4
chr2	201669733	201669750	18	-	ENST00000447335	MPP4	MPP4
chr2	218279335	218279353	19	-	ENST00000440422	TMBIM1	TMBIM1
chr2	227325168	227325186	19	-	ENST00000396588	MFF-DT	MFF-DT
chr2	227325168	227325188	21	-	ENST00000433324	MFF-DT	MFF-DT
