gene_id	seqnames	start	end	width	strand	isoform_id	gene_name	ensembl_gene_name
ENSG00000076554	chr8	80038217	80038235	19	-	ENST00000521241.6	TPD52	TPD52
ENSG00000076554	chr8	80038217	80038235	19	-	ENST00000521241.6	TPD52	TPD52
ENSG00000076554	chr8	80038217	80038235	19	-	ENST00000521241.6	TPD52	TPD52
ENSG00000076554	chr8	80050445	80050471	27	-	ENST00000521241.6	TPD52	TPD52
ENSG00000076554	chr8	80050445	80050471	27	-	ENST00000521241.6	TPD52	TPD52
ENSG00000076554	chr8	80050445	80050471	27	-	ENST00000521241.6	TPD52	TPD52
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000391959.5	PPP1R12B	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000391959.5	PPP1R12B	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000391959.5	PPP1R12B	PPP1R12B
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000254108.12	FUS	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000254108.12	FUS	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000254108.12	FUS	FUS
ENSG00000092758	chr20	62821507	62821530	24	+	ENST00000649368.1	COL9A3	COL9A3
ENSG00000092758	chr20	62821507	62821530	24	+	ENST00000649368.1	COL9A3	COL9A3
ENSG00000092758	chr20	62821507	62821530	24	+	ENST00000649368.1	COL9A3	COL9A3
ENSG00000099204	chr10	114451645	114451671	27	-	ENST00000428430.1	ABLIM1	ABLIM1
ENSG00000099204	chr10	114451645	114451671	27	-	ENST00000428430.1	ABLIM1	ABLIM1
ENSG00000099204	chr10	114451645	114451671	27	-	ENST00000428430.1	ABLIM1	ABLIM1
ENSG00000099954	chr22	17534744	17534747	4	+	ENST00000342247.10	CECR2	CECR2
ENSG00000099954	chr22	17534744	17534747	4	+	ENST00000342247.10	CECR2	CECR2
ENSG00000099954	chr22	17534744	17534747	4	+	ENST00000342247.10	CECR2	CECR2
ENSG00000100796	chr14	91510529	91510554	26	-	ENST00000557018.5	PPP4R3A	PPP4R3A
ENSG00000100796	chr14	91510529	91510554	26	-	ENST00000557018.5	PPP4R3A	PPP4R3A
ENSG00000100796	chr14	91510529	91510554	26	-	ENST00000557018.5	PPP4R3A	PPP4R3A
ENSG00000103995	chr15	48810961	48810987	27	-	ENST00000399334.7	CEP152	CEP152
ENSG00000103995	chr15	48810961	48810987	27	-	ENST00000399334.7	CEP152	CEP152
ENSG00000103995	chr15	48810961	48810987	27	-	ENST00000399334.7	CEP152	CEP152
ENSG00000106772	chr9	76637539	76637549	11	-	ENST00000466266.6	PRUNE2	PRUNE2
ENSG00000106772	chr9	76637539	76637549	11	-	ENST00000466266.6	PRUNE2	PRUNE2
ENSG00000106772	chr9	76637539	76637549	11	-	ENST00000466266.6	PRUNE2	PRUNE2
ENSG00000107736	chr10	71643861	71643866	6	+	ENST00000299366.11	CDH23	CDH23
ENSG00000107736	chr10	71643861	71643866	6	+	ENST00000299366.11	CDH23	CDH23
ENSG00000107736	chr10	71643861	71643866	6	+	ENST00000299366.11	CDH23	CDH23
ENSG00000107863	chr10	24666985	24667009	25	-	ENST00000376410.7	ARHGAP21	ARHGAP21
ENSG00000107863	chr10	24666985	24667009	25	-	ENST00000376410.7	ARHGAP21	ARHGAP21
ENSG00000107863	chr10	24666985	24667009	25	-	ENST00000376410.7	ARHGAP21	ARHGAP21
ENSG00000111254	chr12	4641986	4642004	19	-	ENST00000544636.1	AKAP3	AKAP3
ENSG00000111254	chr12	4641986	4642004	19	-	ENST00000544636.1	AKAP3	AKAP3
ENSG00000111254	chr12	4641986	4642004	19	-	ENST00000544636.1	AKAP3	AKAP3
ENSG00000114541	chr3	69249226	69249248	23	-	ENST00000483668.5	FRMD4B	FRMD4B
ENSG00000114541	chr3	69249226	69249248	23	-	ENST00000483668.5	FRMD4B	FRMD4B
ENSG00000114541	chr3	69249226	69249248	23	-	ENST00000483668.5	FRMD4B	FRMD4B
ENSG00000116641	chr1	62487398	62487412	15	-	ENST00000635253.2	DOCK7	DOCK7
ENSG00000116641	chr1	62487398	62487412	15	-	ENST00000635253.2	DOCK7	DOCK7
ENSG00000116641	chr1	62487398	62487412	15	-	ENST00000635253.2	DOCK7	DOCK7
ENSG00000117222	chr1	205115858	205115883	26	-	ENST00000264515.11	RBBP5	RBBP5
ENSG00000117222	chr1	205115858	205115883	26	-	ENST00000264515.11	RBBP5	RBBP5
ENSG00000117222	chr1	205115858	205115883	26	-	ENST00000264515.11	RBBP5	RBBP5
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000118473	chr1	66633070	66633094	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000118473	chr1	66670995	66671019	25	+	ENST00000683257.1	SGIP1	SGIP1
ENSG00000120278	chr6	150823654	150823676	23	+	ENST00000696526.1	PLEKHG1	PLEKHG1
ENSG00000120278	chr6	150823654	150823676	23	+	ENST00000696526.1	PLEKHG1	PLEKHG1
ENSG00000120278	chr6	150823654	150823676	23	+	ENST00000696526.1	PLEKHG1	PLEKHG1
ENSG00000120708	chr5	136062663	136062687	25	+	ENST00000442011.7	TGFBI	TGFBI
ENSG00000120708	chr5	136062663	136062687	25	+	ENST00000442011.7	TGFBI	TGFBI
ENSG00000120708	chr5	136062663	136062687	25	+	ENST00000442011.7	TGFBI	TGFBI
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000346049.10	PTK2B	PTK2B
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000346049.10	PTK2B	PTK2B
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000346049.10	PTK2B	PTK2B
ENSG00000127948	chr7	75915155	75915179	25	+	ENST00000461988.6	POR	POR
ENSG00000127948	chr7	75915155	75915179	25	+	ENST00000461988.6	POR	POR
ENSG00000127948	chr7	75915155	75915179	25	+	ENST00000461988.6	POR	POR
ENSG00000127990	chr7	94599697	94599723	27	-	ENST00000648936.2	SGCE	SGCE
ENSG00000127990	chr7	94599697	94599723	27	-	ENST00000648936.2	SGCE	SGCE
ENSG00000127990	chr7	94599697	94599723	27	-	ENST00000648936.2	SGCE	SGCE
ENSG00000131591	chr1	1084481	1084506	26	-	ENST00000421241.7	C1orf159	C1orf159
ENSG00000131591	chr1	1084481	1084506	26	-	ENST00000421241.7	C1orf159	C1orf159
ENSG00000131591	chr1	1084481	1084506	26	-	ENST00000421241.7	C1orf159	C1orf159
ENSG00000132470	chr17	75740982	75741005	24	+	ENST00000200181.8	ITGB4	ITGB4
ENSG00000132470	chr17	75740982	75741005	24	+	ENST00000200181.8	ITGB4	ITGB4
ENSG00000132470	chr17	75740982	75741005	24	+	ENST00000200181.8	ITGB4	ITGB4
ENSG00000132694	chr1	156957792	156957815	24	-	ENST00000368194.8	ARHGEF11	ARHGEF11
ENSG00000132694	chr1	156957792	156957815	24	-	ENST00000368194.8	ARHGEF11	ARHGEF11
ENSG00000132694	chr1	156957792	156957815	24	-	ENST00000368194.8	ARHGEF11	ARHGEF11
ENSG00000133657	chr3	194437556	194437573	18	-	ENST00000645319.2	ATP13A3	ATP13A3
ENSG00000133657	chr3	194437556	194437573	18	-	ENST00000645319.2	ATP13A3	ATP13A3
ENSG00000133657	chr3	194437556	194437573	18	-	ENST00000645319.2	ATP13A3	ATP13A3
ENSG00000133835	chr5	119475706	119475727	22	+	ENST00000510025.7	HSD17B4	HSD17B4
ENSG00000133835	chr5	119475706	119475727	22	+	ENST00000510025.7	HSD17B4	HSD17B4
ENSG00000133835	chr5	119475706	119475727	22	+	ENST00000510025.7	HSD17B4	HSD17B4
ENSG00000133835	chr5	119492100	119492124	25	+	ENST00000510025.7	HSD17B4	HSD17B4
ENSG00000133835	chr5	119492100	119492124	25	+	ENST00000510025.7	HSD17B4	HSD17B4
ENSG00000133835	chr5	119492100	119492124	25	+	ENST00000510025.7	HSD17B4	HSD17B4
ENSG00000134369	chr1	201790554	201790577	24	+	ENST00000367295.5	NAV1	NAV1
ENSG00000134369	chr1	201790554	201790577	24	+	ENST00000367295.5	NAV1	NAV1
ENSG00000134369	chr1	201790554	201790577	24	+	ENST00000367295.5	NAV1	NAV1
ENSG00000134376	chr1	197435600	197435612	13	+	ENST00000538660.5	CRB1	CRB1
ENSG00000134376	chr1	197435600	197435612	13	+	ENST00000538660.5	CRB1	CRB1
ENSG00000134376	chr1	197435600	197435612	13	+	ENST00000538660.5	CRB1	CRB1
ENSG00000135541	chr6	135404951	135404977	27	-	ENST00000367800.8	AHI1	AHI1
ENSG00000135541	chr6	135404951	135404977	27	-	ENST00000367800.8	AHI1	AHI1
ENSG00000135541	chr6	135404951	135404977	27	-	ENST00000367800.8	AHI1	AHI1
ENSG00000138443	chr2	203382189	203382206	18	+	ENST00000261018.12	ABI2	ABI2
ENSG00000138443	chr2	203382189	203382206	18	+	ENST00000261018.12	ABI2	ABI2
ENSG00000138443	chr2	203382189	203382206	18	+	ENST00000261018.12	ABI2	ABI2
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000139116	chr12	39315229	39315240	12	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000139116	chr12	39330242	39330262	21	-	ENST00000361961.7	KIF21A	KIF21A
ENSG00000141556	chr17	82909285	82909307	23	+	ENST00000355528.9	TBCD	TBCD
ENSG00000141556	chr17	82909285	82909307	23	+	ENST00000355528.9	TBCD	TBCD
ENSG00000141556	chr17	82909285	82909307	23	+	ENST00000355528.9	TBCD	TBCD
ENSG00000143248	chr1	163161954	163161976	23	-	ENST00000428971.2	RGS5	RGS5
ENSG00000143248	chr1	163161954	163161976	23	-	ENST00000428971.2	RGS5	RGS5
ENSG00000143248	chr1	163161954	163161976	23	-	ENST00000428971.2	RGS5	RGS5
ENSG00000143434	chr1	151146433	151146457	25	-	ENST00000368913.7	SEMA6C	SEMA6C
ENSG00000143434	chr1	151146433	151146457	25	-	ENST00000368913.7	SEMA6C	SEMA6C
ENSG00000143434	chr1	151146433	151146457	25	-	ENST00000368913.7	SEMA6C	SEMA6C
ENSG00000144040	chr2	73020239	73020264	26	-	ENST00000497144.5	SFXN5	SFXN5
ENSG00000144040	chr2	73020239	73020264	26	-	ENST00000497144.5	SFXN5	SFXN5
ENSG00000144040	chr2	73020239	73020264	26	-	ENST00000497144.5	SFXN5	SFXN5
ENSG00000144040	chr2	73023188	73023214	27	-	ENST00000497144.5	SFXN5	SFXN5
ENSG00000144040	chr2	73023188	73023214	27	-	ENST00000497144.5	SFXN5	SFXN5
ENSG00000144040	chr2	73023188	73023214	27	-	ENST00000497144.5	SFXN5	SFXN5
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000357077.9	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000671906.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000671906.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000671906.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672502.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672502.1	ANK2	ANK2
ENSG00000150401	chr13	113490667	113490691	25	-	ENST00000332592.7	DCUN1D2	DCUN1D2
ENSG00000150401	chr13	113490667	113490691	25	-	ENST00000332592.7	DCUN1D2	DCUN1D2
ENSG00000150401	chr13	113490667	113490691	25	-	ENST00000332592.7	DCUN1D2	DCUN1D2
ENSG00000151611	chr4	145619385	145619407	23	+	ENST00000649156.2	MMAA	MMAA
ENSG00000151611	chr4	145619385	145619407	23	+	ENST00000649156.2	MMAA	MMAA
ENSG00000151611	chr4	145619385	145619407	23	+	ENST00000649156.2	MMAA	MMAA
ENSG00000153253	chr2	165119750	165119776	27	-	ENST00000640652.1	SCN3A	SCN3A
ENSG00000153253	chr2	165119750	165119776	27	-	ENST00000640652.1	SCN3A	SCN3A
ENSG00000153253	chr2	165119750	165119776	27	-	ENST00000640652.1	SCN3A	SCN3A
ENSG00000154134	chr11	124877161	124877184	24	+	ENST00000527196.5	ROBO3	ROBO3
ENSG00000154134	chr11	124877161	124877184	24	+	ENST00000527196.5	ROBO3	ROBO3
ENSG00000154134	chr11	124877161	124877184	24	+	ENST00000527196.5	ROBO3	ROBO3
ENSG00000154277	chr4	41257115	41257126	12	+	ENST00000284440.9	UCHL1	UCHL1
ENSG00000154277	chr4	41257115	41257126	12	+	ENST00000284440.9	UCHL1	UCHL1
ENSG00000154277	chr4	41257115	41257126	12	+	ENST00000284440.9	UCHL1	UCHL1
ENSG00000154556	chr4	185678796	185678822	27	-	ENST00000449407.6	SORBS2	SORBS2
ENSG00000154556	chr4	185678796	185678822	27	-	ENST00000449407.6	SORBS2	SORBS2
ENSG00000154556	chr4	185678796	185678822	27	-	ENST00000449407.6	SORBS2	SORBS2
ENSG00000155755	chr2	201640261	201640265	5	-	ENST00000409444.6	TMEM237	TMEM237
ENSG00000155755	chr2	201640261	201640265	5	-	ENST00000409444.6	TMEM237	TMEM237
ENSG00000155755	chr2	201640261	201640265	5	-	ENST00000409444.6	TMEM237	TMEM237
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000351217.10	NPTN	NPTN
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000351217.10	NPTN	NPTN
ENSG00000156642	chr15	73563236	73563257	22	-	ENST00000351217.10	NPTN	NPTN
ENSG00000157168	chr8	32749561	32749584	24	+	ENST00000651333.2	NRG1	NRG1
ENSG00000157168	chr8	32749561	32749584	24	+	ENST00000651333.2	NRG1	NRG1
ENSG00000157168	chr8	32749561	32749584	24	+	ENST00000651333.2	NRG1	NRG1
ENSG00000157168	chr8	32749561	32749584	24	+	ENST00000652592.1	NRG1	NRG1
ENSG00000157168	chr8	32749561	32749584	24	+	ENST00000652592.1	NRG1	NRG1
ENSG00000157168	chr8	32749561	32749584	24	+	ENST00000652592.1	NRG1	NRG1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000382491.7	SYNJ1	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000382491.7	SYNJ1	SYNJ1
ENSG00000159082	chr21	32634861	32634884	24	-	ENST00000382491.7	SYNJ1	SYNJ1
ENSG00000161249	chr19	35498874	35498897	24	-	ENST00000408915.6	DMKN	DMKN
ENSG00000161249	chr19	35498874	35498897	24	-	ENST00000408915.6	DMKN	DMKN
ENSG00000161249	chr19	35498874	35498897	24	-	ENST00000408915.6	DMKN	DMKN
ENSG00000162576	chr1	1356681	1356704	24	-	ENST00000309212.11	MXRA8	MXRA8
ENSG00000162576	chr1	1356681	1356704	24	-	ENST00000309212.11	MXRA8	MXRA8
ENSG00000162576	chr1	1356681	1356704	24	-	ENST00000309212.11	MXRA8	MXRA8
ENSG00000162944	chr2	197644247	197644272	26	-	ENST00000429081.1	RFTN2	RFTN2
ENSG00000162944	chr2	197644247	197644272	26	-	ENST00000429081.1	RFTN2	RFTN2
ENSG00000162944	chr2	197644247	197644272	26	-	ENST00000429081.1	RFTN2	RFTN2
ENSG00000163701	chr3	9903397	9903412	16	+	ENST00000383814.8	IL17RE	IL17RE
ENSG00000163701	chr3	9903397	9903412	16	+	ENST00000383814.8	IL17RE	IL17RE
ENSG00000163701	chr3	9903397	9903412	16	+	ENST00000383814.8	IL17RE	IL17RE
ENSG00000164828	chr7	843206	843232	27	+	ENST00000389574.7	SUN1	SUN1
ENSG00000164828	chr7	843206	843232	27	+	ENST00000389574.7	SUN1	SUN1
ENSG00000164828	chr7	843206	843232	27	+	ENST00000389574.7	SUN1	SUN1
ENSG00000165113	chr9	83780382	83780404	23	-	ENST00000376365.7	GKAP1	GKAP1
ENSG00000165113	chr9	83780382	83780404	23	-	ENST00000376365.7	GKAP1	GKAP1
ENSG00000165113	chr9	83780382	83780404	23	-	ENST00000376365.7	GKAP1	GKAP1
ENSG00000165521	chr14	88634469	88634489	21	-	ENST00000380664.9	EML5	EML5
ENSG00000165521	chr14	88634469	88634489	21	-	ENST00000380664.9	EML5	EML5
ENSG00000165521	chr14	88634469	88634489	21	-	ENST00000380664.9	EML5	EML5
ENSG00000166833	chr11	20068186	20068209	24	+	ENST00000349880.9	NAV2	NAV2
ENSG00000166833	chr11	20068186	20068209	24	+	ENST00000349880.9	NAV2	NAV2
ENSG00000166833	chr11	20068186	20068209	24	+	ENST00000349880.9	NAV2	NAV2
ENSG00000166833	chr11	20068186	20068209	24	+	ENST00000525322.5	NAV2	NAV2
ENSG00000166833	chr11	20068186	20068209	24	+	ENST00000525322.5	NAV2	NAV2
ENSG00000166833	chr11	20068186	20068209	24	+	ENST00000525322.5	NAV2	NAV2
ENSG00000172270	chr19	582306	582330	25	+	ENST00000353555.9	BSG	BSG
ENSG00000172270	chr19	582306	582330	25	+	ENST00000353555.9	BSG	BSG
ENSG00000172270	chr19	582306	582330	25	+	ENST00000353555.9	BSG	BSG
ENSG00000173599	chr11	66872024	66872039	16	-	ENST00000628663.1	PC	PC
ENSG00000173599	chr11	66872024	66872039	16	-	ENST00000628663.1	PC	PC
ENSG00000173599	chr11	66872024	66872039	16	-	ENST00000628663.1	PC	PC
ENSG00000174233	chr12	48775673	48775698	26	-	ENST00000357869.8	ADCY6	ADCY6
ENSG00000174233	chr12	48775673	48775698	26	-	ENST00000357869.8	ADCY6	ADCY6
ENSG00000174233	chr12	48775673	48775698	26	-	ENST00000357869.8	ADCY6	ADCY6
ENSG00000174844	chr3	57523583	57523609	27	-	ENST00000311202.7	DNAH12	DNAH12
ENSG00000174844	chr3	57523583	57523609	27	-	ENST00000311202.7	DNAH12	DNAH12
ENSG00000174844	chr3	57523583	57523609	27	-	ENST00000311202.7	DNAH12	DNAH12
ENSG00000187017	chr1	6457361	6457372	12	+	ENST00000461727.6	ESPN	ESPN
ENSG00000187017	chr1	6457361	6457372	12	+	ENST00000461727.6	ESPN	ESPN
ENSG00000187017	chr1	6457361	6457372	12	+	ENST00000461727.6	ESPN	ESPN
ENSG00000196535	chr17	29116444	29116455	12	-	ENST00000531253.5	MYO18A	MYO18A
ENSG00000196535	chr17	29116444	29116455	12	-	ENST00000531253.5	MYO18A	MYO18A
ENSG00000196535	chr17	29116444	29116455	12	-	ENST00000531253.5	MYO18A	MYO18A
ENSG00000196730	chr9	87639789	87639815	27	+	ENST00000408954.8	DAPK1	DAPK1
ENSG00000196730	chr9	87639789	87639815	27	+	ENST00000408954.8	DAPK1	DAPK1
ENSG00000196730	chr9	87639789	87639815	27	+	ENST00000408954.8	DAPK1	DAPK1
ENSG00000196730	chr9	87639789	87639815	27	+	ENST00000469067.5	DAPK1	DAPK1
ENSG00000196730	chr9	87639789	87639815	27	+	ENST00000469067.5	DAPK1	DAPK1
ENSG00000196730	chr9	87639789	87639815	27	+	ENST00000469067.5	DAPK1	DAPK1
ENSG00000198399	chr2	24360304	24360309	6	-	ENST00000361999.7	ITSN2	ITSN2
ENSG00000198399	chr2	24360304	24360309	6	-	ENST00000361999.7	ITSN2	ITSN2
ENSG00000198399	chr2	24360304	24360309	6	-	ENST00000361999.7	ITSN2	ITSN2
ENSG00000198626	chr1	237355965	237355985	21	+	ENST00000609119.2	RYR2	RYR2
ENSG00000198626	chr1	237355965	237355985	21	+	ENST00000609119.2	RYR2	RYR2
ENSG00000198626	chr1	237355965	237355985	21	+	ENST00000609119.2	RYR2	RYR2
ENSG00000198626	chr1	237364358	237364372	15	+	ENST00000609119.2	RYR2	RYR2
ENSG00000198626	chr1	237364358	237364372	15	+	ENST00000609119.2	RYR2	RYR2
ENSG00000198626	chr1	237364358	237364372	15	+	ENST00000609119.2	RYR2	RYR2
ENSG00000206560	chr3	15695188	15695214	27	-	ENST00000399451.6	ANKRD28	ANKRD28
ENSG00000206560	chr3	15695188	15695214	27	-	ENST00000399451.6	ANKRD28	ANKRD28
ENSG00000206560	chr3	15695188	15695214	27	-	ENST00000399451.6	ANKRD28	ANKRD28
ENSG00000213380	chr16	69335326	69335348	23	-	ENST00000562595.5	COG8	COG8
ENSG00000213380	chr16	69335326	69335348	23	-	ENST00000562595.5	COG8	COG8
ENSG00000213380	chr16	69335326	69335348	23	-	ENST00000562595.5	COG8	COG8
ENSG00000223812	chr3	191557262	191557288	27	+	ENST00000671595.1	PYDC2-AS1	PYDC2-AS1
ENSG00000223812	chr3	191557262	191557288	27	+	ENST00000671595.1	PYDC2-AS1	PYDC2-AS1
ENSG00000223812	chr3	191557262	191557288	27	+	ENST00000671595.1	PYDC2-AS1	PYDC2-AS1
ENSG00000231672	chr2	217319167	217319177	11	-	ENST00000486365.5	DIRC3	DIRC3
ENSG00000231672	chr2	217319167	217319177	11	-	ENST00000486365.5	DIRC3	DIRC3
ENSG00000231672	chr2	217319167	217319177	11	-	ENST00000486365.5	DIRC3	DIRC3
ENSG00000233098	chr17	20958302	20958326	25	+	ENST00000579168.6	CCDC144NL-AS1	CCDC144NL-AS1
ENSG00000233098	chr17	20958302	20958326	25	+	ENST00000579168.6	CCDC144NL-AS1	CCDC144NL-AS1
ENSG00000233098	chr17	20958302	20958326	25	+	ENST00000579168.6	CCDC144NL-AS1	CCDC144NL-AS1
ENSG00000291129	chr1	39553118	39553144	27	-	ENST00000431553.7		
ENSG00000291129	chr1	39553118	39553144	27	-	ENST00000431553.7		
ENSG00000291129	chr1	39553118	39553144	27	-	ENST00000431553.7		
ENSG00000291139	chr7	103277614	103277638	25	-	ENST00000411491.5	DPY19L2P2	DPY19L2P2
ENSG00000291139	chr7	103277614	103277638	25	-	ENST00000411491.5	DPY19L2P2	DPY19L2P2
ENSG00000291139	chr7	103277614	103277638	25	-	ENST00000411491.5	DPY19L2P2	DPY19L2P2
ENSG00000291139	chr7	103277614	103277638	25	-	ENST00000446373.3	DPY19L2P2	DPY19L2P2
ENSG00000291139	chr7	103277614	103277638	25	-	ENST00000446373.3	DPY19L2P2	DPY19L2P2
ENSG00000291139	chr7	103277614	103277638	25	-	ENST00000446373.3	DPY19L2P2	DPY19L2P2
