gene_id	seqnames	start	end	width	strand	isoform_id	gene_name
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000008394	chr12	16347694	16347710	17	+	ENST00000535309.5	MGST1
ENSG00000008394	chr12	16347694	16347710	17	+	ENST00000535309.5	MGST1
ENSG00000008394	chr12	16347694	16347710	17	+	ENST00000535309.5	MGST1
ENSG00000011426	chr7	36426015	36426036	22	+	ENST00000265748.7	ANLN
ENSG00000011426	chr7	36426015	36426036	22	+	ENST00000265748.7	ANLN
ENSG00000011426	chr7	36426015	36426036	22	+	ENST00000265748.7	ANLN
ENSG00000011426	chr7	36426015	36426036	22	+	ENST00000396068.6	ANLN
ENSG00000011426	chr7	36426015	36426036	22	+	ENST00000396068.6	ANLN
ENSG00000011426	chr7	36426015	36426036	22	+	ENST00000396068.6	ANLN
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000013125.9	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000013125.9	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000013125.9	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000554990.6	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000554990.6	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000554990.6	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000557390.6	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000557390.6	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000557390.6	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000682126.1	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000682126.1	MAP4K5
ENSG00000012983	chr14	50438092	50438094	3	-	ENST00000682126.1	MAP4K5
ENSG00000015153	chr12	42161749	42161765	17	-	ENST00000547254.5	YAF2
ENSG00000015153	chr12	42161749	42161765	17	-	ENST00000547254.5	YAF2
ENSG00000015153	chr12	42161749	42161765	17	-	ENST00000547254.5	YAF2
ENSG00000015153	chr12	42238155	42238180	26	-	ENST00000546726.5	YAF2
ENSG00000015153	chr12	42238155	42238180	26	-	ENST00000546726.5	YAF2
ENSG00000015153	chr12	42238155	42238180	26	-	ENST00000546726.5	YAF2
ENSG00000021762	chr11	3120608	3120624	17	-	ENST00000533234.5	OSBPL5
ENSG00000021762	chr11	3120608	3120624	17	-	ENST00000533234.5	OSBPL5
ENSG00000021762	chr11	3120608	3120624	17	-	ENST00000533234.5	OSBPL5
ENSG00000022976	chr14	102338816	102338830	15	+	ENST00000560568.5	ZNF839
ENSG00000022976	chr14	102338816	102338830	15	+	ENST00000560568.5	ZNF839
ENSG00000022976	chr14	102338816	102338830	15	+	ENST00000560568.5	ZNF839
ENSG00000023171	chr11	123578410	123578430	21	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123578410	123578430	21	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123578410	123578430	21	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000529750.5	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000529750.5	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000529750.5	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000633087.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000633087.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000633087.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000635736.2	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000635736.2	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000635736.2	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000638086.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000638086.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000638086.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000638157.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000638157.1	GRAMD1B
ENSG00000023171	chr11	123584312	123584332	21	+	ENST00000638157.1	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000456860.6	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000529750.5	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000529750.5	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000529750.5	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000638086.1	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000638086.1	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000638086.1	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000646146.1	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000646146.1	GRAMD1B
ENSG00000023171	chr11	123618345	123618356	12	+	ENST00000646146.1	GRAMD1B
ENSG00000026036	chr20	63688170	63688179	10	+	ENST00000496281.2	RTEL1-TNFRSF6B
ENSG00000026036	chr20	63688170	63688179	10	+	ENST00000496281.2	RTEL1-TNFRSF6B
ENSG00000026036	chr20	63688170	63688179	10	+	ENST00000496281.2	RTEL1-TNFRSF6B
ENSG00000029534	chr8	41700431	41700454	24	-	ENST00000265709.14	ANK1
ENSG00000029534	chr8	41700431	41700454	24	-	ENST00000265709.14	ANK1
ENSG00000029534	chr8	41700431	41700454	24	-	ENST00000265709.14	ANK1
ENSG00000029534	chr8	41700431	41700454	24	-	ENST00000705522.1	ANK1
ENSG00000029534	chr8	41700431	41700454	24	-	ENST00000705522.1	ANK1
ENSG00000029534	chr8	41700431	41700454	24	-	ENST00000705522.1	ANK1
ENSG00000030110	chr6	33574506	33574525	20	-	ENST00000442998.6	BAK1
ENSG00000030110	chr6	33574506	33574525	20	-	ENST00000442998.6	BAK1
ENSG00000030110	chr6	33574506	33574525	20	-	ENST00000442998.6	BAK1
ENSG00000035664	chr15	64046298	64046322	25	-	ENST00000612884.4	DAPK2
ENSG00000035664	chr15	64046298	64046322	25	-	ENST00000612884.4	DAPK2
ENSG00000035664	chr15	64046298	64046322	25	-	ENST00000612884.4	DAPK2
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000042381.9	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000042381.9	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000042381.9	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000428437.6	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000428437.6	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000428437.6	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000540839.7	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000540839.7	RIPOR1
ENSG00000039523	chr16	67539728	67539751	24	+	ENST00000540839.7	RIPOR1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000338950.9	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000338950.9	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000338950.9	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000344537.10	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000344537.10	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000344537.10	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000355917.7	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000355917.7	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000355917.7	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000510395.5	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000510395.5	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000510395.5	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000513680.5	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000513680.5	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000513680.5	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000622898.4	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000622898.4	DTNBP1
ENSG00000047579	chr6	15593059	15593081	23	-	ENST00000622898.4	DTNBP1
ENSG00000047648	chrX	11182063	11182074	12	-	ENST00000491514.1	ARHGAP6
ENSG00000047648	chrX	11182063	11182074	12	-	ENST00000491514.1	ARHGAP6
ENSG00000047648	chrX	11182063	11182074	12	-	ENST00000491514.1	ARHGAP6
ENSG00000047932	chr6	117577448	117577471	24	-	ENST00000368498.7	GOPC
ENSG00000047932	chr6	117577448	117577471	24	-	ENST00000368498.7	GOPC
ENSG00000047932	chr6	117577448	117577471	24	-	ENST00000368498.7	GOPC
ENSG00000047932	chr6	117577448	117577471	24	-	ENST00000535237.2	GOPC
ENSG00000047932	chr6	117577448	117577471	24	-	ENST00000535237.2	GOPC
ENSG00000047932	chr6	117577448	117577471	24	-	ENST00000535237.2	GOPC
ENSG00000063601	chrX	150712342	150712365	24	+	ENST00000445323.7	MTMR1
ENSG00000063601	chrX	150712342	150712365	24	+	ENST00000445323.7	MTMR1
ENSG00000063601	chrX	150712342	150712365	24	+	ENST00000445323.7	MTMR1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000394303.8	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000394303.8	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000394303.8	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000394310.7	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000394310.7	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000394310.7	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000539338.6	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000539338.6	CACNB1
ENSG00000067191	chr17	39185131	39185150	20	-	ENST00000539338.6	CACNB1
ENSG00000069020	chr5	67094157	67094165	9	+	ENST00000405643.5	MAST4
ENSG00000069020	chr5	67094157	67094165	9	+	ENST00000405643.5	MAST4
ENSG00000069020	chr5	67094157	67094165	9	+	ENST00000405643.5	MAST4
ENSG00000070501	chr8	42357198	42357223	26	+	ENST00000523465.1	POLB
ENSG00000070501	chr8	42357198	42357223	26	+	ENST00000523465.1	POLB
ENSG00000070501	chr8	42357198	42357223	26	+	ENST00000523465.1	POLB
ENSG00000072756	chr3	3126965	3126990	26	+	ENST00000434583.5	TRNT1
ENSG00000072756	chr3	3126965	3126990	26	+	ENST00000434583.5	TRNT1
ENSG00000072756	chr3	3126965	3126990	26	+	ENST00000434583.5	TRNT1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000263710.8	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000263710.8	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000263710.8	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000409078.8	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000409078.8	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000409078.8	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000541377.5	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000541377.5	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000541377.5	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000696935.1	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000696935.1	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000696935.1	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000700755.1	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000700755.1	CLASP1
ENSG00000074054	chr2	121401868	121401870	3	-	ENST00000700755.1	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000409078.8	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000409078.8	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000409078.8	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000455322.7	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000455322.7	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000455322.7	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000541377.5	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000541377.5	CLASP1
ENSG00000074054	chr2	121409024	121409047	24	-	ENST00000541377.5	CLASP1
ENSG00000074054	chr2	121444939	121444962	24	-	ENST00000455322.7	CLASP1
ENSG00000074054	chr2	121444939	121444962	24	-	ENST00000455322.7	CLASP1
ENSG00000074054	chr2	121444939	121444962	24	-	ENST00000455322.7	CLASP1
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000539846.5	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000539846.5	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000539846.5	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000593945.6	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000593945.6	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000593945.6	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000598810.5	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000598810.5	TEAD2
ENSG00000074219	chr19	49355959	49355970	12	-	ENST00000598810.5	TEAD2
ENSG00000074964	chr1	17634548	17634562	15	+	ENST00000361221.8	ARHGEF10L
ENSG00000074964	chr1	17634548	17634562	15	+	ENST00000361221.8	ARHGEF10L
ENSG00000074964	chr1	17634548	17634562	15	+	ENST00000361221.8	ARHGEF10L
ENSG00000074964	chr1	17634548	17634562	15	+	ENST00000375415.5	ARHGEF10L
ENSG00000074964	chr1	17634548	17634562	15	+	ENST00000375415.5	ARHGEF10L
ENSG00000074964	chr1	17634548	17634562	15	+	ENST00000375415.5	ARHGEF10L
ENSG00000076554	chr8	80038217	80038235	19	-	ENST00000521241.6	TPD52
ENSG00000076554	chr8	80038217	80038235	19	-	ENST00000521241.6	TPD52
ENSG00000076554	chr8	80038217	80038235	19	-	ENST00000521241.6	TPD52
ENSG00000076685	chr10	103105358	103105381	24	-	ENST00000674860.1	NT5C2
ENSG00000076685	chr10	103105358	103105381	24	-	ENST00000674860.1	NT5C2
ENSG00000076685	chr10	103105358	103105381	24	-	ENST00000674860.1	NT5C2
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000391959.5	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000391959.5	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000391959.5	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000608999.6	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000608999.6	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000608999.6	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000704899.1	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000704899.1	PPP1R12B
ENSG00000077157	chr1	202558877	202558893	17	+	ENST00000704899.1	PPP1R12B
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000325590.9	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000325590.9	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000325590.9	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000356264.7	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000356264.7	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000356264.7	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000441628.5	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000441628.5	AMPH
ENSG00000078053	chr7	38429842	38429865	24	-	ENST00000441628.5	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000325590.9	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000325590.9	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000325590.9	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000356264.7	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000356264.7	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000356264.7	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000441628.5	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000441628.5	AMPH
ENSG00000078053	chr7	38432189	38432212	24	-	ENST00000441628.5	AMPH
ENSG00000078403	chr10	21534476	21534494	19	+	ENST00000652497.1	MLLT10
ENSG00000078403	chr10	21534476	21534494	19	+	ENST00000652497.1	MLLT10
ENSG00000078403	chr10	21534476	21534494	19	+	ENST00000652497.1	MLLT10
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000437473.6	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000437473.6	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000437473.6	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000504921.7	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000504921.7	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000504921.7	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000514015.5	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000514015.5	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000514015.5	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000707127.1	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000707127.1	MEF2C
ENSG00000081189	chr5	88730211	88730234	24	-	ENST00000707127.1	MEF2C
ENSG00000081189	chr5	88761325	88761328	4	-	ENST00000503075.1	MEF2C
ENSG00000081189	chr5	88761325	88761328	4	-	ENST00000503075.1	MEF2C
ENSG00000081189	chr5	88761325	88761328	4	-	ENST00000503075.1	MEF2C
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000358082.7	TRPM3
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000358082.7	TRPM3
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000358082.7	TRPM3
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000704565.1	TRPM3
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000704565.1	TRPM3
ENSG00000083067	chr9	70862908	70862910	3	-	ENST00000704565.1	TRPM3
ENSG00000084234	chr11	130068147	130068158	12	+	ENST00000650012.1	APLP2
ENSG00000084234	chr11	130068147	130068158	12	+	ENST00000650012.1	APLP2
ENSG00000084234	chr11	130068147	130068158	12	+	ENST00000650012.1	APLP2
ENSG00000086189	chr5	62389027	62389052	26	-	ENST00000651114.1	DIMT1
ENSG00000086189	chr5	62389027	62389052	26	-	ENST00000651114.1	DIMT1
ENSG00000086189	chr5	62389027	62389052	26	-	ENST00000651114.1	DIMT1
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000254108.12	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000254108.12	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000254108.12	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000380244.7	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000380244.7	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000380244.7	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000487045.6	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000487045.6	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000487045.6	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000487509.6	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000487509.6	FUS
ENSG00000089280	chr16	31182398	31182422	25	+	ENST00000487509.6	FUS
ENSG00000092758	chr20	62821507	62821530	24	+	ENST00000649368.1	COL9A3
ENSG00000092758	chr20	62821507	62821530	24	+	ENST00000649368.1	COL9A3
ENSG00000092758	chr20	62821507	62821530	24	+	ENST00000649368.1	COL9A3
ENSG00000093144	chr6	127315135	127315138	4	-	ENST00000479525.6	ECHDC1
ENSG00000093144	chr6	127315135	127315138	4	-	ENST00000479525.6	ECHDC1
ENSG00000093144	chr6	127315135	127315138	4	-	ENST00000479525.6	ECHDC1
ENSG00000093144	chr6	127316450	127316459	10	-	ENST00000461239.2	ECHDC1
ENSG00000093144	chr6	127316450	127316459	10	-	ENST00000461239.2	ECHDC1
ENSG00000093144	chr6	127316450	127316459	10	-	ENST00000461239.2	ECHDC1
ENSG00000096654	chr6	27472661	27472681	21	-	ENST00000377419.1	ZNF184
ENSG00000096654	chr6	27472661	27472681	21	-	ENST00000377419.1	ZNF184
ENSG00000096654	chr6	27472661	27472681	21	-	ENST00000377419.1	ZNF184
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000369256.6	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000369256.6	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000369256.6	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000392952.7	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000392952.7	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000392952.7	ABLIM1
ENSG00000099204	chr10	114440082	114440089	8	-	ENST00000392955.7	ABLIM1
