isoform_id	A5	A5_genomic_start	A5_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000357337	3	77160189;77173779;77242253	77161906;77174311;77243059	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
ENST00000503176	1	50106069	50106368	ENSG00000005882	PDK2	50098692,50098832,50101275,50101596,50101609,50103422,50103424,50104422,50108289,50111370,50111596
ENST00000359106	1	50608019	50608040	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000431138	1	87878133	87878225	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000358039	2	112541790;112610455	112541951;112610841	ENSG00000007341	ST7L	112525160,112527407,112530012,112530278,112531964,112533969,112536661,112537873,112542940,112544096,112549261,112553019,112556836,112557401,112557403,112559378,112563995,112565879,112574920,112575673,112584632,112584960,112589435,112591405,112595233,112599693,112602342,112602792,112603376,112604955,112605800,112606811,112609691,112610740,112611837,112613336,112614830,112616138,112620426
ENST00000629543	1	189931	189968	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000468732	1	189931	189968	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	1	189931	189968	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000378633	1	1719328	1719358	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
ENST00000262013	1	51030914	51031681	ENSG00000008294	SPAG9	50966226,50970382,50970997,50971419,50972183,50972746,50972957,50973953,50974421,50974826,50975938,50978325,50979804,50980731,50982602,50983686,50984770,50985278,50988877,50989201,50989432,50994885,50996102,50996324,50999691,51003107,51004305,51004972,51005022,51005055,51007861,51009524,51009778,51010825,51011194,51015301,51016230,51017873,51018624,51027715,51028791,51031961,51035605,51035884,51035900,51036515,51038692,51044268,51045652,51046643,51048754,51053704,51055917,51059620,51062065,51063280,51069992,51071638,51076604,51077630,51079383,51081922,51086124,51086521,51090088,51095066,51096217,51098236,51099510,51100787,51102104,51104318,51107774,51115514,51115646
ENST00000686025	1	114731404	114732604	ENSG00000009307	CSDE1	114717456,114719165,114722287,114731039,114738550,114740338,114742661,114750312,114750707,114750875,114750920,114753615,114753784,114755545
ENST00000339438	2	114731404;114749817	114732604;114749821	ENSG00000009307	CSDE1	114717456,114719165,114722287,114731039,114738550,114740338,114742661,114750312,114750707,114750875,114750920,114753615,114753784,114755545
ENST00000261534	1	77279537	77279823	ENSG00000009830	POMT2	77275398,77276100,77276252,77279855,77280465,77281431,77287193,77287792,77292976,77293615,77294018,77295866,77299624,77299626,77303607,77305567,77305990,77308298,77310141,77311297,77314288,77314438,77316064,77317059,77319725
ENST00000295050	1	231339868	231340061	ENSG00000010072	SPRTN	231343637,231344261,231345609,231347507,231347804,231350165
ENST00000391858	1	231339868	231340061	ENSG00000010072	SPRTN	231343637,231344261,231345609,231347507,231347804,231350165
ENST00000327906	1	52411247	52411339	ENSG00000010318	PHF7	52411522,52412149,52412648,52415699,52415701,52415747,52422028,52422030,52422032
ENST00000007969	2	6904903;6907445	6905075;6907733	ENSG00000010626	LRRC23	6874995,6875700,6882381,6883600,6883676,6884124,6884536,6888048,6892950,6893524,6894590,6899760,6900184,6911635,6912700,6912813,6913339,6913711
ENST00000393119	2	58211730;58219148	58212378;58219151	ENSG00000011143	MKS1	58206140,58210446,58211376,58212207,58215784,58218049
ENST00000265970	1	17148239	17148667	ENSG00000011405	PIK3C2A	17077849,17083423,17085987,17085989,17089678,17089686,17089688,17091165,17097019,17097021,17102685,17105742,17106315,17108015,17108337,17108482,17111791,17112930,17115682,17117649,17119609,17120521,17122532,17123726,17134947,17135165,17135806,17136445,17137358,17138192,17140945,17140985,17142002,17144764,17144963,17146589,17148077,17148322,17152806,17154689,17158216,17162394,17162502,17163174,17165643,17167676,17175362,17175364,17178125,17183039,17183041,17184318,17188008,17188206,17188293,17191467,17192013,17194367,17198660,17202124,17204136
ENST00000691414	1	17148239	17148667	ENSG00000011405	PIK3C2A	17077849,17083423,17085987,17085989,17089678,17089686,17089688,17091165,17097019,17097021,17102685,17105742,17106315,17108015,17108337,17108482,17111791,17112930,17115682,17117649,17119609,17120521,17122532,17123726,17134947,17135165,17135806,17136445,17137358,17138192,17140945,17140985,17142002,17144764,17144963,17146589,17148077,17148322,17152806,17154689,17158216,17162394,17162502,17163174,17165643,17167676,17175362,17175364,17178125,17183039,17183041,17184318,17188008,17188206,17188293,17191467,17192013,17194367,17198660,17202124,17204136
ENST00000391919	1	46383878	46383998	ENSG00000011485	PPP5C	46348266,46349683,46350373,46352982,46356946,46358080,46365688,46365690,46365799,46366490,46366624,46366626,46367385,46367714,46368347,46369094,46369110,46371416,46371807,46371856,46372345,46373188,46373410,46374777,46375050,46376523,46378043,46378397,46378766,46381245,46381247,46382841,46383125,46383127,46383670,46384042,46385017,46386339,46387002,46387368,46388881,46390658
ENST00000012443	1	46383878	46383998	ENSG00000011485	PPP5C	46348266,46349683,46350373,46352982,46356946,46358080,46365688,46365690,46365799,46366490,46366624,46366626,46367385,46367714,46368347,46369094,46369110,46371416,46371807,46371856,46372345,46373188,46373410,46374777,46375050,46376523,46378043,46378397,46378766,46381245,46381247,46382841,46383125,46383127,46383670,46384042,46385017,46386339,46387002,46387368,46388881,46390658
ENST00000377990	1	65074404	65075245	ENSG00000011523	CEP68	65063094,65063096,65063682,65074576,65074955,65075298,65076187,65076189,65076513,65077140,65079622,65082489,65084020
ENST00000557390	1	50532400	50532448	ENSG00000012983	MAP4K5	50419389,50420966,50421403,50421459,50423637,50424578,50425222,50425679,50427731,50428785,50429409,50429569,50429571,50431046,50431718,50432982,50433339,50435316,50440220,50443883,50444772,50444862,50450318,50455001,50456248,50456250,50456586,50469536,50471382,50472577,50472906,50473608,50474258,50484813,50489216,50490066,50494879,50495717,50505266,50505298,50507641,50508259,50508378,50508676,50508923,50520037,50520039,50520041,50524475,50534744,50535078,50538201,50542197,50542917,50543728,50544851,50546885,50549796,50553152,50553154,50554450,50555789,50559701,50559870
ENST00000381604	2	240970;249088	241583;249261	ENSG00000015171	ZMYND11	130537,130985,133631,134820,137073,137105,137107,137109,138440,138442,141778,145013,148668,154523,154555,154557,157344,164270,164287,168239,170098,171960,173591,174096,175189,181876,183002,183722,189721,190347,191383,191622,194822,195577,198753,199364,199574,207080,207304,213060,215702,218259,218948,222123,224932,225759,226472,228501,228895,230791,233243,234422,234906,238876,242083,242221,242605,245588,247885,248120,248679,248814,248959,249173,251513,253491,254264
ENST00000226328	1	70789592	70790082	ENSG00000018189	RUFY3	70705911,70706422,70709488,70710249,70710251,70710253,70710255,70710257,70713168,70716465,70719667,70724106,70725528,70730987,70732429,70732449,70734704,70736014,70737311,70737360,70741579,70741979,70745695,70746737,70753814,70756311,70757867,70757980,70757982,70760157,70762720,70762722,70763784,70764323,70766389,70769026,70769966,70771225,70777775,70778101,70778999,70780438,70782781,70783309,70784062,70785705,70788153,70794218,70797359,70798720,70804109,70804519,70804521,70805547,70805700,70808124
ENST00000681891	1	177523805	177524950	ENSG00000018510	AGPS	177395878,177396324,177397342,177404486,177405360,177409671,177415393,177415613,177416109,177417263,177424424,177424426,177424864,177431549,177437486,177438289,177441682,177446121,177454413,177459857,177461315,177461350,177464086,177467049,177467156,177467314,177468568,177470572,177470798,177473815,177474321,177474435,177474757,177475670,177480269,177491000,177492630,177493811,177493813,177494471,177496234,177496306,177496999,177497832,177499835,177503600,177503858,177509139,177509184,177512284,177512988,177513379,177513902,177520393,177525752,177525754,177528537,177528771,177532821,177537500,177538767,177540058,177540155,177541301,177541491,177549696,177550843,177551352,177552243,177552991,177553035,177553600,177555063,177556486,177558178,177561927,177563307,177563362
BambuTx809	1	119565125	119565232	ENSG00000018610	STEEP1	119538363,119543153,119543332,119545761,119548864,119549792,119550509,119554313,119555872,119558629,119559308,119560859,119561918,119562401
ENST00000261245	1	60808428	60809015	ENSG00000020426	MNAT1	60736008,60736170,60741320,60744501,60748693,60748695,60749115,60751306,60757762,60758834,60760405,60761647,60771565,60781089,60781939,60789713,60793507,60796662,60798429,60799224,60802732,60806699,60809092,60809094,60809489,60809605,60813260,60816678,60816701,60816703,60817296,60820122,60820948,60826291,60826461,60826928,60827249,60831643,60839247,60839784,60839871,60842431,60842897,60843995,60849600,60850256,60851661,60851663,60852017,60852527,60858040,60858915,60859713,60862939,60864750,60866051,60866358,60866643,60867976,60868250,60870319,60870358,60872372,60874689,60879376,60880663,60881329,60883390,60886615,60886709,60890143,60892840,60897552,60897663,60897976,60899897,60904263,60915683,60916523,60916821,60919472,60920081,60925431,60925513,60926846,60927275,60928343,60935910,60936691,60944894,60948299,60950522,60952087,60952342,60952725,60954592,60957982,60959854,60959972,60960534,60961768,60963685,60965983,60967253,60969914,60969916
ENST00000356187	1	500840	502062	ENSG00000023191	RNH1	496705,497033,501859,501923,503383
ENST00000356859	2	95252071;95296258	95252440;95296956	ENSG00000028203	VEZT	95218628,95221433,95221717,95224930,95225963,95226503,95226527,95227485,95230669,95232639,95233048,95241371,95243243,95244351,95256196,95258938,95259667,95260981,95262203,95263702,95263704,95264760,95265005,95265007,95267107,95270794,95272028,95272339,95273350,95273352,95273354,95275735,95278938,95281138,95283190,95286918,95290145,95291943,95292126,95294696,95300595,95301781
ENST00000436874	2	95252071;95296258	95252440;95296956	ENSG00000028203	VEZT	95218628,95221433,95221717,95224930,95225963,95226503,95226527,95227485,95230669,95232639,95233048,95241371,95243243,95244351,95256196,95258938,95259667,95260981,95262203,95263702,95263704,95264760,95265005,95265007,95267107,95270794,95272028,95272339,95273350,95273352,95273354,95275735,95278938,95281138,95283190,95286918,95290145,95291943,95292126,95294696,95300595,95301781
ENST00000265709	1	41661801	41661876	ENSG00000029534	ANK1	41655705,41656237,41660665,41661399,41661728,41666251,41666596,41666794,41667432,41670008,41670435,41670663,41671311,41672750,41673025,41673027,41673552,41673736,41674058,41674300,41674676,41675936,41678058,41678060,41678283,41680908,41681596,41681880,41682374,41683091,41683103,41683185,41683187,41683565,41683703,41685073,41687004,41688485,41689267,41690096,41692458,41692723,41693367,41693582,41694350,41704728,41707933,41709428,41709804,41712712,41713721,41715658,41716760,41717204,41717212,41717260,41719373,41720292,41720294,41720862,41722241,41726894,41726959,41726961,41727726,41728335,41731342,41732225,41733088,41733873,41735991,41736917,41737534,41739849,41740939,41741025,41742840,41743872,41747091,41749223,41750715,41752237,41753485,41753487,41753489,41753598,41754746,41756587,41759767,41760078,41761120,41761142,41761144,41761146,41761170,41761184,41761278,41761316,41761348,41761466,41761655,41762296,41763084,41764169,41764171,41767785,41767904,41768128,41770126,41771734,41773734,41773736,41775155,41776093,41779149,41780689,41780721,41780729,41780739,41780757,41780813,41780815,41780817,41780819,41781226,41782245,41782268,41783248,41783518,41783922,41783932,41784592,41784594,41784766,41784768,41785228,41785577,41788145,41790687,41790689,41793938,41794011,41794352,41795996,41799332,41802461,41802463,41806343,41806345,41808212,41809016,41809391,41809636,41812459,41812815,41814400,41814827,41816201,41817823,41819020,41819763,41821531,41821533,41824333,41826769,41827792,41827836,41827895,41827941,41830978,41831383,41831385,41832160,41834152,41834720,41834806,41837555,41838945,41839273,41839275,41839962,41841299,41844019,41845863,41846012,41846014,41847620,41847827,41848754,41850907,41851725,41851997,41856574,41861247,41862880,41865657,41870226,41871777,41873972,41873991,41874009,41874037,41878052,41878600,41878683,41878714,41880146,41880575,41882333,41882703,41883271,41886332,41889334,41889341,41889882,41890258,41890277,41891009,41891015,41891877,41893211,41893358,41893737,41893757
ENST00000428386	1	27423641	27424037	ENSG00000033867	SLC4A7	27373833,27377537,27383113,27388954,27399255,27408354,27413159,27414342,27414898,27416571,27416573,27418045,27418047,27418115,27419714,27423908,27424511,27425916,27426753,27429134,27430296,27430298,27431169,27432479,27432553,27432666,27443722,27443724,27447410,27447483,27449572,27452736,27452961,27454684,27462970,27468761,27468763,27468843,27471094,27471517,27475877,27476715,27481062
ENST00000519449	1	100268604	100268785	ENSG00000034677	RNF19A	100257540,100261239,100262314,100263082,100263564,100263959,100265771,100265877,100266655,100267194,100269278,100269504,100270910,100271548,100271550,100272588,100275462,100275919,100277022,100277121,100288594,100291044,100291904,100292244,100296531,100297924,100299967,100303527,100312985,100313224,100313857,100317472,100318481,100318793,100318795,100320409,100321176,100321521,100321523,100322701,100326157,100328064,100328066,100328392,100329234,100329601,100331505,100331958,100332458
ENST00000341084	1	100268604	100268785	ENSG00000034677	RNF19A	100257540,100261239,100262314,100263082,100263564,100263959,100265771,100265877,100266655,100267194,100269278,100269504,100270910,100271548,100271550,100272588,100275462,100275919,100277022,100277121,100288594,100291044,100291904,100292244,100296531,100297924,100299967,100303527,100312985,100313224,100313857,100317472,100318481,100318793,100318795,100320409,100321176,100321521,100321523,100322701,100326157,100328064,100328066,100328392,100329234,100329601,100331505,100331958,100332458
ENST00000344204	2	14399070;14465640	14399400;14466451	ENSG00000038382	TRIO	14146429,14149136,14150216,14150418,14151050,14151280,14151879,14152276,14153118,14160857,14162857,14163125,14163127,14163669,14164437,14164811,14165317,14165356,14166268,14168608,14169080,14169842,14170441,14171199,14173355,14174204,14175767,14177383,14179581,14180992,14186722,14189610,14190940,14191129,14193115,14194046,14206820,14207575,14208380,14208422,14212007,14214058,14215226,14216085,14216487,14217061,14220646,14226404,14228386,14230478,14233682,14235720,14237458,14238241,14238380,14238536,14238588,14239720,14242986,14249137,14249532,14249756,14249896,14250340,14252945,14253168,14254466,14255501,14259740,14260454,14261971,14262128,14263269,14263736,14263848,14267486,14270123,14274750,14276313,14278294,14278907,14279760,14279762,14283514,14283528,14283649,14287211,14287506,14295004,14295262,14299305,14299337,14301761,14305238,14306614,14307534,14309104,14311044,14312209,14313417,14316767,14321422,14321517,14322380,14324848,14325084,14327789,14328061,14329636,14329831,14330511,14330513,14331744,14331746,14332496,14333725,14335960,14337204,14338472,14343132,14343502,14345239,14347766,14348506,14348582,14348588,14348590,14348617,14348635,14348637,14348699,14348779,14348896,14349058,14349115,14349117,14349991,14350709,14350971,14351626,14355142,14356762,14357143,14357570,14357981,14358749,14363603,14363687,14363831,14365314,14367814,14370034,14374379,14375237,14376429,14376784,14376786,14379540,14380759,14383386,14383388,14385284,14385582,14387050,14387138,14389369,14390727,14390970,14391753,14392620,14393722,14393739,14394976,14396614,14397132,14398313,14399505,14399812,14400422,14401892,14401915,14402468,14405049,14406263,14411162,14411203,14413358,14415996,14418939,14420109,14420631,14422161,14423006,14429405,14430353,14433440,14434964,14434966,14436025,14436711,14437625,14440569,14442155,14442512,14446482,14446603,14446605,14448457,14452088,14452571,14452573,14452678,14457770,14461906,14463263,14463327,14463329,14463875,14467682,14468992,14470613,14472371,14472562,14473893,14474107,14477088,14481288,14482022,14482251,14483718,14486914,14489185,14490560,14490562,14491718,14491898,14493425,14496357,14498082,14499060,14499421,14503020,14505696,14507756,14507758,14510095,14513089,14514437,14515081,14515083,14516925,14518960,14524678,14524703,14526592,14529326
ENST00000703130	1	11126146	11126787	ENSG00000038532	CLEC16A	10945388,10946014,10954998,10956214,10957243,10958760,10958762,10959536,10960719,10962097,10962626,10963156,10965127,10967899,10968502,10972683,10974043,10974979,10975791,10976798,10978192,10978218,10978375,10980656,10982058,10982846,10982896,10984192,10985565,10986510,10986586,10986997,10991086,10994202,10994294,10994296,10996682,10997106,10998955,11000694,11001079,11002203,11007684,11008138,11009781,11010981,11012834,11013117,11013136,11014045,11014412,11016186,11019025,11022138,11024173,11024990,11029005,11029333,11029335,11029976,11031417,11031571,11031922,11034890,11034983,11034985,11035121,11036077,11036918,11038190,11039300,11043154,11043156,11043834,11046671,11048259,11048610,11049949,11053689,11056234,11056732,11057288,11057902,11058804,11061168,11061177,11063435,11065453,11065605,11066600,11067566,11068959,11069272,11069781,11079147,11079546,11079705,11081900,11082124,11082207,11092890,11094668,11094771,11098125,11099113,11099214,11099659,11101445,11106629,11108247,11110696,11112701,11113195,11113527,11114560,11114562,11114564,11116709,11120308,11120631,11123744,11124136,11125529,11127167,11129459,11131776,11131957,11135064,11138303,11138560,11143749,11152344,11158133,11158788,11159254,11162917,11163516,11164269,11167136,11167940,11167958,11168289,11169602,11171827,11171829,11171949,11171951,11172025,11172027,11172055,11172105,11172107,11172223,11173955,11173975,11173995,11175879,11175881,11176379,11178654,11180645
ENST00000510751	1	169588575	169588843	ENSG00000040275	SPDL1	169584562,169584787,169588342,169590838,169593867,169594804,169596304,169597621,169597623,169598778,169599687,169601350,169601684,169601728,169601730,169602391,169602393,169603247,169603386,169603710
ENST00000307340	1	216173946	216175252	ENSG00000042781	USH2A	215623491,215626054,215626912,215628968,215629304,215630149,215630161,215630169,215630196,215632659,215635167,215635906,215637847,215639857,215643328,215644132,215644989,215649196,215649198,215650155,215651199,215651328,215651653,215651679,215659979,215660291,215661367,215662021,215663577,215665250,215665716,215665893,215668903,215673507,215673509,215677665,215678081,215680296,215680741,215682663,215682665,215684115,215685902,215688680,215688682,215691496,215692627,215696456,215697875,215698289,215705252,215705507,215705509,215706243,215706514,215711137,215714508,215714510,215714512,215714514,215715106,215717503,215717505,215720088,215720280,215721933,215722784,215723012,215727998,215728044,215728872,215728880,215728882,215729256,215732059,215735094,215739528,215741901,215745614,215746491,215749477,215758788,215759587,215760599,215762953,215763548,215764374,215764939,215765828,215765948,215766861,215769300,215770995,215773183,215780693,215788422,215788728,215789756,215790841,215791207,215792847,215794885,215795357,215795359,215796817,215796819,215799854,215804826,215809623,215813344,215820083,215820832,215821935,215823073,215829283,215829570,215829930,215830704,215833928,215833930,215840688,215840690,215840692,215842619,215845840,215848046,215848542,215848631,215848852,215849244,215850428,215854747,215854938,215856743,215856745,215858558,215859559,215859940,215861815,215861984,215862674,215866690,215869947,215873208,215877562,215881987,215882951,215884114,215884116,215885047,215885527,215891483,215892471,215893994,215894351,215896622,215896624,215897014,215897128,215900523,215901577,215907214,215907216,215908726,215911130,215914684,215915729,215917831,215923623,215925134,215926081,215928464,215930557,215930599,215930735,215934323,215937436,215937438,215940858,215941243,215947188,215950103,215953089,215954256,215954808,215956214,215956313,215956315,215957944,215960905,215962595,215963238,215965964,215965986,215966071,215968639,215969820,215970654,215974806,215979524,215982712,215983992,215985665,215985667,215986527,215987906,215988276,215989570,216000179,216000362,216000518,216000520,216001790,216002957,216003709,216003800,216007178,216007860,216014763,216015308,216015885,216019496,216019926,216020438,216022411,216023030,216027550,216028256,216028679,216028681,216032201,216032203,216033448,216033710,216040086,216042311,216044301,216046692,216046694,216048276,216048336,216048559,216050173,216051512,216054926,216054928,216054981,216057555,216059638,216059640,216060904,216061628,216062013,216062212,216063932,216064471,216064650,216064903,216065019,216065021,216066579,216068813,216072842,216072844,216073284,216074318,216076075,216076495,216078192,216079488,216080891,216081397,216081521,216082936,216084146,216084148,216084150,216084469,216087444,216089174,216089253,216091186,216101340,216101779,216102439,216105329,216106143,216112802,216113273,216115902,216116182,216116184,216117313,216117490,216117861,216117891,216117915,216122443,216124929,216124931,216125444,216125446,216126368,216127599,216128997,216132347,216133155,216136753,216136755,216137181,216138485,216138759,216140282,216141498,216145251,216148478,216153376,216156080,216156115,216157507,216157895,216158202,216159506,216159902,216164059,216169149,216169406,216170479,216171299,216171485,216174052,216176479,216176641,216179750,216181884,216183629,216183706,216183783,216184480,216188820,216189097,216194389,216195125,216197086,216197260,216199178,216200044,216200684,216204417,216204833,216206450,216211996,216212704,216212706,216212952,216214216,216214373,216221672,216222846,216223261,216223578,216227197,216229042,216230472,216231692,216232374,216232569,216232866,216233897,216234942,216235909,216237082,216238721,216241457,216244233,216244626,216248401,216249843,216252159,216253491,216256541,216258438,216261839,216269518,216269772,216269990,216273120,216274175,216277589,216280179,216280195,216280936,216285861,216288755,216292568,216292754,216293996,216296498,216297989,216299616,216299650,216302993,216303035,216304816,216307381,216308747,216312220,216312685,216315841,216321862,216322569,216324573,216325556,216325728,216325841,216329402,216329827,216332471,216335090,216335257,216336742,216342529,216344961,216344963,216347964,216349973,216350244,216350246,216350548,216351036,216353309,216354501,216358058,216358364,216359871,216360274,216365492,216366226,216366993,216367970,216371459,216371687,216374019,216376903,216378104,216381236,216382248,216383819,216384164,216385229,216389877,216390536,216391007,216391628,216391630,216395149,216397922,216400572,216401791,216401793,216402668,216403632,216405650,216406458,216406836,216410393,216411605,216412285,216413179,216413181,216413627,216414727,216414931,216422945
