isoform_id	IR	IR_genomic_start	IR_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000635736	1	123623056	123626593	ENSG00000023171	GRAMD1B	123359288,123363907,123363966,123364050,123366155,123366157,123369169,123370183,123371128,123371613,123371727,123371905,123375980,123378782,123378865,123381560,123383076,123384015,123391885,123392088,123392570,123393541,123395152,123395494,123398314,123401163,123403295,123403688,123405189,123405941,123405947,123406878,123406947,123408362,123408794,123409250,123412402,123412432,123415614,123415876,123417419,123418984,123421145,123421570,123423933,123440171,123441350,123442274,123449303,123449695,123453225,123454947,123455554,123455600,123457859,123458049,123459108,123459534,123460835,123463793,123463819,123470175,123474089,123474317,123476796,123478386,123479115,123481743,123482617,123491497,123492452,123494075,123497226,123499267,123500189,123501991,123502222,123502224,123502335,123512585,123513801,123514616,123516205,123516512,123518237,123518523,123519631,123520905,123521058,123528565,123531880,123532224,123532751,123533114,123534063,123534991,123535691,123536283,123537417,123538121,123538132,123539679,123540867,123542225,123542438,123548044,123548523,123548525,123549853,123550378,123550428,123551693,123553319,123554424,123556373,123556375,123557605,123559389,123560588,123566133,123569593,123572410,123575062,123576198,123577110,123578393,123578395,123578397,123580200,123580525,123581872,123582997,123583130,123583150,123583158,123583234,123583276,123583327,123583350,123588646,123591214,123591485,123591744,123591785,123592460,123597241,123597820,123600800,123600802,123601321,123604353,123604952,123605820,123605822,123607202,123607579,123607780,123609143,123609241,123611669,123613709,123613733,123614265,123615071,123617328,123617949,123619357,123621435,123623771,123623996,123624145,123627384
ENST00000529750	1	123623056	123626593	ENSG00000023171	GRAMD1B	123359288,123363907,123363966,123364050,123366155,123366157,123369169,123370183,123371128,123371613,123371727,123371905,123375980,123378782,123378865,123381560,123383076,123384015,123391885,123392088,123392570,123393541,123395152,123395494,123398314,123401163,123403295,123403688,123405189,123405941,123405947,123406878,123406947,123408362,123408794,123409250,123412402,123412432,123415614,123415876,123417419,123418984,123421145,123421570,123423933,123440171,123441350,123442274,123449303,123449695,123453225,123454947,123455554,123455600,123457859,123458049,123459108,123459534,123460835,123463793,123463819,123470175,123474089,123474317,123476796,123478386,123479115,123481743,123482617,123491497,123492452,123494075,123497226,123499267,123500189,123501991,123502222,123502224,123502335,123512585,123513801,123514616,123516205,123516512,123518237,123518523,123519631,123520905,123521058,123528565,123531880,123532224,123532751,123533114,123534063,123534991,123535691,123536283,123537417,123538121,123538132,123539679,123540867,123542225,123542438,123548044,123548523,123548525,123549853,123550378,123550428,123551693,123553319,123554424,123556373,123556375,123557605,123559389,123560588,123566133,123569593,123572410,123575062,123576198,123577110,123578393,123578395,123578397,123580200,123580525,123581872,123582997,123583130,123583150,123583158,123583234,123583276,123583327,123583350,123588646,123591214,123591485,123591744,123591785,123592460,123597241,123597820,123600800,123600802,123601321,123604353,123604952,123605820,123605822,123607202,123607579,123607780,123609143,123609241,123611669,123613709,123613733,123614265,123615071,123617328,123617949,123619357,123621435,123623771,123623996,123624145,123627384
ENST00000515353	2	177607528;177608623	177608538;177608909	ENSG00000027847	B4GALT7	177600625,177604011,177607368,177608752,177608959,177609228,177609497,177609896,177610092
ENST00000265709	1	41672427	41672515	ENSG00000029534	ANK1	41655705,41656237,41660665,41661399,41661728,41666251,41666596,41666794,41667432,41670008,41670435,41670663,41671311,41672750,41673025,41673027,41673552,41673736,41674058,41674300,41674676,41675936,41678058,41678060,41678283,41680908,41681596,41681880,41682374,41683091,41683103,41683185,41683187,41683565,41683703,41685073,41687004,41688485,41689267,41690096,41692458,41692723,41693367,41693582,41694350,41704728,41707933,41709428,41709804,41712712,41713721,41715658,41716760,41717204,41717212,41717260,41719373,41720292,41720294,41720862,41722241,41726894,41726959,41726961,41727726,41728335,41731342,41732225,41733088,41733873,41735991,41736917,41737534,41739849,41740939,41741025,41742840,41743872,41747091,41749223,41750715,41752237,41753485,41753487,41753489,41753598,41754746,41756587,41759767,41760078,41761120,41761142,41761144,41761146,41761170,41761184,41761278,41761316,41761348,41761466,41761655,41762296,41763084,41764169,41764171,41767785,41767904,41768128,41770126,41771734,41773734,41773736,41775155,41776093,41779149,41780689,41780721,41780729,41780739,41780757,41780813,41780815,41780817,41780819,41781226,41782245,41782268,41783248,41783518,41783922,41783932,41784592,41784594,41784766,41784768,41785228,41785577,41788145,41790687,41790689,41793938,41794011,41794352,41795996,41799332,41802461,41802463,41806343,41806345,41808212,41809016,41809391,41809636,41812459,41812815,41814400,41814827,41816201,41817823,41819020,41819763,41821531,41821533,41824333,41826769,41827792,41827836,41827895,41827941,41830978,41831383,41831385,41832160,41834152,41834720,41834806,41837555,41838945,41839273,41839275,41839962,41841299,41844019,41845863,41846012,41846014,41847620,41847827,41848754,41850907,41851725,41851997,41856574,41861247,41862880,41865657,41870226,41871777,41873972,41873991,41874009,41874037,41878052,41878600,41878683,41878714,41880146,41880575,41882333,41882703,41883271,41886332,41889334,41889341,41889882,41890258,41890277,41891009,41891015,41891877,41893211,41893358,41893737,41893757
ENST00000595081	1	49861696	49861771	ENSG00000039650	PNKP	49864154,49864755,49866585,49872185
ENST00000375153	1	19312359	19312728	ENSG00000040487	SLC66A1	19313999,19315969,19315971,19316283,19317393,19319153,19323743,19323745,19323747,19323934,19324603
ENST00000454189	1	13773031	13773953	ENSG00000046653	GPM6B	13771314,13773561,13773817,13774409,13776582,13789192,13789283,13796597,13797854,13799152,13803662,13804692,13805465,13806333,13809300,13810542,13812615,13815346,13816448,13816450,13816517,13817495,13819647,13819649,13819695,13821741,13823903,13827891,13827984,13828861,13829377,13829379,13830178,13833599,13834521,13835126,13836381,13836383,13836840,13836842,13838676,13840197,13840990,13840992,13840994,13841008,13841025,13841081,13841083,13841146,13846221,13846924,13849022,13850762,13851031,13851629,13853472,13853649,13855692,13856798,13857711,13858019,13858021,13860083,13860874,13861270,13864223,13865320,13867017,13867784,13870154,13870266,13871640,13874810,13875197,13875199,13875331,13876846,13876953,13878901,13880134,13880960,13880962,13886961,13888291,13888604,13890456,13892012,13893832,13903340,13903842,13906208,13907551,13908128,13908793,13909849,13911040,13913294,13915768,13918031,13921916,13924181,13925304,13926676,13932654,13934392,13934582,13934643
ENST00000514705	1	176652914	176654894	ENSG00000048140	TSPAN17	176652494,176653950,176654158,176657178
ENST00000642681	1	74739499	74740099	ENSG00000050030	NEXMIF	74733067,74739936,74739994,74741696,74743317,74744135,74744662,74746630,74746632,74752160,74754106,74756860,74757326,74758869,74762038,74766972,74768327,74769148,74769408,74770583,74772258,74774521,74776213,74777557,74778094,74778191,74778219,74778795,74779395,74779556,74783651,74784877,74785633,74786850,74787539,74789440,74792268,74794836,74797898,74799420,74799532,74799534,74799536,74799538,74799540,74800178,74800240,74800489,74801185,74805696,74806365,74808872,74808910,74809878,74809880,74813825,74814946,74818822,74818824,74819879,74820546,74820548,74820968,74821894,74822136,74822631,74826791,74826793,74829122,74829124,74829126,74831659,74833739,74834002,74835992,74837151,74837956,74837958,74837960,74839052,74839761,74840199,74840324,74843332,74845149,74847373,74847732,74849472,74850217,74852130,74855566,74855568,74855604,74855606,74855738,74856024,74858507,74859000,74868318,74868607,74869642,74876888,74879263,74881389,74882811,74887838,74888458,74889584,74891472,74892709,74893688,74900332,74902331,74902743,74902827,74905317,74908683,74909967,74910374,74916822,74918455,74919181,74919204,74920091,74923016,74923018,74923020
ENST00000488149	1	183224191	183228296	ENSG00000053524	MCF2L2	183181700,183186257,183186862,183191262,183191264,183194662,183195493,183198129,183199670,183200091,183202422,183204369,183209791,183212065,183213550,183214022,183214024,183214359,183215507,183217921,183218959,183219469,183221682,183221820,183225935,183229389,183230596,183233460,183235163,183239060,183239718,183242453,183243402,183243404,183247079,183249155,183249519,183250455,183251416,183251502,183251675,183252214,183252359,183252423,183252958,183258661,183258663,183259000,183261599,183264380,183272153,183274262,183274458,183278868,183278870,183280271,183281631,183286404,183288442,183289953,183291178,183291180,183291302,183292588,183297603,183298762,183298986,183301128,183301336,183302287,183302325,183302727,183303269,183304254,183307700,183307961,183308600,183308602,183311724,183315408,183315655,183317429,183322694,183323666,183329816,183329818,183334307,183334963,183337764,183340266,183340274,183341856,183347612,183348093,183352890,183354904,183354932,183356381,183357174,183357662,183357761,183359395,183360521,183360523,183360525,183361939,183363608,183367916,183367963,183368286,183370421,183377072,183377154,183377762,183379756,183380209,183381111,183381113,183381585,183382856,183383679,183383681,183384092,183384398,183384730,183386320,183386496,183388233,183388321,183391602,183392954,183392956,183393164,183395046,183395538,183396464,183396765,183399089,183399648,183400327,183400475,183403875,183404358,183405409,183408127,183408845,183409097,183411182,183414820,183419741,183420767,183422785,183423318,183423783,183424220,183426152,183426957,183427285
ENST00000462351	2	219295142;219307558	219296225;219307791	ENSG00000054356	PTPRN	219293598,219294102,219300434,219304811,219305034,219308951
ENST00000370461	1	62807606	62808246	ENSG00000060491	OGFR	62805667,62806546,62807216,62809823,62810278
ENST00000467800	1	46368969	46370442	ENSG00000062598	ELMO2	46369389,46370939,46372748,46374071,46374829,46376173,46376562,46377393,46378289,46378473,46380656,46381957,46383353,46388456,46388458,46389586,46389588,46394349,46395582,46396446,46400865,46402049,46403553,46404149,46406050,46409594,46422417,46422453,46424212,46426438,46426440,46431475,46431495,46431497,46431499,46431515,46431517,46431519,46431537,46431551,46431567
ENST00000490316	1	150762738	150764511	ENSG00000063601	MTMR1	150694498,150694925,150700882,150701338,150702373,150708266,150709229,150711570,150711713,150712802,150712977,150712979,150713240,150713979,150714458,150714892,150715215,150716602,150718039,150718041,150718043,150719118,150721645,150722192,150723320,150724374,150728236,150729259,150730184,150730237,150730239,150731429,150733763,150734623,150735401,150736874,150738478,150739186,150739611,150741863,150746364,150748840,150754180,150763185
ENST00000679053	3	45895134;45897041;45897807	45896964;45897716;45898004	ENSG00000064601	CTSA	45890378,45892853,45894093,45897565
ENST00000704274	1	15938877	15939295	ENSG00000065526	SPEN	15839340,15841690,15843766,15844495,15849990,15850595,15850847,15852352,15854629,15855205,15858610,15863267,15867192,15867265,15873099,15875203,15875221,15876135,15891765,15891767,15892966,15894348,15894350,15899990,15901088,15903701,15903970,15907784,15911267,15912075,15914883,15915357,15922291,15924180,15925013,15935777
ENST00000262215	1	67343337	67343509	ENSG00000066777	ARFGEF1	67174834,67175638,67175640,67176168,67177352,67178738,67178859,67181181,67181519,67184698,67185183,67185244,67187102,67187408,67187831,67188601,67189170,67192219,67192722,67193015,67195943,67199084,67200794,67201266,67202979,67203530,67204845,67210618,67212227,67215958,67217172,67218103,67218463,67220008,67222102,67222104,67222160,67229008,67229412,67231691,67231722,67235541,67239444,67240176,67240178,67241687,67245209,67245912,67249766,67250169,67253055,67258897,67263159,67263937,67269496,67271088,67271582,67277480,67280135,67281391,67281869,67284230,67285738,67286220,67287469,67289717,67290475,67296885,67302332,67303868,67303982,67304687,67312985,67318617,67318841,67318843,67318845,67321024,67321973,67326067,67329822,67329824,67333640,67333828
ENST00000393818	1	42562220	42562611	ENSG00000068120	NA	NA
ENST00000591753	2	42563323;42564176	42563960;42564445	ENSG00000068120	NA	NA
ENST00000698500	1	46993529	46994356	ENSG00000068724	TTC7A	46917739,46919891,46921200,46921253,46921575,46925235,46929219,46929221,46929660,46931400,46932769,46933677,46934403,46936637,46943519,46943549,46947153,46948764,46951079,46953298,46953748,46954399,46958743,46958765,46958812,46960480,46961783,46963127,46969800,46970696,46970988,46972142,46972758,46974283,46974316,46977033,46980364,46982242,46982530,46984006,46984046,46987350,46992029,46999239,47001886,47002228,47006071,47006269,47006295,47006972,47006974,47007021,47007209,47007216,47007236,47008559,47008561,47011525,47012539,47012541,47013632,47013796,47014163,47014627,47014984,47015163,47015329,47015676,47018955,47019202,47019204,47019706,47020662,47022095,47024729,47024999,47027492,47028499,47029445,47029500,47029502,47029637,47029666,47032231,47032445,47033400,47041568,47047498,47050006,47050075,47050269,47050975,47051837,47052999,47054191,47054703,47054797,47056057,47059654,47060959,47063210,47063289,47066046,47070085,47074932
ENST00000676429	3	108917671;108918902;108931202	108918810;108919252;108933863	ENSG00000070061	ELP1	108868403,108868405,108868445,108869889,108870961,108871055,108873241,108874389,108881251,108881253,108884949,108889742,108889855,108891904,108893376,108893448,108896281,108898719,108900580,108902871,108903029,108904650,108907394,108908254,108911823,108912372,108912656,108914497,108914905,108915214,108918356,108922489,108922491,108924971,108928111,108929036,108930731,108932337,108932998,108933000,108933133
ENST00000239940	1	149966265	149966315	ENSG00000070087	PFN2	149965745,149965747,149965955,149968324,149973571,149978677,149978679,149980651,149980952,149986935,149987304,149991065,149991119,149991121,149991213,149992885,149992887,149993195,149993197,149995794,149997965,149998569,149998571,149999019,149999237,150002187,150003329,150005461,150005681,150006940,150011428,150012458,150012460,150016204,150018090,150018103,150020599,150020752,150021132,150022328,150024877,150025802,150027857,150029301,150030065,150031984,150032275,150035003,150036437,150037330,150039421,150040310,150040312,150041748,150042075,150045637,150046615,150047000,150047886
ENST00000506054	1	147864957	147866711	ENSG00000071205	ARHGAP10	147733292,147736196,147736198,147740981,147743645,147744896,147746248,147747614,147752206,147755931,147759697,147760634,147761161,147764461,147765820,147766754,147767433,147771390,147771606,147771621,147771623,147773682,147775376,147777136,147777985,147778197,147780360,147780632,147786079,147792465,147793006,147794667,147794772,147796237,147797362,147799179,147802707,147802831,147803377,147806096,147808422,147808635,147809352,147809750,147812898,147818796,147819624,147820245,147820735,147821041,147821043,147823269,147824190,147826378,147838677,147840324,147841108,147843177,147843179,147843954,147845423,147845526,147845801,147847973,147851367,147851369,147854148,147862215,147862217,147863181,147864459,147868381,147873402,147879270,147879530,147879532,147879615,147881506,147882710,147886021,147889857,147892267,147892332,147893008,147895205,147897566,147899322,147899729,147900139,147903384,147904474,147904697,147906656,147909841,147909921,147914018,147914020,147914611,147915427,147917099,147920589,147920749,147921050,147921052,147922842,147923348,147923363,147923672,147928866,147930977,147932346,147932970,147933132,147933751,147935415,147937600,147938127,147940375,147940377,147942485,147944558,147946626,147950365,147951491,147961432,147964497,147964499,147964622,147966101,147966259,147966436,147966516,147975606,147978133,147983026,147983034,147983576,147985052,147985330,147985417,147985649,147985746,147991125,147991625,147992059,147992222,147993158,147993912,147995704,147996833,148000391,148003807,148005197,148005890,148006865,148007863,148011997,148011999,148014197,148015243,148015245,148020414,148023616,148024428,148024430,148025288,148026967,148030786,148031267,148035878,148040034,148041069,148042401,148045606,148047388,148051832,148057266,148057967,148060768,148065566,148070642,148071232,148071234,148071719
ENST00000590550	1	1578159	1578334	ENSG00000071655	MBD3	1577679,1582232
ENST00000553882	2	68877241;68878524	68878457;68878988	ENSG00000072110	ACTN1	68874382,68875545,68876858,68877771,68878971,68879869,68880959,68883412,68884002,68888867,68889349,68892210,68892217,68892219,68892956,68894736,68897127,68901183,68901551,68901600,68902194,68913675,68913845,68916528,68917395,68919896,68920435,68920913,68921236,68921670,68924214,68924382,68924500,68926458,68928503,68931616,68933547,68937103,68942923,68947710,68951499,68952477,68953381,68955235,68956713,68957243,68957245,68958303,68960936,68962614,68962828,68963337,68963945,68963956,68964206,68964955,68966333,68967842,68969270,68969272,68969274,68969290,68969600,68969858,68970930,68972865,68972867,68972977,68973622,68973624,68979016
ENST00000477054	1	39906272	39906960	ENSG00000073605	GSDMB	39904599,39905151,39905299,39905757,39909512,39911583,39916919,39917460,39919170,39919555
ENST00000591808	1	58864987	58865303	ENSG00000074657	ZNF532	58865281,58866821,58867252,58869140,58870425,58871372,58874499,58877500,58878123,58878393,58878403,58878723,58879339,58881510,58882412,58885186,58887713,58889949,58891653,58896920,58900095,58903990,58904314,58909098,58909764,58910611,58915632,58917546,58921975,58926674,58926962,58930289,58931588,58932048,58932050,58932845,58932847,58934852,58936267,58936509,58937259,58938535,58938733,58940038,58944813,58946226,58951804,58952549,58953522,58953751,58954009,58954031,58960393,58960743,58961843,58961845,58964348,58965833,58966987,58968013,58970028,58973247,58974420,58974422,58974424,58975268,58975294,58978032,58978086,58978857,58980787,58981072,58981074,58981535,58985821
ENST00000551812	1	56615129	56615218	ENSG00000076108	BAZ2A	56599459,56604613,56605384,56606236,56610633,56610635,56613914,56614797,56614893,56616393,56620305,56621137
ENST00000549884	1	56615129	56615218	ENSG00000076108	BAZ2A	56599459,56604613,56605384,56606236,56610633,56610635,56613914,56614797,56614893,56616393,56620305,56621137
ENST00000477143	4	271316;271461;271570;274102	271398;271539;272862;274213	ENSG00000076344	RGS11	268834,275473
ENST00000310300	1	100574357	100574659	ENSG00000077454	LRCH4	100575487,100575538,100575554,100577089,100579168,100579251,100579806,100580494,100580662,100580804,100580820,100580840,100580895,100583829,100585037
ENST00000680503	1	68210283	68212107	ENSG00000079482	OPHN1	67951015,67952888,67953500,67953916,67955057,67959834,67961045,67966818,67970125,67972663,67974973,67975532,67976436,67979419,67985051,67985053,67987968,67989590,67990263,67990374,67991180,67991373,67993307,67994054,67994408,67994607,67994805,67995014,67995016,67996630,67998431,68001302,68004148,68004806,68014127,68014129,68014531,68014598,68015317,68017907,68023644,68023646,68023863,68023865,68025325,68026125,68032804,68032806,68033043,68033353,68038323,68038632,68039175,68042913,68043654,68044403,68045437,68046465,68046502,68051761,68051767,68054621,68055326,68055645,68058751,68059947,68060585,68062880,68064242,68066202,68066254,68067124,68068625,68071291,68073988,68074302,68075064,68075507,68076247,68078492,68080566,68080885,68083734,68086298,68093469,68099375,68099713,68101326,68104100,68106051,68106053,68108273,68109957,68110635,68111456,68111664,68111666,68112050,68112058,68116760,68118996,68121675,68122702,68126810,68128631,68129056,68129336,68129765,68132241,68135089,68138285,68139775,68141224,68145705,68146889,68153601,68156396,68156499,68157653,68157750,68158729,68158948,68161506,68162036,68163095,68163321,68164888,68166028,68167624,68167626,68167628,68167652,68170474,68171202,68171604,68172006,68172294,68173028,68173030,68182296,68182298,68183773,68185324,68190062,68191575,68194021,68199670,68200364,68203757,68205836,68207373,68207949,68210204,68211270,68211467,68211469,68212095,68213239,68215691,68217565,68222471,68223511,68225078,68225080,68225863,68226080,68229289,68230456,68238771,68243890,68249173,68250983,68252076,68252595,68252878,68256329,68261499,68261587,68264884,68264886,68270281,68271803,68272434,68277229,68277245,68281368,68281818,68286093,68286548,68287654,68287782,68291505,68292943,68292945,68297411,68300206,68300577,68300579,68302195,68302237,68302457,68303516,68305474,68307959,68309642,68311134,68312005,68312509,68314092,68314856,68315653,68316835,68317168,68320584,68320586,68322205,68323113,68324729,68325167,68328559,68330948,68331904,68333107,68333109,68333284,68333286,68333757,68334844,68339443,68348218,68348567,68348662,68349600,68349825,68352465,68352467,68360888,68362285,68367070,68367896,68368585,68368587,68369596,68371588,68374596,68376584,68377086,68377896,68381471,68385914,68387973,68388328,68391981,68392424,68393116,68393184,68393526,68394315,68395100,68395592,68398301,68401731,68406180,68408646,68410072,68410735,68411204,68413564,68417237,68427432,68428131,68430316
ENST00000493599	1	46350525	46350760	ENSG00000080189	SLC35C2	46346918,46350587,46352857,46353305,46353710,46360693
ENST00000524342	1	134142884;134143100	134142992;134143477	ENSG00000081059	TCF7	134115976,134117048,134123735,134128322,134129459,134129765,134129767,134131597,134131637,134133650,134133885,134135098,134136234,134141702,134143061,134143799,134149480
ENST00000193322	1	108042265	108042566	ENSG00000081087	OSTM1	108029431,108029470,108035051,108035220,108036653,108037010,108037427,108038483,108038485,108039784,108039786,108041781,108043769,108044528,108055981,108057203,108066786,108067268,108067790,108071967,108075150,108076886,108077244,108078024,108078221,108080409,108086602,108088254,108092380,108094348,108099536,108101267,108103681,108103694,108106954,108110732,108111439,108111857,108116733,108123264,108124352,108125609,108126469,108127390,108130048,108130058,108131573,108132300,108132447,108133230,108141647,108143064,108144401,108146413,108146415,108153588,108154710,108157250,108159718,108159885
ENST00000470588	1	151240248	151240424	ENSG00000082014	SMARCD3	151239271,151240574,151242907,151244314,151248259,151250867,151253451,151254270,151255520,151255598,151255660,151255876,151257002,151257759,151258433,151259754,151261514,151261964,151266856,151267231,151272236,151273127,151274677,151277434
ENST00000264157	1	134954380	134954480	ENSG00000082258	CCNT2	134924594,134924866,134927584,134928423,134929295,134929297,134929795,134933763,134934265,134934380,134936621,134937404,134938942,134941509,134943719,134949599,134954317,134955058,134958110
ENST00000362042	1	48050820	48051116	ENSG00000082641	NFE2L1	48055961,48058200,48060495
ENST00000357480	1	48050820	48051116	ENSG00000082641	NFE2L1	48055961,48058200,48060495
ENST00000401558	1	61537781	61538137	ENSG00000082898	XPO1	61478608,61479306,61479308,61479376,61479544,61481591,61482523,61482525,61485245,61486911,61491768,61492325,61492327,61492605,61494551,61494553,61495150,61497153,61497354,61497356,61498760,61499281,61501391,61502360,61508816,61513203,61513655,61514937,61515216,61516163,61522858,61525121,61527786,61533603,61533862
ENST00000469337	1	61492749	61492914	ENSG00000082898	XPO1	61478608,61479306,61479308,61479376,61479544,61481591,61482523,61482525,61485245,61486911,61491768,61492325,61492327,61492605,61494551,61494553,61495150,61497153,61497354,61497356,61498760,61499281,61501391,61502360,61508816,61513203,61513655,61514937,61515216,61516163,61522858,61525121,61527786,61533603,61533862
