isoform_id	MES	MES_genomic_start	MES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000263846	1	61538144;61542211;61546031;61547177	61538266;61542579;61546255;61547308	ENSG00000011347	SYT7	61519338,61519340,61519342,61520968,61524374,61524849,61526299,61527744,61527774,61527830,61532659,61534305,61534307,61534384,61534386,61534388,61534480,61536699,61538713,61540595,61540597,61540599,61546263,61549649,61549651,61550226,61552265,61552469,61552485,61552770,61554225,61554559,61554819,61554837,61555857,61555917,61555919,61555921,61555923,61555925,61560054,61561095,61561097,61561572,61562017,61562029,61562031,61562033,61563015,61563069,61563456,61564237,61564267,61566221,61569470,61570460,61570598,61571264,61571272,61571410,61572944,61572946,61573765,61574912,61574949,61575010,61575414,61575942,61577658,61578110
ENST00000534854	1	42199136;42210355;42210548;42231224	42199235;42210454;42210680;42235997	ENSG00000015153	YAF2	42160489,42160544,42161282,42161771,42162756,42166512,42167055,42167185,42167267,42171356,42172907,42174662,42175493,42177465,42177467,42182297,42185489,42188530,42188816,42191809,42193183,42193340,42193651,42193834,42193836,42194814,42197586,42200305,42207174,42209943,42210464,42211295,42212776,42212778,42213674,42215602,42217204,42219583,42219631,42223686,42223921,42223923,42224842,42229589,42229896,42231016,42232180,42232182,42232184,42232602,42233656,42234482,42237631
ENST00000635736	1	123435434;123454398;123458372	123435715;123454829;123460410	ENSG00000023171	GRAMD1B	123359288,123363907,123363966,123364050,123366155,123366157,123369169,123370183,123371128,123371613,123371727,123371905,123375980,123378782,123378865,123381560,123383076,123384015,123391885,123392088,123392570,123393541,123395152,123395494,123398314,123401163,123403295,123403688,123405189,123405941,123405947,123406878,123406947,123408362,123408794,123409250,123412402,123412432,123415614,123415876,123417419,123418984,123421145,123421570,123423933,123440171,123441350,123442274,123449303,123449695,123453225,123454947,123455554,123455600,123457859,123458049,123459108,123459534,123460835,123463793,123463819,123470175,123474089,123474317,123476796,123478386,123479115,123481743,123482617,123491497,123492452,123494075,123497226,123499267,123500189,123501991,123502222,123502224,123502335,123512585,123513801,123514616,123516205,123516512,123518237,123518523,123519631,123520905,123521058,123528565,123531880,123532224,123532751,123533114,123534063,123534991,123535691,123536283,123537417,123538121,123538132,123539679,123540867,123542225,123542438,123548044,123548523,123548525,123549853,123550378,123550428,123551693,123553319,123554424,123556373,123556375,123557605,123559389,123560588,123566133,123569593,123572410,123575062,123576198,123577110,123578393,123578395,123578397,123580200,123580525,123581872,123582997,123583130,123583150,123583158,123583234,123583276,123583327,123583350,123588646,123591214,123591485,123591744,123591785,123592460,123597241,123597820,123600800,123600802,123601321,123604353,123604952,123605820,123605822,123607202,123607579,123607780,123609143,123609241,123611669,123613709,123613733,123614265,123615071,123617328,123617949,123619357,123621435,123623771,123623996,123624145,123627384
ENST00000356187	1	504824;506609	505881;506821	ENSG00000023191	RNH1	496705,497033,501859,501923,503383
ENST00000436874	1	95218065;95242164;95243941	95218277;95242314;95244009	ENSG00000028203	VEZT	95218628,95221433,95221717,95224930,95225963,95226503,95226527,95227485,95230669,95232639,95233048,95241371,95243243,95244351,95256196,95258938,95259667,95260981,95262203,95263702,95263704,95264760,95265005,95265007,95267107,95270794,95272028,95272339,95273350,95273352,95273354,95275735,95278938,95281138,95283190,95286918,95290145,95291943,95292126,95294696,95300595,95301781
ENST00000265709	1	41767342;41797512	41767477;41797622	ENSG00000029534	ANK1	41655705,41656237,41660665,41661399,41661728,41666251,41666596,41666794,41667432,41670008,41670435,41670663,41671311,41672750,41673025,41673027,41673552,41673736,41674058,41674300,41674676,41675936,41678058,41678060,41678283,41680908,41681596,41681880,41682374,41683091,41683103,41683185,41683187,41683565,41683703,41685073,41687004,41688485,41689267,41690096,41692458,41692723,41693367,41693582,41694350,41704728,41707933,41709428,41709804,41712712,41713721,41715658,41716760,41717204,41717212,41717260,41719373,41720292,41720294,41720862,41722241,41726894,41726959,41726961,41727726,41728335,41731342,41732225,41733088,41733873,41735991,41736917,41737534,41739849,41740939,41741025,41742840,41743872,41747091,41749223,41750715,41752237,41753485,41753487,41753489,41753598,41754746,41756587,41759767,41760078,41761120,41761142,41761144,41761146,41761170,41761184,41761278,41761316,41761348,41761466,41761655,41762296,41763084,41764169,41764171,41767785,41767904,41768128,41770126,41771734,41773734,41773736,41775155,41776093,41779149,41780689,41780721,41780729,41780739,41780757,41780813,41780815,41780817,41780819,41781226,41782245,41782268,41783248,41783518,41783922,41783932,41784592,41784594,41784766,41784768,41785228,41785577,41788145,41790687,41790689,41793938,41794011,41794352,41795996,41799332,41802461,41802463,41806343,41806345,41808212,41809016,41809391,41809636,41812459,41812815,41814400,41814827,41816201,41817823,41819020,41819763,41821531,41821533,41824333,41826769,41827792,41827836,41827895,41827941,41830978,41831383,41831385,41832160,41834152,41834720,41834806,41837555,41838945,41839273,41839275,41839962,41841299,41844019,41845863,41846012,41846014,41847620,41847827,41848754,41850907,41851725,41851997,41856574,41861247,41862880,41865657,41870226,41871777,41873972,41873991,41874009,41874037,41878052,41878600,41878683,41878714,41880146,41880575,41882333,41882703,41883271,41886332,41889334,41889341,41889882,41890258,41890277,41891009,41891015,41891877,41893211,41893358,41893737,41893757
ENST00000341084	1	100300528;100303160	100300651;100303365	ENSG00000034677	RNF19A	100257540,100261239,100262314,100263082,100263564,100263959,100265771,100265877,100266655,100267194,100269278,100269504,100270910,100271548,100271550,100272588,100275462,100275919,100277022,100277121,100288594,100291044,100291904,100292244,100296531,100297924,100299967,100303527,100312985,100313224,100313857,100317472,100318481,100318793,100318795,100320409,100321176,100321521,100321523,100322701,100326157,100328064,100328066,100328392,100329234,100329601,100331505,100331958,100332458
BambuTx90	2	239561;242798;243503;244627,256207;260085;262201;263984;264084;264703	242176;242871;243562;244738,256690;261323;262786;264032;264392;264743	ENSG00000035115	SH3YL1	220595,220918,222343,224002,227042,227180,228509,230181,236538,236670,237768,237917,240805,242835,243729,247035,247291,247856,248326,248328,248695,249479,249481,250813,250815,251492,251928,252127,252763,253371,255815,255822,256017,259315,260736,261115,263175
ENST00000356150	2	239561;242798;243503;244627,256207;260085;262201	242176;242871;243562;244738,256690;261323;262786	ENSG00000035115	SH3YL1	220595,220918,222343,224002,227042,227180,228509,230181,236538,236670,237768,237917,240805,242835,243729,247035,247291,247856,248326,248328,248695,249479,249481,250813,250815,251492,251928,252127,252763,253371,255815,255822,256017,259315,260736,261115,263175
ENST00000344204	1	14488448;14489687	14489069;14489817	ENSG00000038382	TRIO	14146429,14149136,14150216,14150418,14151050,14151280,14151879,14152276,14153118,14160857,14162857,14163125,14163127,14163669,14164437,14164811,14165317,14165356,14166268,14168608,14169080,14169842,14170441,14171199,14173355,14174204,14175767,14177383,14179581,14180992,14186722,14189610,14190940,14191129,14193115,14194046,14206820,14207575,14208380,14208422,14212007,14214058,14215226,14216085,14216487,14217061,14220646,14226404,14228386,14230478,14233682,14235720,14237458,14238241,14238380,14238536,14238588,14239720,14242986,14249137,14249532,14249756,14249896,14250340,14252945,14253168,14254466,14255501,14259740,14260454,14261971,14262128,14263269,14263736,14263848,14267486,14270123,14274750,14276313,14278294,14278907,14279760,14279762,14283514,14283528,14283649,14287211,14287506,14295004,14295262,14299305,14299337,14301761,14305238,14306614,14307534,14309104,14311044,14312209,14313417,14316767,14321422,14321517,14322380,14324848,14325084,14327789,14328061,14329636,14329831,14330511,14330513,14331744,14331746,14332496,14333725,14335960,14337204,14338472,14343132,14343502,14345239,14347766,14348506,14348582,14348588,14348590,14348617,14348635,14348637,14348699,14348779,14348896,14349058,14349115,14349117,14349991,14350709,14350971,14351626,14355142,14356762,14357143,14357570,14357981,14358749,14363603,14363687,14363831,14365314,14367814,14370034,14374379,14375237,14376429,14376784,14376786,14379540,14380759,14383386,14383388,14385284,14385582,14387050,14387138,14389369,14390727,14390970,14391753,14392620,14393722,14393739,14394976,14396614,14397132,14398313,14399505,14399812,14400422,14401892,14401915,14402468,14405049,14406263,14411162,14411203,14413358,14415996,14418939,14420109,14420631,14422161,14423006,14429405,14430353,14433440,14434964,14434966,14436025,14436711,14437625,14440569,14442155,14442512,14446482,14446603,14446605,14448457,14452088,14452571,14452573,14452678,14457770,14461906,14463263,14463327,14463329,14463875,14467682,14468992,14470613,14472371,14472562,14473893,14474107,14477088,14481288,14482022,14482251,14483718,14486914,14489185,14490560,14490562,14491718,14491898,14493425,14496357,14498082,14499060,14499421,14503020,14505696,14507756,14507758,14510095,14513089,14514437,14515081,14515083,14516925,14518960,14524678,14524703,14526592,14529326
ENST00000441669	1	39853970;39857277	39854068;39857417	ENSG00000043514	TRIT1	39838146,39838357,39838440,39838442,39838635,39840524,39843249,39846124,39850505,39851540,39852414,39854438,39856653,39857703,39862941,39871273,39874810,39875666,39883319
ENST00000454189	1	13807650;13816844	13807769;13817346	ENSG00000046653	GPM6B	13771314,13773561,13773817,13774409,13776582,13789192,13789283,13796597,13797854,13799152,13803662,13804692,13805465,13806333,13809300,13810542,13812615,13815346,13816448,13816450,13816517,13817495,13819647,13819649,13819695,13821741,13823903,13827891,13827984,13828861,13829377,13829379,13830178,13833599,13834521,13835126,13836381,13836383,13836840,13836842,13838676,13840197,13840990,13840992,13840994,13841008,13841025,13841081,13841083,13841146,13846221,13846924,13849022,13850762,13851031,13851629,13853472,13853649,13855692,13856798,13857711,13858019,13858021,13860083,13860874,13861270,13864223,13865320,13867017,13867784,13870154,13870266,13871640,13874810,13875197,13875199,13875331,13876846,13876953,13878901,13880134,13880960,13880962,13886961,13888291,13888604,13890456,13892012,13893832,13903340,13903842,13906208,13907551,13908128,13908793,13909849,13911040,13913294,13915768,13918031,13921916,13924181,13925304,13926676,13932654,13934392,13934582,13934643
ENST00000344537	1	15548330;15585719	15548362;15586015	ENSG00000047579	DTNBP1	15524015,15527020,15527778,15528006,15533621,15535272,15537291,15539048,15539156,15539230,15540786,15543031,15543426,15543441,15545411,15545539,15545982,15550882,15553528,15554146,15554712,15562424,15562752,15565990,15568306,15570008,15572257,15577519,15578485,15578732,15583125,15585424,15585472,15585630,15587337,15588434,15588451,15588558,15596258,15599429,15599661,15600061,15605957,15606716,15606718,15606956,15607446,15607746,15607807,15609202,15617256,15620747,15632762,15633115,15633655,15640900,15642019,15642045,15644098,15650425,15653892,15653912,15653943,15656849,15658637
ENST00000380736	1	11265686;11290383	11265975;11290478	ENSG00000047648	ARHGAP6	11117858,11118753,11119711,11121522,11123870,11128327,11129928,11130535,11130537,11130989,11131002,11131004,11132803,11133737,11134995,11137899,11142884,11143027,11143029,11143031,11143920,11145304,11145306,11147188,11147218,11147344,11148506,11148508,11148562,11148564,11152844,11153220,11153393,11153879,11153881,11153883,11154730,11155983,11156437,11156778,11159329,11162665,11162991,11166568,11166726,11168735,11170360,11174481,11174483,11176294,11176296,11177118,11177183,11177917,11180666,11180900,11180918,11185135,11187060,11187524,11188151,11189427,11189653,11190206,11190714,11190944,11191243,11193852,11194870,11195785,11197941,11198972,11200192,11201927,11204068,11206034,11206043,11206045,11206292,11208749,11208834,11210149,11210450,11212613,11212949,11212951,11213664,11214032,11216957,11217181,11219353,11223270,11224402,11224491,11226338,11227364,11229550,11229552,11233685,11234420,11243288,11243546,11244022,11245758,11251759,11252721,11254365,11255797,11259414,11261446,11261448,11262089,11263585,11266675,11273033,11277091,11277558,11278719,11280211,11284969,11291810,11294503,11295531,11295533,11295895,11296235,11297305,11298319,11298365,11298820,11298847,11298892,11300340,11304636,11306881,11307513,11307515,11308454,11308766,11308794,11312785,11314640,11314701,11317017,11320201,11320445,11320895,11320907,11322503,11326273,11328025,11328499,11330056,11330485,11334459,11334850,11334867,11334974,11338436,11338438,11339730,11340935,11342114,11342788,11347782,11348244,11351089,11351162,11353100,11353599,11353927,11355179,11355639,11357961,11358190,11362197,11363247,11363892,11364118,11364304,11366712,11367093,11367401,11368156,11369923,11371081,11371331,11375775,11378267,11379058,11382604,11382697,11384497,11387372,11387374,11388019,11389342,11389873,11391006,11392076,11392284,11395073,11395135,11395539,11396647,11398509,11400250,11405334,11406933,11406935,11407446,11414205,11416068,11416663,11416743,11416892,11417489,11417758,11420502,11422945,11422947,11424042,11429079,11430542,11432438,11432440,11432491,11435697,11436114,11438454,11439038,11439443,11445567,11445894,11447743,11448138,11448543,11448815,11451923,11452292,11452649,11454302,11456984,11458397,11462714,11462882,11464121,11465908,11466262,11466935,11467848,11469470,11469472,11471539,11473559,11474120,11474917,11476621,11477702,11477704,11478991,11478993,11478995,11481309,11483201,11485208,11485504,11485679,11487563,11488087,11488682,11489083,11491253,11491679,11495870,11495872,11498204,11498345,11499169,11500529,11501559,11502030,11502073,11502522,11503891,11505591,11506705,11510109,11512816,11513353,11515239,11517236,11517361,11518016,11519100,11520627,11524935,11524937,11525324,11525326,11525328,11525526,11526082,11526084,11527798,11527887,11528826,11528828,11528830,11529616,11531968,11532515,11533805,11534258,11535369,11535979,11536574,11541008,11543486,11543488,11544244,11545540,11545704,11545706,11546803,11548005,11548753,11549951,11550728,11554530,11555204,11555843,11557982,11558889,11560530,11560772,11560941,11561416,11563525,11564214,11568078,11570285,11571756,11572654,11577994,11577996,11579125,11579367,11581206,11581583,11587392,11588390,11588890,11589457,11592989,11594428,11596114,11597167,11597169,11598928,11598930,11599378,11600112,11601322,11601726,11602848,11603463,11603513,11604532,11604676,11606475,11611462,11611852,11612220,11615179,11617053,11617185,11617397,11618382,11618585,11618587,11618613,11619495,11620370,11622045,11627097,11627530,11631934,11632177,11633551,11639454,11641716,11642079,11643140,11643919,11644016,11645274,11646097,11647812,11648238,11649315,11651606,11653435,11655841,11655843,11659201,11660401
ENST00000360240	1	47891024;47902950;47909038	47892575;47903000;47912421	ENSG00000047849	MAP4	47851584,47851806,47852370,47855725,47856571,47858397,47858399,47859164,47859166,47859273,47863121,47863660,47866891,47867580,47872605,47877026,47877759,47878682,47879603,47884460,47886177,47888998,47898824,47901028,47901048,47903619,47904814,47905415,47906551,47906980,47907942,47907982,47908081,47908620,47908826,47910616,47910957,47914853,47916949,47917444,47929223,47933047,47938659,47938661,47939012,47939422,47942599,47943480,47944340,47947939,47950447,47956830,47959695,47970126,47971146,47971511,47975724,47975769,47978690,47979969,47982183,47985148,47985306,47987816,47990267,47990269,48002068,48004645,48004647,48005275,48005820,48007187,48010041,48012698,48013766,48015363,48016921,48017990,48022044,48023582,48025327,48027706,48029866,48039399,48043795,48045126,48045459,48048661,48053793,48064177,48064641,48065718,48066661,48067784,48069878,48074000,48075393,48078905,48078907,48082581,48082976,48086815,48086866
BambuTx495	1	113806489;113807951	113806584;113808136	ENSG00000048028	USP28	113798283,113799103,113800835,113803706,113806374,113806562,113809364,113810487,113810489,113810491,113812484,113812486,113816570,113817289,113819443,113821680,113823961,113824016,113826787,113830032,113830453,113831208,113837335,113840750,113843918,113844502,113849414,113849912,113854974,113858362,113858961,113859205,113859207,113859419,113859497,113867052,113867961,113868063,113870030,113871243,113872082,113873787
ENST00000631460	1	11017872;11165030	11018163;11165317	ENSG00000048740	CELF2	10799759,10800187,10800760,10802621,10802858,10804968,10807532,10808017,10810133,10811573,10812030,10812052,10814478,10814586,10815127,10817267,10818300,10819792,10821336,10823565,10826487,10828857,10832797,10833140,10833684,10834552,10835706,10835737,10838511,10839268,10840022,10840494,10840496,10840712,10840721,10840801,10840803,10840933,10841156,10843459,10844612,10845679,10847459,10847473,10850328,10855137,10857207,10864320,10866038,10871873,10873616,10874798,10876778,10876853,10876881,10876910,10881071,10881073,10881254,10884856,10884858,10886407,10886704,10887044,10887560,10888643,10889546,10889916,10890356,10892673,10898321,10903886,10903888,10904637,10905939,10906152,10907128,10907130,10907132,10907537,10911018,10911592,10912514,10912860,10915550,10915552,10915916,10916011,10916340,10918289,10919748,10919844,10920153,10923682,10924352,10925391,10929767,10930416,10930506,10934465,10934795,10935830,10936833,10940410,10940616,10941100,10942157,10944211,10944340,10945271,10946830,10947083,10947256,10947963,10948657,10949122,10951288,10952389,10952613,10954915,10955817,10957341,10959513,10963499,10963538,10963562,10964757,10966161,10967480,10971550,10971552,10971887,10971889,10972214,10974555,10975933,10981564,10981566,10983932,10984583,10984611,10984613,10985138,10989900,10991219,10993665,10994632,10995954,10996526,10997137,10997702,10997973,11002512,11003404,11003994,11004221,11005804,11005972,11005974,11006229,11007561,11008218,11011256,11012240,11015163,11015857,11021118,11022714,11023239,11028158,11031513,11031515,11032063,11036073,11039595,11039831,11042061,11043055,11047869,11049085,11049863,11049930,11050821,11050823,11051050,11053346,11056426,11058611,11059289,11063924,11066668,11066834,11067577,11069144,11069514,11069836,11070232,11070566,11072301,11074984,11078702,11079653,11080643,11081903,11083649,11084306,11084589,11086792,11088410,11088944,11092560,11093438,11095240,11097440,11097939,11097941,11098639,11099223,11103419,11105782,11106381,11108167,11108294,11109796,11109798,11110212,11110527,11112163,11112482,11113366,11113755,11115739,11115852,11116355,11116391,11117839,11117841,11117843,11118197,11121573,11122291,11122709,11122964,11123652,11124643,11127359,11127863,11132843,11135391,11135400,11135740,11137101,11139286,11141683,11147528,11150355,11152165,11152373,11153465,11154469,11154484,11156480,11156702,11157161,11157219,11157221,11159556,11160416,11168474,11169479,11170048,11170124,11171695,11171726,11172085,11172325,11173052,11175991,11175993,11175995,11175997,11177408,11179856,11182423,11183108,11184121,11191841,11191893,11193765,11195777,11197748,11203166,11203168,11204371,11209726,11209898,11210869,11212928,11213193,11216781,11218118,11218253,11218445,11219273,11219395,11221900,11224557,11225431,11227478,11232660,11236811,11241064,11242592,11242594,11247738,11248617,11248713,11248819,11249631,11250029,11251481,11254594,11260237,11263940,11265283,11265598,11265683,11266653,11267486,11267822,11269107,11271098,11274348,11275323,11275650,11278155,11278650,11279924,11280975,11281130,11281227,11281229,11283637,11284278,11286522,11292551,11292610,11295314,11295830,11302326,11302328,11308279,11308360,11308362,11308891,11309175,11312603,11315285,11317909,11317911,11318472,11319518,11320422,11320918,11321081,11322786,11326461,11330613,11330674,11332785,11333103,11333105,11336036,11336038
ENST00000382850	1	58045072;58045666	58045477;58045690	ENSG00000049759	NEDD4L	58045087,58046733,58047421,58050880,58054672,58058378,58058380,58058382,58060437,58061966,58064356,58065144,58072640,58073562,58079632,58079887,58081157,58083297,58087742,58089278,58091122,58091198,58093892,58093921,58095843,58096548,58097695,58099473,58099621,58099623,58102963,58103336,58103428,58103491,58103571,58105354,58106754,58106785,58108912,58109104,58109255,58110819,58115295,58118094,58124288,58124855,58125633,58126451,58139202,58139204,58141703,58141720,58142965,58144254,58144895,58148312,58151121,58151246,58151248,58153480,58153482,58155096,58156455,58156457,58156459,58156758,58157425,58159568,58160806,58161175,58161949,58162321,58163810,58164297,58164299,58166448,58166979,58166981,58167282,58167755,58170073,58174083,58175240,58175852,58175854,58176086,58176727,58178459,58179669,58180694,58181574,58181576,58182334,58182336,58183196,58185741,58185964,58188847,58190176,58190205,58191699,58191701,58192039,58193007,58195901,58196122,58202487,58202537,58208845,58210258,58212598,58214031,58214956,58220736,58224203,58227555,58228349,58228850,58230862,58232522,58235404,58238911,58240124,58242645,58243050,58243277,58243279,58246868,58246896,58247215,58248139,58248151,58250654,58250822,58251296,58254582,58261101,58263702,58264581,58267492,58267939,58268089,58268091,58268924,58273224,58274455,58275377,58277080,58277350,58277469,58278205,58278751,58279722,58281036,58281122,58283931,58284597,58285034,58287935,58288298,58288313,58289351,58296227,58298197,58298199,58298303,58298552,58302957,58306240,58307823,58310670,58310758,58311182,58311945,58314733,58320157,58321369,58321633,58321635,58322526,58322635,58322731,58322803,58322913,58324915,58325316,58326770,58328984,58329637,58333846,58335909,58337337,58339433,58340128,58341163,58343681,58346131,58347091,58348141,58348797,58357426,58360023,58360775,58360777,58360779,58360882,58371565,58374769,58376034,58377163,58377361,58382829,58383364,58383399,58390580,58390862,58391576,58391578,58392149,58392341,58393281,58394036,58395189,58397584,58399812
ENST00000538972	1	19345842;19346994;19348136	19345888;19347182;19348519	ENSG00000052126	PLEKHA5	19139640,19142880,19143598,19143936,19145471,19145746,19146289,19146291,19147113,19152526,19152826,19155074,19156619,19156702,19156704,19157456,19159881,19159889,19162051,19162053,19168973,19174827,19179986,19180679,19189463,19190917,19191302,19194411,19195866,19200214,19200850,19203158,19204316,19204559,19205196,19206100,19209031,19211478,19212720,19214830,19215405,19217183,19220896,19233390,19233392,19235950,19236770,19240109,19240397,19243108,19247041,19248137,19250863,19251609,19253906,19255998,19260126,19260309,19260319,19260427,19263843,19269500,19271079,19271130,19275813,19275815,19276097,19277874,19277898,19282214,19282216,19284043,19290276,19290763,19291428,19292360,19295299,19297682,19300010,19308273,19308630,19308930,19311092,19311205,19312923,19315690,19319295,19319612,19322158,19322347,19322564,19322566,19323390,19327024,19327032,19332309,19337132,19337692,19341530,19345256,19345258,19349968,19349970,19351550,19355858,19357676,19359364,19359366,19359368,19360198,19361259,19362402,19362628,19369459,19370938,19371769,19371771,19371777,19374527
