isoform_id	ATSS	ATSS_genomic_start	ATSS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000393444	1	116953327;117020184	116953691;117020277	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000393451	1	116953327	116953342	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000599848	1	18831959	18832001	ENSG00000005007	UPF1	18833180,18833517,18833811,18837839,18840239,18844983,18845559,18846589,18847848,18847850,18849084,18852084,18853262,18853740,18856171,18856988,18857791,18858581,18860943,18861020,18862170,18863567,18863856,18863858,18864512,18867995
ENST00000596842	1	18831959;18845980;18847744;18850075;18850688;18852135;18852987;18853252;18854601;18854879;18855124;18855925;18856186;18856877;18857320	18832440;18846119;18847833;18850242;18850868;18852296;18853104;18853350;18854709;18855038;18855242;18856089;18856300;18857020;18857533	ENSG00000005007	UPF1	18833180,18833517,18833811,18837839,18840239,18844983,18845559,18846589,18847848,18847850,18849084,18852084,18853262,18853740,18856171,18856988,18857791,18858581,18860943,18861020,18862170,18863567,18863856,18863858,18864512,18867995
ENST00000706593	1	107044705;107070281;107121952;107128212;107140847;107145761;107150922;107153072	107045214;107070316;107122004;107128295;107140953;107146461;107151023;107156242	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000706592	1	107044705;107070281;107121952;107128212;107140847;107145761;107150922	107045214;107070316;107122004;107128295;107140953;107146461;107151023	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000706580	1	107044705	107044910	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000312196	1	11758203	11758237	ENSG00000005302	MSL3	11766698,11770688,11771880,11773086,11773729
ENST00000647869	1	11758203	11758205	ENSG00000005302	MSL3	11766698,11770688,11771880,11773086,11773729
ENST00000321027	1	75710915	75710985	ENSG00000005436	GCFC2	75653874,75654628,75655929,75656232,75656562,75672576,75673731,75673828,75676783,75679404,75680567,75681484,75682776,75684748,75686147,75688191,75692062,75692064,75692066,75692691,75695120,75695907,75698569,75698571,75699171,75703157,75703159,75704820,75706359,75707272
ENST00000348227	1	74421678	74421730	ENSG00000005448	WDR54	74423355
ENST00000479838	1	105014164	105014185	ENSG00000005483	KMT2E	104943993,104946823,104946825,104948471,104948607,104955559,104956193,104959922,104961372,104965663,104969244,104973469,104977439,104980207,104983476,104983478,104985458,104992054,104993292,104993602,104993923,104994744,104996276,104999613,105002811,105003209,105004451,105015728,105019656,105019658,105023812,105042135,105046025,105054880,105055712,105056505,105056984,105058596,105059325,105060297,105061744,105062336,105064525,105065289,105066746,105068124,105069641,105070234,105074487,105083116,105084018,105084077,105085012,105086231,105088534,105089168,105090027,105093063,105094103,105095702,105098384,105100056,105105683,105106760,105109032,105109646
ENST00000428119	1	75878999;75881365;75881829	75879260;75881486;75882044	ENSG00000005486	RHBDD2	75846155,75847882,75850335,75851382,75858051,75858283,75864667,75864669,75868415,75868514,75868516,75870122,75872040,75880083,75880111,75880694,75884546
ENST00000006777	1	75878999	75879034	ENSG00000005486	RHBDD2	75846155,75847882,75850335,75851382,75858051,75858283,75864667,75864669,75868415,75868514,75868516,75870122,75872040,75880083,75880111,75880694,75884546
ENST00000566034	1	981770	982086	ENSG00000005513	SOX8	982724,984035,986844
ENST00000355619	1	77027159	77027164	ENSG00000005812	FBXL3	76992635,76994188,76995666,76995909,76996759,76996761,76997699,76999351,77004081,77005912,77007135,77009133,77010213,77012178,77012180,77020597,77020830,77020959,77021965,77023292,77023294,77024916,77025799
ENST00000505897	1	50095351	50095387	ENSG00000005882	PDK2	50098692,50098832,50101275,50101596,50101609,50103422,50103424,50104422,50108289,50111370,50111596
ENST00000304543	1	24149645	24149729	ENSG00000005889	ZFX	24152615,24154634,24157478,24159055,24164805,24167902,24175447,24176576,24179138,24184403,24194891,24196933,24196935,24200904,24201453,24202702,24203064,24203620,24203721,24208351,24210237,24210453,24212371,24214765
ENST00000571485	1	7294589	7294639	ENSG00000006047	YBX2	7289394,7290079
ENST00000352832	1	50560715	50561088	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000403527	1	13986638;13988086;13988680;13989008;13989268;13989563	13986685;13988173;13988873;13989139;13989464;13989947	ENSG00000006468	ETV1	13891965,13897992,13902361,13906292,13907376,13907378,13909334,13909511,13910629,13913240,13913394,13916664,13916666,13917462,13918422,13922480,13924282,13926015,13929767,13934885,13935809,13936910,13937269,13939453,13942011,13942645,13942814,13942816,13943700,13944877,13945524,13945851,13947687,13947689,13951177,13951183,13956049,13959460,13960772,13963337,13963548,13965874,13966502,13968699,13972741,13973128,13973155,13974248,13975255,13976782,13977105,13978392,13978607,13981564,13981603,13985217,13985633,13986507,13987919,13988261,13989517
ENST00000265728	1	87876216	87876493	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000431138	1	87876216	87876534	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000300843	1	45251271	45251292	ENSG00000007047	MARK4	45082071,45082561,45084900,45089917,45094933,45096168,45096170,45098549,45098752,45099614,45100996,45102071,45103781,45105139,45108542,45108786,45111874,45113256,45114337,45114465,45115047,45116097,45117648,45120628,45121240,45121354,45122822,45122839,45126241,45126797,45131587,45132254,45135275,45136462,45136464,45140454,45141530,45149733,45150234,45150701,45150703,45151703,45160146,45162606,45164621,45164623,45165041,45167867,45171942,45173134,45180871,45184329,45185385,45185491,45185646,45186153,45186659,45187948,45191267,45194820,45195106,45198229,45199910,45204876,45211730,45212230,45213381,45213383,45215339,45216139,45216803,45216990,45222061,45222071,45223862,45231246,45232129,45233074,45236873,45238712,45240772,45243594,45245613,45245907,45246158,45253951,45259447,45262473,45265164,45270402,45272009,45275353,45280884,45286200,45287248,45288718,45290255,45295647,45296918,45298269,45299389,45302089
ENST00000539194	1	16083665;16083978	16083732;16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000447510	1	16084023	16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000508167	1	16083978	16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000540805	1	16075906;16076566;16078101;16079896;16080564;16083300;16083665;16083978	16076118;16076653;16078303;16080007;16080700;16083473;16083732;16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000513448	1	15979395;15979881;15980277;15980422;15984263;15985760;15985957;15987663;15989732;15991222;15992248;15993987;15998385;16000496;16006538;16008949;16013275;16016166;16018323;16023326;16024295;16025192;16033304;16035735;16038946;16075687;16076566;16078101;16079896;16080564;16083300;16083665;16083978	15979463;15979904;15980301;15980537;15984355;15985828;15986037;15987716;15989824;15991293;15992391;15994071;15998488;16000619;16006690;16009108;16013338;16016240;16018540;16023415;16024358;16025312;16033509;16035761;16039001;16076118;16076653;16078303;16080007;16080700;16083473;16083732;16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000395040	1	3789273	3789347	ENSG00000007264	MATK	3778757,3781035,3782625,3785624,3785626,3789343,3797565,3798950
ENST00000358039	1	112619141;112619644	112619189;112619774	ENSG00000007341	ST7L	112525160,112527407,112530012,112530278,112531964,112533969,112536661,112537873,112542940,112544096,112549261,112553019,112556836,112557401,112557403,112559378,112563995,112565879,112574920,112575673,112584632,112584960,112589435,112591405,112595233,112599693,112602342,112602792,112603376,112604955,112605800,112606811,112609691,112610740,112611837,112613336,112614830,112616138,112620426
ENST00000561734	1	788256	788381	ENSG00000007376	RPUSD1	785120
ENST00000629543	1	229450	229463	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000468732	1	190662;192927;199062;206004;208078;208601;220649;227242;228333;229279	190802;193015;199238;206147;208188;209773;220747;227336;228402;229463	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	1	229449	229463	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000476438	1	569968;574066;575839;576134;578379;578785;579069;580183;580858	570096;574763;575970;576254;578505;578938;579180;580263;580972	ENSG00000007541	PIGQ	567868,573099,573799,576749,579915,580618,581090
ENST00000674046	1	18425583	18425608	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000378633	1	1724324	1724357	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
ENST00000417368	1	122144249	122144308	ENSG00000008311	AASS	122065827,122066523,122067667,122070511,122074100,122074686,122080693,122083524,122084538,122084554,122095065,122095067,122104877,122105595,122107110,122107435,122107664,122109494,122111193,122113448,122113630,122114708,122115476,122115715,122116003,122116005,122116063,122116226,122118708,122118735,122119981,122123953,122125067,122130487,122134816,122136142,122136440,122136442,122137063,122139768,122142495,122142497
ENST00000011691	1	42581840;42590809	42581958;42590860	ENSG00000008324	SS18L2	42585911,42587097,42587941,42590600,42595430
ENST00000008876	1	50600793;50601789	50600883;50601894	ENSG00000008735	MAPK8IP2	50605925,50613907
ENST00000394126	1	40054361	40054408	ENSG00000008838	MED24	40022247,40022747,40026019,40026966,40029152,40029343,40031893,40032852,40033057,40033181,40033612,40039126,40040763,40045922,40046976,40048499,40050317,40053998,40061056
ENST00000339438	1	114757983	114758003	ENSG00000009307	CSDE1	114717456,114719165,114722287,114731039,114738550,114740338,114742661,114750312,114750707,114750875,114750920,114753615,114753784,114755545
ENST00000404251	1	73522278	73522293	ENSG00000009954	BAZ1B	73441457,73442361,73448532,73450455,73453090,73456315,73456400,73458544,73459881,73459890,73460809,73462268,73463343,73467030,73467956,73474231,73482277,73485793,73488849,73491467,73495795,73497111,73500411,73503528,73504298,73505695,73507271,73508690,73509441,73509589,73511372,73513774,73519219
ENST00000295050	1	231337104	231338293	ENSG00000010072	SPRTN	231343637,231344261,231345609,231347507,231347804,231350165
ENST00000472558	1	6549756;6550695;6550941;6555257	6550467;6550790;6551001;6556071	ENSG00000010295	IFFO1	6539761,6539763,6543012,6543485,6548869,6549128,6550157,6550299,6552448,6552922,6555753
ENST00000575285	1	3232421;3232833;3233506;3234636	3232547;3232921;3233836;3235360	ENSG00000010539	NA	NA
ENST00000007969	1	6873569;6882196;6883704	6873781;6882327;6883919	ENSG00000010626	LRRC23	6874995,6875700,6882381,6883600,6883676,6884124,6884536,6888048,6892950,6893524,6894590,6899760,6900184,6911635,6912700,6912813,6913339,6913711
ENST00000346436	1	11806096	11806191	ENSG00000011021	CLCN6	11809598,11810343,11813180,11814657,11816148,11817357,11817821,11818965,11823115,11823145,11828762,11831828,11832439,11832725,11832727,11833929,11834063,11834091,11834131,11834133,11834135,11839594,11842390,11845060,11845791,11846260
ENST00000011898	1	3077355	3077379	ENSG00000011105	TSPAN9	3082201,3082203,3086083,3087088,3087152,3088119,3088231,3088644,3089772,3092021,3093901,3100367,3101431,3103307,3103604,3105879,3106067,3107562,3107564,3112321,3113732,3113734,3123698,3123700,3124552,3128124,3129011,3131290,3132231,3136593,3137844,3137846,3140426,3141039,3141041,3145747,3150855,3151181,3151199,3151201,3151203,3151205,3151207,3154837,3162372,3164366,3165897,3167643,3170627,3170629,3173554,3178435,3179658,3181955,3183088,3184710,3185119,3187337,3187770,3187874,3189076,3189242,3189244,3189986,3190309,3190840,3191666,3192708,3193534,3194531,3195766,3196467,3201410,3203307,3204048,3205535,3206732,3207019,3208047,3209546,3210469,3211768,3213898,3213959,3218038,3218120,3218371,3219269,3220408,3221503,3222193,3223076,3223862,3225498,3227037,3228220,3228233,3230773,3231834,3232733,3233500,3233730,3234308,3238833,3238937,3240966,3241908,3247943,3249910,3250214,3250949,3254843,3254894,3254912,3255264,3259488,3261613,3261615,3261803,3266574,3267836,3267905,3271473,3271715,3272312,3272488,3275900,3277518,3278071,3279323,3279676,3281273,3281811,3282122
ENST00000591678	1	3752508;3752820;3753765;3754019;3754195;3759561;3759689;3761536	3752720;3752990;3753926;3754105;3754800;3759600;3760301;3761692	ENSG00000011132	APBA3	3758403
ENST00000397410	1	15418988	15419121	ENSG00000011243	AKAP8L	15381084,15381331,15391889,15392527,15395170,15397205,15399170,15400684,15401076,15401330,15409891,15415296
