isoform_id	A3	A3_genomic_start	A3_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000537971	1	3199984	3201177	ENSG00000011105	TSPAN9	3082201,3082203,3086083,3087088,3087152,3088119,3088231,3088644,3089772,3092021,3093901,3100367,3101431,3103307,3103604,3105879,3106067,3107562,3107564,3112321,3113732,3113734,3123698,3123700,3124552,3128124,3129011,3131290,3132231,3136593,3137844,3137846,3140426,3141039,3141041,3145747,3150855,3151181,3151199,3151201,3151203,3151205,3151207,3154837,3162372,3164366,3165897,3167643,3170627,3170629,3173554,3178435,3179658,3181955,3183088,3184710,3185119,3187337,3187770,3187874,3189076,3189242,3189244,3189986,3190309,3190840,3191666,3192708,3193534,3194531,3195766,3196467,3201410,3203307,3204048,3205535,3206732,3207019,3208047,3209546,3210469,3211768,3213898,3213959,3218038,3218120,3218371,3219269,3220408,3221503,3222193,3223076,3223862,3225498,3227037,3228220,3228233,3230773,3231834,3232733,3233500,3233730,3234308,3238833,3238937,3240966,3241908,3247943,3249910,3250214,3250949,3254843,3254894,3254912,3255264,3259488,3261613,3261615,3261803,3266574,3267836,3267905,3271473,3271715,3272312,3272488,3275900,3277518,3278071,3279323,3279676,3281273,3281811,3282122
ENST00000391919	1	46386718	46387093	ENSG00000011485	PPP5C	46348266,46349683,46350373,46352982,46356946,46358080,46365688,46365690,46365799,46366490,46366624,46366626,46367385,46367714,46368347,46369094,46369110,46371416,46371807,46371856,46372345,46373188,46373410,46374777,46375050,46376523,46378043,46378397,46378766,46381245,46381247,46382841,46383125,46383127,46383670,46384042,46385017,46386339,46387002,46387368,46388881,46390658
ENST00000012443	2	46381726;46386718	46383411;46387093	ENSG00000011485	PPP5C	46348266,46349683,46350373,46352982,46356946,46358080,46365688,46365690,46365799,46366490,46366624,46366626,46367385,46367714,46368347,46369094,46369110,46371416,46371807,46371856,46372345,46373188,46373410,46374777,46375050,46376523,46378043,46378397,46378766,46381245,46381247,46382841,46383125,46383127,46383670,46384042,46385017,46386339,46387002,46387368,46388881,46390658
ENST00000377990	1	65077042	65077868	ENSG00000011523	CEP68	65063094,65063096,65063682,65074576,65074955,65075298,65076187,65076189,65076513,65077140,65079622,65082489,65084020
ENST00000616701	2	50270561;50273119	50270890;50273298	ENSG00000012171	SEMA3B	50268361,50268407,50268465,50268563,50269807,50270896,50270918,50272136,50274003,50275032
ENST00000618865	3	50268874;50270561;50273119	50269161;50270890;50273298	ENSG00000012171	SEMA3B	50268361,50268407,50268465,50268563,50269807,50270896,50270918,50272136,50274003,50275032
ENST00000220562	1	28739901	28743086	ENSG00000012232	EXTL3	28601649,28604323,28607743,28608891,28609091,28610246,28610384,28611083,28613966,28613968,28614851,28615712,28626496,28629816,28629838,28634946,28638371,28639968,28642314,28642532,28642802,28643738,28648711,28648713,28649636,28651984,28652522,28652943,28653458,28658590,28658886,28659955,28659984,28662085,28663088,28664341,28667531,28668135,28672693,28674489,28675307,28675309,28675311,28677152,28677199,28681223,28681535,28683311,28684466,28687791,28688459,28689212,28693843,28694689,28695065,28696540,28696542,28701817,28702852,28704230,28707050,28708726,28716114,28718237,28718318,28721284,28721286,28722641,28722643,28727432,28728755,28729927,28730580,28732651,28735158,28735602,28738296,28738978,28740761,28742215,28743011,28743249,28745252,28745277,28746613,28747576,28749680,28749682,28749684,28749686,28750041,28751274,28752399
ENST00000557390	2	50429256;50448832	50429260;50450600	ENSG00000012983	MAP4K5	50419389,50420966,50421403,50421459,50423637,50424578,50425222,50425679,50427731,50428785,50429409,50429569,50429571,50431046,50431718,50432982,50433339,50435316,50440220,50443883,50444772,50444862,50450318,50455001,50456248,50456250,50456586,50469536,50471382,50472577,50472906,50473608,50474258,50484813,50489216,50490066,50494879,50495717,50505266,50505298,50507641,50508259,50508378,50508676,50508923,50520037,50520039,50520041,50524475,50534744,50535078,50538201,50542197,50542917,50543728,50544851,50546885,50549796,50553152,50553154,50554450,50555789,50559701,50559870
ENST00000432425	2	200853993;200854695	200854013;200854886	ENSG00000013441	CLK1	200858102,200858104
ENST00000473565	2	200853993;200854695	200854013;200854886	ENSG00000013441	CLK1	200858102,200858104
ENST00000683696	1	150509325	150509962	ENSG00000013619	MAMLD1	150368025,150374658,150378094,150380508,150381131,150381367,150383459,150385216,150386175,150389967,150396127,150397442,150398874,150402614,150404832,150404834,150407404,150408809,150409491,150414979,150414981,150414983,150414985,150414987,150414989,150416515,150417475,150426446,150427091,150427295,150427297,150428418,150429727,150429922,150431473,150431659,150431767,150435611,150436892,150437286,150442129,150445966,150448824,150450375,150450517,150452515,150458369,150461236,150461671,150466381,150467141,150467461,150468300,150468302,150469554,150470678,150471136,150472789,150473498,150473697,150473915,150474307,150474309,150478915,150482377,150482747,150483591,150488028,150490934,150491199,150492316,150493685,150499612,150501849,150506006,150506684,150509820,150509822,150511175,150512413
ENST00000510168	2	130894535;130962902	130894590;130963971	ENSG00000017260	ATP2C1	130850875,130851574,130852858,130853408,130853766,130856748,130857722,130861137,130861324,130862742,130869521,130871371,130874168,130877830,130878054,130879216,130879532,130879926,130882344,130882666,130883550,130888558,130888560,130889188,130889433,130890344,130892426,130892428,130892678,130892680,130895068,130896880,130897997,130899229,130899245,130901117,130901689,130903797,130906780,130906793,130912795,130916282,130918686,130922240,130925937,130926769,130927735,130928506,130930050,130935351,130935866,130941289,130941291,130941541,130943010,130945412,130949097,130949151,130953269,130953618,130959040,130960419,130962085,130963520,130965035,130966732,130967624,130969584,130970774,130972139,130978396,130978959,130979613,130979638,130981112,130981114,130981537,130983091,130983223,130983802,130984347,130985164,130985195,130985751,130989433,130991026,130992887,130995051,130995487,130996450,130996746,130996813,130996967,130996969,131002056,131003611,131006807,131008054,131009336,131009439,131012725,131014620
ENST00000398492	1	73652440	73652975	ENSG00000021300	PLEKHB1	73646983,73647332,73654660,73654725,73657443,73658761,73658931
ENST00000354190	1	73652440	73652975	ENSG00000021300	PLEKHB1	73646983,73647332,73654660,73654725,73657443,73658761,73658931
ENST00000227214	1	73652440	73652975	ENSG00000021300	PLEKHB1	73646983,73647332,73654660,73654725,73657443,73658761,73658931
