isoform_id	ATTS	ATTS_genomic_start	ATTS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000265755	1	74602590	74602605	ENSG00000006704	GTF2IRD1	74457929,74461247,74461723,74466296,74467089,74467645,74467970,74467972,74467974,74472061,74473408,74475745,74478075,74479324,74481763,74483139,74483578,74487193,74489313,74491570,74491794,74492603,74493431,74493863,74495606,74496037,74496071,74496073,74496085,74496087,74496089,74496113,74496127,74496129,74496176,74496217,74496229,74496263,74496297,74496321,74496333,74496343,74496359,74496404,74496426,74496456,74496528,74496577,74496603,74496631,74496667,74496669,74496671,74499631,74499633,74500110,74500683,74504125,74505797,74510917,74517564,74517748,74519498,74519771,74520199,74525624,74526595,74526608,74533125,74533279,74533440,74534968,74535001,74535549,74535578,74537123,74537440,74537461,74537480,74537500,74542806,74542968,74544544,74544546,74544699,74550066,74551983,74557450,74560352,74568118,74568714,74571272,74573779,74574128,74576950,74578135,74579270,74583613,74585256,74586129,74586131,74586133,74586265,74587644,74588006,74588438,74595585,74597490,74599319,74599446
ENST00000300843	1	45305283	45305284	ENSG00000007047	MARK4	45082071,45082561,45084900,45089917,45094933,45096168,45096170,45098549,45098752,45099614,45100996,45102071,45103781,45105139,45108542,45108786,45111874,45113256,45114337,45114465,45115047,45116097,45117648,45120628,45121240,45121354,45122822,45122839,45126241,45126797,45131587,45132254,45135275,45136462,45136464,45140454,45141530,45149733,45150234,45150701,45150703,45151703,45160146,45162606,45164621,45164623,45165041,45167867,45171942,45173134,45180871,45184329,45185385,45185491,45185646,45186153,45186659,45187948,45191267,45194820,45195106,45198229,45199910,45204876,45211730,45212230,45213381,45213383,45215339,45216139,45216803,45216990,45222061,45222071,45223862,45231246,45232129,45233074,45236873,45238712,45240772,45243594,45245613,45245907,45246158,45253951,45259447,45262473,45265164,45270402,45272009,45275353,45280884,45286200,45287248,45288718,45290255,45295647,45296918,45298269,45299389,45302089
ENST00000539194	1	15968228	15968446	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000508167	1	15968228	15968230	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000540805	1	15968228	15969092	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000513448	1	15968228	15968230	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000395040	1	3777970	3777973	ENSG00000007264	MATK	3778757,3781035,3782625,3785624,3785626,3789343,3797565,3798950
ENST00000629543	1	188969	188975	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000468732	1	188969	188990	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	1	188969	188990	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000476438	1	584108	584109	ENSG00000007541	PIGQ	567868,573099,573799,576749,579915,580618,581090
ENST00000674046	1	18646007;18650410;18653432	18646090;18650592;18653625	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000378633	1	1702379	1702881	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
ENST00000417368	1	122064583	122064650	ENSG00000008311	AASS	122065827,122066523,122067667,122070511,122074100,122074686,122080693,122083524,122084538,122084554,122095065,122095067,122104877,122105595,122107110,122107435,122107664,122109494,122111193,122113448,122113630,122114708,122115476,122115715,122116003,122116005,122116063,122116226,122118708,122118735,122119981,122123953,122125067,122130487,122134816,122136142,122136440,122136442,122137063,122139768,122142495,122142497
ENST00000681708	1	122064583;122073549	122064650;122073565	ENSG00000008311	AASS	122065827,122066523,122067667,122070511,122074100,122074686,122080693,122083524,122084538,122084554,122095065,122095067,122104877,122105595,122107110,122107435,122107664,122109494,122111193,122113448,122113630,122114708,122115476,122115715,122116003,122116005,122116063,122116226,122118708,122118735,122119981,122123953,122125067,122130487,122134816,122136142,122136440,122136442,122137063,122139768,122142495,122142497
ENST00000447630	1	42595114	42596934	ENSG00000008324	SS18L2	42585911,42587097,42587941,42590600,42595430
ENST00000329492	1	50613978	50613981	ENSG00000008735	MAPK8IP2	50605925,50613907
ENST00000394128	1	40019097	40019104	ENSG00000008838	MED24	40022247,40022747,40026019,40026966,40029152,40029343,40031893,40032852,40033057,40033181,40033612,40039126,40040763,40045922,40046976,40048499,40050317,40053998,40061056
ENST00000686025	1	114716913	114716919	ENSG00000009307	CSDE1	114717456,114719165,114722287,114731039,114738550,114740338,114742661,114750312,114750707,114750875,114750920,114753615,114753784,114755545
ENST00000435970	1	111299031	111299052	ENSG00000009413	REV3L	111299950,111302770,111304262,111304712,111304843,111305987,111306616,111311498,111311784,111313268,111318715,111319397,111319974,111321907,111321968,111323346,111326976,111328556,111329537,111330163,111330476,111336044,111336474,111340784,111343674,111345216,111345613,111345732,111350510,111358978,111359585,111359878,111359880,111360287,111360438,111360813,111360998,111368632,111368654,111371025,111371535,111381218,111381570,111384048,111385013,111390595,111391220,111392956,111392958,111393422,111394847,111396171,111397555,111401982,111405330,111405835,111407072,111407850,111409963,111410046,111412935,111414062,111415147,111417133,111420433,111423585,111423587,111427646,111432377,111432522,111432524,111435606,111439576,111445328,111448265,111454984,111455604,111455915,111459959,111461582,111464072,111464074,111465225,111467894,111469030,111469434,111474225,111474825,111474956,111475122,111476814,111476822,111481755
ENST00000404251	1	73440406	73441565	ENSG00000009954	BAZ1B	73441457,73442361,73448532,73450455,73453090,73456315,73456400,73458544,73459881,73459890,73460809,73462268,73463343,73467030,73467956,73474231,73482277,73485793,73488849,73491467,73495795,73497111,73500411,73503528,73504298,73505695,73507271,73508690,73509441,73509589,73511372,73513774,73519219
ENST00000391858	1	231353132	231355023	ENSG00000010072	SPRTN	231343637,231344261,231345609,231347507,231347804,231350165
ENST00000396840	1	6538961	6539528	ENSG00000010295	IFFO1	6539761,6539763,6543012,6543485,6548869,6549128,6550157,6550299,6552448,6552922,6555753
ENST00000575285	1	3222325	3223498	ENSG00000010539	NA	NA
ENST00000312413	1	11843734;11845547;11847577	11844073;11845766;11848079	ENSG00000011021	CLCN6	11809598,11810343,11813180,11814657,11816148,11817357,11817821,11818965,11823115,11823145,11828762,11831828,11832439,11832725,11832727,11833929,11834063,11834091,11834131,11834133,11834135,11839594,11842390,11845060,11845791,11846260
ENST00000346436	1	11843734;11845547;11847577	11844073;11845766;11848079	ENSG00000011021	CLCN6	11809598,11810343,11813180,11814657,11816148,11817357,11817821,11818965,11823115,11823145,11828762,11831828,11832439,11832725,11832727,11833929,11834063,11834091,11834131,11834133,11834135,11839594,11842390,11845060,11845791,11846260
ENST00000011898	1	3286559	3286564	ENSG00000011105	TSPAN9	3082201,3082203,3086083,3087088,3087152,3088119,3088231,3088644,3089772,3092021,3093901,3100367,3101431,3103307,3103604,3105879,3106067,3107562,3107564,3112321,3113732,3113734,3123698,3123700,3124552,3128124,3129011,3131290,3132231,3136593,3137844,3137846,3140426,3141039,3141041,3145747,3150855,3151181,3151199,3151201,3151203,3151205,3151207,3154837,3162372,3164366,3165897,3167643,3170627,3170629,3173554,3178435,3179658,3181955,3183088,3184710,3185119,3187337,3187770,3187874,3189076,3189242,3189244,3189986,3190309,3190840,3191666,3192708,3193534,3194531,3195766,3196467,3201410,3203307,3204048,3205535,3206732,3207019,3208047,3209546,3210469,3211768,3213898,3213959,3218038,3218120,3218371,3219269,3220408,3221503,3222193,3223076,3223862,3225498,3227037,3228220,3228233,3230773,3231834,3232733,3233500,3233730,3234308,3238833,3238937,3240966,3241908,3247943,3249910,3250214,3250949,3254843,3254894,3254912,3255264,3259488,3261613,3261615,3261803,3266574,3267836,3267905,3271473,3271715,3272312,3272488,3275900,3277518,3278071,3279323,3279676,3281273,3281811,3282122
ENST00000298896	1	93237550;93245825;93248476;93251463;93253647;93257195;93261602;93263785	93243088;93246286;93248654;93251652;93253790;93257355;93261677;93263993	ENSG00000011114	BTBD7	93238395,93238738,93240461,93242439,93246783,93248072,93248919,93251105,93251107,93251109,93251111,93252151,93255290,93255640,93256563,93256963,93261531,93261767,93263340,93271097,93271422,93271874,93272965,93273000,93275935,93275937,93276684,93280185,93285008,93285514,93288098,93289171,93289186,93295363,93298221,93298223,93298225,93298440,93300035,93300600,93301336,93306046,93312736,93314767,93316949,93317675,93317677,93318680,93320693,93324841,93324843,93324845,93331003
ENST00000591678	1	3750772	3751066	ENSG00000011132	APBA3	3758403
ENST00000263846	1	61513714	61515313	ENSG00000011347	SYT7	61519338,61519340,61519342,61520968,61524374,61524849,61526299,61527744,61527774,61527830,61532659,61534305,61534307,61534384,61534386,61534388,61534480,61536699,61538713,61540595,61540597,61540599,61546263,61549649,61549651,61550226,61552265,61552469,61552485,61552770,61554225,61554559,61554819,61554837,61555857,61555917,61555919,61555921,61555923,61555925,61560054,61561095,61561097,61561572,61562017,61562029,61562031,61562033,61563015,61563069,61563456,61564237,61564267,61566221,61569470,61570460,61570598,61571264,61571272,61571410,61572944,61572946,61573765,61574912,61574949,61575010,61575414,61575942,61577658,61578110
ENST00000645846	1	45549407	45554726	ENSG00000011376	LARS2	45389458,45393443,45394148,45395082,45397317,45400191,45409445,45414563,45416551,45426287,45431981,45433518,45434214,45434216,45439710,45442675,45445534,45446830,45446832,45451516,45455414,45456773,45459320,45459798,45459800,45459802,45461675,45463308,45464187,45467941,45470413,45474245,45474293,45475852,45476238,45477955,45477957,45478143,45480331,45494936,45495582,45496452,45499684,45500514,45500666,45500768,45501358,45502009,45503458,45504410,45504412,45504414,45504416,45505183,45505935,45510669,45514074,45514241,45516108,45518812,45521241,45521974,45524694,45524696,45524698,45524700,45524746,45524843,45525869,45527024,45527026,45536265,45540731,45543816,45545149,45546152,45547120,45548177,45549504,45550514,45553944,45554360
ENST00000691414	1	17086572	17086575	ENSG00000011405	PIK3C2A	17077849,17083423,17085987,17085989,17089678,17089686,17089688,17091165,17097019,17097021,17102685,17105742,17106315,17108015,17108337,17108482,17111791,17112930,17115682,17117649,17119609,17120521,17122532,17123726,17134947,17135165,17135806,17136445,17137358,17138192,17140945,17140985,17142002,17144764,17144963,17146589,17148077,17148322,17152806,17154689,17158216,17162394,17162502,17163174,17165643,17167676,17175362,17175364,17178125,17183039,17183041,17184318,17188008,17188206,17188293,17191467,17192013,17194367,17198660,17202124,17204136
ENST00000389282	1	15419978	15421508	ENSG00000011451	WIZ	15420729,15420984,15421505,15421649,15423237,15439286,15439532,15440042,15448630,15448736,15449022
ENST00000391919	1	46390852	46390975	ENSG00000011485	PPP5C	46348266,46349683,46350373,46352982,46356946,46358080,46365688,46365690,46365799,46366490,46366624,46366626,46367385,46367714,46368347,46369094,46369110,46371416,46371807,46371856,46372345,46373188,46373410,46374777,46375050,46376523,46378043,46378397,46378766,46381245,46381247,46382841,46383125,46383127,46383670,46384042,46385017,46386339,46387002,46387368,46388881,46390658
ENST00000618865	1	50277139	50277546	ENSG00000012171	SEMA3B	50268361,50268407,50268465,50268563,50269807,50270896,50270918,50272136,50274003,50275032
ENST00000220562	1	28755599	28756561	ENSG00000012232	EXTL3	28601649,28604323,28607743,28608891,28609091,28610246,28610384,28611083,28613966,28613968,28614851,28615712,28626496,28629816,28629838,28634946,28638371,28639968,28642314,28642532,28642802,28643738,28648711,28648713,28649636,28651984,28652522,28652943,28653458,28658590,28658886,28659955,28659984,28662085,28663088,28664341,28667531,28668135,28672693,28674489,28675307,28675309,28675311,28677152,28677199,28681223,28681535,28683311,28684466,28687791,28688459,28689212,28693843,28694689,28695065,28696540,28696542,28701817,28702852,28704230,28707050,28708726,28716114,28718237,28718318,28721284,28721286,28722641,28722643,28727432,28728755,28729927,28730580,28732651,28735158,28735602,28738296,28738978,28740761,28742215,28743011,28743249,28745252,28745277,28746613,28747576,28749680,28749682,28749684,28749686,28750041,28751274,28752399
