"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"156624","isoComp_00000341","geneComp_00000043","ENST00000494925","ABCA17P","RGC","RO","ABCA17P","transcribed_unitary_pseudogene","transcribed_unitary_pseudogene",4.54167519799247,2.95158262243441,6.13176777355054,0.133038545801244,1.88917219815033,1.05228562848765,NA,0.783897586007732,0.195007454833156,1.37278771718231,0.0960091506426067,0.404368923959582,2.75383141626444,NA,0.144825,0.0647,0.22495,0.16025,0.0188815666737939,1.2577288066672e-05,NA
"156625","isoComp_00000342","geneComp_00000043","ENST00000505660","ABCA17P","RGC","RO","ABCA17P","transcribed_unitary_pseudogene","processed_transcript",4.54167519799247,2.95158262243441,6.13176777355054,0.133038545801244,1.88917219815033,1.05228562848765,NA,0.185917975866273,0.255481885859204,0.116354065873342,0.00921867531055304,0.0490835766948585,-1.07114133894409,NA,0.05255,0.08685,0.01825,-0.0686,0.12051968814477,1.2577288066672e-05,NA
"156626","isoComp_00000343","geneComp_00000043","ENST00000512848","ABCA17P","RGC","RO","ABCA17P","transcribed_unitary_pseudogene","processed_transcript",4.54167519799247,2.95158262243441,6.13176777355054,0.133038545801244,1.88917219815033,1.05228562848765,NA,1.13047147194043,1.80212744808163,0.45881549579923,0.280743094884874,0.0619555342110266,-1.95059226343154,NA,0.34765,0.6161,0.0792,-0.5369,1.2577288066672e-05,1.2577288066672e-05,NA
"18449","isoComp_00000432","geneComp_00000053","ENST00000265724","ABCB1","RGC","RO","ABCB1","protein_coding","protein_coding",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,1.36715271967784,1.25033523128093,1.48397020807476,0.118166947372466,0.289107239456478,0.245343857819567,NA,0.3501,0.40725,0.29295,-0.1143,0.480172031867462,0.0459615701510138,FALSE
"18451","isoComp_00000434","geneComp_00000053","ENST00000475929","ABCB1","RGC","RO","ABCB1","protein_coding","protein_coding_CDS_not_defined",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,0.0987687017566616,0,0.197537403513323,0,0.132385568034761,4.37529946508303,NA,0.01825,0,0.0365,0.0365,0.267079729212104,0.0459615701510138,NA
"18452","isoComp_00000435","geneComp_00000053","ENST00000476862","ABCB1","RGC","RO","ABCB1","protein_coding","protein_coding_CDS_not_defined",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,0.0616835739839885,0.0582153124894148,0.0651518354785623,0.00805417816321125,0.0651518354785623,0.139712718832026,NA,0.0167,0.0185,0.0149,-0.0036,0.933066121298335,0.0459615701510138,NA
"18454","isoComp_00000437","geneComp_00000053","ENST00000483831","ABCB1","RGC","RO","ABCB1","protein_coding","retained_intron",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,0.0753439547493731,0,0.150687909498746,0,0.0203722968580149,4.00618947653008,NA,0.014975,0,0.02995,0.02995,0.322495704437772,0.0459615701510138,NA
"18455","isoComp_00000438","geneComp_00000053","ENST00000488737","ABCB1","RGC","RO","ABCB1","protein_coding","protein_coding_CDS_not_defined",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,0.0530192574366338,0.0245619003339436,0.0814766145393241,0.0245619003339436,0.081476614539324,1.40422042990269,NA,0.013725,0.0088,0.01865,0.00985,0.89339748473437,0.0459615701510138,NA
"18457","isoComp_00000440","geneComp_00000053","ENST00000496821","ABCB1","RGC","RO","ABCB1","protein_coding","protein_coding_CDS_not_defined",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,0.0567361990815618,0,0.113472398163124,0,0.0483205626845613,3.62611666314446,NA,0.01085,0,0.0217,0.0217,0.457744705241725,0.0459615701510138,NA
"18458","isoComp_00000441","geneComp_00000053","ENST00000543898","ABCB1","RGC","RO","ABCB1","protein_coding","protein_coding",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,0.735100441048034,0.94500663070278,0.525194251393289,0.39498771714832,0.0940855412205396,-0.835448130108083,NA,0.197225,0.29055,0.1039,-0.18665,0.131135202423576,0.0459615701510138,FALSE
"18459","isoComp_00000442","geneComp_00000053","ENST00000622132","ABCB1","RGC","RO","ABCB1","protein_coding","protein_coding",4.08144996909037,3.14091395157841,5.02198598660233,0.347212357608442,0.653529046546764,0.675357548229976,NA,1.56995350236401,0.838232976437398,2.30167402829062,0.111461210337264,0.178216786138276,1.44640549990371,NA,0.36385,0.2662,0.4615,0.1953,0.0459615701510138,0.0459615701510138,FALSE
"62852","isoComp_00000882","geneComp_00000101","ENST00000337334","ABHD12B","RGC","RO","ABHD12B","protein_coding","protein_coding",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,1.75612582703323,0.164995619742066,3.34725603432439,0.098830239831715,0.351352324676947,4.26189184944717,NA,0.1307,0.05985,0.20155,0.1417,0.0259093824516059,0.0142298221425268,FALSE
"62853","isoComp_00000883","geneComp_00000101","ENST00000353130","ABHD12B","RGC","RO","ABHD12B","protein_coding","protein_coding",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,0.708241702340926,0.116798651614193,1.29968475306766,0.0154930666781554,0.014965591009074,3.36860828150031,NA,0.064425,0.0503,0.07855,0.02825,0.587981738467058,0.0142298221425268,FALSE
"62854","isoComp_00000884","geneComp_00000101","ENST00000382029","ABHD12B","RGC","RO","ABHD12B","protein_coding","nonsense_mediated_decay",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,0.84166010881501,0.146349215235552,1.53697100239447,0.0138993287001313,0.198161596527696,3.30660227099624,NA,0.07665,0.0599,0.0934,0.0335,0.60809218627025,0.0142298221425268,TRUE
"62855","isoComp_00000885","geneComp_00000101","ENST00000553715","ABHD12B","RGC","RO","ABHD12B","protein_coding","protein_coding_CDS_not_defined",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,0.551307003741639,0.0532026126175351,1.04941139486574,0.0532026126175351,0.137520551276807,4.06713492443755,NA,0.040225,0.0173,0.06315,0.04585,0.378376443489597,0.0142298221425268,NA
"62856","isoComp_00000886","geneComp_00000101","ENST00000554241","ABHD12B","RGC","RO","ABHD12B","protein_coding","protein_coding_CDS_not_defined",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,3.71136700992153,1.38001412544822,6.04271989439485,0.166495309229669,0.119368176376433,2.12248404424844,NA,0.4634,0.56175,0.36505,-0.1967,0.0648514424225417,0.0142298221425268,NA
"62857","isoComp_00000887","geneComp_00000101","ENST00000554566","ABHD12B","RGC","RO","ABHD12B","protein_coding","protein_coding_CDS_not_defined",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,0.585217838932718,0.399164794075984,0.771270883789451,0.216150121934213,0.153482809491775,0.933140833131006,NA,0.09655,0.14685,0.04625,-0.1006,0.0142298221425268,0.0142298221425268,NA
"62858","isoComp_00000888","geneComp_00000101","ENST00000555292","ABHD12B","RGC","RO","ABHD12B","protein_coding","protein_coding_CDS_not_defined",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,0.775547208775304,0.0583188446762815,1.49277557287433,0.0079476427818558,0.18129024150313,4.45920218242907,NA,0.057925,0.02515,0.0907,0.06555,0.13699059309043,0.0142298221425268,NA
"62860","isoComp_00000890","geneComp_00000101","ENST00000557345","ABHD12B","RGC","RO","ABHD12B","protein_coding","nonsense_mediated_decay",9.53978763061416,2.51479835836144,16.5647769028669,0.558120045680723,0.645393122051305,2.71474937420968,NA,0.541156773409536,0.195954494951615,0.886359051867457,0.0329831428274707,0.10982719196256,2.12175113076684,NA,0.066125,0.0789,0.05335,-0.02555,0.75733513495759,0.0142298221425268,TRUE
"88815","isoComp_00001211","geneComp_00000145","ENST00000280758","ABTB3","RGC","RO","ABTB3","protein_coding","protein_coding",9.29150411039093,15.7751267819547,2.80788143882719,3.20537872315623,0.776031837044161,-2.48588303078974,NA,4.25688271047645,7.82564183221706,0.688123588735841,1.96542289310518,0.163488607694271,-3.48849708912444,NA,0.36945,0.491,0.2479,-0.2431,0.0045441696845724,0.000143231577143628,FALSE
"88816","isoComp_00001212","geneComp_00000145","ENST00000357167","ABTB3","RGC","RO","ABTB3","protein_coding","protein_coding",9.29150411039093,15.7751267819547,2.80788143882719,3.20537872315623,0.776031837044161,-2.48588303078974,NA,2.04161125497249,3.47729384368758,0.605928666257398,0.483027738153075,0.249553997517436,-2.50127275243748,NA,0.21525,0.22345,0.20705,-0.0164,0.930221390831659,0.000143231577143628,FALSE
"88818","isoComp_00001214","geneComp_00000145","ENST00000420571","ABTB3","RGC","RO","ABTB3","protein_coding","protein_coding",9.29150411039093,15.7751267819547,2.80788143882719,3.20537872315623,0.776031837044161,-2.48588303078974,NA,1.0940967192027,1.87571067639797,0.312482762007431,0.382513389569618,0.125461069619106,-2.54781439115396,NA,0.113,0.1189,0.1071,-0.0118,0.956767002330081,0.000143231577143628,FALSE
"88819","isoComp_00001215","geneComp_00000145","ENST00000490090","ABTB3","RGC","RO","ABTB3","protein_coding","protein_coding",9.29150411039093,15.7751267819547,2.80788143882719,3.20537872315623,0.776031837044161,-2.48588303078974,NA,1.60792196161623,2.1208581541524,1.09498576908006,0.254948984566675,0.196319344945443,-0.947406770233089,NA,0.26905,0.1368,0.4013,0.2645,0.000143231577143628,0.000143231577143628,FALSE
"88820","isoComp_00001216","geneComp_00000145","ENST00000494235","ABTB3","RGC","RO","ABTB3","protein_coding","protein_coding",9.29150411039093,15.7751267819547,2.80788143882719,3.20537872315623,0.776031837044161,-2.48588303078974,NA,0.152192743508629,0.234917201774385,0.069468285242874,0.0295961602722428,0.00431644976431178,-1.62384298565667,NA,0.020725,0.0151,0.02635,0.01125,0.831457437374687,0.000143231577143628,FALSE
"13257","isoComp_00001456","geneComp_00000161","ENST00000158762","ACAP1","RGC","RO","ACAP1","protein_coding","protein_coding",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,0.550986828096282,0,1.10197365619256,0,0.0218352998244502,6.79697879930148,NA,0.0521,0,0.1042,0.1042,2.45954730975711e-05,2.45954730975711e-05,FALSE
"13258","isoComp_00001457","geneComp_00000161","ENST00000570439","ACAP1","RGC","RO","ACAP1","protein_coding","retained_intron",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,5.62960269520983,4.69114517732299,6.56806021309667,0.867184200477001,0.579766863464199,0.484649980651774,NA,0.7457,0.87045,0.62095,-0.2495,0.000502243336107377,2.45954730975711e-05,NA
"13259","isoComp_00001458","geneComp_00000161","ENST00000570504","ACAP1","RGC","RO","ACAP1","protein_coding","protein_coding_CDS_not_defined",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,0.119581234920256,0.0655642404801948,0.173598229360317,0.0655642404801948,0.0449813212126649,1.28077657569893,NA,0.01335,0.0103,0.0164,0.0061,0.877673127271339,2.45954730975711e-05,NA
"13260","isoComp_00001459","geneComp_00000161","ENST00000571220","ACAP1","RGC","RO","ACAP1","protein_coding","retained_intron",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,0.132784370979529,0.0338640210546539,0.231704720904405,0.0338640210546539,0.0173699400664952,2.46213567531598,NA,0.0136,0.0053,0.0219,0.0166,0.464980734550296,2.45954730975711e-05,NA
"13261","isoComp_00001460","geneComp_00000161","ENST00000571471","ACAP1","RGC","RO","ACAP1","protein_coding","protein_coding_CDS_not_defined",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,0.311475688958342,0.179840644148156,0.443110733768529,0.0729692689759828,0.232042471157141,1.25507476648889,NA,0.03695,0.03195,0.04195,0.01,0.923168782079678,2.45954730975711e-05,NA
"13263","isoComp_00001462","geneComp_00000161","ENST00000574499","ACAP1","RGC","RO","ACAP1","protein_coding","protein_coding_CDS_not_defined",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,0.603135563825751,0.2309817031019,0.975289424549603,0.0816438528916537,0.282086632853548,2.03162396049111,NA,0.06975,0.0472,0.0923,0.0451,0.458287501303204,2.45954730975711e-05,NA
"13264","isoComp_00001463","geneComp_00000161","ENST00000575415","ACAP1","RGC","RO","ACAP1","protein_coding","retained_intron",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,0.373763899252336,0.0997636226168737,0.647764175887798,0.0377846870955407,0.285994851578426,2.58317043432013,NA,0.039575,0.01785,0.0613,0.04345,0.266957591377103,2.45954730975711e-05,NA
"13266","isoComp_00001465","geneComp_00000161","ENST00000576628","ACAP1","RGC","RO","ACAP1","protein_coding","retained_intron",7.98067654338116,5.38572113796787,10.5756319487945,0.977275161552669,0.0265201682761473,0.972219705118788,NA,0.210246039708526,0.0845617292430937,0.335930350173958,0.0184474036390508,0.154452896862165,1.87115327068459,NA,0.024325,0.0169,0.03175,0.01485,0.647003915543103,2.45954730975711e-05,NA
"28219","isoComp_00001916","geneComp_00000211","ENST00000412435","ACP5","RGC","RO","ACP5","protein_coding","protein_coding",18.3074199205059,11.9564036220062,24.6584362190057,1.2350671046823,3.64283745464141,1.04367663279007,NA,0.305243158043582,0,0.610486316087164,0,0.0586271143529027,5.9553274890772,NA,0.012825,0,0.02565,0.02565,0.00370013881972724,1.84079090920437e-05,FALSE
"28222","isoComp_00001919","geneComp_00000211","ENST00000590832","ACP5","RGC","RO","ACP5","protein_coding","protein_coding",18.3074199205059,11.9564036220062,24.6584362190057,1.2350671046823,3.64283745464141,1.04367663279007,NA,0.467259512933706,0,0.934519025867413,0,0.0331175870790629,6.56150795264247,NA,0.019475,0,0.03895,0.03895,9.8845742529899e-05,1.84079090920437e-05,FALSE
"28224","isoComp_00001921","geneComp_00000211","ENST00000592659","ACP5","RGC","RO","ACP5","protein_coding","protein_coding",18.3074199205059,11.9564036220062,24.6584362190057,1.2350671046823,3.64283745464141,1.04367663279007,NA,1.50065620038954,0.036864857579491,2.96444754319959,0.036864857579491,1.27597707297133,5.98797142675569,NA,0.05925,0.00345,0.11505,0.1116,1.84079090920437e-05,1.84079090920437e-05,FALSE
"28225","isoComp_00001922","geneComp_00000211","ENST00000592828","ACP5","RGC","RO","ACP5","protein_coding","protein_coding",18.3074199205059,11.9564036220062,24.6584362190057,1.2350671046823,3.64283745464141,1.04367663279007,NA,0.297401437484036,0.132487114473364,0.462315760494707,0.132487114473364,0.00867806905726928,1.7289202188985,NA,0.015725,0.01235,0.0191,0.00675,0.694105011776245,1.84079090920437e-05,FALSE
"28226","isoComp_00001923","geneComp_00000211","ENST00000648477","ACP5","RGC","RO","ACP5","protein_coding","protein_coding",18.3074199205059,11.9564036220062,24.6584362190057,1.2350671046823,3.64283745464141,1.04367663279007,NA,0.266910188900883,0,0.533820377801766,0,0.340453670856983,5.76505830730692,NA,0.010025,0,0.02005,0.02005,0.0605463955975471,1.84079090920437e-05,FALSE
"28238","isoComp_00001935","geneComp_00000211","ENST00000695818","ACP5","RGC","RO","ACP5","protein_coding","nonsense_mediated_decay",18.3074199205059,11.9564036220062,24.6584362190057,1.2350671046823,3.64283745464141,1.04367663279007,NA,13.3020532942662,11.6349101533428,14.9691964351896,1.42433092107271,1.54651119822079,0.363260723502308,NA,0.791175,0.9712,0.61115,-0.36005,0.00824035254163953,1.84079090920437e-05,TRUE
"28242","isoComp_00001939","geneComp_00000211","ENST00000695838","ACP5","RGC","RO","ACP5","protein_coding","retained_intron",18.3074199205059,11.9564036220062,24.6584362190057,1.2350671046823,3.64283745464141,1.04367663279007,NA,0.322398267925472,0.0246284217305473,0.620168114120397,0.0246284217305473,0.0966039040422443,4.18570821724567,NA,0.0137,0.0023,0.0251,0.0228,0.0196989528350642,1.84079090920437e-05,NA
"96911","isoComp_00002265","geneComp_00000255","ENST00000290378","ACTC1","RGC","RO","ACTC1","protein_coding","protein_coding",6.16881693433357,3.9986122670448,8.33902160162233,1.55236920585243,0.946138240624285,1.05850426253171,NA,1.61225855146675,2.36804322218185,0.85647388075165,0.928670165504968,0.152795421809629,-1.45654677093848,NA,0.34865,0.59115,0.10615,-0.485,8.70814763311181e-14,8.70814763311181e-14,FALSE
"96913","isoComp_00002267","geneComp_00000255","ENST00000560563","ACTC1","RGC","RO","ACTC1","protein_coding","retained_intron",6.16881693433357,3.9986122670448,8.33902160162233,1.55236920585243,0.946138240624285,1.05850426253171,NA,3.90957869710435,1.29699854060593,6.52215885360278,0.503622629098093,0.867431327760039,2.32130234557067,NA,0.55235,0.32435,0.78035,0.456,9.3753221338183e-13,8.70814763311181e-14,NA
"96914","isoComp_00002268","geneComp_00000255","ENST00000647798","ACTC1","RGC","RO","ACTC1","protein_coding","protein_coding_CDS_not_defined",6.16881693433357,3.9986122670448,8.33902160162233,1.55236920585243,0.946138240624285,1.05850426253171,NA,0.157641550317597,0.0886640187769511,0.226619081858243,0.0886640187769511,0.0493029928214142,1.26197046534659,NA,0.0214,0.01595,0.02685,0.0109,0.955821938975352,8.70814763311181e-14,NA
"96916","isoComp_00002270","geneComp_00000255","ENST00000650163","ACTC1","RGC","RO","ACTC1","protein_coding","protein_coding_CDS_not_defined",6.16881693433357,3.9986122670448,8.33902160162233,1.55236920585243,0.946138240624285,1.05850426253171,NA,0.4501718558326,0.244906485480067,0.655437226185133,0.0314123924724145,0.103866782627934,1.38433449664662,NA,0.073375,0.06855,0.0782,0.00964999999999999,0.833235817450645,8.70814763311181e-14,NA
"15392","isoComp_00002405","geneComp_00000287","ENST00000366578","ACTN2","RGC","RO","ACTN2","protein_coding","protein_coding",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.409225327257863,0.421768184220058,0.396682470295668,0.0418749915947389,0.201226963859981,-0.0863541331584816,NA,0.10335,0.10845,0.09825,-0.0102,0.970220825394816,0.0260348856120853,FALSE
"15394","isoComp_00002407","geneComp_00000287","ENST00000492634","ACTN2","RGC","RO","ACTN2","protein_coding","protein_coding_CDS_not_defined",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.146972575460582,0.11979659287389,0.174148558047274,0.0124330593990252,0.0761222627392584,0.504617586962879,NA,0.0374,0.0308,0.044,0.0132,0.734058311856545,0.0260348856120853,NA
"15395","isoComp_00002408","geneComp_00000287","ENST00000494762","ACTN2","RGC","RO","ACTN2","protein_coding","retained_intron",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.042745673050834,0.0492808511831771,0.0362104949184909,0.0492808511831771,0.0362104949184909,-0.35934562172793,NA,0.010925,0.01415,0.0077,-0.00645,0.914106446972485,0.0260348856120853,NA
"15396","isoComp_00002409","geneComp_00000287","ENST00000542672","ACTN2","RGC","RO","ACTN2","protein_coding","protein_coding",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.450605557924889,0.726038029286973,0.175173086562806,0.0940047374255762,0.110021251084243,-1.99090587916594,NA,0.116575,0.1913,0.04185,-0.14945,0.0260348856120853,0.0260348856120853,FALSE
"15398","isoComp_00002411","geneComp_00000287","ENST00000651187","ACTN2","RGC","RO","ACTN2","protein_coding","protein_coding",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.0514104179523744,0,0.102820835904749,0,0.0376690004261866,3.49596162610399,NA,0.01325,0,0.0265,0.0265,0.3099198723553,0.0260348856120853,FALSE
"15402","isoComp_00002415","geneComp_00000287","ENST00000652096","ACTN2","RGC","RO","ACTN2","protein_coding","nonsense_mediated_decay",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.232780698551354,0.301663943308968,0.16389745379374,0.00940293757192748,0.0721030539082225,-0.841754449027775,NA,0.064975,0.07815,0.0518,-0.02635,0.717410778999042,0.0260348856120853,TRUE
"15403","isoComp_00002416","geneComp_00000287","ENST00000682015","ACTN2","RGC","RO","ACTN2","protein_coding","protein_coding",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.0387273775072777,0,0.0774547550145553,0,0.0774547550145553,3.12853682725066,NA,0.0138,0,0.0276,0.0276,0.693517523106842,0.0260348856120853,FALSE
"15405","isoComp_00002418","geneComp_00000287","ENST00000682692","ACTN2","RGC","RO","ACTN2","protein_coding","retained_intron",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.0929656867241371,0.120074222579876,0.0658571508683983,0.120074222579876,0.0658571508683983,-0.777977993389211,NA,0.02095,0.02795,0.01395,-0.014,0.936559802949016,0.0260348856120853,NA
"15406","isoComp_00002419","geneComp_00000287","ENST00000682966","ACTN2","RGC","RO","ACTN2","protein_coding","retained_intron",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.88330498961893,0.632703299381147,1.13390667985671,0.0497472107893614,0.217659112031865,0.831744577833038,NA,0.2362,0.16585,0.30655,0.1407,0.236574597963806,0.0260348856120853,NA
"15407","isoComp_00002420","geneComp_00000287","ENST00000683075","ACTN2","RGC","RO","ACTN2","protein_coding","retained_intron",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.142026675966041,0.100188215388332,0.183865136543751,0.0341820047858821,0.0116699811159814,0.815083445635632,NA,0.04005,0.027,0.0531,0.0261,0.835062278002344,0.0260348856120853,NA
"15408","isoComp_00002421","geneComp_00000287","ENST00000683111","ACTN2","RGC","RO","ACTN2","protein_coding","nonsense_mediated_decay",3.82553949180995,3.89008800974439,3.76099097387552,0.4095404918193,0.9550545719061,-0.0485629830364953,NA,0.113549391279596,0.136884146746192,0.0902146358130003,0.0291915074144453,0.00742255963749086,-0.551585471915348,NA,0.030475,0.03475,0.0262,-0.00855,0.739469051531105,0.0260348856120853,TRUE
