"gene","logFC","logCPM","F","PValue","FDR"
"ENSG00000134532",4.48481151214886,6.44314871508036,516.377650508176,8.88111193416037e-12,3.981518254955e-09
"ENSG00000084676",3.1059651426938,7.26229771663537,514.143074133682,9.11418579450021e-12,3.981518254955e-09
"ENSG00000144406",3.88821060594066,5.94413869459714,503.593923893305,1.03997566417824e-11,4.28112607015738e-09
"ENSG00000065978",3.56788783036419,7.65048770564315,502.015240805336,1.05916380661468e-11,4.28112607015738e-09
"ENSG00000177694",3.7340028592673,4.74941525560416,501.630503352613,1.06909363572188e-11,4.28112607015738e-09
"ENSG00000105176",3.55124588951002,5.11665314912555,494.314819322242,1.17046682192196e-11,4.5603918121154e-09
"ENSG00000184897",4.07936639165226,5.43511211760136,480.838827139381,1.3931960633929e-11,5.28534590786108e-09
"ENSG00000038382",4.59564842314564,6.38482136643717,471.018542893105,1.58379819332921e-11,5.77241609270016e-09
"ENSG00000178852",6.07711458459501,4.43247901975027,478.114279956736,1.62963943871918e-11,5.77241609270016e-09
"ENSG00000159335",5.52424189142464,7.31066743836452,466.843422938025,1.6746768662821e-11,5.77241609270016e-09
"ENSG00000157869",2.76275566593429,5.47689491154283,466.046899974899,1.6916599868967e-11,5.77241609270016e-09
"ENSG00000198707",3.62827739365035,6.10435964778988,463.438737684166,1.75231609689462e-11,5.77241609270016e-09
"ENSG00000171634",3.32552167663024,7.2952441763647,462.97566414732,1.76183621031359e-11,5.77241609270016e-09
"ENSG00000158321",5.12005102041924,7.28500106330992,458.948120926672,1.86280590642971e-11,5.79663603494421e-09
"ENSG00000145113",6.31869083622266,4.02338311697531,480.815838908204,1.87226507586212e-11,5.79663603494421e-09
"ENSG00000162959",2.82994479025073,5.49633460622445,457.896029395046,1.88985775279119e-11,5.79663603494421e-09
"ENSG00000125386",3.10647504603809,5.75999895859863,455.697376818053,1.94777704692867e-11,5.84982373094244e-09
"ENSG00000155530",4.66500188643072,3.50299381396628,452.716434361477,2.17435958111144e-11,6.34397980544355e-09
"ENSG00000160145",4.79634974278389,6.54268361698754,445.645453887668,2.24213456076473e-11,6.34397980544355e-09
"ENSG00000138709",3.51027709629867,5.32795510561841,444.809547801441,2.26913320198646e-11,6.34397980544355e-09
"ENSG00000157168",5.56021534843132,5.98588028690407,443.191993587189,2.33200343651141e-11,6.34397980544355e-09
"ENSG00000128594",4.95532016587746,3.06301353853397,456.910766401022,2.35723204212195e-11,6.34397980544355e-09
"ENSG00000121068",4.41114535360174,4.62540218656458,442.124465133067,2.37635203589034e-11,6.34397980544355e-09
"ENSG00000147481",6.81157768447884,4.9526018841804,449.749444740453,2.48141797131259e-11,6.48416741514627e-09
"ENSG00000264364",3.22153209962323,4.65830892916454,437.57061945465,2.51882197036758e-11,6.48416741514627e-09
"ENSG00000151322",4.83890342519552,4.78721342493547,434.287147398671,2.66615810400125e-11,6.74304126794422e-09
"ENSG00000164073",3.17371165581731,5.77061617812816,431.612865500297,2.73814346852767e-11,6.79778578117593e-09
"ENSG00000204764",3.28202151805263,5.06639528755103,430.603045634903,2.78211266016495e-11,6.79778578117593e-09
"ENSG00000101421",3.90182856786083,4.88981776830196,428.180799369105,2.88828426012878e-11,6.93958431566941e-09
"ENSG00000083544",2.59709746865558,5.11854717963602,420.984075650209,3.20236719055264e-11,7.56808613426342e-09
"ENSG00000122507",3.97496072991473,6.61680206228975,419.05921104377,3.29414969244715e-11,7.65942934940614e-09
"ENSG00000221823",5.66136681306382,4.47298725987933,420.191651864014,3.4325216189798e-11,7.85448121574807e-09
"ENSG00000214753",3.77558516480511,4.28499213823711,415.206123876144,3.51539649448545e-11,7.91843060382848e-09
"ENSG00000141431",3.85176269822012,3.57986690652062,414.693631182046,3.59332125766099e-11,7.96943373083704e-09
"ENSG00000157680",3.45004441153103,4.55247675769474,410.226176245463,3.77690524979687e-11,8.14372253985412e-09
"ENSG00000130396",4.00563688179307,6.2338351276282,409.877763414079,3.78488769540945e-11,8.14372253985412e-09
"ENSG00000118473",4.66798741176977,6.83644201318219,407.726483777903,3.91126294620143e-11,8.21227316899654e-09
"ENSG00000198900",2.29745751692917,6.06171187665376,407.370183361307,3.93068013776888e-11,8.21227316899654e-09
"ENSG00000176208",3.80175224153465,4.13685819418974,406.512121728472,4.02076441039068e-11,8.28047710574171e-09
"ENSG00000167470",5.28272788310915,4.68842250879357,403.618858893841,4.26737300752208e-11,8.66457032062511e-09
"ENSG00000143190",3.06593485403616,6.33521178902033,399.350315211748,4.45270078498374e-11,8.91529646060078e-09
"ENSG00000078369",3.69547132370741,7.50109122429403,397.441546274196,4.58524368713564e-11,9.05491410873252e-09
"ENSG00000130725",4.42835985368169,4.16246550218993,394.727645163968,4.87379043062403e-11,9.49467065511838e-09
"ENSG00000164713",3.25955239546052,4.91384654720247,388.994782343864,5.25716502391414e-11,1.00077826174974e-08
"ENSG00000185104",3.39703006270333,4.99629020891477,388.77929148475,5.27602302254304e-11,1.00077826174974e-08
"ENSG00000184110",-5.45552969381734,7.95820344448984,387.393553508373,5.3875355467035e-11,1.00865860313348e-08
"ENSG00000144357",3.70581269201435,5.78582005951434,381.188845716076,5.960696413628e-11,1.10165896793412e-08
"ENSG00000171735",2.30598014373801,6.83609571659953,380.118322436189,6.05776759001753e-11,1.10542756427459e-08
"ENSG00000215472",-5.29222953593709,6.18500774695507,379.251035363304,6.22461664896319e-11,1.11065693268742e-08
"ENSG00000151466",3.45349803337451,5.04164884297218,378.467907213988,6.24051134487242e-11,1.11065693268742e-08
"ENSG00000206418",5.52372109047548,3.21478819947573,394.194173955513,6.49840429005107e-11,1.13752610499586e-08
"ENSG00000196642",3.49299053548441,5.17019724728968,375.533177829421,6.5492970806504e-11,1.13752610499586e-08
"ENSG00000115419",3.37398061584578,4.81470785630608,373.833813414872,6.74201804276193e-11,1.15705871552924e-08
"ENSG00000080608",3.53993696298092,5.99616649302212,371.01624064065,7.05303357494384e-11,1.176660538998e-08
"ENSG00000166987",4.45343400739764,3.9059389001952,372.39044095779,7.07049127932589e-11,1.176660538998e-08
"ENSG00000113645",3.53736268401924,5.30287113812686,370.673658553419,7.10110064461892e-11,1.176660538998e-08
"ENSG00000163681",2.53067653426579,6.38117728349725,368.27116836477,7.38176183915010e-11,1.20926680310441e-08
"ENSG00000089091",2.92511482851249,4.34720851493034,365.367837056194,7.78155246793869e-11,1.25517469508135e-08
"ENSG00000134138",2.93077579614864,6.24571974173335,364.796243666854,7.83613502756112e-11,1.25517469508135e-08
"ENSG00000134775",5.3641142724855,5.99566176978669,358.588404564886,8.75592887017782e-11,1.38709308343388e-08
"ENSG00000127947",3.07331232110602,5.17429620489454,356.439356377352,9.0624888883167e-11,1.42005260667363e-08
"ENSG00000154240",4.32142654178871,6.49279403973627,355.419359709216,9.21998574766925e-11,1.42919693052043e-08
"ENSG00000145349",3.85545139442074,7.80790688842204,352.907058549601,9.62807595200672e-11,1.47657811621414e-08
"ENSG00000121904",5.50887845485727,3.4363673354356,364.482263370843,9.85021271590903e-11,1.49474385802678e-08
"ENSG00000196712",3.57738917582766,6.3532107917291,350.398817651328,1.00728155123725e-10,1.50382083210707e-08
"ENSG00000180233",4.6532622088115,3.17868851651295,356.184970723432,1.0118661259322e-10,1.50382083210707e-08
"ENSG00000170579",3.96836409149237,3.70988446187302,350.193673686023,1.03020932448425e-10,1.51545894099642e-08
"ENSG00000160191",4.10508153547117,4.92289227713664,348.463291321555,1.0466190775775e-10,1.52075316441658e-08
"ENSG00000138101",2.78786865244552,5.7342984156508,347.81026587482,1.05490646810251e-10,1.52075316441658e-08
"ENSG00000081665",4.17425204262948,3.67866853835252,348.216238255078,1.07373787873369e-10,1.53257477820048e-08
"ENSG00000127914",3.47847195116335,8.70971532455658,344.1397247173,1.12609655116004e-10,1.5915497923062e-08
"ENSG00000138190",3.39181991950192,5.03226237147446,343.21172327592,1.14775010867646e-10,1.60255790849066e-08
"ENSG00000081913",3.42582880864366,5.16028162446554,342.795417959384,1.15611835795664e-10,1.60255790849066e-08
"ENSG00000131773",4.79300682628207,3.91160545268922,344.274766682415,1.1679742339786e-10,1.60357300543195e-08
"ENSG00000174373",2.53470682738646,6.9276693637595,341.227488373626,1.18728848434326e-10,1.61471233870684e-08
"ENSG00000138767",3.16897842216597,5.05403271985106,339.048450289822,1.23776669335716e-10,1.66650464076875e-08
"ENSG00000091592",5.25797808982689,4.33482760527597,339.657669653694,1.26895203015654e-10,1.66650464076875e-08
"ENSG00000204842",2.72393330813846,6.52772900788727,337.414948370231,1.27329450963571e-10,1.66650464076875e-08
"ENSG00000112541",4.46269873952032,5.18063717482608,337.489460901402,1.27745338945529e-10,1.66650464076875e-08
"ENSG00000214050",2.9397461674581,4.29224710215879,336.032656975165,1.31076026718929e-10,1.66650464076875e-08
"ENSG00000137601",2.20357404631865,6.37371520699914,335.822610069752,1.31131020732693e-10,1.66650464076875e-08
"ENSG00000124593",3.10831361501343,4.80786851949642,335.321693681687,1.32674554779469e-10,1.66650464076875e-08
"ENSG00000256061",3.93366009212615,3.80471947145518,335.939762990897,1.32990181389165e-10,1.66650464076875e-08
"ENSG00000180998",3.87606486425923,4.3250752539047,335.384787786072,1.33217272519442e-10,1.66650464076875e-08
"ENSG00000071626",4.53503261961096,4.3135300779311,335.269355542261,1.34577505255552e-10,1.66650464076875e-08
"ENSG00000165995",4.32050190743651,6.68428934157417,334.195371124091,1.35253220706121e-10,1.66650464076875e-08
"ENSG00000135931",2.8138256789218,7.14670933890353,333.033991504728,1.38108557972926e-10,1.68726523028619e-08
"ENSG00000164199",3.40943392078772,6.63688182017937,331.734546289062,1.41580807600791e-10,1.71306386138919e-08
"ENSG00000145734",2.34103327197982,6.28396549989099,331.222177056258,1.42877009775611e-10,1.71306386138919e-08
"ENSG00000139618",3.69549206387598,3.31998312657124,332.218970448679,1.43785188143793e-10,1.71306386138919e-08
"ENSG00000134046",3.7433059192523,3.76852950261781,331.009533066848,1.45461780234065e-10,1.71883362611007e-08
"ENSG00000109265",4.140685171767,5.93506499907468,329.69556655924,1.47264300488431e-10,1.72598549255384e-08
"ENSG00000130413",2.60835805308071,5.99753801771121,327.908403020797,1.52179740450829e-10,1.75227011078394e-08
"ENSG00000185261",3.59568489754148,4.07003479754,328.00494971762,1.53042790168867e-10,1.75227011078394e-08
"ENSG00000136861",3.32807903535444,6.7557706361749,327.23734700168,1.54063037146719e-10,1.75227011078394e-08
"ENSG00000118507",3.42652161206911,4.04011775065371,327.10419571819,1.55538893495791e-10,1.75227011078394e-08
"ENSG00000078328",5.08166747577219,5.01074224433488,327.314457990989,1.55584471545744e-10,1.75227011078394e-08
"ENSG00000177189",3.43569237906589,5.61042822901364,325.14970523866,1.60487892220441e-10,1.77971616020138e-08
"ENSG00000143776",3.0817778940195,6.68716423214854,325.084537155522,1.60490497243465e-10,1.77971616020138e-08
"ENSG00000155307",5.21085631962054,3.36611979990471,333.26704456143,1.62338487817219e-10,1.78646690104811e-08
"ENSG00000175198",2.41684887160834,6.4770505769712,322.195432215012,1.69640169984437e-10,1.83627350260716e-08
"ENSG00000106976",2.73246444635362,4.99077236649252,322.1382495287,1.70071292172874e-10,1.83627350260716e-08
"ENSG00000132964",3.81628324893683,4.41586767655718,322.204423835905,1.70685800048112e-10,1.83627350260716e-08
"ENSG00000162687",4.89760769415289,5.12813443404978,321.584414258038,1.73011254676258e-10,1.84750388697254e-08
"ENSG00000109680",2.65107575625149,5.36298362062397,319.934849131795,1.77357998929226e-10,1.8799947886498e-08
"ENSG00000148408",4.83451299796732,3.77040298846467,321.731783101503,1.79985315406821e-10,1.89391847219323e-08
"ENSG00000065883",2.80029709582712,5.73185886430462,318.009103657012,1.84120264063337e-10,1.92338965705585e-08
"ENSG00000137513",2.55896714119429,6.25658619898761,315.333388658657,1.93928637432076e-10,2.01127714907972e-08
"ENSG00000165392",3.06515445961115,4.80955236741629,312.377402300625,2.06007139342331e-10,2.1125262868657e-08
"ENSG00000165521",4.13771180854199,4.76318667973766,312.396731865653,2.0662195230859e-10,2.1125262868657e-08
"ENSG00000163006",3.3999699947691,4.57841905324408,311.618525118893,2.09418001974058e-10,2.12552215799542e-08
"ENSG00000152404",2.61662068158671,4.56332580198856,311.210243878345,2.10841889978735e-10,2.12552215799542e-08
"ENSG00000177679",3.48442509022362,4.50400905453973,310.686635752069,2.13472226248132e-10,2.1370941761063e-08
"ENSG00000173166",4.30751723269517,5.16391306443808,310.269229194408,2.15228140727377e-10,2.13981301843163e-08
"ENSG00000185737",5.22514038852482,4.17963570763542,310.79868380076,2.21816066705469e-10,2.1834606874493e-08
"ENSG00000196277",4.83825821076736,3.64963417171166,310.965581559187,2.24672852325699e-10,2.1834606874493e-08
"ENSG00000250021",-5.80318808372992,5.90761169068338,309.567262658717,2.25115530085506e-10,2.1834606874493e-08
"ENSG00000160201",-4.81181105906149,5.51454359916013,308.496776153441,2.25797031968125e-10,2.1834606874493e-08
"ENSG00000169064",5.26941580795612,3.384740978947,315.836258304522,2.27589318680593e-10,2.1834606874493e-08
"ENSG00000108854",2.6866779695953,4.90236600690665,306.539540048092,2.31432053268358e-10,2.1834606874493e-08
"ENSG00000155970",3.61867295039646,4.11389021215051,306.81370851493,2.31555029898665e-10,2.1834606874493e-08
"ENSG00000198626",5.6215861179137,4.14798734211323,310.591748728822,2.31735214469855e-10,2.1834606874493e-08
"ENSG00000138738",3.03490089828951,4.13963636686756,306.132845984319,2.3401151794821e-10,2.18623363998826e-08
"ENSG00000150672",3.97651822760788,7.56443540631115,305.696665560459,2.35062579216274e-10,2.18623363998826e-08
"ENSG00000104343",2.02943640623112,5.95357815944798,304.279384775503,2.41984962481711e-10,2.23618924303612e-08
"ENSG00000065609",3.65455974313627,6.75712324222772,303.351196950367,2.46694811359803e-10,2.26519261182351e-08
"ENSG00000134551",6.00139274232428,3.29108018456569,319.131276371986,2.48702691156947e-10,2.26666127630131e-08
"ENSG00000139438",4.44243199352001,4.00455312813924,303.646973569504,2.50235169154208e-10,2.26666127630131e-08
"ENSG00000124788",2.26908641832577,5.58770642043935,302.399358598599,2.5157172877928e-10,2.26666127630131e-08
"ENSG00000100836",2.57748120691229,6.29689052758132,302.048200657119,2.53259499382884e-10,2.26769499571656e-08
"ENSG00000145087",5.06730557301109,6.04376427671089,301.72829284053,2.55658187117584e-10,2.27504223795499e-08
"ENSG00000179869",4.70989136744665,2.7707581587815,311.012189354313,2.58242516049109e-10,2.28394117261593e-08
"ENSG00000105640",-5.78852346365714,8.35947168249846,300.352135522404,2.62464720163696e-10,2.30424615567234e-08
"ENSG00000145675",2.43776389595813,7.09617810954959,299.962978502545,2.6432209833794e-10,2.30424615567234e-08
"ENSG00000079841",5.99680585300342,4.30787062967544,305.270449323127,2.65674257423256e-10,2.30424615567234e-08
"ENSG00000165671",2.95012233456828,5.97052293163804,299.435686957117,2.67399578259386e-10,2.30424615567234e-08
"ENSG00000106443",3.68192168492633,5.94096012165787,299.243410688622,2.68530351104989e-10,2.30424615567234e-08
"ENSG00000157764",3.12495014931065,5.52049588562264,293.957627066756,2.99879456748555e-10,2.55802499910483e-08
"ENSG00000141867",3.04962762368712,6.04892424842927,290.966223575707,3.19374434737454e-10,2.70446394110314e-08
"ENSG00000085224",2.29462796626949,7.98929407547704,290.72519528546,3.20798650061485e-10,2.70446394110314e-08
"ENSG00000272333",3.86306286213159,3.8697767648392,290.433347681125,3.27046203459939e-10,2.73534776814189e-08
"ENSG00000216937",4.75582137260868,4.25060903071449,290.63437306496,3.28256911687393e-10,2.73534776814189e-08
"ENSG00000165895",4.53502674557499,6.07794805613611,288.973667565571,3.33579831487999e-10,2.76372807513276e-08
"ENSG00000165113",3.40315715957182,3.92827594572205,288.80733728036,3.36808341736459e-10,2.77453088827017e-08
"ENSG00000112739",2.07200740215193,5.99483144971289,286.685113208181,3.49865561239012e-10,2.85051961486558e-08
"ENSG00000113318",2.34588834790211,5.37249546984406,286.694180046386,3.49987494333523e-10,2.85051961486558e-08
"ENSG00000198838",4.67146716844868,3.90018892322646,285.315132028627,3.71805012897126e-10,3.00433126481111e-08
"ENSG00000105877",3.84646593889941,3.20235332258256,285.244905325205,3.73040577414809e-10,3.00433126481111e-08
"ENSG00000169519",2.62003331234317,5.36120397396092,283.068720963805,3.78648075627985e-10,3.02667943417217e-08
"ENSG00000144331",4.97571376389345,5.67365060050059,283.055221771494,3.8001455159903e-10,3.02667943417217e-08
"ENSG00000180881",3.30400948825936,3.69075556545451,282.637908242543,3.85649319393365e-10,3.05468164196415e-08
"ENSG00000128487",3.08372647669791,6.43678434310411,281.842580645622,3.88796465171194e-10,3.05536871592127e-08
"ENSG00000125503",4.50890857848549,3.22001724572576,285.135451799769,3.89974919346222e-10,3.05536871592127e-08
"ENSG00000163635",3.7095104239273,4.77305492992764,280.905921677967,3.9810508428123e-10,3.09488837617351e-08
"ENSG00000104964",2.97412521260673,6.24382510747372,280.636937666705,3.993127344397e-10,3.09488837617351e-08
"ENSG00000183684",4.67929841492126,3.64084237543287,282.433489203188,4.02253852640931e-10,3.10101151854099e-08
"ENSG00000185046",4.0951400257224,4.3789406955842,279.953317990475,4.08526917023043e-10,3.12107626261045e-08
"ENSG00000105792",3.39723623936523,3.86810429966985,279.531875101278,4.12308164631864e-10,3.12107626261045e-08
"ENSG00000213741",3.2184176621322,7.88025776272216,279.13835434936,4.12506495043492e-10,3.12107626261045e-08
"ENSG00000164548",2.49679368874483,5.76371284754958,279.014420014549,4.13910488082678e-10,3.12107626261045e-08
"ENSG00000144935",3.96669988129383,4.89620244710822,278.961626234997,4.15681633200059e-10,3.12107626261045e-08
"ENSG00000163939",2.41265478985683,7.43172330600131,278.167966155185,4.21475209597712e-10,3.14817959666353e-08
"ENSG00000166503",2.16079026486561,5.72033841044001,277.895572050506,4.24277196655297e-10,3.15277323040348e-08
"ENSG00000117593",2.3548862068868,5.29791750836563,276.922694186081,4.3362982454648e-10,3.184181669593e-08
"ENSG00000161671",2.72110273783327,5.22168973457923,276.916537103536,4.3382753311865e-10,3.184181669593e-08
"ENSG00000135317",2.23930423428349,7.02279184160164,276.735687459082,4.35130264227124e-10,3.184181669593e-08
"ENSG00000125388",2.71907390235616,4.48898980814739,276.52735741545,4.38258492397263e-10,3.19087597292876e-08
"ENSG00000172766",2.29140009607442,5.00472025621501,275.459853584135,4.48183789038481e-10,3.24674246370791e-08
"ENSG00000011332",4.36224359801937,2.23548202905462,285.002259592859,4.68638771941387e-10,3.35770838418986e-08
"ENSG00000165238",3.66369786975971,6.37060013844423,273.326757060738,4.70044910303725e-10,3.35770838418986e-08
"ENSG00000288534",-4.52379722654787,5.68742287540596,273.353680513099,4.72908852688354e-10,3.35770838418986e-08
"ENSG00000104218",2.89419054051631,5.8734635450519,272.886010563503,4.74747620075051e-10,3.35770838418986e-08
"ENSG00000104375",2.00575169263842,5.53461287563894,272.847907707108,4.75147412857056e-10,3.35770838418986e-08
"ENSG00000100629",4.14152879210616,3.94098727806208,273.134428055436,4.79173959405427e-10,3.35870834377466e-08
"ENSG00000131969",4.43623259861464,2.74314667632711,278.870269847806,4.79948611832394e-10,3.35870834377466e-08
"ENSG00000196335",4.81193067853346,2.28694578416653,284.951917574958,4.94383506728214e-10,3.42661862435012e-08
"ENSG00000185262",4.96607283498559,2.33733641354285,284.948138190789,4.94406682758619e-10,3.42661862435012e-08
"ENSG00000149403",4.28264481998808,3.22348128363073,272.954662677138,5.00104551333489e-10,3.44952498182946e-08
"ENSG00000176390",2.28605552973852,4.89293864041981,270.217821003242,5.04708819631998e-10,3.46470587800709e-08
"ENSG00000166321",3.75432545917227,2.60847184211535,273.131303969483,5.09218716195092e-10,3.47501903525093e-08
"ENSG00000183826",2.48395616643257,6.04132101334364,269.640151873812,5.11032211066313e-10,3.47501903525093e-08
"ENSG00000173456",-2.91009897462829,6.96553770705457,269.172833089595,5.16366940169418e-10,3.49481023919358e-08
"ENSG00000054267",2.26455734845327,7.12377400904595,268.580079831026,5.23344771875824e-10,3.51727169103607e-08
"ENSG00000151461",2.15569145572375,5.14010208799485,268.510125270457,5.24565353477216e-10,3.51727169103607e-08
"ENSG00000122432",4.45839811543523,2.32067223455905,278.895353629774,5.33890676222953e-10,3.56322592056948e-08
"ENSG00000120616",2.76164733234645,5.68275994938444,267.306136934141,5.39280275472117e-10,3.56972951394127e-08
"ENSG00000100150",2.90677269471241,5.60453189677429,267.075086186944,5.421814860129e-10,3.56972951394127e-08
"ENSG00000250120",4.53960989743839,4.14409858711252,267.829102799181,5.42293814895352e-10,3.56972951394127e-08
"ENSG00000141837",4.52915837297046,4.02795841070062,267.377072156661,5.49547437140148e-10,3.57680583284146e-08
"ENSG00000148498",3.22948019373863,6.69229872927235,266.233650596786,5.52528751035377e-10,3.57680583284146e-08
"ENSG00000184384",4.35580349434988,6.01382314795871,266.26274574685,5.52884994489405e-10,3.57680583284146e-08
"ENSG00000119771",3.32858218382586,4.66090845125142,266.291202879857,5.53293355107967e-10,3.57680583284146e-08
"ENSG00000248333",2.35810836353357,4.85587621486075,264.509882282315,5.7576445576629e-10,3.70545553318162e-08
"ENSG00000128908",2.60706311143635,4.92067366641711,264.227983665552,5.79578089050498e-10,3.71342121411199e-08
"ENSG00000071054",3.27289382139447,6.38703971383716,262.179283991892,6.07573625355681e-10,3.86252799553523e-08
"ENSG00000143952",3.33673015327632,5.0815891945437,262.189577796224,6.0820883392515e-10,3.86252799553523e-08
"ENSG00000141858",3.88045468084899,3.07188458665598,263.347704858352,6.1552534667347e-10,3.89184798142314e-08
"ENSG00000153046",3.15869108596214,4.41167874395619,260.956704146168,6.27006620099591e-10,3.94712988443481e-08
"ENSG00000162735",-2.34790659133933,7.51515740578985,259.862196945698,6.41406434138883e-10,4.00810182916872e-08
"ENSG00000135999",3.73875665149255,4.40871427492826,260.033219076417,6.42252720961414e-10,4.00810182916872e-08
"ENSG00000155816",3.92328417664557,3.78280617622345,259.738452695902,6.52926720269693e-10,4.04057912258955e-08
"ENSG00000123552",2.79448310097121,4.62459009729324,259.188705852234,6.53062524669371e-10,4.04057912258955e-08
"ENSG00000036257",3.15871554413358,5.63870285134618,257.693724644458,6.75815783432135e-10,4.16348732220413e-08
"ENSG00000152402",4.18441502608329,3.30835664318337,258.914762593688,6.83204216411043e-10,4.19109446118366e-08
"ENSG00000166164",2.68878934679693,5.41505487741694,256.643239665406,6.93010755944478e-10,4.23323858376932e-08
"ENSG00000146966",2.60832248542704,5.52069944106511,255.737322671063,7.08233546474903e-10,4.29963633400257e-08
"ENSG00000270800",-3.89411352196609,6.33365836820769,255.604170089696,7.10825210450724e-10,4.29963633400257e-08
"ENSG00000147604",-4.62768699867656,9.88569299240357,255.329381231039,7.14787188345819e-10,4.29963633400257e-08
"ENSG00000119397",2.87600416818941,5.29623641742985,255.309194979497,7.1581071043328e-10,4.29963633400257e-08
"ENSG00000104866",3.77408219977173,3.4943319036693,255.604903907283,7.23730330380666e-10,4.32916864845132e-08
"ENSG00000145375",2.89881339441362,4.1608164327317,254.623570120089,7.29613166657379e-10,4.34042457980325e-08
"ENSG00000082438",2.95066241181407,5.97239233507257,254.388111753111,7.31633721484593e-10,4.34042457980325e-08
"ENSG00000099331",3.35691334156683,5.62167244748916,252.794854841664,7.60742670062284e-10,4.49461734902372e-08
"ENSG00000118307",4.02013902076445,3.19872123866283,254.158533836597,7.64481474095196e-10,4.49827140022708e-08
"ENSG00000185716",3.24852813526024,2.88946382397096,253.452599609748,7.68061726189911e-10,4.50096660355844e-08
"ENSG00000163093",2.85918726791975,4.41307972465149,251.910478441635,7.78639433565995e-10,4.54448019201918e-08
"ENSG00000177200",2.30513553928279,7.59321372213835,250.473565237534,8.04335668973216e-10,4.66807638230891e-08
"ENSG00000188706",-2.53576624644642,6.46430068134735,250.382207449901,8.06292327410459e-10,4.66807638230891e-08
"ENSG00000173744",3.19875614590106,5.47759572260245,249.633609953045,8.21951037225798e-10,4.7085963528842e-08
"ENSG00000160460",3.25458761933213,3.86487211653905,249.866040634113,8.22114273267391e-10,4.7085963528842e-08
"ENSG00000103489",3.67039913284661,3.38180098533244,250.171001833902,8.26604973071973e-10,4.7085963528842e-08
"ENSG00000148737",3.90424447248971,5.38966370606451,249.332330391375,8.28948794101758e-10,4.7085963528842e-08
