isoform_id	A5	A5_genomic_start	A5_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000487459	1	117136235	117137342	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000706592	1	107153251	107156242	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000398527	2	11765729;11768682	11767977;11769102	ENSG00000005302	MSL3	11766698,11770688,11771880,11773086,11773729
ENST00000343736	1	58322072	58322308	ENSG00000005379	TSPOAP1	58301359,58303288,58303863,58304184,58304954,58306587,58311346,58314458,58314846,58317064,58320110,58321661,58321663,58321985,58325152
ENST00000479838	1	105091314	105091609	ENSG00000005483	KMT2E	104943993,104946823,104946825,104948471,104948607,104955559,104956193,104959922,104961372,104965663,104969244,104973469,104977439,104980207,104983476,104983478,104985458,104992054,104993292,104993602,104993923,104994744,104996276,104999613,105002811,105003209,105004451,105015728,105019656,105019658,105023812,105042135,105046025,105054880,105055712,105056505,105056984,105058596,105059325,105060297,105061744,105062336,105064525,105065289,105066746,105068124,105069641,105070234,105074487,105083116,105084018,105084077,105085012,105086231,105088534,105089168,105090027,105093063,105094103,105095702,105098384,105100056,105105683,105106760,105109032,105109646
ENST00000357337	3	77160189;77173779;77242253	77161906;77174311;77243059	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
ENST00000682321	4	77076751;77160189;77173779;77242253	77076760;77161906;77174311;77243059	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
ENST00000544440	3	77160189;77173779;77242253	77161906;77174311;77243059	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
ENST00000503176	1	50106069	50106368	ENSG00000005882	PDK2	50098692,50098832,50101275,50101596,50101609,50103422,50103424,50104422,50108289,50111370,50111596
ENST00000302539	2	17448141;17450779	17448516;17453119	ENSG00000006071	ABCC8	17392556,17393539,17394494,17394853,17395720,17396284,17396855,17397781,17397919,17398030,17399655,17399775,17402134,17404007,17404157,17410371,17410522,17420673,17421194,17422539,17422822,17425050,17425355,17425684,17426151,17426841,17426843,17428206,17431754,17431756,17437487,17439004,17441817,17441819,17442514,17442516,17442672,17443512,17444632,17445485,17445893,17453656,17455807,17456807,17457130,17457160,17457271,17462177,17464103,17464105,17464107,17466425,17469785,17471568,17473876,17474657,17475084
ENST00000442258	1	50608019	50608040	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000431138	1	87878133	87878225	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000629543	2	189931;220171	189968;220649	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	2	189931;220171	189968;220649	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000379996	1	18628587	18640196	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000378633	2	1719328;1722588	1719358;1722708	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
ENST00000398209	2	88131435;88182024	88132804;88183554	ENSG00000008277	ADAM22	87934465,87935314,87935316,87935488,87941352,87943224,87945105,87946750,87948744,87950604,87961540,87962018,87962444,87963182,87970376,87970715,87973630,87978804,87979839,87980274,87982108,87982387,87995382,87995723,87996610,88000476,88001003,88001129,88001345,88008442,88015469,88016182,88017611,88024728,88024793,88025017,88028847,88032192,88036156,88039608,88041410,88042482,88042598,88043833,88043892,88044368,88045456,88046776,88047528,88049543,88050261,88051243,88053129,88053337,88054319,88056689,88059778,88059979,88059985,88062753,88063911,88064889,88068166,88068868,88068870,88071670,88072161,88078688,88083030,88084919,88086044,88086791,88089309,88090303,88093691,88100958,88101298,88101576,88102181,88107346,88107730,88108065,88113869,88116017,88116019,88117505,88117507,88119633,88120000,88120935,88124506,88129740,88130974,88130976,88131131,88131862,88136119,88137143,88140988,88140990,88141968,88142488,88143703,88145824,88145989,88148086,88149271,88149639,88150147,88150362,88158614,88160098,88165445,88169790,88170751,88171632,88172480,88173576,88175606,88176307,88179741,88182626,88183139,88183279,88184133,88184615,88185020,88186925,88188359,88189177,88191387,88191772,88191992,88192417,88192551,88192624,88195116,88196897,88196961,88199215,88199584
ENST00000398204	2	88131435;88182024	88132804;88183554	ENSG00000008277	ADAM22	87934465,87935314,87935316,87935488,87941352,87943224,87945105,87946750,87948744,87950604,87961540,87962018,87962444,87963182,87970376,87970715,87973630,87978804,87979839,87980274,87982108,87982387,87995382,87995723,87996610,88000476,88001003,88001129,88001345,88008442,88015469,88016182,88017611,88024728,88024793,88025017,88028847,88032192,88036156,88039608,88041410,88042482,88042598,88043833,88043892,88044368,88045456,88046776,88047528,88049543,88050261,88051243,88053129,88053337,88054319,88056689,88059778,88059979,88059985,88062753,88063911,88064889,88068166,88068868,88068870,88071670,88072161,88078688,88083030,88084919,88086044,88086791,88089309,88090303,88093691,88100958,88101298,88101576,88102181,88107346,88107730,88108065,88113869,88116017,88116019,88117505,88117507,88119633,88120000,88120935,88124506,88129740,88130974,88130976,88131131,88131862,88136119,88137143,88140988,88140990,88141968,88142488,88143703,88145824,88145989,88148086,88149271,88149639,88150147,88150362,88158614,88160098,88165445,88169790,88170751,88171632,88172480,88173576,88175606,88176307,88179741,88182626,88183139,88183279,88184133,88184615,88185020,88186925,88188359,88189177,88191387,88191772,88191992,88192417,88192551,88192624,88195116,88196897,88196961,88199215,88199584
ENST00000337002	1	169985865	169985885	ENSG00000008952	SEC62	169968933,169971002,169971004,169973432,169974304,169978299,169978594,169983766,169984175,169984608,169989434,169992352,169997068,169997225,169997799
ENST00000435970	1	111348953	111349218	ENSG00000009413	REV3L	111299950,111302770,111304262,111304712,111304843,111305987,111306616,111311498,111311784,111313268,111318715,111319397,111319974,111321907,111321968,111323346,111326976,111328556,111329537,111330163,111330476,111336044,111336474,111340784,111343674,111345216,111345613,111345732,111350510,111358978,111359585,111359878,111359880,111360287,111360438,111360813,111360998,111368632,111368654,111371025,111371535,111381218,111381570,111384048,111385013,111390595,111391220,111392956,111392958,111393422,111394847,111396171,111397555,111401982,111405330,111405835,111407072,111407850,111409963,111410046,111412935,111414062,111415147,111417133,111420433,111423585,111423587,111427646,111432377,111432522,111432524,111435606,111439576,111445328,111448265,111454984,111455604,111455915,111459959,111461582,111464072,111464074,111465225,111467894,111469030,111469434,111474225,111474825,111474956,111475122,111476814,111476822,111481755
ENST00000678463	2	58211730;58219148	58212378;58219151	ENSG00000011143	MKS1	58206140,58210446,58211376,58212207,58215784,58218049
ENST00000680649	1	15403653	15403658	ENSG00000011243	AKAP8L	15381084,15381331,15391889,15392527,15395170,15397205,15399170,15400684,15401076,15401330,15409891,15415296
ENST00000691414	1	17148239	17148667	ENSG00000011405	PIK3C2A	17077849,17083423,17085987,17085989,17089678,17089686,17089688,17091165,17097019,17097021,17102685,17105742,17106315,17108015,17108337,17108482,17111791,17112930,17115682,17117649,17119609,17120521,17122532,17123726,17134947,17135165,17135806,17136445,17137358,17138192,17140945,17140985,17142002,17144764,17144963,17146589,17148077,17148322,17152806,17154689,17158216,17162394,17162502,17163174,17165643,17167676,17175362,17175364,17178125,17183039,17183041,17184318,17188008,17188206,17188293,17191467,17192013,17194367,17198660,17202124,17204136
ENST00000265970	1	17148239	17148667	ENSG00000011405	PIK3C2A	17077849,17083423,17085987,17085989,17089678,17089686,17089688,17091165,17097019,17097021,17102685,17105742,17106315,17108015,17108337,17108482,17111791,17112930,17115682,17117649,17119609,17120521,17122532,17123726,17134947,17135165,17135806,17136445,17137358,17138192,17140945,17140985,17142002,17144764,17144963,17146589,17148077,17148322,17152806,17154689,17158216,17162394,17162502,17163174,17165643,17167676,17175362,17175364,17178125,17183039,17183041,17184318,17188008,17188206,17188293,17191467,17192013,17194367,17198660,17202124,17204136
ENST00000391919	1	46383878	46383998	ENSG00000011485	PPP5C	46348266,46349683,46350373,46352982,46356946,46358080,46365688,46365690,46365799,46366490,46366624,46366626,46367385,46367714,46368347,46369094,46369110,46371416,46371807,46371856,46372345,46373188,46373410,46374777,46375050,46376523,46378043,46378397,46378766,46381245,46381247,46382841,46383125,46383127,46383670,46384042,46385017,46386339,46387002,46387368,46388881,46390658
ENST00000700182	2	43091098;43124737	43094744;43125271	ENSG00000012048	BRCA1	43047597,43047627,43053231,43054103,43057888,43058240,43059173,43059432,43062058,43065788,43070232,43072257,43073111,43073899,43074474,43077084,43079891,43081576,43082559,43082733,43088979,43092105,43094720,43101835,43105290,43106524,43106758,43107525,43110957,43110959,43111159,43116569,43118521,43131412,43131928,43134229,43134292,43135008,43135407,43135409,43136711,43138055,43139965,43141337,43144297,43144299,43144679,43151976,43155314,43165887,43167450,43167452,43168508
ENST00000379484	1	21869678	21873084	ENSG00000012174	MBTPS2	21840734,21841289,21844911,21846515,21847319,21847627,21851643,21852870,21854515,21855022,21862070,21864691,21869461,21870311,21870499,21875028,21879052,21881804,21884381,21884733,21885140
ENST00000395353	1	29834066	29835505	ENSG00000013364	MVP	29820988,29824315,29824317,29828158,29830372,29837076,29837819,29839232,29842913,29845252,29846496
ENST00000357402	1	29834066	29835505	ENSG00000013364	MVP	29820988,29824315,29824317,29828158,29830372,29837076,29837819,29839232,29842913,29845252,29846496
ENST00000470229	1	151360247	151360914	ENSG00000013374	NUB1	151342562,151342564,151347602,151347949,151351754,151352121,151356494,151356496,151363112,151363516,151365468,151365905,151366676,151367620,151368372,151373753
ENST00000381604	2	240970;249088	241583;249261	ENSG00000015171	ZMYND11	130537,130985,133631,134820,137073,137105,137107,137109,138440,138442,141778,145013,148668,154523,154555,154557,157344,164270,164287,168239,170098,171960,173591,174096,175189,181876,183002,183722,189721,190347,191383,191622,194822,195577,198753,199364,199574,207080,207304,213060,215702,218259,218948,222123,224932,225759,226472,228501,228895,230791,233243,234422,234906,238876,242083,242221,242605,245588,247885,248120,248679,248814,248959,249173,251513,253491,254264
ENST00000226328	1	70789592	70790082	ENSG00000018189	RUFY3	70705911,70706422,70709488,70710249,70710251,70710253,70710255,70710257,70713168,70716465,70719667,70724106,70725528,70730987,70732429,70732449,70734704,70736014,70737311,70737360,70741579,70741979,70745695,70746737,70753814,70756311,70757867,70757980,70757982,70760157,70762720,70762722,70763784,70764323,70766389,70769026,70769966,70771225,70777775,70778101,70778999,70780438,70782781,70783309,70784062,70785705,70788153,70794218,70797359,70798720,70804109,70804519,70804521,70805547,70805700,70808124
ENST00000381006	1	70789592	70790082	ENSG00000018189	RUFY3	70705911,70706422,70709488,70710249,70710251,70710253,70710255,70710257,70713168,70716465,70719667,70724106,70725528,70730987,70732429,70732449,70734704,70736014,70737311,70737360,70741579,70741979,70745695,70746737,70753814,70756311,70757867,70757980,70757982,70760157,70762720,70762722,70763784,70764323,70766389,70769026,70769966,70771225,70777775,70778101,70778999,70780438,70782781,70783309,70784062,70785705,70788153,70794218,70797359,70798720,70804109,70804519,70804521,70805547,70805700,70808124
ENST00000681891	1	177523805	177524950	ENSG00000018510	AGPS	177395878,177396324,177397342,177404486,177405360,177409671,177415393,177415613,177416109,177417263,177424424,177424426,177424864,177431549,177437486,177438289,177441682,177446121,177454413,177459857,177461315,177461350,177464086,177467049,177467156,177467314,177468568,177470572,177470798,177473815,177474321,177474435,177474757,177475670,177480269,177491000,177492630,177493811,177493813,177494471,177496234,177496306,177496999,177497832,177499835,177503600,177503858,177509139,177509184,177512284,177512988,177513379,177513902,177520393,177525752,177525754,177528537,177528771,177532821,177537500,177538767,177540058,177540155,177541301,177541491,177549696,177550843,177551352,177552243,177552991,177553035,177553600,177555063,177556486,177558178,177561927,177563307,177563362
ENST00000680893	2	177441040;177523805	177442235;177524950	ENSG00000018510	AGPS	177395878,177396324,177397342,177404486,177405360,177409671,177415393,177415613,177416109,177417263,177424424,177424426,177424864,177431549,177437486,177438289,177441682,177446121,177454413,177459857,177461315,177461350,177464086,177467049,177467156,177467314,177468568,177470572,177470798,177473815,177474321,177474435,177474757,177475670,177480269,177491000,177492630,177493811,177493813,177494471,177496234,177496306,177496999,177497832,177499835,177503600,177503858,177509139,177509184,177512284,177512988,177513379,177513902,177520393,177525752,177525754,177528537,177528771,177532821,177537500,177538767,177540058,177540155,177541301,177541491,177549696,177550843,177551352,177552243,177552991,177553035,177553600,177555063,177556486,177558178,177561927,177563307,177563362
ENST00000264167	2	177441036;177523805	177442235;177524950	ENSG00000018510	AGPS	177395878,177396324,177397342,177404486,177405360,177409671,177415393,177415613,177416109,177417263,177424424,177424426,177424864,177431549,177437486,177438289,177441682,177446121,177454413,177459857,177461315,177461350,177464086,177467049,177467156,177467314,177468568,177470572,177470798,177473815,177474321,177474435,177474757,177475670,177480269,177491000,177492630,177493811,177493813,177494471,177496234,177496306,177496999,177497832,177499835,177503600,177503858,177509139,177509184,177512284,177512988,177513379,177513902,177520393,177525752,177525754,177528537,177528771,177532821,177537500,177538767,177540058,177540155,177541301,177541491,177549696,177550843,177551352,177552243,177552991,177553035,177553600,177555063,177556486,177558178,177561927,177563307,177563362
