isoform_id	ATTS	ATTS_genomic_start	ATTS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000393451	1	117230103	117230176	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000265437	1	117229762	117230176	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000487459	1	117190932;117209787;117219084;117221923;117222861;117229762	117190936;117209937;117219176;117222062;117223907;117230176	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000380650	1	47661249	47663293	ENSG00000005175	RPAP3	47661788,47664595,47667767,47668297,47674596,47674598,47676110,47678425,47678941,47680215,47682304,47682906,47683511,47685499,47685809,47688242,47688973,47695806,47696487,47696906,47698658
ENST00000706592	1	107161780	107161811	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000706593	1	107161780	107161811	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000398527	1	11775726	11775772	ENSG00000005302	MSL3	11766698,11770688,11771880,11773086,11773729
ENST00000343736	1	58301228	58301231	ENSG00000005379	TSPOAP1	58301359,58303288,58303863,58304184,58304954,58306587,58311346,58314458,58314846,58317064,58320110,58321661,58321663,58321985,58325152
ENST00000479838	1	105105439;105105859;105106522;105107166;105107362;105108544;105108942;105110280;105110477;105110771;105111825	105105693;105106003;105106772;105107222;105107925;105108658;105109228;105110368;105110602;105110868;105115019	ENSG00000005483	KMT2E	104943993,104946823,104946825,104948471,104948607,104955559,104956193,104959922,104961372,104965663,104969244,104973469,104977439,104980207,104983476,104983478,104985458,104992054,104993292,104993602,104993923,104994744,104996276,104999613,105002811,105003209,105004451,105015728,105019656,105019658,105023812,105042135,105046025,105054880,105055712,105056505,105056984,105058596,105059325,105060297,105061744,105062336,105064525,105065289,105066746,105068124,105069641,105070234,105074487,105083116,105084018,105084077,105085012,105086231,105088534,105089168,105090027,105093063,105094103,105095702,105098384,105100056,105105683,105106760,105109032,105109646
ENST00000428119	1	75888921	75888926	ENSG00000005486	RHBDD2	75846155,75847882,75850335,75851382,75858051,75858283,75864667,75864669,75868415,75868514,75868516,75870122,75872040,75880083,75880111,75880694,75884546
ENST00000357337	1	77042474	77044657	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
ENST00000544440	1	77042474	77044657	ENSG00000005810	MYCBP2	77042648,77044231,77045135,77047106,77050319,77052059,77053360,77053362,77053722,77054123,77055340,77055831,77056717,77057716,77058260,77058676,77060418,77062877,77063710,77063783,77063785,77066617,77071250,77071252,77076862,77081367,77083404,77083475,77084166,77084776,77087403,77092065,77094299,77097714,77097763,77099847,77100174,77100252,77101371,77101373,77103003,77103194,77109321,77109323,77111975,77111977,77112484,77113043,77114546,77115746,77118129,77118919,77119893,77122891,77124415,77127581,77131250,77131700,77131937,77132535,77133152,77136169,77136817,77139430,77140497,77143656,77144981,77146786,77146861,77155257,77155737,77156829,77156997,77158177,77158342,77163845,77166888,77167927,77171760,77172045,77176617,77185271,77185425,77186416,77190653,77191317,77193875,77194320,77204590,77206669,77206745,77208649,77210981,77214816,77214978,77220520,77223593,77224042,77224141,77225903,77225905,77228932,77229438,77230649,77230749,77234744,77234746,77238988,77241580,77241892,77245522,77249184,77251231,77251256,77253523,77253708,77253710,77254550,77260230,77261964,77262189,77262592,77264282,77264337,77264658,77266661,77266978,77267787,77268940,77269211,77270150,77275316,77277552,77283164,77291635,77292002,77293048,77294377,77299319,77306626,77307696,77310494,77310783,77312419,77318281,77318309,77319748,77320742,77322028,77322212,77322779
BambuTx559	1	76999137;77005260	77002049;77005261	ENSG00000005812	FBXL3	76992635,76994188,76995666,76995909,76996759,76996761,76997699,76999351,77004081,77005912,77007135,77009133,77010213,77012178,77012180,77020597,77020830,77020959,77021965,77023292,77023294,77024916,77025799
ENST00000505897	1	50106794;50107076;50108156;50108319;50108612;50109287;50109957	50106883;50107153;50108232;50108417;50108719;50109400;50112152	ENSG00000005882	PDK2	50098692,50098832,50101275,50101596,50101609,50103422,50103424,50104422,50108289,50111370,50111596
ENST00000302539	1	17392498	17392885	ENSG00000006071	ABCC8	17392556,17393539,17394494,17394853,17395720,17396284,17396855,17397781,17397919,17398030,17399655,17399775,17402134,17404007,17404157,17410371,17410522,17420673,17421194,17422539,17422822,17425050,17425355,17425684,17426151,17426841,17426843,17428206,17431754,17431756,17437487,17439004,17441817,17441819,17442514,17442516,17442672,17443512,17444632,17445485,17445893,17453656,17455807,17456807,17457130,17457160,17457271,17462177,17464103,17464105,17464107,17466425,17469785,17471568,17473876,17474657,17475084
ENST00000528374	1	17392498	17392885	ENSG00000006071	ABCC8	17392556,17393539,17394494,17394853,17395720,17396284,17396855,17397781,17397919,17398030,17399655,17399775,17402134,17404007,17404157,17410371,17410522,17420673,17421194,17422539,17422822,17425050,17425355,17425684,17426151,17426841,17426843,17428206,17431754,17431756,17437487,17439004,17441817,17441819,17442514,17442516,17442672,17443512,17444632,17445485,17445893,17453656,17455807,17456807,17457130,17457160,17457271,17462177,17464103,17464105,17464107,17466425,17469785,17471568,17473876,17474657,17475084
ENST00000442258	1	50627070	50627474	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000479427	1	241403828;241404799;241407537;241411033;241413307;241417962;241431679;241434158;241434962;241436481;241441304;241456747;241462523;241463335;241463899;241468140;241475857;241483465;241484090;241488148;241491061;241491516;241492929;241493293;241494008	241403932;241404841;241407615;241411130;241413421;241418109;241431774;241434321;241435030;241436538;241447149;241456922;241462612;241463468;241463980;241468377;241475987;241483533;241484331;241490044;241491179;241491679;241493036;241493444;241494841	ENSG00000006607	FARP2	241357969,241358427,241359758,241359903,241362918,241363009,241364719,241365107,241366188,241373759,241374156,241374563,241381888,241383440,241384681,241386624,241388375,241394131,241394777,241395497,241396876,241398182,241399834,241407900,241409418,241415047,241415187,241416079,241416099,241416101,241416219,241419025,241420761,241421585,241426576,241430378,241431143,241433461,241434342,241437462,241439074,241439160,241439474,241440184,241442211,241443680,241446464,241448891,241451899,241452063,241452536,241459167,241459600,241459654,241463987,241467884,241467911,241470306,241473671,241473876,241477462,241477464,241480861,241481810,241481932,241482276,241484844,241486560,241486862,241490608,241492081,241492838,241493739,241494312
ENST00000413643	1	87908376	87909553	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000431138	1	87908373	87909553	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000265755	1	74602590	74602605	ENSG00000006704	GTF2IRD1	74457929,74461247,74461723,74466296,74467089,74467645,74467970,74467972,74467974,74472061,74473408,74475745,74478075,74479324,74481763,74483139,74483578,74487193,74489313,74491570,74491794,74492603,74493431,74493863,74495606,74496037,74496071,74496073,74496085,74496087,74496089,74496113,74496127,74496129,74496176,74496217,74496229,74496263,74496297,74496321,74496333,74496343,74496359,74496404,74496426,74496456,74496528,74496577,74496603,74496631,74496667,74496669,74496671,74499631,74499633,74500110,74500683,74504125,74505797,74510917,74517564,74517748,74519498,74519771,74520199,74525624,74526595,74526608,74533125,74533279,74533440,74534968,74535001,74535549,74535578,74537123,74537440,74537461,74537480,74537500,74542806,74542968,74544544,74544546,74544699,74550066,74551983,74557450,74560352,74568118,74568714,74571272,74573779,74574128,74576950,74578135,74579270,74583613,74585256,74586129,74586131,74586133,74586265,74587644,74588006,74588438,74595585,74597490,74599319,74599446
ENST00000513448	1	15968228	15968230	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000540805	1	15968228	15969092	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000539194	1	15968228	15968446	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000508167	1	15968228	15968230	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000638914	1	31784779	31784792	ENSG00000007372	PAX6	31787500,31787685,31787959,31788341,31789159,31789425,31790284,31790822,31791904,31801338,31801904,31804213,31804215,31806407,31807019,31811318,31813362
ENST00000639386	1	31784779	31784792	ENSG00000007372	PAX6	31787500,31787685,31787959,31788341,31789159,31789425,31790284,31790822,31791904,31801338,31801904,31804213,31804215,31806407,31807019,31811318,31813362
ENST00000629543	1	188969	188975	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	1	188969	188990	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000711107	1	1349436	1349439	ENSG00000007516	BAIAP3	1336735,1337122,1340436,1340577,1340605,1340656,1340704,1341311,1341883,1343468,1348462
ENST00000674046	1	18646007;18650410;18653432	18646090;18650592;18653625	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000623535	1	18646007;18650410;18653432	18646090;18650592;18653625	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000378633	1	1702379	1702881	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
ENST00000357122	1	50962174	50965644	ENSG00000008294	SPAG9	50966226,50970382,50970997,50971419,50972183,50972746,50972957,50973953,50974421,50974826,50975938,50978325,50979804,50980731,50982602,50983686,50984770,50985278,50988877,50989201,50989432,50994885,50996102,50996324,50999691,51003107,51004305,51004972,51005022,51005055,51007861,51009524,51009778,51010825,51011194,51015301,51016230,51017873,51018624,51027715,51028791,51031961,51035605,51035884,51035900,51036515,51038692,51044268,51045652,51046643,51048754,51053704,51055917,51059620,51062065,51063280,51069992,51071638,51076604,51077630,51079383,51081922,51086124,51086521,51090088,51095066,51096217,51098236,51099510,51100787,51102104,51104318,51107774,51115514,51115646
ENST00000447630	1	42595114	42596934	ENSG00000008324	SS18L2	42585911,42587097,42587941,42590600,42595430
ENST00000394128	1	40019097	40019104	ENSG00000008838	MED24	40022247,40022747,40026019,40026966,40029152,40029343,40031893,40032852,40033057,40033181,40033612,40039126,40040763,40045922,40046976,40048499,40050317,40053998,40061056
ENST00000481435	1	169988240;169992594;169993655	169988359;169993101;169998373	ENSG00000008952	SEC62	169968933,169971002,169971004,169973432,169974304,169978299,169978594,169983766,169984175,169984608,169989434,169992352,169997068,169997225,169997799
ENST00000435970	1	111299031	111299052	ENSG00000009413	REV3L	111299950,111302770,111304262,111304712,111304843,111305987,111306616,111311498,111311784,111313268,111318715,111319397,111319974,111321907,111321968,111323346,111326976,111328556,111329537,111330163,111330476,111336044,111336474,111340784,111343674,111345216,111345613,111345732,111350510,111358978,111359585,111359878,111359880,111360287,111360438,111360813,111360998,111368632,111368654,111371025,111371535,111381218,111381570,111384048,111385013,111390595,111391220,111392956,111392958,111393422,111394847,111396171,111397555,111401982,111405330,111405835,111407072,111407850,111409963,111410046,111412935,111414062,111415147,111417133,111420433,111423585,111423587,111427646,111432377,111432522,111432524,111435606,111439576,111445328,111448265,111454984,111455604,111455915,111459959,111461582,111464072,111464074,111465225,111467894,111469030,111469434,111474225,111474825,111474956,111475122,111476814,111476822,111481755
ENST00000554767	1	77274956	77274958	ENSG00000009830	POMT2	77275398,77276100,77276252,77279855,77280465,77281431,77287193,77287792,77292976,77293615,77294018,77295866,77299624,77299626,77303607,77305567,77305990,77308298,77310141,77311297,77314288,77314438,77316064,77317059,77319725
ENST00000394673	1	32370343	32381885	ENSG00000010244	ZNF207	32351904,32351906,32354455,32356499,32356677,32358944,32365105,32365188,32367013,32368195,32368873,32369227,32370400,32370501,32370756,32370804,32370806,32372668,32372670,32373336,32379754,32380213
ENST00000396840	1	6538961	6539528	ENSG00000010295	IFFO1	6539761,6539763,6543012,6543485,6548869,6549128,6550157,6550299,6552448,6552922,6555753
