isoform_id	ATSS	ATSS_genomic_start	ATSS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000359238	1	48107558	48107766	ENSG00000002919	SNX11	48103835,48103881,48103891,48107169,48110388,48110404,48110406,48113690,48118255,48121986,48122149,48122151,48123592
ENST00000262820	1	118028424;118116508	118028497;118116810	ENSG00000003096	KLHL13	117898210,117899286,117900082,117904234,117904246,117905185,117911437,117916026,117917094,117917128,117918040,117919168,117919178,117920541,117923054,117923056,117929916,117932099,117932427,117935013,117938251,117938548,117938988,117939242,117939244,117939405,117942726,117944582,117945678,117946338,117948693,117949884,117950873,117953097,117957867,117958453,117959239,117959241,117960642,117962336,117962338,117963533,117964829,117965053,117968325,117970972,117974712,117975531,117977096,117977242,117977535,117977895,117977897,117977948,117985091,117986434,117986669,117990199,117991007,117999235,118002461,118002666,118003996,118005275,118007700,118010282,118011285,118014473,118014475,118014868,118015657,118015698,118017329,118018015,118018017,118018019,118018163,118020684,118021705,118023912,118023914,118024896,118025068,118025242,118026023,118026309,118026339,118026359,118037286,118041395,118042024,118045677,118047275,118047700,118047702,118047708,118048568,118050006,118053182,118053578,118055105,118055416,118057291,118059004,118059673,118063905,118064402,118064995,118066995,118067161,118067760,118069276,118070059,118071222,118074448,118081164,118083660,118084199,118085932,118090820,118091761,118098617,118102333,118102763,118103934,118105092,118107921,118110210,118110290,118110997
ENST00000422063	1	8235926;8262000;8262094;8262440	8236005;8262052;8262273;8262612	ENSG00000003147	ICA1	8113186,8113924,8114764,8119345,8121514,8123076,8123186,8124744,8124746,8126103,8128709,8131855,8131928,8134140,8136980,8137995,8138990,8139094,8139435,8140698,8143229,8143376,8143434,8145628,8146548,8150876,8150935,8153116,8153829,8155667,8155669,8156002,8160143,8160145,8161650,8161652,8167165,8167389,8169181,8175494,8175496,8175555,8175596,8176230,8176232,8176584,8176789,8180610,8182979,8183746,8183748,8183996,8184344,8184692,8185357,8186741,8190666,8192423,8193214,8193268,8193270,8193272,8194864,8199823,8201115,8201921,8202233,8202930,8203231,8203233,8205074,8205482,8205514,8206842,8207301,8209034,8209905,8210258,8211745,8212089,8212811,8212813,8213870,8216424,8217840,8218008,8218653,8220760,8225655,8226457,8227724,8229687,8229689,8230648,8231557,8237554,8242282,8245102,8247531,8249624,8249749,8250974,8257758,8259944
ENST00000568662	1	90009284;90019311;90019728	90010211;90019456;90019890	ENSG00000003249	DBNDD1	90006619,90009716,90010190,90010865,90011007,90013445,90013940,90015393,90015558,90015560,90015707,90015709,90018800
ENST00000695604	1	33036861	33036902	ENSG00000004455	AK2	33008638,33008964,33009528,33011151,33012765,33012979,33012981,33014019,33019768,33021559,33026393,33029557,33029897,33030652,33031516,33032035,33033389,33034263,33041166,33043238,33047190,33047849,33048438,33048665,33049232,33050376,33054901,33056863,33057919,33060059,33061623,33061625,33068169,33069477,33072873,33073092,33075834,33079564
ENST00000454079	1	49940007	49940140	ENSG00000004534	RBM6	49941030,49942749,49942751,49942761,49945322,49945750,49946000,49947781,49950623,49952644,49960109,49967999,49968854,49970220,49971134,49972383,49973273,49973275,49975593,49975683,49977641,49978369,49979015,49979353,49983335,49984165,49986930,49988692,49990137,49990468,49990470,49991813,49996361,49997665,49997868,49999496,50006620,50007609,50010505,50016186,50017830,50018497,50018736,50021239,50026524,50027142,50031274,50031870,50031919,50032853,50037269,50040081,50040360,50040541,50043445,50048402,50050909,50051208,50051845,50055908,50058112,50060983,50061668,50063471,50064485,50065504,50065651,50068519,50069560,50069562,50072459,50073838,50079255,50080257,50080365,50080440,50082516,50086670,50087845,50094624,50099299,50099445,50099447
ENST00000266022	1	49940007	49940150	ENSG00000004534	RBM6	49941030,49942749,49942751,49942761,49945322,49945750,49946000,49947781,49950623,49952644,49960109,49967999,49968854,49970220,49971134,49972383,49973273,49973275,49975593,49975683,49977641,49978369,49979015,49979353,49983335,49984165,49986930,49988692,49990137,49990468,49990470,49991813,49996361,49997665,49997868,49999496,50006620,50007609,50010505,50016186,50017830,50018497,50018736,50021239,50026524,50027142,50031274,50031870,50031919,50032853,50037269,50040081,50040360,50040541,50043445,50048402,50050909,50051208,50051845,50055908,50058112,50060983,50061668,50063471,50064485,50065504,50065651,50068519,50069560,50069562,50072459,50073838,50079255,50080257,50080365,50080440,50082516,50086670,50087845,50094624,50099299,50099445,50099447
ENST00000393451	1	116953327	116953342	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000487459	1	116953327	116953691	ENSG00000004866	ST7	116957702,116960334,116961894,116961896,116962027,116963777,116965452,116965824,116969203,116969943,116970851,116973841,116973894,116974614,116978730,116978892,116979829,116980548,116982153,116982369,116983578,116983650,116984789,116985977,116986856,116994857,116994974,116999005,116999056,117002096,117007741,117013696,117017047,117017169,117019954,117022836,117025593,117026568,117029325,117030560,117030878,117030880,117030882,117031102,117033373,117033375,117034691,117034928,117035093,117036239,117042846,117044233,117045051,117045469,117046526,117047521,117047531,117048679,117049633,117050411,117051541,117051896,117053063,117054442,117054956,117059272,117063577,117067218,117069709,117071748,117076554,117077718,117078525,117078536,117079096,117081327,117082396,117085507,117085596,117085637,117086916,117088497,117088744,117089895,117091376,117092811,117094285,117094934,117097801,117110402,117111233,117112091,117116761,117121698,117121909,117121911,117121919,117125298,117125892,117126932,117129547,117132755,117135730,117135956,117135978,117136008,117137735,117137737,117140018,117140669,117141073,117141205,117141952,117143147,117143149,117148161,117148994,117150330,117153964,117158806,117159064,117163017,117164120,117177289,117178645,117179488,117179490,117182384,117183671,117184084,117184742,117185403,117185470,117186778,117187192,117189506,117190282,117190337,117190701,117194638,117194766,117195703,117195874,117198349,117198767,117198769,117200982,117206925,117207021,117208521,117208844,117210559,117212844,117213136,117213599,117213888,117216570,117216903,117217005,117218156,117218730,117219714,117220849,117222257,117222693,117224340,117224854,117229459
ENST00000380650	1	47705986	47706030	ENSG00000005175	RPAP3	47661788,47664595,47667767,47668297,47674596,47674598,47676110,47678425,47678941,47680215,47682304,47682906,47683511,47685499,47685809,47688242,47688973,47695806,47696487,47696906,47698658
ENST00000706592	1	107044705;107069658;107070281;107121952;107128212;107140847;107145761;107150922	107045214;107069986;107070316;107122004;107128295;107140953;107150051;107151023	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000706593	1	107044705;107069658;107070281;107121952;107128212;107140847;107145761;107150922;107153072	107045214;107069986;107070316;107122004;107128295;107140953;107150051;107151023;107156242	ENSG00000005249	PRKAR2B	107045147,107046279,107046281,107046283,107046659,107048520,107049263,107055278,107057269,107062484,107063947,107069334,107076123,107078515,107079502,107083992,107087694,107089607,107091585,107092965,107093977,107098317,107098319,107099627,107103512,107104176,107113768,107117198,107118599,107119866,107121269,107121402,107124562,107127623,107130086,107131156,107131895,107133950,107137062,107137589,107141107,107142589,107145012,107147770,107149114,107149934,107153588,107153826,107155060,107155798,107156151,107156229,107159487,107159576
ENST00000398527	1	11758159	11758365	ENSG00000005302	MSL3	11766698,11770688,11771880,11773086,11773729
ENST00000479838	1	105014164	105014185	ENSG00000005483	KMT2E	104943993,104946823,104946825,104948471,104948607,104955559,104956193,104959922,104961372,104965663,104969244,104973469,104977439,104980207,104983476,104983478,104985458,104992054,104993292,104993602,104993923,104994744,104996276,104999613,105002811,105003209,105004451,105015728,105019656,105019658,105023812,105042135,105046025,105054880,105055712,105056505,105056984,105058596,105059325,105060297,105061744,105062336,105064525,105065289,105066746,105068124,105069641,105070234,105074487,105083116,105084018,105084077,105085012,105086231,105088534,105089168,105090027,105093063,105094103,105095702,105098384,105100056,105105683,105106760,105109032,105109646
ENST00000428119	1	75878999;75881365;75881829	75879260;75881486;75882044	ENSG00000005486	RHBDD2	75846155,75847882,75850335,75851382,75858051,75858283,75864667,75864669,75868415,75868514,75868516,75870122,75872040,75880083,75880111,75880694,75884546
ENST00000006777	1	75878999	75879034	ENSG00000005486	RHBDD2	75846155,75847882,75850335,75851382,75858051,75858283,75864667,75864669,75868415,75868514,75868516,75870122,75872040,75880083,75880111,75880694,75884546
BambuTx559	1	77027164	77027195	ENSG00000005812	FBXL3	76992635,76994188,76995666,76995909,76996759,76996761,76997699,76999351,77004081,77005912,77007135,77009133,77010213,77012178,77012180,77020597,77020830,77020959,77021965,77023292,77023294,77024916,77025799
ENST00000505897	1	50095351	50095387	ENSG00000005882	PDK2	50098692,50098832,50101275,50101596,50101609,50103422,50103424,50104422,50108289,50111370,50111596
ENST00000528374	1	17404647;17405494;17406622;17406888;17407354;17408392;17410516;17412666;17413394;17414512;17415304;17416930;17427049;17427867;17428289;17428565;17430814;17432204;17442720;17443178;17448141;17450779;17460488;17461583;17463438;17470101;17474886;17476629	17404669;17405563;17406788;17407209;17407453;17408517;17410653;17412746;17413478;17414610;17415339;17416965;17427154;17427942;17428405;17428670;17430959;17432244;17442882;17445949;17448671;17455856;17460834;17461825;17463604;17470222;17475027;17476845	ENSG00000006071	ABCC8	17392556,17393539,17394494,17394853,17395720,17396284,17396855,17397781,17397919,17398030,17399655,17399775,17402134,17404007,17404157,17410371,17410522,17420673,17421194,17422539,17422822,17425050,17425355,17425684,17426151,17426841,17426843,17428206,17431754,17431756,17437487,17439004,17441817,17441819,17442514,17442516,17442672,17443512,17444632,17445485,17445893,17453656,17455807,17456807,17457130,17457160,17457271,17462177,17464103,17464105,17464107,17466425,17469785,17471568,17473876,17474657,17475084
ENST00000356488	1	50543058;50546306;50547068	50543535;50546481;50547126	ENSG00000006282	SPATA20	50545259,50547390,50547642,50549961,50552706,50553062,50553449,50554308,50554784,50554827
ENST00000352832	1	50560715	50561088	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000442258	1	50560715	50561285	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000554752	1	70809513	70809534	ENSG00000006432	MAP3K9	70729207,70730122,70730124,70730126,70732147,70733660,70736298,70737201,70739903,70740863,70740992,70741287,70741578,70742007,70742152,70743897,70748215,70748774,70750629,70751587,70757063,70759899,70762441,70762938,70763258,70764700,70771170,70771922,70773052,70775250,70779886,70782752,70783184,70784151,70785074,70789780,70790314,70790655,70794601,70795453,70796443,70797925,70798913,70801334,70802534
ENST00000479427	1	241356285	241356299	ENSG00000006607	FARP2	241357969,241358427,241359758,241359903,241362918,241363009,241364719,241365107,241366188,241373759,241374156,241374563,241381888,241383440,241384681,241386624,241388375,241394131,241394777,241395497,241396876,241398182,241399834,241407900,241409418,241415047,241415187,241416079,241416099,241416101,241416219,241419025,241420761,241421585,241426576,241430378,241431143,241433461,241434342,241437462,241439074,241439160,241439474,241440184,241442211,241443680,241446464,241448891,241451899,241452063,241452536,241459167,241459600,241459654,241463987,241467884,241467911,241470306,241473671,241473876,241477462,241477464,241480861,241481810,241481932,241482276,241484844,241486560,241486862,241490608,241492081,241492838,241493739,241494312
ENST00000431138	1	87876216	87876534	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000513448	1	15979395;15979881;15980277;15980422;15984263;15985760;15985957;15987663;15989732;15991222;15992248;15993987;15998385;16000496;16006538;16008949;16013275;16016166;16018323;16023326;16024295;16025192;16033304;16035735;16038946;16075687;16076566;16078101;16079896;16080564;16083300;16083665;16083978	15979463;15979904;15980301;15980537;15984355;15985828;15986037;15987716;15989824;15991293;15992391;15994071;15998488;16000619;16006690;16009108;16013338;16016240;16018540;16023415;16024358;16025312;16033509;16035761;16039001;16076118;16076653;16078303;16080007;16080700;16083473;16083732;16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000540805	1	16075906;16076566;16078101;16079896;16080564;16083300;16083665;16083978	16076118;16076653;16078303;16080007;16080700;16083473;16083732;16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000539194	1	16083665;16083978	16083732;16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000508167	1	16083978	16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000447510	1	16084023	16084378	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000639386	1	31804059;31806402;31806849;31809906;31810828;31811213;31812093;31817809	31804237;31806629;31806925;31810667;31811015;31811331;31812823;31817961	ENSG00000007372	PAX6	31787500,31787685,31787959,31788341,31789159,31789425,31790284,31790822,31791904,31801338,31801904,31804213,31804215,31806407,31807019,31811318,31813362
ENST00000629543	1	229450	229463	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	1	229449	229463	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000711107	1	1333645;1338540;1338902;1339164;1339496;1340922;1341129;1341294;1341822;1341986;1342181;1342527;1342719;1342913;1343344	1333749;1338680;1338989;1339244;1339603;1340981;1341195;1341489;1341866;1342063;1342283;1342634;1342814;1343016;1343352	ENSG00000007516	BAIAP3	1336735,1337122,1340436,1340577,1340605,1340656,1340704,1341311,1341883,1343468,1348462
ENST00000711106	1	1333645;1338540;1338902;1339164;1339496;1340922;1341129;1341294;1341822;1341986;1342181;1342527;1342719;1342913	1333749;1338680;1338989;1339244;1339603;1340981;1341195;1341489;1341866;1342063;1342283;1342634;1342814;1343016	ENSG00000007516	BAIAP3	1336735,1337122,1340436,1340577,1340605,1340656,1340704,1341311,1341883,1343468,1348462
ENST00000402886	1	35496950	35497079	ENSG00000007866	TEAD3	35474541,35476462,35476470,35476472,35477772,35478587,35479796,35481937,35483169,35484768,35484777,35484855,35485056,35488848,35490503,35493695,35493948
ENST00000674046	1	18425583	18425608	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000623535	1	18425583	18425608	ENSG00000008086	CDKL5	18428583,18429392,18429424,18430588,18434024,18436369,18439354,18445504,18447139,18448027,18452768,18454839,18457275,18457760,18459849,18461076,18462000,18463468,18467374,18467440,18467619,18467621,18469516,18470783,18476360,18478435,18481411,18483401,18484198,18494068,18503340,18505463,18509767,18509885,18511728,18512521,18513610,18514345,18517743,18519246,18520431,18522920,18522940,18529690,18534845,18536367,18536369,18541189,18541993,18543554,18544129,18545635,18545757,18547342,18549013,18549015,18549017,18549408,18555358,18555622,18555687,18557297,18560099,18562673,18565740,18566030,18566032,18566910,18569826,18571032,18571369,18572199,18572465,18574452,18574839,18576003,18577092,18577653,18578604,18578741,18578785,18579246,18581385,18581694,18588636,18589189,18589382,18589606,18593227,18595691,18598750,18599291,18602722,18607700,18608391,18617939,18618035,18618544,18618837,18619779,18621640,18624892,18627333,18628892,18630175,18630765,18631399,18632029,18633160,18635914,18638986,18644178,18644665,18644949,18645487,18646834,18650978,18651035,18653326
ENST00000378633	1	1724324	1724357	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
