isoform_id	MEE	MEE_genomic_start	MEE_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000640866	1	46955501	46955712	ENSG00000108433	GOSR2	46925017,46929542,46930807,46931808,46932137,46932734,46933466,46933468,46934390,46937006,46940867,46943156,46943670,46945910,46947202,46949629,46952289,46953289,46953513,46955633,46956435,46959036,46959038,46967178,46967629,46968724,46970947,46971550,46971593,46971838,46972920,46973114,46973806
ENST00000373233	1	41551305	41551360	ENSG00000124177	CHD6	41404822,41406737,41409472,41409742,41409792,41410005,41413089,41420790,41421957,41428364,41429139,41429141,41430150,41434515,41436401,41436738,41442546,41444028,41444439,41445353,41445923,41446411,41446540,41447443,41450303,41450372,41450535,41450986,41451268,41451781,41452073,41453302,41456563,41458359,41461460,41462733,41463987,41469183,41471490,41474271,41481403,41482752,41484935,41486677,41488348,41488952,41492130,41492311,41505170,41506380,41510192,41510423,41511109,41511354,41512830,41515982,41517194,41520363,41520781,41521529,41522214,41522471,41523485,41532536,41532586,41534287,41535021,41535923,41536310,41539000,41548564,41549185,41549409,41556590,41560543,41561362,41563108,41566631,41572340,41572538,41572613,41572659,41576553,41580528,41590284,41590902,41591127,41592603,41595567,41600859,41603985,41605968,41609818,41610989,41610991,41612525,41613673,41615507
ENST00000308482	3	237733774;237733774;237735268	237733818;237733818;237735333	ENSG00000124831	LRRFIP1	237631735,237634308,237635693,237638678,237641794,237643161,237646710,237647591,237647593,237648949,237649651,237650835,237655255,237656749,237658146,237661655,237661737,237661949,237662961,237662963,237663912,237667058,237671775,237671809,237671841,237671843,237671845,237674827,237676186,237676305,237679953,237681319,237681338,237682852,237685815,237685876,237686123,237686654,237693173,237694643,237695883,237697961,237701782,237701919,237702716,237704543,237706355,237707676,237708131,237709715,237709717,237710929,237712640,237712652,237712662,237713028,237713030,237714306,237716940,237717573,237717679,237720847,237721688,237721701,237723810,237726067,237726891,237727952,237728914,237728916,237729897,237730211,237730324,237732203,237733032,237733863,237733865,237735144,237735375,237736387,237736389,237741150,237744979,237745389,237745565,237746203,237746608,237751247,237751358,237751515,237752579,237753149,237754940,237757649,237757651,237758247,237758249,237760265,237760388,237767047,237767883,237769670,237769707,237769709,237771050,237772176,237772178,237774780,237775034,237777126,237777474,237777982,237778554,237781285,237782315,237782317,237783968,237786614,237787745,237791038,237796531,237797550,237801190,237802345,237804266,237808806,237810461,237812089,237812920
ENST00000581444	1	23219131	23219255	ENSG00000134490	TMEM241	23197339,23197962,23199464,23199782,23201378,23201380,23201656,23203174,23203232,23204178,23204318,23207564,23208650,23208924,23209128,23209505,23210337,23211875,23212087,23212089,23212627,23212901,23213138,23213681,23214064,23214066,23214068,23214689,23216495,23218004,23220046,23223805,23223838,23225012,23228221,23228420,23229760,23229762,23232001,23232407,23232645,23233912,23235150,23236195,23236500,23237126,23237630,23237715,23237978,23238038,23239541,23241636,23241921,23246356,23246837,23247517,23249878,23253569,23258482,23260869,23263597,23267059,23268853,23270359,23272282,23274984,23275113,23275233,23276870,23280089,23280133,23282056,23282787,23282900,23283349,23285534,23286986,23287903,23292174,23293112,23294937,23295255,23295714,23296869,23307246,23308999,23309213,23313063,23313196,23315525,23315960,23317548,23317564,23317884,23318988,23320836,23322264,23324988,23329748,23330157,23333510,23338139,23338264,23338266,23340079,23340281,23342080,23343621,23344322,23350707,23351447,23353152,23357110,23358997,23361786,23366898,23368151,23374320,23374630,23375422,23377144,23380218,23380801,23380821,23381286,23384440,23384442,23384975,23385752,23386338,23390518,23390920,23390922,23393060,23394851,23396640,23397340,23398532,23407262,23408041,23410938,23411875,23412187,23413223,23417371,23417373,23420518,23421336,23421338,23422775,23427711,23428497,23428932,23429795,23433020
ENST00000366766	1	227051881	227051985	ENSG00000143776	CDC42BPA	226990162,226991281,226994027,226994992,226999641,227000059,227000246,227000604,227000618,227000992,227001431,227003286,227003972,227007187,227008538,227008609,227008683,227010017,227010295,227011132,227012831,227012856,227017153,227024250,227026934,227028454,227030002,227033364,227034868,227037608,227037796,227040680,227041908,227046770,227049742,227057476,227059253,227063595,227064646,227066258,227067551,227071224,227071265,227072052,227074236,227079214,227081037,227081039,227082326,227083629,227086147,227086149,227086222,227086812,227087115,227090084,227092482,227097667,227097792,227097794,227097828,227099512,227101071,227101105,227102362,227103592,227105168,227106877,227112033,227112831,227114070,227115188,227115966,227120947,227121422,227124700,227126359,227126361,227128701,227128995,227130723,227134038,227135279,227136450,227141171,227141433,227143500,227145850,227145945,227145947,227148341,227151921,227152638,227156297,227156689,227161254,227162407,227163684,227164534,227165047,227170176,227170862,227171828,227175041,227175043,227175157,227177787,227182867,227183561,227186644,227186759,227187837,227188200,227192466,227196148,227197870,227197885,227201656,227201658,227202796,227204764,227206900,227207831,227210187,227211874,227213608,227213610,227218118,227219082,227219647,227222101,227222853,227227849,227228029,227228167,227231448,227236676,227237226,227237907,227238754,227241304,227241518,227242026,227243856,227246219,227250116,227253285,227256446,227260844,227263336,227265497,227277658,227277660,227278543,227283718,227306542,227307222,227312586,227312884,227312950,227317303
ENST00000694964	2	37220799;37240433	37220918;37240569	ENSG00000151338	MIPOL1	37199151,37205247,37206745,37216498,37219977,37220719,37222367,37222458,37224978,37226668,37226670,37226672,37229834,37230815,37232686,37233017,37233019,37234850,37235203,37237265,37239952,37239954,37242172,37243986,37245337,37246137,37248036,37248127,37254745,37255151,37257696,37261895,37267840,37270183,37272701,37275815,37276238,37276240,37279578,37281217,37281961,37282385,37284916,37285563,37287665,37289820,37292328,37293486,37295565,37298477,37298990,37303023,37304777,37309329,37310432,37314462,37314745,37316077,37318064,37318507,37319864,37320100,37320833,37321127,37323624,37327249,37327432,37331994,37331996,37336123,37339265,37342072,37342395,37343033,37343728,37345396,37348117,37348483,37350524,37351374,37358081,37358304,37362008,37362916,37365572,37373148,37373849,37376288,37377188,37379942,37383172,37383196,37384081,37384228,37385671,37385875,37386355,37391244,37391540,37392532,37397730,37397787,37398441,37399652,37402119,37402926,37419885,37420343,37420345,37420381,37420383,37420597,37420599,37421363,37421704,37421724,37423846,37424366,37424977,37425245,37426849,37429934,37433998,37435016,37435840,37435842,37436417,37437784,37440518,37446616,37455810,37461718,37463453,37470061,37473903,37475109,37475986,37475988,37477826,37478976,37478978,37481883,37483404,37485298,37494714,37495596,37501753,37501755,37502971,37502973,37503868,37507297,37509319,37509665,37509739,37510648,37511213,37518128,37522163,37527213,37527878,37530807,37533227,37536049,37537654,37540539,37543987,37545846,37545848,37547401,37548550,37548552,37549560,37549731,37550515,37552755,37559827,37562257,37562433,37578222
ENST00000306465	1	46588075	46588179	ENSG00000151665	PIGF	46581831,46582485,46584640,46586673,46586817,46589507,46598585,46602401,46604503,46610888,46611352,46613471
ENST00000697357	1	94966182	94966254	ENSG00000156170	NDUFAF6	94898122,94899768,94910896,94913667,94913936,94914335,94916181,94917778,94919745,94920535,94926705,94926745,94927457,94928339,94928423,94929822,94929844,94929846,94939812,94941130,94942085,94942087,94944276,94944379,94946569,94951833,94951835,94953285,94953826,94956179,94956342,94956539,94957040,94957885,94960000,94963241,94967756,94969818,94970881,94972768,94972861,94972863,94982493,94982744,94982746,94982915,94983076,94985680,94988651,94989963,94991957,94993707,94995543,94995922,94999561,95000205,95001773,95004495,95005878,95009407,95013943,95014889,95016291,95022450,95022782,95023347,95025480,95026075,95026139,95026141,95029754,95035277,95036933,95038164,95041776,95044778,95047008,95048213,95048267,95050911,95053770,95056568,95056774,95064576,95065072,95065235,95067169,95068238,95071063,95077554,95077897,95078238,95078240,95078325,95081036,95081751,95083961,95087090,95089299,95091993,95094115,95097928,95100254,95100256,95100702,95101652,95103736,95103738,95107175,95107177,95107179,95107394,95108409,95109441,95109847
ENST00000287295	1	130156461	130156603	ENSG00000156709	AIFM1	130126881,130126883,130127834,130130519,130132891,130133439,130134973,130135754,130135826,130136358,130137440,130137930,130143415,130143727,130147740,130152825,130154295,130157069,130160697,130162481,130163178,130163655
ENST00000338785	1	37410570	37410670	ENSG00000157540	DYRK1A	37370222,37372080,37372718,37372852,37376919,37377882,37378667,37380608,37383544,37384619,37389859,37391249,37394297,37394666,37396960,37405451,37408919,37408921,37408923,37409847,37413221,37413366,37413368,37413376,37414511,37414678,37415264,37420696,37421549,37421551,37421553,37422920,37423154,37430484,37435037,37439582,37439588,37442982,37444670,37444970,37445670,37446232,37446920,37450897,37455616,37457210,37458981,37463170,37464473,37464475,37465322,37469055,37469160,37471631,37472699,37472984,37473441,37476301,37476324,37476938,37477478,37478113,37479145,37479480,37480156,37482119,37484125,37484665,37485799,37486901,37490108,37492286,37501925,37502561,37504884,37504886,37505116,37506937,37519424,37522300,37524967,37525681
ENST00000456329	1	160080651	160080770	ENSG00000170234	PWWP2A	160062049,160063520,160065986,160066036,160066441,160067141,160077123,160077125,160077929,160079898,160083194,160084158,160088768,160092811,160092813,160093017,160095097,160096899,160101218,160108282,160110574,160111995,160112206,160112365,160113488
ENST00000309060	1	41254588	41254635	ENSG00000174306	ZHX3	41182844,41182948,41182950,41184006,41184078,41184080,41186462,41187488,41187838,41189110,41192493,41198990,41199118,41199120,41204073,41204881,41204883,41206504,41210389,41210800,41211468,41212665,41213051,41219413,41219953,41220148,41221949,41223952,41227498,41228280,41230789,41233160,41234832,41237305,41238153,41238910,41240135,41240141,41240756,41241986,41245149,41245356,41249281,41255802,41256754,41257022,41259610,41272431,41272695,41273565,41278438,41282737,41283238,41286384,41286647,41290353,41291190,41292614,41295446,41295448,41295450,41297193,41303672,41313079,41316090,41316720,41317108
ENST00000310653	1	73718785	73718890	ENSG00000175582	RAB6A	73681403,73682946,73683537,73683909,73691602,73692593,73696662,73696664,73697802,73702305,73703610,73709818,73711074,73712693,73715271,73717589,73718551,73718553,73718555,73719006,73719451,73722478,73723176,73734633,73734653,73735009,73737353,73737955,73741281,73749466,73750695,73752986,73754905,73758710,73759255
ENST00000336083	1	73718613	73718718	ENSG00000175582	RAB6A	73681403,73682946,73683537,73683909,73691602,73692593,73696662,73696664,73697802,73702305,73703610,73709818,73711074,73712693,73715271,73717589,73718551,73718553,73718555,73719006,73719451,73722478,73723176,73734633,73734653,73735009,73737353,73737955,73741281,73749466,73750695,73752986,73754905,73758710,73759255
ENST00000360413	1	9028100	9028130	ENSG00000196220	SRGAP3	8981525,8982675,8983147,8984127,8984316,8986108,8987959,8988540,8991422,8992350,8995650,8996348,8997713,8997715,8998756,8999485,8999584,9000339,9001321,9003554,9004021,9007353,9007355,9008144,9008826,9009416,9010857,9010859,9013328,9013461,9015227,9016679,9018249,9018583,9019831,9019833,9020042,9023145,9023718,9023865,9024419,9025113,9030020,9033788,9034124,9034550,9034552,9034950,9038697,9038884,9040457,9044102,9046368,9048313,9050745,9053196,9057498,9059030,9059032,9060570,9061100,9062074,9064552,9068265,9069576,9070380,9070501,9070836,9075029,9075344,9075360,9075362,9076788,9077716,9077939,9081549,9081633,9081763,9084445,9085504,9085506,9087561,9088239,9090781,9092058,9092080,9093032,9093034,9093036,9093442,9093707,9093943,9098988,9099017,9099042,9099815,9104236,9104430,9109739,9109741,9111061,9111849,9113137,9115445,9115447,9116674,9116676,9117615,9117723,9119396,9121191,9121595,9123990,9125152,9126884,9129650,9129652,9130952,9131367,9131949,9131951,9132553,9135776,9137598,9138760,9139882,9141397,9142982,9144900,9145790,9145792,9148369,9149710,9149889,9150469,9151106,9151338,9153627,9158358,9161749,9165358,9165645,9165746,9165748,9166532,9167892,9167894,9169033,9169512,9175006,9175008,9177002,9181017,9182032,9183646,9185245,9185262,9187010,9187800,9188796,9189557,9190585,9192381,9193471,9195624,9195677,9196177,9197685,9198381,9201728,9202128,9204678,9206058,9206499,9206670,9206928,9207881,9208901,9210857,9214141,9220269,9220375,9220503,9221054,9222766,9223644,9223827,9224101,9224464,9228009,9228273,9228305,9230741,9233764,9237041,9237562,9237807,9238840,9241029,9241031,9244127,9246367,9247986,9248400,9248402,9249290,9249314,9250069,9258318,9265914,9266332,9267424,9271902,9273804,9274411,9277170,9278438,9281817,9283263,9283360,9283378,9284698,9288718,9291135,9291590,9293581,9293708,9294024,9294288,9294662,9295445,9299229,9300741,9305651,9305875,9306395,9308023,9308186,9309917,9310551,9310663,9311830,9312054,9312480,9312866,9318170,9318536,9322609,9322627,9324612,9325170,9325172,9326272,9326303,9327482,9328686,9331403,9331405,9331407,9331409,9331411,9331413,9334884,9338703,9339417,9343085,9347305,9351049,9351610,9352675,9355086,9357444,9361973,9362147
ENST00000383836	1	9032650	9032752	ENSG00000196220	SRGAP3	8981525,8982675,8983147,8984127,8984316,8986108,8987959,8988540,8991422,8992350,8995650,8996348,8997713,8997715,8998756,8999485,8999584,9000339,9001321,9003554,9004021,9007353,9007355,9008144,9008826,9009416,9010857,9010859,9013328,9013461,9015227,9016679,9018249,9018583,9019831,9019833,9020042,9023145,9023718,9023865,9024419,9025113,9030020,9033788,9034124,9034550,9034552,9034950,9038697,9038884,9040457,9044102,9046368,9048313,9050745,9053196,9057498,9059030,9059032,9060570,9061100,9062074,9064552,9068265,9069576,9070380,9070501,9070836,9075029,9075344,9075360,9075362,9076788,9077716,9077939,9081549,9081633,9081763,9084445,9085504,9085506,9087561,9088239,9090781,9092058,9092080,9093032,9093034,9093036,9093442,9093707,9093943,9098988,9099017,9099042,9099815,9104236,9104430,9109739,9109741,9111061,9111849,9113137,9115445,9115447,9116674,9116676,9117615,9117723,9119396,9121191,9121595,9123990,9125152,9126884,9129650,9129652,9130952,9131367,9131949,9131951,9132553,9135776,9137598,9138760,9139882,9141397,9142982,9144900,9145790,9145792,9148369,9149710,9149889,9150469,9151106,9151338,9153627,9158358,9161749,9165358,9165645,9165746,9165748,9166532,9167892,9167894,9169033,9169512,9175006,9175008,9177002,9181017,9182032,9183646,9185245,9185262,9187010,9187800,9188796,9189557,9190585,9192381,9193471,9195624,9195677,9196177,9197685,9198381,9201728,9202128,9204678,9206058,9206499,9206670,9206928,9207881,9208901,9210857,9214141,9220269,9220375,9220503,9221054,9222766,9223644,9223827,9224101,9224464,9228009,9228273,9228305,9230741,9233764,9237041,9237562,9237807,9238840,9241029,9241031,9244127,9246367,9247986,9248400,9248402,9249290,9249314,9250069,9258318,9265914,9266332,9267424,9271902,9273804,9274411,9277170,9278438,9281817,9283263,9283360,9283378,9284698,9288718,9291135,9291590,9293581,9293708,9294024,9294288,9294662,9295445,9299229,9300741,9305651,9305875,9306395,9308023,9308186,9309917,9310551,9310663,9311830,9312054,9312480,9312866,9318170,9318536,9322609,9322627,9324612,9325170,9325172,9326272,9326303,9327482,9328686,9331403,9331405,9331407,9331409,9331411,9331413,9334884,9338703,9339417,9343085,9347305,9351049,9351610,9352675,9355086,9357444,9361973,9362147
ENST00000536790	1	133100987	133101053	ENSG00000196387	ZNF140	133083076,133085429,133085740,133086165,133088476,133090853,133093209,133094505,133096176,133097045,133097796,133103244,133104496,133105844,133106382
ENST00000532628	1	85024652	85024772	ENSG00000231738	TSPAN19	85014496,85015946,85019994,85024050,85025072,85029757,85030416,85030636,85031296,85033977,85033979
ENST00000674123	1	32584161	32584305	ENSG00000265590	CFAP298-TCP10L	32405353,32407041,32407043,32415832,32417982,32418113,32418115,32418125,32418139,32419160,32420907,32425863,32426353,32426537,32428985,32431555,32432875,32435980,32436726,32438145,32441701,32446596,32448777,32449271,32452410,32454502,32455610,32456460,32458626,32463609,32467192,32467194,32467421,32469015,32470178,32471470,32474072,32474929,32475993,32479956,32484587,32490752,32492527,32492980,32492982,32506674,32506681,32506720,32507363,32507375,32507383,32507405,32507463,32507471,32507513,32507531,32507569,32507587,32507635,32507663,32507665,32507667,32507683,32507691,32507715,32507739,32507767,32507807,32507826,32507836,32507878,32507892,32507978,32508010,32508012,32508022,32508024,32508162,32508875,32509843,32510473,32511282,32515197,32516096,32519444,32519446,32520113,32522076,32525254,32526452,32526900,32529107,32530687,32530708,32530710,32530712,32530743,32530770,32530781,32530797,32532968,32533060,32533086,32533098,32533140,32533142,32533144,32533162,32533183,32533195,32533214,32533226,32533249,32533287,32533289,32533299,32533333,32533371,32533373,32533375,32533443,32533476,32533488,32533516,32533538,32533540,32533542,32533544,32533552,32533578,32533606,32533652,32533654,32535944,32536353,32536745,32537622,32537702,32538809,32539116,32539649,32542734,32543937,32544502,32546119,32546502,32547976,32548686,32548782,32554001,32554012,32556004,32563003,32563821,32565503,32573124,32573238,32575778,32586103,32587785,32592141,32593651,32598706,32598741,32603787,32607461,32607956,32609808,32610815
ENST00000639171	1	100043073	100043229	ENSG00000283761	ENSG00000283761	99973207,99975636,99976505,99976722,99977988,99980325,99986309,99988907,99988909,99989909,99994605,99995297,99996427,99997911,99998299,99999509,100000978,100003558,100003813,100003960,100004444,100006514,100006723,100009576,100010644,100014365,100020007,100027320,100027664,100030404,100030406,100030702,100030836,100031683,100034723,100042291,100042564,100044011,100044013,100045473,100046076,100047036,100049505,100049939,100050318,100050943,100053411,100054186,100055466,100055468,100058532,100058947,100061025,100062385,100068233,100072278,100073981,100082329
