isoform_id	MES	MES_genomic_start	MES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000442258	1	50619683;50621660	50619826;50621794	ENSG00000006283	CACNA1G	50566493,50567017,50570176,50570496,50576295,50576734,50577176,50577510,50577512,50577570,50577606,50577674,50578720,50579712,50581318,50583730,50590158,50591586,50591748,50593870,50596427,50596932,50598008,50598100,50598102,50601538,50611805,50613980,50613982,50614198,50615126,50619547,50621758,50622620
ENST00000539194	2	15979395;15979881;15980277,16076566;16078101;16079896;16080564	15979463;15979904;15980301,16076653;16078303;16080007;16080700	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000508167	1	16076566;16078101;16079896;16080564;16083300	16076653;16078303;16080007;16080700;16083473	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000447510	1	16076566;16078101;16079896;16080564;16083300;16083665	16076653;16078303;16080007;16080700;16083473;16083732	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000638914	1	31811213;31812093	31811331;31812823	ENSG00000007372	PAX6	31787500,31787685,31787959,31788341,31789159,31789425,31790284,31790822,31791904,31801338,31801904,31804213,31804215,31806407,31807019,31811318,31813362
ENST00000402886	1	35480060;35480312;35484560	35480122;35480374;35484624	ENSG00000007866	TEAD3	35474541,35476462,35476470,35476472,35477772,35478587,35479796,35481937,35483169,35484768,35484777,35484855,35485056,35488848,35490503,35493695,35493948
ENST00000627714	1	803561;804036;804292;804532;804829;805013;805492;806408	803636;804208;804438;804702;804939;805187;806055;806556	ENSG00000011304	PTBP1	803912,805604,806053,806165,806323,806770,808090,811273
ENST00000534854	1	42199136;42210355;42210548;42231224	42199235;42210454;42210680;42235997	ENSG00000015153	YAF2	42160489,42160544,42161282,42161771,42162756,42166512,42167055,42167185,42167267,42171356,42172907,42174662,42175493,42177465,42177467,42182297,42185489,42188530,42188816,42191809,42193183,42193340,42193651,42193834,42193836,42194814,42197586,42200305,42207174,42209943,42210464,42211295,42212776,42212778,42213674,42215602,42217204,42219583,42219631,42223686,42223921,42223923,42224842,42229589,42229896,42231016,42232180,42232182,42232184,42232602,42233656,42234482,42237631
ENST00000600882	2	118610427;118613294,118621359;118624792	118610526;118613450,118621538;118624845	ENSG00000019144	PHLDB1	118606950,118608883,118609104,118609506,118609523,118610481,118612019,118612989,118614757,118615329,118617993,118618452,118619763,118619950,118620013,118621638,118622349,118622351,118623580,118624936,118626528,118629319,118629321,118629333,118629335,118629742,118630643,118636250,118636256,118636264,118636266,118640214,118640231,118640378,118640691,118643538,118645007,118645492,118645793,118645881,118646415,118648532,118651358,118652490,118652520,118652522,118653063,118653329,118653996,118654862
ENST00000557803	1	102336635;102336917	102336719;102337726	ENSG00000022976	ZNF839	102317629,102319413,102322041,102324103,102330932,102330940,102334887,102338406,102338744,102339206,102339278,102341691,102342663
ENST00000682195	1	112439506;112440534	112439626;112440695	ENSG00000023041	ZDHHC6	112426694,112430460,112435116,112438176,112442149,112445847,112446256
ENST00000635736	2	123435434;123454398;123458372,123491653;123525636	123435715;123454829;123460410,123491959;123526171	ENSG00000023171	GRAMD1B	123359288,123363907,123363966,123364050,123366155,123366157,123369169,123370183,123371128,123371613,123371727,123371905,123375980,123378782,123378865,123381560,123383076,123384015,123391885,123392088,123392570,123393541,123395152,123395494,123398314,123401163,123403295,123403688,123405189,123405941,123405947,123406878,123406947,123408362,123408794,123409250,123412402,123412432,123415614,123415876,123417419,123418984,123421145,123421570,123423933,123440171,123441350,123442274,123449303,123449695,123453225,123454947,123455554,123455600,123457859,123458049,123459108,123459534,123460835,123463793,123463819,123470175,123474089,123474317,123476796,123478386,123479115,123481743,123482617,123491497,123492452,123494075,123497226,123499267,123500189,123501991,123502222,123502224,123502335,123512585,123513801,123514616,123516205,123516512,123518237,123518523,123519631,123520905,123521058,123528565,123531880,123532224,123532751,123533114,123534063,123534991,123535691,123536283,123537417,123538121,123538132,123539679,123540867,123542225,123542438,123548044,123548523,123548525,123549853,123550378,123550428,123551693,123553319,123554424,123556373,123556375,123557605,123559389,123560588,123566133,123569593,123572410,123575062,123576198,123577110,123578393,123578395,123578397,123580200,123580525,123581872,123582997,123583130,123583150,123583158,123583234,123583276,123583327,123583350,123588646,123591214,123591485,123591744,123591785,123592460,123597241,123597820,123600800,123600802,123601321,123604353,123604952,123605820,123605822,123607202,123607579,123607780,123609143,123609241,123611669,123613709,123613733,123614265,123615071,123617328,123617949,123619357,123621435,123623771,123623996,123624145,123627384
ENST00000683770	1	166943019;166946682;166948570;166952488;166955422	166943089;166946739;166948625;166955182;166955627	ENSG00000026297	RNASET2	166924026,166925554,166926049,166929432,166930311,166930313,166930351,166930433,166930458,166930460,166930507,166930509,166930511,166930527,166930545,166930547,166930566,166930576,166930593,166930601,166930603,166930611,166930695,166930703,166930705,166930713,166930749,166930764,166930774,166930797,166930799,166930813,166930836,166930838,166930852,166930867,166930875,166930877,166930893,166930963,166932058,166934568,166936341,166937281,166937412,166937414,166938775,166940248,166941311,166946451,166949819,166954316
ENST00000366911	1	161160105;161165838	161165713;161166417	ENSG00000026652	AGPAT4	161132156,161133367,161133369,161134747,161136893,161137550,161140858,161144155,161145063,161145065,161148607,161149201,161150940,161153441,161153558,161153560,161155665,161155836,161155939,161157802,161160600,161161683,161161732,161162412,161164250,161164342,161165687,161166451,161167559,161167561,161167563,161168151,161170223,161170800,161170844,161172691,161172885,161177450,161178248,161181481,161182576,161186014,161187354,161188595,161189171,161194503,161194555,161194742,161194752,161195739,161202081,161202756,161204403,161205223,161207411,161211741,161211743,161211967,161215235,161215931,161217514,161217903,161218391,161221826,161223300,161226433,161229066,161231687,161233755,161233757,161234163,161234631,161234942,161235103,161236989,161241480,161241877,161243126,161245873,161245991,161247077,161249851,161250874,161251317,161251970,161253975,161255675,161256826,161257268,161257270,161267376,161270293,161270295,161273524
ENST00000261178	1	27370129;27376346	27370230;27376387	ENSG00000029153	BMAL2	27333486,27337883,27338543,27338738,27339421,27339423,27340883,27342827,27344041,27345340,27345342,27347722,27349124,27351049,27351425,27353793,27354520,27357211,27357213,27358747,27361113,27362753,27364178,27364180,27375525,27375728,27379244,27379246,27381992,27383271,27383465,27385717,27385977,27386402,27386593,27386595,27387706,27388084,27388096,27394860,27395536,27396234,27397833,27397882,27399155,27401133,27404210,27404416,27410706,27412062,27414047,27422121,27422375,27423016,27423092,27423740
ENST00000705522	1	41663659;41664805	41663742;41665274	ENSG00000029534	ANK1	41655705,41656237,41660665,41661399,41661728,41666251,41666596,41666794,41667432,41670008,41670435,41670663,41671311,41672750,41673025,41673027,41673552,41673736,41674058,41674300,41674676,41675936,41678058,41678060,41678283,41680908,41681596,41681880,41682374,41683091,41683103,41683185,41683187,41683565,41683703,41685073,41687004,41688485,41689267,41690096,41692458,41692723,41693367,41693582,41694350,41704728,41707933,41709428,41709804,41712712,41713721,41715658,41716760,41717204,41717212,41717260,41719373,41720292,41720294,41720862,41722241,41726894,41726959,41726961,41727726,41728335,41731342,41732225,41733088,41733873,41735991,41736917,41737534,41739849,41740939,41741025,41742840,41743872,41747091,41749223,41750715,41752237,41753485,41753487,41753489,41753598,41754746,41756587,41759767,41760078,41761120,41761142,41761144,41761146,41761170,41761184,41761278,41761316,41761348,41761466,41761655,41762296,41763084,41764169,41764171,41767785,41767904,41768128,41770126,41771734,41773734,41773736,41775155,41776093,41779149,41780689,41780721,41780729,41780739,41780757,41780813,41780815,41780817,41780819,41781226,41782245,41782268,41783248,41783518,41783922,41783932,41784592,41784594,41784766,41784768,41785228,41785577,41788145,41790687,41790689,41793938,41794011,41794352,41795996,41799332,41802461,41802463,41806343,41806345,41808212,41809016,41809391,41809636,41812459,41812815,41814400,41814827,41816201,41817823,41819020,41819763,41821531,41821533,41824333,41826769,41827792,41827836,41827895,41827941,41830978,41831383,41831385,41832160,41834152,41834720,41834806,41837555,41838945,41839273,41839275,41839962,41841299,41844019,41845863,41846012,41846014,41847620,41847827,41848754,41850907,41851725,41851997,41856574,41861247,41862880,41865657,41870226,41871777,41873972,41873991,41874009,41874037,41878052,41878600,41878683,41878714,41880146,41880575,41882333,41882703,41883271,41886332,41889334,41889341,41889882,41890258,41890277,41891009,41891015,41891877,41893211,41893358,41893737,41893757
ENST00000382125	1	3261715;3261917;3274339;3318857;3319221;3319611	3261827;3262137;3274419;3318958;3319468;3320544	ENSG00000032389	EIPR1	3190205,3195016,3195030,3195677,3195752,3195993,3196230,3197657,3200003,3200005,3200532,3204508,3204510,3204848,3204976,3205401,3210503,3210962,3211070,3211100,3213303,3213461,3219834,3220040,3220277,3220476,3220578,3220599,3220905,3220955,3221009,3221603,3221765,3221871,3222092,3222310,3222766,3223305,3225646,3228255,3235096,3235409,3235896,3236058,3236060,3238109,3238111,3238530,3238801,3239536,3244346,3246617,3249621,3250207,3250341,3252031,3252047,3252049,3256971,3258810,3261283,3262651,3262953,3263342,3263606,3263619,3264215,3267464,3268923,3270578,3271209,3272188,3273503,3278282,3279617,3280837,3283233,3288856,3290323,3290834,3291369,3291371,3291989,3293447,3295129,3295681,3296053,3297340,3299744,3300516,3301181,3302808,3302847,3303996,3306104,3307432,3310153,3311400,3314816,3314818,3316940,3317115,3317261,3318802,3330704,3332904,3332987,3336006,3337235,3337625,3337886,3337888,3338236,3341409,3341411,3341503,3341651,3341766,3341817,3346655,3349186,3352865,3354655,3356931,3362845,3362847,3366176,3368810,3374922,3375146
ENST00000356150	2	239561;242798;243503;244627,256207;260085;262201;263211	242176;242871;243562;244738,256690;261323;262786;263983	ENSG00000035115	SH3YL1	220595,220918,222343,224002,227042,227180,228509,230181,236538,236670,237768,237917,240805,242835,243729,247035,247291,247856,248326,248328,248695,249479,249481,250813,250815,251492,251928,252127,252763,253371,255815,255822,256017,259315,260736,261115,263175
ENST00000344204	1	14488448;14489687	14489069;14489817	ENSG00000038382	TRIO	14146429,14149136,14150216,14150418,14151050,14151280,14151879,14152276,14153118,14160857,14162857,14163125,14163127,14163669,14164437,14164811,14165317,14165356,14166268,14168608,14169080,14169842,14170441,14171199,14173355,14174204,14175767,14177383,14179581,14180992,14186722,14189610,14190940,14191129,14193115,14194046,14206820,14207575,14208380,14208422,14212007,14214058,14215226,14216085,14216487,14217061,14220646,14226404,14228386,14230478,14233682,14235720,14237458,14238241,14238380,14238536,14238588,14239720,14242986,14249137,14249532,14249756,14249896,14250340,14252945,14253168,14254466,14255501,14259740,14260454,14261971,14262128,14263269,14263736,14263848,14267486,14270123,14274750,14276313,14278294,14278907,14279760,14279762,14283514,14283528,14283649,14287211,14287506,14295004,14295262,14299305,14299337,14301761,14305238,14306614,14307534,14309104,14311044,14312209,14313417,14316767,14321422,14321517,14322380,14324848,14325084,14327789,14328061,14329636,14329831,14330511,14330513,14331744,14331746,14332496,14333725,14335960,14337204,14338472,14343132,14343502,14345239,14347766,14348506,14348582,14348588,14348590,14348617,14348635,14348637,14348699,14348779,14348896,14349058,14349115,14349117,14349991,14350709,14350971,14351626,14355142,14356762,14357143,14357570,14357981,14358749,14363603,14363687,14363831,14365314,14367814,14370034,14374379,14375237,14376429,14376784,14376786,14379540,14380759,14383386,14383388,14385284,14385582,14387050,14387138,14389369,14390727,14390970,14391753,14392620,14393722,14393739,14394976,14396614,14397132,14398313,14399505,14399812,14400422,14401892,14401915,14402468,14405049,14406263,14411162,14411203,14413358,14415996,14418939,14420109,14420631,14422161,14423006,14429405,14430353,14433440,14434964,14434966,14436025,14436711,14437625,14440569,14442155,14442512,14446482,14446603,14446605,14448457,14452088,14452571,14452573,14452678,14457770,14461906,14463263,14463327,14463329,14463875,14467682,14468992,14470613,14472371,14472562,14473893,14474107,14477088,14481288,14482022,14482251,14483718,14486914,14489185,14490560,14490562,14491718,14491898,14493425,14496357,14498082,14499060,14499421,14503020,14505696,14507756,14507758,14510095,14513089,14514437,14515081,14515083,14516925,14518960,14524678,14524703,14526592,14529326
ENST00000454189	1	13807650;13816844	13807769;13817346	ENSG00000046653	GPM6B	13771314,13773561,13773817,13774409,13776582,13789192,13789283,13796597,13797854,13799152,13803662,13804692,13805465,13806333,13809300,13810542,13812615,13815346,13816448,13816450,13816517,13817495,13819647,13819649,13819695,13821741,13823903,13827891,13827984,13828861,13829377,13829379,13830178,13833599,13834521,13835126,13836381,13836383,13836840,13836842,13838676,13840197,13840990,13840992,13840994,13841008,13841025,13841081,13841083,13841146,13846221,13846924,13849022,13850762,13851031,13851629,13853472,13853649,13855692,13856798,13857711,13858019,13858021,13860083,13860874,13861270,13864223,13865320,13867017,13867784,13870154,13870266,13871640,13874810,13875197,13875199,13875331,13876846,13876953,13878901,13880134,13880960,13880962,13886961,13888291,13888604,13890456,13892012,13893832,13903340,13903842,13906208,13907551,13908128,13908793,13909849,13911040,13913294,13915768,13918031,13921916,13924181,13925304,13926676,13932654,13934392,13934582,13934643
ENST00000398080	1	17744071;17745456	17744219;17745539	ENSG00000047634	SCML1	17740417,17742529,17746811,17747550,17748348,17749804,17750068,17753667
ENST00000380736	2	11145072;11148630,11265686;11290383	11145121;11148719,11265975;11290478	ENSG00000047648	ARHGAP6	11117858,11118753,11119711,11121522,11123870,11128327,11129928,11130535,11130537,11130989,11131002,11131004,11132803,11133737,11134995,11137899,11142884,11143027,11143029,11143031,11143920,11145304,11145306,11147188,11147218,11147344,11148506,11148508,11148562,11148564,11152844,11153220,11153393,11153879,11153881,11153883,11154730,11155983,11156437,11156778,11159329,11162665,11162991,11166568,11166726,11168735,11170360,11174481,11174483,11176294,11176296,11177118,11177183,11177917,11180666,11180900,11180918,11185135,11187060,11187524,11188151,11189427,11189653,11190206,11190714,11190944,11191243,11193852,11194870,11195785,11197941,11198972,11200192,11201927,11204068,11206034,11206043,11206045,11206292,11208749,11208834,11210149,11210450,11212613,11212949,11212951,11213664,11214032,11216957,11217181,11219353,11223270,11224402,11224491,11226338,11227364,11229550,11229552,11233685,11234420,11243288,11243546,11244022,11245758,11251759,11252721,11254365,11255797,11259414,11261446,11261448,11262089,11263585,11266675,11273033,11277091,11277558,11278719,11280211,11284969,11291810,11294503,11295531,11295533,11295895,11296235,11297305,11298319,11298365,11298820,11298847,11298892,11300340,11304636,11306881,11307513,11307515,11308454,11308766,11308794,11312785,11314640,11314701,11317017,11320201,11320445,11320895,11320907,11322503,11326273,11328025,11328499,11330056,11330485,11334459,11334850,11334867,11334974,11338436,11338438,11339730,11340935,11342114,11342788,11347782,11348244,11351089,11351162,11353100,11353599,11353927,11355179,11355639,11357961,11358190,11362197,11363247,11363892,11364118,11364304,11366712,11367093,11367401,11368156,11369923,11371081,11371331,11375775,11378267,11379058,11382604,11382697,11384497,11387372,11387374,11388019,11389342,11389873,11391006,11392076,11392284,11395073,11395135,11395539,11396647,11398509,11400250,11405334,11406933,11406935,11407446,11414205,11416068,11416663,11416743,11416892,11417489,11417758,11420502,11422945,11422947,11424042,11429079,11430542,11432438,11432440,11432491,11435697,11436114,11438454,11439038,11439443,11445567,11445894,11447743,11448138,11448543,11448815,11451923,11452292,11452649,11454302,11456984,11458397,11462714,11462882,11464121,11465908,11466262,11466935,11467848,11469470,11469472,11471539,11473559,11474120,11474917,11476621,11477702,11477704,11478991,11478993,11478995,11481309,11483201,11485208,11485504,11485679,11487563,11488087,11488682,11489083,11491253,11491679,11495870,11495872,11498204,11498345,11499169,11500529,11501559,11502030,11502073,11502522,11503891,11505591,11506705,11510109,11512816,11513353,11515239,11517236,11517361,11518016,11519100,11520627,11524935,11524937,11525324,11525326,11525328,11525526,11526082,11526084,11527798,11527887,11528826,11528828,11528830,11529616,11531968,11532515,11533805,11534258,11535369,11535979,11536574,11541008,11543486,11543488,11544244,11545540,11545704,11545706,11546803,11548005,11548753,11549951,11550728,11554530,11555204,11555843,11557982,11558889,11560530,11560772,11560941,11561416,11563525,11564214,11568078,11570285,11571756,11572654,11577994,11577996,11579125,11579367,11581206,11581583,11587392,11588390,11588890,11589457,11592989,11594428,11596114,11597167,11597169,11598928,11598930,11599378,11600112,11601322,11601726,11602848,11603463,11603513,11604532,11604676,11606475,11611462,11611852,11612220,11615179,11617053,11617185,11617397,11618382,11618585,11618587,11618613,11619495,11620370,11622045,11627097,11627530,11631934,11632177,11633551,11639454,11641716,11642079,11643140,11643919,11644016,11645274,11646097,11647812,11648238,11649315,11651606,11653435,11655841,11655843,11659201,11660401
