isoform_id	A3	A3_genomic_start	A3_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000302539	5	17397046;17407129;17443312;17453283;17460676	17397058;17407209;17445949;17455856;17460834	ENSG00000006071	ABCC8	17392556,17393539,17394494,17394853,17395720,17396284,17396855,17397781,17397919,17398030,17399655,17399775,17402134,17404007,17404157,17410371,17410522,17420673,17421194,17422539,17422822,17425050,17425355,17425684,17426151,17426841,17426843,17428206,17431754,17431756,17437487,17439004,17441817,17441819,17442514,17442516,17442672,17443512,17444632,17445485,17445893,17453656,17455807,17456807,17457130,17457160,17457271,17462177,17464103,17464105,17464107,17466425,17469785,17471568,17473876,17474657,17475084
ENST00000413643	1	87900221	87900282	ENSG00000006634	DBF4	87878609,87879821,87882278,87886127,87890400,87890785,87891499,87895651,87896378,87897465,87899041,87899776,87902874,87903619
ENST00000265755	1	74515345	74515441	ENSG00000006704	GTF2IRD1	74457929,74461247,74461723,74466296,74467089,74467645,74467970,74467972,74467974,74472061,74473408,74475745,74478075,74479324,74481763,74483139,74483578,74487193,74489313,74491570,74491794,74492603,74493431,74493863,74495606,74496037,74496071,74496073,74496085,74496087,74496089,74496113,74496127,74496129,74496176,74496217,74496229,74496263,74496297,74496321,74496333,74496343,74496359,74496404,74496426,74496456,74496528,74496577,74496603,74496631,74496667,74496669,74496671,74499631,74499633,74500110,74500683,74504125,74505797,74510917,74517564,74517748,74519498,74519771,74520199,74525624,74526595,74526608,74533125,74533279,74533440,74534968,74535001,74535549,74535578,74537123,74537440,74537461,74537480,74537500,74542806,74542968,74544544,74544546,74544699,74550066,74551983,74557450,74560352,74568118,74568714,74571272,74573779,74574128,74576950,74578135,74579270,74583613,74585256,74586129,74586131,74586133,74586265,74587644,74588006,74588438,74595585,74597490,74599319,74599446
ENST00000338034	3	13000274;13003574;13005979	13000897;13004108;13006546	ENSG00000006744	ELAC2	12997005,12997607,12998563,12999295,13001992,13005505,13007781,13014977,13016094,13017080
ENST00000540805	1	15971082	15971945	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000539194	1	15971082	15971945	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000508167	1	15971082	15971945	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000447510	1	15971082	15971945	ENSG00000007062	PROM1	15963856,15963899,15968428,15968732,15969995,15970637,15971794,15973479,15978600,15979115,15979117,15979313,15979370,15981699,15983577,15983708,15984993,15989931,15990537,15994197,15994910,15996140,15999537,16002083,16003100,16007234,16009397,16011526,16011592,16011679,16013781,16013812,16017177,16018235,16018284,16019123,16019405,16020708,16021038,16021693,16022739,16023200,16023419,16023904,16025627,16025629,16025694,16029825,16030477,16030696,16031754,16032553,16032953,16034642,16034644,16035803,16040805,16041634,16041963,16042385,16043445,16044036,16044699,16045301,16045679,16045782,16046677,16047349,16050776,16053097,16053110,16053142,16055131,16056691,16058515,16059573,16060045,16060588,16065199,16065255,16066740,16066800,16073322,16074295,16078338,16081113,16082981,16083037
ENST00000638914	1	31806462	31806629	ENSG00000007372	PAX6	31787500,31787685,31787959,31788341,31789159,31789425,31790284,31790822,31791904,31801338,31801904,31804213,31804215,31806407,31807019,31811318,31813362
ENST00000629543	2	190570;227336	190595;227614	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000293872	2	190570;227336	190595;227614	ENSG00000007392	LUC7L	191004,191448,191469,192436,195288,204106,204108,205174,206769,209358,209852,210155,212161,212332,213638,215671,222255,223027,224792,225354,227075,227077,227079,227081,227083
ENST00000567203	1	1343344	1343393	ENSG00000007516	BAIAP3	1336735,1337122,1340436,1340577,1340605,1340656,1340704,1341311,1341883,1343468,1348462
ENST00000711107	1	1344601	1344664	ENSG00000007516	BAIAP3	1336735,1337122,1340436,1340577,1340605,1340656,1340704,1341311,1341883,1343468,1348462
ENST00000426824	1	1343344	1343393	ENSG00000007516	BAIAP3	1336735,1337122,1340436,1340577,1340605,1340656,1340704,1341311,1341883,1343468,1348462
ENST00000378633	1	1722831	1722832	ENSG00000008128	CDK11A	1703997,1706810,1710133,1710135,1716498,1717916,1717918,1719148,1719150,1719544,1721649,1722342
ENST00000394128	1	40053635	40054092	ENSG00000008838	MED24	40022247,40022747,40026019,40026966,40029152,40029343,40031893,40032852,40033057,40033181,40033612,40039126,40040763,40045922,40046976,40048499,40050317,40053998,40061056
ENST00000540757	2	4590320;4604897	4590330;4604914	ENSG00000010219	DYRK4	4562245,4562665,4563214,4565009,4565249,4566584,4566915,4567948,4568530,4569801,4574403,4575453,4576268,4578481,4578946,4579373,4579565,4579620,4580409,4580659,4581974,4582020,4585379,4586091,4590308,4592134,4593341,4595054,4595181,4595818,4596153,4602054,4604197,4604493,4612889
ENST00000471408	2	6548157;6548825	6548160;6549265	ENSG00000010295	IFFO1	6539761,6539763,6543012,6543485,6548869,6549128,6550157,6550299,6552448,6552922,6555753
ENST00000472558	1	6548157	6548160	ENSG00000010295	IFFO1	6539761,6539763,6543012,6543485,6548869,6549128,6550157,6550299,6552448,6552922,6555753
ENST00000396840	3	6548157;6548825;6549896	6548160;6549265;6550467	ENSG00000010295	IFFO1	6539761,6539763,6543012,6543485,6548869,6549128,6550157,6550299,6552448,6552922,6555753
ENST00000537971	1	3199984	3201177	ENSG00000011105	TSPAN9	3082201,3082203,3086083,3087088,3087152,3088119,3088231,3088644,3089772,3092021,3093901,3100367,3101431,3103307,3103604,3105879,3106067,3107562,3107564,3112321,3113732,3113734,3123698,3123700,3124552,3128124,3129011,3131290,3132231,3136593,3137844,3137846,3140426,3141039,3141041,3145747,3150855,3151181,3151199,3151201,3151203,3151205,3151207,3154837,3162372,3164366,3165897,3167643,3170627,3170629,3173554,3178435,3179658,3181955,3183088,3184710,3185119,3187337,3187770,3187874,3189076,3189242,3189244,3189986,3190309,3190840,3191666,3192708,3193534,3194531,3195766,3196467,3201410,3203307,3204048,3205535,3206732,3207019,3208047,3209546,3210469,3211768,3213898,3213959,3218038,3218120,3218371,3219269,3220408,3221503,3222193,3223076,3223862,3225498,3227037,3228220,3228233,3230773,3231834,3232733,3233500,3233730,3234308,3238833,3238937,3240966,3241908,3247943,3249910,3250214,3250949,3254843,3254894,3254912,3255264,3259488,3261613,3261615,3261803,3266574,3267836,3267905,3271473,3271715,3272312,3272488,3275900,3277518,3278071,3279323,3279676,3281273,3281811,3282122
ENST00000678463	1	58214838	58214898	ENSG00000011143	MKS1	58206140,58210446,58211376,58212207,58215784,58218049
ENST00000627714	1	799406	799413	ENSG00000011304	PTBP1	803912,805604,806053,806165,806323,806770,808090,811273
ENST00000355526	1	38212361	38212391	ENSG00000011332	DPF1	38211457,38212765,38214222,38218898,38222988,38223167,38223273,38224438
ENST00000689228	1	38212361	38212391	ENSG00000011332	DPF1	38211457,38212765,38214222,38218898,38222988,38223167,38223273,38224438
ENST00000391919	1	46386718	46387093	ENSG00000011485	PPP5C	46348266,46349683,46350373,46352982,46356946,46358080,46365688,46365690,46365799,46366490,46366624,46366626,46367385,46367714,46368347,46369094,46369110,46371416,46371807,46371856,46372345,46373188,46373410,46374777,46375050,46376523,46378043,46378397,46378766,46381245,46381247,46382841,46383125,46383127,46383670,46384042,46385017,46386339,46387002,46387368,46388881,46390658
ENST00000700182	2	43076611;43099877	43076614;43099880	ENSG00000012048	BRCA1	43047597,43047627,43053231,43054103,43057888,43058240,43059173,43059432,43062058,43065788,43070232,43072257,43073111,43073899,43074474,43077084,43079891,43081576,43082559,43082733,43088979,43092105,43094720,43101835,43105290,43106524,43106758,43107525,43110957,43110959,43111159,43116569,43118521,43131412,43131928,43134229,43134292,43135008,43135407,43135409,43136711,43138055,43139965,43141337,43144297,43144299,43144679,43151976,43155314,43165887,43167450,43167452,43168508
ENST00000618865	3	50268874;50270561;50273119	50269161;50270890;50273298	ENSG00000012171	SEMA3B	50268361,50268407,50268465,50268563,50269807,50270896,50270918,50272136,50274003,50275032
ENST00000395353	1	29833337	29833733	ENSG00000013364	MVP	29820988,29824315,29824317,29828158,29830372,29837076,29837819,29839232,29842913,29845252,29846496
ENST00000357402	2	29830474;29833337	29830515;29833733	ENSG00000013364	MVP	29820988,29824315,29824317,29828158,29830372,29837076,29837819,29839232,29842913,29845252,29846496
ENST00000473565	2	200853993;200854695	200854013;200854886	ENSG00000013441	CLK1	200858102,200858104
ENST00000432425	2	200853993;200854695	200854013;200854886	ENSG00000013441	CLK1	200858102,200858104
ENST00000321356	2	200853993;200854695	200854013;200854886	ENSG00000013441	CLK1	200858102,200858104
ENST00000622694	1	17739488	17741194	ENSG00000015475	BID	17734259,17738660,17740305,17740307,17740912,17741327,17745518,17751809,17752220,17752454,17752742,17753879,17754522,17754566,17756720,17756990,17758018,17760726,17763021,17766426,17770347,17770864
ENST00000508532	2	130894535;130962902	130894708;130963971	ENSG00000017260	ATP2C1	130850875,130851574,130852858,130853408,130853766,130856748,130857722,130861137,130861324,130862742,130869521,130871371,130874168,130877830,130878054,130879216,130879532,130879926,130882344,130882666,130883550,130888558,130888560,130889188,130889433,130890344,130892426,130892428,130892678,130892680,130895068,130896880,130897997,130899229,130899245,130901117,130901689,130903797,130906780,130906793,130912795,130916282,130918686,130922240,130925937,130926769,130927735,130928506,130930050,130935351,130935866,130941289,130941291,130941541,130943010,130945412,130949097,130949151,130953269,130953618,130959040,130960419,130962085,130963520,130965035,130966732,130967624,130969584,130970774,130972139,130978396,130978959,130979613,130979638,130981112,130981114,130981537,130983091,130983223,130983802,130984347,130985164,130985195,130985751,130989433,130991026,130992887,130995051,130995487,130996450,130996746,130996813,130996967,130996969,131002056,131003611,131006807,131008054,131009336,131009439,131012725,131014620
BambuTx803	1	48467077	48467493	ENSG00000017483	SLC38A5	48458897,48459445,48460843,48461026,48461435,48462251,48464064,48464066,48464288,48464802,48464999
ENST00000551295	1	40908354	40908357	ENSG00000018236	CNTN1	40694877,40694879,40698172,40699682,40700982,40702282,40702416,40705894,40708601,40715499,40719051,40719667,40719761,40719984,40720448,40720797,40721793,40722017,40722183,40722623,40723113,40723819,40725269,40726385,40727484,40729520,40731925,40731927,40732616,40739356,40744178,40744345,40746669,40746825,40747521,40747873,40750240,40750416,40750526,40754606,40762673,40765897,40770511,40770531,40773100,40775290,40777710,40778340,40780543,40781510,40782908,40788291,40789533,40789535,40790077,40790112,40791825,40792111,40794167,40794451,40795754,40796013,40798655,40801271,40803982,40806493,40807939,40808876,40808928,40810186,40812730,40813263,40813436,40813660,40817395,40817562,40818200,40820763,40824317,40825480,40826596,40826876,40827867,40827878,40827880,40828498,40828500,40832257,40833819,40834275,40837111,40842192,40844735,40847823,40848683,40850664,40851645,40854572,40858669,40864838,40870741,40872546,40874440,40875229,40875678,40878142,40879927,40881512,40881728,40882746,40887706,40887930,40890411,40895292,40898450,40898885,40899546,40899604,40899606,40900141,40902148,40902212,40903154,40904573,40904950,40904952,40905915,40907497,40907715,40909732,40910358,40910858,40910918,40918293,40921442,40922839,40923678,40930128,40933152,40933987,40934253,40935204,40936214,40938918,40942288,40942909,40944056,40946216,40947269,40947271,40959175,40960468,40962266,40962763,40962765,40964559,40964561,40965593,40965647,40967599,40967601,40970726,40971367,40972189,40975293,40975673,40976459,40976461,40978887,40978889,40980283,40980564,40981095,40984549,40984835,40986117,40986356,40991963,40992466,40992860,41000875,41001095,41001097,41004827,41006208,41006796,41007690,41007726,41007855,41011634,41013565,41013838,41019401,41021453,41024763,41029965,41033480,41037277,41040375,41043691,41044963,41046582,41049241,41049263,41050044,41051029,41052312,41054779,41054878,41057984,41059892,41059894,41062706,41063480,41064526,41065505,41068119,41069635,41070304,41071322,41071926,41071985
ENST00000600882	2	118626930;118650601	118627305;118655605	ENSG00000019144	PHLDB1	118606950,118608883,118609104,118609506,118609523,118610481,118612019,118612989,118614757,118615329,118617993,118618452,118619763,118619950,118620013,118621638,118622349,118622351,118623580,118624936,118626528,118629319,118629321,118629333,118629335,118629742,118630643,118636250,118636256,118636264,118636266,118640214,118640231,118640378,118640691,118643538,118645007,118645492,118645793,118645881,118646415,118648532,118651358,118652490,118652520,118652522,118653063,118653329,118653996,118654862
ENST00000354190	1	73652440	73652975	ENSG00000021300	PLEKHB1	73646983,73647332,73654660,73654725,73657443,73658761,73658931
ENST00000227214	1	73652440	73652975	ENSG00000021300	PLEKHB1	73646983,73647332,73654660,73654725,73657443,73658761,73658931
ENST00000398492	1	73652440	73652975	ENSG00000021300	PLEKHB1	73646983,73647332,73654660,73654725,73657443,73658761,73658931
