isoform_id	gene_id	gene_name	iso_value_1	iso_value_2	IF1	IF2
ENST00000490954.2	ENSG00000002746	HECW1	0	0.410875	0	0.02185
ENST00000453890.5	ENSG00000002746	HECW1	0	0.474275	0	0.0316
ENST00000493057.1	ENSG00000002746	HECW1	0	0.575555	0	0.03005
ENST00000492310.5	ENSG00000002746	HECW1	0	0.218955	0	0.01165
ENST00000471043.1	ENSG00000002746	HECW1	0	0.535245	0	0.02735
ENST00000461842.1	ENSG00000002746	HECW1	0.120755	0	0.1111	0
ENST00000438959.5	ENSG00000002822	MAD1L1	0	0.16468	0	0.02275
ENST00000481633.1	ENSG00000002822	MAD1L1	0	0.10792	0	0.0113
ENST00000421113.5	ENSG00000002822	MAD1L1	0	0.16468	0	0.02275
ENST00000450235.5	ENSG00000002822	MAD1L1	0.063875	0	0.0068	0
ENST00000443937.7	ENSG00000002834	LASP1	0.123285	0	0.002	0
ENST00000452859.6	ENSG00000002919	SNX11	0.066115	0	0.01135	0
ENST00000581298.5	ENSG00000002919	SNX11	0	0.040755	0	0.0035
ENST00000468689.2	ENSG00000002933	TMEM176A	0	0.428025	0	0.00785
ENST00000494349.5	ENSG00000002933	TMEM176A	0	0.830115	0	0.0152
ENST00000536844.5	ENSG00000003056	M6PR	0	0.280085	0	0.0181
ENST00000537621.1	ENSG00000003056	M6PR	0.069465	0	0.00375	0
ENST00000541507.5	ENSG00000003056	M6PR	0	0.05217	0	0.0027
ENST00000544245.1	ENSG00000003056	M6PR	0.13102999999999998	0	0.00645	0
ENST00000539143.5	ENSG00000003056	M6PR	0	0.05212	0	0.0027
ENST00000543159.1	ENSG00000003056	M6PR	0	0.329365	0	0.0222
ENST00000543258.1	ENSG00000003056	M6PR	0	0.340715	0	0.023
ENST00000469946.5	ENSG00000003096	KLHL13	0.066115	0	0.0058	0
ENST00000262820.7	ENSG00000003096	KLHL13	0.41223	0	0.0352	0
ENST00000407906.5	ENSG00000003147	ICA1	0	0.423325	0	0.0179
ENST00000339809.10	ENSG00000003147	ICA1	0.087025	0	0.0037	0
ENST00000392973.8	ENSG00000003249	DBNDD1	0	6.014645	0	0.25005
ENST00000623401.1	ENSG00000003249	DBNDD1	0	0.36994	0	0.0149
ENST00000679701.1	ENSG00000003393	ALS2	0	0.105885	0	0.00365
ENST00000680861.1	ENSG00000003393	ALS2	0.435465	0	0.01505	0
ENST00000494017.6	ENSG00000003393	ALS2	0.166295	0	0.0076	0
ENST00000680634.1	ENSG00000003393	ALS2	0.079065	0	0.00275	0
ENST00000681768.1	ENSG00000003393	ALS2	0	0.079975	0	0.00275
ENST00000681307.1	ENSG00000003393	ALS2	0.09955	0	0.00455	0
ENST00000680630.1	ENSG00000003393	ALS2	0.62123	0	0.02145	0
ENST00000681312.1	ENSG00000003393	ALS2	0	0.04445	0	0.00155
ENST00000679550.1	ENSG00000003393	ALS2	0	0.1364	0	0.004
ENST00000681758.1	ENSG00000003393	ALS2	0.162815	0	0.0056	0
ENST00000681303.1	ENSG00000003393	ALS2	0.23422500000000002	0	0.009649999999999999	0
ENST00000680149.1	ENSG00000003393	ALS2	0.13187	0	0.00515	0
ENST00000681152.1	ENSG00000003393	ALS2	0.552375	0	0.02025	0
ENST00000680287.1	ENSG00000003393	ALS2	0.091135	0	0.00315	0
ENST00000680174.1	ENSG00000003393	ALS2	0.082415	0	0.0038	0
ENST00000681692.1	ENSG00000003393	ALS2	0.2164	0	0.0099	0
ENST00000680726.1	ENSG00000003393	ALS2	0.13187	0	0.00515	0
ENST00000679939.1	ENSG00000003393	ALS2	0	0.1364	0	0.004
ENST00000471191.2	ENSG00000003400	CASP10	0.149755	0	0.11325	0
ENST00000374650.8	ENSG00000003400	CASP10	0.074615	0	0.05645	0
ENST00000448480.1	ENSG00000003400	CASP10	0	0.027195	0	0.0953
ENST00000286186.11	ENSG00000003400	CASP10	0.49713999999999997	0	0.8303	0
ENST00000696191.1	ENSG00000003400	CASP10	0	0.08151	0	0.2857
ENST00000272879.9	ENSG00000003400	CASP10	0	0.027195	0	0.0953
ENST00000485408.2	ENSG00000003400	CASP10	0	0.034635	0	0.1214
ENST00000492363.6	ENSG00000003400	CASP10	0	0.114755	0	0.4022
ENST00000490965.1	ENSG00000003402	CFLAR	0.06038	0	0.00875	0
ENST00000395148.6	ENSG00000003402	CFLAR	0.066115	0	0.01615	0
ENST00000443227.5	ENSG00000003402	CFLAR	0	0.043665	0	0.0141
ENST00000409676.5	ENSG00000003436	TFPI	0.19528	0	0.0369	0
ENST00000339091.8	ENSG00000003436	TFPI	0.12505	0	0.02055	0
ENST00000453013.5	ENSG00000003436	TFPI	0.385205	0	0.07289999999999999	0
ENST00000481132.5	ENSG00000003436	TFPI	0.1	0	0.01645	0
ENST00000336237.10	ENSG00000003509	NDUFAF7	0	0.06894	0	0.00575
ENST00000474154.5	ENSG00000003509	NDUFAF7	0	0.231465	0	0.0193
ENST00000433556.6	ENSG00000003756	RBM5	0	0.182115	0	0.00125
ENST00000496179.5	ENSG00000003756	RBM5	0	0.19243	0	0.00135
ENST00000464988.1	ENSG00000003756	RBM5	0.13435	0	0.0011	0
ENST00000519122.5	ENSG00000003987	MTMR7	0	0.042075	0	0.0012
ENST00000518272.5	ENSG00000003987	MTMR7	0	0.042075	0	0.0012
ENST00000578128.5	ENSG00000004139	SARM1	0.090615	0	0.00305	0
ENST00000379061.8	ENSG00000004139	SARM1	0	0.520795	0	0.0115
ENST00000504979.1	ENSG00000004399	PLXND1	0.030415	0	0.0044	0
ENST00000504689.1	ENSG00000004399	PLXND1	0.065965	0	0.0096	0
ENST00000514990.1	ENSG00000004399	PLXND1	0	0.38777	0	0.15810000000000002
ENST00000695598.1	ENSG00000004455	AK2	0	0.840905	0	0.03795
ENST00000354858.11	ENSG00000004455	AK2	0.21114	0	0.00725	0
ENST00000548033.5	ENSG00000004455	AK2	0.06706	0	0.0024	0
ENST00000695602.1	ENSG00000004455	AK2	0	0.237605	0	0.01335
ENST00000673291.1	ENSG00000004455	AK2	0	0.08234	0	0.00465
ENST00000511430.1	ENSG00000004468	CD38	0	0.040755	0	0.16665
ENST00000502843.5	ENSG00000004468	CD38	0	0.040755	0	0.16665
ENST00000630279.1	ENSG00000004478	FKBP4	0.46279	0	0.00805	0
ENST00000543037.1	ENSG00000004478	FKBP4	0.19834	0	0.00345	0
ENST00000685243.1	ENSG00000004487	KDM1A	0	0.4894	0	0.00225
ENST00000692975.1	ENSG00000004487	KDM1A	0	3.19164	0	0.01385
ENST00000690627.1	ENSG00000004487	KDM1A	0	0.35808	0	0.0018
ENST00000691813.1	ENSG00000004487	KDM1A	0.179605	0	0.00105	0
ENST00000692853.1	ENSG00000004487	KDM1A	0	0.100795	0	5e-4
ENST00000693156.1	ENSG00000004487	KDM1A	0	0.926335	0	0.004200000000000001
ENST00000488807.2	ENSG00000004534	RBM6	0.128765	0	0.00135	0
ENST00000491874.5	ENSG00000004534	RBM6	0.066115	0	7.5e-4	0
ENST00000573483.1	ENSG00000004660	CAMKK1	0	0.7054199999999999	0	0.05635
ENST00000396093.7	ENSG00000004700	RECQL	0.14433000000000001	0	0.018250000000000002	0
ENST00000485140.1	ENSG00000004766	VPS50	0.06038	0	0.00465	0
ENST00000544910.5	ENSG00000004766	VPS50	0	0.12117	0	0.00765
ENST00000485994.5	ENSG00000004766	VPS50	0	0.046815	0	0.00295
ENST00000471188.5	ENSG00000004766	VPS50	0.196345	0	0.02035	0
ENST00000438395.5	ENSG00000004766	VPS50	0.07376	0	0.00565	0
ENST00000251739.9	ENSG00000004766	VPS50	0.080935000000000007	0	0.0062	0
ENST00000587984.1	ENSG00000004777	ARHGAP33	0	0.0411	0	0.0011
ENST00000590893.5	ENSG00000004777	ARHGAP33	0	0.20554	0	0.0055
ENST00000601474.5	ENSG00000004777	ARHGAP33	0.062145	0	0.0022	0
ENST00000473301.1	ENSG00000004799	PDK4	0	0.040755	0	0.16665
ENST00000473796.1	ENSG00000004799	PDK4	0	0.048494999999999996	0	0.10605
ENST00000437378.5	ENSG00000004809	SLC22A16	0.03967	0	0.1	0
ENST00000434949.5	ENSG00000004809	SLC22A16	0.054764999999999994	0	0.225	0
ENST00000490675.5	ENSG00000004838	ZMYND10	0	0.08234	0	0.25
ENST00000475688.1	ENSG00000004838	ZMYND10	0	0.19509	0	0.2992
ENST00000360165.7	ENSG00000004838	ZMYND10	0.092665	0	0.0295	0
ENST00000443026.6	ENSG00000004846	ABCB5	0.281055	0	0.33840000000000003	0
ENST00000258738.10	ENSG00000004846	ABCB5	0.232965	0	0.28535	0
ENST00000441315.1	ENSG00000004846	ABCB5	0	0.237735	0	0.8333
ENST00000265631.10	ENSG00000004864	SLC25A13	0	0.182765	0	0.0053
ENST00000417919.5	ENSG00000004866	ST7	0	27.484795000000002	0	0.20245
ENST00000438863.5	ENSG00000004866	ST7	0.070065	0	0.0069	0
ENST00000422922.5	ENSG00000004866	ST7	0	5e-6	0	0
ENST00000464020.1	ENSG00000004866	ST7	0	0.0417	0	3e-4
ENST00000490039.1	ENSG00000004866	ST7	0	0.8661	0	0.0063
ENST00000477742.5	ENSG00000004866	ST7	0	0.73646	0	0.00825
ENST00000393446.6	ENSG00000004866	ST7	0.354765	0	0.0204	0
ENST00000446490.5	ENSG00000004866	ST7	0.1225	0	0.00705	0
ENST00000467538.5	ENSG00000004866	ST7	0	0.049525	0	3.5e-4
ENST00000575830.2	ENSG00000004897	CDC27	0	0.365455	0	0.00795
ENST00000528748.5	ENSG00000004897	CDC27	0.062415	0	0.0014	0
ENST00000573550.5	ENSG00000004897	CDC27	0	0.17792	0	0.00385
ENST00000532893.5	ENSG00000004897	CDC27	0	0.059965	0	0.00105
ENST00000573502.1	ENSG00000004897	CDC27	0	0.16468	0	0.00355
ENST00000570818.5	ENSG00000004897	CDC27	0	0.12097	0	0.0021
ENST00000570740.1	ENSG00000004897	CDC27	0.124055	0	0.0028	0
ENST00000576484.1	ENSG00000004897	CDC27	0.0662	0	0.0015	0
ENST00000426151.7	ENSG00000004948	CALCR	0.033055	0	0.5	0
ENST00000380763.7	ENSG00000004961	HCCS	0	0.1846	0	0.0267
ENST00000574591.1	ENSG00000004975	DVL2	0	0.05797	0	0.0063
ENST00000572285.5	ENSG00000004975	DVL2	0	0.04106	0	0.0029
ENST00000575458.5	ENSG00000004975	DVL2	0.27831	0	0.0112	0
ENST00000576285.1	ENSG00000004975	DVL2	0.06096	0	0.00255	0
ENST00000576949.1	ENSG00000004975	DVL2	0	0.042255	0	0.003
ENST00000600689.1	ENSG00000005007	UPF1	0	0.08451	0	0.004
ENST00000601689.1	ENSG00000005007	UPF1	0.00624	0	2e-4	0
ENST00000432747.1	ENSG00000005020	SKAP2	0	0.16896	0	0.0125
ENST00000487720.1	ENSG00000005020	SKAP2	0	0.04353	0	0.0057
ENST00000490456.6	ENSG00000005020	SKAP2	0	0.16896	0	0.0125
ENST00000515114.3	ENSG00000005059	MCUB	0	0.12998	0	0.03035
ENST00000497575.1	ENSG00000005108	THSD7A	0	0.04363	0	0.00215
ENST00000586435.1	ENSG00000005156	LIG3	0	0.16468	0	0.0038
ENST00000548296.1	ENSG00000005175	RPAP3	0.06316	0	0.0019	0
ENST00000567006.1	ENSG00000005187	ACSM3	0.175415	0	0.29055	0
ENST00000562251.5	ENSG00000005187	ACSM3	0.066115	0	0.07145	0
ENST00000564701.1	ENSG00000005187	ACSM3	0.07707	0	0.08325	0
ENST00000289416.10	ENSG00000005187	ACSM3	0.3537	0	0.45494999999999997	0
ENST00000563617.1	ENSG00000005189	REXO5	0.1416	0	0.0191	0
ENST00000564274.5	ENSG00000005189	REXO5	0.436755	0	0.06745	0
ENST00000563045.1	ENSG00000005189	REXO5	0.06038	0	0.0147	0
ENST00000566993.5	ENSG00000005189	REXO5	0.1195	0	0.01615	0
ENST00000564200.1	ENSG00000005189	REXO5	0.071175	0	0.0096	0
ENST00000563068.1	ENSG00000005189	REXO5	0.06252	0	0.01525	0
ENST00000568046.5	ENSG00000005189	REXO5	0	0.020375	0	0.00675
ENST00000570000.5	ENSG00000005194	CIAPIN1	0	0.043495	0	9.5e-4
ENST00000565786.5	ENSG00000005194	CIAPIN1	0	0.19904	0	0.005
ENST00000589515.2	ENSG00000005206	SPPL2B	0	0.04285	0	0.002
ENST00000586332.5	ENSG00000005206	SPPL2B	0	0.08151	0	0.0038
ENST00000586111.3	ENSG00000005206	SPPL2B	0	0.08151	0	0.0038
ENST00000585725.2	ENSG00000005206	SPPL2B	0	0.040755	0	0.0019
ENST00000605244.5	ENSG00000005238	ATOSB	0.10387	0	0.00755	0
BambuTx448	ENSG00000005243	COPZ2	1.576085	0	0.4526	0
ENST00000584955.5	ENSG00000005243	COPZ2	0	0.074045	0	0.2271
ENST00000706590.1	ENSG00000005249	PRKAR2B	0	1.363545	0	0.0398
ENST00000706582.1	ENSG00000005249	PRKAR2B	0.15506	0	0.01585	0
ENST00000706586.1	ENSG00000005249	PRKAR2B	0	0.182385	0	0.00505
ENST00000648207.1	ENSG00000005302	MSL3	0.199825	0	0.012199999999999999	0
ENST00000647869.1	ENSG00000005302	MSL3	0	2.04587	0	0.0927
ENST00000649988.1	ENSG00000005302	MSL3	0	0.071155	0	0.0049
ENST00000380692.7	ENSG00000005302	MSL3	0.071065	0	0.0035	0
ENST00000649308.1	ENSG00000005302	MSL3	0.08874	0	0.0044	0
ENST00000571826.5	ENSG00000005339	CREBBP	0.066115	0	7.5e-4	0
ENST00000581675.5	ENSG00000005379	TSPOAP1	0.46416999999999997	0	0.03455	0
ENST00000583624.1	ENSG00000005379	TSPOAP1	0.08975	0	0.00655	0
ENST00000577871.1	ENSG00000005379	TSPOAP1	0.06038	0	0.0046	0
ENST00000268893.10	ENSG00000005379	TSPOAP1	0	1.410225	0	0.0763
ENST00000222381.8	ENSG00000005421	PON1	0.528905	0	1	NA
ENST00000541687.5	ENSG00000005436	GCFC2	0	1.62943	0	0.10365
ENST00000472230.5	ENSG00000005436	GCFC2	0	0.110255	0	0.0045
ENST00000486016.1	ENSG00000005436	GCFC2	0	0.26748	0	0.0109
ENST00000409857.7	ENSG00000005436	GCFC2	0.87337	0	0.04365	0
ENST00000482880.5	ENSG00000005448	WDR54	0	0.434965	0	0.00915
ENST00000419147.6	ENSG00000005469	CROT	0.07744	0	0.006	0
ENST00000265723.8	ENSG00000005471	ABCB4	0.156705	0	0.0865	0
ENST00000453593.5	ENSG00000005471	ABCB4	0.002955	0	0.00165	0
ENST00000473795.1	ENSG00000005471	ABCB4	0.132225	0	0.125	0
ENST00000469770.1	ENSG00000005471	ABCB4	0	0.013115	0	0.00795
ENST00000359206.8	ENSG00000005471	ABCB4	0.091175	0	0.08505	0
ENST00000485619.1	ENSG00000005483	KMT2E	1.119315	0	0.0064	0
ENST00000480368.5	ENSG00000005483	KMT2E	0.097645	0	6.000000000000001e-4	0
ENST00000653259.1	ENSG00000005483	KMT2E	0	0.05544	0	3e-4
ENST00000700336.1	ENSG00000005483	KMT2E	0.159845	0	9e-4	0
ENST00000659776.1	ENSG00000005483	KMT2E	0	0.066825	0	4e-4
ENST00000468607.1	ENSG00000005483	KMT2E	0	4.203715	0	0.0177
ENST00000467406.2	ENSG00000005486	RHBDD2	0	0.08151	0	0.0015
ENST00000369751.2	ENSG00000005700	IBTK	0	0.16468	NA	1
ENST00000427810.6	ENSG00000005801	ZNF195	0	0.04295	0	5.5e-4
ENST00000618467.4	ENSG00000005801	ZNF195	0.05528	0	0.00165	0
ENST00000526540.5	ENSG00000005801	ZNF195	0	0.02789	0	3.5e-4
ENST00000526598.1	ENSG00000005801	ZNF195	0.08412	0	0.00255	0
ENST00000528636.1	ENSG00000005801	ZNF195	0.333685	0	0.0096	0
ENST00000695087.1	ENSG00000005810	MYCBP2	0.066115	0	0.0012	0
ENST00000695092.1	ENSG00000005810	MYCBP2	0	0.059925	0	9e-4
ENST00000695081.1	ENSG00000005810	MYCBP2	0.39598	0	0.00635	0
ENST00000695082.1	ENSG00000005810	MYCBP2	0.095255	0	0.00175	0
ENST00000695091.1	ENSG00000005810	MYCBP2	0	1.500655	0	0.0161
ENST00000486679.3	ENSG00000005810	MYCBP2	0	0.253795	0	0.0027
ENST00000562020.1	ENSG00000005844	ITGAL	0	0.040755	0	0.1667
ENST00000676652.1	ENSG00000005844	ITGAL	0.033055	0	0.125	0
ENST00000566267.1	ENSG00000005844	ITGAL	0	0.040755	0	0.1667
ENST00000356798.11	ENSG00000005844	ITGAL	0.033055	0	0.125	0
ENST00000677830.1	ENSG00000005844	ITGAL	0.033055	0	0.125	0
ENST00000678574.1	ENSG00000005844	ITGAL	0	0.015585	0	0.0637
ENST00000614357.4	ENSG00000005882	PDK2	0.08752	0	0.0037	0
ENST00000508960.1	ENSG00000005882	PDK2	0	0.031665	0	0.00345
ENST00000503076.1	ENSG00000005882	PDK2	0	0.040755	0	0.00465
ENST00000504417.1	ENSG00000005884	ITGA3	0.066115	0	0.00895	0
ENST00000508100.1	ENSG00000005884	ITGA3	0	0.11456	0	0.0193
ENST00000419690.5	ENSG00000005889	ZFX	0	0.39259499999999997	0	0.0092
ENST00000497813.1	ENSG00000005889	ZFX	0.200315	0	0.0049	0
ENST00000474385.1	ENSG00000005889	ZFX	1.207555	0	0.0271	0
ENST00000480195.1	ENSG00000005889	ZFX	0	1.317455	0	0.0292
ENST00000589645.5	ENSG00000005961	ITGA2B	0	1.303245	0	0.2665
ENST00000569899.5	ENSG00000006007	GDE1	0.5582550000000001	0	0.0264	0
ENST00000564172.1	ENSG00000006007	GDE1	0.215105	0	0.0097	0
ENST00000392386.8	ENSG00000006016	CRLF1	0.40917	0	0.58115000000000006	0
ENST00000593286.1	ENSG00000006016	CRLF1	0.066115	0	0.05	0
ENST00000684169.1	ENSG00000006016	CRLF1	0.10728	0	0.08115	0
ENST00000580226.5	ENSG00000006025	OSBPL7	0	0.16468	0	0.02085
ENST00000584698.1	ENSG00000006025	OSBPL7	0.06815	0	0.0105	0
ENST00000261713.8	ENSG00000006042	TMEM98	0	0.040875	0	7e-4
ENST00000680632.1	ENSG00000006062	MAP3K14	0	0.090865	0	0.0189
ENST00000612903.2	ENSG00000006071	ABCC8	0.148825	0	0.0587	0
ENST00000682053.1	ENSG00000006071	ABCC8	0	0.08151	0	0.0063
ENST00000530147.5	ENSG00000006071	ABCC8	0	0.494045	0	0.0357
ENST00000682051.1	ENSG00000006071	ABCC8	0	0.30466	0	0.022449999999999998
ENST00000526168.5	ENSG00000006071	ABCC8	0	0.04498	0	0.00345
ENST00000683136.1	ENSG00000006071	ABCC8	0	0.185135	0	0.0143
ENST00000389817.8	ENSG00000006071	ABCC8	0.03799	0	0.015	0
ENST00000642271.1	ENSG00000006071	ABCC8	0.03799	0	0.015	0
ENST00000682091.1	ENSG00000006071	ABCC8	0	0.117	0	0.00905
ENST00000643925.1	ENSG00000006071	ABCC8	0	0.049785	0	0.00385
ENST00000682805.1	ENSG00000006071	ABCC8	0.093625	0	0.02215	0
ENST00000644772.1	ENSG00000006071	ABCC8	0	0.546015	0	0.04215
ENST00000683253.1	ENSG00000006071	ABCC8	0	0.056435	0	0.00435
ENST00000646993.1	ENSG00000006071	ABCC8	0	0.843635	0	0.0626
ENST00000682673.1	ENSG00000006071	ABCC8	0	0.082285	0	0.00635
ENST00000683725.1	ENSG00000006071	ABCC8	0.20366	0	0.06575	0
ENST00000683093.1	ENSG00000006071	ABCC8	0.19738	0	0.07785	0
ENST00000644057.2	ENSG00000006071	ABCC8	0	0.08518	0	0.00655
ENST00000644447.1	ENSG00000006071	ABCC8	0	0.25852	0	0.01995
ENST00000682863.1	ENSG00000006071	ABCC8	0	0.40568	0	0.02935
ENST00000684157.1	ENSG00000006071	ABCC8	0	0.074205	0	0.00575
ENST00000682199.1	ENSG00000006071	ABCC8	0	0.22353	0	0.01725
ENST00000682110.1	ENSG00000006071	ABCC8	0	0.222375	0	0.0161
ENST00000683456.1	ENSG00000006071	ABCC8	0	0.283475	0	0.0205
ENST00000646207.1	ENSG00000006071	ABCC8	0.080255	0	0.01895	0
ENST00000684442.1	ENSG00000006071	ABCC8	0	0.246845	0	0.01905
ENST00000684010.1	ENSG00000006071	ABCC8	0	0.283475	0	0.0205
ENST00000543732.1	ENSG00000006118	TMEM132A	0.1275	0	0.0031000000000000003	0
ENST00000005286.8	ENSG00000006118	TMEM132A	0	13.06028	0	0.23605
ENST00000620039.4	ENSG00000006125	AP2B1	0.08801	0	0.00145	0
ENST00000593014.3	ENSG00000006125	AP2B1	0.13446999999999998	0	0.00215	0
ENST00000591610.5	ENSG00000006125	AP2B1	0.04002	0	6.5e-4	0
ENST00000590538.5	ENSG00000006125	AP2B1	0.04002	0	6.5e-4	0
ENST00000592167.5	ENSG00000006125	AP2B1	0.14283	0	0.0024	0
ENST00000590432.5	ENSG00000006125	AP2B1	0.18826	0	0.0028	0
ENST00000350485.8	ENSG00000006128	TAC1	0	0.575555	0	0.30555
ENST00000553414.5	ENSG00000006432	MAP3K9	0.24073499999999998	0	0.0229	0
ENST00000554024.1	ENSG00000006432	MAP3K9	0	0.16468	0	0.00615
ENST00000436179.1	ENSG00000006451	RALA	0	0.122265	0	0.00265
ENST00000479789.1	ENSG00000006453	BAIAP2L1	0.06075	0	0.003	0
ENST00000472616.1	ENSG00000006459	KDM7A	0	0.359305	0	0.01135
ENST00000405358.8	ENSG00000006468	ETV1	1.12695	0	0.07975	0
ENST00000431887.5	ENSG00000006468	ETV1	0.10354	0	0.0077	0
