ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0006979	response to oxidative stress	20/359	449/21468	0.044543429844097995	2.66367228939581	4.646051300233758	7.61387303349518e-5	0.006728941650214168	0.0058229458781066	STC2/MYB/PLEKHA1/DUOX1/STK26/CDK1/UCP2/BNIP3/RPS3/GPX8/FKBP1B/SNCA/COL6A1/PXDN/SPHK1/RACK1/ATF2/PDK2/XRCC1/PCNA	20
GO:0001654	eye development	20/359	450/21468	0.044444444444444446	2.657753017641597	4.634783611773206	7.848299789873452e-5	0.006728941650214168	0.0058229458781066	CRYBA1/CRYBA2/CRYGS/FOXN4/DCX/STRA6/CDON/RBP4/BMP4/PRDM1/MAB21L1/DRAM2/WNT5A/RORB/PDGFRB/PXDN/CRB1/ACVR2B/ACTL6A/RPL24	20
GO:0007409	axonogenesis	21/359	487/21468	0.043121149897330596	2.578620740935636	4.595452333824918	8.007827626900458e-5	0.006728941650214168	0.0058229458781066	CNTN2/ROBO2/FEZF2/GAP43/EPHA5/TUBB3/STMN1/CDH11/TUBB2B/EFNA3/WNT5A/L1CAM/BCL11A/KLF7/SLITRK5/NOTCH3/BOC/SEMA6B/RND2/TTL/RPL24	21
GO:0042274	ribosomal small subunit biogenesis	10/359	133/21468	0.07518796992481203	4.496198714055333	5.274419618345562	8.243517327024932e-5	0.006728941650214168	0.0058229458781066	RPS23/LSM6/RPSA2/RPS24/RPS16/RPS6/NOB1/RPS13/RPS15A/RPS12	10
GO:0048511	rhythmic process	16/359	313/21468	0.051118210862619806	3.0568405314727634	4.780412223544032	8.253288130821978e-5	0.006728941650214168	0.0058229458781066	ROBO2/PLEKHA1/CDK1/MDK/TYMS/COL6A1/CIART/RORB/NRIP1/RACK1/RBM4B/NONO/HEBP1/FXR1/MAP2K6/PCNA	16
GO:0150063	visual system development	20/359	454/21468	0.04405286343612335	2.6343366914949753	4.5900156452720795	8.851383405106863e-5	0.006728941650214168	0.0058229458781066	CRYBA1/CRYBA2/CRYGS/FOXN4/DCX/STRA6/CDON/RBP4/BMP4/PRDM1/MAB21L1/DRAM2/WNT5A/RORB/PDGFRB/PXDN/CRB1/ACVR2B/ACTL6A/RPL24	20
GO:0050767	regulation of neurogenesis	19/359	420/21468	0.04523809523809524	2.7052128929566255	4.602532965370151	9.378417234704226e-5	0.006728941650214168	0.0058229458781066	ROBO2/HES6/DCT/MYB/FEZF2/CXCR4/DLL3/SERPINE2/HEYL/CDON/HMGB2/TMEM98/MDK/NAP1L1/WNT5A/L1CAM/BCL11A/RND2/FXR1	19
GO:0072001	renal system development	17/359	352/21468	0.048295454545454544	2.888041276272474	4.657748795011825	9.979412154692987e-5	0.006728941650214168	0.0058229458781066	ROBO2/CD24/GFRA1/ZBTB16/STRA6/HEYL/RBP4/BMP4/PRDM1/WNT5A/NOTCH3/GREB1L/PDGFRB/MPST/PRKX/ACVR2B/AKR1B1	17
GO:0072524	pyridine-containing compound metabolic process	12/359	193/21468	0.06217616580310881	3.7181000764934256	4.946618135562297	1.0449132815199624e-4	0.006728941650214168	0.0058229458781066	DDIT4/PFKFB3/UCP2/HK2/AFMID/NMNAT2/COL6A1/QPRT/IDH2/PFKM/GPI/TKT	12
GO:0021543	pallium development	13/359	224/21468	0.05803571428571429	3.47050338241146	4.847193845993039	1.0916009248009568e-4	0.006728941650214168	0.0058229458781066	SLC2A1/FEZF2/EPHA5/CDON/IGF2BP1/BNIP3/TUBB2B/MDK/SLC38A2/SEMA6B/BMERB1/XRCC1/FXR1	13
GO:0060041	retina development in camera-type eye	12/359	194/21468	0.061855670103092786	3.698934612181604	4.924563285281327	1.097381143845157e-4	0.006728941650214168	0.0058229458781066	FOXN4/DCX/CDON/RBP4/PRDM1/DRAM2/RORB/PDGFRB/CRB1/ACVR2B/ACTL6A/RPL24	12
GO:0042254	ribosome biogenesis	17/359	357/21468	0.047619047619047616	2.847592518901711	4.590764057356253	1.1828811823615256e-4	0.006937855282633469	0.006003731035418454	RPL35A/RPS23/RPL38/LSM6/RPL7/RPSA2/RPS24/RPS16/RPL7A/RPS6/NOB1/RPL27/RPS13/RPS15A/RPS12/RPL26/RPL24	17
GO:0048880	sensory system development	20/359	468/21468	0.042735042735042736	2.5555317477323047	4.437018412745631	1.3316666760397386e-4	0.007485076441573364	0.006477273437403817	CRYBA1/CRYBA2/CRYGS/FOXN4/DCX/STRA6/CDON/RBP4/BMP4/PRDM1/MAB21L1/DRAM2/WNT5A/RORB/PDGFRB/PXDN/CRB1/ACVR2B/ACTL6A/RPL24	20
