ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0031110	regulation of microtubule polymerization or depolymerization	20/1144	114/21468	0.17543859649122806	3.292234081707766	5.821915117444336	2.323853645115347e-6	2.708840948741815e-4	2.186148962590022e-4	WDR47/DIAPH3/CKAP2/NUMA1/INPP5J/MECP2/SLAIN1/SLC39A12/CDK5RAP2/NAV3/MAPRE2/SNCA/TAOK1/AKAP9/KIF21A/PSRC1/PDE4DIP/TTBK2/ARHGEF2/MAP2	20
GO:1901888	regulation of cell junction assembly	37/1144	304/21468	0.12171052631578948	2.2839873941847624	5.349248488156366	2.4994813912017945e-6	2.708840948741815e-4	2.186148962590022e-4	THBS2/LRP4/DUSP22/PTK2B/SLC12A5/SIGMAR1/AGRN/EPHA7/SEMA4A/ARHGAP6/CLSTN1/FAM107A/PTPN13/APP/ELMO1/PHLDB2/PEAK1/PTPRD/SNAP25/NLGN2/DCLK1/PTK2/MYCBP2/FLRT2/SNCA/TJP1/TPBG/NECTIN3/NECTIN1/GPM6B/CARMIL3/LIMCH1/DOCK10/OGT/WDPCP/IL1RAP/CLDN19	37
GO:0099504	synaptic vesicle cycle	32/1144	246/21468	0.13008130081300814	2.4410711239979537	5.393291719698358	2.8754317857796884e-6	2.708840948741815e-4	2.186148962590022e-4	STON2/STX3/CSPG5/RIMS2/BIN1/DOC2B/UNC13B/ERC2/NAPB/RAB3GAP1/PPFIA3/STXBP5/SGIP1/SCRIB/SV2B/CAPN2/GAK/CLTA/SNAP25/NLGN2/ITSN1/BTBD8/SNCA/STXBP2/CADPS/STXBP1/SYT7/STX1A/ATP6V1H/FMR1/PRKCG/CACNB4	32
GO:0051054	positive regulation of DNA metabolic process	39/1144	331/21468	0.11782477341389729	2.211068387805548	5.268113079139087	3.006951796321116e-6	2.708840948741815e-4	2.186148962590022e-4	WEE1/PTK2B/SIRT1/BRPF3/FGF2/MYC/BRD8/AKT1/DHX9/CDC42/DKC1/TOP2B/NPM2/PRKDC/RIF1/DBF4/ZCWPW1/DPF2/CHTF8/SKP2/MAPK3/RFC5/SMARCC2/SMARCE1/SMARCD3/ATRX/ATR/BABAM1/PNKP/RAD51AP1/MSH2/BRCC3/FMN2/MAP3K4/CHTF18/ARID1B/PRKCG/EPC1/ANKRD31	39
GO:0050767	regulation of neurogenesis	46/1144	420/21468	0.10952380952380952	2.0552947052947053	5.181876808792984	3.065658403727265e-6	2.708840948741815e-4	2.186148962590022e-4	BCAN/LRP4/FGF2/ISLR2/PLXNB1/BIN1/SPART/EPHA7/SHANK3/MAP2K1/TGM2/MECP2/MAP6/NFATC4/NF1/SMURF1/FEZF2/IST1/SKIL/MEGF8/HOOK3/PTPRD/SPP1/STK25/PLAG1/ROBO1/TRAK1/CLCN2/WDR62/CAPRIN2/ID2/NR2E1/SMARCD3/XRCC2/PLXND1/PTPRZ1/GOLGA4/MAP2/CTDSP1/FMR1/SHTN1/MTOR/PARP6/DICER1/SEMA6D/TP73	46
GO:0051963	regulation of synapse assembly	26/1144	179/21468	0.1452513966480447	2.725749111223972	5.500733948764792	3.1868265363565173e-6	2.708840948741815e-4	2.186148962590022e-4	THBS2/LRP4/PTK2B/SLC12A5/SIGMAR1/AGRN/EPHA7/SEMA4A/CLSTN1/PTPN13/APP/ELMO1/PTPRD/SNAP25/NLGN2/DCLK1/MYCBP2/FLRT2/SNCA/TPBG/NECTIN3/NECTIN1/CARMIL3/DOCK10/OGT/IL1RAP	26
GO:0050803	regulation of synapse structure or activity	41/1144	357/21468	0.11484593837535013	2.155168361050714	5.221786221074072	3.2361416815608478e-6	2.708840948741815e-4	2.186148962590022e-4	THBS2/LRP4/PTK2B/SLC12A5/SIGMAR1/CTNNA2/AGRN/EPHA7/SHANK3/AKT1/SEMA4A/MECP2/CDC42/NFATC4/IGSF9/CLSTN1/NF1/PTPN13/APP/PLPPR4/ELMO1/AGAP1/PTPRD/SNAP25/NLGN2/DCLK1/MYCBP2/FLRT2/HSPA8/SNCA/TPBG/CAPRIN2/SYBU/NECTIN3/NECTIN1/CARMIL3/DOCK10/PTPRT/OGT/VCP/IL1RAP	41
GO:0006836	neurotransmitter transport	30/1144	225/21468	0.13333333333333333	2.502097902097902	5.373727890980733	3.511298816005149e-6	2.775876786208515e-4	2.2402497124336947e-4	KMO/NR4A1/STX3/CSPG5/RIMS2/DOC2B/UNC13B/ERC2/NF1/APP/NAPB/RAB3GAP1/PPFIA3/STXBP5/SCRIB/SV2B/SLC1A3/SLC6A1/SNAP25/SNCA/STXBP2/CADPS/STXBP1/GPM6B/SYT7/BAIAP3/STX1A/FMR1/PRKCG/CACNB4	30
GO:0007416	synapse assembly	36/1144	297/21468	0.12121212121212122	2.2746344564526386	5.247921017394495	3.740208150170511e-6	2.8012190514171775e-4	2.2607019899368574e-4	THBS2/LRP4/ACHE/PTK2B/SLC12A5/SIGMAR1/PLXNB1/AGRN/EPHA7/SHANK3/SEMA4A/MECP2/CLSTN1/PTPN13/APP/ELMO1/PTPRD/SNAP25/ARHGEF9/NLGN2/DCLK1/MYCBP2/FLRT2/SNCA/TPBG/NECTIN3/NECTIN1/CSMD2/PLXND1/GABRG2/CARMIL3/DOCK10/LARGE1/OGT/KIRREL3/IL1RAP	36
GO:0050807	regulation of synapse organization	40/1144	350/21468	0.11428571428571428	2.1446553446553445	5.122435128184293	4.78866868646634e-6	3.4071377704208007e-4	2.749703966807777e-4	THBS2/LRP4/PTK2B/SLC12A5/SIGMAR1/CTNNA2/AGRN/EPHA7/SHANK3/AKT1/SEMA4A/MECP2/CDC42/NFATC4/IGSF9/CLSTN1/NF1/PTPN13/APP/PLPPR4/ELMO1/AGAP1/PTPRD/SNAP25/NLGN2/DCLK1/MYCBP2/FLRT2/HSPA8/SNCA/TPBG/CAPRIN2/NECTIN3/NECTIN1/CARMIL3/DOCK10/PTPRT/OGT/VCP/IL1RAP	40
GO:0051056	regulation of small GTPase mediated signal transduction	39/1144	339/21468	0.11504424778761062	2.158889782783588	5.102659733892976	5.353895212065711e-6	3.5580890384717554e-4	2.8715280104839183e-4	LRP4/PLXNB1/DOCK8/TGM2/CYTH2/MCF2L/ARHGAP6/DENND1A/TNS3/OBSCN/CHN1/NF1/ARHGAP19/ARHGEF9/ARFGEF1/ARHGAP21/BCL6/ITPKB/MAPRE2/ROBO1/ITSN1/RIPOR1/KALRN/PLEKHG4B/AKAP13/ARHGAP5/MYO9A/RASGRF1/KANK1/ARHGAP10/SYDE1/DOCK10/ARHGEF2/OGT/FAM13A/SHOC2/MYO9B/AUTS2/MAPKAP1	39
GO:0009416	response to light stimulus	40/1144	352/21468	0.11363636363636363	2.1324698029243483	5.0826035187821494	5.500910670862868e-6	3.5580890384717554e-4	2.8715280104839183e-4	GNAT2/COL6A1/EYS/SIRT1/MYC/SLC24A1/REEP6/MSH6/AKT1/MECP2/GUCA1A/NFATC4/FBXW7/NF1/MAPK10/BCL3/APP/SLC1A3/MTA1/AKT2/CIRBP/FBXL3/RPAIN/DYNLRB1/B4GALT2/ID2/ATR/UVSSA/UNC119/RBM4/MSH2/LARGE1/CASP9/HMGN1/PPP1R1B/MAP3K4/PLEKHB1/CACNB4/RGS9/MAPK8	40
GO:0140029	exocytic process	18/1144	101/21468	0.1782178217821782	3.3443882849823443	5.602895876451874	5.8452860262459975e-6	3.616453050151328e-4	2.918630230953952e-4	STX3/RIMS2/DOC2B/UNC13B/ERC2/NAPB/PPFIA3/STXBP5/SCRIB/SNAP25/SNCA/STXBP2/EXOC7/SYTL2/STXBP1/SYT7/STX1A/SYK	18
GO:0016358	dendrite development	32/1144	267/21468	0.1198501872659176	2.2490767659306985	4.872599149221159	1.601623273200779e-5	9.496291324019618e-4	7.663907855535307e-4	LRP4/SLC12A5/CTNNA2/FLRT1/SHANK3/MECP2/CDC42/MAP6/NFATC4/IGSF9/CTNND2/APP/FEZF2/HECW2/PHACTR1/PTPRD/FOXO6/NLGN2/DCLK1/TRAK1/NEDD4L/TPBG/CAPRIN2/NR2E1/MINK1/COBL/SLC11A2/DOCK10/MAP2/FMR1/PARP6/ABI1	32
GO:0043010	camera-type eye development	42/1144	396/21468	0.10606060606060606	1.9903051493960586	4.719085530279348	1.7789455375907503e-5	0.001012575799996655	8.171914027416879e-4	GNAT2/PLAAT1/ACHE/FGF2/LPCAT1/CDK20/TFAP2A/FLT1/NF1/IFT140/TMEM231/MEGF11/FBN1/BSG/RAB3GAP1/SKIL/ADAMTS9/TGIF2/PAX2/RPGRIP1/GNB1/CLCN2/NECTIN3/SHROOM2/NR2E1/SMARCD3/NECTIN1/CEP290/SLC25A25/TTC8/DCX/MEIS1/BFSP1/LARGE1/MDM1/HMGN1/VAX2/WDR19/WDPCP/TBC1D32/SPRED2/CLDN19	42
GO:0001654	eye development	46/1144	450/21468	0.10222222222222223	1.9182750582750583	4.6706513387404405	1.8616853062013555e-5	0.0010189146887402034	8.223071534678863e-4	GNAT2/PLAAT1/ACHE/FGF2/LPCAT1/CDK20/TFAP2A/FLT1/NF1/IFT140/TMEM231/MEGF11/MEIS3/CPAMD8/FBN1/BSG/RAB3GAP1/SKIL/ADAMTS9/TGIF2/PAX2/RPGRIP1/GNB1/CLCN2/NECTIN3/SHROOM2/NR2E1/SMARCD3/NECTIN1/CEP290/OLFM3/SLC25A25/TTC8/DCX/MEIS1/BFSP1/LARGE1/MDM1/HMGN1/VAX2/ZDHHC16/WDR19/WDPCP/TBC1D32/SPRED2/CLDN19	46
GO:0070507	regulation of microtubule cytoskeleton organization	25/1144	187/21468	0.13368983957219252	2.5087880034404098	4.916398833326845	2.1250734343550495e-5	0.0011048846192543713	8.916885154466244e-4	WDR47/DIAPH3/CKAP2/NUMA1/INPP5J/MECP2/SLAIN1/MAP6/FAM107A/CCSAP/PHLDB2/SLC39A12/CDK5RAP2/NAV3/MAPRE2/SNCA/TAOK1/AKAP9/KIF21A/PSRC1/PDE4DIP/ATAT1/TTBK2/ARHGEF2/MAP2	25
GO:0150063	visual system development	46/1144	454/21468	0.1013215859030837	1.9013739564400358	4.605456297245798	2.326072415690825e-5	0.0011048846192543713	8.916885154466244e-4	GNAT2/PLAAT1/ACHE/FGF2/LPCAT1/CDK20/TFAP2A/FLT1/NF1/IFT140/TMEM231/MEGF11/MEIS3/CPAMD8/FBN1/BSG/RAB3GAP1/SKIL/ADAMTS9/TGIF2/PAX2/RPGRIP1/GNB1/CLCN2/NECTIN3/SHROOM2/NR2E1/SMARCD3/NECTIN1/CEP290/OLFM3/SLC25A25/TTC8/DCX/MEIS1/BFSP1/LARGE1/MDM1/HMGN1/VAX2/ZDHHC16/WDR19/WDPCP/TBC1D32/SPRED2/CLDN19	46
GO:1902903	regulation of supramolecular fiber organization	46/1144	454/21468	0.1013215859030837	1.9013739564400358	4.605456297245798	2.326072415690825e-5	0.0011048846192543713	8.916885154466244e-4	COL6A1/WDR47/ALMS1/PTK2B/DIAPH3/CKAP2/CTNNA2/BIN1/SHANK3/NUMA1/INPP5J/MECP2/SLAIN1/CDC42/ARHGAP6/APP/PHLDB2/CCDC88A/SLC39A12/CDK5RAP2/ARFGEF1/NAV3/TPM1/HSPA8/SNCA/PXN/TJP1/TAOK1/CAPZA2/AKAP9/AKAP13/KIF21A/PSRC1/PDE4DIP/TTC8/KANK1/PPFIA1/CARMIL3/LIMCH1/TTBK2/ARHGEF2/MAP2/SYNPO/BAIAP2L2/MTOR/PYCARD	46
GO:0010970	transport along microtubule	25/1144	188/21468	0.13297872340425532	2.4954433864008334	4.886041895165624	2.329342134759743e-5	0.0011048846192543713	8.916885154466244e-4	DYNC2H1/MECP2/CDC42/IFT140/APP/KIF13A/ARHGAP21/MAPK8IP3/TRAK1/IFT81/HSPA8/SYBU/SUN1/KIF1B/ARMCX3/KIF21A/DST/RPGR/IFT46/MAP2/PRKCZ/WDR19/WDPCP/AP3B1/RHOT2	25
GO:0022411	cellular component disassembly	49/1144	496/21468	0.09879032258064516	1.8538729415745545	4.564658190569964	2.478275817422055e-5	0.0011376085445779305	9.180981041791043e-4	FSCN1/ATG14/COL6A1/PLAAT1/WDR47/MYC/DIAPH3/CKAP2/KIF9/CCSAP/NAPB/PYM1/IST1/VRK1/GAK/VPS54/MTIF3/DDRGK1/CLEC16A/NAV3/MAPRE2/APAF1/KLHDC10/SMARCC2/SMARCE1/HEMK1/ZNF598/HSPA8/TAOK1/CAPZA2/DEDD2/CTSK/SMARCD3/ATR/ABCE1/KLC1/KIF21A/GIGYF2/DPP4/DDR1/AKAP8L/TTBK2/ARHGEF2/MICAL2/VCP/WNK1/CECR2/PIF1/DICER1	49
GO:0043254	regulation of protein-containing complex assembly	48/1144	484/21468	0.09917355371900827	1.8610645552794314	4.545779352177023	2.708141233764673e-5	0.0012042765548897281	9.719020019859403e-4	CRBN/FSCN1/PTK2B/BIN1/NUMA1/INPP5J/MECP2/SLAIN1/CDC42/KIF9/UNC13B/FBXL2/NAPB/CTNNBIP1/H3-3A/STXBP5/GAK/SLC39A12/CDK5RAP2/ARFGEF1/NAV3/NRG1/HSPA8/SNCA/CAPZA2/AKAP9/ATR/KIF21A/PSRC1/STXBP1/PDE4DIP/KANK1/ATAT1/THRA/BRCC3/STX1A/OGT/MAP2/CARD8/BAIAP2L2/PRKCZ/SEPTIN8/VCP/SYK/MTOR/MAPK8/PYCARD/IFI16	48
GO:0048813	dendrite morphogenesis	22/1144	156/21468	0.14102564102564102	2.646449704142012	4.896578948123629	2.8427560345379334e-5	0.0012258308597416605	9.89297235623887e-4	LRP4/CTNNA2/SHANK3/CDC42/MAP6/NFATC4/CTNND2/HECW2/PHACTR1/PTPRD/DCLK1/TRAK1/NEDD4L/TPBG/CAPRIN2/NR2E1/MINK1/SLC11A2/DOCK10/MAP2/PARP6/ABI1	22
GO:0050770	regulation of axonogenesis	22/1144	159/21468	0.13836477987421383	2.5965166908563133	4.793851624534291	3.8288647305467253e-5	0.00160249250340235	0.0012932790777171758	LRP4/ISLR2/PLXNB1/SPART/EPHA7/MAP2K1/MAP6/CHN1/SMURF1/IST1/SKIL/MEGF8/SPP1/STK25/ROBO1/TRAK1/CNTN2/PLXND1/GOLGA4/MAP2/SHTN1/SEMA6D	22
GO:0031109	microtubule polymerization or depolymerization	22/1144	160/21468	0.1375	2.580288461538462	4.760133289311264	4.219950741221441e-5	0.0017157114013594602	0.001384651506367697	WDR47/DIAPH3/CKAP2/NUMA1/INPP5J/MECP2/SLAIN1/CCSAP/SLC39A12/CDK5RAP2/NAV3/MAPRE2/SNCA/TAOK1/AKAP9/KIF21A/PSRC1/PDE4DIP/TTBK2/ARHGEF2/TUBGCP6/MAP2	22
GO:0061572	actin filament bundle organization	24/1144	184/21468	0.13043478260869565	2.4477044694436	4.6790350540175405	4.621530219300449e-5	0.0018267881950179276	0.0014742951664493537	FSCN1/ALMS1/PTK2B/DIAPH3/SHANK3/CDC42/ARHGAP6/ACTN1/FAM107A/PHLDB2/ESPN/PHACTR1/CCDC88A/TPM1/PXN/TJP1/TTC8/PPFIA1/LIMCH1/FMN2/SYNPO/BAIAP2L2/SHTN1/MTOR	24
GO:0048880	sensory system development	46/1144	468/21468	0.09829059829059829	1.844495248341402	4.382325043963625	4.918896325159484e-5	0.0018890033180152537	0.0015245053962752097	GNAT2/PLAAT1/ACHE/FGF2/LPCAT1/CDK20/TFAP2A/FLT1/NF1/IFT140/TMEM231/MEGF11/MEIS3/CPAMD8/FBN1/BSG/RAB3GAP1/SKIL/ADAMTS9/TGIF2/PAX2/RPGRIP1/GNB1/CLCN2/NECTIN3/SHROOM2/NR2E1/SMARCD3/NECTIN1/CEP290/OLFM3/SLC25A25/TTC8/DCX/MEIS1/BFSP1/LARGE1/MDM1/HMGN1/VAX2/ZDHHC16/WDR19/WDPCP/TBC1D32/SPRED2/CLDN19	46
GO:0060271	cilium assembly	42/1144	414/21468	0.10144927536231885	1.9037701429005778	4.405395951241398	5.0444220720013806e-5	0.0018890033180152537	0.0015245053962752097	ATMIN/EHD1/E2F4/DMD/DYNC2H1/AKT1/TMEM250/TMEM138/SEPTIN6/IFT140/TMEM231/CEP126/TTC39C/CCDC88A/RILPL1/ELMOD3/CCDC28B/RPGRIP1/IFT81/CFAP410/NPHP3/CPLANE1/CBY1/PARVA/CEP290/RPGR/TTC8/DCX/BBS2/RAB34/ATAT1/CCDC146/TTLL3/TTBK2/IFT46/MKS1/TTC12/RFX2/WDR19/WDPCP/TBC1D32/ABLIM3	42
GO:0050806	positive regulation of synaptic transmission	26/1144	210/21468	0.12380952380952381	2.3233766233766233	4.57220824102912	5.599392072622926e-5	0.002043060235728827	0.001648835830291933	KMO/CYP46A1/PTK2B/STX3/SLC24A1/SHANK3/MECP2/NFATC4/CLSTN1/NF1/FAM107A/APP/RAB3GAP1/SLC1A3/SNAP25/NLGN2/SNCA/NR2E1/STXBP1/BAIAP3/LARGE1/STX1A/GRIA3/FMR1/PRKCZ/PRKCG	26
GO:0052547	regulation of peptidase activity	40/1144	392/21468	0.10204081632653061	1.9148708434422719	4.337133825576419	6.643998223739323e-5	0.0023636023680952646	0.001907526858447264	FAM162A/ITIH4/PAPLN/SIRT1/MYC/CASP8AP2/BIN1/EPHA7/AKT1/COL4A3/RARRES1/SERPINE3/SERPINB8/TFPI/CPAMD8/APP/SERPINB6/DDRGK1/PAX2/COL7A1/ROBO1/APAF1/SNCA/MAPK12/SLC11A2/CAST/PDCD2/CASP9/RECK/CARD8/VCP/PDCD6/SPOCK3/SYK/SERPING1/COL28A1/DNAJA3/PYCARD/PZP/IFI16	40
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	17/1144	112/21468	0.15178571428571427	2.8483703796203796	4.652990360042371	8.895682115311058e-5	0.003076263527831951	0.002482674489673158	FAM162A/SIRT1/MYC/CASP8AP2/COL4A3/ROBO1/APAF1/SNCA/SLC11A2/PDCD2/CASP9/CARD8/VCP/PDCD6/SYK/DNAJA3/PYCARD	17
GO:0051017	actin filament bundle assembly	23/1144	180/21468	0.12777777777777777	2.397843822843823	4.468086483519019	9.079625310537031e-5	0.003076263527831951	0.002482674489673158	FSCN1/ALMS1/PTK2B/DIAPH3/SHANK3/CDC42/ARHGAP6/ACTN1/FAM107A/PHLDB2/ESPN/PHACTR1/CCDC88A/TPM1/PXN/TJP1/TTC8/PPFIA1/LIMCH1/FMN2/SYNPO/BAIAP2L2/MTOR	23
GO:0044782	cilium organization	43/1144	443/21468	0.09706546275395034	1.821504680421159	4.145128518307552	1.1360093328516152e-4	0.0037593983270880196	0.0030339931019366276	ATMIN/EHD1/E2F4/DMD/DYNC2H1/AKT1/TMEM250/TMEM138/SEPTIN6/IFT140/TMEM231/CEP126/TTC39C/CCDC88A/RILPL1/ELMOD3/CCDC28B/RPGRIP1/IFT81/CFAP410/NPHP3/TTC17/CPLANE1/CBY1/PARVA/CEP290/RPGR/TTC8/DCX/BBS2/RAB34/ATAT1/CCDC146/TTLL3/TTBK2/IFT46/MKS1/TTC12/RFX2/WDR19/WDPCP/TBC1D32/ABLIM3	43
GO:1990778	protein localization to cell periphery	39/1144	390/21468	0.1	1.8765734265734266	4.144765854784863	1.252006359704571e-4	0.003929638673227904	0.003171384245657169	KCNIP4/EHD1/STX3/NUMA1/AKT1/CACNB2/EPB41L2/CLSTN1/SMURF1/BSG/EPB41L3/SCRIB/CCDC88A/GAK/ANK2/PACS2/KIF13A/RILPL1/CD81/AKT2/PALM/TSPAN14/SNCA/TPBG/NECTIN3/STXBP1/GOLGA4/TTC8/BBS2/RAB34/PPFIA1/LARGE1/OGT/PPIL2/SLMAP/PRKCZ/WNK1/CAMK2G/WDR19	39
GO:0032886	regulation of microtubule-based process	32/1144	297/21468	0.10774410774410774	2.021897294624567	4.207352361243899	1.2754540444500785e-4	0.003929638673227904	0.003171384245657169	WDR47/ALMS1/SIRT1/DIAPH3/CKAP2/NUMA1/INPP5J/MECP2/SLAIN1/MAP6/KIF9/FAM107A/CCSAP/PHLDB2/SLC39A12/CDK5RAP2/DIAPH1/NAV3/MAPRE2/WDR62/SNCA/TAOK1/AKAP9/KIF21A/PSRC1/PDE4DIP/BBS2/ATAT1/TTBK2/ARHGEF2/MAP2/MDM1	32
GO:0006302	double-strand break repair	35/1144	337/21468	0.10385756676557864	1.9489634994086034	4.1658011054124175	1.3118900012955233e-4	0.003929638673227904	0.003171384245657169	SIRT1/BRD8/XRCC4/ZFYVE26/TOP2B/PRKDC/RIF1/CHEK2/ZCWPW1/DPF2/GINS4/SKP2/MTA1/RECQL/SMARCC2/SMARCE1/SWI5/MCM5/SMARCD3/ATR/XRCC2/BABAM1/PNKP/MUS81/RAD51AP1/MSH2/BRCC3/FMN2/IFFO1/VCP/FANCM/ARID1B/BRIP1/EPC1/HMGA2	35
GO:0099111	microtubule-based transport	27/1144	234/21468	0.11538461538461539	2.1652770306616462	4.252215883605867	1.3633673889547085e-4	0.003929638673227904	0.003171384245657169	DNAH9/DYNC2H1/MECP2/CDC42/IFT140/APP/KIF13A/ARHGAP21/MAPK8IP3/TRAK1/IFT81/NPHP3/HSPA8/SYBU/SUN1/KIF1B/ARMCX3/KIF21A/DST/RPGR/IFT46/MAP2/PRKCZ/WDR19/WDPCP/AP3B1/RHOT2	27
