gene_id	logFC	logCPM	F	PValue	FDR	condition_1	condition_2	gene_name	gene_biotype	chromosome_name
ENSG00000004961	-6.37525831533641	4.7712611074574465	181.95759090466132	4.02500258050281e-12	1.5657260038155932e-9	H1	H2	HCCS	protein_coding	X
ENSG00000198680	6.366249157627533	4.38936191648956	45.03237703832453	2.595681585931252e-6	1.8133749397877268e-4	H1	H2	TUSC1	protein_coding	9
ENSG00000182774	6.3331974373741335	11.967553871103467	309.1725651536467	1.8984364840414914e-14	3.249363886085416e-11	H1	H2	RPS17	protein_coding	15
ENSG00000072501	-6.321982426929259	7.450619037380736	503.29621529858656	1.1686736876756388e-16	6.667672946085411e-13	H1	H2	SMC1A	protein_coding	X
ENSG00000122565	-6.263124786312461	8.342069986524846	251.88043419779692	4.84353593752488e-13	2.5495291798329537e-10	H1	H2	CBX3	protein_coding	7
ENSG00000156298	-6.234573391535377	7.522073237235749	60.02286351977607	1.2299461107578764e-6	9.568980741696278e-5	H1	H2	TSPAN7	protein_coding	X
ENSG00000198918	-6.221120031447018	3.0020507335492397	34.93245126504097	3.055365278247105e-5	0.0015610636448500732	H1	H2	RPL39	protein_coding	X
ENSG00000260836	6.2031269885025715	11.971290717439826	336.4312175809365	7.928136168770684e-15	1.9385425523525575e-11	H1	H2		protein_coding	15
ENSG00000000003	-6.197725287460173	7.880406240051178	162.31163362991325	1.7647114738211312e-10	3.922701504665257e-8	H1	H2	TSPAN6	protein_coding	X
ENSG00000007520	-6.17782075257496	2.971710324371337	30.365608868226584	7.893857902652406e-5	0.003564941210073841	H1	H2	TSR3	protein_coding	16
ENSG00000242732	-6.172998607215066	5.391316333468788	194.3095237273591	2.100430268986025e-12	8.9877411209912e-10	H1	H2	RTL5	protein_coding	X
ENSG00000089289	-6.036840383913713	2.8672104217499985	61.24727086618867	1.1188007978095691e-6	8.784125896930543e-5	H1	H2	IGBP1	protein_coding	X
ENSG00000068438	-6.005335339991026	3.579667244675652	107.34345013646329	6.255828464403424e-10	1.1897195555192112e-7	H1	H2	FTSJ1	protein_coding	X
ENSG00000247746	-5.966785552338882	5.517324287861338	165.33740417629105	1.0309991823232986e-11	3.4601141185579567e-9	H1	H2	USP51	protein_coding	X
ENSG00000126756	-5.9623518430414695	2.796635304697812	69.17233914056419	5.273189660615895e-7	4.4027275234683735e-5	H1	H2	UXT	protein_coding	X
ENSG00000168300	-5.9373045894983285	7.779866722266266	353.7009225336142	4.716312560117843e-15	1.34540676298295e-11	H1	H2	PCMTD1	protein_coding	8
ENSG00000131171	-5.920879696888203	7.666686497503359	287.5183286197287	4.005700440832674e-14	5.2739668265609264e-11	H1	H2	SH3BGRL	protein_coding	X
ENSG00000102003	-5.911040548550923	5.23786697108793	113.9970479560985	5.178890229280881e-10	1.042845707816136e-7	H1	H2	SYP	protein_coding	X
ENSG00000187595	-5.866151066257187	5.433580422179666	218.90877898403724	6.384244450819263e-13	3.122077943434929e-10	H1	H2	ZNF385C	protein_coding	17
ENSG00000112679	-5.69962770048951	6.611100045112575	268.6569327067101	8.021475653935535e-14	6.240708058761846e-11	H1	H2	DUSP22	protein_coding	6
ENSG00000184083	-5.628227531428234	4.8331757105524105	138.73158890366625	5.6224572619233976e-11	1.4152055661041305e-8	H1	H2	FAM120C	protein_coding	X
ENSG00000185043	-5.617563760835939	2.6022725061499847	32.95105345372306	3.888560702057772e-5	0.0019180577803003121	H1	H2	CIB1	protein_coding	15
ENSG00000083750	-5.547493532314938	6.044870632008411	270.0995333593095	7.594590979162319e-14	6.240708058761846e-11	H1	H2	RRAGB	protein_coding	X
ENSG00000182492	-5.5473933000706195	3.2192502576712814	36.54165403415122	4.373681289920885e-6	2.840224573683732e-4	H1	H2	BGN	protein_coding	X
ENSG00000131828	-5.539949791258258	4.323482502185251	154.53912140035789	1.989265128083841e-11	5.7708918529293264e-9	H1	H2	PDHA1	protein_coding	X
ENSG00000147394	-5.52535958683228	3.2437628881395573	44.23667975127781	1.0904372436064634e-6	8.600886572151258e-5	H1	H2	ZNF185	protein_coding	X
ENSG00000183837	-5.523618322527576	3.6964765114066527	55.76096232085158	1.8077621764316458e-7	1.728584212949947e-5	H1	H2	PNMA3	protein_coding	X
ENSG00000147145	-5.500606035651881	4.925526851342761	109.6227800314667	5.153233593509139e-10	1.042845707816136e-7	H1	H2	LPAR4	protein_coding	X
ENSG00000053918	-5.489885159069007	4.02911892047217	111.54334961475124	4.387968079931572e-10	9.048730320013108e-8	H1	H2	KCNQ1	protein_coding	11
ENSG00000170100	-5.35920570911515	3.5161215513280943	83.47839460607507	6.034228765490715e-9	8.528339199095718e-7	H1	H2	ZNF778	protein_coding	16
ENSG00000198883	-5.328640403103725	2.420561186813377	27.745850789233792	9.436710372131516e-5	0.0042104801998281175	H1	H2	PNMA5	protein_coding	X
ENSG00000198356	-5.296777938517337	2.4016654318147195	48.130519207049225	4.720349986547092e-6	3.037350013900001e-4	H1	H2	GET3	protein_coding	19
ENSG00000147133	-5.293335293553657	5.245672081711175	149.39906405865688	2.7592714781253362e-11	7.871281769932208e-9	H1	H2	TAF1	protein_coding	X
ENSG00000284987	5.283585704183676	3.0676088294775696	59.468405256769294	1.0741270270971e-7	1.0943308449877358e-5	H1	H2		protein_coding	X
ENSG00000182195	-5.28170575273544	7.20966367061	181.856136262449	1.278663124618237e-11	4.04116656420456e-9	H1	H2	LDOC1	protein_coding	X
ENSG00000166432	-5.272676043284074	6.214576250010175	94.5485215150517	1.387701482721314e-8	1.7087696818890653e-6	H1	H2	ZMAT1	protein_coding	X
ENSG00000126767	-5.263666594298609	2.3993658987455126	30.029289025951257	6.312942084262188e-5	0.0029124613669604207	H1	H2	ELK1	protein_coding	X
ENSG00000147099	-5.225002602629918	4.4731235030623555	163.50989555123067	1.1491650921258009e-11	3.711152776759473e-9	H1	H2	HDAC8	protein_coding	X
ENSG00000063601	5.218407059381774	6.99054894763217	224.67459883870083	4.915544691194641e-13	2.5495291798329537e-10	H1	H2	MTMR1	protein_coding	X
ENSG00000186376	5.198337958676135	5.173833856001145	114.39705463255177	3.470367761728126e-10	7.333186988856617e-8	H1	H2	ZNF75D	protein_coding	X
ENSG00000177879	5.180934020673848	7.680615336751468	296.0790034304472	2.963718539112368e-14	4.361963461910617e-11	H1	H2	AP3S1	protein_coding	5
ENSG00000005022	-5.178041843464544	2.9555309593704284	74.81505747947674	1.5666443740535344e-8	1.9017507167588861e-6	H1	H2	SLC25A5	protein_coding	X
ENSG00000164535	-5.160380890245459	5.6493906289798135	245.46270600380927	2.0102775677477965e-13	1.1469303616523761e-10	H1	H2	DAGLB	protein_coding	7
ENSG00000198003	-5.159448802587082	6.947720545009073	164.68911346242427	3.6775651351982396e-11	9.629874754206968e-9	H1	H2	ODAD3	protein_coding	19
ENSG00000007516	-5.146651001972884	3.7352119652015565	51.00614266108541	3.6624989833046693e-7	3.248048321152473e-5	H1	H2	BAIAP3	protein_coding	16
ENSG00000049768	5.14142185316797	4.438289373832845	76.01931999848968	1.365126554553219e-8	1.698296781271848e-6	H1	H2	FOXP3	protein_coding	X
ENSG00000089820	5.1062913454202645	3.378160898030196	62.34292297058323	7.292383965570193e-8	7.657450549368062e-6	H1	H2	ARHGAP4	protein_coding	X
ENSG00000102401	5.083045184763241	3.3122535991478532	62.55425153563573	7.091468743661119e-8	7.492443149166895e-6	H1	H2	ARMCX3	protein_coding	X
ENSG00000175197	5.081168667730935	2.263626321828883	19.619580051634163	4.8603631931463796e-4	0.017449413093419935	H1	H2	DDIT3	protein_coding	12
ENSG00000285133	5.081168667730935	2.263626321828883	19.619580051634163	4.8603631931463796e-4	0.017449413093419935	H1	H2		protein_coding	12
ENSG00000137818	-5.0608729414127565	3.952134890611903	44.770858121021874	1.2650049299406084e-6	9.709338287382715e-5	H1	H2	RPLP1	protein_coding	15
ENSG00000146856	-5.059977466448433	3.98409350189413	78.1131232065119	1.0788432036242918e-8	1.388381975431081e-6	H1	H2	AGBL3	protein_coding	7
ENSG00000179222	-5.0587728678483135	3.3391114800393007	66.74050803315652	4.135659238063007e-8	4.687810829052081e-6	H1	H2	MAGED1	protein_coding	X
ENSG00000188483	-5.01880494579699	2.258825517521194	23.811822545274087	1.9942747318272636e-4	0.00816603021769269	H1	H2	IER5L	protein_coding	9
ENSG00000077713	-4.968398808998892	3.556070999571495	72.33305786794676	2.0923388486602438e-8	2.46982563680474e-6	H1	H2	SLC25A43	protein_coding	X
ENSG00000184867	-4.931226798380337	2.8084268548009343	56.85134335325513	1.5471257177383863e-7	1.5045797605005806e-5	H1	H2	ARMCX2	protein_coding	X
ENSG00000102081	-4.9254080408930285	7.607816982378509	232.9972849848744	3.406433566981236e-13	1.8807908687887365e-10	H1	H2	FMR1	protein_coding	X
ENSG00000204272	4.9146124975871155	8.649413191431917	284.2010608216853	4.5118876811037623e-14	5.516104967840857e-11	H1	H2	NBDY	protein_coding	X
ENSG00000198088	-4.874033956137358	5.283022496597676	71.88403289747203	5.895937319261384e-8	6.346846739401122e-6	H1	H2	NUP62CL	protein_coding	X
ENSG00000010404	4.823016084803104	4.965304974835498	102.29990211943306	9.728858476280528e-10	1.655474113755015e-7	H1	H2	IDS	protein_coding	X
ENSG00000177432	4.799221525117385	5.720339039329796	134.49785977870687	7.557594642333753e-11	1.8219125337772466e-8	H1	H2	NAP1L5	protein_coding	4
ENSG00000170473	-4.774678726002464	2.7386684990774173	46.878020462102455	7.03162871437287e-7	5.786219090154136e-5	H1	H2	PYM1	protein_coding	12
ENSG00000022556	4.772834169763579	6.021978552075826	269.9798441469877	7.629048545007269e-14	6.240708058761846e-11	H1	H2	NLRP2	protein_coding	19
ENSG00000078061	4.772733142476215	3.3714322523105857	37.442671563964225	3.6821884670248704e-6	2.450824751836061e-4	H1	H2	ARAF	protein_coding	X
ENSG00000198960	4.7480428131812005	2.1151070682155773	34.288800368442566	3.1465076995916415e-5	0.0016028460055419803	H1	H2	ARMCX6	protein_coding	X
ENSG00000167634	4.732906336009632	4.435732169951643	104.77159207008587	7.818346405384184e-10	1.3795754337583062e-7	H1	H2	NLRP7	protein_coding	19
ENSG00000086758	-4.711481090134389	6.977150181851208	265.1138469200433	9.185244456103335e-14	6.550610171277695e-11	H1	H2	HUWE1	protein_coding	X
ENSG00000078596	4.708055033924296	3.0540665549835713	38.32791199304368	3.117501982628798e-6	2.1515791909142946e-4	H1	H2	ITM2A	protein_coding	X
ENSG00000197779	-4.64869397868563	4.393688838789046	102.69289731139231	9.393741688322687e-10	1.6240735630033446e-7	H1	H2	ZNF81	protein_coding	X
ENSG00000166986	4.629165304986769	2.0533501236930074	15.37815341519056	0.0013574434511711146	0.0415635100362161	H1	H2	MARS1	protein_coding	12
ENSG00000130175	-4.621373195823754	7.238180069621303	249.68344136322634	1.6909284223402562e-13	9.979976164405458e-11	H1	H2	PRKCSH	protein_coding	19
ENSG00000186787	-4.610251386268882	4.296124101399819	105.33676343404778	7.441616300095677e-10	1.3267781728378917e-7	H1	H2	SPIN2B	protein_coding	X
ENSG00000110700	4.607167517921177	10.797253725613789	253.69490746621213	1.4381284960018777e-13	9.116669384284497e-11	H1	H2	RPS13	protein_coding	11
ENSG00000212747	4.599222894896792	5.333751746656574	177.20829380501453	5.223661987733849e-12	1.943656490914186e-9	H1	H2	RTL8B	protein_coding	X
ENSG00000002549	-4.541802498515584	2.9667462088227037	56.959920505723154	1.5235087175180442e-7	1.498642253393037e-5	H1	H2	LAP3	protein_coding	4
ENSG00000102125	-4.521451681954893	3.9073598432262435	68.55479289227148	3.30003813239619e-8	3.842411746536952e-6	H1	H2	TAFAZZIN	protein_coding	X
ENSG00000102309	4.50159223242868	3.859962366350909	77.61045511342171	1.1410331443444135e-8	1.446660985081406e-6	H1	H2	PIN4	protein_coding	X
ENSG00000172748	-4.492298610285937	3.1903824887802195	63.55939253343135	6.215069949048931e-8	6.607275605460963e-6	H1	H2	ZNF596	protein_coding	8
ENSG00000165349	-4.479393587063636	4.083999212534886	42.24908680812237	1.941932159375201e-6	1.4083945271129637e-4	H1	H2	SLC7A3	protein_coding	X
ENSG00000183955	4.430601577340835	6.549182688631571	272.4530842566089	6.950384721265114e-14	6.240708058761846e-11	H1	H2	KMT5A	protein_coding	12
ENSG00000170315	-4.403156344935475	1.9631723383326982	19.017800756984833	5.575231404755391e-4	0.019514450045765495	H1	H2	UBB	protein_coding	17
ENSG00000187325	-4.400672966635455	2.469973639092188	43.25665768489324	1.28911741939424e-6	9.85023828140706e-5	H1	H2	TAF9B	protein_coding	X
ENSG00000158423	-4.39780149833812	3.1313013747911143	35.17319701274891	5.7105003535903385e-6	3.593416325443097e-4	H1	H2	RIBC1	protein_coding	X
ENSG00000014216	-4.396423153669421	1.9672118105511889	33.50051955750821	3.5620507143021975e-5	0.0017826918136256262	H1	H2	CAPN1	protein_coding	11
ENSG00000198354	-4.358282656850259	2.47617668061502	26.644333026248827	3.5549695940217985e-5	0.0017826918136256262	H1	H2	DCAF12L2	protein_coding	X
ENSG00000124614	-4.351308097109232	9.196400089657292	108.91673217151052	3.7211970337178465e-9	5.443761404197835e-7	H1	H2	RPS10	protein_coding	6
ENSG00000102317	-4.344308632160711	3.942507291999218	61.659382553630124	7.985972636235147e-8	8.284115614654593e-6	H1	H2	RBM3	protein_coding	X
ENSG00000182518	-4.3307525410680805	1.9423683003479968	20.107484271098155	4.356693756318525e-4	0.01586578092194636	H1	H2	VCF2	protein_coding	X
ENSG00000188917	-4.310685880163021	4.726184804150535	106.66938974167373	6.62939349921293e-10	1.207113820558814e-7	H1	H2	TRMT2B	protein_coding	X
ENSG00000165775	-4.29822960243808	3.7087422332829907	80.13101077891216	8.639346109532262e-9	1.1642636760273094e-6	H1	H2	FUNDC2	protein_coding	X
ENSG00000125351	-4.295397634061092	5.245566021998313	108.5498925916476	5.643264874198991e-10	1.1231409486836038e-7	H1	H2	UPF3B	protein_coding	X
ENSG00000013375	4.293210871163911	6.299535250480756	276.9126804314148	5.887155956955674e-14	6.240708058761846e-11	H1	H2	PGM3	protein_coding	6
ENSG00000101997	4.277554788560396	4.635886579675998	98.48721613329273	1.375081949733964e-9	2.2630675626583198e-7	H1	H2	CCDC22	protein_coding	X
ENSG00000049769	4.277115805196442	1.916821277452695	25.64926512494336	1.3928671885861887e-4	0.005960078699960301	H1	H2	PPP1R3F	protein_coding	X
ENSG00000165288	-4.269902910483703	4.8966737165684915	140.839570170899	4.8666771107410484e-11	1.2432544093648326e-8	H1	H2	BRWD3	protein_coding	X
ENSG00000034152	-4.2587359562137195	5.000055994099951	123.9282533010453	1.640669345953132e-10	3.6949600691228696e-8	H1	H2	MAP2K3	protein_coding	17
ENSG00000152234	4.247658023414585	9.62340180919873	475.3599884324582	2.1352717618926035e-16	9.13682786913845e-13	H1	H2	ATP5F1A	protein_coding	18
ENSG00000102128	-4.236198816333097	1.9120879842039031	16.58365721011573	9.986665287556767e-4	0.03231224254476779	H1	H2	RAB40AL	protein_coding	X
ENSG00000153896	-4.235515977513512	4.904217931235547	136.58160073023384	6.527218319432922e-11	1.595998125077341e-8	H1	H2	ZNF599	protein_coding	19
ENSG00000131732	-4.210872108895343	2.357428054951509	29.56793967507598	1.8333306931890164e-5	9.930154476146583e-4	H1	H2	ZCCHC9	protein_coding	5
ENSG00000175567	-4.166546669759318	6.850039719144536	66.06241481915673	3.233367338241283e-7	2.9127534400704106e-5	H1	H2	UCP2	protein_coding	11
ENSG00000147059	-4.158842332294303	1.8791770628155131	16.702436555150253	9.695852255552339e-4	0.03155022950685054	H1	H2	SPIN2A	protein_coding	X
ENSG00000183479	-4.150544054946405	1.8682691285193354	21.616166956006477	3.1373714085487775e-4	0.012149151363963998	H1	H2	TREX2	protein_coding	X
ENSG00000067842	-4.148692894347331	1.8677365489875017	16.18963726760598	0.001102486097398189	0.03488097717792773	H1	H2	ATP2B3	protein_coding	X
ENSG00000135740	-4.148495732251446	3.226158458752312	56.972618956425954	1.520772431160834e-7	1.498642253393037e-5	H1	H2	SLC9A5	protein_coding	16
ENSG00000174501	-4.140965783961825	4.162191240976036	54.65231183721333	2.1227061854815764e-7	2.007306026005672e-5	H1	H2	ANKRD36C	protein_coding	2
ENSG00000288920	-4.1231067017146055	7.818438780428216	168.88088859635036	9.060685561444983e-12	3.1649529401978026e-9	H1	H2	RPSA2	protein_coding	19
ENSG00000204571	4.068068398894511	1.8391668519524738	12.635893665962968	0.002876587915509258	0.0757471980951638	H1	H2	KRTAP5-11	protein_coding	11
ENSG00000227124	-4.059513365037373	1.8488264582572562	14.890945694251483	0.0015425520719254278	0.04615790430607626	H1	H2	ZNF717	protein_coding	3
ENSG00000013563	-4.0400764555726765	3.9763054731619762	58.1811407510069	1.2833450603444968e-7	1.2770775612125818e-5	H1	H2	DNASE1L1	protein_coding	X
ENSG00000102287	-4.034655998017486	2.606425578576729	30.473783602182195	1.5051983905948427e-5	8.419273089353375e-4	H1	H2	GABRE	protein_coding	X
ENSG00000122566	-3.994892794251927	1.8264820816714622	20.94472817659398	3.6244412285096e-4	0.013604371944554893	H1	H2	HNRNPA2B1	protein_coding	7
ENSG00000165240	-3.991160309295656	3.633963517877851	67.43384698994751	3.79179749080914e-8	4.355731936422096e-6	H1	H2	ATP7A	protein_coding	X
ENSG00000102349	-3.9737579388636752	4.452089615217868	50.72419163445719	4.0250042036872413e-7	3.5148965280770825e-5	H1	H2	KLF8	protein_coding	X
ENSG00000189221	-3.970666879572789	5.861340025640091	30.02549335865294	5.5068661378153844e-5	0.002582343036023236	H1	H2	MAOA	protein_coding	X
ENSG00000131015	-3.9694204824572084	1.8127849859633898	13.709276695064746	0.0021238553966359476	0.059102028464038996	H1	H2	ULBP2	protein_coding	6
ENSG00000179542	3.9298806489132425	4.903818083016276	90.64653359208899	2.9044636292554907e-9	4.3607718840646474e-7	H1	H2	SLITRK4	protein_coding	X
ENSG00000255374	3.9066752326850174	2.7986885448344507	34.47749663061432	6.556414205186863e-6	4.0512485753060775e-4	H1	H2	TAS2R43	protein_coding	12
ENSG00000012211	-3.9019256531043545	2.2158678116378017	20.551824554810622	1.6364543941351566e-4	0.006831598392687157	H1	H2	PRICKLE3	protein_coding	X
ENSG00000266202	-3.895389554747379	2.8016231111352954	36.474258333286095	4.4308346121391664e-6	2.861817555523546e-4	H1	H2		protein_coding	17
ENSG00000126733	-3.8870631254585817	6.071476890861406	23.374379330229313	2.1469045360394598e-4	0.008749147152107475	H1	H2	DACH2	protein_coding	X
ENSG00000204131	-3.8794590006092737	3.7527907112517433	49.615886112793625	4.542600156842147e-7	3.907092677613577e-5	H1	H2	NHSL2	protein_coding	X
ENSG00000005302	-3.871139644904252	4.057288287027592	58.260290877398404	1.2692724351487495e-7	1.2704600584798828e-5	H1	H2	MSL3	protein_coding	X
ENSG00000183208	-3.8381420620395286	2.5646956878898686	24.573557789081782	5.8315411511563594e-5	0.0026976394146808716	H1	H2	GDPGP1	protein_coding	15
ENSG00000232859	-3.8250968373989576	2.7762860608576285	30.36823447127945	1.5399031823225125e-5	8.529767918651173e-4	H1	H2	LYRM9	protein_coding	17
ENSG00000180182	-3.8225359177366975	5.6670326945886735	266.82412735954347	8.601998987501411e-14	6.401383246524963e-11	H1	H2	MED14	protein_coding	X
ENSG00000141994	3.822229667231503	2.5282980585835726	28.466126095313985	2.3418893296100524e-5	0.0012295637351412779	H1	H2	DUS3L	protein_coding	19
ENSG00000101972	-3.7987130993839022	6.570675853060645	89.69159876868034	9.701642118220299e-9	1.2773331268881434e-6	H1	H2	STAG2	protein_coding	X
ENSG00000284505	-3.761810217896061	1.7469698874038284	16.30216138508278	0.0010716352114602035	0.034093138065711605	H1	H2	LYNX1-SLURP2	protein_coding	8
ENSG00000126759	-3.7388060573071287	2.676081816781443	33.71031147902775	7.651022315344783e-6	4.627381552983792e-4	H1	H2	CFP	protein_coding	X
ENSG00000198455	-3.7376167552705803	1.7406295490687782	17.89417249553505	7.254665356497293e-4	0.02473522953024057	H1	H2	ZXDB	protein_coding	X
ENSG00000088881	-3.7287470910331537	3.171065730470299	43.189196361550394	1.3041801066070592e-6	9.887423878475734e-5	H1	H2	EBF4	protein_coding	20
ENSG00000197345	3.7215636459808388	7.423162517014071	197.16426029714742	1.8169211023633509e-12	7.973954253346439e-10	H1	H2	MRPL21	protein_coding	11
ENSG00000104941	-3.712495806887685	2.146942885718035	27.339004667130087	3.026119419099246e-5	0.0015554072065256065	H1	H2	RSPH6A	protein_coding	19
ENSG00000185716	-3.708831647442297	6.041219650806679	262.54410227015546	1.0144288569912964e-13	6.945185726505212e-11	H1	H2	MOSMO	protein_coding	16
ENSG00000102359	-3.7082883050678954	1.7329720195014864	16.324898621699347	0.001065521271372071	0.033961754340417816	H1	H2	SRPX2	protein_coding	X
ENSG00000167244	3.6832115274445947	3.794052940226198	20.08047552383377	2.641483415465469e-4	0.010518914944169037	H1	H2	IGF2	protein_coding	11
ENSG00000284779	3.6832115274445947	3.794052940226198	20.08047552383377	2.641483415465469e-4	0.010518914944169037	H1	H2		protein_coding	11
ENSG00000204538	3.6721889786290784	1.7142855256209217	12.998536465240738	0.002592611001215371	0.06955349513605374	H1	H2	PSORS1C2	protein_coding	6
ENSG00000119408	-3.6687238333260264	1.7181062803864897	12.150669031062337	0.003313784592508627	0.08465483147071293	H1	H2	NEK6	protein_coding	9
ENSG00000128989	-3.668320623246519	5.466845862703858	105.73499779348765	7.188071312534456e-10	1.2950634587930498e-7	H1	H2	ARPP19	protein_coding	15
ENSG00000158623	-3.663067643096503	2.704009502217849	31.89250264548698	1.1130437958880438e-5	6.436100544060729e-4	H1	H2	COPG2	protein_coding	7
ENSG00000147403	-3.659304166752889	3.07863143985341	44.62274415942329	1.0215698690449918e-6	8.094995314154667e-5	H1	H2	RPL10	protein_coding	X
ENSG00000068354	3.6556662517238014	4.2505431042001165	46.2853167412507	7.747332698621714e-7	6.344657725818624e-5	H1	H2	TBC1D25	protein_coding	X
ENSG00000008056	3.64289610798456	4.337635606983083	37.044663651750504	5.1274971548449485e-6	3.262536851387589e-4	H1	H2	SYN1	protein_coding	X
ENSG00000204469	-3.641966918021598	6.656063637072146	111.80801701690865	5.77405888669062e-10	1.1359631253401915e-7	H1	H2	PRRC2A	protein_coding	6
ENSG00000204195	-3.634121314045925	2.0910135156466114	23.385866336969	7.82863435902092e-5	0.003544838774841324	H1	H2	AWAT1	protein_coding	X
ENSG00000101986	-3.6284379720041033	1.7080454832917473	16.806056508206442	9.450002510166644e-4	0.030980616277259544	H1	H2	ABCD1	protein_coding	X
ENSG00000173698	-3.62042622456293	1.7061786787997224	14.335013948156496	0.0017898349346632326	0.05236720468665964	H1	H2	ADGRG2	protein_coding	X
ENSG00000007168	-3.619148976316692	8.022671607824615	129.45148796164824	1.5087869466028013e-10	3.443252983740473e-8	H1	H2	PAFAH1B1	protein_coding	17
ENSG00000177752	-3.6024871743972002	1.7004487433061641	10.033300049898909	0.006365722242825378	0.13879707249452125	H1	H2	YIPF7	protein_coding	4
ENSG00000204954	-3.5986767944571456	1.6963024363872619	11.2363825901334	0.004360557959552666	0.10351638007725857	H1	H2	UQCC6	protein_coding	12
ENSG00000180304	3.59518864691605	2.108223374109344	21.595079414366175	1.2400519031602333e-4	0.00535977989254812	H1	H2	OAZ2	protein_coding	15
ENSG00000158813	-3.595161099348751	2.8782681322950983	18.121277247675412	3.21656748385479e-4	0.0123718582143053	H1	H2	EDA	protein_coding	X
ENSG00000189369	-3.58295662233556	6.157766568810969	158.274071700985	1.5777018665465675e-11	4.737534236458079e-9	H1	H2	GSPT2	protein_coding	X
ENSG00000134243	3.571658140935941	5.913701533208223	164.34846572657668	1.0932043523035649e-11	3.598324171928426e-9	H1	H2	SORT1	protein_coding	1
ENSG00000017483	-3.5686743415112154	2.3961008034580376	12.085631070830148	0.0021398341438356085	0.059360455763193314	H1	H2	SLC38A5	protein_coding	X
ENSG00000214265	3.549081949585318	6.406219339685122	218.98793159334625	6.361103628370029e-13	3.122077943434929e-10	H1	H2		protein_coding	15
ENSG00000115694	3.5402298097790643	7.834967079905848	161.47270201824492	1.2985753741017224e-11	4.04116656420456e-9	H1	H2	STK25	protein_coding	2
ENSG00000286268	3.527451970593365	3.9879644234659666	40.16010958714047	2.2263249529312145e-6	1.5877407455987778e-4	H1	H2		protein_coding	X
ENSG00000139641	-3.525157247797407	1.6784258889918269	11.412129214477472	0.00413298443872505	0.09970911403222957	H1	H2	ESYT1	protein_coding	12
ENSG00000120500	-3.5026493144170554	3.3107247930543653	31.492598527599025	1.2108576344198811e-5	6.909065555360106e-4	H1	H2	ARR3	protein_coding	X
