gene_id	logFC	logCPM	F	PValue	FDR	condition_1	condition_2	gene_name	gene_biotype	chromosome_name
ENSG00000078061	6.308549059893508	2.845388974967887	32.591283451178526	1.7646587213220285e-4	0.012690713728633545	H1	H2	ARAF	protein_coding	X
ENSG00000131171	-6.291295431883593	7.725933977244414	181.5780444358743	9.383626865931207e-9	6.424406297491141e-6	H1	H2	SH3BGRL	protein_coding	X
ENSG00000260836	6.256927002790426	12.185945662421823	187.63714097938296	3.2441928723340587e-9	3.3404928957354607e-6	H1	H2		protein_coding	15
ENSG00000000003	-6.226841679230214	8.184991070793009	151.76273209852187	5.644203461205642e-8	2.1001344878694733e-5	H1	H2	TSPAN6	protein_coding	X
ENSG00000122565	-5.9140417994214785	8.40561752196912	116.16041484853689	4.983095598167262e-7	1.0153650506932245e-4	H1	H2	CBX3	protein_coding	7
ENSG00000242732	-5.841130532629374	5.209746713521393	125.95900760697754	3.75412549790552e-8	1.647579795439766e-5	H1	H2	RTL5	protein_coding	X
ENSG00000063601	5.832077968833099	7.0269710433493024	151.96656632411234	3.165846188725551e-8	1.5481892390350434e-5	H1	H2	MTMR1	protein_coding	X
ENSG00000198918	-5.78443866735599	2.481857123337659	19.29803532153556	0.0012637060971237102	0.06324442560926732	H1	H2	RPL39	protein_coding	X
ENSG00000089289	-5.776877783260712	2.465518935200338	30.47330289341223	2.304872935860115e-4	0.01578008206807269	H1	H2	IGBP1	protein_coding	X
ENSG00000126756	-5.735752769490012	2.436839474798208	30.031095983568616	2.4414513089654797e-4	0.01645192149773746	H1	H2	UXT	protein_coding	X
ENSG00000165169	5.7131961172531325	6.130372339308578	148.29341282285796	1.3893387865997854e-8	8.741599728784227e-6	H1	H2	DYNLT3	protein_coding	X
ENSG00000187325	-5.6972864927084	2.409361475372685	28.682310350831337	2.9220909195591265e-4	0.01887339931289585	H1	H2	TAF9B	protein_coding	X
ENSG00000146856	-5.612709938085446	4.223180980216713	78.73253931422907	6.018266404030437e-7	1.1574005367571344e-4	H1	H2	AGBL3	protein_coding	7
ENSG00000112679	-5.59534045152828	6.587507087278804	145.49253980253846	2.418955673622957e-8	1.2177307444038393e-5	H1	H2	DUSP22	protein_coding	6
ENSG00000053918	-5.579440152875526	3.53594414797971	55.3778760173153	4.312197547626374e-6	6.341653987671412e-4	H1	H2	KCNQ1	protein_coding	11
ENSG00000187595	-5.537487657489324	5.191575245696812	111.28639567809134	7.905799054104274e-8	2.5531255964160142e-5	H1	H2	ZNF385C	protein_coding	17
ENSG00000141994	5.531390261889062	2.3270179063508616	17.836430383220236	0.001657908131048034	0.0786059711108536	H1	H2	DUS3L	protein_coding	19
ENSG00000102003	-5.496890696850309	5.07913994012255	56.711072346224256	8.831309035163103e-6	0.0011365164319236969	H1	H2	SYP	protein_coding	X
ENSG00000177879	5.458239160397471	7.50039207481867	123.8372257081091	1.9334320316132715e-7	5.044800216115593e-5	H1	H2	AP3S1	protein_coding	5
ENSG00000198356	-5.447909307799332	2.258520723240629	22.766859754837892	6.994600275232251e-4	0.03777347623150644	H1	H2	GET3	protein_coding	19
ENSG00000147145	-5.4456910179646085	5.091977009157353	56.82212312836514	8.448830536283242e-6	0.0011038945302215572	H1	H2	LPAR4	protein_coding	X
ENSG00000077713	-5.44082025218883	3.3933205496893013	49.51925587487684	7.871571537187423e-6	0.0010363832186961533	H1	H2	SLC25A43	protein_coding	X
ENSG00000198003	-5.351526811693986	6.775741549125062	112.55458178188002	2.767322477570978e-7	6.315398870147315e-5	H1	H2	ODAD3	protein_coding	19
ENSG00000131828	-5.344014774087902	3.9435538652474174	67.71595136070707	1.4174646260479143e-6	2.42613245394361e-4	H1	H2	PDHA1	protein_coding	X
ENSG00000188483	-5.307261436793603	2.1627218385560623	11.714037936417704	0.006267345445548817	0.21715482872722933	H1	H2	IER5L	protein_coding	9
ENSG00000183837	-5.280500223886744	3.2880322459629885	22.397657101770086	4.3456433900299486e-4	0.026375897965869716	H1	H2	PNMA3	protein_coding	X
ENSG00000068438	-5.25625825893074	3.2396012623548542	43.44280279059798	1.5662699714559795e-5	0.001811370056178415	H1	H2	FTSJ1	protein_coding	X
ENSG00000164535	-5.242445456756805	5.32466465812407	210.06237642128016	1.6019474854912602e-9	2.1091487047437236e-6	H1	H2	DAGLB	protein_coding	7
ENSG00000204272	5.242070197828283	8.43641700610852	133.81243669029632	7.242381754629946e-8	2.5298082880050232e-5	H1	H2	NBDY	protein_coding	X
ENSG00000234444	5.239274741982527	3.2459030576872987	18.757429277137497	0.00102188948662472	0.05252450586507119	H1	H2	ZNF736	protein_coding	7
ENSG00000172748	-5.224948543837067	3.217398777750404	45.97971871211039	1.1649713804891552e-5	0.001404200714679745	H1	H2	ZNF596	protein_coding	8
ENSG00000147099	-5.182602611707289	4.539687495888766	99.88879487445678	1.5028330933454824e-7	4.2870818709502124e-5	H1	H2	HDAC8	protein_coding	X
ENSG00000182492	-5.155294770472616	3.1414951620005684	21.728068657347766	4.4143471828600163e-4	0.02669822133633641	H1	H2	BGN	protein_coding	X
ENSG00000165775	-5.074537294156202	3.68915344675804	65.72632754348143	1.67551413998987e-6	2.839415843570952e-4	H1	H2	FUNDC2	protein_coding	X
ENSG00000147133	-5.0549285420556265	4.976037300435748	148.3521392583273	1.3859710197951356e-8	8.741599728784227e-6	H1	H2	TAF1	protein_coding	X
ENSG00000083750	-5.026444931782343	5.721464587338483	201.46285074237898	2.081373187226107e-9	2.5446273908972893e-6	H1	H2	RRAGB	protein_coding	X
ENSG00000184083	-5.023624482676515	4.89050803106376	101.42521698306226	1.3730712462696566e-7	3.983302957822279e-5	H1	H2	FAM120C	protein_coding	X
ENSG00000166432	-5.002719963208621	6.497104676770632	160.76150138121838	8.457781080350594e-9	6.244242452305857e-6	H1	H2	ZMAT1	protein_coding	X
ENSG00000128989	-4.983687495579503	5.495333405654506	139.0688601278673	2.0575283597191515e-8	1.0671713759076665e-5	H1	H2	ARPP19	protein_coding	15
ENSG00000170100	-4.966011639126958	3.5830822347174	50.25286025511068	7.277840688989762e-6	9.808466238799116e-4	H1	H2	ZNF778	protein_coding	16
ENSG00000174501	-4.9359517693514015	3.5910251080486084	36.050886247207394	4.0369591552650166e-5	0.003838699605639779	H1	H2	ANKRD36C	protein_coding	2
ENSG00000102317	-4.929942042740658	3.6504815914537136	42.45956632791824	1.763110438070241e-5	0.0020253287421483387	H1	H2	RBM3	protein_coding	X
ENSG00000182518	-4.929675476609781	1.9703655729993728	15.49206713870046	0.0026486726001094052	0.1132280481969956	H1	H2	VCF2	protein_coding	X
ENSG00000005022	-4.904888351334309	2.976153631700329	40.138981098300405	2.3518194338544725e-5	0.0025316818509341604	H1	H2	SLC25A5	protein_coding	X
ENSG00000165240	-4.902059630705168	3.599906448546132	46.87608089250208	1.052534348335188e-5	0.001314976489496721	H1	H2	ATP7A	protein_coding	X
ENSG00000102081	-4.9014820795924	7.355153583980541	117.3499489398724	1.945295713155113e-7	5.044800216115593e-5	H1	H2	FMR1	protein_coding	X
ENSG00000198883	-4.895453299636493	1.9782316104716509	9.889932550710153	0.010090343842223421	0.2972570141196146	H1	H2	PNMA5	protein_coding	X
ENSG00000225805	4.887628925476325	1.9529265986697626	15.516020448875139	0.0026354249064055885	0.1132280481969956	H1	H2	DEFB131B	protein_coding	11
ENSG00000102125	-4.871188640216056	3.9344526463804312	51.231123143126354	6.564535910849591e-6	9.134845256105821e-4	H1	H2	TAFAZZIN	protein_coding	X
ENSG00000212747	4.866533422600267	5.625393041414582	235.9033415911773	7.721633196715923e-10	1.3216347379498974e-6	H1	H2	RTL8B	protein_coding	X
ENSG00000013375	4.866196844746952	6.176294295525768	266.08322499842666	3.6049415873784867e-10	8.814597172795741e-7	H1	H2	PGM3	protein_coding	6
ENSG00000198088	-4.851590816456276	5.524808831910406	47.90202704398557	3.394465450277238e-5	0.0033108751299407973	H1	H2	NUP62CL	protein_coding	X
ENSG00000102401	4.840262902726197	2.917992951487398	30.51898293483662	9.071400874157106e-5	0.00712229804413179	H1	H2	ARMCX3	protein_coding	X
ENSG00000007520	-4.832477698541615	1.9417254620533704	10.628656112400558	0.008274142799694004	0.2593777072519461	H1	H2	TSR3	protein_coding	16
ENSG00000102265	4.812189884542869	1.9130214014039153	16.330015270749307	0.002229004292475611	0.1001355314173558	H1	H2	TIMP1	protein_coding	X
ENSG00000186376	4.7764310780101855	5.332415774855855	91.04877686367281	2.5915323198399787e-7	6.076255778956311e-5	H1	H2	ZNF75D	protein_coding	X
ENSG00000170315	-4.7741169248795225	1.8873758957586437	10.517224392568345	0.008521227530763245	0.2646036689071953	H1	H2	UBB	protein_coding	17
ENSG00000165288	-4.744911649175582	4.804296651442829	102.35848394156913	1.300556288017771e-7	3.837986452708995e-5	H1	H2	BRWD3	protein_coding	X
ENSG00000131015	-4.742925198271366	1.8944765979008764	13.197398757353847	0.004389715626499703	0.16960355002972666	H1	H2	ULBP2	protein_coding	6
ENSG00000086758	-4.733651438045302	6.663155541051347	118.76194318840001	8.787127997466112e-8	2.694557080819167e-5	H1	H2	HUWE1	protein_coding	X
ENSG00000182195	-4.726721670463532	7.0881637585685215	83.45463871509942	2.6529363622394507e-6	4.204412849638004e-4	H1	H2	LDOC1	protein_coding	X
ENSG00000198960	4.712012529183667	1.8820930074077487	14.586692905096747	0.0032134654181390533	0.13317596633624224	H1	H2	ARMCX6	protein_coding	X
ENSG00000126767	-4.703072208652333	1.8826610100980814	14.138924789053625	0.003545826929174526	0.14484576066766394	H1	H2	ELK1	protein_coding	X
ENSG00000102287	-4.691766442479103	2.8014879832005772	29.23978149023217	1.1105266336377445e-4	0.008523665408674276	H1	H2	GABRE	protein_coding	X
ENSG00000102007	-4.68930475958993	1.8785255230208533	9.195794028111317	0.01225187857468471	0.3409627396491977	H1	H2	PLP2	protein_coding	X
ENSG00000184867	-4.686004918955179	2.816361521310358	30.29479769860621	9.394578368415199e-5	0.007308981970627025	H1	H2	ARMCX2	protein_coding	X
ENSG00000170473	-4.680270996888096	2.853788687122336	31.309797706601536	8.029390752362142e-5	0.006452162071240865	H1	H2	PYM1	protein_coding	12
ENSG00000197779	-4.672178960892885	4.337731018401058	56.180486346773	3.9872587530181855e-6	6.039462019173386e-4	H1	H2	ZNF81	protein_coding	X
ENSG00000110700	4.640956104862802	10.980288225217484	162.93996082028568	7.783856438837408e-9	6.055840309415504e-6	H1	H2	RPS13	protein_coding	11
ENSG00000177432	4.63964823107977	5.641110229348135	84.93240280200277	4.2270816113820894e-7	8.932188748199486e-5	H1	H2	NAP1L5	protein_coding	4
ENSG00000130175	-4.635284261845632	7.0695991913351195	159.8614279951297	8.755656628613028e-9	6.244242452305857e-6	H1	H2	PRKCSH	protein_coding	19
ENSG00000183208	-4.616411918917304	2.829893811475629	27.715972210216272	1.4250758709746615e-4	0.01060504287287057	H1	H2	GDPGP1	protein_coding	15
ENSG00000153896	-4.596167207163544	5.04666965679882	119.10355589889507	5.261660362399447e-8	2.0808968306365633e-5	H1	H2	ZNF599	protein_coding	19
ENSG00000012211	-4.5792890389272936	1.828679767652825	7.0450996618969635	0.02393405352371565	0.53022754201741	H1	H2	PRICKLE3	protein_coding	X
ENSG00000121931	4.543717208883751	5.8801305804574975	31.728789802540476	3.602544708984449e-4	0.0225040712551014	H1	H2	LRIF1	protein_coding	1
ENSG00000013563	-4.531171091915608	3.9854043988635524	52.779863520600294	5.59343672732624e-6	7.978105252076327e-4	H1	H2	DNASE1L1	protein_coding	X
ENSG00000180304	4.490720449691761	1.7653998872103915	11.605094366154367	0.006440076253168864	0.22001665698450754	H1	H2	OAZ2	protein_coding	15
ENSG00000183955	4.4487345986268725	6.19435675884709	178.71146811643268	4.393017695914568e-9	4.177271715737431e-6	H1	H2	KMT5A	protein_coding	12
ENSG00000284987	4.434646416955606	2.678495005981376	23.964748287260793	2.750648269021076e-4	0.017969502203268983	H1	H2		protein_coding	X
ENSG00000186787	-4.426526577313275	3.97725456952683	50.013010559217044	7.466097246245654e-6	9.98357191146411e-4	H1	H2	SPIN2B	protein_coding	X
ENSG00000185973	-4.426178605744392	1.7504533215663904	12.79502580445728	0.004822846532776699	0.1819452002695041	H1	H2	TMLHE	protein_coding	X
ENSG00000164825	-4.415622205515363	1.7654932908830503	9.518487451512337	0.0111839922472054	0.32118324044155644	H1	H2	DEFB1	protein_coding	8
ENSG00000152234	4.400283792972365	9.703025871262838	271.13222421514024	3.1994840529664666e-10	8.814597172795741e-7	H1	H2	ATP5F1A	protein_coding	18
ENSG00000010404	4.40007056995561	4.935980005106641	49.51172981506664	1.090484142459773e-5	0.0013497512820254205	H1	H2	IDS	protein_coding	X
ENSG00000255302	4.399574372961559	1.73919266999789	11.089543422794279	0.007339462150785969	0.23973708811613104	H1	H2	EID1	protein_coding	15
ENSG00000022556	4.394811154423088	6.074631819797552	255.77621918352975	4.6308634326046337e-10	9.907732314057613e-7	H1	H2	NLRP2	protein_coding	19
ENSG00000007516	-4.388101595858585	2.6274085904085416	25.38000985510657	2.129581654372619e-4	0.014817040486277131	H1	H2	BAIAP3	protein_coding	16
ENSG00000130598	4.387753218285644	1.7178529328307608	10.433653030182064	0.008712377540058644	0.26866122661658964	H1	H2	TNNI2	protein_coding	11
ENSG00000124614	-4.369165292399722	9.386353385865638	56.5275365530243	2.558122342909533e-5	0.002702766791434541	H1	H2	RPS10	protein_coding	6
ENSG00000147394	-4.346046985086604	2.633025171908272	13.868705755385255	0.002464693857888155	0.10789181603993264	H1	H2	ZNF185	protein_coding	X
ENSG00000049769	4.330356096579573	1.703022741814278	10.90366483019617	0.007700301592249487	0.24774128205440266	H1	H2	PPP1R3F	protein_coding	X
ENSG00000180483	-4.311704216754465	2.6392832577790033	10.328647500823527	0.007121012094192495	0.2359805296597064	H1	H2	DEFB119	protein_coding	20
ENSG00000102359	-4.303073152224898	1.7168892101027626	10.758887114356815	0.007996209129809676	0.25392043685681337	H1	H2	SRPX2	protein_coding	X
ENSG00000147403	-4.29864559609378	3.089374694959622	33.82856194869415	5.5228494648266134e-5	0.0048844575883880866	H1	H2	RPL10	protein_coding	X
ENSG00000122566	-4.288276516703746	1.71384719340845	9.32561481368799	0.011808093936752372	0.3324133812852855	H1	H2	HNRNPA2B1	protein_coding	7
ENSG00000167634	4.271248061471189	4.511813677384451	64.7437821966208	1.8226612590575823e-6	3.03599737819512e-4	H1	H2	NLRP7	protein_coding	19
ENSG00000163781	4.269045327874851	1.6665627938670216	8.116931933178462	0.016838489013699033	0.42125231009766717	H1	H2	TOPBP1	protein_coding	3
ENSG00000014216	-4.2389159350499535	1.6819610930910234	11.151319009493783	0.007224065518075469	0.23732649790284016	H1	H2	CAPN1	protein_coding	11
ENSG00000101972	-4.191459868016948	6.945684743673353	123.94853323785343	4.137502480752798e-8	1.727255913672314e-5	H1	H2	STAG2	protein_coding	X
ENSG00000002549	-4.18513830316866	3.040166553793231	32.97378683425204	6.255870541111069e-5	0.0053007663456265865	H1	H2	LAP3	protein_coding	4
ENSG00000101986	-4.173012513431069	1.665776883804797	11.170982787780728	0.007187792269440551	0.23704480247349607	H1	H2	ABCD1	protein_coding	X
ENSG00000101997	4.169004681541794	4.44537836644054	69.8764706207005	1.187571371528343e-6	2.117340791154075e-4	H1	H2	CCDC22	protein_coding	X
ENSG00000089820	4.167570811655388	3.0439373324725483	22.400248192157513	3.6946504434547616e-4	0.022995504360062438	H1	H2	ARHGAP4	protein_coding	X
ENSG00000189221	-4.162054164845756	6.4150324092061455	19.670354612936574	0.002643301547588842	0.1132280481969956	H1	H2	MAOA	protein_coding	X
ENSG00000125633	4.160306430254304	1.6401062214264128	7.4538289739296975	0.0206991671356442	0.4816361404205213	H1	H2	CCDC93	protein_coding	2
ENSG00000102385	-4.144508068651974	3.3156447823400135	27.164477031708728	1.5634098509559707e-4	0.01148468798667914	H1	H2	DRP2	protein_coding	X
ENSG00000158423	-4.140813144548796	3.333081963231549	25.746988547692748	1.9960443232277234e-4	0.01423512276515238	H1	H2	RIBC1	protein_coding	X
ENSG00000160685	-4.114844123301335	1.632086182092256	9.731089306137754	0.01054149703912694	0.30658870242766023	H1	H2	ZBTB7B	protein_coding	1
ENSG00000147059	-4.08425066240702	1.6248084253794655	8.012079235457547	0.01738696624509024	0.4288116920042717	H1	H2	SPIN2A	protein_coding	X
ENSG00000275713	-4.0757471731363495	1.622921769589472	10.802178547034293	0.007906315127530598	0.2529429714445116	H1	H2	H2BC9	protein_coding	6
ENSG00000135740	-4.072623082017135	2.94664205232946	25.21520649747247	2.192882029746997e-4	0.015195695879007936	H1	H2	SLC9A5	protein_coding	16
ENSG00000175567	-4.063980377223466	7.056634384948347	20.706032125335202	0.002395565628838312	0.10540488766888573	H1	H2	UCP2	protein_coding	11
ENSG00000126759	-4.044881508941389	2.3985423446876726	19.900747144016034	6.097038725842744e-4	0.033992480401148016	H1	H2	CFP	protein_coding	X
ENSG00000288920	-4.041950910750024	7.887703941725346	139.10224510097171	2.054518592316517e-8	1.0671713759076665e-5	H1	H2	RPSA2	protein_coding	19
ENSG00000284505	-4.013349617148915	1.6077086308006296	10.3643033121302	0.008874927797977364	0.27068540871025853	H1	H2	LYNX1-SLURP2	protein_coding	8
ENSG00000173698	-4.004888971635062	1.6058316327123716	8.251407599765473	0.01616532935142743	0.41289403431680993	H1	H2	ADGRG2	protein_coding	X
ENSG00000102309	4.004680421710976	3.5283328061190224	39.12047605876197	2.6797415876161238e-5	0.0027582281247817914	H1	H2	PIN4	protein_coding	X
ENSG00000198354	-4.003664866985862	2.4044313141453615	12.282322441246453	0.0037663344081037328	0.15132530452841195	H1	H2	DCAF12L2	protein_coding	X
ENSG00000179165	-3.9983781189385414	1.6035147297331276	7.484567150786773	0.020497940578734403	0.47929337560876784	H1	H2	PXT1	protein_coding	6
ENSG00000188010	-3.9983781189385414	1.6035147297331276	7.484567150786773	0.020497940578734403	0.47929337560876784	H1	H2	MORN2	protein_coding	2
ENSG00000158623	-3.985528292395793	2.422754456197754	16.249749815664885	0.0013690373673391127	0.06781909906527685	H1	H2	COPG2	protein_coding	7
ENSG00000185974	-3.9812163206979267	1.5816501920749078	6.612020874048158	0.02727023548409299	0.5748243233321868	H1	H2	GRK1	protein_coding	13
ENSG00000188917	-3.9672300162588887	4.595912794637193	63.619951773059455	2.009546933445014e-6	3.307250510850467e-4	H1	H2	TRMT2B	protein_coding	X
ENSG00000184194	-3.9666610210065993	3.4936060276833807	31.27343702253843	8.074165831367219e-5	0.006457823475218753	H1	H2	GPR173	protein_coding	X
ENSG00000187808	-3.959086387329077	1.5769042606231531	6.860594023250915	0.025095584260457392	0.5444056022838893	H1	H2	SOWAHD	protein_coding	X
ENSG00000173699	-3.95791511283573	1.5936998890160337	5.872807378436326	0.03523651391433531	0.6548405778043032	H1	H2	SPATA3	protein_coding	2
ENSG00000007168	-3.948845724448808	7.723760886785547	61.700714066192546	1.2681865853807126e-5	0.001515438106353597	H1	H2	PAFAH1B1	protein_coding	17
ENSG00000102362	-3.932596677092986	1.5699562690022348	7.270163869161323	0.021952646612801476	0.5023282077870456	H1	H2	SYTL4	protein_coding	X
ENSG00000167700	-3.9087883337402127	1.5657119526875802	8.529397735217241	0.014873941446765706	0.39085498516384387	H1	H2	MFSD3	protein_coding	8
ENSG00000232859	-3.905169240158564	2.3142831666621	14.762395187308764	0.0019640927201731054	0.09110409484683706	H1	H2	LYRM9	protein_coding	17
ENSG00000167617	3.899907256219556	1.560213116512195	7.845635090692643	0.018302681998391447	0.4437233783066119	H1	H2	CDC42EP5	protein_coding	19
ENSG00000273802	-3.891067436049278	1.560676547014064	9.447292485894373	0.011409626830003648	0.3260219913561644	H1	H2	H2BC8	protein_coding	6
ENSG00000197345	3.890601047567238	7.662398324155727	166.83312886993235	6.727456431685486e-9	5.483197346891847e-6	H1	H2	MRPL21	protein_coding	11
ENSG00000075886	3.887049923190081	1.5567464398107032	10.042083895545082	0.009679832231962868	0.28914486646121546	H1	H2	TUBA3D	protein_coding	2
ENSG00000183479	-3.883717539060903	1.5595144818480042	9.573037847607258	0.011014740116863047	0.31738769670072037	H1	H2	TREX2	protein_coding	X
ENSG00000283877	-3.882147882414853	1.5587739525601856	7.157983163634684	0.022763557847858145	0.5116154623127824	H1	H2		protein_coding	3
ENSG00000169297	-3.87482853473242	1.5576137502323955	7.621687286265962	0.019628614311570085	0.4646796162611806	H1	H2	NR0B1	protein_coding	X
ENSG00000164169	-3.8747743345606143	1.5563781690567742	6.95848221326094	0.024297300308727236	0.5352285612408949	H1	H2	PRMT9	protein_coding	4
ENSG00000179542	3.870665465967869	4.919741831109916	62.872500561423685	2.146064285006161e-6	3.4606501850952665e-4	H1	H2	SLITRK4	protein_coding	X
ENSG00000129680	-3.8603104955310545	1.5552985542649291	3.9407545036919003	0.07856920419890016	0.9605646421916966	H1	H2	MAP7D3	protein_coding	X
ENSG00000166510	-3.8569285273396727	1.5525770790373303	5.647249490470236	0.03821439733689837	0.687778785297952	H1	H2	CCDC68	protein_coding	18
ENSG00000266202	-3.856313147212594	2.2649777106407614	14.90944023695481	0.0018935106638126424	0.08830879706217218	H1	H2		protein_coding	17
ENSG00000167080	-3.8493276737696167	1.5671888685371225	4.364901709412429	0.06476219452276938	0.8845954120561286	H1	H2	B4GALNT2	protein_coding	17
ENSG00000108231	-3.8332858146104485	1.5471278709388168	9.003289983222208	0.012947571721168607	0.35514525253128504	H1	H2	LGI1	protein_coding	10
ENSG00000125304	3.8271715918622564	8.470844680955045	221.54139603535398	1.1469431142338375e-9	1.6359231952688636e-6	H1	H2	TM9SF2	protein_coding	13
ENSG00000090470	-3.805944847394027	1.5240840980846646	6.163459593992382	0.03180466352689162	0.6207167855487765	H1	H2	PDCD7	protein_coding	15
ENSG00000131732	-3.7957812829952484	2.217002848772061	12.464509941991706	0.0035820756073558324	0.14570862391485517	H1	H2	ZCCHC9	protein_coding	5
ENSG00000218305	-3.775435268833011	1.53361245225927	6.759413144465825	0.025954406894768817	0.5566862511414324	H1	H2	CDC14C	protein_coding	7
ENSG00000255374	3.7709711915681883	2.2756758203788814	13.04889674733692	0.0030577267754771575	0.1276489060708952	H1	H2	TAS2R43	protein_coding	12
ENSG00000048162	-3.7609524870932853	1.5133311773501659	6.5700462389613	0.027659680324661855	0.580887225075966	H1	H2	NOP16	protein_coding	5
ENSG00000088881	-3.760153184928515	2.728171999691752	20.213880490709204	5.713887186824766e-4	0.03227686240583918	H1	H2	EBF4	protein_coding	20
ENSG00000130829	-3.7534065993724335	1.5121768283406587	8.305820698802979	0.01590221405667482	0.40808110848345586	H1	H2	DUSP9	protein_coding	X
ENSG00000115652	-3.7459060413855956	1.5110242332347557	5.016913150023542	0.04832541207654697	0.7807821923448076	H1	H2	UXS1	protein_coding	2
ENSG00000034152	-3.7457781663574097	4.839982985506143	56.28166023325065	3.9483340832608896e-6	6.03390055081191e-4	H1	H2	MAP2K3	protein_coding	17
