gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000007516	ENSG00000007516	-5.91484569524577	4.531319985805779	64.02096614312171	1.2501526480852051e-15	1.9630837362042543e-13	BAIAP3	protein_coding	H1_FT	H2_FT	12.707061174981845	TRUE	NA
ENSG00000129682	ENSG00000129682	-5.911571066974538	2.9146805303647634	14.458634070449213	1.4339577623267085e-4	0.0057479206229470595	FGF13	protein_coding	H1_FT	H2_FT	2.2404892379724175	TRUE	NA
ENSG00000072501	ENSG00000072501	-5.881765393669717	7.2942439665213215	243.49785312282194	8.445276761683087e-55	8.030519836275985e-52	SMC1A	protein_coding	H1_FT	H2_FT	51.095256340808625	TRUE	NA
ENSG00000187595	ENSG00000187595	-5.826484364040336	5.700281455242472	103.75801413654659	2.379339496515297e-24	6.902504207178953e-22	ZNF385C	protein_coding	H1_FT	H2_FT	21.160993319979674	TRUE	NA
ENSG00000170100	ENSG00000170100	-5.80295428651809	3.3933041678629814	14.911929841203339	1.1275186852459216e-4	0.00465026742570342	ZNF778	protein_coding	H1_FT	H2_FT	2.3325220711599943	TRUE	NA
ENSG00000198354	ENSG00000198354	-5.799881693447918	2.555685437668513	12.504011802796658	4.063471718083488e-4	0.014748605841039377	DCAF12L2	protein_coding	H1_FT	H2_FT	1.8312490308152993	TRUE	NA
ENSG00000186787	ENSG00000186787	-5.783630539373351	4.614817090405391	59.85235566264444	1.0363732212692431e-14	1.5291865564865832e-12	SPIN2B	protein_coding	H1_FT	H2_FT	11.815539528642388	TRUE	NA
ENSG00000131828	ENSG00000131828	-5.783621805102277	4.663764323594167	60.19155000141858	8.7244361011149e-15	1.2984995504928925e-12	PDHA1	protein_coding	H1_FT	H2_FT	11.88655819637622	TRUE	NA
ENSG00000102401	ENSG00000102401	5.74176486855979	3.783997445923947	15.49406055731134	8.284665717152824e-5	0.0035450084603696934	ARMCX3	protein_coding	H1_FT	H2_FT	2.450382724010537	TRUE	NA
ENSG00000172748	ENSG00000172748	-5.71760775190873	3.1524021348937663	13.513134343892409	2.3708038535117892e-4	0.009118804214990514	ZNF596	protein_coding	H1_FT	H2_FT	2.0400621086979114	TRUE	NA
ENSG00000165349	ENSG00000165349	-5.6961860074616855	4.4148918881118835	55.37388731136794	1.0101831465409232e-13	1.3198698271904155e-11	SLC7A3	protein_coding	H1_FT	H2_FT	10.879468899188558	TRUE	NA
ENSG00000178947	ENSG00000178947	-5.676624507940353	4.5944693630807025	55.99902065177069	7.337146668926905e-14	9.811140811355696e-12	SMIM10L2A	protein_coding	H1_FT	H2_FT	11.008280491165321	TRUE	NA
ENSG00000125351	ENSG00000125351	-5.662472356278721	5.231245283399417	90.33363412104049	2.0741914246518463e-21	4.863268551279589e-19	UPF3B	protein_coding	H1_FT	H2_FT	18.313071747886358	TRUE	NA
ENSG00000147099	ENSG00000147099	-5.660590916564958	4.402542084186012	54.06442751499598	1.9617987535052693e-13	2.4872701825923103e-11	HDAC8	protein_coding	H1_FT	H2_FT	10.604277036428623	TRUE	NA
ENSG00000010404	ENSG00000010404	5.640847673757451	4.911488593115691	56.58407429700302	5.450139451045157e-14	7.403538638419755e-12	IDS	protein_coding	H1_FT	H2_FT	11.130560652727263	TRUE	NA
ENSG00000126767	ENSG00000126767	-5.624518564289483	2.924703518397114	12.161297020813876	4.88269527524329e-4	0.017231383985786424	ELK1	protein_coding	H1_FT	H2_FT	1.7636798396006281	TRUE	NA
ENSG00000005022	ENSG00000005022	-5.620282959959108	2.876582438260828	12.03241276366991	5.23154838463005e-4	0.018386690380149475	SLC25A5	protein_coding	H1_FT	H2_FT	1.7354964371019224	TRUE	NA
ENSG00000131732	ENSG00000131732	-5.617200062263306	2.5116059310766277	11.10220545888526	8.62707474881079e-4	0.02867204104866903	ZCCHC9	protein_coding	H1_FT	H2_FT	1.5425413902546565	TRUE	NA
ENSG00000053918	ENSG00000053918	-5.597526679576776	4.497765698142368	52.671646493337825	3.9840568687022106e-13	4.870794097479074e-11	KCNQ1	protein_coding	H1_FT	H2_FT	10.312400228921083	TRUE	NA
ENSG00000022556	ENSG00000022556	5.588811062231119	5.929321915872528	118.2290034702676	1.6270177059975656e-27	5.569607011170867e-25	NLRP2	protein_coding	H1_FT	H2_FT	24.254175447357888	TRUE	NA
ENSG00000056277	ENSG00000056277	5.5303842422749465	6.36813617900472	159.45682828044025	1.6333895301939237e-36	7.765859777444222e-34	ZNF280C	protein_coding	H1_FT	H2_FT	33.109810455462906	TRUE	NA
ENSG00000179023	ENSG00000179023	-5.525171945751537	2.3247145098738824	9.745685590859145	0.0017985095119325534	0.05516718424056915	KLHDC7A	protein_coding	H1_FT	H2_FT	1.258319182074353	FALSE	NA
ENSG00000131171	ENSG00000131171	-5.509122278000592	7.632105498428309	267.7931662751767	4.5724862165799726e-60	5.590191005927344e-57	SH3BGRL	protein_coding	H1_FT	H2_FT	56.25257335286437	TRUE	NA
ENSG00000168300	ENSG00000168300	-5.492749830901336	7.79699262578653	259.18418672434194	3.3069499007485564e-58	3.773450300080819e-55	PCMTD1	protein_coding	H1_FT	H2_FT	54.42326136570512	TRUE	NA
ENSG00000147274	ENSG00000147274	5.483655874991055	9.2091251963096	336.0579249345066	6.965857345215115e-75	1.987126905345032e-71	RBMX	protein_coding	H1_FT	H2_FT	70.70177439633703	TRUE	NA
ENSG00000004961	ENSG00000004961	-5.46467570790267	4.5826461799734926	49.07100578637125	2.491299588131445e-12	2.881154307463365e-10	HCCS	protein_coding	H1_FT	H2_FT	9.54043348136372	TRUE	NA
ENSG00000129675	ENSG00000129675	-5.388497120831598	2.32648395811762	9.006409239117312	0.002691313580271273	0.07716000542700689	ARHGEF6	protein_coding	H1_FT	H2_FT	1.1126077504822867	FALSE	NA
ENSG00000198356	ENSG00000198356	-5.387169263113728	2.556731796581016	9.740442543274638	0.0018033242703911977	0.0552159180894736	GET3	protein_coding	H1_FT	H2_FT	1.2579357023099778	FALSE	NA
ENSG00000205629	ENSG00000205629	-5.375499928982673	2.9622782868786217	10.503601276229611	0.001191990169682322	0.03792212591874094	LCMT1	protein_coding	H1_FT	H2_FT	1.4211073240528997	TRUE	NA
ENSG00000130775	ENSG00000130775	-5.370982694435641	3.1391881105225368	10.847482991570162	9.898028607796452e-4	0.03214699386167819	THEMIS2	protein_coding	H1_FT	H2_FT	1.4928596327032282	TRUE	NA
ENSG00000285547	ENSG00000285547	-5.370880536561506	2.824172446322642	10.23470006866652	0.0013788577529237022	0.04346322154519721		protein_coding	H1_FT	H2_FT	1.361878086403676	TRUE	NA
ENSG00000105875	ENSG00000105875	-5.362580556084945	3.1138359056106863	10.753993950488747	0.0010410642642497514	0.03368403770680292	WDR91	protein_coding	H1_FT	H2_FT	1.4725758551569315	TRUE	NA
ENSG00000234616	ENSG00000234616	5.27567210534789	5.247689889976116	92.35889179029746	7.463586560907865e-22	1.7992499658661832e-19	JRK	protein_coding	H1_FT	H2_FT	18.74490849687953	TRUE	NA
ENSG00000141994	ENSG00000141994	5.270236349601606	2.7248034087840494	9.529409724047298	0.0020228588991385746	0.06117182494285485	DUS3L	protein_coding	H1_FT	H2_FT	1.2134485629746636	FALSE	NA
ENSG00000102038	ENSG00000102038	-5.255125607240843	4.276354683392384	41.21402094625482	1.3732976826406273e-10	1.2569712906993037e-8	SMARCA1	protein_coding	H1_FT	H2_FT	7.900674641513135	TRUE	NA
ENSG00000101811	ENSG00000101811	-5.251966096007674	4.426167819642595	42.01637756284643	9.112494966413187e-11	8.5229215215917e-9	CSTF2	protein_coding	H1_FT	H2_FT	8.069411510489303	TRUE	NA
ENSG00000177485	ENSG00000177485	-5.232217921324461	5.298323589805591	70.57071865503254	4.5243459781380114e-17	7.983371728021671e-15	ZBTB33	protein_coding	H1_FT	H2_FT	14.097813648297533	TRUE	NA
ENSG00000184867	ENSG00000184867	-5.22455124907508	2.855064642528883	9.398368093127111	0.002172632157203692	0.06478531707787177	ARMCX2	protein_coding	H1_FT	H2_FT	1.1885234113302068	FALSE	NA
ENSG00000153487	ENSG00000153487	-5.216317169780712	2.4641774212081202	8.61159728508186	0.0033414010867868567	0.09254275242952077	ING1	protein_coding	H1_FT	H2_FT	1.0336575877497147	FALSE	NA
ENSG00000247746	ENSG00000247746	-5.14250413693387	4.978608197787241	83.28387027024054	7.294301733434562e-20	1.6006316470444355e-17	USP51	protein_coding	H1_FT	H2_FT	16.795708600661545	TRUE	NA
ENSG00000181638	ENSG00000181638	5.1360093084916425	4.694916179158727	62.021795498848924	3.4463368983202766e-15	5.314189401049536e-13	ZFP41	protein_coding	H1_FT	H2_FT	12.27456297112167	TRUE	NA
ENSG00000175197	ENSG00000175197	5.13449991913995	2.9390419602374536	9.056466603770108	0.002618625844082213	0.07545521876651709	DDIT3	protein_coding	H1_FT	H2_FT	1.1223107174109928	FALSE	NA
ENSG00000285133	ENSG00000285133	5.13449991913995	2.9390419602374536	9.056466603770108	0.002618625844082213	0.07545521876651709		protein_coding	H1_FT	H2_FT	1.1223107174109928	FALSE	NA
ENSG00000068354	ENSG00000068354	5.1204957732181695	4.700504262604036	39.590505089992085	3.1508953567843714e-10	2.779934274573263e-8	TBC1D25	protein_coding	H1_FT	H2_FT	7.555965471897601	TRUE	NA
ENSG00000188021	ENSG00000188021	5.114109277153114	2.708908783649873	8.61442907169823	0.003336210818995568	0.09254275242952077	UBQLN2	protein_coding	H1_FT	H2_FT	1.0336575877497147	FALSE	NA
ENSG00000184227	ENSG00000184227	5.112882172257391	2.3174859482500847	7.688223462675112	0.005559733860893139	0.1393270933573162	ACOT1	protein_coding	H1_FT	H2_FT	0.8559644230487133	FALSE	NA
ENSG00000179542	ENSG00000179542	5.102833272900257	4.882110390168172	80.0063173486957	3.8225564313703924e-19	7.882756130040439e-17	SLITRK4	protein_coding	H1_FT	H2_FT	16.103321909060103	TRUE	NA
ENSG00000106299	ENSG00000106299	-5.099051587235442	2.7823495640113043	8.542267739254935	0.003471065486620936	0.09566949576329138	WASL	protein_coding	H1_FT	H2_FT	1.0192265150286737	FALSE	NA
ENSG00000102007	ENSG00000102007	-5.088673968455311	2.712029350498071	8.385311228403378	0.003783850563891264	0.10280061309771885	PLP2	protein_coding	H1_FT	H2_FT	0.988004295222434	FALSE	NA
ENSG00000170473	ENSG00000170473	-5.088601915480249	2.62949951033515	8.216348936944904	0.004152729577001306	0.11140771072093159	PYM1	protein_coding	H1_FT	H2_FT	0.9530847498475329	FALSE	NA
ENSG00000204195	ENSG00000204195	-5.082552101013134	2.459072286543591	7.893934958176923	0.004961489785122988	0.12808576042558834	AWAT1	protein_coding	H1_FT	H2_FT	0.8924991490401122	FALSE	NA
ENSG00000102287	ENSG00000102287	-5.08209082769357	2.316356607678841	7.458183008725547	0.006316487807361652	0.15227183846591835	GABRE	protein_coding	H1_FT	H2_FT	0.8173804087436957	FALSE	NA
ENSG00000124429	ENSG00000124429	-5.081885317759166	2.265111726857515	7.276821799213218	0.006986711852985941	0.16526361256231276	POF1B	protein_coding	H1_FT	H2_FT	0.781822758061905	FALSE	NA
ENSG00000198146	ENSG00000198146	-5.076390240202393	2.422044814225866	7.77287667025236	0.005305114304825787	0.13513269053882757	ZNF770	protein_coding	H1_FT	H2_FT	0.8692395761947209	FALSE	NA
ENSG00000034152	ENSG00000034152	-5.06961545362562	5.237975633411244	82.09684656520137	1.32884385114277e-19	2.8430614195199563e-17	MAP2K3	protein_coding	H1_FT	H2_FT	16.546213758012524	TRUE	NA
ENSG00000102081	ENSG00000102081	-5.028568672896084	7.854089198649571	254.28817132538936	3.8256569113908093e-57	4.0924964809603185e-54	FMR1	protein_coding	H1_FT	H2_FT	53.38801168535528	TRUE	NA
ENSG00000197779	ENSG00000197779	-4.997129873889899	4.462979505679455	35.65866831994608	2.3625397614777306e-9	1.916456424523831e-7	ZNF81	protein_coding	H1_FT	H2_FT	6.717501051079076	TRUE	NA
ENSG00000140992	ENSG00000140992	4.977644721549469	4.1524911539352	33.57660913707244	6.8810874016370585e-9	5.305256394883779e-7	PDPK1	protein_coding	H1_FT	H2_FT	6.275293622470942	TRUE	NA
ENSG00000005302	ENSG00000005302	-4.968189490834196	4.110587903375401	33.20338462263868	8.33606115804035e-9	6.313275344292859e-7	MSL3	protein_coding	H1_FT	H2_FT	6.199745269139411	TRUE	NA
ENSG00000078061	ENSG00000078061	4.959561001931624	3.8694197130067898	9.293393620428516	0.0023006943405574306	0.06789428333272583	ARAF	protein_coding	H1_FT	H2_FT	1.1681667915747402	FALSE	NA
ENSG00000180304	ENSG00000180304	4.957589616801318	2.423081753391393	7.275826160970593	0.006990585153956207	0.16526361256231276	OAZ2	protein_coding	H1_FT	H2_FT	0.781822758061905	FALSE	NA
ENSG00000169594	ENSG00000169594	-4.953346947399915	2.318017218002708	6.849354124430542	0.008869375563562003	0.19806266788905388	BNC1	protein_coding	H1_FT	H2_FT	0.703197375333046	FALSE	NA
ENSG00000213397	ENSG00000213397	-4.94073146531783	2.1619246255816336	6.35584425976843	0.011701777318595272	0.23986541387434332	HAUS7	protein_coding	H1_FT	H2_FT	0.6200323683155227	FALSE	NA
ENSG00000125355	ENSG00000125355	-4.932947322210467	2.4636882065584964	7.176380364671015	0.007388723500348489	0.17159483233645148	TMEM255A	protein_coding	H1_FT	H2_FT	0.7654957952842658	FALSE	NA
ENSG00000104941	ENSG00000104941	-4.926898916258217	2.2690877712874133	6.6108625923330875	0.010137946792345413	0.21609103025875978	RSPH6A	protein_coding	H1_FT	H2_FT	0.6653632599097856	FALSE	NA
ENSG00000008197	ENSG00000008197	-4.925701087872811	5.55140537293782	10.272760602393019	0.0013507053563313286	0.04265437800547421	TFAP2D	protein_coding	H1_FT	H2_FT	1.3700363866291712	TRUE	NA
ENSG00000012211	ENSG00000012211	-4.92081618328052	2.632457841904784	7.393112954721784	0.0065490572951149625	0.156575786330768	PRICKLE3	protein_coding	H1_FT	H2_FT	0.805275398574405	FALSE	NA
ENSG00000099256	ENSG00000099256	-4.920634484772528	2.502867123450442	7.225150065595185	0.0071906544124821095	0.16802186024947482	PRTFDC1	protein_coding	H1_FT	H2_FT	0.7746342113211294	FALSE	NA
ENSG00000157502	ENSG00000157502	-4.919998620309051	2.0979229608088907	6.115810777644139	0.01340020352023846	0.2645419647663223	PWWP3B	protein_coding	H1_FT	H2_FT	0.5775054252513505	FALSE	NA
