gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000145824	ENSG00000145824	-6.879593590864279	6.771307221729435	177.93955078499224	1.5346213321713787e-40	9.05744093842942e-38	CXCL14	protein_coding	H1_FT	H1_RGC	37.04299448922252	TRUE	CXCL14
ENSG00000131981	ENSG00000131981	-6.846685370793955	3.9931614975175687	27.9456292407421	1.2515388014378665e-7	3.1924497951431477e-6	LGALS3	protein_coding	H1_FT	H1_RGC	5.495875923779109	TRUE	LGALS3
ENSG00000027644	ENSG00000027644	6.714429126295914	3.8315736977782695	27.63957547003265	1.4659495945524424e-7	3.703306455271269e-6	INSRR	protein_coding	H1_FT	H1_RGC	5.431410347813826	TRUE	INSRR
ENSG00000114315	ENSG00000114315	-6.6979056082906325	9.849493994257468	368.525940268825	6.440433955261378e-82	3.6744822526084584e-78	HES1	protein_coding	H1_FT	H1_RGC	77.43480384587933	TRUE	HES1
ENSG00000107485	ENSG00000107485	-6.647069346291781	3.7338560406700463	23.82311580837991	1.058437277704698e-6	2.2310606459598047e-5	GATA3	protein_coding	H1_FT	H1_RGC	4.651488624316019	TRUE	GATA3
ENSG00000185650	ENSG00000185650	-6.637995269536205	9.953551631447683	374.3626149529677	3.5072021774500806e-83	3.001463623461779e-79	ZFP36L1	protein_coding	H1_FT	H1_RGC	78.52266691575157	TRUE	ZFP36L1
ENSG00000183876	ENSG00000183876	-6.580295679304115	3.3256506766741256	20.747526119358774	5.248945300742149e-6	9.496928939482308e-5	ARSI	protein_coding	H1_FT	H1_RGC	4.022416811580878	TRUE	ARSI
ENSG00000074181	ENSG00000074181	-6.523557748616406	6.523839172229642	149.70368980690748	2.186192285110334e-34	7.195935990759322e-32	NOTCH3	protein_coding	H1_FT	H1_RGC	31.142912708442616	TRUE	NOTCH3
ENSG00000184232	ENSG00000184232	-6.520626052040191	6.377890294440592	148.54973189667297	3.902809599589585e-34	1.2603865869165155e-31	OAF	protein_coding	H1_FT	H1_RGC	30.899496227252353	TRUE	OAF
ENSG00000163513	ENSG00000163513	-6.474959580724495	3.564603346217716	20.812110957273408	5.0749339984396925e-6	9.221079651517386e-5	TGFBR2	protein_coding	H1_FT	H1_RGC	4.03521822653363	TRUE	TGFBR2
ENSG00000197859	ENSG00000197859	-6.466230286538202	3.4234181948883733	19.978420883731136	7.844653007681775e-6	1.3659113009102875e-4	ADAMTSL2	protein_coding	H1_FT	H1_RGC	3.864577501808171	TRUE	NA
ENSG00000120907	ENSG00000120907	6.368232109762756	6.246387040209433	174.07911497654715	1.063733185087177e-39	5.689642873735038e-37	ADRA1A	protein_coding	H1_FT	H1_RGC	36.24491499245092	TRUE	NA
ENSG00000135111	ENSG00000135111	-6.285201543226179	3.3572662938185194	17.594719982906987	2.736898330341571e-5	4.252037654051479e-4	TBX3	protein_coding	H1_FT	H1_RGC	3.371402898223442	TRUE	NA
ENSG00000175874	ENSG00000175874	6.261420009115411	3.64358211472512	19.98650316646605	7.81157406745664e-6	1.3615366775823613e-4	CREG2	protein_coding	H1_FT	H1_RGC	3.8659706549798534	TRUE	NA
ENSG00000178999	ENSG00000178999	-6.250503672350527	6.203425741286091	128.89190969910248	7.615843737912871e-30	1.6711895053604705e-27	AURKB	protein_coding	H1_FT	H1_RGC	26.77697430027664	TRUE	NA
ENSG00000115165	ENSG00000115165	-6.148905282591365	3.3553973911213317	16.218820042434988	5.649148696013363e-5	8.180273187898878e-4	CYTIP	protein_coding	H1_FT	H1_RGC	3.0872321924147563	TRUE	NA
ENSG00000214290	ENSG00000214290	-6.0818270425074115	3.051554899893476	14.609388642559603	1.3237091870535282e-4	0.0017414762832904064	POU2AF3	protein_coding	H1_FT	H1_RGC	2.7590824357083243	TRUE	NA
ENSG00000166803	ENSG00000166803	-6.070273731006767	3.4084726596334165	15.707414116754858	7.400873995912774e-5	0.001048620524122873	PCLAF	protein_coding	H1_FT	H1_RGC	2.9793816463113294	TRUE	NA
ENSG00000053108	ENSG00000053108	6.0329917572901675	7.038075933949674	222.40102991653876	3.2482037544483534e-50	3.270367968302236e-47	FSTL4	protein_coding	H1_FT	H1_RGC	46.485403379568325	TRUE	NA
ENSG00000005243	ENSG00000005243	-5.902888877262064	3.4118920063290235	14.198126817123953	1.6467205818206042e-4	0.002116011222105215	COPZ2	protein_coding	H1_FT	H1_RGC	2.6744820333828603	TRUE	NA
ENSG00000177602	ENSG00000177602	-5.891135268828355	2.974461139316909	12.851121803548127	3.3751134872276066e-4	0.004008913424523783	HASPIN	protein_coding	H1_FT	H1_RGC	2.396973322561546	TRUE	NA
ENSG00000149295	ENSG00000149295	5.863771732167512	7.5956289072381935	261.170982119035	1.4364002758681122e-58	2.7317141246398456e-55	DRD2	protein_coding	H1_FT	H1_RGC	54.56356475176488	TRUE	NA
ENSG00000071967	ENSG00000071967	-5.815328179615617	6.185717307546356	129.26853166523594	6.301828417067659e-30	1.4008064309938967e-27	CYBRD1	protein_coding	H1_FT	H1_RGC	26.853621873107684	TRUE	NA
ENSG00000125378	ENSG00000125378	-5.80969788433277	4.2802484023022584	15.246097560917	9.446196184247341e-5	0.0013028291207862813	BMP4	protein_coding	H1_FT	H1_RGC	2.885112542665157	TRUE	NA
ENSG00000042832	ENSG00000042832	5.80425782110493	2.9909817399715597	13.360676309665479	2.5714766154926155e-4	0.00314156986086878	TG	protein_coding	H1_FT	H1_RGC	2.5028532781882253	TRUE	NA
ENSG00000074047	ENSG00000074047	-5.801633813698721	3.0408025931949654	12.377368353252065	4.348507255097003e-4	0.0050357950052936605	GLI2	protein_coding	H1_FT	H1_RGC	2.2979319572539714	TRUE	NA
ENSG00000277586	ENSG00000277586	5.770561962604399	8.703101738381111	276.5629532592064	5.577629044343173e-62	1.363809981756825e-58	NEFL	protein_coding	H1_FT	H1_RGC	57.865246135268386	TRUE	NA
ENSG00000205922	ENSG00000205922	5.76397274152647	7.126050980666851	210.49198647860098	1.5658144862961957e-47	1.4105516182866152e-44	ONECUT3	protein_coding	H1_FT	H1_RGC	43.85061101647291	TRUE	NA
ENSG00000180730	ENSG00000180730	-5.761040436208393	5.698968401625701	94.7627854300891	2.2192309610989534e-22	2.6196108365634266e-20	SHISA2	protein_coding	H1_FT	H1_RGC	19.58176322169034	TRUE	NA
ENSG00000144460	ENSG00000144460	5.738964677652005	5.316150671655487	88.96010392827897	4.149248537214902e-21	4.466574714652218e-19	NYAP2	protein_coding	H1_FT	H1_RGC	18.350025396951168	TRUE	NA
ENSG00000171243	ENSG00000171243	-5.735758396233496	6.352627386758372	125.70863868461014	3.7758235894845667e-29	8.07837456970223e-27	SOSTDC1	protein_coding	H1_FT	H1_RGC	26.092676013782597	TRUE	NA
ENSG00000180447	ENSG00000180447	-5.724199266103747	6.313233146317146	124.8633235089139	6.084826035709902e-29	1.2547937641832613e-26	GAS1	protein_coding	H1_FT	H1_RGC	25.901427648236588	TRUE	NA
ENSG00000142945	ENSG00000142945	-5.723159760554639	2.7665828792497558	11.144695280886555	8.431722765311094e-4	0.008831043460720259	KIF2C	protein_coding	H1_FT	H1_RGC	2.053987977910654	TRUE	NA
ENSG00000183864	ENSG00000183864	-5.718508979014867	2.8024995135999085	11.203548878372233	8.168498206590759e-4	0.008625047211844998	TOB2	protein_coding	H1_FT	H1_RGC	2.0642385190039465	TRUE	NA
ENSG00000198108	ENSG00000198108	-5.718067204529836	3.013097182241483	11.668996846223548	6.35871538389063e-4	0.006941056920323471	CHSY3	protein_coding	H1_FT	H1_RGC	2.158574394139489	TRUE	NA
ENSG00000143416	ENSG00000143416	-5.7138975405871335	3.008427093397535	11.631685398730697	6.487518870073061e-4	0.007063636958026113	SELENBP1	protein_coding	H1_FT	H1_RGC	2.150971629812369	TRUE	NA
ENSG00000077684	ENSG00000077684	-5.71386132855093	3.0394704262496584	11.72253903120567	6.178379671392963e-4	0.006774448844046249	JADE1	protein_coding	H1_FT	H1_RGC	2.169126032368865	TRUE	NA
ENSG00000111801	ENSG00000111801	-5.709848454006467	3.1065592974273026	11.882303047860722	5.670384408327264e-4	0.0063392749531632556	BTN3A3	protein_coding	H1_FT	H1_RGC	2.1979604111792863	TRUE	NA
ENSG00000204520	ENSG00000204520	-5.709392916544117	5.659673216330492	91.7124891392198	1.0342256036286054e-21	1.1723049954772988e-19	MICA	protein_coding	H1_FT	H1_RGC	18.930959384375353	TRUE	NA
ENSG00000164647	ENSG00000164647	-5.704966785305409	2.7663231959112635	11.048063621358251	8.882643297380171e-4	0.009203106699634324	STEAP1	protein_coding	H1_FT	H1_RGC	2.036065542789938	TRUE	NA
ENSG00000100599	ENSG00000100599	-5.6974915987573835	3.0406258440847864	11.633869216487376	6.479907981261565e-4	0.007059841184422212	RIN3	protein_coding	H1_FT	H1_RGC	2.1512050685664486	TRUE	NA
ENSG00000136531	ENSG00000136531	5.6494460446433035	2.89476480044202	12.04235202714562	5.203731762281583e-4	0.005875136731082558	SCN2A	protein_coding	H1_FT	H1_RGC	2.230982021675177	TRUE	NA
ENSG00000091664	ENSG00000091664	5.627278982944346	5.913907668219946	114.92981919942456	8.562828487512461e-27	1.5591635360879072e-24	SLC17A6	protein_coding	H1_FT	H1_RGC	23.807108330548328	TRUE	NA
ENSG00000145358	ENSG00000145358	-5.611433360996932	2.8009889161308448	10.509047816257794	0.0011884824388387126	0.011778845062630808	DDIT4L	protein_coding	H1_FT	H1_RGC	1.9288972908321211	TRUE	NA
ENSG00000003436	ENSG00000003436	-5.610764401167838	3.1937037317732915	11.367814580589613	7.476906896215668e-4	0.00799842115222671	TFPI	protein_coding	H1_FT	H1_RGC	2.096995732076383	TRUE	NA
ENSG00000157103	ENSG00000157103	5.5962114090191	5.217764220354921	83.4618864759868	6.666876893985602e-20	6.712368524556328e-18	SLC6A1	protein_coding	H1_FT	H1_RGC	17.173124207753304	TRUE	NA
ENSG00000160013	ENSG00000160013	5.584432649881785	2.4092490918965463	10.19247822361406	0.0014107839131776768	0.013642360145733964	PTGIR	protein_coding	H1_FT	H1_RGC	1.8651104896794937	TRUE	NA
ENSG00000179023	ENSG00000179023	-5.525171945751537	2.3247145098738824	8.639967253181101	0.003290242439794681	0.0276464357385988	KLHDC7A	protein_coding	H1_FT	H1_RGC	1.5583608512973222	TRUE	NA
ENSG00000075275	ENSG00000075275	-5.496179119821045	2.646012153836807	9.44008368896329	0.0021237713055233523	0.019273843937082556	CELSR1	protein_coding	H1_FT	H1_RGC	1.7150316618789685	TRUE	NA
ENSG00000123999	ENSG00000123999	-5.496000181791625	2.8331379793529363	9.862590314310008	0.0016874519375900863	0.01584335017212941	INHA	protein_coding	H1_FT	H1_RGC	1.8001529788432293	TRUE	NA
ENSG00000028137	ENSG00000028137	-5.4910416510922815	2.6441798999972934	9.411610328381114	0.0021569994356477624	0.019522636666912355	TNFRSF1B	protein_coding	H1_FT	H1_RGC	1.7094615282389467	TRUE	NA
ENSG00000184785	ENSG00000184785	-5.485289098823478	2.4210930126562977	8.850038825723477	0.002931848936599959	0.02511587907850095	SMIM10	protein_coding	H1_FT	H1_RGC	1.6000516165384457	TRUE	NA
ENSG00000180613	ENSG00000180613	-5.474430251860493	3.0387115405366116	10.15101515329941	0.001443060018496177	0.01388387592837581	GSX2	protein_coding	H1_FT	H1_RGC	1.8574892760048396	TRUE	NA
ENSG00000138119	ENSG00000138119	-5.463618505139466	4.812185669292931	48.116332307639716	4.052163795630806e-12	1.92657876461158e-10	MYOF	protein_coding	H1_FT	H1_RGC	9.71521323096091	TRUE	NA
ENSG00000164692	ENSG00000164692	-5.417327615838949	7.332503264866177	172.82779305731978	1.992563479307902e-39	1.0121607210476476e-36	COL1A2	protein_coding	H1_FT	H1_RGC	35.99475052037959	TRUE	NA
ENSG00000018625	ENSG00000018625	-5.412511572509071	4.880572394666693	71.43528732752002	2.9203838266445414e-17	2.357796678153206e-15	ATP1A2	protein_coding	H1_FT	H1_RGC	14.627493648504414	TRUE	NA
ENSG00000135406	ENSG00000135406	5.406732110058809	4.048635854671851	42.402176689041674	7.490989795409079e-11	3.0600425140387064e-9	PRPH	protein_coding	H1_FT	H1_RGC	8.51427253970007	TRUE	NA
ENSG00000167601	ENSG00000167601	-5.390245742485439	2.8062973236086286	9.178697163167492	0.0024493954241297	0.021632534612695535	AXL	protein_coding	H1_FT	H1_RGC	1.6648925927283509	TRUE	NA
ENSG00000164294	ENSG00000164294	-5.386719058621912	5.417987087316725	74.65678513825347	5.719052422495157e-18	4.918959862483775e-16	GPX8	protein_coding	H1_FT	H1_RGC	15.308126721163566	TRUE	NA
ENSG00000189184	ENSG00000189184	-5.370778169596271	2.5610926902673015	8.600672814695372	0.003361501137433009	0.02809348313882001	PCDH18	protein_coding	H1_FT	H1_RGC	1.5513944119486653	TRUE	NA
ENSG00000115361	ENSG00000115361	-5.358295056643298	3.1011413740507248	9.561733173073108	0.0019875527144004603	0.01815849612963034	ACADL	protein_coding	H1_FT	H1_RGC	1.7409201222052315	TRUE	NA
ENSG00000170091	ENSG00000170091	5.352788027398261	8.942861187676465	306.8805589041883	1.6313314429628253e-68	6.98046724443793e-65	NSG2	protein_coding	H1_FT	H1_RGC	64.15611550647576	TRUE	NA
ENSG00000168490	ENSG00000168490	5.344686297928588	2.6588000203943802	9.585797813921594	0.001961673687668075	0.017970327703146237	PHYHIP	protein_coding	H1_FT	H1_RGC	1.7454440031152638	TRUE	NA
ENSG00000179930	ENSG00000179930	5.340222745910422	2.586924414054119	9.412509996926438	0.002155941506944424	0.019522636666912355	ZNF648	protein_coding	H1_FT	H1_RGC	1.7094615282389467	TRUE	NA
ENSG00000137834	ENSG00000137834	-5.33732567813889	4.656424874197438	43.81879907501223	3.628766843278473e-11	1.541190404207304e-9	SMAD6	protein_coding	H1_FT	H1_RGC	8.812143703664221	TRUE	NA
ENSG00000127903	ENSG00000127903	5.308659287962055	2.6138065030151596	8.816295012152908	0.002986556682864769	0.0255206710853287	ZNF835	protein_coding	H1_FT	H1_RGC	1.5931079096991834	TRUE	NA
ENSG00000104722	ENSG00000104722	5.306053118172767	8.854853015691027	299.3291092489651	7.945860459265035e-67	2.2666891270130055e-63	NEFM	protein_coding	H1_FT	H1_RGC	62.64460803862101	TRUE	NA
ENSG00000141052	ENSG00000141052	-5.299100510298508	5.826528923184424	94.59109532934703	2.420016778340203e-22	2.83705528616924e-20	MYOCD	protein_coding	H1_FT	H1_RGC	19.547132200952728	TRUE	NA
ENSG00000126785	ENSG00000126785	-5.282591228728401	4.06081376921622	38.66542785934473	5.059345578513781e-10	1.8503367290991854e-8	RHOJ	protein_coding	H1_FT	H1_RGC	7.732749230363292	TRUE	NA
ENSG00000108551	ENSG00000108551	5.263045995526619	2.5943222007857885	8.877599840445786	0.002887921067285598	0.024789196082076376	RASD1	protein_coding	H1_FT	H1_RGC	1.605737557249095	TRUE	NA
ENSG00000154080	ENSG00000154080	-5.256004747614984	3.13463578756412	8.9772806221155	0.002734855719136063	0.023641308327642857	CHST9	protein_coding	H1_FT	H1_RGC	1.6263284929450448	TRUE	NA
ENSG00000179344	ENSG00000179344	-5.2391948673873765	2.756303758518096	8.299675042981258	0.003966448116984154	0.032129543762565445	HLA-DQB1	protein_coding	H1_FT	H1_RGC	1.493095441358132	TRUE	NA
ENSG00000261210	ENSG00000261210	-5.23913871208294	2.837316478729607	8.422389583278285	0.0037074652000168903	0.030345819032175536	CLEC19A	protein_coding	H1_FT	H1_RGC	1.5179011364284452	TRUE	NA
ENSG00000272297	ENSG00000272297	-5.227696163973134	2.4212852760374965	7.588426931294635	0.005875969683604553	0.044679296803454255		protein_coding	H1_FT	H1_RGC	1.3498936707574751	TRUE	NA
ENSG00000135272	ENSG00000135272	-5.2178320099256785	5.256194335168525	66.69234178339046	3.227148822945583e-16	2.3208352627536385e-14	MDFIC	protein_coding	H1_FT	H1_RGC	13.63435568548815	TRUE	NA
ENSG00000089685	ENSG00000089685	-5.199159243599351	6.224940934643715	125.11889996010666	5.079737193932698e-29	1.0603022172116104e-26	BIRC5	protein_coding	H1_FT	H1_RGC	25.97457033043303	TRUE	NA
ENSG00000186487	ENSG00000186487	5.198423273519981	4.130492760800244	36.2030981923748	1.7868699974610424e-9	6.104604166974692e-8	MYT1L	protein_coding	H1_FT	H1_RGC	7.214342491206721	TRUE	NA
ENSG00000188674	ENSG00000188674	5.193487054404939	2.4037557220897203	8.182366926735826	0.004231232712669841	0.03392503922107289	C2orf80	protein_coding	H1_FT	H1_RGC	1.4694796415757954	TRUE	NA
ENSG00000144559	ENSG00000144559	5.17489435476622	2.5076123392292664	8.158446756387306	0.004287396047217126	0.0342431501372694	TAMM41	protein_coding	H1_FT	H1_RGC	1.465426290014042	TRUE	NA
ENSG00000165424	ENSG00000165424	-5.134436445622384	4.3736783955747205	37.17066890516336	1.0880590993918926e-9	3.824069721805264e-8	ZCCHC24	protein_coding	H1_FT	H1_RGC	7.417474198111613	TRUE	NA
ENSG00000109099	ENSG00000109099	-5.119163551166705	4.392069062447497	36.96648185339789	1.208107009344463e-9	4.202837311369884e-8	PMP22	protein_coding	H1_FT	H1_RGC	7.376457420877696	TRUE	NA
ENSG00000137393	ENSG00000137393	-5.118940221656036	2.427461918823912	7.079146256975583	0.007801516313126825	0.056342089964337025	RNF144B	protein_coding	H1_FT	H1_RGC	1.249167047248288	FALSE	NA
ENSG00000286131	ENSG00000286131	5.107867688577118	2.5021358525243733	7.910345070422032	0.004916688000734233	0.038479209794498		protein_coding	H1_FT	H1_RGC	1.4147738551740594	TRUE	NA
ENSG00000177752	ENSG00000177752	5.102132091605297	2.090045524469586	6.641315533860184	0.009966105911270237	0.06839609814647209	YIPF7	protein_coding	H1_FT	H1_RGC	1.1649686731598663	FALSE	NA
ENSG00000157782	ENSG00000157782	5.101786964180628	4.174212013720568	34.57187568405197	4.126980006386612e-9	1.3454740912250142e-7	CABP1	protein_coding	H1_FT	H1_RGC	6.871124660699442	TRUE	NA
ENSG00000120251	ENSG00000120251	5.095241121433975	6.81188127148385	168.70586737731335	1.6890659713221374e-38	7.813527882472892e-36	GRIA2	protein_coding	H1_FT	H1_RGC	35.10715283373463	TRUE	NA
ENSG00000090889	ENSG00000090889	-5.09494740283505	2.2683588869413622	6.523847324349404	0.010645896030881561	0.07185140239139148	KIF4A	protein_coding	H1_FT	H1_RGC	1.1435647509132065	FALSE	NA
ENSG00000152518	ENSG00000152518	-5.094539211591834	7.537149116941387	190.00280830632616	3.87033702087179e-43	2.7601953520517314e-40	ZFP36L2	protein_coding	H1_FT	H1_RGC	39.5590601797769	TRUE	NA
ENSG00000176809	ENSG00000176809	-5.093999032891297	2.7271196433075833	7.530926934195142	0.006066449094683274	0.045923636755682846	LRRC37A3	protein_coding	H1_FT	H1_RGC	1.3379637268734734	TRUE	NA
ENSG00000127399	ENSG00000127399	5.090160504373495	2.2147178883822978	6.746664963662823	0.009394317951868925	0.06530996996920736	LRRC61	protein_coding	H1_FT	H1_RGC	1.1850205159362348	FALSE	NA
ENSG00000128285	ENSG00000128285	5.087885255040527	4.277903836497096	35.36139005748323	2.7518541400745075e-9	9.135557881804284e-8	MCHR1	protein_coding	H1_FT	H1_RGC	7.039264926407646	TRUE	NA
ENSG00000152954	ENSG00000152954	5.08483877742052	6.798876059924442	180.2866604595535	4.729938918914293e-41	3.0879591629022264e-38	NRSN1	protein_coding	H1_FT	H1_RGC	37.5103284516794	TRUE	NA
ENSG00000095739	ENSG00000095739	-5.083719899665599	2.839963809333754	7.648368934947013	0.005683889284235561	0.043450401513611375	BAMBI	protein_coding	H1_FT	H1_RGC	1.3620062059968994	TRUE	NA
ENSG00000135736	ENSG00000135736	-5.082290993270526	2.372393378878126	6.813002907621041	0.009051615516436072	0.06346884521889382	CCDC102A	protein_coding	H1_FT	H1_RGC	1.1974394033659645	FALSE	NA
ENSG00000122012	ENSG00000122012	5.068667330388372	4.970131651683755	75.60878704538747	3.592594211690616e-18	3.137287884045744e-16	SV2C	protein_coding	H1_FT	H1_RGC	15.503445627710933	TRUE	NA
ENSG00000092054	ENSG00000092054	5.045462789485532	2.584802840189097	7.811036856304626	0.005194254540489422	0.0403379585821311	MYH7	protein_coding	H1_FT	H1_RGC	1.394286084282629	TRUE	NA
ENSG00000174943	ENSG00000174943	5.033160587089911	2.312613653760953	7.116226004231129	0.0076407319391311014	0.055391261274954653	KCTD13	protein_coding	H1_FT	H1_RGC	1.2565587457304324	FALSE	NA
ENSG00000198535	ENSG00000198535	5.032543782788496	2.302960071416888	7.082407062015417	0.00778625357779927	0.0563017888160263	C2CD4A	protein_coding	H1_FT	H1_RGC	1.2494778065591714	FALSE	NA
ENSG00000131094	ENSG00000131094	5.022268610663645	9.65234479397663	300.3714979239499	3.862030907674228e-67	1.3220504203150417e-63	C1QL1	protein_coding	H1_FT	H1_RGC	62.87875198142599	TRUE	NA
ENSG00000008394	ENSG00000008394	-5.004499830881204	6.478157592853165	126.38803203563731	2.682897175976977e-29	5.812717476458473e-27	MGST1	protein_coding	H1_FT	H1_RGC	26.235620785145606	TRUE	NA
ENSG00000168542	ENSG00000168542	-4.9997114594952725	4.826834263065995	55.63829591952505	8.813525082795636e-14	4.670349700220746e-12	COL3A1	protein_coding	H1_FT	H1_RGC	11.33065059969295	TRUE	NA
ENSG00000162105	ENSG00000162105	4.981522182459299	5.558180145807805	91.8740324137363	9.532566556288806e-22	1.0877293945162613e-19	SHANK2	protein_coding	H1_FT	H1_RGC	18.96347913504756	TRUE	NA
ENSG00000185666	ENSG00000185666	4.979122452613012	4.788575551030002	53.85593875731551	2.1812294360969529e-13	1.1177821265938755e-11	SYN3	protein_coding	H1_FT	H1_RGC	10.951642839060526	TRUE	NA
ENSG00000126787	ENSG00000126787	-4.960314590672528	5.6260545635189905	76.0526681758234	2.8224568994503523e-18	2.4901635201542387e-16	DLGAP5	protein_coding	H1_FT	H1_RGC	15.603772133398667	TRUE	NA
ENSG00000186188	ENSG00000186188	-4.954062402566154	2.2701196651874347	5.970719284537403	0.014547853849738326	0.09128178335404744	FFAR4	protein_coding	H1_FT	H1_RGC	1.0396158837820373	FALSE	NA
ENSG00000144677	ENSG00000144677	-4.950765970745467	2.5613400515456815	6.614575658391839	0.01011683301881808	0.06920851876502408	CTDSPL	protein_coding	H1_FT	H1_RGC	1.1598404456452494	FALSE	NA
ENSG00000169218	ENSG00000169218	-4.939115179597174	2.471052717453884	6.438774569734499	0.011167763217791638	0.07417440249736967	RSPO1	protein_coding	H1_FT	H1_RGC	1.1297459434019588	FALSE	NA
ENSG00000198826	ENSG00000198826	-4.937060296259979	2.8042183134001424	6.9053676352262885	0.008595651716724816	0.06107230169508591	ARHGAP11A	protein_coding	H1_FT	H1_RGC	1.2141557119897597	FALSE	NA
ENSG00000070748	ENSG00000070748	4.935028991269776	5.023934459694264	69.99918663547278	6.042993005051758e-17	4.722916359564653e-15	CHAT	protein_coding	H1_FT	H1_RGC	14.325789745488551	TRUE	NA
ENSG00000181585	ENSG00000181585	-4.933078286601351	2.4207158816406844	6.311672760869487	0.011996842171137724	0.07840318846933689	TMIE	protein_coding	H1_FT	H1_RGC	1.1056662752430944	FALSE	NA
ENSG00000249715	ENSG00000249715	-4.932062461557916	2.7255952299896706	6.7906933659254545	0.009165414388728551	0.06408301988459064	FER1L5	protein_coding	H1_FT	H1_RGC	1.1932570305019894	FALSE	NA
ENSG00000165197	ENSG00000165197	-4.931909512381509	2.766073310185999	6.8428692350415234	0.008901531014197201	0.06269650275720323	VEGFD	protein_coding	H1_FT	H1_RGC	1.2027566836606451	FALSE	NA
ENSG00000169570	ENSG00000169570	-4.931699032028166	2.8346864364631164	6.921463139300823	0.008518633562069167	0.06070147046143874	DTWD2	protein_coding	H1_FT	H1_RGC	1.2168007882401692	FALSE	NA
ENSG00000184371	ENSG00000184371	-4.931476658930961	4.146423856732634	31.498963716494575	2.003162570331187e-8	5.85695735681217e-7	CSF1	protein_coding	H1_FT	H1_RGC	6.232327937960871	TRUE	NA
ENSG00000287080	ENSG00000287080	-4.929476195854225	3.525791060693331	7.7594361254811295	0.005344732522078721	0.04133230033870099	H3C3	protein_coding	H1_FT	H1_RGC	1.3837104234963318	TRUE	NA
ENSG00000162924	ENSG00000162924	-4.9269295228948735	2.1574697295340948	5.612011292315618	0.01784053591237171	0.10710579188921578	REL	protein_coding	H1_FT	H1_RGC	0.9701870434770747	FALSE	NA
ENSG00000137959	ENSG00000137959	-4.921101014061243	2.725393228487407	6.753800456089517	0.009356826711514814	0.06514803180732498	IFI44L	protein_coding	H1_FT	H1_RGC	1.1860987002603727	FALSE	NA
ENSG00000171695	ENSG00000171695	-4.920852383836453	2.64219022849856	6.619549979402551	0.010088617936275142	0.06907071383891414	LKAAEAR1	protein_coding	H1_FT	H1_RGC	1.160706055580658	FALSE	NA
ENSG00000183067	ENSG00000183067	-4.9206604580299125	2.5202290839873247	6.469896641006633	0.010973870420487234	0.07334196256035123	IGSF5	protein_coding	H1_FT	H1_RGC	1.134647472917452	FALSE	NA
ENSG00000068078	ENSG00000068078	-4.920496095082591	2.4225749428354173	6.277010147402635	0.01223373187794821	0.07955644180203707	FGFR3	protein_coding	H1_FT	H1_RGC	1.0993246491310305	FALSE	NA
ENSG00000157502	ENSG00000157502	-4.919998620309051	2.0979229608088907	5.4454879623297225	0.01962181279226326	0.11517385039519135	PWWP3B	protein_coding	H1_FT	H1_RGC	0.9386461139527863	FALSE	NA
