"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"11","isoComp_00095543","geneComp_00019351","ENST00000684998","NF1","RGC","RO","NF1","protein_coding","retained_intron",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,3.24122785578915,3.90549317071133,2.57696254086697,0.852882298585734,0.143600696590552,-0.597934867690583,NA,0.024375,0.02465,0.0241,-0.000549999999999998,NA,NA,NA
"12","isoComp_00095545","geneComp_00019351","ENST00000687027","NF1","RGC","RO","NF1","protein_coding","protein_coding",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,3.25985886723675,4.04627636332464,2.47344137114886,1.05280451326236,0.41561312928568,-0.707815261613037,NA,0.024275,0.0255,0.02305,-0.00245,NA,NA,FALSE
"13","isoComp_00095547","geneComp_00019351","ENST00000688507","NF1","RGC","RO","NF1","protein_coding","retained_intron",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,9.99037105343527,12.7314546414682,7.24928746540234,1.82845869339805,0.412852997002549,-0.811630141079119,NA,0.07425,0.0808,0.0677,-0.0131,NA,NA,NA
"14","isoComp_00095548","geneComp_00019351","ENST00000689464","NF1","RGC","RO","NF1","protein_coding","protein_coding",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,1.63043667241887,2.11545061636435,1.1454227284734,1.08564537956439,0.434591380956533,-0.879347959653255,NA,0.0119,0.01315,0.01065,-0.0025,NA,NA,FALSE
"15","isoComp_00095549","geneComp_00019351","ENST00000691014","NF1","RGC","RO","NF1","protein_coding","protein_coding",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,9.22744458023543,10.5665386025267,7.8883505579442,3.03469198446024,0.214722195909494,-0.4212442455617,NA,0.070125,0.0665,0.07375,0.00724999999999999,NA,NA,FALSE
"16","isoComp_00095550","geneComp_00019351","ENST00000691649","NF1","RGC","RO","NF1","protein_coding","retained_intron",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,3.40624592651642,3.87611067653947,2.93638117649338,0.396746687805827,0.999981451780175,-0.399382904050078,NA,0.02625,0.02495,0.02755,0.0026,NA,NA,NA
"17","isoComp_00095551","geneComp_00019351","ENST00000692326","NF1","RGC","RO","NF1","protein_coding","retained_intron",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,7.9331004006712,9.90246520221928,5.96373559912312,0.698143632673157,0.0865474445080174,-0.730610511661324,NA,0.0594,0.0631,0.0557,-0.0074,NA,NA,NA
"18","isoComp_00095552","geneComp_00019351","ENST00000693210","NF1","RGC","RO","NF1","protein_coding","retained_intron",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,2.87669160665288,2.93429767256516,2.8190855407406,0.446501473049137,0.452573241295529,-0.0575877382507292,NA,0.0225,0.0186,0.0264,0.0078,NA,NA,NA
"19","isoComp_00095553","geneComp_00019351","ENST00000693617","NF1","RGC","RO","NF1","protein_coding","protein_coding",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,4.10974142867928,4.9592644066614,3.26021845069717,1.69869564489159,0.0962604148989521,-0.603645296423333,NA,0.030775,0.0311,0.03045,-0.000650000000000001,NA,NA,FALSE
"20","isoComp_00095554","geneComp_00019351","ENST00000696138","NF1","RGC","RO","NF1","protein_coding","protein_coding",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,9.96552554852393,11.3772183001625,8.55383279688539,0.357398775795181,0.0109446994533995,-0.41108683126605,NA,0.076325,0.0727,0.07995,0.00724999999999999,NA,NA,FALSE
"21","isoComp_00095556","geneComp_00019351","ENST00000696140","NF1","RGC","RO","NF1","protein_coding","protein_coding_CDS_not_defined",131.910952255931,156.766437999692,107.055466512169,8.81225454440749,1.52756270959876,-0.550215532189294,NA,2.17281391654197,2.5888235896228,1.75680424346114,0.328497555873573,0.21582053176001,-0.556716503235835,NA,0.01645,0.01645,0.01645,0,NA,NA,NA
