gene_id	seqnames	start	end	width	strand	isoform_id	gene_name	ensembl_gene_name
ENSG00000114541	chr3	69249226	69249248	23	-	ENST00000398540.8	FRMD4B	FRMD4B
ENSG00000115459	chr2	85354803	85354829	27	+	ENST00000315658.11	ELMOD3	ELMOD3
ENSG00000115459	chr2	85354803	85354829	27	+	ENST00000315658.11	ELMOD3	ELMOD3
ENSG00000115459	chr2	85354803	85354829	27	+	ENST00000315658.11	ELMOD3	ELMOD3
ENSG00000118690	chr6	108868978	108868995	18	+	ENST00000414610.1	ARMC2	ARMC2
ENSG00000118690	chr6	108868978	108868995	18	+	ENST00000414610.1	ARMC2	ARMC2
ENSG00000118690	chr6	108868978	108868995	18	+	ENST00000414610.1	ARMC2	ARMC2
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000397501.5	PTK2B	PTK2B
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000397501.5	PTK2B	PTK2B
ENSG00000120899	chr8	27451485	27451509	25	+	ENST00000397501.5	PTK2B	PTK2B
ENSG00000122367	chr10	86685678	86685700	23	+	ENST00000693680.1	LDB3	LDB3
ENSG00000122367	chr10	86685678	86685700	23	+	ENST00000693680.1	LDB3	LDB3
ENSG00000122367	chr10	86685678	86685700	23	+	ENST00000693680.1	LDB3	LDB3
ENSG00000124140	chr20	46056897	46056911	15	+	ENST00000243964.7	SLC12A5	SLC12A5
ENSG00000124140	chr20	46056897	46056911	15	+	ENST00000243964.7	SLC12A5	SLC12A5
ENSG00000124140	chr20	46056897	46056911	15	+	ENST00000243964.7	SLC12A5	SLC12A5
ENSG00000131771	chr17	39629540	39629562	23	+	ENST00000254079.9	PPP1R1B	PPP1R1B
ENSG00000131771	chr17	39629540	39629562	23	+	ENST00000254079.9	PPP1R1B	PPP1R1B
ENSG00000131771	chr17	39629540	39629562	23	+	ENST00000254079.9	PPP1R1B	PPP1R1B
ENSG00000132470	chr17	75740982	75741005	24	+	ENST00000450894.7	ITGB4	ITGB4
ENSG00000132470	chr17	75740982	75741005	24	+	ENST00000450894.7	ITGB4	ITGB4
ENSG00000132470	chr17	75740982	75741005	24	+	ENST00000450894.7	ITGB4	ITGB4
ENSG00000136205	chr7	47280164	47280190	27	-	ENST00000705473.1	TNS3	TNS3
ENSG00000136205	chr7	47280164	47280190	27	-	ENST00000705473.1	TNS3	TNS3
ENSG00000136205	chr7	47280164	47280190	27	-	ENST00000705473.1	TNS3	TNS3
ENSG00000136717	chr2	127053422	127053445	24	-	ENST00000357970.7	BIN1	BIN1
ENSG00000136717	chr2	127053422	127053445	24	-	ENST00000357970.7	BIN1	BIN1
ENSG00000136717	chr2	127053422	127053445	24	-	ENST00000357970.7	BIN1	BIN1
ENSG00000137177	chr6	17898168	17898180	13	-	ENST00000378843.6	KIF13A	KIF13A
ENSG00000137177	chr6	17898168	17898180	13	-	ENST00000378843.6	KIF13A	KIF13A
ENSG00000137177	chr6	17898168	17898180	13	-	ENST00000378843.6	KIF13A	KIF13A
ENSG00000137449	chr4	15040464	15040487	24	+	ENST00000442003.6	CPEB2	CPEB2
ENSG00000137449	chr4	15040464	15040487	24	+	ENST00000442003.6	CPEB2	CPEB2
ENSG00000137449	chr4	15040464	15040487	24	+	ENST00000442003.6	CPEB2	CPEB2
ENSG00000138834	chr16	1758148	1758159	12	+	ENST00000356010.9	MAPK8IP3	MAPK8IP3
ENSG00000138834	chr16	1758148	1758159	12	+	ENST00000356010.9	MAPK8IP3	MAPK8IP3
ENSG00000138834	chr16	1758148	1758159	12	+	ENST00000356010.9	MAPK8IP3	MAPK8IP3
ENSG00000140332	chr15	70064454	70064470	17	-	ENST00000451782.7	TLE3	TLE3
ENSG00000140332	chr15	70064454	70064470	17	-	ENST00000451782.7	TLE3	TLE3
ENSG00000140332	chr15	70064454	70064470	17	-	ENST00000451782.7	TLE3	TLE3
ENSG00000142156	chr21	45987155	45987175	21	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45987155	45987175	21	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45987155	45987175	21	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45987499	45987519	21	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45987499	45987519	21	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45987499	45987519	21	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45989752	45989778	27	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45989752	45989778	27	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45989752	45989778	27	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45990258	45990284	27	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45990258	45990284	27	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	45990258	45990284	27	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	46000759	46000767	9	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	46000759	46000767	9	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000142156	chr21	46000759	46000767	9	+	ENST00000361866.8	COL6A1	COL6A1
ENSG00000143569	chr1	154220955	154220975	21	+	ENST00000428931.6	UBAP2L	UBAP2L
ENSG00000143569	chr1	154220955	154220975	21	+	ENST00000428931.6	UBAP2L	UBAP2L
ENSG00000143569	chr1	154220955	154220975	21	+	ENST00000428931.6	UBAP2L	UBAP2L
ENSG00000144674	chr3	37337143	37337163	21	+	ENST00000706569.1	GOLGA4	GOLGA4
ENSG00000144674	chr3	37337143	37337163	21	+	ENST00000706569.1	GOLGA4	GOLGA4
ENSG00000144674	chr3	37337143	37337163	21	+	ENST00000706569.1	GOLGA4	GOLGA4
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672240.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672240.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000672240.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000673363.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000673363.1	ANK2	ANK2
ENSG00000145362	chr4	113237599	113237622	24	+	ENST00000673363.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672240.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672240.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000672240.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000673363.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000673363.1	ANK2	ANK2
ENSG00000145362	chr4	113350228	113350249	22	+	ENST00000673363.1	ANK2	ANK2
ENSG00000148341	chr9	129010670	129010693	24	-	ENST00000372564.8	SH3GLB2	SH3GLB2
ENSG00000148341	chr9	129010670	129010693	24	-	ENST00000372564.8	SH3GLB2	SH3GLB2
ENSG00000148341	chr9	129010670	129010693	24	-	ENST00000372564.8	SH3GLB2	SH3GLB2
ENSG00000153707	chr9	8497242	8497268	27	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8497242	8497268	27	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8497242	8497268	27	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8523513	8523524	12	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8523513	8523524	12	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8523513	8523524	12	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8526627	8526644	18	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8526627	8526644	18	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8526627	8526644	18	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8527345	8527353	9	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8527345	8527353	9	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000153707	chr9	8527345	8527353	9	-	ENST00000381196.9	PTPRD	PTPRD
ENSG00000158528	chr7	95287110	95287133	24	+	ENST00000433881.5	PPP1R9A	PPP1R9A
ENSG00000158528	chr7	95287110	95287133	24	+	ENST00000433881.5	PPP1R9A	PPP1R9A
ENSG00000158528	chr7	95287110	95287133	24	+	ENST00000433881.5	PPP1R9A	PPP1R9A
ENSG00000159377	chr1	151400174	151400187	14	+	ENST00000474100.1	PSMB4	PSMB4
ENSG00000159377	chr1	151400174	151400187	14	+	ENST00000474100.1	PSMB4	PSMB4
ENSG00000159377	chr1	151400174	151400187	14	+	ENST00000474100.1	PSMB4	PSMB4
ENSG00000160050	chr1	32204598	32204620	23	+	ENST00000681230.1	CCDC28B	CCDC28B
ENSG00000160050	chr1	32204598	32204620	23	+	ENST00000681230.1	CCDC28B	CCDC28B
ENSG00000160050	chr1	32204598	32204620	23	+	ENST00000681230.1	CCDC28B	CCDC28B
ENSG00000160111	chr19	17009303	17009320	18	-	ENST00000651564.2	CPAMD8	CPAMD8
ENSG00000160111	chr19	17009303	17009320	18	-	ENST00000651564.2	CPAMD8	CPAMD8
ENSG00000160111	chr19	17009303	17009320	18	-	ENST00000651564.2	CPAMD8	CPAMD8
ENSG00000160111	chr19	17020331	17020353	23	-	ENST00000651564.2	CPAMD8	CPAMD8
ENSG00000160111	chr19	17020331	17020353	23	-	ENST00000651564.2	CPAMD8	CPAMD8
ENSG00000160111	chr19	17020331	17020353	23	-	ENST00000651564.2	CPAMD8	CPAMD8
ENSG00000162909	chr1	223757369	223757380	12	+	ENST00000295006.6	CAPN2	CAPN2
ENSG00000162909	chr1	223757369	223757380	12	+	ENST00000295006.6	CAPN2	CAPN2
ENSG00000162909	chr1	223757369	223757380	12	+	ENST00000295006.6	CAPN2	CAPN2
ENSG00000167178	chr15	74130249	74130275	27	+	ENST00000435464.5	ISLR2	ISLR2
ENSG00000167178	chr15	74130249	74130275	27	+	ENST00000435464.5	ISLR2	ISLR2
ENSG00000167178	chr15	74130249	74130275	27	+	ENST00000435464.5	ISLR2	ISLR2
ENSG00000168676	chr16	67326705	67326729	25	-	ENST00000569333.5	KCTD19	KCTD19
ENSG00000168676	chr16	67326705	67326729	25	-	ENST00000569333.5	KCTD19	KCTD19
ENSG00000168676	chr16	67326705	67326729	25	-	ENST00000569333.5	KCTD19	KCTD19
ENSG00000169855	chr3	78647629	78647655	27	-	ENST00000436010.6	ROBO1	ROBO1
ENSG00000169855	chr3	78647629	78647655	27	-	ENST00000436010.6	ROBO1	ROBO1
ENSG00000169855	chr3	78647629	78647655	27	-	ENST00000436010.6	ROBO1	ROBO1
ENSG00000170448	chr4	47879096	47879117	22	-	ENST00000329043.7	NFXL1	NFXL1
ENSG00000170448	chr4	47879096	47879117	22	-	ENST00000329043.7	NFXL1	NFXL1
ENSG00000170448	chr4	47879096	47879117	22	-	ENST00000329043.7	NFXL1	NFXL1
ENSG00000170448	chr4	47879096	47879117	22	-	ENST00000507131.5	NFXL1	NFXL1
ENSG00000170448	chr4	47879096	47879117	22	-	ENST00000507131.5	NFXL1	NFXL1
ENSG00000170448	chr4	47879096	47879117	22	-	ENST00000507131.5	NFXL1	NFXL1
ENSG00000172270	chr19	582306	582330	25	+	ENST00000333511.9	BSG	BSG
ENSG00000172270	chr19	582306	582330	25	+	ENST00000333511.9	BSG	BSG
ENSG00000172270	chr19	582306	582330	25	+	ENST00000333511.9	BSG	BSG
ENSG00000172432	chr6	43626922	43626948	27	-	ENST00000307126.10	GTPBP2	GTPBP2
ENSG00000172432	chr6	43626922	43626948	27	-	ENST00000307126.10	GTPBP2	GTPBP2
ENSG00000172432	chr6	43626922	43626948	27	-	ENST00000307126.10	GTPBP2	GTPBP2
ENSG00000177380	chr19	49146166	49146192	27	+	ENST00000334186.9	PPFIA3	PPFIA3
ENSG00000177380	chr19	49146166	49146192	27	+	ENST00000334186.9	PPFIA3	PPFIA3
ENSG00000177380	chr19	49146166	49146192	27	+	ENST00000334186.9	PPFIA3	PPFIA3
ENSG00000177990	chr12	63583812	63583836	25	-	ENST00000324472.9	DPY19L2	DPY19L2
ENSG00000177990	chr12	63583812	63583836	25	-	ENST00000324472.9	DPY19L2	DPY19L2
ENSG00000177990	chr12	63583812	63583836	25	-	ENST00000324472.9	DPY19L2	DPY19L2
ENSG00000177990	chr12	63665835	63665859	25	-	ENST00000324472.9	DPY19L2	DPY19L2
ENSG00000177990	chr12	63665835	63665859	25	-	ENST00000324472.9	DPY19L2	DPY19L2
ENSG00000177990	chr12	63665835	63665859	25	-	ENST00000324472.9	DPY19L2	DPY19L2
ENSG00000180071	chr9	38595486	38595509	24	-	ENST00000602295.5	ANKRD18A	ANKRD18A
ENSG00000180071	chr9	38595486	38595509	24	-	ENST00000602295.5	ANKRD18A	ANKRD18A
ENSG00000180071	chr9	38595486	38595509	24	-	ENST00000602295.5	ANKRD18A	ANKRD18A
ENSG00000182923	chr3	134486183	134486202	20	+	ENST00000682689.1	CEP63	CEP63
ENSG00000182923	chr3	134486183	134486202	20	+	ENST00000682689.1	CEP63	CEP63
ENSG00000182923	chr3	134486183	134486202	20	+	ENST00000682689.1	CEP63	CEP63
ENSG00000185046	chr12	98782126	98782137	12	-	ENST00000549558.6	ANKS1B	ANKS1B
ENSG00000185046	chr12	98782126	98782137	12	-	ENST00000549558.6	ANKS1B	ANKS1B
ENSG00000185046	chr12	98782126	98782137	12	-	ENST00000549558.6	ANKS1B	ANKS1B
ENSG00000185189	chr8	143839172	143839195	24	-	ENST00000533093.5	NRBP2	NRBP2
ENSG00000185189	chr8	143839172	143839195	24	-	ENST00000533093.5	NRBP2	NRBP2
ENSG00000185189	chr8	143839172	143839195	24	-	ENST00000533093.5	NRBP2	NRBP2
ENSG00000185697	chr8	66597525	66597550	26	-	ENST00000517885.5	MYBL1	MYBL1
ENSG00000185697	chr8	66597525	66597550	26	-	ENST00000517885.5	MYBL1	MYBL1
ENSG00000185697	chr8	66597525	66597550	26	-	ENST00000517885.5	MYBL1	MYBL1
ENSG00000187017	chr1	6457361	6457372	12	+	ENST00000645284.1	ESPN	ESPN
ENSG00000187017	chr1	6457361	6457372	12	+	ENST00000645284.1	ESPN	ESPN
ENSG00000187017	chr1	6457361	6457372	12	+	ENST00000645284.1	ESPN	ESPN
ENSG00000188517	chr4	108825196	108825222	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108825196	108825222	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108825196	108825222	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108841695	108841721	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108841695	108841721	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108841695	108841721	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108852902	108852925	24	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108852902	108852925	24	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108852902	108852925	24	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108899154	108899180	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108899154	108899180	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108899154	108899180	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108920578	108920604	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108920578	108920604	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108920578	108920604	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108974367	108974393	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108974367	108974393	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108974367	108974393	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108974533	108974559	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108974533	108974559	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	108974533	108974559	27	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	109010358	109010375	18	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	109010358	109010375	18	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	109010358	109010375	18	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	109048168	109048175	8	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	109048168	109048175	8	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000188517	chr4	109048168	109048175	8	-	ENST00000642955.1	COL25A1	COL25A1
ENSG00000196535	chr17	29116444	29116455	12	-	ENST00000704659.1	MYO18A	MYO18A
ENSG00000196535	chr17	29116444	29116455	12	-	ENST00000704659.1	MYO18A	MYO18A
ENSG00000196535	chr17	29116444	29116455	12	-	ENST00000704659.1	MYO18A	MYO18A
ENSG00000198276	chr20	63943653	63943669	17	-	ENST00000369908.9	UCKL1	UCKL1
ENSG00000198276	chr20	63943653	63943669	17	-	ENST00000369908.9	UCKL1	UCKL1
ENSG00000198276	chr20	63943653	63943669	17	-	ENST00000369908.9	UCKL1	UCKL1
ENSG00000230453	chr9	33548832	33548855	24	+	ENST00000357927.7	ANKRD18B	ANKRD18B
ENSG00000230453	chr9	33548832	33548855	24	+	ENST00000357927.7	ANKRD18B	ANKRD18B
ENSG00000230453	chr9	33548832	33548855	24	+	ENST00000357927.7	ANKRD18B	ANKRD18B
ENSG00000265681	chr18	49488561	49488566	6	-	ENST00000578532.5	RPL17	RPL17
ENSG00000265681	chr18	49488561	49488566	6	-	ENST00000578532.5	RPL17	RPL17
ENSG00000265681	chr18	49488561	49488566	6	-	ENST00000578532.5	RPL17	RPL17
ENSG00000291133	chr7	35106044	35106068	25	-	ENST00000458672.5		
ENSG00000291133	chr7	35106044	35106068	25	-	ENST00000458672.5		
ENSG00000291133	chr7	35106044	35106068	25	-	ENST00000458672.5		
