gene_id	ensembl_gene_name	isoform_id	logFC	FDR	isoform_switch_q_value	dIF
ENSG00000072195	SPEG	ENST00000431523.5	0.809231337902862	0.04163472521415	0.02075765239477289	0.10309999999999998
ENSG00000073350	LLGL2	ENST00000375227.8	2.57404536833588	0.00688279892465118	0.00531466647555307	0.2547
ENSG00000073584	SMARCE1	ENST00000447024.6	-1.23511433590206	0.00859239797553903	0.0068324657122963	-0.13250000000000003
ENSG00000073849	ST6GAL1	ENST00000169298.8	-2.24968143464031	0.00688279892465118	2.994016685509643e-8	0.72355
ENSG00000073849	ST6GAL1	ENST00000470633.1	-2.24968143464031	0.00688279892465118	0.0010290909598169	-0.2346
ENSG00000073849	ST6GAL1	ENST00000448044.5	-2.24968143464031	0.00688279892465118	4.568570674773608e-5	-0.3379
ENSG00000074219	TEAD2	ENST00000377214.8	-2.49376786949883	0.0157715878341518	1.4456187378434845e-4	-0.25945
ENSG00000075618	FSCN1	ENST00000473330.1	-1.18869977599832	0.0365393837797217	0.00556009468714425	0.2873
ENSG00000075618	FSCN1	ENST00000382361.8	-1.18869977599832	0.0365393837797217	0.00554992313826391	-0.28770000000000007
ENSG00000076554	TPD52	ENST00000448733.3	2.13869805892463	0.00257896439859485	1.9925241577157992e-8	-0.26215
ENSG00000076554	TPD52	ENST00000520527.5	2.13869805892463	0.00257896439859485	6.5172785970554294e-6	-0.1809
ENSG00000076554	TPD52	ENST00000379096.9	2.13869805892463	0.00257896439859485	6.725332076480237e-4	0.35895
ENSG00000077044	DGKD	ENST00000264057.7	1.3023280756364	0.0403719535804428	0.04051751267877546	0.2258500000000001
ENSG00000078018	MAP2	ENST00000682079.1	1.35704818796053	0.00876780903216722	0.00946161484101542	0.28495
ENSG00000078295	ADCY2	ENST00000489501.1	2.68901439259471	0.00779912080540819	0.00218040675923872	-0.27815
ENSG00000078295	ADCY2	ENST00000338316.9	2.68901439259471	0.00779912080540819	0.00206214690053596	0.28079999999999994
ENSG00000078369	GNB1	ENST00000378609.9	0.835985443402151	0.0140339475623449	5.001702406445401e-10	0.4452
ENSG00000078369	GNB1	BambuTx5	0.835985443402151	0.0140339475623449	2.884537052647106e-40	-0.5496000000000001
ENSG00000079215	SLC1A3	ENST00000679852.1	2.68340538322161	0.0025525920203547	2.8155397900921247e-6	-0.1724
ENSG00000079435	LIPE	BambuTx277	-1.1317784927369	0.02195940418235	1.1924570052406212e-5	0.50315
ENSG00000079435	LIPE	ENST00000244289.9	-1.1317784927369	0.02195940418235	0.0021844412528677	-0.30100000000000005
ENSG00000079482	OPHN1	ENST00000680503.1	2.19921929458045	0.00821386348898374	0.00243814207195101	0.15119999999999997
ENSG00000079616	KIF22	ENST00000160827.9	-2.16612728721299	0.00608753366730789	0.01509187532766602	0.1753
ENSG00000079819	EPB41L2	ENST00000528282.5	1.8358105401923701	0.00221198550467821	1.872543343654483e-7	-0.29314999999999997
ENSG00000081189	MEF2C	ENST00000437473.6	3.85542096689159	0.0174992290145812	0.00967875212961991	-0.24415
ENSG00000081189	MEF2C	ENST00000510942.5	3.85542096689159	0.0174992290145812	1.5153400980118557e-4	0.16805
ENSG00000082898	XPO1	ENST00000401558.7	-0.991105447789121	0.0170822608045652	6.659286024109385e-22	0.3002
ENSG00000082898	XPO1	ENST00000680228.1	-0.991105447789121	0.0170822608045652	6.128830300520474e-4	-0.21855
ENSG00000083857	FAT1	ENST00000509647.1	-1.40207586462588	0.0152196647561095	0.00582556174299878	0.12360000000000004
ENSG00000083857	FAT1	ENST00000441802.7	-1.40207586462588	0.0152196647561095	0.00566317781800476	-0.10240000000000005
ENSG00000084693	AGBL5	ENST00000487078.5	-0.847011492973616	0.0391853871690203	0.0175939309642042	-0.17659999999999998
ENSG00000084764	MAPRE3	ENST00000405074.7	0.602670716532414	0.0479638287504835	0.04809966476817721	0.2776
ENSG00000085185	BCORL1	ENST00000218147.11	-1.88797631863121	0.0259413958370375	1.5733463855017687e-9	0.2698
ENSG00000085185	BCORL1	ENST00000540052.6	-1.88797631863121	0.0259413958370375	1.0618256590380366e-6	-0.28195000000000014
ENSG00000087085	ACHE	ENST00000241069.11	2.02036968062167	0.0460590629353649	0.02353479797410749	-0.32335
ENSG00000087085	ACHE	ENST00000411582.4	2.02036968062167	0.0460590629353649	4.258818353878608e-5	0.13345
ENSG00000087266	SH3BP2	ENST00000503393.8	1.22756954614869	0.00727399969901064	9.677585469371065e-8	-0.2952999999999999
ENSG00000087266	SH3BP2	ENST00000511747.6	1.22756954614869	0.00727399969901064	2.0723656661237891e-10	0.18235
ENSG00000088305	DNMT3B	ENST00000696245.1	-1.96721368094396	0.0126337254160768	0.02704386773860123	-0.23285
ENSG00000088340	FER1L4	ENST00000616283.4	1.75026071033257	0.0135396273994042	2.1604994099854664e-4	-0.28165
ENSG00000088832	FKBP1A	ENST00000400137.9	-0.950588568075469	0.0262132173014077	9.26603272448994e-6	0.3094000000000001
ENSG00000089248	ERP29	ENST00000455836.1	-0.853059183081213	0.0198606956024438	0.03826284304666153	-0.16160000000000002
ENSG00000089248	ERP29	ENST00000261735.4	-0.853059183081213	0.0198606956024438	0.03812126047725316	0.16244999999999998
ENSG00000089280	FUS	ENST00000254108.12	-0.959967451796339	0.0208296916778711	0.00405872053934529	0.21260000000000007
ENSG00000089280	FUS	ENST00000569760.5	-0.959967451796339	0.0208296916778711	1.0679525279529613e-4	-0.16705
ENSG00000090060	PAPOLA	ENST00000557320.5	-0.685261619755688	0.0283267873970705	0.03162223288932731	-0.10995000000000002
ENSG00000092036	HAUS4	ENST00000541587.6	-1.2448442848148	0.0451015564375327	5.91773608247038e-4	-0.2463
ENSG00000092841	MYL6	ENST00000547649.5	-0.651578128697808	0.0478403950565777	1.7430822191868582e-4	0.13169999999999998
ENSG00000092841	MYL6	ENST00000348108.8	-0.651578128697808	0.0478403950565777	1.208979172231009e-12	-0.13305
ENSG00000092841	MYL6	ENST00000550697.6	-0.651578128697808	0.0478403950565777	0.00134337343466009	-0.13129999999999997
ENSG00000092841	MYL6	ENST00000293422.9	-0.651578128697808	0.0478403950565777	1.703484095000638e-4	0.13545000000000007
ENSG00000093144	ECHDC1	ENST00000461239.2	-0.731737414516343	0.0415419634198061	9.578889413062165e-5	-0.40205
ENSG00000097021	ACOT7	ENST00000361521.9	-1.14571391728733	0.0343039238302669	1.2522066735865502e-4	0.17045
ENSG00000097021	ACOT7	ENST00000608083.5	-1.14571391728733	0.0343039238302669	0.01276821965862772	-0.1117
ENSG00000099901	RANBP1	ENST00000331821.8	-1.99793099630296	0.00542587207421335	6.141817776989007e-4	-0.5396
ENSG00000099901	RANBP1	ENST00000402752.5	-1.99793099630296	0.00542587207421335	6.128830300520474e-4	0.54335
ENSG00000100678	SLC8A3	ENST00000356921.7	2.57720103853141	0.0266130893967315	0.03229390444454765	0.39205
ENSG00000101546	RBFA	ENST00000593019.1	-0.992230511159656	0.04712766953286	1.4210937656398929e-5	0.14020000000000002
ENSG00000101773	RBBP8	ENST00000327155.10	-0.857661932907364	0.0396626431788029	0.01309353347812124	-0.14360000000000006
ENSG00000101773	RBBP8	ENST00000399725.6	-0.857661932907364	0.0396626431788029	0.00978440021558535	0.1012
ENSG00000101868	POLA1	ENST00000611764.2	-1.06231741929962	0.0107086745141245	0.01123724772956416	-0.1099
ENSG00000102755	FLT1	ENST00000615840.5	6.38593530250268	0.00100863871639161	0.04113653565307864	-0.26905
ENSG00000102755	FLT1	ENST00000282397.9	6.38593530250268	0.00100863871639161	0.04113653565307864	0.26749999999999996
ENSG00000102935	ZNF423	ENST00000563137.7	-1.85004744052184	0.0391842247380933	3.1662284648043477e-24	0.32535000000000003
ENSG00000102935	ZNF423	ENST00000562520.1	-1.85004744052184	0.0391842247380933	4.584106016194807e-31	-0.31425000000000003
ENSG00000103942	HOMER2	ENST00000558090.2	-1.91520557722373	0.00382692697011519	0.00509803081581068	-0.13065000000000004
ENSG00000103942	HOMER2	ENST00000304231.12	-1.91520557722373	0.00382692697011519	4.349136010248044e-7	0.11395
ENSG00000103995	CEP152	ENST00000561245.1	-1.37341610570001	0.0227874835439145	2.671872270054942e-13	-0.2175
ENSG00000104237	RP1	ENST00000220676.2	5.90143466540909	0.00114037008706902	3.940424505088032e-9	-0.88535
ENSG00000104237	RP1	ENST00000636932.1	5.90143466540909	0.00114037008706902	1.6117921994095337e-5	0.7711
ENSG00000104313	EYA1	ENST00000340726.8	1.87216915291202	0.0423181491333205	0.00130256826581374	0.40955
ENSG00000104313	EYA1	ENST00000419131.6	1.87216915291202	0.0423181491333205	0.00743622935960662	-0.14584999999999998
ENSG00000104866	PPP1R37	ENST00000422370.2	0.797897367274429	0.0256667255958847	0.01003846455062103	-0.33535
ENSG00000104973	MED25	ENST00000312865.10	-1.60956861069762	0.00257896439859485	0.00873602563877304	0.21249999999999997
ENSG00000105392	CRX	ENST00000221996.12	4.53569987463662	0.00114037008706902	0.02437322497362473	0.18955
ENSG00000105392	CRX	ENST00000613299.1	4.53569987463662	0.00114037008706902	5.305343943430464e-4	-0.20145
ENSG00000105486	LIG1	ENST00000263274.12	-1.39391373139085	0.00450348974768467	5.184276642851275e-7	0.43665
ENSG00000105711	SCN1B	ENST00000640135.1	2.22846127207326	0.0292602597778947	0.01181514060129715	0.29250000000000004
ENSG00000106069	CHN2	ENST00000222792.11	3.97591568911265	0.00277442870399051	2.1810491158749535e-4	0.31635
ENSG00000106069	CHN2	ENST00000470261.1	3.97591568911265	0.00277442870399051	0.00259012194515671	0.10295
ENSG00000106069	CHN2	ENST00000461824.1	3.97591568911265	0.00277442870399051	0.00127675915933736	0.10025
ENSG00000106069	CHN2	ENST00000412711.7	3.97591568911265	0.00277442870399051	7.919923090987916e-7	-0.4771499999999999
ENSG00000106078	COBL	ENST00000462395.1	4.44215723104996	0.0102172511336478	7.433905907895707e-6	0.4784000000000001
ENSG00000106211	HSPB1	ENST00000447574.1	-2.04517719283901	0.0136786024231042	0.00519463882765674	0.2325
ENSG00000106211	HSPB1	ENST00000248553.7	-2.04517719283901	0.0136786024231042	0.00518257535337153	-0.2313999999999999
ENSG00000106462	EZH2	ENST00000320356.7	-1.9662352797181	0.00502837190159468	0.01827155568174874	0.11940000000000002
ENSG00000106462	EZH2	ENST00000492143.5	-1.9662352797181	0.00502837190159468	0.02388428333950137	-0.12725000000000003
ENSG00000106536	POU6F2	ENST00000520104.5	-3.71261090329007	0.0149608334177039	2.1155999188699387e-4	0.31955
ENSG00000107371	EXOSC3	ENST00000678095.1	-1.18856931870176	0.0367199245665564	0.01958656225288486	-0.108
ENSG00000107864	CPEB3	ENST00000614585.4	1.95270496858646	0.00465495627309779	1.3047890356253532e-4	-0.2853
ENSG00000108107	RPL28	ENST00000559463.5	-1.68218262353605	0.00539559191991884	0.00145854349872518	-0.16269999999999998
ENSG00000108107	RPL28	ENST00000344063.7	-1.68218262353605	0.00539559191991884	1.66862618335479e-4	0.18885000000000007
ENSG00000108370	RGS9	ENST00000638125.1	4.10048922613113	0.00663188554399267	1.6947263465764226e-6	0.44385
ENSG00000108684	ASIC2	ENST00000359872.6	4.54126265604986	0.0045638988211752	0.00572685412265515	-0.82235
ENSG00000108684	ASIC2	ENST00000225823.7	4.54126265604986	0.0045638988211752	0.00599491745424068	0.82235
ENSG00000109107	ALDOC	ENST00000226253.9	3.83139180598287	0.00210910492118443	0.02867322265094377	0.10360000000000004
ENSG00000109107	ALDOC	ENST00000395321.6	3.83139180598287	0.00210910492118443	0.02877780574719694	-0.10215000000000002
ENSG00000109113	RAB34	ENST00000484161.5	-1.13706213944464	0.0464190978448976	7.858801168493954e-10	-0.1316
ENSG00000109339	MAPK10	ENST00000506773.7	-1.19213179755647	0.0315839998633733	2.138450934046026e-15	0.1254
ENSG00000109339	MAPK10	ENST00000641051.1	-1.19213179755647	0.0315839998633733	0.00996978508310016	-0.2476
ENSG00000109861	CTSC	ENST00000227266.10	-1.45555954709849	0.0265299561116924	0.01397896540496615	0.37795
ENSG00000109861	CTSC	ENST00000677802.1	-1.45555954709849	0.0265299561116924	0.00348983110871518	-0.1383
ENSG00000109906	ZBTB16	ENST00000682218.1	-3.51751060936059	0.00128662200223707	0.0412547129285204	-0.13090000000000002
ENSG00000109971	HSPA8	ENST00000453788.6	-1.02082630108246	0.0118294843952849	1.2936950484296489e-108	-0.11525
ENSG00000109971	HSPA8	ENST00000534624.6	-1.02082630108246	0.0118294843952849	5.178243579698989e-103	0.11960000000000016
ENSG00000110921	MVK	ENST00000540353.1	-0.889070126450673	0.0455510720936651	0.01061537739535888	-0.11955
ENSG00000111058	ACSS3	ENST00000548058.6	1.12235055990995	0.0118191128929958	1.1205749208664679e-10	0.35755000000000003
ENSG00000111237	VPS29	ENST00000447578.6	-0.772961609037624	0.0261685826550793	0.00854077484263369	-0.12365
ENSG00000111445	RFC5	ENST00000392542.6	-1.74599547844339	0.00709461639956509	8.984419838142783e-7	-0.15025
ENSG00000111445	RFC5	ENST00000454402.7	-1.74599547844339	0.00709461639956509	1.0357136246857036e-4	0.1997500000000001
ENSG00000111665	CDCA3	ENST00000604599.1	-1.66938830809495	0.0045638988211752	1.954176577818668e-5	-0.3954
ENSG00000111879	FAM184A	ENST00000521531.5	0.859787010107746	0.0175640845664017	0.01783220757903448	-0.2823
ENSG00000112183	RBM24	ENST00000379052.10	-3.38703026149007	0.0212675782068543	1.8597899243084443e-8	0.4497
ENSG00000112183	RBM24	ENST00000318204.5	-3.38703026149007	0.0212675782068543	1.0062273064244764e-5	-0.29685
ENSG00000112242	E2F3	ENST00000535432.2	-0.972474939610455	0.0342776969201751	0.02053254991789125	-0.484
ENSG00000112242	E2F3	ENST00000346618.8	-0.972474939610455	0.0342776969201751	0.02051711910969904	0.484
ENSG00000112425	EPM2A	ENST00000639106.1	1.12319257989389	0.0426767184104363	3.797338374720426e-5	-0.19935
ENSG00000113083	LOX	ENST00000639739.2	3.74511126105355	0.0107667049962925	0.02105487959157656	0.13425
ENSG00000113083	LOX	ENST00000231004.5	3.74511126105355	0.0107667049962925	0.01932523567094787	-0.16334999999999988
ENSG00000113319	RASGRF2	ENST00000265080.9	1.79409111404726	0.0139609889587729	0.00219981746720888	-0.15165000000000006
ENSG00000113580	NR3C1	ENST00000343796.6	2.1723809366316	0.00676617686610898	0.00145483088746102	-0.17659999999999998
ENSG00000113721	PDGFRB	ENST00000261799.9	-0.980994534142501	0.0349202393824689	8.040815737769284e-6	-0.14675000000000005
ENSG00000113721	PDGFRB	ENST00000523456.1	-0.980994534142501	0.0349202393824689	0.00116299231146983	0.10855
ENSG00000114026	OGG1	ENST00000344629.12	-0.695429423280619	0.0417067428124335	0.00163800054489414	0.2308
ENSG00000114739	ACVR2B	ENST00000461232.1	-1.70499321568847	0.00244837887602294	0.03214795367141988	-0.13165000000000002
ENSG00000114739	ACVR2B	ENST00000352511.5	-1.70499321568847	0.00244837887602294	0.03149688566339401	0.13280000000000003
ENSG00000115053	NCL	ENST00000322723.9	-0.732226448664269	0.0272426306401871	0.00916347502962209	-0.22085
ENSG00000115252	PDE1A	ENST00000410103.2	2.58844256181184	0.0282873852510345	0.00131092574932606	0.34604999999999997
ENSG00000115255	REEP6	ENST00000395479.10	1.29318044200532	0.0150489780297098	3.4357354507424583e-17	-0.6733
ENSG00000115255	REEP6	ENST00000233596.8	1.29318044200532	0.0150489780297098	3.4357354507424583e-17	0.6747000000000001
ENSG00000115306	SPTBN1	ENST00000467371.1	1.29457948540232	0.0438548476005581	0.00443232955674028	-0.15725
ENSG00000115414	FN1	ENST00000336916.8	2.16201075126308	0.0348765484751811	5.119743801534053e-6	-0.12065
ENSG00000115414	FN1	ENST00000354785.11	2.16201075126308	0.0348765484751811	0.02598987172341515	0.14055
ENSG00000115414	FN1	ENST00000498719.1	2.16201075126308	0.0348765484751811	3.0294607084620145e-8	-0.15585
ENSG00000115657	ABCB6	ENST00000497882.5	1.16483936211372	0.0181036634245525	7.148352665961183e-9	0.31445
ENSG00000115657	ABCB6	ENST00000487380.5	1.16483936211372	0.0181036634245525	1.2619435008103356e-5	-0.1935
ENSG00000115935	WIPF1	ENST00000698702.1	-0.879969411081317	0.021386372249326	3.5476896582565203e-9	-0.12205
ENSG00000116062	MSH6	ENST00000700006.1	-1.26578079134304	0.0112384189868213	7.331586422438101e-4	-0.10765
ENSG00000116062	MSH6	ENST00000652107.1	-1.26578079134304	0.0112384189868213	2.4649148552580553e-5	0.15639999999999998
ENSG00000116675	DNAJC6	ENST00000263441.11	1.8318519798196	0.0231039971217151	2.9233628119788057e-5	-0.17254999999999998
ENSG00000116675	DNAJC6	ENST00000494710.6	1.8318519798196	0.0231039971217151	0.01823509732445714	0.148
ENSG00000116852	KIF21B	ENST00000332129.6	1.48495391224364	0.00819117482296182	0.00555597016280451	-0.14634999999999998
ENSG00000117650	NEK2	ENST00000366999.9	-3.1975295071215	0.0054872340148553	0.00201167520584156	0.2490500000000001
ENSG00000118473	SGIP1	ENST00000371037.9	1.45732242387095	0.015629169388483	0.01569095281348402	-0.2161
ENSG00000118513	MYB	ENST00000367812.6	-3.4357748161156	0.00708099222366496	5.246075246350723e-5	0.16385
ENSG00000118564	FBXL5	ENST00000341285.8	-0.667682651051406	0.0444592359269915	1.0339415651957859e-9	-0.23495
ENSG00000118564	FBXL5	BambuTx104	-0.667682651051406	0.0444592359269915	2.801689325887671e-4	0.33515
ENSG00000119227	PIGZ	ENST00000238138.2	-2.38737990451725	0.00971134581032937	1.4983923229495214e-6	-0.38205
ENSG00000119969	HELLS	ENST00000348459.10	-2.36735810786073	0.00589094614699123	0.03375630275028309	0.1604
ENSG00000119969	HELLS	ENST00000698651.1	-2.36735810786073	0.00589094614699123	5.274468345383099e-4	-0.17664999999999997
ENSG00000120049	KCNIP2	ENST00000358038.7	2.0407342600761	0.0204659404275072	0.01778553978229942	-0.31415
ENSG00000120049	KCNIP2	ENST00000356640.7	2.0407342600761	0.0204659404275072	1.537291448283412e-5	0.458
ENSG00000120278	PLEKHG1	ENST00000696526.1	-1.61879905996526	0.023155538361005	1.1810657819259142e-10	0.33914999999999995
ENSG00000120278	PLEKHG1	ENST00000358517.6	-1.61879905996526	0.023155538361005	5.969258323262795e-8	-0.32265
ENSG00000120334	CENPL	ENST00000367710.7	-1.90253615779551	0.00864584630729165	0.00288399278245115	0.22190000000000004
ENSG00000120685	PROSER1	ENST00000352251.8	-0.834756578600488	0.0344994725797091	2.954450254096818e-7	0.14444999999999997
ENSG00000120685	PROSER1	ENST00000625998.2	-0.834756578600488	0.0344994725797091	0.01715313217195782	-0.10805
ENSG00000120699	EXOSC8	ENST00000389704.4	-1.30481920964145	0.00465495627309779	0.01331004422850247	0.22615
ENSG00000120708	TGFBI	ENST00000442011.7	-3.16049235346635	0.0440487446364395	0.00600966660110628	0.2668499999999999
ENSG00000120708	TGFBI	ENST00000515433.1	-3.16049235346635	0.0440487446364395	0.00252739710521923	-0.17864999999999998
ENSG00000121211	MND1	ENST00000504860.2	-3.23885448345628	0.0077099926646099	0.04113653565307864	-0.22325
ENSG00000121775	TMEM39B	ENST00000441402.5	-0.753258078587431	0.0484739577140578	0.04915971841606628	0.23375
ENSG00000122483	CCDC18	ENST00000343253.11	-0.978093829917805	0.0137302488659291	1.2182462110144106e-7	-0.16135
ENSG00000122483	CCDC18	ENST00000690025.1	-0.978093829917805	0.0137302488659291	0.00834757288968047	0.2419999999999999
ENSG00000122566	HNRNPA2B1	ENST00000678449.1	-1.09872273815538	0.00939248696888674	0.03778234788160748	-0.10005
ENSG00000122705	CLTA	ENST00000345519.10	-0.788961461901955	0.024335799407828	5.850045645211926e-5	0.3006500000000001
ENSG00000122705	CLTA	ENST00000242285.11	-0.788961461901955	0.024335799407828	7.089014397529463e-11	-0.23515
ENSG00000123136	DDX39A	ENST00000587730.5	-1.60254695061157	0.00663188554399267	6.891275650974012e-4	-0.1166
ENSG00000123136	DDX39A	ENST00000242776.9	-1.60254695061157	0.00663188554399267	1.5613146214564307e-8	0.1594000000000001
ENSG00000123191	ATP7B	ENST00000634810.1	1.4737067866827	0.0241278041471569	0.02712148137946068	0.23945
ENSG00000123358	NR4A1	ENST00000394825.6	1.15478228860204	0.0414771040485122	7.327062080689506e-4	-0.29945
ENSG00000123358	NR4A1	ENST00000546842.5	1.15478228860204	0.0414771040485122	0.00118274702053375	0.1373
ENSG00000124074	ENKD1	ENST00000243878.9	-0.746682247775046	0.0439299542673898	5.785766286192825e-4	0.24865000000000004
ENSG00000124140	SLC12A5	ENST00000243964.7	2.12790221262294	0.00502837190159468	1.0164910784327309e-5	-0.3734499999999999
ENSG00000124140	SLC12A5	ENST00000628272.1	2.12790221262294	0.00502837190159468	6.455359490867385e-5	0.54495
ENSG00000124795	DEK	ENST00000652689.1	-1.25465980762875	0.00905372674820956	2.280587491700193e-9	-0.19395000000000007
ENSG00000124795	DEK	ENST00000515770.2	-1.25465980762875	0.00905372674820956	9.012343023479604e-45	0.26255
ENSG00000125351	UPF3B	ENST00000276201.7	-0.637279712614803	0.0355608219007352	2.248207803477666e-5	-0.20605
ENSG00000125351	UPF3B	ENST00000345865.6	-0.637279712614803	0.0355608219007352	2.2220256531003973e-5	0.20605000000000007
ENSG00000125931	CITED1	ENST00000445983.5	1.97806054136639	0.03582619757577	0.00634874170997594	-0.3206
ENSG00000125995	ROMO1	ENST00000336695.4	-0.880375891921288	0.017557581809948	7.22373619589366e-4	-0.10509999999999996
ENSG00000125995	ROMO1	ENST00000374078.5	-0.880375891921288	0.017557581809948	7.17867550300966e-4	0.10930000000000006
ENSG00000126067	PSMB2	ENST00000373237.4	-0.876819771004143	0.0124492927621067	6.281468038302179e-4	0.10295
