#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000361311	4647	972	0.43652	4.825710105895996	1	1	coding
ENST00000488540	652	143	0.44117	6.588798713684082	1	0.938251	coding
ENST00000377223	4989	191	0.32642	4.875898933410644	1	0.988431	coding
ENST00000377213	945	191	0.44375	4.875898933410644	1	0.999087	coding
ENST00000377093	7800	1154	0.39339	8.660956764221194	1	1	coding
ENST00000696500	7839	834	0.39339	8.700927162170409	1	1	coding
ENST00000676179	10855	1817	0.41107000000000005	5.418768119812011	1	1	coding
ENST00000263934	6816	1771	0.44416	5.386654090881348	1	1	coding
ENST00000377086	10669	1817	0.41259	5.418768119812011	1	1	coding
ENST00000620295	8624	1810	0.43494999999999995	5.383925819396972	1	1	coding
ENST00000703139	3388	570	0.44098	8.041609001159667	1	1	coding
ENST00000376838	4017	755	0.43945999999999996	7.689315223693849	1	1	coding
ENST00000361445	8721	2550	0.4846	6.730896186828613	1	1	coding
ENST00000703141	9013	1591	0.4652	6.192971992492676	1	1	coding
ENST00000703131	4193	328	0.39846999999999994	6.319950294494629	1	0.999999	coding
ENST00000703132	3188	682	0.43672	8.830444145202637	1	1	coding
ENST00000376770	3320	256	0.36793000000000003	5.522556114196777	1	0.999855	coding
ENST00000251547	2928	256	0.38333000000000006	5.522556114196777	1	0.999913	coding
ENST00000376762	1734	225	0.39048999999999995	7.781865882873535	1	0.997488	coding
ENST00000471895	769	106	0.4374	6.887771797180176	1	0.555388	coding
ENST00000376664	3317	201	0.33242	6.0956636428832995	1	0.983027	coding
ENST00000376692	1053	212	0.44511999999999996	6.048430442810059	1	0.999468	coding
ENST00000376667	872	212	0.44021	6.048430442810059	1	0.999431	coding
ENST00000400895	786	148	0.35286	11.350642204284668	1	0.459892	noncoding
ENST00000314340	1130	160	0.42	5.706941795349121	1	0.981476	coding
ENST00000376629	1100	153	0.38328	5.824541664123536	1	0.939686	coding
ENST00000471765	717	104	0.41567	5.81118450164795	1	0.556945	coding
ENST00000376592	8378	680	0.36992	5.2647912979125975	1	1	coding
ENST00000376590	7018	657	0.38564	5.223810386657713	1	1	coding
ENST00000376583	7044	698	0.38564	5.465319252014161	1	1	coding
ENST00000376585	8094	698	0.37178	5.465319252014161	1	1	coding
ENST00000641437	1911	180	0.33858	7.005712699890137	1	0.92437	coding
ENST00000636203	6874	874	0.42463	6.6454671859741214	1	1	coding
ENST00000376030	6049	776	0.42463	6.571519660949707	1	1	coding
ENST00000491547	5592	422	0.35563	8.39650745391846	1	0.999999	coding
ENST00000361144	3838	416	0.39291000000000004	6.855771446228027	1	1	coding
ENST00000400798	3643	328	0.4061	7.173046684265137	1	0.999998	coding
ENST00000337132	2018	264	0.34604	8.486827659606934	1	0.997168	coding
ENST00000486390	572	37	0.28158	7.939942359924316	1	0.0102759	noncoding
ENST00000443980	1929	274	0.37605999999999995	8.476190376281739	1	0.999508	coding
ENST00000459640	981	195	0.39898999999999996	5.7828218460083	1	0.996814	coding
ENST00000496239	4619	173	0.27426	6.135735130310058	1	0.836808	coding
ENST00000375153	2175	292	0.39114	8.233015632629396	1	0.999915	coding
ENST00000375155	1805	292	0.40247	8.233015632629396	1	0.999946	coding
ENST00000400548	1548	227	0.45304999999999995	8.546203041076662	1	0.999483	coding
ENST00000438032	6406	554	0.35961	9.685681724548338	1	1	coding
ENST00000312239	3884	554	0.39696	9.685681724548338	1	1	coding
BambuTx23	3807	516	0.38144	9.768845939636229	1	1	coding
ENST00000375003	4822	402	0.33061	10.098408317565916	1	0.999858	coding
ENST00000424732	970	278	0.47029000000000004	9.517548179626463	-1	0.556629	coding
ENST00000417710	572	124	0.42917999999999995	4.492974662780762	-1	0.0858347	noncoding
ENST00000487117	1598	118	0.35885999999999996	4.492690467834472	1	0.743424	coding
ENST00000415912	5099	755	0.41755	5.554783821105956	1	1	coding
ENST00000374893	5067	771	0.4159	5.611509132385254	1	1	coding
ENST00000649812	3153	843	0.46779000000000004	5.573483848571777	1	1	coding
ENST00000374761	3318	695	0.46370999999999996	5.659992790222168	1	1	coding
ENST00000471600	3238	603	0.4664	5.7477521896362305	1	1	coding
ENST00000374765	3322	664	0.47140999999999994	5.55211238861084	1	1	coding
ENST00000611549	4294	618	0.45044	6.224290275573731	1	1	coding
ENST00000542643	3426	682	0.47218999999999994	5.573370170593261	1	1	coding
ENST00000495204	2489	728	0.46221	5.806296348571778	1	1	coding
ENST00000308271	4419	1036	0.46066	5.74905948638916	1	1	coding
ENST00000400301	4309	984	0.4389100000000001	5.339420890808105	1	1	coding
ENST00000374732	3037	522	0.4047	5.104732704162596	1	1	coding
ENST00000464577	2089	155	0.34130000000000005	5.1008108139038075	1	0.924341	coding
ENST00000421625	2818	486	0.38004000000000004	6.026888465881346	1	1	coding
ENST00000166244	5019	1006	0.39326000000000005	8.419006919860841	1	1	coding
ENST00000374644	1802	496	0.39771	6.378267097473144	1	1	coding
ENST00000302291	8412	1077	0.34203	8.668499565124513	1	1	coding
ENST00000471849	1190	273	0.50725	5.415357780456542	-1	0.614909	coding
ENST00000314011	4465	471	0.36428	6.749596214294434	1	1	coding
ENST00000374608	3788	471	0.38109	6.749596214294434	1	1	coding
ENST00000374490	1570	326	0.45817	8.80968532562256	1	0.999999	coding
ENST00000436439	1354	255	0.45252000000000003	8.91618709564209	1	0.999886	coding
ENST00000337248	2726	335	0.33728	9.785607719421385	1	0.999271	coding
ENST00000003583	2544	288	0.31133000000000005	9.635718727111815	1	0.986611	coding
ENST00000468303	6016	243	0.27955	9.61489543914795	1	0.835963	coding
ENST00000705663	3860	918	0.38343	11.854784965515137	1	1	coding
ENST00000705681	3723	904	0.35397	11.847500038146972	1	1	coding
ENST00000705682	3759	916	0.38267	11.854591560363769	1	1	coding
ENST00000468822	768	238	0.44924000000000003	9.029329109191895	-1	0.359506	noncoding
ENST00000462710	2624	91	0.32306999999999997	8.73258113861084	1	0.0857987	noncoding
ENST00000323848	3735	905	0.35397	11.835508918762208	1	1	coding
ENST00000490543	673	90	0.34851	8.960476875305176	-1	0.12192	noncoding
ENST00000494934	802	154	0.39172999999999997	9.299129295349118	-1	0.162697	noncoding
ENST00000495561	563	102	0.34085	9.472226905822755	-1	0.14924	noncoding
ENST00000474295	1873	206	0.37059	10.619054985046386	1	0.947254	coding
ENST00000374303	1953	293	0.42325	5.770942497253418	1	0.999997	coding
ENST00000374307	1868	281	0.39390000000000003	5.933899879455566	1	0.999981	coding
ENST00000374300	2053	293	0.40275	5.770942497253418	1	0.999994	coding
ENST00000466284	3262	206	0.32579	10.619054985046386	1	0.806273	coding
ENST00000497956	2531	196	0.40329000000000004	5.185387229919432	1	0.99835	coding
ENST00000374296	3023	347	0.42568999999999996	6.985762214660644	1	1	coding
ENST00000675840	2685	347	0.43727	6.985762214660644	1	1	coding
ENST00000361530	2535	714	0.47085000000000005	5.240918922424315	1	1	coding
ENST00000374253	2538	721	0.47085000000000005	5.217444419860839	1	1	coding
ENST00000482227	2507	456	0.43849	6.102939033508299	1	1	coding
ENST00000531191	2673	456	0.46609999999999996	6.102939033508299	1	1	coding
ENST00000319394	4706	678	0.38698999999999995	6.846222496032715	1	1	coding
ENST00000361771	4275	677	0.38879	6.979168891906738	1	1	coding
ENST00000491239	5149	470	0.30608	8.74631290435791	1	0.999991	coding
ENST00000357582	4438	1289	0.47672	6.703499794006347	1	1	coding
ENST00000374040	4309	1281	0.47672	6.792964363098144	1	1	coding
ENST00000470890	956	127	0.39987	7.946518135070801	1	0.661382	coding
ENST00000398958	2715	422	0.37109000000000003	7.180549430847169	1	1	coding
ENST00000683442	2551	422	0.39422999999999997	7.180549430847169	1	1	coding
ENST00000373833	2844	422	0.37783	7.180549430847169	1	1	coding
ENST00000373832	2424	476	0.39105999999999996	8.74141330718994	1	1	coding
ENST00000373831	1577	453	0.44710999999999995	8.440345954895022	1	1	coding
ENST00000647103	5772	602	0.41066	6.2009294509887685	1	1	coding
ENST00000642937	5925	656	0.42356	6.357975578308105	1	1	coding
ENST00000647918	4401	509	0.43645999999999996	8.530795097351074	1	1	coding
ENST00000646260	2501	675	0.48169999999999996	5.531479835510253	-1	0.9996	coding
ENST00000644600	5595	788	0.4215	5.89769344329834	1	1	coding
ENST00000649674	4603	782	0.45214000000000004	5.539380455017089	1	1	coding
ENST00000643173	5496	767	0.4215	5.810502433776856	1	1	coding
ENST00000343067	6031	865	0.42203999999999997	5.417290306091308	1	1	coding
ENST00000648891	3124	482	0.40593999999999997	5.2053945541381825	1	1	coding
ENST00000643604	5432	783	0.4215	5.949019050598144	1	1	coding
ENST00000460378	5212	136	0.32076000000000005	9.58433742523193	1	0.328785	noncoding
ENST00000521452	2468	308	0.35244	11.438899421691897	1	0.993791	coding
ENST00000420504	2553	308	0.37249	11.438899421691897	1	0.997819	coding
ENST00000345512	4470	1447	0.44107999999999997	6.460854148864747	1	1	coding
ENST00000373779	5573	1437	0.46730000000000005	6.449656867980956	1	1	coding
ENST00000428026	5550	1434	0.46525000000000005	6.40645923614502	1	1	coding
ENST00000373703	1614	285	0.36022	6.097255134582518	1	0.999937	coding
ENST00000478502	750	150	0.44173	8.37252521514893	1	0.939292	coding
ENST00000398556	4879	1501	0.46229999999999993	7.537668800354004	1	1	coding
ENST00000398547	4857	1500	0.46012	7.088356590270995	1	1	coding
ENST00000373658	5708	1586	0.41194	7.495721626281737	1	1	coding
ENST00000398542	5176	1467	0.43243999999999994	6.637793922424317	1	1	coding
ENST00000465256	2936	531	0.40536	8.866159629821777	1	1	coding
ENST00000373602	880	201	0.45442	5.234211921691894	1	0.999419	coding
ENST00000421922	1415	242	0.40425	6.2606103897094725	1	0.999786	coding
ENST00000680626	3507	139	0.31164000000000003	4.809454154968263	1	0.80231	coding
ENST00000681230	633	116	0.36277	10.23856258392334	1	0.311115	noncoding
ENST00000483009	615	116	0.36741999999999997	10.23856258392334	1	0.329733	noncoding
ENST00000466796	2736	123	0.30593000000000004	7.538123512268067	1	0.260022	noncoding
ENST00000491434	1538	97	0.34987999999999997	8.738899040222169	1	0.144784	noncoding
ENST00000489170	1412	165	0.38157	8.763783836364745	1	0.894411	coding
ENST00000461402	1866	165	0.36921000000000004	8.763783836364745	1	0.86046	coding
ENST00000483001	969	165	0.38981	8.763783836364745	1	0.912714	coding
ENST00000373593	1411	181	0.39117999999999997	8.18253688812256	1	0.967011	coding
ENST00000344461	721	165	0.44473999999999997	8.763783836364745	1	0.975144	coding
ENST00000309777	1107	141	0.45361	8.534792137145995	1	0.922641	coding
ENST00000455895	3309	431	0.40179	4.430451774597168	1	1	coding
ENST00000444377	2925	429	0.39153	4.7804662704467775	1	1	coding
ENST00000341071	4599	475	0.34324	4.495191383361816	1	1	coding
ENST00000446293	1505	448	0.45323	4.452391624450684	1	1	coding
ENST00000530876	570	65	0.4363	5.654024696350096	-1	0.0278908	noncoding
ENST00000530753	571	68	0.4285	7.661179924011231	-1	0.0402108	noncoding
ENST00000533084	564	91	0.43917000000000006	5.242680931091308	1	0.482103	noncoding
ENST00000468695	1567	168	0.41074	4.3906644821167	1	0.995615	coding
ENST00000492007	817	82	0.42361000000000004	4.4997953414917	1	0.426835	noncoding
ENST00000373506	766	161	0.44828999999999997	4.386913108825683	1	0.995437	coding
ENST00000498691	541	70	0.46087	9.05563220977783	1	0.18402	noncoding
ENST00000373501	598	132	0.42168	4.280794715881348	1	0.962155	coding
ENST00000436661	514	137	0.44728	4.440171241760253	1	0.975017	coding
ENST00000476493	588	111	0.42478000000000005	4.360539817810059	1	0.858743	coding
ENST00000479075	769	70	0.39641000000000004	4.418060874938965	-1	0.0266034	noncoding
ENST00000401073	5493	1095	0.38934	10.0383882522583	1	1	coding
ENST00000373481	5293	1047	0.38686	9.89423694610596	1	1	coding
ENST00000373480	5294	1036	0.39274	9.753953742980958	1	1	coding
ENST00000481487	1563	83	0.31182000000000004	9.445536994934084	1	0.0609458	noncoding
ENST00000373471	2831	261	0.37168999999999996	8.838309288024902	1	0.998547	coding
ENST00000710568	3050	261	0.35434	8.838309288024902	1	0.997027	coding
ENST00000496770	837	154	0.45123	6.740501976013184	1	0.969733	coding
ENST00000465346	192	5	0.39250999999999997	9.500077247619632	-1	0.0640748	noncoding
BambuTx31	1618	194	0.4469099999999999	4.8731706619262685	1	0.999273	coding
ENST00000373467	1412	194	0.47104	4.8731706619262685	1	0.999252	coding
ENST00000373449	3597	233	0.33747000000000005	7.712732887268066	1	0.990357	coding
ENST00000672715	5970	240	0.29287	7.669592094421388	1	0.968627	coding
ENST00000695599	7687	185	0.29712	7.823512458801271	1	0.779118	coding
ENST00000550338	2832	185	0.34386000000000005	7.823512458801271	1	0.92149	coding
ENST00000695601	2862	185	0.29547	7.759284019470216	1	0.779132	coding
ENST00000695602	4535	192	0.30496	7.753600120544434	1	0.85513	coding
ENST00000695603	3879	203	0.32103	8.286008644104008	1	0.915882	coding
ENST00000695604	3044	163	0.36113	6.3115949630737305	1	0.926767	coding
ENST00000480134	811	134	0.40963	7.720747184753418	1	0.78816	coding
ENST00000695605	3546	115	0.31099000000000004	6.119706535339354	1	0.317291	noncoding
ENST00000373422	4255	831	0.44615	8.927791404724122	1	1	coding
ENST00000373418	2550	324	0.41524	8.849591255187988	1	0.999991	coding
ENST00000431992	3831	831	0.46665	8.927791404724122	1	1	coding
ENST00000683057	3993	860	0.46665	8.927726936340335	1	1	coding
ENST00000417119	1825	461	0.45225	8.259383201599121	-1	0.914006	coding
ENST00000611874	4466	1143	0.43570000000000003	7.5099882125854505	1	1	coding
ENST00000359858	4161	1143	0.43557	7.5099882125854505	1	1	coding
ENST00000488455	3055	575	0.38517	7.453376579284668	-1	0.928476	coding
ENST00000373329	3980	1068	0.43557	7.967663764953612	1	1	coding
ENST00000471991	440	13	0.46924999999999994	8.500108146667483	1	0.0066753	noncoding
ENST00000468598	2835	95	0.34493	7.667091178894044	1	0.132022	noncoding
ENST00000470472	874	202	0.41514	5.483109855651855	1	0.998888	coding
ENST00000466213	1431	42	0.34839	6.704693412780761	1	0.0110337	noncoding
ENST00000357214	3740	708	0.40904999999999997	9.451597023010255	1	1	coding
ENST00000696553	4041	708	0.40904999999999997	9.451597023010255	1	1	coding
ENST00000251195	4769	1333	0.47056	4.7049272537231435	1	1	coding
ENST00000318121	8512	1340	0.46652000000000005	4.739485359191894	1	1	coding
ENST00000316156	3456	804	0.38741000000000003	10.06320858001709	1	1	coding
ENST00000474796	3372	841	0.40590000000000004	10.121552467346191	1	1	coding
ENST00000373150	3238	809	0.4141	10.073201179504395	1	1	coding
ENST00000453908	2544	757	0.44144	5.926795005798339	1	1	coding
ENST00000505871	5952	646	0.42355	5.495728111267089	1	1	coding
ENST00000480549	3273	403	0.42178	4.83469066619873	1	1	coding
ENST00000672976	2387	108	0.35146	7.942843437194825	1	0.234742	noncoding
ENST00000373137	1838	108	0.29403	7.942843437194825	1	0.131726	noncoding
ENST00000373116	953	258	0.45536000000000004	10.480190086364743	1	0.999825	coding
ENST00000488606	2127	101	0.32298000000000004	10.78802661895752	1	0.117377	noncoding
ENST00000477040	533	101	0.44601999999999997	10.78802661895752	1	0.540832	coding
ENST00000296214	4702	192	0.29268	9.320210456848145	1	0.655713	coding
ENST00000373075	2147	202	0.30888	7.901067924499512	1	0.90126	coding
ENST00000475828	1408	182	0.47406	9.022430992126463	1	0.995238	coding
ENST00000487788	1351	140	0.43629000000000007	7.960765647888184	1	0.893622	coding
ENST00000373073	603	193	0.47908000000000006	9.244266700744628	1	0.997798	coding
ENST00000373045	2640	458	0.43499000000000004	6.46517391204834	1	1	coding
ENST00000397631	2327	251	0.32747000000000004	6.189504814147949	1	0.998468	coding
ENST00000329006	1930	236	0.32915	7.813261985778809	1	0.987914	coding
ENST00000361689	17665	5431	0.46266	5.265587043762206	1	1	coding
ENST00000567887	24319	7593	0.4798	5.2647912979125975	1	1	coding
ENST00000372915	23431	7386	0.47666	5.278318977355956	1	1	coding
ENST00000524432	4338	1375	0.47072	5.4733903884887685	-1	1	coding
ENST00000688212	2645	167	0.35424	9.709857368469237	1	0.776202	coding
ENST00000672812	6545	2146	0.4776	5.47674388885498	-1	1	coding
ENST00000564288	24340	7556	0.47666	5.269849967956542	1	1	coding
ENST00000671089	17433	5380	0.46266	5.25222988128662	1	1	coding
ENST00000476350	5304	1438	0.46077999999999997	5.198346519470214	1	1	coding
ENST00000372925	14496	4388	0.46266	5.220343208312986	1	1	coding
ENST00000687271	5243	67	0.30642	9.72552318572998	1	0.0363301	noncoding
ENST00000289893	19141	5939	0.48350000000000004	5.196072959899902	1	1	coding
ENST00000686067	8828	2420	0.48119999999999996	5.132129096984862	1	1	coding
ENST00000530275	5767	1668	0.45911	4.334564399719239	-1	1	coding
ENST00000691623	5849	1487	0.4754	5.844321632385253	1	1	coding
ENST00000686657	8149	167	0.29607	11.719530296325683	1	0.253587	noncoding
ENST00000497807	2689	167	0.37973999999999997	11.719530296325683	1	0.718507	coding
ENST00000686687	3033	45	0.35819999999999996	6.533267021179199	1	0.0139641	noncoding
ENST00000324379	4339	302	0.33375	5.404956245422363	1	0.999968	coding
ENST00000356511	1079	297	0.46043000000000006	5.406547737121582	1	0.999999	coding
ENST00000495526	4651	145	0.30405	8.879375648498538	1	0.361511	noncoding
ENST00000482751	2564	218	0.34799	6.532869148254394	1	0.99385	coding
ENST00000372830	1198	315	0.46415	5.969822120666504	1	1	coding
ENST00000475350	1213	223	0.4434	6.237761116027832	1	0.9997	coding
ENST00000469416	2382	401	0.44257	9.59084873199463	1	1	coding
ENST00000484445	1976	433	0.35027	9.483960151672363	1	0.999996	coding
ENST00000411995	2109	535	0.40816	9.230019187927244	1	1	coding
ENST00000361584	2217	535	0.40816	9.230019187927244	1	1	coding
ENST00000326197	3275	661	0.38088999999999995	9.372429847717285	1	1	coding
ENST00000337495	3108	649	0.42053	9.331363487243653	1	1	coding
ENST00000372596	3323	578	0.38115	9.549395561218262	1	1	coding
ENST00000372597	3252	592	0.41369000000000006	9.529474830627443	1	1	coding
ENST00000695335	3370	671	0.40277999999999997	9.391641426086426	1	1	coding
ENST00000488592	363	24	0.35936	6.013588142395019	1	0.00469789	noncoding
ENST00000372571	4468	137	0.2857	5.991534614562987	1	0.552799	coding
ENST00000545068	5165	623	0.33291	6.588628196716309	1	1	coding
ENST00000361776	5106	589	0.29793	6.744764900207521	1	1	coding
ENST00000361346	5225	623	0.29793	6.588628196716309	1	1	coding
ENST00000445886	1326	382	0.38295999999999997	8.255450630187987	-1	0.551801	coding
ENST00000654683	2280	81	0.34607	5.533241844177245	1	0.12045	noncoding
