gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	label	significant
ENSG00000137818	-6.5437878456229335	3.7543223782928776	13.224710019580536	0.0024076584388335077	0.0785977897147137	RPLP1	protein_coding	15	1.1045896667875672	NA	FALSE
ENSG00000102383	-6.524716253840222	3.2781911069309073	16.018340015663366	3.7791561491680507e-4	0.01693576678603876	ZDHHC15	protein_coding	X	1.771195135399239	NA	TRUE
ENSG00000013375	-6.446592438759408	6.34794874414975	103.16975795995846	7.583466322378734e-12	2.3125873031390563e-9	PGM3	protein_coding	6	8.635901863105314	NA	TRUE
ENSG00000177879	6.423931227571342	7.67842942755856	187.86536311465784	1.987079613146126e-15	1.2422228201583006e-12	AP3S1	protein_coding	5	11.905800496843975	NA	TRUE
ENSG00000184905	6.379888204314726	5.780819177945787	95.8246876469279	3.700035243640889e-11	1.0280342366942673e-8	TCEAL2	protein_coding	X	7.987992421761164	NA	TRUE
ENSG00000160131	-6.290878878525519	6.959143445801209	263.0472829186152	1.3479357821991665e-17	1.8725823427595753e-14	VMA21	protein_coding	X	13.727559076047807	NA	TRUE
ENSG00000000003	6.227869417601709	8.161803087483193	290.9596075123385	3.139695351481596e-18	4.906951372446799e-15	TSPAN6	protein_coding	X	14.309188245826434	NA	TRUE
ENSG00000170100	-6.139892689722507	3.6007494105741578	35.70697792357143	1.4759474364378614e-6	1.2995613237875057e-4	ZNF778	protein_coding	16	3.886203222162089	NA	TRUE
ENSG00000125352	6.086919523632159	4.324681758928964	53.15559201823139	2.7081816920011478e-8	3.640902762912941e-6	RNF113A	protein_coding	X	5.438790919553903	NA	TRUE
ENSG00000198354	-6.080832236496157	2.3894774917925865	12.42698866388215	0.0013772866368174127	0.05079709386468469	DCAF12L2	protein_coding	X	1.294161133279737	NA	FALSE
ENSG00000242732	-6.031884805310328	5.465575282577093	106.33632837598078	7.230937498640801e-12	2.2602102886376483e-9	RTL5	protein_coding	X	8.645851152469284	NA	TRUE
ENSG00000165349	-6.01424482659143	4.055435162768121	25.327741449854067	3.918842532485754e-5	0.0022789436364497387	SLC7A3	protein_coding	X	2.6422664157944205	NA	TRUE
ENSG00000168300	-6.006428705442987	7.7064493131644545	238.3521080369236	5.947954081412733e-17	5.720559221531031e-14	PCMTD1	protein_coding	8	13.24256151404722	NA	TRUE
ENSG00000182774	6.003588630121704	11.578806130917156	337.92489554513185	2.889408678821263e-19	9.031569177825562e-16	RPS17	protein_coding	15	15.044236787220772	NA	TRUE
ENSG00000172748	-5.985582098394941	3.5760004222180926	17.49534636149139	2.2950853631862274e-4	0.011165545640434787	ZNF596	protein_coding	8	1.9521200488720132	NA	TRUE
ENSG00000007520	-5.927285697883633	2.740950894855337	7.596849995906196	0.009989358807818037	0.23387234513101038	TSR3	protein_coding	16	0.6310211294822987	NA	FALSE
ENSG00000260836	5.926447487643156	11.582847695755927	322.6466133133257	5.917251039361005e-19	1.4796677949026128e-15		protein_coding	15	14.829835778547782	NA	TRUE
ENSG00000147257	-5.915345771443629	2.225382033711699	7.80592823586526	0.009118852320294966	0.22138448652553003	GPC3	protein_coding	X	0.6548528154916841	NA	FALSE
ENSG00000198918	-5.903812876062915	3.034997097675123	23.442171977530435	3.6168003042875864e-5	0.002116660134877178	RPL39	protein_coding	X	2.674348869612494	NA	TRUE
ENSG00000147403	-5.892833987196675	3.3787276533435304	23.819149977017407	2.438533714284953e-5	0.001509355793549741	RPL10	protein_coding	X	2.8212083739011042	NA	TRUE
ENSG00000005022	5.853512486089286	3.0942828188513127	15.406129256218112	4.67181260817505e-4	0.02049532387368865	SLC25A5	protein_coding	X	1.6883452144324047	NA	TRUE
ENSG00000170473	-5.849401819294734	2.675458719245446	11.453222106416282	0.001999878401116073	0.0694568879143174	PYM1	protein_coding	12	1.1582846795901536	NA	FALSE
ENSG00000141994	5.816567090353408	2.6073598664337445	7.9914393993642445	0.008276101589277602	0.20572102509993612	DUS3L	protein_coding	19	0.6867213202728975	NA	FALSE
ENSG00000165775	5.806912641201526	3.7221945488033694	42.40565835412048	1.8553401311372015e-7	1.9826767230434555e-5	FUNDC2	protein_coding	X	4.702748092069878	NA	TRUE
ENSG00000198960	5.800077577049728	2.0425410171542526	6.758509986760671	0.014506993910402844	0.2968591568932353	ARMCX6	protein_coding	X	0.527449550319297	NA	FALSE
ENSG00000063601	5.795542392669802	6.966177720673595	169.01481927836053	9.091984673389928e-15	5.16714019869974e-12	MTMR1	protein_coding	X	11.286749754692845	NA	TRUE
ENSG00000142494	5.776427689285282	3.665576728993648	16.64182492780915	2.6739312856872364e-4	0.012760367505705158	SLC47A1	protein_coding	17	1.8941368175112963	NA	TRUE
ENSG00000198003	5.768953212380458	6.555657572637953	90.69816858050582	1.1681545789726852e-9	2.3520341003892121e-7	ODAD3	protein_coding	19	6.6285563860382855	NA	TRUE
ENSG00000049768	5.7427206456560045	4.479216861069534	41.30239569760747	3.5046594049256917e-7	3.562500531689913e-5	FOXP3	protein_coding	X	4.448245062166597	NA	TRUE
ENSG00000147133	-5.733699982757792	5.115396549051606	45.42389675030713	1.3172231248934124e-7	1.4446702395212575e-5	TAF1	protein_coding	X	4.84023127366864	NA	TRUE
ENSG00000164695	-5.732820588283482	2.6205644750844357	7.817614641888451	0.008679148802653696	0.21403431455538297	CHMP4C	protein_coding	8	0.669516593812614	NA	FALSE
ENSG00000165169	5.729433721842655	6.764993000667835	75.28045318418833	1.0592386672142466e-9	2.2072768426966208e-7	DYNLT3	protein_coding	X	6.656143193020803	NA	TRUE
ENSG00000128989	-5.7112246882062445	5.6249196396439	128.29345038073672	4.222357478162259e-13	1.7029721144987975e-10	ARPP19	protein_coding	15	9.768792463381175	NA	TRUE
ENSG00000004961	-5.638153933961599	4.928621381462567	53.96315057582174	1.9278337404709785e-8	2.6781894730120714e-6	HCCS	protein_coding	X	5.572158701344632	NA	TRUE
ENSG00000102125	-5.626204529643156	4.217568114658553	34.599909763302506	1.6984097339417473e-6	1.4746678405190046e-4	TAFAZZIN	protein_coding	X	3.8313057907195462	NA	TRUE
ENSG00000149679	-5.617604795431606	2.059555026140231	7.014596469269403	0.012927241715253229	0.27394797146747646	CABLES2	protein_coding	20	0.5623319110852418	NA	FALSE
ENSG00000013563	-5.615993290819241	4.275523025269304	35.65579909637469	1.0392239672189722e-6	9.553983280984418e-5	DNASE1L1	protein_coding	X	4.0198155230466535	NA	TRUE
ENSG00000153896	-5.615175041821761	5.030533893088748	62.97686972478857	2.9796560137263554e-9	5.174255436058419e-7	ZNF599	protein_coding	19	6.286152135392887	NA	TRUE
ENSG00000183837	-5.607874272226775	3.6904462005703196	38.34594687201267	5.422017815140087e-7	5.2147299032843464e-5	PNMA3	protein_coding	X	4.282768180919319	NA	TRUE
ENSG00000064205	5.600833707730799	1.9716949436481417	6.884395691170546	0.013392666174487882	0.28013992316492464	CCN5	protein_coding	20	0.552624994801185	NA	FALSE
ENSG00000102287	-5.599087047727303	2.673324353039308	20.604740372624125	7.085814470756866e-5	0.0038687309313481704	GABRE	protein_coding	X	2.412431474231781	NA	TRUE
ENSG00000204272	5.594586631052578	8.634805768858671	312.86512757006597	9.517692638905479e-19	1.9833285177372536e-15	NBDY	protein_coding	X	14.702605343473135	NA	TRUE
ENSG00000212747	5.550833800667749	5.534988907911804	118.71178211463565	1.1999442270353846e-12	4.412618432536298e-10	RTL8B	protein_coding	X	9.35530362519466	NA	TRUE
ENSG00000186051	-5.543094037905873	2.82770277053931	12.320377683781393	0.0013156888113130644	0.04954836508387724	TAL2	protein_coding	9	1.3049706710831388	NA	TRUE
ENSG00000086758	-5.493195497732157	6.995522636008154	205.85543293610377	5.230706079405839e-16	3.847030477106541e-13	HUWE1	protein_coding	X	12.414874373093557	NA	TRUE
ENSG00000147099	-5.463981715832929	4.466121682175245	74.90486312979309	4.02438114748089e-10	8.985149551241708e-8	HDAC8	protein_coding	X	7.046474689980882	NA	TRUE
ENSG00000112679	-5.447929230835753	6.94402778859578	241.28133033922225	4.9532972464974467e-17	5.160922956079798e-14	DUSP22	protein_coding	6	13.287272624169567	NA	TRUE
ENSG00000117758	-5.405787111344594	3.7251886000376047	10.756227551632481	0.002450696413915452	0.07979441995621067	STX12	protein_coding	1	1.0980274779094006	NA	FALSE
ENSG00000186871	5.386206090349027	4.329954186413547	68.73808195730204	1.3856986087712289e-9	2.6250590462828293e-7	ERCC6L	protein_coding	X	6.580860923425108	NA	TRUE
ENSG00000102401	5.352079823989183	3.2781724541659676	22.331971358502923	4.377758958832644e-5	0.002510785333132319	ARMCX3	protein_coding	X	2.6001904169650523	NA	TRUE
ENSG00000187325	-5.304235890922949	2.4232738683666883	6.522370820262085	0.015955495393355647	0.3171566914199136	TAF9B	protein_coding	X	0.49872612135909744	NA	FALSE
ENSG00000147145	-5.301435235954525	4.97755167300356	78.57418182040364	2.2732443656974448e-10	5.26340264894725e-8	LPAR4	protein_coding	X	7.278733405295837	NA	TRUE
ENSG00000198883	-5.291838597438305	2.263513690031938	11.62959236135016	0.002049827802277967	0.07040933245022368	PNMA5	protein_coding	X	1.1523697732013953	NA	FALSE
ENSG00000179455	-5.246594137892364	2.3163525409842958	3.6774397186495476	0.06468935708182381	0.6864561268718802	MKRN3	protein_coding	15	0.1633872143869102	NA	FALSE
ENSG00000077713	5.187782592361088	3.560391895744627	17.13943601180089	2.350196894447968e-4	0.011389345647784087	SLC25A43	protein_coding	X	1.9435012267303797	NA	TRUE
ENSG00000240682	5.183182940617694	2.4938815450588705	8.14795234395518	0.007385203612508402	0.19117432871054357	ISY1	protein_coding	3	0.7185704261178139	NA	FALSE
ENSG00000137720	-5.170675275731179	2.905396547306897	10.849275563571942	0.002359861629521775	0.07723913600500196	CFAP68	protein_coding	11	1.112162592872429	NA	FALSE
ENSG00000268041	-5.1472307560855315	2.699270418926523	7.93749654646971	0.008105802730767827	0.2043283297233672	ERFL	protein_coding	19	0.6896714151121991	NA	FALSE
ENSG00000126756	-5.146654859701883	2.507346558843806	5.920396920803915	0.021343352810931783	0.38507350677500735	UXT	protein_coding	X	0.41445635999897024	NA	FALSE
ENSG00000131080	-5.1142405004160665	5.6578899421763165	72.99949470945985	5.45604214947847e-10	1.196787631489988e-7	EDA2R	protein_coding	X	6.921982907784598	NA	TRUE
ENSG00000166432	-5.09939009023651	6.420165192772294	114.99149370192913	2.6473851592319977e-12	8.710593854178334e-10	ZMAT1	protein_coding	X	9.059952235485914	NA	TRUE
ENSG00000147434	5.08975408931262	1.8996811003185758	4.730524680627988	0.03735807273148821	0.5406110918539319	CHRNA6	protein_coding	8	0.2671150480166141	NA	FALSE
ENSG00000170315	-5.058637374248589	1.9170093562313009	3.950261217957003	0.05635086368836222	0.6529702026835893	UBB	protein_coding	17	0.1851066366504321	NA	FALSE
ENSG00000248746	5.050800486886955	2.551126039184188	8.233830228543903	0.007111255046840209	0.18446477562374095	ACTN3	protein_coding	11	0.734086552067154	NA	FALSE
ENSG00000198356	-5.03841177727087	2.5319977588602707	5.5151387830721585	0.025858685242086586	0.4392814423665877	GET3	protein_coding	19	0.3572571433042762	NA	FALSE
ENSG00000102317	-5.034719302823315	3.675422456022859	25.9843455405711	1.3745843078736414e-5	9.190602995371197e-4	RBM3	protein_coding	X	3.0366559936224586	NA	TRUE
ENSG00000168955	-4.975078411389508	2.044393436659073	6.934176503189423	0.013057094257533968	0.2757649484830189	TM4SF20	protein_coding	2	0.559460936303088	NA	FALSE
ENSG00000189221	-4.944667376038934	5.8789917920534025	52.67092401195269	8.28889978371675e-8	9.685618130449583e-6	MAOA	protein_coding	X	5.0138726576421355	NA	TRUE
ENSG00000156052	-4.936143505665419	3.07210540313609	9.232998028241232	0.0046166089049849745	0.133519727127074	GNAQ	protein_coding	9	0.8744545638911758	NA	FALSE
ENSG00000164535	-4.9342868866776435	5.646605653096248	80.87387557886863	1.6044797363727063e-10	3.9334921850721464e-8	DAGLB	protein_coding	7	7.405221708335429	NA	TRUE
ENSG00000095303	4.93319788016868	2.1428475555933253	5.3699111829785	0.026816843890373525	0.45065994510932816	PTGS1	protein_coding	9	0.3461510405334931	NA	FALSE
ENSG00000175567	-4.913839930355118	6.980248509468906	137.94673157849533	1.5670674876180628e-13	6.756222344030565e-11	UCP2	protein_coding	11	10.17029606644315	NA	TRUE
ENSG00000102081	-4.9110037498901775	7.64307450167091	132.30516401358065	6.319129763413762e-11	1.7175669441730926e-8	FMR1	protein_coding	X	7.76508632680502	NA	TRUE
ENSG00000088881	-4.890747955214994	3.164022340269865	8.068918898407933	0.0077575886651193885	0.19716154532375235	EBF4	protein_coding	20	0.70517778656647	NA	FALSE
ENSG00000130175	4.873983463227883	6.856262134704715	105.23714086440715	2.0932142894562055e-10	4.938010992654894e-8	PRKCSH	protein_coding	19	7.306447947606993	NA	TRUE
ENSG00000130827	-4.861280867760165	3.3094772484610675	9.308784893392946	0.0045506792912939	0.13231893762569216	PLXNA3	protein_coding	X	0.8783779946805235	NA	FALSE
ENSG00000089820	4.854215949179278	3.207866753338363	16.04341294106137	3.822237569361843e-4	0.017067655832046832	ARHGAP4	protein_coding	X	1.767826123238899	NA	TRUE
ENSG00000198842	-4.852786180579337	2.7218684562311073	10.356940750619302	0.002946379759183572	0.0934989495661731	STYXL2	protein_coding	1	1.0291932682737628	NA	FALSE
ENSG00000197779	-4.833207999628261	4.50331589170609	55.393139927126136	1.2182029025655065e-8	1.7919048106795915e-6	ZNF81	protein_coding	X	5.746685064592757	NA	TRUE
ENSG00000171217	-4.829258100233747	2.210346581605693	7.651014688877679	0.009755494032661275	0.2327727898671067	CLDN20	protein_coding	6	0.6330677882026943	NA	FALSE
ENSG00000256591	-4.819171184513595	2.1270738416463626	5.291764028905369	0.027867524894794063	0.46395161619122527		protein_coding	11	0.3335273080589148	NA	FALSE
ENSG00000189369	-4.815687622648459	6.31958213248363	130.72140774916573	3.2726732596079805e-13	1.3639411254959527e-10	GSPT2	protein_coding	X	9.865204375591611	NA	TRUE
ENSG00000198300	-4.810243462122282	6.187558066824064	6.111415340286565	0.030143186710389416	0.4848301689383228	PEG3	protein_coding	19	0.31441036368545305	NA	FALSE
ENSG00000204131	-4.804648567117226	3.926822150310147	37.21531322085805	6.315648309479117e-7	5.9821629404104094e-5	NHSL2	protein_coding	X	4.223141761957094	NA	TRUE
ENSG00000175318	-4.7768289321123625	1.9841744946726074	4.979985018046227	0.03275192479153451	0.506105252095626	GRAMD2A	protein_coding	15	0.29575915578681905	NA	FALSE
ENSG00000120500	-4.746398547888835	3.4516168252125308	16.744811522234826	2.579391233008949e-4	0.012451787098961732	ARR3	protein_coding	X	1.9047683135064324	NA	TRUE
ENSG00000080845	4.72446802501843	1.8975859795705974	4.242283637031394	0.047618184659452834	0.6069012872549835	DLGAP4	protein_coding	20	0.216881941357542	NA	FALSE
ENSG00000135828	4.7004617939746005	3.1717627311215675	9.451486855814027	0.004208117923642151	0.12408985471532505	RNASEL	protein_coding	1	0.9062637239102981	NA	FALSE
ENSG00000034152	-4.6847294102357875	5.063217103467414	48.27607623519555	5.129390848442051e-8	6.166612863276054e-6	MAP2K3	protein_coding	17	5.209953315497879	NA	TRUE
ENSG00000127666	4.67959925999829	2.421405120323826	5.5121161804778875	0.025606253924455872	0.4361784643289806	TICAM1	protein_coding	19	0.3603357808801405	NA	FALSE
ENSG00000183208	-4.646546832144613	2.531266078511385	11.536868165595637	0.0017906323384503907	0.06324371787470405	GDPGP1	protein_coding	15	1.1989826073513468	NA	FALSE
ENSG00000126767	-4.628631821650737	2.4608824636932645	3.4650942157229943	0.07280972461342168	0.7247929831541491	ELK1	protein_coding	X	0.139786019790659	NA	FALSE
ENSG00000131979	-4.615229377392685	1.862742482935022	4.54632104337507	0.04126700257045854	0.5651274185525117	GCH1	protein_coding	14	0.24785362132148492	NA	FALSE
ENSG00000187607	4.605102993230324	1.8791573283791916	3.6862965470195284	0.06407728610536263	0.6859232090542371	ZNF286A	protein_coding	17	0.16372450200569708	NA	FALSE
ENSG00000130332	4.604925885440818	2.1015400231211143	3.7697048278031597	0.06160421667095624	0.678025986828315	LSM7	protein_coding	19	0.16875366052842697	NA	FALSE
ENSG00000152234	-4.602207411826353	9.629726655748094	308.6270764555497	1.1743119420441462e-18	2.0974888873397085e-15	ATP5F1A	protein_coding	18	14.678300331419324	NA	TRUE
ENSG00000046647	4.598675131589594	5.752988070748925	9.317989748919917	0.011414397434272036	0.25621940955242956	GEMIN8	protein_coding	X	0.5913879739581276	NA	FALSE
ENSG00000268089	-4.554170884426372	3.0137883959723406	23.018237604404575	3.552567015291397e-5	0.002095176669442846	GABRQ	protein_coding	X	2.678779350583514	NA	TRUE
ENSG00000108773	4.546098558508847	5.05596372842042	69.58370016854799	9.548710163778125e-10	2.0235173419952187e-7	KAT2A	protein_coding	17	6.693893069255831	NA	TRUE
ENSG00000083750	4.543709798036018	6.081816516059844	112.94439454770801	2.324119518765646e-12	8.080559373424638e-10	RRAGB	protein_coding	X	9.09255857432653	NA	TRUE
ENSG00000270316	-4.537002008641608	2.536539028803261	7.190221472705048	0.011344752174870796	0.25592463968023144	BORCS7-ASMT	protein_coding	10	0.59188789948984	NA	FALSE
ENSG00000182195	-4.5298099610355065	7.232368393054251	126.61290817357387	5.139406905306599e-12	1.6476411419756001e-9	LDOC1	protein_coding	X	8.783137372147827	NA	TRUE
ENSG00000213397	-4.528115675687999	2.5698426773936185	5.257651513202835	0.03015968048291569	0.4848301689383228	HAUS7	protein_coding	X	0.31441036368545305	NA	FALSE
ENSG00000198046	-4.5225145992763265	2.784209056789444	5.215408497516404	0.02961524237887973	0.48157751971462104	ZNF667	protein_coding	19	0.3173337943660138	NA	FALSE
ENSG00000135124	4.520979889068308	2.78638363955179	6.239861457712264	0.017636414081302027	0.33752793507177764	P2RX4	protein_coding	12	0.47169027751306303	NA	FALSE
ENSG00000105229	-4.507957913101373	2.7241394546936846	6.730505577351643	0.014015515905149555	0.2882170976350081	PIAS4	protein_coding	19	0.540280259509927	NA	FALSE
ENSG00000177432	4.492343718316409	5.760028262794604	81.85821825934036	1.385177249639679e-10	3.5344635004581445e-8	NAP1L5	protein_coding	4	7.451676498832635	NA	TRUE
ENSG00000287080	-4.485993013966852	4.640384884044812	31.83418405350695	8.730953202510275e-6	6.098497647541115e-4	H3C3	protein_coding	6	3.214777139373279	NA	TRUE
ENSG00000166407	4.467846206132161	3.5382438451329685	8.715719852543774	0.005763634621450845	0.15837961246593388	LMO1	protein_coding	11	0.8003007240306252	NA	FALSE
ENSG00000187595	-4.448958393435556	5.460431984486507	58.08064374439261	7.296714878010298e-9	1.1696259758943942e-6	ZNF385C	protein_coding	17	5.931952995155087	NA	TRUE
ENSG00000284505	-4.430800833743204	2.142202298306427	5.094066508677488	0.032607147894865976	0.5045633293682046	LYNX1-SLURP2	protein_coding	8	0.29708431630705273	NA	FALSE
ENSG00000165288	-4.429735805076005	4.882751081979918	49.66688300567472	3.835320011471363e-8	4.843737990245096e-6	BRWD3	protein_coding	X	5.314819356955137	NA	TRUE
ENSG00000198856	-4.428078219081045	3.68115982199885	22.996935563732908	3.140400129584146e-5	0.0018608731194403115	OSTC	protein_coding	4	2.7302832375116095	NA	TRUE
ENSG00000184083	-4.421226785952895	4.958996694651964	50.38723283921684	4.642796866811891e-8	5.6910675711518694e-6	FAM120C	protein_coding	X	5.244806257898233	NA	TRUE
ENSG00000196976	-4.416357658122025	2.231036936603355	5.592611414996182	0.02468085216540801	0.42699856296994976	LAGE3	protein_coding	X	0.3695735865564078	NA	FALSE
ENSG00000143107	4.399341597483963	2.202600671392238	2.948431776080799	0.09567437532866684	0.7985306435926582	FNDC7	protein_coding	1	0.09770841316627442	NA	FALSE
ENSG00000184838	4.397460317565582	2.499272915902136	4.6758291071449385	0.03815026555697096	0.5444454162659395	PRR16	protein_coding	5	0.26404565420529613	NA	FALSE
ENSG00000204195	-4.393000428327089	2.058836814276782	3.940825270042255	0.056010326927708604	0.6514391791415262	AWAT1	protein_coding	X	0.18612612545599388	NA	FALSE
ENSG00000241644	-4.368740189090244	2.983535513503685	5.504357282841571	0.025109054469440846	0.43176082162334783	INMT	protein_coding	7	0.3647567684972556	NA	FALSE
ENSG00000125633	-4.348986221274374	1.8960140914283905	2.3230289504726036	0.13792721330997493	0.8910817512934662	CCDC93	protein_coding	2	0.050082450276315416	NA	FALSE
ENSG00000196652	-4.339566453074317	2.1956301301571877	4.861792738104077	0.03524114659641992	0.5262014225492302	ZKSCAN5	protein_coding	7	0.2788479821635697	NA	FALSE
ENSG00000179542	4.33711572610494	4.919879233605681	51.50326415300608	2.6324060607298113e-8	3.6168102172862454e-6	SLITRK4	protein_coding	X	5.441674279114448	NA	TRUE
ENSG00000187689	-4.331039584975845	1.9475185286365237	4.335619032439126	0.04513151906028591	0.5942649646669805	AMTN	protein_coding	4	0.22601987314128272	NA	FALSE
ENSG00000144635	4.329681369821469	7.266282683057788	115.68038326533029	2.3266427052970245e-12	8.080559373424638e-10	DYNC1LI1	protein_coding	3	9.09255857432653	NA	TRUE
ENSG00000002549	-4.322950127669506	3.439027040525277	23.727679417139754	2.507646583035287e-5	0.0015444879422507483	LAP3	protein_coding	4	2.8112154778671634	NA	TRUE
ENSG00000137161	-4.292696517766378	2.5318702987595136	5.017477985974947	0.03192726032013618	0.5005425180955496	CNPY3	protein_coding	6	0.3005590258969614	NA	FALSE
ENSG00000101972	-4.281767081575261	6.6137462248498915	124.26594044108755	6.593757892577392e-13	2.5763048415904725e-10	STAG2	protein_coding	X	9.589002750323212	NA	TRUE
ENSG00000183479	-4.280819945758325	2.4037285522823733	4.4925422218583995	0.042697479654165024	0.5768630365997564	TREX2	protein_coding	X	0.23892728824771273	NA	FALSE
ENSG00000126768	4.275701996324361	8.886373463724578	4.27762943329089	0.0646991301182339	0.6864561268718802	TIMM17B	protein_coding	X	0.1633872143869102	NA	FALSE
ENSG00000160908	-4.274790757631686	2.51165900758513	6.1401714777885745	0.018663753809864982	0.3514351112722016	ZNF394	protein_coding	7	0.4541548510649349	NA	FALSE
ENSG00000214435	-4.26671256162029	2.496438099926009	6.563994163840365	0.015144785615677938	0.3060516860265766	AS3MT	protein_coding	10	0.5142052236471606	NA	FALSE
ENSG00000152611	4.257590855055174	2.719564151108077	3.9585954937329486	0.05849083713215917	0.6664736926218193	CAPSL	protein_coding	5	0.1762169885977046	NA	FALSE
ENSG00000163254	4.252958935505374	2.0644325354844932	3.852665338318023	0.05897045678103289	0.666809520820409	CRYGC	protein_coding	2	0.17599820786885575	NA	FALSE
ENSG00000110700	-4.250153975753672	11.169565342172861	90.96055049114102	1.1851407528154872e-9	2.3520341003892121e-7	RPS13	protein_coding	11	6.6285563860382855	NA	TRUE
ENSG00000204469	-4.213935173119893	6.711868129728202	76.87900706750013	6.5297440154116105e-9	1.0602777847362515e-6	PRRC2A	protein_coding	6	5.974580337967967	NA	TRUE
ENSG00000197223	4.212602153155839	2.23142579071423	4.949011539873623	0.03303885262599385	0.5077190233579237	C1D	protein_coding	2	0.29437656402380735	NA	FALSE
