isoform_id	ES	ES_genomic_start	ES_genomic_end	MEE	MEE_genomic_start	MEE_genomic_end	MES	MES_genomic_start	MES_genomic_end	IR	IR_genomic_start	IR_genomic_end	A5	A5_genomic_start	A5_genomic_end	A3	A3_genomic_start	A3_genomic_end	ATSS	ATSS_genomic_start	ATSS_genomic_end	ATTS	ATTS_genomic_start	ATTS_genomic_end	iso_ref	gene_ref	condition_1	condition_2	dIF	pvalue	padj	IF1	IF2
ENST00000306465.8	0	NA	NA	1	46588075	46588179	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	46617051	46617126	1	46580937	46581285	isoComp_00031657	geneComp_00008233	A_RO_D200	B_RO_D100	0.05276666666666663	0.3597264376705964	0.6632810814462574	0.4244	0.47716666666666663
ENST00000306465.8	0	NA	NA	1	46588075	46588179	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	46617051	46617126	1	46580937	46581285	isoComp_00201131	geneComp_00078171	B_RO_D100	C_RO_D45	0.13558333333333328	0.02929904980626875	0.15275020324144517	0.47716666666666663	0.6127499999999999
ENST00000313708.11	2	158707568;159083294	158707636;159083770	1	158840029	158840110	0	NA	NA	0	NA	NA	1	159064907	159073396	0	NA	NA	1	159100166	159100378	0	NA	NA	isoComp_00206777	geneComp_00079734	B_RO_D100	C_RO_D45	-0.0873166666666666	0.08875652355423473	0.3066087273433659	0.7269666666666666	0.63965
ENST00000313708.11	2	158707568;159083294	158707636;159083770	1	158840029	158840110	0	NA	NA	0	NA	NA	1	159064907	159073396	0	NA	NA	1	159100166	159100378	0	NA	NA	isoComp_00037303	geneComp_00009796	A_RO_D200	B_RO_D100	0.27731666666666666	3.508493482583648e-4	0.007379239426311596	0.44965	0.7269666666666666
ENST00000313708.11	2	158707568;159083294	158707636;159083770	1	158840029	158840110	0	NA	NA	0	NA	NA	1	159064907	159073396	0	NA	NA	1	159100166	159100378	0	NA	NA	isoComp_00122040	geneComp_00044765	A_RO_D200	C_RO_D45	0.19000000000000006	0.01406646000211836	0.09956570535100227	0.44965	0.63965
ENST00000335327.6	0	NA	NA	1	26676549	26676724	0	NA	NA	0	NA	NA	1	26642403	26651344	0	NA	NA	1	26557623	26557683	0	NA	NA	isoComp_00107277	geneComp_00040838	A_RO_D200	C_RO_D45	0.033050000000000024	0.2863309712161695	0.595602052755586	0.7887	0.82175
ENST00000335327.6	0	NA	NA	1	26676549	26676724	0	NA	NA	0	NA	NA	1	26642403	26651344	0	NA	NA	1	26557623	26557683	0	NA	NA	isoComp_00022540	geneComp_00005869	A_RO_D200	B_RO_D100	-0.06843333333333323	0.010837780109870302	0.0875685558713533	0.7887	0.7202666666666667
ENST00000335327.6	0	NA	NA	1	26676549	26676724	0	NA	NA	0	NA	NA	1	26642403	26651344	0	NA	NA	1	26557623	26557683	0	NA	NA	isoComp_00192014	geneComp_00075807	B_RO_D100	C_RO_D45	0.10148333333333326	0.0024013576530311997	0.02832882821961931	0.7202666666666667	0.82175
ENST00000337979.9	0	NA	NA	2	59795372;59797283	59795482;59797396	0	NA	NA	1	59800855;59803301	59803218;59803848	0	NA	NA	0	NA	NA	0	NA	NA	1	59805878	59805882	isoComp_00039190	geneComp_00010324	A_RO_D200	B_RO_D100	0.07051666666666667	0.006689777074137057	0.06287877822894593	0.07565	0.14616666666666667
ENST00000337979.9	0	NA	NA	2	59795372;59797283	59795482;59797396	0	NA	NA	1	59800855;59803301	59803218;59803848	0	NA	NA	0	NA	NA	0	NA	NA	1	59805878	59805882	isoComp_00208664	geneComp_00080262	B_RO_D100	C_RO_D45	0.42433333333333334	6.262294258956491e-10	9.487108182906308e-8	0.14616666666666667	0.5705
ENST00000337979.9	0	NA	NA	2	59795372;59797283	59795482;59797396	0	NA	NA	1	59800855;59803301	59803218;59803848	0	NA	NA	0	NA	NA	0	NA	NA	1	59805878	59805882	isoComp_00123927	geneComp_00045293	A_RO_D200	C_RO_D45	0.49485	1.1435582249047638e-12	3.8798511505542873e-10	0.07565	0.5705
ENST00000342232.5	1	74290029	74291686	1	74314861	74315620	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	74371642	74375839	0	NA	NA	isoComp_00179882	geneComp_00072551	B_RO_D100	C_RO_D45	-0.2951166666666666	0.0021832049985885324	0.02649593194110355	0.9166666666666666	0.62155
ENST00000342232.5	1	74290029	74291686	1	74314861	74315620	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	74371642	74375839	0	NA	NA	isoComp_00095145	geneComp_00037582	A_RO_D200	C_RO_D45	-0.13315	0.13557606454396293	0.40112371603502694	0.7547	0.62155
ENST00000342232.5	1	74290029	74291686	1	74314861	74315620	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	74371642	74375839	0	NA	NA	isoComp_00010408	geneComp_00002613	A_RO_D200	B_RO_D100	0.1619666666666666	0.03275550239689534	0.17817872281013064	0.7547	0.9166666666666666
ENST00000348997.9	2	34825267;34829041	34825275;34829328	1	34838094	34838171	0	NA	NA	0	NA	NA	2	34794250;34851928	34798428;34853973	0	NA	NA	1	34493240;34679468;34710221	34493514;34679592;34710284	1	34875239;34877719;34879551;34882069;34884728;34887766	34875398;34877808;34879719;34882201;34884776;34891827	isoComp_00023385	geneComp_00006089	A_RO_D200	B_RO_D100	-0.009466666666666679	0.598374502400789	0.8312375356500247	0.2747	0.2652333333333333
ENST00000348997.9	2	34825267;34829041	34825275;34829328	1	34838094	34838171	0	NA	NA	0	NA	NA	2	34794250;34851928	34798428;34853973	0	NA	NA	1	34493240;34679468;34710221	34493514;34679592;34710284	1	34875239;34877719;34879551;34882069;34884728;34887766	34875398;34877808;34879719;34882201;34884776;34891827	isoComp_00108122	geneComp_00041058	A_RO_D200	C_RO_D45	-0.16875	4.598401284641063e-6	2.3686801361833562e-4	0.2747	0.10595
ENST00000348997.9	2	34825267;34829041	34825275;34829328	1	34838094	34838171	0	NA	NA	0	NA	NA	2	34794250;34851928	34798428;34853973	0	NA	NA	1	34493240;34679468;34710221	34493514;34679592;34710284	1	34875239;34877719;34879551;34882069;34884728;34887766	34875398;34877808;34879719;34882201;34884776;34891827	isoComp_00192859	geneComp_00076027	B_RO_D100	C_RO_D45	-0.15928333333333333	3.97627589751782e-5	0.0011945676319237858	0.2652333333333333	0.10595
ENST00000359451.6	0	NA	NA	1	110160635	110160732	0	NA	NA	0	NA	NA	1	110111280	110113326	0	NA	NA	0	NA	NA	1	110099219	110099819	isoComp_00014056	geneComp_00003600	A_RO_D200	B_RO_D100	-0.007333333333333331	0.9327869021419222	0.9800806091927853	0.0691	0.061766666666666664
ENST00000359451.6	0	NA	NA	1	110160635	110160732	0	NA	NA	0	NA	NA	1	110111280	110113326	0	NA	NA	0	NA	NA	1	110099219	110099819	isoComp_00098793	geneComp_00038569	A_RO_D200	C_RO_D45	-0.018049999999999997	0.5576750593450425	0.8028626333007559	0.0691	0.05105
ENST00000359451.6	0	NA	NA	1	110160635	110160732	0	NA	NA	0	NA	NA	1	110111280	110113326	0	NA	NA	0	NA	NA	1	110099219	110099819	isoComp_00183530	geneComp_00073538	B_RO_D100	C_RO_D45	-0.010716666666666666	0.5326971893456096	0.7797816061728562	0.061766666666666664	0.05105
ENST00000361042.8	0	NA	NA	1	26680035	26680201	0	NA	NA	0	NA	NA	1	26642403	26651344	0	NA	NA	1	26557623	26557703	1	26688943	26688948	isoComp_00107278	geneComp_00040838	A_RO_D200	C_RO_D45	-0.02750000000000001	0.08094410347304418	0.29897547273593256	0.07905000000000001	0.05155
ENST00000361042.8	0	NA	NA	1	26680035	26680201	0	NA	NA	0	NA	NA	1	26642403	26651344	0	NA	NA	1	26557623	26557703	1	26688943	26688948	isoComp_00022541	geneComp_00005869	A_RO_D200	B_RO_D100	-0.008550000000000016	0.6269371736869903	0.8470694899260937	0.07905000000000001	0.0705
ENST00000361042.8	0	NA	NA	1	26680035	26680201	0	NA	NA	0	NA	NA	1	26642403	26651344	0	NA	NA	1	26557623	26557703	1	26688943	26688948	isoComp_00192015	geneComp_00075807	B_RO_D100	C_RO_D45	-0.018949999999999995	0.23433334699990938	0.526967593957548	0.0705	0.05155
ENST00000368986.9	1	108178468	108179480	1	108181546	108181651	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00098833	geneComp_00038581	A_RO_D200	C_RO_D45	0.2421000000000001	1.2667639390286295e-8	1.5466354874956814e-6	0.6577999999999999	0.8999
ENST00000368986.9	1	108178468	108179480	1	108181546	108181651	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00183570	geneComp_00073550	B_RO_D100	C_RO_D45	0.27216666666666667	7.780179049875035e-11	1.4364966006149478e-8	0.6277333333333334	0.8999
ENST00000368986.9	1	108178468	108179480	1	108181546	108181651	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00014096	geneComp_00003612	A_RO_D200	B_RO_D100	-0.030066666666666575	0.410372026679339	0.7065608637189752	0.6577999999999999	0.6277333333333334
ENST00000371370.8	0	NA	NA	1	53947788	53947821	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53946040	53946350	0	NA	NA	isoComp_00100612	geneComp_00039027	A_RO_D200	C_RO_D45	-0.08289999999999997	0.1403366290558241	0.40930550142459526	0.50085	0.41795000000000004
ENST00000371370.8	0	NA	NA	1	53947788	53947821	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53946040	53946350	0	NA	NA	isoComp_00015875	geneComp_00004058	A_RO_D200	B_RO_D100	-0.21225000000000005	1.221855592822359e-4	0.0032414952290109413	0.50085	0.28859999999999997
ENST00000371370.8	0	NA	NA	1	53947788	53947821	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	53946040	53946350	0	NA	NA	isoComp_00185349	geneComp_00073996	B_RO_D100	C_RO_D45	0.12935000000000008	0.02021234917029008	0.12108361246271518	0.28859999999999997	0.41795000000000004
ENST00000374189.6	0	NA	NA	1	48424088	48424159	1	48308095;48325897	48310400;48337726	0	NA	NA	1	48410168	48410328	0	NA	NA	1	48306605	48306677	0	NA	NA	isoComp_00096758	geneComp_00038038	A_RO_D200	C_RO_D45	0.09709999999999999	0.259838542848199	0.5671354424548961	0.11055000000000001	0.20765
ENST00000374189.6	0	NA	NA	1	48424088	48424159	1	48308095;48325897	48310400;48337726	0	NA	NA	1	48410168	48410328	0	NA	NA	1	48306605	48306677	0	NA	NA	isoComp_00012021	geneComp_00003069	A_RO_D200	B_RO_D100	0.07294999999999999	0.283403179120641	0.5923130187643434	0.11055000000000001	0.1835
ENST00000374189.6	0	NA	NA	1	48424088	48424159	1	48308095;48325897	48310400;48337726	0	NA	NA	1	48410168	48410328	0	NA	NA	1	48306605	48306677	0	NA	NA	isoComp_00181495	geneComp_00073007	B_RO_D100	C_RO_D45	0.024150000000000005	0.6434316467083704	0.843639733956528	0.1835	0.20765
ENST00000382940.8	0	NA	NA	1	397879	397902	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	396725;397192	397079;397209	1	400506	400754	isoComp_00094668	geneComp_00037463	A_RO_D200	C_RO_D45	-0.005150000000000002	0.6931552463315878	0.8804820946005131	0.04865	0.0435
ENST00000382940.8	0	NA	NA	1	397879	397902	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	396725;397192	397079;397209	1	400506	400754	isoComp_00009931	geneComp_00002494	A_RO_D200	B_RO_D100	0.005883333333333338	0.6780899064449362	0.8731274914602772	0.04865	0.054533333333333336
ENST00000382940.8	0	NA	NA	1	397879	397902	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	396725;397192	397079;397209	1	400506	400754	isoComp_00179405	geneComp_00072432	B_RO_D100	C_RO_D45	-0.01103333333333334	0.3832683697100864	0.6706170579677745	0.054533333333333336	0.0435
ENST00000392588.5	0	NA	NA	1	110178598	110178742	0	NA	NA	0	NA	NA	1	110111280	110113326	0	NA	NA	0	NA	NA	1	110099219	110099819	isoComp_00014059	geneComp_00003600	A_RO_D200	B_RO_D100	-0.06301666666666668	0.00610947410555987	0.05907183354092426	0.08285000000000001	0.01983333333333333
ENST00000392588.5	0	NA	NA	1	110178598	110178742	0	NA	NA	0	NA	NA	1	110111280	110113326	0	NA	NA	0	NA	NA	1	110099219	110099819	isoComp_00183533	geneComp_00073538	B_RO_D100	C_RO_D45	0.05316666666666668	0.0018618933742096842	0.02377315011602111	0.01983333333333333	0.07300000000000001
ENST00000392588.5	0	NA	NA	1	110178598	110178742	0	NA	NA	0	NA	NA	1	110111280	110113326	0	NA	NA	0	NA	NA	1	110099219	110099819	isoComp_00098796	geneComp_00038569	A_RO_D200	C_RO_D45	-0.009849999999999998	0.6483820563993938	0.8578538685443221	0.08285000000000001	0.07300000000000001
ENST00000394908.9	0	NA	NA	1	28884225	28884315	1	28892354;28894389;28895282	28892916;28894811;28896300	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00191758	geneComp_00075743	B_RO_D100	C_RO_D45	0.1632	5.470009918362997e-4	0.0096281952138018	0.6001	0.7633
ENST00000394908.9	0	NA	NA	1	28884225	28884315	1	28892354;28894389;28895282	28892916;28894811;28896300	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00022284	geneComp_00005805	A_RO_D200	B_RO_D100	0.07700000000000007	0.08764993932693575	0.31881422776963014	0.5230999999999999	0.6001
ENST00000394908.9	0	NA	NA	1	28884225	28884315	1	28892354;28894389;28895282	28892916;28894811;28896300	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00107021	geneComp_00040774	A_RO_D200	C_RO_D45	0.24020000000000008	1.5071737446244966e-10	3.223068216913658e-8	0.5230999999999999	0.7633
ENST00000395611.7	0	NA	NA	1	48424514	48424585	1	48308095;48325897	48310400;48337726	0	NA	NA	1	48410168	48410328	0	NA	NA	1	48306605	48306639	1	48439357	48439360	isoComp_00181496	geneComp_00073007	B_RO_D100	C_RO_D45	0.012266666666666662	0.6853019910241572	0.8654467451037147	0.06843333333333333	0.0807
ENST00000395611.7	0	NA	NA	1	48424514	48424585	1	48308095;48325897	48310400;48337726	0	NA	NA	1	48410168	48410328	0	NA	NA	1	48306605	48306639	1	48439357	48439360	isoComp_00012022	geneComp_00003069	A_RO_D200	B_RO_D100	0.05483333333333333	0.025064018120132762	0.150869097007723	0.013600000000000001	0.06843333333333333
ENST00000395611.7	0	NA	NA	1	48424514	48424585	1	48308095;48325897	48310400;48337726	0	NA	NA	1	48410168	48410328	0	NA	NA	1	48306605	48306639	1	48439357	48439360	isoComp_00096759	geneComp_00038038	A_RO_D200	C_RO_D45	0.06709999999999999	0.01270342391129587	0.09301521326210309	0.013600000000000001	0.0807
ENST00000397621.6	1	695216	695316	1	696773	697419	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	719099	720254	1	691810	692140	isoComp_00104940	geneComp_00040196	A_RO_D200	C_RO_D45	-0.004399999999999987	0.8845367682131708	0.9584193547478597	0.09459999999999999	0.0902
ENST00000397621.6	1	695216	695316	1	696773	697419	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	719099	720254	1	691810	692140	isoComp_00020203	geneComp_00005227	A_RO_D200	B_RO_D100	-0.04969999999999999	0.01101871528944955	0.08851855982583955	0.09459999999999999	0.0449
ENST00000397621.6	1	695216	695316	1	696773	697419	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	719099	720254	1	691810	692140	isoComp_00189677	geneComp_00075165	B_RO_D100	C_RO_D45	0.0453	0.03458159457281154	0.17036096826100183	0.0449	0.0902
ENST00000431721.6	1	48701207	48702146	1	48715315	48715527	0	NA	NA	2	48694241;48694526	48694458;48695089	0	NA	NA	0	NA	NA	1	48717216;48721809	48717330;48721981	1	48688003;48689538;48691307;48692954;48693448	48688773;48689713;48691482;48693179;48693521	isoComp_00088632	geneComp_00035928	A_RO_D200	C_RO_D45	0.017650000000000002	0.04799848164442832	0.21889962838615137	0.0132	0.030850000000000002
ENST00000431721.6	1	48701207	48702146	1	48715315	48715527	0	NA	NA	2	48694241;48694526	48694458;48695089	0	NA	NA	0	NA	NA	1	48717216;48721809	48717330;48721981	1	48688003;48689538;48691307;48692954;48693448	48688773;48689713;48691482;48693179;48693521	isoComp_00173369	geneComp_00070897	B_RO_D100	C_RO_D45	0.015983333333333336	0.15567420371836005	0.4210935581116955	0.014866666666666667	0.030850000000000002
ENST00000431721.6	1	48701207	48702146	1	48715315	48715527	0	NA	NA	2	48694241;48694526	48694458;48695089	0	NA	NA	0	NA	NA	1	48717216;48721809	48717330;48721981	1	48688003;48689538;48691307;48692954;48693448	48688773;48689713;48691482;48693179;48693521	isoComp_00003895	geneComp_00000959	A_RO_D200	B_RO_D100	0.001666666666666667	0.9315942659778416	0.9797461017779504	0.0132	0.014866666666666667
ENST00000445323.7	1	150705325	150708538	1	150712342	150712365	0	NA	NA	1	150762738	150764511	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693396	0	NA	NA	isoComp_00172647	geneComp_00070723	B_RO_D100	C_RO_D45	0.10451666666666667	0.06460335325551149	0.2540983993018842	0.055233333333333336	0.15975
ENST00000445323.7	1	150705325	150708538	1	150712342	150712365	0	NA	NA	1	150762738	150764511	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693396	0	NA	NA	isoComp_00087910	geneComp_00035754	A_RO_D200	C_RO_D45	0.1056	0.01635837103225441	0.11013322632455418	0.054150000000000004	0.15975
ENST00000445323.7	1	150705325	150708538	1	150712342	150712365	0	NA	NA	1	150762738	150764511	1	150699300	150705079	0	NA	NA	1	150687876;150693338	150687948;150693396	0	NA	NA	isoComp_00003173	geneComp_00000785	A_RO_D200	B_RO_D100	0.001083333333333332	0.8682247248945838	0.9577376051824796	0.054150000000000004	0.055233333333333336
ENST00000517523.1	0	NA	NA	1	96231532	96231621	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	96233219;96235512	96233227;96235545	1	96222947	96230939	isoComp_00202880	geneComp_00078635	B_RO_D100	C_RO_D45	0.04295	0.07677811289407165	0.28135015020467097	0.0828	0.12575
ENST00000517523.1	0	NA	NA	1	96231532	96231621	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	96233219;96235512	96233227;96235545	1	96222947	96230939	isoComp_00033406	geneComp_00008697	A_RO_D200	B_RO_D100	-0.045100000000000015	0.06402776916747745	0.2666267875272419	0.1279	0.0828
ENST00000517523.1	0	NA	NA	1	96231532	96231621	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	96233219;96235512	96233227;96235545	1	96222947	96230939	isoComp_00118143	geneComp_00043666	A_RO_D200	C_RO_D45	-0.002150000000000013	0.9951720544269234	0.9984019779750765	0.1279	0.12575
ENST00000518406.5	0	NA	NA	1	96231379	96231515	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	96235539	96235545	1	96222947	96230942	isoComp_00118144	geneComp_00043666	A_RO_D200	C_RO_D45	-0.09655	0.08813177692525088	0.31392385915682186	0.1789	0.08235
ENST00000518406.5	0	NA	NA	1	96231379	96231515	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	96235539	96235545	1	96222947	96230942	isoComp_00202881	geneComp_00078635	B_RO_D100	C_RO_D45	-0.11825	3.3113044414268e-5	0.001027896168551489	0.2006	0.08235
ENST00000518406.5	0	NA	NA	1	96231379	96231515	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	96235539	96235545	1	96222947	96230942	isoComp_00033407	geneComp_00008697	A_RO_D200	B_RO_D100	0.021699999999999997	0.634987527537226	0.8500549824390256	0.1789	0.2006
ENST00000532204.6	0	NA	NA	1	118447625	118447736	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	118436369	118436492	1	118468775;118471662;118476805;118477967;118480174;118481715;118482422;118484183;118484862;118488614;118489792;118490129;118491196;118491744;118493057;118494288;118494694;118495700;118496261;118497936;118498370;118499303;118499835;118500987;118501672;118502398;118507529;118509136;118509948;118511951;118519618;118519957;118520802;118521288;118521897	118468844;118474315;118476982;118478201;118480238;118482248;118482495;118484314;118484975;118488760;118489887;118490249;118491309;118491928;118493230;118494398;118494767;118495893;118496367;118498073;118498528;118499420;118499913;118501147;118501857;118506646;118507609;118509200;118510118;118512025;118519792;118520064;118520885;118521417;118526832	isoComp_00016609	geneComp_00004256	A_RO_D200	B_RO_D100	0.00925	0.9216028346378757	0.9756259337702521	0.00375	0.013
ENST00000532204.6	0	NA	NA	1	118447625	118447736	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	118436369	118436492	1	118468775;118471662;118476805;118477967;118480174;118481715;118482422;118484183;118484862;118488614;118489792;118490129;118491196;118491744;118493057;118494288;118494694;118495700;118496261;118497936;118498370;118499303;118499835;118500987;118501672;118502398;118507529;118509136;118509948;118511951;118519618;118519957;118520802;118521288;118521897	118468844;118474315;118476982;118478201;118480238;118482248;118482495;118484314;118484975;118488760;118489887;118490249;118491309;118491928;118493230;118494398;118494767;118495893;118496367;118498073;118498528;118499420;118499913;118501147;118501857;118506646;118507609;118509200;118510118;118512025;118519792;118520064;118520885;118521417;118526832	isoComp_00101346	geneComp_00039225	A_RO_D200	C_RO_D45	0.04214999999999999	6.786181831875198e-7	4.798605730214757e-5	0.00375	0.045899999999999996
ENST00000532204.6	0	NA	NA	1	118447625	118447736	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	118436369	118436492	1	118468775;118471662;118476805;118477967;118480174;118481715;118482422;118484183;118484862;118488614;118489792;118490129;118491196;118491744;118493057;118494288;118494694;118495700;118496261;118497936;118498370;118499303;118499835;118500987;118501672;118502398;118507529;118509136;118509948;118511951;118519618;118519957;118520802;118521288;118521897	118468844;118474315;118476982;118478201;118480238;118482248;118482495;118484314;118484975;118488760;118489887;118490249;118491309;118491928;118493230;118494398;118494767;118495893;118496367;118498073;118498528;118499420;118499913;118501147;118501857;118506646;118507609;118509200;118510118;118512025;118519792;118520064;118520885;118521417;118526832	isoComp_00186083	geneComp_00074194	B_RO_D100	C_RO_D45	0.0329	0.10715533227969506	0.3419132789662637	0.013	0.045899999999999996
ENST00000585169.6	0	NA	NA	1	28885857	28885947	1	28892354;28894389;28895282	28892916;28894811;28896300	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00191759	geneComp_00075743	B_RO_D100	C_RO_D45	-0.014616666666666667	0.5087620186225134	0.7633152852618968	0.11746666666666666	0.10285
ENST00000585169.6	0	NA	NA	1	28885857	28885947	1	28892354;28894389;28895282	28892916;28894811;28896300	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00107022	geneComp_00040774	A_RO_D200	C_RO_D45	-0.04470000000000002	0.08652680852777979	0.3103057667346996	0.14755000000000001	0.10285
ENST00000585169.6	0	NA	NA	1	28885857	28885947	1	28892354;28894389;28895282	28892916;28894811;28896300	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	isoComp_00022285	geneComp_00005805	A_RO_D200	B_RO_D100	-0.03008333333333335	0.31785496078940806	0.6246260041624253	0.14755000000000001	0.11746666666666666
ENST00000619232.2	3	71450169;71558639;71619999	71452232;71558644;71620006	1	71573418	71573573	4	71492083;71508468;71528423;71541930,71565228;71569464,71633473;71633968,71712396;71765886;71782287;71860592	71496633;71508683;71529274;71553507,71565246;71572734,71633505;71634261,71712435;71766009;71788470;71861923	1	71866982	71867039	2	71553567;71625101	71557024;71630556	0	NA	NA	1	71867204	71867415	0	NA	NA	isoComp_00235174	geneComp_00090715	B_RO_D100	C_RO_D45	0.005333333333333329	0.6144945348195927	0.8284726541033405	0.020466666666666668	0.025799999999999997
