gene_name	DGE_log2FC	log10DGE_qval
CAV2	1.8302840122694468	1.3709277441619887
BUD31	-0.18709580722813976	0.37018245831471774
RBM28	0.08531159049311558	0.14152828845002052
LSM5	-0.5790364754879856	0.5134669210969547
SETX	0.3051538794786206	0.7339097941719945
CASC3	-0.3824620858736758	0.8975982681161342
C1QBP	-0.12475648738482992	0.23738444055637845
DDX5	0.14853701450015855	0.24248310157172995
KAT2A	-0.26559795389347457	0.4597331715311931
PPP1R9B	-0.01129436522922727	0.008841633309153317
LUC7L3	-0.7443017959269721	1.253673778971667
EFTUD2	0.1293702901045542	0.18183536526526836
SUPT6H	0.5039623344711569	1.0741961419410984
FRG1	-0.21384167697063056	0.4175358786164392
DHX15	-0.6917102380268141	1.2924953633134688
PPARGC1A	0.5022491104466864	0.7527458673984925
ZPR1	0.10069545135159604	0.0968314733118492
HSPA8	-0.32653055270365783	0.6527963250339118
DCPS	-0.37902758094943523	0.48867193548198223
PRPF19	-0.12712534899980213	0.1989332555928693
RPS13	-1.0089752276722317	1.717205083629278
NUP98	0.2750525583285378	0.29516433867982667
PRPF40B	0.10522872825528624	0.14554988317958262
MAGOHB	-0.068755119720381	0.08355457852919386
STX2	-0.3978356617048513	0.7219526295361637
SRSF9	-0.68463452540912	0.8990310771668949
SRSF3	-0.07833263109092163	0.1131809051795295
RBM24	-2.171043663366717	1.2251308408268162
KHDRBS2	0.8283923402932181	1.196849740720688
QKI	-0.4443579510348022	0.5230578961521982
IK	0.14848907446985443	0.2791250731097634
CLK4	-0.0445778385492475	0.05637768524188959
GABRG2	2.276127923308917	1.3649322081363688
ARB2A	-0.4723859137917178	0.665985955817682
PPP2CA	-0.16873305050513296	0.3484199810503008
PPWD1	-0.15426438854587557	0.24586848591990937
TCERG1	-0.2818926687869796	0.41460204435310083
KAT2B	0.23289754191507653	0.2909101234454884
FXR1	-1.0158146200425733	1.733737427864636
NCBP2	-0.25055796434585403	0.3847145234126965
NCL	-0.06161012214582934	0.09038353074736852
SF3B6	-0.6005474670527094	1.4607458360049215
SF3B1	-0.5473453435049213	1.1418566243772394
PPP1R7	-0.2474678510912879	0.48316220130571175
SRSF7	-0.49826214792359413	1.1051008290489577
TIA1	-0.8423934283253294	1.6772860984497264
SRSF4	-0.4404622311963031	1.0445417136610615
WDR77	-0.2642945034286992	0.4068842517245377
SFPQ	0.22263942085650495	0.460067911768843
IVNS1ABP	-1.1927781388859469	1.7923628570768066
BCAS2	-0.07571397525451307	0.11948948614143363
SRSF11	-0.21604895887797057	0.36654825903620264
TTF2	-1.022297515911425	1.781203996050925
RRAGC	0.4147335180950754	0.6222880339426271
PRPF3	0.2754813434758154	0.4276910321127829
PTBP2	-0.659160390058527	0.6524336217590394
PRDX6	-0.8571436824631526	1.7560283047301357
SYF2	-0.6108174410105583	1.0892812015512223
PPP1R8	-0.381740573907909	0.9395066205600002
PTBP3	0.3628221352914167	0.5848202335338033
RBM25	0.31225986511825043	0.6020057868149862
NRDE2	-0.11676263653837872	0.12180985156762306
SUPT7L	-0.2622642707630839	0.5076618430547087
FAM98A	0.1827829728518444	0.2730051548486984
CRIPT	-0.581746550975578	1.0395727156899315
SMNDC1	-0.3239006015291254	0.6557291965582458
ENY2	-0.882361749602601	1.7398038515204672
TAF12	-0.6064611597189329	1.0394797192197964
WBP4	-0.3474890289140731	0.3455896925313991
TARDBP	-0.5345976829227688	1.1370142530651821
KHDRBS1	-0.3460471509842097	0.8669728666956733
HNRNPA2B1	-0.31315436132548125	0.6886687965026735
SMU1	-0.139068825425902	0.13847101528368166
ECD	0.28738273408364	0.4402285569457276
RBM19	0.6555728424162252	1.248707277211527
DDX39A	-0.6472905356017745	1.1663550723953309
WDR83	-0.3155291188316111	0.3389889432925808
ZC3H13	0.18406889504160823	0.3268937279309
SRSF6	0.0892204773610938	0.08279351157637818
SNRNP27	-0.2477046107748178	0.49945748963246933
MPHOSPH10	-0.01628067643416627	0.02320893841833276
USP22	-0.4708833165300768	0.9720658983902684
SNRPC	-0.3517951477358957	0.685199150178292
AHNAK	-0.08761975562201275	0.03498190911451455
UPF3B	-0.1958836273114194	0.4030237554436656
RNF113A	-0.63173870337115	0.7703178858952879
ARMC7	-0.4443010196418998	0.38751598610707916
GTF2F1	-0.087955634266062	0.1218100736706094
THOC2	-0.14820735339468064	0.3025171963711034
SNRPD2	-0.9263301394348598	1.7815093977083205
SNRPB	-0.5036975553737227	0.9057483702062463
SNRPB2	-0.7334382242581583	1.2337134812721793
HNRNPR	-0.4590098698586729	1.048102633109775
RALY	-0.11284748668509673	0.17053465012122515
RBM42	0.3824825663470186	0.8964996665000867
PRMT1	-0.0328614494745369	0.03637913960883594
SCAF1	0.3638056111018366	0.6921432368937048
NSRP1	-0.12418594255938126	0.231659185761818
DNAJC8	0.0256614783065656	0.033084637822812464
HNRNPH2	-0.03200245696679763	0.03881417537486304
METTL16	-0.07561234830808339	0.06141956467164294
RBM48	-0.49900669115479535	0.8660045137321368
LSM8	-0.6222803985380447	1.3119253825493136
PRKRIP1	-0.5661738442778438	1.0797986945154974
SNRPN	-0.3200224042188368	0.7944381188554255
FXR2	0.6462108086821035	1.3073896838076018
LSM7	-0.8211352769268175	1.4291305741163485
LSM4	-0.4069123334281494	0.963317141583644
HABP4	-0.4875374371610983	0.7878957240384545
PPIL4	0.1481644549554519	0.2808258226315167
AAR2	-0.1799746591169506	0.2952947777539108
RBM39	-0.4080904358791923	0.6992059906913244
THOC6	-0.33929801867070336	0.42576481005932887
KHDRBS3	0.7764261106211537	1.592609473684231
SNRPA1	-0.5680776039454174	1.1789397347972073
LRRC9	1.0207505304802702	0.8370942287471885
LGALS3	1.892302558352294	1.1429656907035137
GRSF1	-0.482376076112416	1.2020839429708423
ZRANB2	0.10071519521371308	0.15342302492391208
KHDC4	-0.4849876210295285	1.1926502426964327
CTNNBL1	0.0082577618818495	0.007335685843198674
RBM38	-0.8131833907610709	1.3548836133633586
SRRM1	-0.03330119842359442	0.041814529975673066
CHL1	1.5543709048678218	1.341540932836816
PRPF38B	-0.09912815711205931	0.16402498136310564
SLC38A2	-1.3959580387030477	2.0619051146773755
RBM17	-0.3369467565584441	0.6613766710313207
RBMX2	-0.423150595932722	0.7553054496605918
PRPF38A	-0.1701902075562924	0.34262315045392056
MSI1	-0.0326505089906114	0.0445848567791131
SRPK2	-0.14704475627480407	0.21166227706693355
SYNCRIP	-0.14159057212847972	0.24111893126249892
ZC3H10	-0.26089385447581376	0.3309553638384279
HNRNPA1	-1.1343803803068626	1.3711502024700897
TAF5L	0.09409904127170796	0.03750628002618175
DHX9	-0.2573671623397992	0.5126869925716288
C2orf49	-0.3839018937786041	0.7219526295361637
SRSF1	-0.5884443142898054	1.3164517568274468
TRA2B	-0.3141244281585709	0.7988038633671903
C9orf78	-0.01493054449781397	0.01796098119202902
PRPF4	-0.35327849959719704	0.7296017833241201
GABBR2	1.608163140128951	1.8840506244356925
NCBP1	0.08024001990466927	0.09031338643237781
PPIL1	-0.1519302645137249	0.3158449978489825
BUD13	-0.3732999087723202	0.6246165660897313
DBR1	-0.3238187597265142	0.440770041354005
PPIG	0.2814167752952188	0.5035821169043542
CIR1	-0.28213124496136877	0.575536447337362
HNRNPD	-0.33767845139833097	0.7187625331654364
ZCRB1	-0.24884293703616828	0.4835101097477644
SCAF11	-0.1163717752217059	0.2124587882151663
SNRPF	-0.8539056610610819	1.6988368124335316
SLC39A5	1.780444546211792	1.5745422837804037
TMBIM6	-0.6009769360585497	1.50274231397277
SRRM4	0.35517138545906823	0.37545244106580533
MBNL2	0.2319552175408953	0.15372589513286358
MFAP1	-0.3986603096238056	0.9415213786183014
CELF6	1.0387668145844475	0.8163623080899334
DHX38	-0.1657215609404553	0.21129714517858803
TXNL4B	-0.35275289628883455	0.4631146170930488
NOL3	0.0688404678165092	0.055379849794282995
EIF4A3	-0.3897041426794823	0.8399174765720364
MAPK4	1.7240451446595784	2.1898582760108747
TXNL4A	-0.15326269679248833	0.28270057147727945
GEMIN7	-0.4451925031613552	0.32544535227287535
ILDR2	-0.11088998397409	0.09160596116914467
PRCC	0.39798906568058606	0.8853635359442514
SF3B4	0.2492191143550412	0.5684869784490274
SDE2	0.33885379273207766	0.5635805945778017
HNRNPLL	-0.35145407745052587	0.404913196334597
SNRPG	-0.4974038360288276	1.045314180962776
SNRNP200	-0.5522082729858018	1.3848381932793654
POLR2D	-0.5409146300676274	1.069433683561098
METTL14	-0.17146350973199545	0.2590724684803639
PIK3R1	0.3530102963180527	0.6759479147926003
DDX46	-0.04811566040993492	0.06749617509146813
ZMAT2	-0.02808856334736754	0.013385077641400369
WTAP	-0.5314054855312718	1.3023794847542982
CASK	0.00738398318549794	0.0047628058356107275
NONO	-1.079407035321858	2.0172677931606753
RBMX	-0.9217203221180716	1.498848458169799
POLR2K	-0.6753196651605008	1.3494645792841975
CAMK2G	0.6824799348426627	1.1452133116506675
FRA10AC1	-0.11580260619010505	0.1579153306495515
CELF1	-0.29882570050178103	0.511595829468067
TRPT1	-0.5877696918230317	1.3780078250071948
CWC15	-0.2204818869752718	0.4593020108931728
SAP18	-0.45565128161842344	1.0319315543018566
ANK3	1.2002586950194798	1.417046575408686
TIAL1	-0.674324970598326	1.55122050704034
GEMIN6	-1.047348294951599	1.6700945338695592
TADA1	-0.6322098637725995	0.78342078118721
CWF19L2	0.1346003244788299	0.12727955377358047
MBNL1	1.4028633726468414	1.5154526794351653
SREK1IP1	-0.8309601539258277	1.7846144336287555
CWC27	0.4582053997385755	1.0269004353135256
HNRNPU	-0.04247816640697169	0.06079456790763618
SREK1	-0.15253666704519947	0.22782511218174203
MSI2	-1.3514174605032252	2.022913603901793
SRSF12	-0.11005407522015132	0.08267888586752546
TSEN2	-0.5456268047423336	0.376287147862628
AFF2	2.062887491431748	2.1550999373377153
KCNMA1	1.4049438488155537	1.4532085841354974
RBPMS	0.3860308523710567	0.38034075959921043
DYRK1A	-0.0505197615499264	0.06910281637167368
KCNJ6	2.095063804039424	1.2713923182310618
CCAR2	0.34484678617460224	0.7225759173280916
EPB41	0.478223097164598	0.5496389072541861
PAXBP1	-0.1273665477078241	0.2112950095439722
SON	0.24135032524264016	0.4834733632766506
CELF3	-0.5143558314544929	0.7310486282512966
U2AF1	0.8933339244777785	0.45516742678717653
RRP1B	0.5219320327858834	1.0806914632776228
CCDC12	0.10414975357884725	0.1735968302179836
CELF5	-0.5771853219242278	0.9517582663591819
U2AF1L4	-0.00457700326559526	0.002436516812760341
SRSF2	-0.4062029208310348	0.8369303793317633
SNRNP25	-0.38309745274035933	0.5134669210969547
TAF6L	-0.1427852111108176	0.13381324783895007
ELAVL4	-0.4097587974952069	0.14676239671904104
MAGOH	-0.5148891328109841	1.1929954023686566
NTNG1	1.4042203703281937	0.5651658240637565
ZNF326	0.4042718820059053	0.852194672440909
CADM3	-0.568348204166342	0.5344238164271071
RBM15	0.23153198801933897	0.38693700756162247
SCNM1	-0.40394341496372305	0.8384120885045454
IWS1	0.2022760274799651	0.3616724025782726
CWC22	0.07089050180114283	0.08673913701090903
PPP4R2	0.0760106651141865	0.07624702715117909
THOC7	-0.5255115490092385	1.1275797429727872
ATXN7	1.0122138939138383	1.3313808541623624
CCNL1	0.02383080935195343	0.0314723727736542
RBM47	0.4910840912036865	0.28755758011962945
U2SURP	0.21082530214784423	0.42252653233801984
SNIP1	0.28055049702520085	0.40926082689925936
POLR2H	-0.7130617056020253	1.4200991809542804
LSM6	-1.2288386099302355	1.7586617517354162
GRIK2	-0.5948493531579269	0.3345026027883617
TRA2A	-0.18607460007316917	0.27679486825690264
SLU7	-0.06429201488971487	0.08304673734217971
RP9	-0.27550403871978457	0.5483378517931139
USP49	-0.4901004455775595	1.0843636544429867
SHH	1.3227261806692947	0.5562101439419925
FASTK	0.48166342931821254	0.8821101024403575
VIRMA	-0.03733867087151191	0.05291776042340596
HNRNPK	-0.7124147278600482	1.4073584307079234
RPUSD4	-0.5477849783397875	0.849284483056699
PRPF18	-0.4959839367409836	0.6603596635024636
METTL3	-0.37137093149101824	0.4895745631644422
TAF10	-0.2578147363321599	0.4833791541798849
RBPMS2	-0.47978985209863734	0.8742564411023592
SNRPD1	-0.32583838114875835	0.619324385116604
CDK12	0.5263680153230167	1.1942822394496453
RBFOX3	-1.1837991232715486	1.6821260079090443
SRRM2	-0.26002261635253865	0.4166832793614886
POLR2G	-0.06604818300326169	0.09294259649984143
SF1	0.706624354463561	1.42684022419313
CDC40	0.23196883016054043	0.3811442856986709
SNRNP48	-0.5724463310620146	1.0907971280231303
USP39	0.06227938713895028	0.05527403812732887
HNRNPH1	-0.5281056075917332	0.6716887688847266
UPF3A	-0.41307648052541024	0.7485606981343562
CD2BP2	0.02230877244885101	0.029266558330021595
ZRSR2	-0.21949124026642783	0.26183033394718874
PCBP1	-0.6126758663435642	0.5993241917084268
HNRNPF	-0.02827342772791057	0.04187102581687697
SF3B5	-0.31475923779532616	0.7592860157527185
HNRNPA3	-0.5380081549059651	1.1000416669270876
CDH2	-0.6736354078221328	1.1713184827768155
LSM3	-0.2031753576883303	0.430256922250204
TSEN34	0.6157280968196924	1.0932404921458279
TADA3	-0.3750273794754924	0.8809455043868092
FAM98B	-0.5947331483104681	1.2609142947591125
PLRG1	-0.3668456129430242	0.8182031159310514
CLSTN1	0.06815816731072391	0.07810471212639562
GPHN	1.503079574920115	2.0076099985815765
EXOSC10	-0.2579463627963578	0.5524097770221066
PPIH	-0.4875903562745521	1.000399553938466
SMN1	-0.548959179942306	0.28737117354014496
CLP1	-0.22020869173595164	0.2739089782682795
TADA2B	0.678170568667153	0.7453216023719702
DAB1	1.139982407864228	1.4162546463891759
EIF1	-0.477186088193837	0.9669382890851477
RBM4B	-1.1115231605614782	1.8044806383644967
RBM4	-0.3286627916044493	0.5343569556837297
PRPF8	-0.11426541898143958	0.19235933706358893
DDX23	-0.3521705519415691	0.575536447337362
LARP7	0.05941556089199812	0.07995844305078001
RSRC1	0.9209762821977796	0.8199016317847715
LSM1	-0.094567765650486	0.16354327900390123
SART1	-0.04671188978619118	0.048486517586893055
ZBTB8OS	-0.137257366665739	0.2730759484525307
CLK2	-0.4053362881715526	0.8159811270721313
SGF29	-0.6094235496780261	0.969750228769404
GRIN1	0.7833700549740635	0.20596990038890362
PUS1	0.24457847971720215	0.30011566419277996
RBM44	2.079906056025416	0.7816091543251078
SRRM3	1.039193195563522	1.8044806383644967
POLR2L	-0.5236082327769883	1.0481364015894683
ERN1	0.9265034334489916	1.291338440635666
ZBTB7A	0.9730299172867352	1.63304702302628
CLK3	-0.5353334540383766	1.1370605543748105
GEMIN4	-0.24544305866638788	0.29250212824724314
PUF60	0.14554652860665834	0.23429510429481198
NPM1	-0.7809820442452108	1.3210537709943955
POLR2A	-0.12174425699703573	0.16659369116831146
LSM10	0.135378142155654	0.24287614228547394
SNRPE	-1.275594134207576	1.6278499231894739
TSEN54	-0.27158202097010453	0.3745453554860481
ARL6IP4	0.3830294540054481	0.5308935080848919
CEP97	-0.8748372936185635	0.9088668931316453
RBM10	0.14494416655921394	0.20530052084512862
CADM1	1.4081369737758471	2.2600098013311993
DDX41	-0.0659432700040511	0.07725508343001786
SF3A3	-0.1369429916839681	0.22455396909478317
ALYREF	0.5912411296570259	0.926429697412516
RBM12B	-0.5030943904258766	0.6516797226708757
SNRNP35	-0.4779659296306356	0.8151487872380625
TSSC4	0.5877714008310104	1.061476646739233
EFNA5	-2.055824643183933	1.1877947761762635
PRPF39	-0.26461604268501543	0.43279387615099785
RBM11	0.10376767743756102	0.054758654137357185
AHNAK2	-0.04389925422813103	0.022726319003338498
RNPC3	0.06165627128156813	0.06137803357747739
CENATAC	0.33571580946906476	0.609730865978332
GTF2F2	-0.3139131175912	0.6297124308956265
SRSF10	-0.30011998030811515	0.6430005134670878
SF3B3	-0.6226085206254739	1.3548836133633586
SUPT3H	0.5404944021525945	0.8113829227354906
TRRAP	0.34953376065710506	0.6469343318282519
PRPF40A	-0.09097002984817204	0.11427868260831694
PCBP2	-0.6703755925305215	1.3514507868759673
RPS26	-0.2029500558469296	0.24193091516796197
DDX42	0.26833829313578184	0.5230364645423334
UBL5	-0.5134835206983398	1.3073896838076018
DDX39B	-0.7658083537035041	1.6713904079049213
ZNF830	-0.1034632077077238	0.11857893158513225
TSEN15	-0.46144614312685633	1.007665745490503
RBM20	1.1353082039147	0.7460924440712053
HSPA1A	0.03412236951115798	0.024547837720045252
LSM2	-0.8853826348766188	1.8099031532292817
DHX16	0.42999062608617417	0.8182031159310514
SMN2	-0.04156838689985946	0.013964232963363982
RNPS1	-0.3327225392797183	0.636798667650032
RBMXL1	1.006774422608318	1.358097558316802
DDX47	-0.3457329962309685	0.18453634411247122
HNRNPUL2	-0.21188158414539504	0.40932838192331683
CCNL2	-0.3577633421188276	0.6533282822448492
RBM14	-0.4780139697865645	0.8915356561610004
PPIL3	-0.7170602283933623	1.4346642966067407
ISY1	0.17707543056844816	0.28442980026602194
RBM12	-0.29922016248086647	0.45220640607482254
CDK11B	0.08989771868851297	0.1442893082433249
RBM15B	-0.13019426502471407	0.17053465012122515
ISY1-RAB43	-0.4829020823691374	0.10246252597965118
SRSF8	0.1071449107803348	0.1920735461251564
RBM8A	-0.33606380621750076	0.7473825098387149
TAF15	-0.1672537401173977	0.33086300215916464
GRIN2B	1.421938558111412	1.304483914365333
SNURF	-1.456429385345343	1.3153320503044945
CWC25	-0.05410907135664516	0.06474595854005895
TAF9	-0.4899445362020612	1.0426374264762077
