gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00001277	ENSG00000082397	EPB41L3	FT	RGC	0.037557054503067185	84
geneComp_00002233	ENSG00000103197	TSC2	FT	RGC	0.03774308683524152	85
geneComp_00005208	ENSG00000133026	MYH10	FT	RGC	0.03774308683524152	86
geneComp_00003282	ENSG00000113048	MRPS27	FT	RGC	0.03940982632576831	87
geneComp_00009883	ENSG00000172292	CERS6	FT	RGC	0.039888433632931625	88
geneComp_00011216	ENSG00000184640	SEPTIN9	FT	RGC	0.039888433632931625	89
geneComp_00013412	ENSG00000231793	DOC2GP	FT	RGC	0.03995129860029654	90
geneComp_00008044	ENSG00000160710	ADAR	FT	RGC	0.04327925487778515	91
geneComp_00001368	ENSG00000085832	EPS15	FT	RGC	0.04498753022651105	92
geneComp_00004670	ENSG00000127990	SGCE	FT	RGC	0.04498753022651105	93
geneComp_00004664	ENSG00000127948	POR	FT	RGC	0.045644673172514395	94
geneComp_00008391	ENSG00000163539	CLASP2	FT	RGC	0.045644673172514395	95
geneComp_00006080	ENSG00000139624	CERS5	FT	RGC	0.04821729494315863	96
geneComp_00008687	ENSG00000164828	SUN1	FT	RGC	0.04877452944154759	97
