gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00038740	METTL26	METTL26	RGC	RO_D45	6.357873492049733e-13	51
geneComp_00034244	FHL1	FHL1	RGC	RO_D45	6.71209721274765e-13	52
geneComp_00022230	TPD52	TPD52	RGC	RO_D209	7.337298158943919e-13	53
geneComp_00035145	GRAMD1A	GRAMD1A	RGC	RO_D45	9.6507431506552e-13	54
geneComp_00027529	CLASP2	CLASP2	RGC	RO_D45	1.3282250873223521e-12	55
geneComp_00046628	TPM1	TPM1	RGC	RO_D45	1.3779947473933951e-12	56
geneComp_00010048	FRMD4B	FRMD4B	RGC	RO_D209	1.409641342178598e-12	57
geneComp_00033748	EXOSC7	EXOSC7	RGC	RO_D45	1.542129742428529e-12	58
geneComp_00010662	GPM6A	GPM6A	RGC	RO_D209	2.692711487739789e-12	59
geneComp_00015658	NOL3	NOL3	RGC	RO_D209	2.8134273392241737e-12	60
geneComp_00050527	BSG	BSG	RO_D209	RO_D45	3.188928965047343e-12	61
geneComp_00000896	APP	APP	RGC	RO_D209	4.449417949721959e-12	62
geneComp_00043299	RPL22L1	RPL22L1	RGC	RO_D45	7.142525046097985e-12	63
geneComp_00044107	SH3GLB1	SH3GLB1	RGC	RO_D45	1.096667742500095e-11	64
geneComp_00028091	CSTF2	CSTF2	RGC	RO_D45	1.6105367500583028e-11	65
geneComp_00009234	ERGIC3	ERGIC3	RGC	RO_D209	2.2169764476665897e-11	66
geneComp_00026978	CD47	CD47	RGC	RO_D45	2.309533164388966e-11	67
geneComp_00022232	TPD52L2	TPD52L2	RGC	RO_D209	3.609437826646242e-11	68
geneComp_00003328	CNTNAP2	CNTNAP2	RGC	RO_D209	4.5843361498482937e-11	69
geneComp_00047445	VAMP2	VAMP2	RGC	RO_D45	7.156945097278513e-11	70
geneComp_00041485	PKM	PKM	RGC	RO_D45	1.0009449490504626e-10	71
geneComp_00034225	FGFR1OP2	FGFR1OP2	RGC	RO_D45	1.0498155129576495e-10	72
geneComp_00027715	CNTNAP2	CNTNAP2	RGC	RO_D45	1.126234081893837e-10	73
geneComp_00025258	APLP2	APLP2	RGC	RO_D45	1.382471974381519e-10	74
geneComp_00025850	BAK1	BAK1	RGC	RO_D45	1.5320809406876844e-10	75
geneComp_00024913	AKAP9	AKAP9	RGC	RO_D45	1.597979400015953e-10	76
geneComp_00004212	DHRS7	DHRS7	RGC	RO_D209	2.013140092110069e-10	77
geneComp_00036386	ITGB3BP	ITGB3BP	RGC	RO_D45	2.0623174342924118e-10	78
geneComp_00017248	PLTP	PLTP	RGC	RO_D209	2.1763640067946637e-10	79
geneComp_00034196	FGD5-AS1	FGD5-AS1	RGC	RO_D45	2.2412665192952637e-10	80
geneComp_00027267	CERS5	CERS5	RGC	RO_D45	2.3889372877091426e-10	81
geneComp_00018844	RORB	RORB	RGC	RO_D209	2.4714366402306814e-10	82
geneComp_00025968	BEX2	BEX2	RGC	RO_D45	2.930910145871345e-10	83
geneComp_00042468	QKI	QKI	RGC	RO_D45	4.5487097776682723e-10	84
geneComp_00047786	XBP1	XBP1	RGC	RO_D45	4.5875795570381884e-10	85
geneComp_00033687	ETFB	ETFB	RGC	RO_D45	6.341225857273083e-10	86
geneComp_00010663	GPM6B	GPM6B	RGC	RO_D209	7.11134497912204e-10	87
geneComp_00035760	HOOK2	HOOK2	RGC	RO_D45	1.0478869357773695e-9	88
geneComp_00071247	TSC22D4	TSC22D4	RO_D209	RO_D45	1.3344666681241156e-9	89
geneComp_00039162	MRPL51	MRPL51	RGC	RO_D45	1.3687609587067092e-9	90
geneComp_00047534	VPS13C	VPS13C	RGC	RO_D45	1.390728982862948e-9	91
geneComp_00045797	TCF12	TCF12	RGC	RO_D45	1.5727131277778462e-9	92
geneComp_00040650	ORMDL1	ORMDL1	RGC	RO_D45	1.9063915437457554e-9	93
geneComp_00027619	CLTA	CLTA	RGC	RO_D45	2.453615260025121e-9	94
geneComp_00009857	FHL1	FHL1	RGC	RO_D209	2.5726150323674423e-9	95
geneComp_00045203	SRSF2	SRSF2	RGC	RO_D45	4.085988756099731e-9	96
geneComp_00001339	ATP6V1H	ATP6V1H	RGC	RO_D209	4.102668914479407e-9	97
geneComp_00048041	ZFP1	ZFP1	RGC	RO_D45	4.141637528302129e-9	98
geneComp_00010758	GRAMD1A	GRAMD1A	RGC	RO_D209	4.8905150864239154e-9	99
geneComp_00043932	SEPTIN2	SEPTIN2	RGC	RO_D45	5.178229983649558e-9	100
geneComp_00046789	TRIOBP	TRIOBP	RGC	RO_D45	5.178229983649558e-9	101
geneComp_00046529	TNPO1	TNPO1	RGC	RO_D45	6.1132438240214266e-9	102
geneComp_00039797	NECTIN2	NECTIN2	RGC	RO_D45	6.4303819985837614e-9	103
geneComp_00040840	PAQR3	PAQR3	RGC	RO_D45	6.545555762028272e-9	104
geneComp_00040241	NSD3	NSD3	RGC	RO_D45	6.89891183208357e-9	105
geneComp_00045175	SRP19	SRP19	RGC	RO_D45	7.330248884329141e-9	106
geneComp_00044664	SMAP1	SMAP1	RGC	RO_D45	1.2398823027433838e-8	107
geneComp_00036096	IKBIP	IKBIP	RGC	RO_D45	1.3778821839269185e-8	108
geneComp_00045536	SYNGR1	SYNGR1	RGC	RO_D45	1.4623760944128513e-8	109
geneComp_00014068	MAP6	MAP6	RGC	RO_D209	1.894853297000641e-8	110
geneComp_00016848	PFN2	PFN2	RGC	RO_D209	1.9209228755773687e-8	111
geneComp_00042874	REEP6	REEP6	RGC	RO_D45	2.413329789945984e-8	112
geneComp_00022840	UCKL1	UCKL1	RGC	RO_D209	2.8904973757176302e-8	113
geneComp_00018171	RAB6A	RAB6A	RGC	RO_D209	3.302685892504539e-8	114
geneComp_00016263	ORMDL1	ORMDL1	RGC	RO_D209	3.949382334808415e-8	115
geneComp_00035049	GPM6A	GPM6A	RGC	RO_D45	4.006201635788629e-8	116
geneComp_00003577	CREB5	CREB5	RGC	RO_D209	4.3862365990449105e-8	117
geneComp_00015857	NSFL1C	NSFL1C	RGC	RO_D209	4.6639284996237704e-8	118
geneComp_00046009	THOC1	THOC1	RGC	RO_D45	4.9707629529080167e-8	119
geneComp_00044212	SIX3-AS1	SIX3-AS1	RGC	RO_D45	5.2505464400340344e-8	120
geneComp_00043132	RNF130	RNF130	RGC	RO_D45	5.8373969388725506e-8	121
geneComp_00033535	EPB41L1	EPB41L1	RGC	RO_D45	5.914092729183649e-8	122
geneComp_00018662	RIMS2	RIMS2	RGC	RO_D209	6.097910171074717e-8	123
geneComp_00027375	CHD7	CHD7	RGC	RO_D45	6.793372037921241e-8	124
geneComp_00041141	PDLIM5	PDLIM5	RGC	RO_D45	6.935543268578726e-8	125
geneComp_00022473	TSC22D4	TSC22D4	RGC	RO_D209	7.761048272149191e-8	126
geneComp_00034749	GET1	GET1	RGC	RO_D45	9.903567824336129e-8	127
geneComp_00043419	RPS20	RPS20	RGC	RO_D45	1.0274510212867288e-7	128
geneComp_00004691	EBPL	EBPL	RGC	RO_D209	1.1252423936230793e-7	129
geneComp_00035274	GTF2I	GTF2I	RGC	RO_D45	1.1329859525721865e-7	130
geneComp_00038927	MIS12	MIS12	RGC	RO_D45	1.3737404479437913e-7	131
geneComp_00011373	HOOK2	HOOK2	RGC	RO_D209	1.4397563338215822e-7	132
geneComp_00004288	DLG4	DLG4	RGC	RO_D209	1.49141633279443e-7	133
geneComp_00040244	NSFL1C	NSFL1C	RGC	RO_D45	1.6567388877431974e-7	134
geneComp_00038320	MACROH2A1	MACROH2A1	RGC	RO_D45	1.7585923175562984e-7	135
geneComp_00038452	MAP4K3-DT	MAP4K3-DT	RGC	RO_D45	1.7809705161185953e-7	136
geneComp_00019825	SIX3-AS1	SIX3-AS1	RGC	RO_D209	2.4701940566504825e-7	137
geneComp_00015123	MYO6	MYO6	RGC	RO_D209	2.5082029568544667e-7	138
geneComp_00040058	NOP10	NOP10	RGC	RO_D45	2.7139263041185755e-7	139
geneComp_00010613	GOPC	GOPC	RGC	RO_D209	2.923286768657082e-7	140
geneComp_00067261	REEP6	REEP6	RO_D209	RO_D45	2.950649061521793e-7	141
geneComp_00011709	IKBIP	IKBIP	RGC	RO_D209	3.126113485276636e-7	142
geneComp_00039963	NKAIN4	NKAIN4	RGC	RO_D45	3.2936241867377333e-07	143
geneComp_00039617	NARF	NARF	RGC	RO_D45	3.3834763408406924e-7	144
geneComp_00038554	MBD4	MBD4	RGC	RO_D45	3.4725179214694786e-7	145
geneComp_00013482	LINC02762	LINC02762	RGC	RO_D209	3.899683954468209e-7	146
geneComp_00034031	FANCI	FANCI	RGC	RO_D45	3.92403280150861e-7	147
geneComp_00003208	CLK4	CLK4	RGC	RO_D209	3.977318493185496e-7	148
geneComp_00041801	POP5	POP5	RGC	RO_D45	4.069491530670921e-7	149
geneComp_00019037	RPS25	RPS25	RGC	RO_D209	4.5688573988892557e-7	150
geneComp_00020821	SRSF7	SRSF7	RGC	RO_D209	5.240832598898187e-7	151
geneComp_00004381	DNAJB5	DNAJB5	RGC	RO_D209	5.463798327753414e-7	152
geneComp_00004711	ECSIT	ECSIT	RGC	RO_D209	5.565922282392564e-7	153
geneComp_00046660	TRA2A	TRA2A	RGC	RO_D45	6.382633582028689e-7	154
geneComp_00023399	XBP1	XBP1	RGC	RO_D209	6.454317520693054e-7	155
geneComp_00046654	TPT1	TPT1	RGC	RO_D45	6.78333879924696e-7	156
geneComp_00021027	STX3	STX3	RGC	RO_D209	7.435857320209675e-7	157
geneComp_00019668	SGCE	SGCE	RGC	RO_D209	7.718444853925048e-7	158
geneComp_00018081	QKI	QKI	RGC	RO_D209	8.240411268124326e-7	159
geneComp_00023654	ZFP1	ZFP1	RGC	RO_D209	8.240411268124326e-7	160
geneComp_00004753	EEF1D	EEF1D	RGC	RO_D209	9.004092633268677e-7	161
geneComp_00003966	DBI	DBI	RGC	RO_D209	9.048179504529048e-7	162
geneComp_00004562	DST	DST	RGC	RO_D209	9.427039724893388e-7	163
geneComp_00023589	ZCCHC10	ZCCHC10	RGC	RO_D209	9.454090320234289e-7	164
geneComp_00010923	GUK1	GUK1	RGC	RO_D209	9.791823242297741e-7	165
geneComp_00004637	DYNC1I2	DYNC1I2	RGC	RO_D209	1.1228402975512855e-6	166
geneComp_00029078	EBPL	EBPL	RGC	RO_D45	1.1431590279138973e-6	167
geneComp_00040204	NRBP1	NRBP1	RGC	RO_D45	1.165425070807052e-6	168
geneComp_00020400	SNAP91	SNAP91	RGC	RO_D209	1.1656029123095711e-06	169
geneComp_00042558	RAB6A	RAB6A	RGC	RO_D45	1.1850460174474168e-6	170
geneComp_00016754	PDLIM5	PDLIM5	RGC	RO_D209	1.232427740546712e-6	171
geneComp_00044055	SGCE	SGCE	RGC	RO_D45	1.2370250909467437e-6	172
geneComp_00039457	MYH10	MYH10	RGC	RO_D45	1.2536250549581592e-6	173
geneComp_00059005	GAP43	GAP43	RO_D209	RO_D45	1.2766893557089793e-6	174
geneComp_00047115	UBA52	UBA52	RGC	RO_D45	1.4002778610315107e-6	175
geneComp_00001384	AUTS2	AUTS2	RGC	RO_D209	1.6100164429141226e-6	176
geneComp_00002207	CAPRIN1	CAPRIN1	RGC	RO_D209	1.6376312963207578e-6	177
geneComp_00025666	ATP2A2	ATP2A2	RGC	RO_D45	1.6779036335563478e-6	178
geneComp_00038579	MCCC1	MCCC1	RGC	RO_D45	1.6779036335563478e-6	179
geneComp_00018835	ROMO1	ROMO1	RGC	RO_D209	1.6884197484261809e-6	180
geneComp_00035366	H2AZ2	H2AZ2	RGC	RO_D45	1.946593379365503e-6	181
geneComp_00037033	LAS1L	LAS1L	RGC	RO_D45	2.005943178072916e-6	182
geneComp_00020882	ST7	ST7	RGC	RO_D209	2.0071222648774098e-6	183
geneComp_00020407	SNCA	SNCA	RGC	RO_D209	2.8626631564099854e-6	184
geneComp_00027170	CELF2	CELF2	RGC	RO_D45	2.9218786162463437e-6	185
geneComp_00042461	PYM1	PYM1	RGC	RO_D45	3.014966914639999e-6	186
geneComp_00025823	B9D1	B9D1	RGC	RO_D45	3.0604729297731413e-6	187
geneComp_00015230	NARF	NARF	RGC	RO_D209	3.411582777440327e-6	188
geneComp_00044825	SNHG5	SNHG5	RGC	RO_D45	3.4214278698140484e-6	189
geneComp_00045198	SRRT	SRRT	RGC	RO_D45	3.488541741620217e-6	190
geneComp_00002787	CELF3	CELF3	RGC	RO_D209	3.5313391845220427e-6	191
geneComp_00026594	CAPRIN1	CAPRIN1	RGC	RO_D45	3.582834010943805e-6	192
geneComp_00015355	NDUFA4L2	NDUFA4L2	RGC	RO_D209	3.7224474252213565e-6	193
geneComp_00015618	NME1	NME1	RGC	RO_D209	4.034274694854497e-6	194
geneComp_00027476	CIART	CIART	RGC	RO_D45	4.056573257207939e-6	195
geneComp_00025235	APBB1	APBB1	RGC	RO_D45	4.103882377981355e-6	196
geneComp_00050382	BIN1	BIN1	RO_D209	RO_D45	4.432925375006253e-6	197
geneComp_00043262	RPL10A	RPL10A	RGC	RO_D45	4.481111616812441e-6	198
geneComp_00003541	CPSF4	CPSF4	RGC	RO_D209	4.488790337592226e-6	199
geneComp_00014192	MCCC1	MCCC1	RGC	RO_D209	4.488790337592226e-6	200
geneComp_00027928	CPSF4	CPSF4	RGC	RO_D45	4.6188020272190025e-6	201
geneComp_00036383	ITGB1BP1	ITGB1BP1	RGC	RO_D45	4.744553448616107e-6	202
geneComp_00037139	LHPP	LHPP	RGC	RO_D45	5.4234112321870585e-06	203
geneComp_00027806	COMMD6	COMMD6	RGC	RO_D45	5.614918820725809e-6	204
geneComp_00044744	SMIM7	SMIM7	RGC	RO_D45	5.871105953881873e-6	205
geneComp_00043780	SCOC	SCOC	RGC	RO_D45	5.992855155565735e-6	206
geneComp_00025067	ANK3	ANK3	RGC	RO_D45	6.168909819017957e-6	207
geneComp_00040664	OSBPL8	OSBPL8	RGC	RO_D45	6.201266315813261e-6	208
geneComp_00002549	CD151	CD151	RGC	RO_D209	6.2743846095498624e-6	209
geneComp_00026936	CD151	CD151	RGC	RO_D45	6.437280960461578e-6	210
geneComp_00035649	HM13	HM13	RGC	RO_D45	7.033208926448429e-6	211
geneComp_00045230	SSR1	SSR1	RGC	RO_D45	7.377813249593131e-6	212
geneComp_00045702	TBC1D17	TBC1D17	RGC	RO_D45	7.377813249593131e-6	213
geneComp_00035245	GSTM3	GSTM3	RGC	RO_D45	7.491784747036958e-6	214
geneComp_00027807	COMMD7	COMMD7	RGC	RO_D45	7.637318850546567e-6	215
geneComp_00047010	TUBA1C	TUBA1C	RGC	RO_D45	7.678894709072985e-6	216
geneComp_00021651	TIA1	TIA1	RGC	RO_D209	8.100943624044e-6	217
geneComp_00011343	HNRNPD	HNRNPD	RGC	RO_D209	8.168015195570293e-6	218
geneComp_00027964	CREB5	CREB5	RGC	RO_D45	8.174123136213226e-6	219
geneComp_00040206	NRCAM	NRCAM	RGC	RO_D45	8.587661950925964e-6	220
geneComp_00042346	PTK2	PTK2	RGC	RO_D45	8.68695689015698e-6	221
geneComp_00034125	FBXO5	FBXO5	RGC	RO_D45	9.092607172507846e-6	222
geneComp_00014061	MAP4	MAP4	RGC	RO_D209	1.0205814930460014e-5	223
geneComp_00018074	PYM1	PYM1	RGC	RO_D209	1.029911671566851e-5	224
geneComp_00036700	KIAA1191	KIAA1191	RGC	RO_D45	1.0776438386670706e-5	225
geneComp_00040416	OCEL1	OCEL1	RGC	RO_D45	1.0820309488242581e-5	226
geneComp_00027268	CERS6	CERS6	RGC	RO_D45	1.1621248122465868e-5	227
geneComp_00048345	ZNF436-AS1	ZNF436-AS1	RGC	RO_D45	1.1935026969335599e-5	228
geneComp_00043332	RPL36A	RPL36A	RGC	RO_D45	1.3579679455620732e-5	229
geneComp_00022241	TPM1	TPM1	RGC	RO_D209	1.450694018418525e-5	230
geneComp_00043329	RPL35A	RPL35A	RGC	RO_D45	1.6028328544468537e-5	231
geneComp_00009148	EPB41L1	EPB41L1	RGC	RO_D209	1.6451731697163026e-5	232
geneComp_00039071	MPP2	MPP2	RGC	RO_D45	1.809625287880644e-5	233
geneComp_00038496	MARCHF1	MARCHF1	RGC	RO_D45	2.0373466814305025e-5	234
geneComp_00043534	RSRC2	RSRC2	RGC	RO_D45	2.0412300066232875e-5	235
geneComp_00028139	CTNND2	CTNND2	RGC	RO_D45	2.1406996834375713e-5	236
geneComp_00036198	ING3	ING3	RGC	RO_D45	2.1590824675252757e-5	237
geneComp_00045639	TAGLN3	TAGLN3	RGC	RO_D45	2.1972682228625757e-5	238
geneComp_00018628	RHOT1	RHOT1	RGC	RO_D209	2.2372722382055814e-5	239
geneComp_00041319	PHGDH	PHGDH	RGC	RO_D45	2.279666791437645e-5	240
geneComp_00019151	RTBDN	RTBDN	RGC	RO_D209	2.297853916951089e-5	241
geneComp_00009157	EPC1	EPC1	RGC	RO_D209	2.4216997109475008e-5	242
geneComp_00035548	HERC4	HERC4	RGC	RO_D45	2.5759273197213514e-5	243
geneComp_00042239	PSMA3-AS1	PSMA3-AS1	RGC	RO_D45	2.6138323521545192e-5	244
geneComp_00044898	SNX5	SNX5	RGC	RO_D45	2.6138323521545192e-5	245
geneComp_00048184	ZNF207	ZNF207	RGC	RO_D45	2.6138323521545192e-5	246
geneComp_00035730	HNRNPD	HNRNPD	RGC	RO_D45	2.6442953876542873e-5	247
geneComp_00043326	RPL34	RPL34	RGC	RO_D45	2.6442953876542873e-5	248
geneComp_00025869	BAZ1B	BAZ1B	RGC	RO_D45	2.7795051348767202e-5	249
geneComp_00010247	GARIN5A	GARIN5A	RGC	RO_D209	2.8948979942475403e-5	250
geneComp_00022402	TRIOBP	TRIOBP	RGC	RO_D209	2.8948979942475403e-5	251
geneComp_00038243	LTO1	LTO1	RGC	RO_D45	3.009507147075479e-5	252
geneComp_00002697	CDIP1	CDIP1	RGC	RO_D209	3.064838590613675e-5	253
geneComp_00040253	NSMF	NSMF	RGC	RO_D45	3.080733871778189e-5	254
geneComp_00017680	PRKACB	PRKACB	RGC	RO_D209	3.122667987509843e-5	255
geneComp_00015245	NAV2	NAV2	RGC	RO_D209	3.1306501155812556e-5	256
geneComp_00044804	SNHG1	SNHG1	RGC	RO_D45	3.3800089957786684e-5	257
geneComp_00020403	SNAPC3	SNAPC3	RGC	RO_D209	3.411295344531102e-5	258
geneComp_00037168	LIMS1	LIMS1	RGC	RO_D45	3.45209087413799e-5	259
geneComp_00042947	RFXANK	RFXANK	RGC	RO_D45	3.7491935785576236e-5	260
geneComp_00004670	E2F4	E2F4	RGC	RO_D209	3.811558489592291e-5	261
geneComp_00018745	RNF130	RNF130	RGC	RO_D209	3.811558489592291e-5	262
geneComp_00047147	UBE2F	UBE2F	RGC	RO_D45	3.914868351959872e-5	263
geneComp_00024743	ADGRL2	ADGRL2	RGC	RO_D45	3.9407156626117767e-05	264
geneComp_00002881	CERS6	CERS6	RGC	RO_D209	3.945940526367354e-5	265
geneComp_00037010	LAMTOR4	LAMTOR4	RGC	RO_D45	4.049538870960023e-5	266
geneComp_00036819	KLHL18	KLHL18	RGC	RO_D45	4.2031790130150453e-5	267
geneComp_00033544	EPC1	EPC1	RGC	RO_D45	4.225197612220346e-5	268
geneComp_00039433	MYADM	MYADM	RGC	RO_D45	4.225197612220346e-5	269
geneComp_00042395	PTPRM	PTPRM	RGC	RO_D45	4.3019037259647715e-5	270
geneComp_00003015	CHMP2A	CHMP2A	RGC	RO_D209	4.303592814650877e-5	271
geneComp_00044047	SFXN1	SFXN1	RGC	RO_D45	4.3832975560087015e-5	272
geneComp_00033874	FAM168A	FAM168A	RGC	RO_D45	4.384016626397259e-5	273
geneComp_00041020	PCID2	PCID2	RGC	RO_D45	4.42130971707289e-5	274
geneComp_00015619	NME1-NME2	NME1-NME2	RGC	RO_D209	4.4253348493543394e-5	275
geneComp_00022294	TRAK1	TRAK1	RGC	RO_D209	4.484241761063428e-5	276
geneComp_00038363	MAGOHB	MAGOHB	RGC	RO_D45	4.516069126834695e-5	277
geneComp_00003232	CLTA	CLTA	RGC	RO_D209	4.9502380194256226e-5	278
geneComp_00017414	POP5	POP5	RGC	RO_D209	5.105754139888595e-5	279
geneComp_00018666	RIN2	RIN2	RGC	RO_D209	5.105754139888595e-5	280
geneComp_00038289	LYRM1	LYRM1	RGC	RO_D45	5.137904828465561e-5	281
geneComp_00021750	TM2D3	TM2D3	RGC	RO_D209	5.286951027805298e-5	282
geneComp_00042294	PSPC1	PSPC1	RGC	RO_D45	5.472619286967106e-5	283
geneComp_00044032	SFPQ	SFPQ	RGC	RO_D45	5.574070846638667e-5	284
geneComp_00027621	CLTC	CLTC	RGC	RO_D45	5.5864869982519245e-5	285
geneComp_00035050	GPM6B	GPM6B	RGC	RO_D45	5.5864869982519245e-5	286
geneComp_00039304	MTDH	MTDH	RGC	RO_D45	5.723205534536473e-5	287
geneComp_00002328	CCDC106	CCDC106	RGC	RO_D209	5.9772192753993806e-5	288
geneComp_00013902	LYRM1	LYRM1	RGC	RO_D209	5.9772192753993806e-5	289
geneComp_00034547	GABPB1-AS1	GABPB1-AS1	RGC	RO_D45	6.077796971070405e-5	290
geneComp_00046903	TSPAN9	TSPAN9	RGC	RO_D45	6.077796971070405e-5	291
geneComp_00000172	ACOT8	ACOT8	RGC	RO_D209	6.13731722137032e-5	292
geneComp_00028909	DPYSL2	DPYSL2	RGC	RO_D45	6.156898975004548e-5	293
geneComp_00004751	EEF1B2	EEF1B2	RGC	RO_D209	6.20783463538068e-5	294
geneComp_00041446	PITPNB	PITPNB	RGC	RO_D45	6.310841264541195e-5	295
geneComp_00021780	TMCC2	TMCC2	RGC	RO_D209	6.41047986904218e-5	296
geneComp_00023920	ZNF385A	ZNF385A	RGC	RO_D209	6.555551657164935e-5	297
geneComp_00045212	SS18	SS18	RGC	RO_D45	6.780586428987336e-5	298
geneComp_00025065	ANK2	ANK2	RGC	RO_D45	6.866612347539402e-5	299
geneComp_00043463	RPS6KB2	RPS6KB2	RGC	RO_D45	6.866612347539402e-5	300
geneComp_00027595	CLK4	CLK4	RGC	RO_D45	7.173763573507746e-5	301
geneComp_00033522	ENY2	ENY2	RGC	RO_D45	7.429366116855361e-5	302
geneComp_00033804	FAIM	FAIM	RGC	RO_D45	7.512002519613207e-5	303
geneComp_00034543	GABBR1	GABBR1	RGC	RO_D45	7.638928145691611e-5	304
geneComp_00025232	APBA1	APBA1	RGC	RO_D45	7.703963483685731e-5	305
geneComp_00046835	TRPM3	TRPM3	RGC	RO_D45	7.77645456220798e-5	306
geneComp_00043936	SEPTIN6	SEPTIN6	RGC	RO_D45	7.889927348166812e-5	307
geneComp_00046703	TRAPPC6A	TRAPPC6A	RGC	RO_D45	8.170977169170889e-5	308
geneComp_00014540	MIS12	MIS12	RGC	RO_D209	8.240946259360617e-5	309
geneComp_00041823	POU2F2	POU2F2	RGC	RO_D45	8.41085151035361e-5	310
geneComp_00039743	NDUFA5	NDUFA5	RGC	RO_D45	8.427349483084046e-5	311
geneComp_00027869	COX20	COX20	RGC	RO_D45	8.580540945744874e-5	312
geneComp_00043942	SEPTIN8	SEPTIN8	RGC	RO_D45	8.589205092447149e-5	313
geneComp_00039510	MYO6	MYO6	RGC	RO_D45	8.76906539928089e-5	314
geneComp_00038016	LMO1	LMO1	RGC	RO_D45	8.81235468807111e-5	315
