gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000053108	ENSG00000053108	6.499350551160662	6.997761759586067	236.619149038414	2.6254034192604055e-53	2.5549550941769177e-50	FSTL4	protein_coding	5	H2_FT	H2_RGC	49.5926167286105	TRUE	NA
ENSG00000167244	ENSG00000167244	-6.483137933995207	2.8290963337560417	18.05322508653867	2.1509152746735653e-5	3.434601902138272e-4	IGF2	protein_coding	11	H2_FT	H2_RGC	3.4641235938952564	TRUE	NA
ENSG00000284779	ENSG00000284779	-6.483137933995207	2.8290963337560417	18.05322508653867	2.1509152746735653e-5	3.434601902138272e-4		protein_coding	11	H2_FT	H2_RGC	3.4641235938952564	TRUE	NA
ENSG00000185650	ENSG00000185650	-6.4319851473753324	9.982897131790146	434.99212362646404	2.616399092333564e-96	2.291573145020352e-92	ZFP36L1	protein_coding	14	H2_FT	H2_RGC	91.63986627589607	TRUE	NA
ENSG00000171408	ENSG00000171408	-6.424929885475438	3.6600767731635377	21.069508213705912	4.436878907148935e-6	8.36607188552507e-5	PDE7B	protein_coding	6	H2_FT	H2_RGC	4.0774784080613005	TRUE	NA
ENSG00000115165	ENSG00000115165	-6.42476586825698	3.346912625635672	19.705782147636683	9.046534859715875e-6	1.5799416863174773e-4	CYTIP	protein_coding	2	H2_FT	H2_RGC	3.8013589420189295	TRUE	NA
ENSG00000166923	ENSG00000166923	-6.362864183308202	3.0967783502247124	18.03575874421831	2.170734040367201e-5	3.459940690183099e-4	GREM1	protein_coding	15	H2_FT	H2_RGC	3.460931345758371	TRUE	NA
ENSG00000146250	ENSG00000146250	-6.349567982192428	6.3218468386292175	140.49763736225663	2.2252221655282844e-32	5.413780093549855e-30	PRSS35	protein_coding	6	H2_FT	H2_RGC	29.266499389145025	TRUE	NA
ENSG00000178999	ENSG00000178999	-6.34839453009069	6.219005505723417	139.22975373543807	4.2080385371774894e-32	9.961109602126768e-30	AURKB	protein_coding	17	H2_FT	H2_RGC	29.001692281331337	TRUE	NA
ENSG00000147862	ENSG00000147862	-6.344999484064328	4.0025914504138225	20.996590780953454	4.666179767147623e-6	8.770114912137866e-5	NFIB	protein_coding	9	H2_FT	H2_RGC	4.056994716168688	TRUE	NA
ENSG00000126785	ENSG00000126785	-6.289051294340071	4.0577824391362745	20.403285708155956	6.282421187559517e-6	1.1392253824273299e-4	RHOJ	protein_coding	14	H2_FT	H2_RGC	3.943390347333165	TRUE	NA
ENSG00000171241	ENSG00000171241	-6.28643039657268	3.5578853216363697	19.057760008355316	1.2700239294138155e-5	2.1289003991906033e-4	SHCBP1	protein_coding	16	H2_FT	H2_RGC	3.6718446565953875	TRUE	NA
ENSG00000101349	ENSG00000101349	6.219751994005487	3.074448145395225	17.3228907186066	3.15741049894986e-5	4.843113809991655e-4	PAK5	protein_coding	20	H2_FT	H2_RGC	3.314875325198638	TRUE	NA
ENSG00000166105	ENSG00000166105	6.183170614612065	3.1404128887793434	17.0627557421433	3.620653516043327e-5	5.472216362427174e-4	GLB1L3	protein_coding	11	H2_FT	H2_RGC	3.261836739659545	TRUE	NA
ENSG00000142871	ENSG00000142871	-6.158908249246036	7.689236414574165	255.4840123034223	2.0922424522178207e-57	2.8192162334999667e-54	CCN1	protein_coding	1	H2_FT	H2_RGC	53.549871612523454	TRUE	NA
ENSG00000183722	ENSG00000183722	-6.1558390997259345	2.9699311313635564	15.449050137657059	8.484088565499378e-5	0.0011692822926975027	LHFPL6	protein_coding	13	H2_FT	H2_RGC	2.9320806271097144	TRUE	NA
ENSG00000277586	ENSG00000277586	6.128002254342241	8.38177181901038	266.7303080293934	8.406074656637745e-60	1.3509385423164545e-56	NEFL	protein_coding	8	H2_FT	H2_RGC	55.86936440770627	TRUE	NA
ENSG00000180613	ENSG00000180613	-6.124823691054373	3.0296333684927417	15.47551647593465	8.369397347175983e-5	0.0011562045215337672	GSX2	protein_coding	4	H2_FT	H2_RGC	2.9369653365753945	TRUE	NA
ENSG00000125378	ENSG00000125378	-6.056686285047783	4.27279360344915	18.102768515335722	2.095682732406521e-5	3.367896736106883e-4	BMP4	protein_coding	14	H2_FT	H2_RGC	3.472641232975976	TRUE	NA
ENSG00000012124	ENSG00000012124	-5.959672571638785	2.963633902826115	13.81254078241819	2.021405173104128e-4	0.002541920632969491	CD22	protein_coding	19	H2_FT	H2_RGC	2.594838013656716	TRUE	NA
ENSG00000165731	ENSG00000165731	5.928369125107266	2.7717114029790184	13.679970019008135	2.1691951929144122e-4	0.0026929689719547667	RET	protein_coding	10	H2_FT	H2_RGC	2.5697686504453254	TRUE	NA
ENSG00000120907	ENSG00000120907	5.921160715923316	6.205738713647863	169.57688462068353	1.0152913222628259e-38	4.2344900219233144e-36	ADRA1A	protein_coding	8	H2_FT	H2_RGC	35.373198886159955	TRUE	NA
ENSG00000071967	ENSG00000071967	-5.9119254765205165	6.202306805721986	139.759648113992	3.224270120500685e-32	7.736923246686369e-30	CYBRD1	protein_coding	2	H2_FT	H2_RGC	29.111431711492653	TRUE	NA
ENSG00000198108	ENSG00000198108	-5.888000716398268	3.032979536925797	13.435478822536574	2.4709215521654423e-4	0.0030162461901938713	CHSY3	protein_coding	5	H2_FT	H2_RGC	2.520533213638093	TRUE	NA
ENSG00000136943	ENSG00000136943	-5.880784648689573	2.9640394396115415	13.164436951603994	2.8551515199049215e-4	0.0034163563486342063	CTSV	protein_coding	9	H2_FT	H2_RGC	2.466436835824388	TRUE	NA
ENSG00000137507	ENSG00000137507	-5.880770717572825	2.7914554692890268	12.71741385091326	3.6250758984324367e-4	0.004169810460432405	LRRC32	protein_coding	11	H2_FT	H2_RGC	2.3798836855200376	TRUE	NA
ENSG00000074047	ENSG00000074047	-5.874062831250101	3.148273224303944	13.699725261828933	2.146500258516334e-4	0.0026704719480419477	GLI2	protein_coding	2	H2_FT	H2_RGC	2.5734119797149058	TRUE	NA
ENSG00000204520	ENSG00000204520	-5.807433063084777	5.671530214103409	98.5712647200931	3.248126488049045e-23	4.0641022636539374e-21	MICA	protein_coding	6	H2_FT	H2_RGC	20.391035372579	TRUE	NA
ENSG00000115468	ENSG00000115468	-5.796471803000135	4.985446144252411	60.27205540977323	8.372479201679087e-15	5.057266143993537e-13	EFHD1	protein_coding	2	H2_FT	H2_RGC	12.29608419055841	TRUE	NA
ENSG00000111801	ENSG00000111801	-5.781135772986045	3.0955703378137325	12.79829502822837	3.4716913261148975e-4	0.0040167514504329364	BTN3A3	protein_coding	6	H2_FT	H2_RGC	2.3961250408212464	TRUE	NA
ENSG00000183876	ENSG00000183876	-5.7781516760082114	3.3178663393407866	13.305701613384292	2.6479199225223655e-4	0.003207718760914542	ARSI	protein_coding	5	H2_FT	H2_RGC	2.493803715804687	TRUE	NA
ENSG00000164647	ENSG00000164647	-5.776693387199761	2.755841299523091	11.877898022941457	5.68373100352792e-4	0.006093140513390365	STEAP1	protein_coding	7	H2_FT	H2_RGC	2.2151588065322803	TRUE	NA
ENSG00000137473	ENSG00000137473	5.761542823759621	5.6417213744656305	146.00189730022512	1.4007546133680791e-33	3.8947648511696256e-31	TTC29	protein_coding	4	H2_FT	H2_RGC	30.40951875799714	TRUE	NA
ENSG00000130775	ENSG00000130775	5.74080105143975	3.1242558937185376	13.31653456520443	2.6326685339316783e-4	0.0031914501528637514	THEMIS2	protein_coding	1	H2_FT	H2_RGC	2.4960119344098843	TRUE	NA
ENSG00000152954	ENSG00000152954	5.698964107718273	6.760490138083801	197.4284895631807	8.747930056699764e-45	6.12949963212839e-42	NRSN1	protein_coding	6	H2_FT	H2_RGC	41.212574976684685	TRUE	NA
ENSG00000213886	ENSG00000213886	-5.669387310251557	2.752049631765787	11.13761916583233	8.463839877499207e-4	0.008624844859462107	UBD	protein_coding	6	H2_FT	H2_RGC	2.064248708113876	TRUE	NA
ENSG00000170091	ENSG00000170091	5.632375644979597	8.900225646763854	370.91333227927134	2.0655249673973883e-82	1.206060028463335e-78	NSG2	protein_coding	5	H2_FT	H2_RGC	77.91863107579323	TRUE	NA
ENSG00000143194	ENSG00000143194	-5.566583966624426	2.9944684753181288	10.957484859649334	9.32733177729309e-4	0.009363144455177252	MAEL	protein_coding	1	H2_FT	H2_RGC	2.0285782762409355	TRUE	NA
ENSG00000109625	ENSG00000109625	-5.5270092287628465	4.821031767492703	50.150547325714186	1.4372528915458193e-12	6.822861490842308e-11	CPZ	protein_coding	4	H2_FT	H2_RGC	10.166033445131271	TRUE	NA
ENSG00000157103	ENSG00000157103	5.513915210142396	5.18916813714946	80.90517306290037	2.425434691327106e-19	2.1566669790851228e-17	SLC6A1	protein_coding	3	H2_FT	H2_RGC	16.666216911138317	TRUE	NA
ENSG00000164294	ENSG00000164294	-5.483696701422829	5.426348702265566	79.91306137137883	4.004887373724967e-19	3.4650952573348294e-17	GPX8	protein_coding	5	H2_FT	H2_RGC	16.46028482189886	TRUE	NA
ENSG00000137834	ENSG00000137834	-5.482320344158129	4.646920064695593	47.865262153162085	4.6044063849542395e-12	2.0419085226643903e-10	SMAD6	protein_coding	15	H2_FT	H2_RGC	9.68996371817074	TRUE	NA
ENSG00000104267	ENSG00000104267	-5.452421566328281	4.546080112083179	46.46916162388919	9.382208638979912e-12	4.028140900220861e-10	CA2	protein_coding	8	H2_FT	H2_RGC	9.394895346678949	TRUE	NA
ENSG00000204571	ENSG00000204571	5.441944893995031	2.192772958776193	8.53261750974996	0.003489489112867318	0.028697361873284886	KRTAP5-11	protein_coding	11	H2_FT	H2_RGC	1.5421580257933973	TRUE	NA
ENSG00000137959	ENSG00000137959	-5.441623402411873	2.7137100238271477	9.612854688310073	0.0019329665471780725	0.017394517939674798	IFI44L	protein_coding	1	H2_FT	H2_RGC	1.7595876025036377	TRUE	NA
ENSG00000189184	ENSG00000189184	-5.44155356941097	2.5495066638469073	9.243602532127133	0.0023640678087740574	0.020726414317465046	PCDH18	protein_coding	4	H2_FT	H2_RGC	1.6834758246226345	TRUE	NA
ENSG00000163362	ENSG00000163362	-5.437499727310428	2.9008211829576394	9.951475479270835	0.0016078843470149426	0.014878663553439381	INAVA	protein_coding	1	H2_FT	H2_RGC	1.8274360766821434	TRUE	NA
ENSG00000215644	ENSG00000215644	-5.437182552556357	5.875266231333911	104.94396595035326	1.30766532340479e-24	1.8775715959083367e-22	GCGR	protein_coding	17	H2_FT	H2_RGC	21.726403493410306	TRUE	NA
ENSG00000272297	ENSG00000272297	-5.43642779517042	2.4096763865548705	8.888333870567664	0.002870971038369497	0.02430681473132841		protein_coding	4	H2_FT	H2_RGC	1.6142719492291933	TRUE	NA
ENSG00000117650	ENSG00000117650	-5.436181878148786	5.607190207385132	100.96168939320769	9.731965075462582e-24	1.27220024049909e-21	NEK2	protein_coding	1	H2_FT	H2_RGC	20.895444526659645	TRUE	NA
ENSG00000184232	ENSG00000184232	-5.432503938417238	6.377190997493919	130.06670115513583	4.212477882607163e-30	8.198886118847742e-28	OAF	protein_coding	11	H2_FT	H2_RGC	27.086245145823256	TRUE	NA
ENSG00000130595	ENSG00000130595	-5.431725439732679	2.5473329234954516	9.197079046990343	0.0024249024731126017	0.021164432795970824	TNNT3	protein_coding	11	H2_FT	H2_RGC	1.674393366069291	TRUE	NA
ENSG00000141682	ENSG00000141682	-5.429894421867454	3.0278794370156747	10.166558479424117	0.0014307382189907298	0.013503362813610245	PMAIP1	protein_coding	18	H2_FT	H2_RGC	1.8695580633918423	TRUE	NA
ENSG00000105825	ENSG00000105825	-5.428734669343045	3.365129692040409	10.779522528341538	0.0010267939846703479	0.010144585577817531	TFPI2	protein_coding	7	H2_FT	H2_RGC	1.9937656898768878	TRUE	NA
ENSG00000080986	ENSG00000080986	-5.426660648563154	2.502725524922794	9.101186953778814	0.0025553530105665795	0.022082939657668856	NDC80	protein_coding	18	H2_FT	H2_RGC	1.6559431142704861	TRUE	NA
ENSG00000130226	ENSG00000130226	5.423923637155176	6.643730177364222	169.391854596905	1.1140540343608791e-38	4.5383452371859346e-36	DPP6	protein_coding	7	H2_FT	H2_RGC	35.343102469909475	TRUE	NA
ENSG00000135272	ENSG00000135272	-5.400700655148638	5.2630732629894	74.94421777222087	4.9425994578411806e-18	3.953402497854062e-16	MDFIC	protein_coding	7	H2_FT	H2_RGC	15.403028967671114	TRUE	NA
ENSG00000141052	ENSG00000141052	-5.3858253223918995	5.8379370586219475	101.41966375508544	7.725618402020006e-24	1.0409973657552649e-21	MYOCD	protein_coding	17	H2_FT	H2_RGC	20.982550369470637	TRUE	NA
ENSG00000152192	ENSG00000152192	5.372671967948259	2.4181017957325044	8.613914749286792	0.003337127528152952	0.02760263208508497	POU4F1	protein_coding	13	H2_FT	H2_RGC	1.5590495032418232	TRUE	NA
ENSG00000018625	ENSG00000018625	-5.349896377961727	4.7681614247636555	67.95536230390971	1.70097411049225e-16	1.1966250398993071e-14	ATP1A2	protein_coding	1	H2_FT	H2_RGC	13.922041913598003	TRUE	NA
ENSG00000161888	ENSG00000161888	-5.338695590085144	5.665142784760851	75.47071842008036	3.786772924473812e-18	3.0709676536114707e-16	SPC24	protein_coding	19	H2_FT	H2_RGC	15.512724757940529	TRUE	NA
ENSG00000167601	ENSG00000167601	-5.323283988202444	2.755977581326605	8.997569045503687	0.002704339340231128	0.023153427283884982	AXL	protein_coding	19	H2_FT	H2_RGC	1.635384713487935	TRUE	NA
ENSG00000135406	ENSG00000135406	5.322548917532092	4.029718297683452	40.54956983255574	1.9294926598548765e-10	7.1912601963144404e-9	PRPH	protein_coding	12	H2_FT	H2_RGC	8.143194997190333	TRUE	NA
ENSG00000179930	ENSG00000179930	5.317199565989183	2.571173069045302	9.215477389262114	0.0024006569277185124	0.021025451734844786	ZNF648	protein_coding	1	H2_FT	H2_RGC	1.677254664550606	TRUE	NA
ENSG00000138152	ENSG00000138152	5.317185804801587	2.570663556594072	9.214623241598838	0.0024017770692141586	0.021025451734844786	BTBD16	protein_coding	10	H2_FT	H2_RGC	1.677254664550606	TRUE	NA
ENSG00000169679	ENSG00000169679	-5.313269648109356	3.09155031170467	9.548400543506744	0.002002020952261296	0.0179016850539873	BUB1	protein_coding	2	H2_FT	H2_RGC	1.7471060877237192	TRUE	NA
ENSG00000158792	ENSG00000158792	-5.309682972956201	2.632252816837229	8.674285347495992	0.0032283744459793698	0.02689083935816482	SPATA2L	protein_coding	16	H2_FT	H2_RGC	1.5703956416989688	TRUE	NA
ENSG00000105707	ENSG00000105707	-5.309555671607323	2.7908023735425265	8.998095019387325	0.002703561219625996	0.023153427283884982	HPN	protein_coding	19	H2_FT	H2_RGC	1.635384713487935	TRUE	NA
ENSG00000198121	ENSG00000198121	-5.305924882017426	3.3867039197939413	9.98388221525447	0.0015798350664593306	0.014681151649426046	LPAR1	protein_coding	9	H2_FT	H2_RGC	1.833239875252836	TRUE	NA
ENSG00000261210	ENSG00000261210	-5.305071982801742	2.7895197239138643	8.976527034579963	0.0027356559221607085	0.02337584623828738	CLEC19A	protein_coding	16	H2_FT	H2_RGC	1.6312326581039496	TRUE	NA
ENSG00000075275	ENSG00000075275	-5.304690977667415	2.5926852915058887	8.574347522975653	0.0034104180972103345	0.02815282460359728	CELSR1	protein_coding	22	H2_FT	H2_RGC	1.550478025387582	TRUE	NA
ENSG00000166801	ENSG00000166801	-5.273439019401651	5.947571448429046	114.44750433677991	1.0904081982662197e-26	1.752356000828383e-24	FAM111A	protein_coding	11	H2_FT	H2_RGC	23.756377659874904	TRUE	NA
ENSG00000149295	ENSG00000149295	5.271338030345687	7.5522694396891	251.5535430977969	1.5577666825921452e-56	1.9490999270690434e-53	DRD2	protein_coding	11	H2_FT	H2_RGC	52.7101658947653	TRUE	NA
ENSG00000160111	ENSG00000160111	-5.270923878054587	6.6894466571903175	152.3963583027431	5.644239667989327e-35	1.7655383261458758e-32	CPAMD8	protein_coding	19	H2_FT	H2_RGC	31.753122850373327	TRUE	NA
ENSG00000126787	ENSG00000126787	-5.2471151297014504	5.634761811006947	91.26750226357976	1.293714309682467e-21	1.3734541553156226e-19	DLGAP5	protein_coding	14	H2_FT	H2_RGC	18.862185832367	TRUE	NA
ENSG00000187871	ENSG00000187871	5.238027644925729	2.3958146028499647	8.302835264630202	0.003959524837624988	0.03187453886979638	GFRAL	protein_coding	6	H2_FT	H2_RGC	1.4965560894678391	TRUE	NA
ENSG00000104722	ENSG00000104722	5.225853594820956	8.811026641430118	332.446227814066	4.9431644486717096e-74	1.731788232947647e-70	NEFM	protein_coding	8	H2_FT	H2_RGC	69.7615052156011	TRUE	NA
ENSG00000106034	ENSG00000106034	-5.172554295423521	2.8877077768600854	8.387545892997052	0.003779174541796561	0.030662251249953847	CPED1	protein_coding	7	H2_FT	H2_RGC	1.5133959620211264	TRUE	NA
ENSG00000092201	ENSG00000092201	-5.164037667356968	2.6739774230982363	8.012209052334617	0.00464762460656298	0.03637731913903652	SUPT16H	protein_coding	14	H2_FT	H2_RGC	1.439169309836131	TRUE	NA
ENSG00000123454	ENSG00000123454	-5.159077590799566	2.6301483847995577	7.901406575409093	0.004941007809788443	0.03839912768592021	DBH	protein_coding	9	H2_FT	H2_RGC	1.415678641400552	TRUE	NA
ENSG00000095739	ENSG00000095739	-5.154681958598052	2.8279596001644163	8.226295620906656	0.004130004136658634	0.03287868741171088	BAMBI	protein_coding	10	H2_FT	H2_RGC	1.483085528760626	TRUE	NA
ENSG00000156687	ENSG00000156687	-5.154590469282979	2.7908319577230016	8.17258965131433	0.00425406881010266	0.03371878884460104	UNC5D	protein_coding	8	H2_FT	H2_RGC	1.472128033322299	TRUE	NA
ENSG00000105695	ENSG00000105695	-5.148605511092997	2.5473747480779396	7.737218479873568	0.005410851454031205	0.041443762536189165	MAG	protein_coding	19	H2_FT	H2_RGC	1.3825408233755683	TRUE	NA
ENSG00000111799	ENSG00000111799	-5.1486029877861075	2.5464345835176707	7.73596359584384	0.005414612656092256	0.04145444488495107	COL12A1	protein_coding	6	H2_FT	H2_RGC	1.3824288961025655	TRUE	NA
ENSG00000254673	ENSG00000254673	-5.148479043424704	2.5028527917789485	7.677109728820781	0.005594040313393827	0.04253073097644083		protein_coding	8	H2_FT	H2_RGC	1.371297152994734	TRUE	NA
ENSG00000198812	ENSG00000198812	-5.147246438608076	2.2009172759459106	6.833864222982657	0.008946468017642036	0.06273589054449095	LRRC10	protein_coding	12	H2_FT	H2_RGC	1.2024839327581802	FALSE	NA
ENSG00000121152	ENSG00000121152	-5.140412981346184	2.7478437677733725	8.052032161150676	0.00454656907266502	0.03566603244329295	NCAPH	protein_coding	2	H2_FT	H2_RGC	1.4477451997118487	TRUE	NA
ENSG00000205629	ENSG00000205629	5.091724066288083	2.9476048554447964	8.47626200572928	0.0035992406011727328	0.029406668661727035	LCMT1	protein_coding	16	H2_FT	H2_RGC	1.5315541718130816	TRUE	NA
ENSG00000109991	ENSG00000109991	5.084607684378559	4.040014436792185	34.11418220984125	5.2199832103843206e-9	1.5930042839077028e-7	P2RX3	protein_coding	11	H2_FT	H2_RGC	6.797783056292419	TRUE	NA
ENSG00000008056	ENSG00000008056	5.083219898547101	4.75998627109455	10.391678875273856	0.0012664239384184615	0.012148931067511604	SYN1	protein_coding	X	H2_FT	H2_RGC	1.9154619320988797	TRUE	NA
ENSG00000183036	ENSG00000183036	5.082766871551659	2.293902715860753	7.219297509319505	0.007214094254453402	0.05254440293358014	PCP4	protein_coding	21	H2_FT	H2_RGC	1.2794735385229001	FALSE	NA
ENSG00000107165	ENSG00000107165	-5.033356752332843	5.10811872099219	69.8356056859076	2.5629718337334558e-15	1.638114831519132e-13	TYRP1	protein_coding	9	H2_FT	H2_RGC	12.78565565755295	TRUE	NA
ENSG00000165891	ENSG00000165891	-5.0332522358538005	4.326815475430247	34.63655134714715	3.99175892300476e-9	1.2441929013216082e-7	E2F7	protein_coding	12	H2_FT	H2_RGC	6.905112280831036	TRUE	NA
ENSG00000106631	ENSG00000106631	5.030675095657497	2.7169375544485073	7.919801410710508	0.004891026434410815	0.038095202335070806	MYL7	protein_coding	7	H2_FT	H2_RGC	1.4191297154163043	TRUE	NA
ENSG00000205922	ENSG00000205922	5.026425392570303	7.087451362598805	218.27131960192753	4.055918371857019e-49	3.383215339039019e-46	ONECUT3	protein_coding	19	H2_FT	H2_RGC	45.47067035882447	TRUE	NA
ENSG00000186188	ENSG00000186188	-5.020811363583807	2.2570083535708965	6.445092077089429	0.011128072055731103	0.0750020924202546	FFAR4	protein_coding	10	H2_FT	H2_RGC	1.1249266204230417	FALSE	NA
ENSG00000165182	ENSG00000165182	5.014682225535589	2.3436630226025916	7.156793234548982	0.007469793830034943	0.053891424431928375	CXorf58	protein_coding	X	H2_FT	H2_RGC	1.2684803371916773	FALSE	NA
ENSG00000128285	ENSG00000128285	5.007490550150468	4.255001953989992	33.80791489541486	6.109393081152367e-9	1.8419662410076768e-7	MCHR1	protein_coding	22	H2_FT	H2_RGC	6.734718333682293	TRUE	NA
ENSG00000156463	ENSG00000156463	-5.002134673384093	2.5014938750831197	6.986905837759002	0.008212644337586072	0.05819615326112266	SH3RF2	protein_coding	5	H2_FT	H2_RGC	1.2351057210662637	FALSE	NA
ENSG00000287080	ENSG00000287080	-4.999206132889239	3.5151982809160933	8.313093712918022	0.003937226467608979	0.03173392948517147	H3C3	protein_coding	6	H2_FT	H2_RGC	1.4984761476265187	TRUE	NA
ENSG00000169218	ENSG00000169218	-4.996683363268813	2.4587174567635133	6.8885051823386725	0.008677060363514138	0.061042596942842225	RSPO1	protein_coding	1	H2_FT	H2_RGC	1.2143669984156436	FALSE	NA
ENSG00000152705	ENSG00000152705	-4.996580665329201	2.6706049429464445	7.20579337388709	0.007268570357177185	0.05280943465229064	CATSPER3	protein_coding	5	H2_FT	H2_RGC	1.2772884817958219	FALSE	NA
ENSG00000255690	ENSG00000255690	-4.996499227443381	2.795219141697753	7.387975776509297	0.006567748784666903	0.04848177642689007	TRIL	protein_coding	7	H2_FT	H2_RGC	1.3144214755112935	TRUE	NA
ENSG00000148773	ENSG00000148773	-4.994672378394308	7.3201970867700075	192.14254625608726	1.2369981106299441e-43	7.738748537108833e-41	MKI67	protein_coding	10	H2_FT	H2_RGC	40.11132926507571	TRUE	NA
ENSG00000137807	ENSG00000137807	-4.993159388432854	3.6017021343371605	8.378024923631225	0.003799020872064854	0.03078050352264572	KIF23	protein_coding	15	H2_FT	H2_RGC	1.5117242800432689	TRUE	NA
ENSG00000135525	ENSG00000135525	-4.991879627217053	2.8652685256315205	7.460664002137091	0.00630775216479128	0.04691842661174049	MAP7	protein_coding	6	H2_FT	H2_RGC	1.3286565601817466	TRUE	NA
