"gene_id","gene_symbol","n_LRonly_isoforms"
"ENSG00000104321","TRPA1",1
"ENSG00000104331","BPNT2",1
"ENSG00000104341","LAPTM4B",1
"ENSG00000104343","UBE2W",1
"ENSG00000104361","NIPAL2",1
"ENSG00000104368","PLAT",1
"ENSG00000104388","RAB2A",1
"ENSG00000104450","SPAG1",1
"ENSG00000104529","EEF1D",1
"ENSG00000104626","ERI1",1
"ENSG00000104635","SLC39A14",1
"ENSG00000104671","DCTN6",1
"ENSG00000104687","GSR",1
"ENSG00000104714","ERICH1",1
"ENSG00000104738","MCM4",1
"ENSG00000104823","ECH1",1
"ENSG00000104824","HNRNPL",1
"ENSG00000104825","NFKBIB",1
"ENSG00000104853","CLPTM1",1
"ENSG00000104856","RELB",1
"ENSG00000104870","FCGRT",1
"ENSG00000104880","ARHGEF18",1
"ENSG00000104892","KLC3",1
"ENSG00000104899","AMH",1
"ENSG00000104903","LYL1",1
"ENSG00000104936","DMPK",1
"ENSG00000104946","TBC1D17",1
"ENSG00000104951","IL4I1",1
"ENSG00000104967","NOVA2",1
"ENSG00000104972","LILRB1",1
"ENSG00000105048","TNNT1",1
"ENSG00000105053","VRK3",1
"ENSG00000105063","PPP6R1",1
"ENSG00000105072","C19orf44",1
"ENSG00000105085","MED26",1
"ENSG00000105088","OLFM2",1
"ENSG00000105137","SYDE1",1
"ENSG00000105141","CASP14",1
"ENSG00000105146","AURKC",1
"ENSG00000105220","GPI",1
"ENSG00000105245","NUMBL",1
"ENSG00000105251","SHD",1
"ENSG00000105254","TBCB",1
"ENSG00000105261","OVOL3",1
"ENSG00000105278","ZFR2",1
"ENSG00000105287","PRKD2",1
"ENSG00000105290","APLP1",1
"ENSG00000105298","CACTIN",1
"ENSG00000105323","HNRNPUL1",1
"ENSG00000105364","MRPL4",1
"ENSG00000105383","CD33",1
"ENSG00000105392","CRX",1
"ENSG00000105426","PTPRS",1
"ENSG00000105429","MEGF8",1
"ENSG00000105438","KDELR1",1
"ENSG00000105443","CYTH2",1
"ENSG00000105497","ZNF175",1
"ENSG00000105499","PLA2G4C",1
"ENSG00000105507","CABP5",1
"ENSG00000105520","PLPPR2",1
"ENSG00000105556","MIER2",1
"ENSG00000105559","PLEKHA4",1
"ENSG00000105605","CACNG7",1
"ENSG00000105607","GCDH",1
"ENSG00000105672","ETV2",1
"ENSG00000105699","LSR",1
"ENSG00000105701","FKBP8",1
"ENSG00000105722","ERF",1
"ENSG00000105726","ATP13A1",1
"ENSG00000105737","GRIK5",1
"ENSG00000105755","ETHE1",1
"ENSG00000105784","RUNDC3B",1
"ENSG00000105808","RASA4",1
"ENSG00000105810","CDK6",1
"ENSG00000105851","PIK3CG",1
"ENSG00000105854","PON2",1
"ENSG00000105866","SP4",1
"ENSG00000105877","DNAH11",1
"ENSG00000105889","STEAP1B",1
"ENSG00000105928","GSDME",1
"ENSG00000105963","ADAP1",1
"ENSG00000105967","TFEC",1
"ENSG00000105974","CAV1",1
"ENSG00000105983","LMBR1",1
"ENSG00000105993","DNAJB6",1
"ENSG00000106012","IQCE",1
"ENSG00000106013","ANKRD7",1
"ENSG00000106031","HOXA13",1
"ENSG00000106034","CPED1",1
"ENSG00000106049","HIBADH",1
"ENSG00000106052","TAX1BP1",1
"ENSG00000106089","STX1A",1
"ENSG00000106245","BUD31",1
"ENSG00000106258","CYP3A5",1
"ENSG00000106261","ZKSCAN1",1
"ENSG00000106263","EIF3B",1
"ENSG00000106302","HYAL4",1
"ENSG00000106328","FSCN3",1
"ENSG00000106330","MOSPD3",1
"ENSG00000106346","USP42",1
"ENSG00000106348","IMPDH1",1
"ENSG00000106367","AP1S1",1
"ENSG00000106459","NRF1",1
"ENSG00000106479","ZNF862",1
"ENSG00000106483","SFRP4",1
"ENSG00000106484","MEST",1
"ENSG00000106526","ACTR3C",1
"ENSG00000106546","AHR",1
"ENSG00000106554","CHCHD3",1
"ENSG00000106571","GLI3",1
"ENSG00000106603","COA1",1
"ENSG00000106608","URGCP",1
"ENSG00000106615","RHEB",1
"ENSG00000106633","GCK",1
"ENSG00000106636","YKT6",1
"ENSG00000106682","EIF4H",1
"ENSG00000106714","CNTNAP3",1
"ENSG00000106771","TMEM245",1
"ENSG00000106804","C5",1
"ENSG00000106819","ASPN",1
"ENSG00000106868","SUSD1",1
"ENSG00000106952","TNFSF8",1
"ENSG00000107021","TBC1D13",1
"ENSG00000107077","KDM4C",1
"ENSG00000107105","ELAVL2",1
"ENSG00000107147","KCNT1",1
"ENSG00000107159","CA9",1
"ENSG00000107295","SH3GL2",1
"ENSG00000107611","CUBN",1
"ENSG00000107651","SEC23IP",1
"ENSG00000107672","NSMCE4A",1
"ENSG00000107679","PLEKHA1",1
"ENSG00000107742","SPOCK2",1
"ENSG00000107831","FGF8",1
"ENSG00000107854","TNKS2",1
"ENSG00000107882","SUFU",1
"ENSG00000107902","LHPP",1
"ENSG00000107957","SH3PXD2A",1
"ENSG00000108018","SORCS1",1
"ENSG00000108021","TASOR2",1
"ENSG00000108064","TFAM",1
"ENSG00000108107","RPL28",1
"ENSG00000108175","ZMIZ1",1
"ENSG00000108187","PBLD",1
"ENSG00000108262","GIT1",1
"ENSG00000108309","RUNDC3A",1
"ENSG00000108344","PSMD3",1
"ENSG00000108349","CASC3",1
"ENSG00000108352","RAPGEFL1",1
"ENSG00000108395","TRIM37",1
"ENSG00000108406","DHX40",1
"ENSG00000108474","PIGL",1
"ENSG00000108523","RNF167",1
"ENSG00000108561","C1QBP",1
"ENSG00000108578","BLMH",1
"ENSG00000108587","GOSR1",1
"ENSG00000108588","CCDC47",1
"ENSG00000108591","DRG2",1
"ENSG00000108669","CYTH1",1
"ENSG00000108774","RAB5C",1
"ENSG00000108798","ABI3",1
"ENSG00000108828","VAT1",1
"ENSG00000108840","HDAC5",1
"ENSG00000108854","SMURF2",1
"ENSG00000108932","SLC16A6",1
"ENSG00000109061","MYH1",1
"ENSG00000109062","NHERF1",1
"ENSG00000109083","IFT20",1
"ENSG00000109111","SUPT6H",1
"ENSG00000109113","RAB34",1
"ENSG00000109132","PHOX2B",1
"ENSG00000109133","TMEM33",1
"ENSG00000109171","SLAIN2",1
"ENSG00000109180","OCIAD1",1
"ENSG00000109181","UGT2B10",1
"ENSG00000109323","MANBA",1
"ENSG00000109452","INPP4B",1
"ENSG00000109458","GAB1",1
"ENSG00000109472","CPE",1
"ENSG00000109501","WFS1",1
"ENSG00000109511","ANXA10",1
"ENSG00000109536","FRG1",1
"ENSG00000109572","CLCN3",1
"ENSG00000109576","AADAT",1
"ENSG00000109680","TBC1D19",1
"ENSG00000109684","CLNK",1
"ENSG00000109686","SH3D19",1
"ENSG00000109794","FAM149A",1
"ENSG00000109814","UGDH",1
"ENSG00000109917","ZPR1",1
"ENSG00000109956","B3GAT1",1
"ENSG00000109971","HSPA8",1
"ENSG00000109991","P2RX3",1
"ENSG00000110031","LPXN",1
"ENSG00000110066","KMT5B",1
"ENSG00000110075","PPP6R3",1
"ENSG00000110077","MS4A6A",1
"ENSG00000110090","CPT1A",1
"ENSG00000110169","HPX",1
"ENSG00000110218","PANX1",1
"ENSG00000110244","APOA4",1
"ENSG00000110328","GALNT18",1
"ENSG00000110330","BIRC2",1
"ENSG00000110367","DDX6",1
"ENSG00000110395","CBL",1
"ENSG00000110400","NECTIN1",1
"ENSG00000110422","HIPK3",1
"ENSG00000110429","FBXO3",1
"ENSG00000110446","SLC15A3",1
"ENSG00000110484","SCGB2A2",1
"ENSG00000110492","MDK",1
"ENSG00000110536","PTPMT1",1
"ENSG00000110628","SLC22A18",1
"ENSG00000110717","NDUFS8",1
"ENSG00000110723","EXPH5",1
"ENSG00000110777","POU2AF1",1
"ENSG00000110844","PRPF40B",1
"ENSG00000110911","SLC11A2",1
"ENSG00000110921","MVK",1
"ENSG00000111011","RSRC2",1
"ENSG00000111142","METAP2",1
"ENSG00000111144","LTA4H",1
"ENSG00000111145","ELK3",1
"ENSG00000111196","MAGOHB",1
"ENSG00000111229","ARPC3",1
"ENSG00000111231","GPN3",1
"ENSG00000111237","VPS29",1
"ENSG00000111247","RAD51AP1",1
"ENSG00000111249","CUX2",1
"ENSG00000111266","DUSP16",1
"ENSG00000111271","ACAD10",1
"ENSG00000111276","CDKN1B",1
"ENSG00000111300","NAA25",1
"ENSG00000111331","OAS3",1
"ENSG00000111344","RASAL1",1
"ENSG00000111358","GTF2H3",1
"ENSG00000111371","SLC38A1",1
"ENSG00000111404","RERGL",1
"ENSG00000111412","SPRING1",1
"ENSG00000111424","VDR",1
"ENSG00000111481","COPZ1",1
"ENSG00000111581","NUP107",1
"ENSG00000111605","CPSF6",1
"ENSG00000111641","NOP2",1
"ENSG00000111652","COPS7A",1
"ENSG00000111653","ING4",1
"ENSG00000111666","CHPT1",1
"ENSG00000111676","ATN1",1
"ENSG00000111678","C12orf57",1
"ENSG00000111696","NT5DC3",1
"ENSG00000111700","SLCO1B3",1
"ENSG00000111711","GOLT1B",1
"ENSG00000111713","GYS2",1
"ENSG00000111716","LDHB",1
"ENSG00000111725","PRKAB1",1
"ENSG00000111726","CMAS",1
"ENSG00000111729","CLEC4A",1
"ENSG00000111752","PHC1",1
"ENSG00000111783","RFX4",1
"ENSG00000111785","RIC8B",1
"ENSG00000111786","SRSF9",1
"ENSG00000111790","FGFR1OP2",1
"ENSG00000111799","COL12A1",1
"ENSG00000111846","GCNT2",1
"ENSG00000111859","NEDD9",1
"ENSG00000111913","RIPOR2",1
"ENSG00000111961","SASH1",1
"ENSG00000112033","PPARD",1
"ENSG00000112041","TULP1",1
"ENSG00000112062","MAPK14",1
"ENSG00000112078","KCTD20",1
"ENSG00000112115","IL17A",1
"ENSG00000112139","MDGA1",1
"ENSG00000112146","FBXO9",1
"ENSG00000112149","CD83",1
"ENSG00000112183","RBM24",1
"ENSG00000112212","TSPO2",1
"ENSG00000112214","FHL5",1
"ENSG00000112237","CCNC",1
"ENSG00000112280","COL9A1",1
"ENSG00000112290","WASF1",1
"ENSG00000112297","CRYBG1",1
"ENSG00000112299","VNN1",1
"ENSG00000112305","SMAP1",1
"ENSG00000112333","NR2E1",1
"ENSG00000112419","PHACTR2",1
"ENSG00000112486","CCR6",1
"ENSG00000112499","SLC22A2",1
"ENSG00000112539","C6orf118",1
"ENSG00000112559","MDFI",1
"ENSG00000112578","BYSL",1
"ENSG00000112584","FAM120B",1
"ENSG00000112624","BICRAL",1
"ENSG00000112659","CUL9",1
"ENSG00000112679","DUSP22",1
"ENSG00000112701","SENP6",1
"ENSG00000112706","IMPG1",1
"ENSG00000112739","PRPF4B",1
"ENSG00000112742","TTK",1
"ENSG00000112818","MEP1A",1
"ENSG00000112877","CEP72",1
"ENSG00000112893","MAN2A1",1
"ENSG00000112902","SEMA5A",1
"ENSG00000112936","C7",1
"ENSG00000112941","TENT4A",1
"ENSG00000112996","MRPS30",1
"ENSG00000113013","HSPA9",1
"ENSG00000113068","PFDN1",1
"ENSG00000113161","HMGCR",1
"ENSG00000113231","PDE8B",1
"ENSG00000113240","CLK4",1
"ENSG00000113263","ITK",1
"ENSG00000113273","ARSB",1
"ENSG00000113296","THBS4",1
"ENSG00000113312","TTC1",1
"ENSG00000113319","RASGRF2",1
"ENSG00000113368","LMNB1",1
"ENSG00000113391","FAM172A",1
"ENSG00000113407","TARS1",1
"ENSG00000113430","IRX4",1
"ENSG00000113441","LNPEP",1
"ENSG00000113492","AGXT2",1
"ENSG00000113532","ST8SIA4",1
"ENSG00000113555","PCDH12",1
"ENSG00000113578","FGF1",1
"ENSG00000113593","PPWD1",1
"ENSG00000113597","TRAPPC13",1
"ENSG00000113649","TCERG1",1
"ENSG00000113658","SMAD5",1
"ENSG00000113721","PDGFRB",1
"ENSG00000113734","BNIP1",1
"ENSG00000113838","TBCCD1",1
"ENSG00000113971","NPHP3",1
"ENSG00000114019","AMOTL2",1
"ENSG00000114030","KPNA1",1
"ENSG00000114054","PCCB",1
"ENSG00000114107","CEP70",1
"ENSG00000114113","RBP2",1
"ENSG00000114115","RBP1",1
"ENSG00000114126","TFDP2",1
"ENSG00000114127","XRN1",1
"ENSG00000114166","KAT2B",1
"ENSG00000114251","WNT5A",1
"ENSG00000114268","PFKFB4",1
"ENSG00000114279","FGF12",1
"ENSG00000114316","USP4",1
"ENSG00000114346","ECT2",1
"ENSG00000114378","HYAL1",1
"ENSG00000114423","CBLB",1
"ENSG00000114491","UMPS",1
"ENSG00000114547","ROPN1B",1
"ENSG00000114554","PLXNA1",1
"ENSG00000114650","SCAP",1
"ENSG00000114779","ABHD14B",1
"ENSG00000114857","NKTR",1
"ENSG00000114859","CLCN2",1
"ENSG00000115109","EPB41L5",1
"ENSG00000115129","TP53I3",1
"ENSG00000115145","STAM2",1
"ENSG00000115155","OTOF",1
"ENSG00000115194","SLC30A3",1
"ENSG00000115239","ASB3",1
"ENSG00000115241","PPM1G",1
"ENSG00000115263","GCG",1
"ENSG00000115266","APC2",1
"ENSG00000115271","GCA",1
"ENSG00000115289","PCGF1",1
"ENSG00000115290","GRB14",1
"ENSG00000115307","AUP1",1
"ENSG00000115310","RTN4",1
"ENSG00000115317","HTRA2",1
"ENSG00000115318","LOXL3",1
"ENSG00000115350","POLE4",1
"ENSG00000115361","ACADL",1
"ENSG00000115363","EVA1A",1
"ENSG00000115461","IGFBP5",1
"ENSG00000115484","CCT4",1
"ENSG00000115514","TXNDC9",1
"ENSG00000115556","PLCD4",1
"ENSG00000115652","UXS1",1
"ENSG00000115687","PASK",1
"ENSG00000115694","STK25",1
"ENSG00000115750","TAF1B",1
"ENSG00000115756","HPCAL1",1
"ENSG00000115761","NOL10",1
"ENSG00000115762","PLEKHB2",1
"ENSG00000115806","GORASP2",1
"ENSG00000115825","PRKD3",1
"ENSG00000115827","DCAF17",1
"ENSG00000115866","DARS1",1
"ENSG00000115944","COX7A2L",1
"ENSG00000115946","PNO1",1
"ENSG00000115947","ORC4",1
"ENSG00000115963","RND3",1
"ENSG00000115998","C2orf42",1
"ENSG00000116005","PCYOX1",1
"ENSG00000116017","ARID3A",1
"ENSG00000116030","SUMO1",1
"ENSG00000116095","PLEKHA3",1
"ENSG00000116106","EPHA4",1
"ENSG00000116171","SCP2",1
"ENSG00000116183","PAPPA2",1
"ENSG00000116205","TCEANC2",1
"ENSG00000116251","RPL22",1
"ENSG00000116254","CHD5",1
"ENSG00000116299","ELAPOR1",1
"ENSG00000116337","AMPD2",1
"ENSG00000116396","KCNC4",1
"ENSG00000116489","CAPZA1",1
"ENSG00000116497","S100PBP",1
"ENSG00000116604","MEF2D",1
"ENSG00000116667","C1orf21",1
"ENSG00000116670","MAD2L2",1
"ENSG00000116675","DNAJC6",1
"ENSG00000116754","SRSF11",1
"ENSG00000116761","CTH",1
"ENSG00000116783","TNNI3K",1
"ENSG00000116793","PHTF1",1
"ENSG00000116809","ZBTB17",1
"ENSG00000116885","OSCP1",1
"ENSG00000116954","RRAGC",1
"ENSG00000116984","MTR",1
"ENSG00000116991","SIPA1L2",1
"ENSG00000117010","ZNF684",1
"ENSG00000117090","SLAMF1",1
"ENSG00000117118","SDHB",1
"ENSG00000117153","KLHL12",1
"ENSG00000117155","SSX2IP",1
"ENSG00000117174","ZNHIT6",1
"ENSG00000117245","KIF17",1
"ENSG00000117262","GPR89A",1
"ENSG00000117281","CD160",1
"ENSG00000117305","HMGCL",1
"ENSG00000117322","CR2",1
"ENSG00000117335","CD46",1
"ENSG00000117362","APH1A",1
"ENSG00000117385","P3H1",1
"ENSG00000117400","MPL",1
"ENSG00000117407","ARTN",1
"ENSG00000117419","ERI3",1
"ENSG00000117425","PTCH2",1
"ENSG00000117477","CCDC181",1
"ENSG00000117523","PRRC2C",1
"ENSG00000117598","PLPPR5",1
"ENSG00000117620","SLC35A3",1
"ENSG00000117632","STMN1",1
"ENSG00000117643","MAN1C1",1
"ENSG00000117676","RPS6KA1",1
"ENSG00000117682","DHDDS",1
"ENSG00000117791","MTARC2",1
"ENSG00000117868","ESYT2",1
"ENSG00000117983","MUC5B",1
"ENSG00000117984","CTSD",1
"ENSG00000118017","A4GNT",1
"ENSG00000118096","IFT46",1
"ENSG00000118113","MMP8",1
"ENSG00000118156","ZNF541",1
"ENSG00000118160","SLC8A2",1
"ENSG00000118194","TNNT2",1
"ENSG00000118197","DDX59",1
"ENSG00000118257","NRP2",1
"ENSG00000118271","TTR",1
"ENSG00000118503","TNFAIP3",1
"ENSG00000118514","ALDH8A1",1
"ENSG00000118515","SGK1",1
"ENSG00000118557","PMFBP1",1
"ENSG00000118600","RXYLT1",1
"ENSG00000118729","CASQ2",1
"ENSG00000118849","RARRES1",1
"ENSG00000118855","MFSD1",1
"ENSG00000118873","RAB3GAP2",1
"ENSG00000118900","UBN1",1
"ENSG00000118939","UCHL3",1
"ENSG00000118946","PCDH17",1
"ENSG00000118961","LDAH",1
"ENSG00000118965","WDR35",1
"ENSG00000118971","CCND2",1
"ENSG00000118985","ELL2",1
"ENSG00000118997","DNAH7",1
"ENSG00000119121","TRPM6",1
"ENSG00000119185","ITGB1BP1",1
"ENSG00000119283","TRIM67",1
"ENSG00000119285","HEATR1",1
"ENSG00000119314","PTBP3",1
"ENSG00000119318","RAD23B",1
"ENSG00000119326","CTNNAL1",1
"ENSG00000119383","PTPA",1
"ENSG00000119396","RAB14",1
"ENSG00000119508","NR4A3",1
"ENSG00000119537","KDSR",1
"ENSG00000119547","ONECUT2",1
"ENSG00000119559","C19orf25",1
"ENSG00000119574","ZBTB45",1
"ENSG00000119599","DCAF4",1
"ENSG00000119616","FCF1",1
"ENSG00000119632","IFI27L2",1
"ENSG00000119650","IFT43",1
"ENSG00000119661","DNAL1",1
"ENSG00000119684","MLH3",1
"ENSG00000119699","TGFB3",1
"ENSG00000119705","SLIRP",1
"ENSG00000119715","ESRRB",1
"ENSG00000119718","EIF2B2",1
"ENSG00000119725","ZNF410",1
"ENSG00000119760","SUPT7L",1
"ENSG00000119812","FAM98A",1
"ENSG00000119906","SLF2",1
"ENSG00000119917","IFIT3",1
"ENSG00000119922","IFIT2",1
"ENSG00000119946","CNNM1",1
"ENSG00000119965","C10orf88",1
"ENSG00000120093","HOXB3",1
"ENSG00000120156","TEK",1
"ENSG00000120210","INSL6",1
"ENSG00000120211","INSL4",1
"ENSG00000120215","MLANA",1
"ENSG00000120251","GRIA2",1
"ENSG00000120265","PCMT1",1
"ENSG00000120329","SLC25A2",1
"ENSG00000120440","TTLL2",1
"ENSG00000120451","SNX19",1
"ENSG00000120458","MSANTD2",1
"ENSG00000120471","TP53AIP1",1
"ENSG00000120533","ENY2",1
"ENSG00000120549","KIAA1217",1
"ENSG00000120645","IQSEC3",1
"ENSG00000120647","CCDC77",1
"ENSG00000120662","MTRF1",1
"ENSG00000120690","ELF1",1
"ENSG00000120705","ETF1",1
"ENSG00000120709","FAM53C",1
"ENSG00000120733","KDM3B",1
"ENSG00000120798","NR2C1",1
"ENSG00000120860","WASHC3",1
"ENSG00000120896","SORBS3",1
"ENSG00000120899","PTK2B",1
"ENSG00000120907","ADRA1A",1
"ENSG00000120910","PPP3CC",1
"ENSG00000120925","RNF170",1
"ENSG00000121022","COPS5",1
"ENSG00000121057","AKAP1",1
"ENSG00000121060","TRIM25",1
"ENSG00000121064","SCPEP1",1
"ENSG00000121068","TBX2",1
"ENSG00000121210","TMEM131L",1
"ENSG00000121211","MND1",1
"ENSG00000121236","TRIM6",1
"ENSG00000121297","TSHZ3",1
"ENSG00000121314","TAS2R8",1
"ENSG00000121335","PRB2",1
"ENSG00000121351","IAPP",1
"ENSG00000121361","KCNJ8",1
"ENSG00000121413","ZSCAN18",1
"ENSG00000121446","RGSL1",1
"ENSG00000121454","LHX4",1
"ENSG00000121542","SEC22A",1
"ENSG00000121578","B4GALT4",1
"ENSG00000121594","CD80",1
"ENSG00000121690","DEPDC7",1
"ENSG00000121742","GJB6",1
"ENSG00000121753","ADGRB2",1
"ENSG00000121775","TMEM39B",1
"ENSG00000121864","ZNF639",1
"ENSG00000121879","PIK3CA",1
"ENSG00000121898","CPXM2",1
"ENSG00000121957","GPSM2",1
"ENSG00000121966","CXCR4",1
"ENSG00000121988","ZRANB3",1
"ENSG00000122008","POLK",1
"ENSG00000122034","GTF3A",1
"ENSG00000122068","FYTTD1",1
"ENSG00000122145","TBX22",1
"ENSG00000122188","LAX1",1
"ENSG00000122545","SEPTIN7",1
"ENSG00000122642","FKBP9",1
"ENSG00000122728","TAF1L",1
"ENSG00000122735","DNAI1",1
"ENSG00000122824","NUDT10",1
"ENSG00000122870","BICC1",1
"ENSG00000122877","EGR2",1
"ENSG00000122952","ZWINT",1
"ENSG00000122958","VPS26A",1
"ENSG00000122965","RBM19",1
"ENSG00000122970","IFT81",1
"ENSG00000122986","HVCN1",1
"ENSG00000123119","NECAB1",1
"ENSG00000123124","WWP1",1
"ENSG00000123136","DDX39A",1
"ENSG00000123178","SPRYD7",1
"ENSG00000123268","ATF1",1
"ENSG00000123349","PFDN5",1
"ENSG00000123352","SPATS2",1
"ENSG00000123358","NR4A1",1
"ENSG00000123384","LRP1",1
"ENSG00000123411","IKZF4",1
"ENSG00000123415","SMUG1",1
"ENSG00000123453","SARDH",1
"ENSG00000123552","USP45",1
"ENSG00000123562","MORF4L2",1
"ENSG00000123643","SLC36A1",1
"ENSG00000123684","LPGAT1",1
"ENSG00000123728","RAP2C",1
"ENSG00000123838","C4BPA",1
"ENSG00000123933","MXD4",1
"ENSG00000123977","DAW1",1
"ENSG00000123992","DNPEP",1
"ENSG00000124126","PREX1",1
"ENSG00000124155","PIGT",1
"ENSG00000124171","PARD6B",1
"ENSG00000124177","CHD6",1
"ENSG00000124203","ZNF831",1
"ENSG00000124251","TP53TG5",1
"ENSG00000124260","MAGEA10",1
"ENSG00000124357","NAGK",1
"ENSG00000124380","SNRNP27",1
"ENSG00000124383","MPHOSPH10",1
"ENSG00000124467","PSG8",1
"ENSG00000124570","SERPINB6",1
"ENSG00000124571","XPO5",1
"ENSG00000124574","ABCC10",1
"ENSG00000124614","RPS10",1
"ENSG00000124615","MOCS1",1
"ENSG00000124641","MED20",1
"ENSG00000124733","MEA1",1
"ENSG00000124762","CDKN1A",1
"ENSG00000124782","RREB1",1
"ENSG00000124784","RIOK1",1
"ENSG00000124795","DEK",1
"ENSG00000124812","CRISP1",1
"ENSG00000124813","RUNX2",1
"ENSG00000124818","OPN5",1
"ENSG00000124831","LRRFIP1",1
"ENSG00000124882","EREG",1
"ENSG00000125148","MT2A",1
"ENSG00000125207","PIWIL1",1
"ENSG00000125247","TMTC4",1
"ENSG00000125255","SLC10A2",1
"ENSG00000125257","ABCC4",1
"ENSG00000125304","TM9SF2",1
"ENSG00000125354","SEPTIN6",1
"ENSG00000125450","NUP85",1
"ENSG00000125454","SLC25A19",1
"ENSG00000125459","MSTO1",1
"ENSG00000125482","TTF1",1
"ENSG00000125485","DDX31",1
"ENSG00000125522","NPBWR2",1
"ENSG00000125531","FNDC11",1
"ENSG00000125533","BHLHE23",1
"ENSG00000125618","PAX8",1
"ENSG00000125630","POLR1B",1
"ENSG00000125686","MED1",1
"ENSG00000125735","TNFSF14",1
"ENSG00000125740","FOSB",1
"ENSG00000125753","VASP",1
"ENSG00000125772","GPCPD1",1
"ENSG00000125779","PANK2",1
"ENSG00000125787","GNRH2",1
"ENSG00000125818","PSMF1",1
"ENSG00000125826","RBCK1",1
"ENSG00000125827","TMX4",1
"ENSG00000125835","SNRPB",1
"ENSG00000125850","OVOL2",1
"ENSG00000125851","PCSK2",1
"ENSG00000125877","ITPA",1
"ENSG00000125912","NCLN",1
"ENSG00000125931","CITED1",1
"ENSG00000125944","HNRNPR",1
"ENSG00000125970","RALY",1
"ENSG00000125991","ERGIC3",1
"ENSG00000126005","MMP24OS",1
"ENSG00000126012","KDM5C",1
"ENSG00000126067","PSMB2",1
"ENSG00000126088","UROD",1
"ENSG00000126214","KLC1",1
"ENSG00000126249","PDCD2L",1
"ENSG00000126261","UBA2",1
"ENSG00000126456","IRF3",1
"ENSG00000126460","PRRG2",1
"ENSG00000126461","SCAF1",1
"ENSG00000126464","PRR12",1
"ENSG00000126524","SBDS",1
"ENSG00000126550","HTN1",1
"ENSG00000126561","STAT5A",1
"ENSG00000126746","ZNF384",1
"ENSG00000126752","SSX1",1
"ENSG00000126773","PCNX4",1
"ENSG00000126804","ZBTB1",1
"ENSG00000126861","OMG",1
"ENSG00000126870","DYNC2I1",1
"ENSG00000126878","AIF1L",1
"ENSG00000126903","SLC10A3",1
"ENSG00000127074","RGS13",1
"ENSG00000127152","BCL11B",1
"ENSG00000127191","TRAF2",1
"ENSG00000127220","ABHD8",1
"ENSG00000127311","HELB",1
"ENSG00000127412","TRPV5",1
"ENSG00000127419","TMEM175",1
"ENSG00000127472","PLA2G5",1
"ENSG00000127481","UBR4",1
"ENSG00000127511","SIN3B",1
"ENSG00000127526","SLC35E1",1
"ENSG00000127530","OR7C1",1
"ENSG00000127554","GFER",1
"ENSG00000127586","CHTF18",1
"ENSG00000127804","METTL16",1
"ENSG00000127980","PEX1",1
"ENSG00000128016","ZFP36",1
"ENSG00000128052","KDR",1
"ENSG00000128191","DGCR8",1
"ENSG00000128242","GAL3ST1",1
"ENSG00000128266","GNAZ",1
"ENSG00000128268","MGAT3",1
"ENSG00000128271","ADORA2A",1
"ENSG00000128272","ATF4",1
"ENSG00000128274","A4GALT",1
"ENSG00000128298","BAIAP2L2",1
"ENSG00000128313","APOL5",1
"ENSG00000128422","KRT17",1
"ENSG00000128563","PRKRIP1",1
"ENSG00000128567","PODXL",1
"ENSG00000128585","MKLN1",1
"ENSG00000128594","LRRC4",1
"ENSG00000128596","CCDC136",1
"ENSG00000128606","LRRC17",1
"ENSG00000128641","MYO1B",1
"ENSG00000128683","GAD1",1
"ENSG00000128829","EIF2AK4",1
"ENSG00000128881","TTBK2",1
"ENSG00000128951","DUT",1
"ENSG00000128989","ARPP19",1
"ENSG00000129003","VPS13C",1
"ENSG00000129038","LOXL1",1
"ENSG00000129071","MBD4",1
"ENSG00000129103","SUMF2",1
"ENSG00000129128","SPCS3",1
"ENSG00000129187","DCTD",1
"ENSG00000129214","SHBG",1
"ENSG00000129219","PLD2",1
"ENSG00000129226","CD68",1
"ENSG00000129347","KRI1",1
"ENSG00000129450","SIGLEC9",1
"ENSG00000129493","HEATR5A",1
"ENSG00000129515","SNX6",1
"ENSG00000129518","EAPP",1
"ENSG00000129538","RNASE1",1
"ENSG00000129625","REEP5",1
"ENSG00000129636","ITFG1",1
"ENSG00000129757","CDKN1C",1
"ENSG00000129951","PLPPR3",1
"ENSG00000129965","INS-IGF2",1
"ENSG00000129993","CBFA2T3",1
"ENSG00000130024","PHF10",1
"ENSG00000130032","PRRG3",1
"ENSG00000130038","CRACR2A",1
"ENSG00000130052","STARD8",1
"ENSG00000130164","LDLR",1
"ENSG00000130175","PRKCSH",1
"ENSG00000130176","CNN1",1
"ENSG00000130202","NECTIN2",1
"ENSG00000130204","TOMM40",1
"ENSG00000130227","XPO7",1
"ENSG00000130254","SAFB2",1
"ENSG00000130270","ATP8B3",1
"ENSG00000130299","GTPBP3",1
"ENSG00000130312","MRPL34",1
"ENSG00000130368","MAS1",1
"ENSG00000130383","FUT5",1
"ENSG00000130508","PXDN",1
"ENSG00000130517","PGPEP1",1
"ENSG00000130518","IQCN",1
"ENSG00000130528","HRC",1
"ENSG00000130558","OLFM1",1
"ENSG00000130589","HELZ2",1
"ENSG00000130649","CYP2E1",1
"ENSG00000130703","OSBPL2",1
"ENSG00000130720","FIBCD1",1
"ENSG00000130726","TRIM28",1
"ENSG00000130734","ATG4D",1
"ENSG00000130764","LRRC47",1
"ENSG00000130772","MED18",1
"ENSG00000130811","EIF3G",1
