isoform_id	ES	ES_genomic_start	ES_genomic_end	MEE	MEE_genomic_start	MEE_genomic_end	MES	MES_genomic_start	MES_genomic_end	IR	IR_genomic_start	IR_genomic_end	A5	A5_genomic_start	A5_genomic_end	A3	A3_genomic_start	A3_genomic_end	ATSS	ATSS_genomic_start	ATSS_genomic_end	ATTS	ATTS_genomic_start	ATTS_genomic_end
ENST00000489087.2	0	NA	NA	0	NA	NA	0	NA	NA	5	92242138;92244150;92245172;92245677;92245878	92244001;92244901;92245426;92245789;92245905	0	NA	NA	0	NA	NA	1	92245908	92246166	1	92197498;92201307;92211554;92213892;92214611;92221902;92222822;92225720;92226526;92234449;92234808;92235403;92236413;92237667;92239760	92200804;92201423;92213401;92214002;92214777;92222053;92223261;92225827;92226682;92234592;92234923;92235646;92236542;92238734;92239833
ENST00000458177.7	0	NA	NA	0	NA	NA	1	92245427;92245790	92245676;92245877	0	NA	NA	2	92211554;92239760	92213195;92240993	3	92213979;92222978;92237759	92214002;92223261;92238734	0	NA	NA	1	92197498	92199420
ENST00000394505.7	1	92245427	92245676	0	NA	NA	0	NA	NA	1	92245878	92245905	2	92211554;92239760	92213195;92240993	3	92213979;92222978;92237759	92214002;92223261;92238734	1	92245914	92246166	1	92197498	92199413
ENST00000689789.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	92245134	92245171	1	92245906	92246166	1	92197498;92201307;92211554;92213892;92214611;92221902;92222822;92225720;92226526;92234449;92234808;92235403;92236413;92237667;92239760	92200804;92201423;92213401;92214002;92214777;92222053;92223261;92225827;92226682;92234592;92234923;92235646;92236542;92238734;92239827
ENST00000690391.1	0	NA	NA	0	NA	NA	0	NA	NA	2	23077361;23082367	23078989;23082449	0	NA	NA	0	NA	NA	1	23019443;23030469;23044427;23050387;23053761;23055069;23055932;23057484;23059073;23066060;23068539;23069061;23071225;23072124;23073292;23074463	23019947;23030634;23044486;23050520;23053839;23055161;23056038;23057565;23059167;23066071;23068681;23069151;23071359;23072197;23073403;23076587	1	23083634	23083689
ENST00000691694.1	1	23066060	23066071	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	23074463	23075667	0	NA	NA	1	23077228;23078990;23079553;23081446;23082220;23082450	23077360;23079177;23079667;23081573;23082366;23083689
ENST00000356634.7	3	23044427;23066060;23074463	23044486;23066071;23076587	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	23082450	23083179	1	23019443	23019448	0	NA	NA
ENST00000689366.1	2	23066060;23074463	23066071;23076587	0	NA	NA	0	NA	NA	1	23069152	23071224	0	NA	NA	1	23082450	23083179	0	NA	NA	1	23083672	23083689
ENST00000688235.1	2	23044427;23074463	23044486;23076587	0	NA	NA	1	23066060;23068539;23069061	23066071;23068681;23069151	2	23056039;23082367	23057483;23082449	0	NA	NA	0	NA	NA	0	NA	NA	1	23083632	23083689
ENST00000691404.1	2	23066060;23074463	23066071;23076587	0	NA	NA	0	NA	NA	1	23082367	23082449	0	NA	NA	0	NA	NA	0	NA	NA	1	23083632	23083689
ENST00000687202.1	3	23044427;23066060;23074463	23044486;23066071;23076587	0	NA	NA	0	NA	NA	1	23069152	23071224	0	NA	NA	0	NA	NA	0	NA	NA	1	23083632	23083689
ENST00000688680.1	1	23066060	23066071	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	23076570;23077228;23078990;23079553;23081446;23082220;23082450	23076587;23077360;23079177;23079667;23081573;23082366;23083689
ENST00000400181.9	1	23074463	23076587	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	23082450	23083179	1	23019443	23019468	0	NA	NA
ENST00000602503.1	0	NA	NA	0	NA	NA	0	NA	NA	2	23081574;23082367	23082219;23082449	0	NA	NA	0	NA	NA	1	23019443;23030469;23044427;23050387;23053761;23055069;23055932;23057484;23059073;23066060;23068539;23069061;23071225;23072124;23073292;23074463;23077228;23078990;23079553	23019947;23030634;23044486;23050520;23053839;23055161;23056038;23057565;23059167;23066071;23068681;23069151;23071359;23072197;23073403;23076587;23077360;23079177;23079667	1	23083682	23083689
ENST00000691256.1	2	23044427;23066060	23044486;23066071	0	NA	NA	0	NA	NA	1	23076588	23077227	0	NA	NA	1	23082450	23083179	0	NA	NA	1	23083672	23083689
ENST00000305866.10	3	93240716;93320376;93340598	93240818;93321058;93340870	0	NA	NA	0	NA	NA	0	NA	NA	1	93239934	93239950	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000649152.1	2	93320376;93340598	93321058;93340870	0	NA	NA	0	NA	NA	0	NA	NA	1	93239934	93239950	0	NA	NA	1	93232366	93232372	1	93360898	93361123
ENST00000441602.5	2	93320376;93340598	93321058;93340870	0	NA	NA	1	93240716;93252653	93240818;93252775	0	NA	NA	0	NA	NA	1	93349875	93349879	0	NA	NA	1	93359024	93361123
ENST00000458707.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	93232366;93239866;93240716;93252653;93253860;93256509;93257394;93258159;93258357;93259550	93232500;93239950;93240818;93252775;93253931;93256562;93257464;93258276;93258392;93259614	1	93323611;93334117;93340598;93341427;93348711;93349875;93353640;93355891;93358317	93323732;93334197;93340870;93341575;93348807;93350033;93353761;93356080;93361123
ENST00000471188.5	0	NA	NA	0	NA	NA	1	93320376;93323611;93334117	93321058;93323732;93334197	1	93258277	93258356	0	NA	NA	1	93349875	93349879	1	93232366;93239866;93240716;93252653;93253860;93256509;93257394	93232500;93239950;93240818;93252775;93253931;93256562;93257464	1	93359021	93361123
ENST00000432298.5	2	117190133;117222861	117190268;117223907	0	NA	NA	1	117020184;117098613	117020629;117098815	0	NA	NA	1	117136235	117137342	0	NA	NA	1	116953238	116953691	1	117230103	117230176
ENST00000465133.5	2	117098613;117134124	117098815;117134192	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	116953238;117014888;117020184	116953691;117015014;117020227	1	117138435;117170862;117189321;117190133;117190834;117209787;117219084;117221923;117222861;117229762	117138532;117170976;117189393;117190268;117190936;117209937;117219176;117222062;117223907;117230176
ENST00000417919.5	0	NA	NA	0	NA	NA	1	117014888;117020184	117015014;117020629	0	NA	NA	0	NA	NA	0	NA	NA	1	116953238	116953503	1	117119662;117129793;117130491;117131885;117134124;117136081;117138435;117170862;117189321;117190133;117190834;117209787;117219084;117221923;117222861;117229762	117119720;117129847;117130606;117131960;117134192;117137342;117138532;117170976;117189393;117190268;117190936;117209937;117219176;117222062;117223907;117230176
ENST00000393446.6	4	117134124;117190133;117219084;117222861	117134192;117190268;117219176;117223907	0	NA	NA	1	117014888;117020184;117098613	117015014;117020629;117098815	0	NA	NA	1	117136235	117137342	0	NA	NA	0	NA	NA	1	117230096	117230176
ENST00000393447.8	3	117098613;117190133;117222861	117098815;117190268;117223907	0	NA	NA	0	NA	NA	0	NA	NA	1	117136235	117137342	0	NA	NA	1	116953238;117014888;117020184	116953691;117015014;117020277	1	117230103	117230176
ENST00000265437.9	1	117190133	117190268	0	NA	NA	1	117014888;117020184;117098613	117015014;117020629;117098815	0	NA	NA	1	117136235	117137342	0	NA	NA	1	116953238	116953327	1	117229762	117230176
ENST00000393443.5	3	117134124;117190133;117222861	117134192;117190268;117223907	0	NA	NA	0	NA	NA	0	NA	NA	2	117136235;117209922	117137342;117209937	0	NA	NA	1	116953238;117014888;117020184	116953691;117015014;117020218	1	117230103	117230176
ENST00000393451.7	3	117134124;117190133;117222861	117134192;117190268;117223907	0	NA	NA	1	117014888;117020184;117098613	117015014;117020629;117098815	0	NA	NA	1	117136235	117137342	0	NA	NA	1	116953238	116953342	1	117230103	117230176
ENST00000323984.8	2	117190133;117222861	117190268;117223907	0	NA	NA	1	117014888;117020184;117098613	117015014;117020629;117098815	0	NA	NA	1	117136235	117137342	0	NA	NA	1	116953238	116953501	0	NA	NA
ENST00000393444.7	4	117098613;117134124;117190133;117222861	117098815;117134192;117190268;117223907	0	NA	NA	0	NA	NA	0	NA	NA	1	117136235	117137342	0	NA	NA	1	116953238;117014888;117020184	116953691;117015014;117020277	1	117230103	117230176
ENST00000487459.5	1	117098613	117098815	0	NA	NA	0	NA	NA	0	NA	NA	1	117136235	117137342	0	NA	NA	1	116953238;117014888	116953691;117015014	1	117190932;117209787;117219084;117221923;117222861;117229762	117190936;117209937;117219176;117222062;117223907;117230176
ENST00000442309.5	1	75701796	75702423	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	75701287	75701372	1	75710941	75710985	1	75662705;75665929;75670138;75671950;75673444;75680193;75687827;75689026;75689969;75690638;75691977;75694241;75696200	75664783;75666053;75670284;75672016;75673520;75680314;75687977;75689225;75690081;75690719;75692100;75694427;75696252
ENST00000470503.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	75710899	75710985	1	75662705;75665929;75670138;75671950;75673444;75680193;75687827;75689026;75689969;75690638;75691977;75694241;75696200;75701190	75664783;75666053;75670284;75672016;75673520;75680314;75687977;75689225;75690081;75690719;75692100;75694427;75696315;75701372
ENST00000321027.8	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	75701796	75702199	1	75701287	75701372	1	75710915	75710985	0	NA	NA
ENST00000541687.5	1	75696200	75696315	0	NA	NA	0	NA	NA	0	NA	NA	1	75701796	75702199	1	75701287	75701372	0	NA	NA	1	75662705	75662708
ENST00000470197.5	1	75691977	75692100	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	75701796;75706523;75710591	75702423;75706651;75710985	1	75662705	75662706
ENST00000409857.7	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	75701796	75702313	1	75701287	75701372	1	75710892	75710985	1	75662705	75664419
ENST00000682321.1	2	77103209;77158230	77103310;77158268	0	NA	NA	0	NA	NA	0	NA	NA	4	77058052;77076751;77120137;77242253	77058218;77076760;77121373;77243059	1	77118495	77118519	0	NA	NA	0	NA	NA
ENST00000695078.1	1	77158230	77158268	0	NA	NA	2	77103209;77118340,77126318;77129156	77103310;77118519,77126542;77129230	2	77087634;77089032	77088831;77090105	3	77058052;77076751;77120137	77058218;77076760;77121373	0	NA	NA	1	77205523;77206653;77211167;77211956;77217840;77224451;77225435;77233156;77242253;77243806;77251151;77257671;77260428;77261171;77262053;77263651;77263929;77267841;77269992;77270296;77273472;77278758;77288161;77296599;77326474	77205598;77206825;77211320;77212160;77217957;77224532;77225554;77233263;77243160;77243951;77251355;77257829;77260592;77261375;77262129;77263789;77264002;77267937;77270063;77270538;77273668;77278911;77288376;77296674;77327094	0	NA	NA
ENST00000544440.7	2	77129156;77158230	77129230;77158268	0	NA	NA	1	77103209;77118340	77103310;77118519	0	NA	NA	3	77058052;77120137;77242253	77058218;77121373;77243059	0	NA	NA	0	NA	NA	1	77042474	77044657
ENST00000683697.1	2	77129156;77158230	77129230;77158268	0	NA	NA	0	NA	NA	0	NA	NA	3	77058052;77120137;77242253	77058218;77121373;77243059	0	NA	NA	0	NA	NA	1	77042474	77044657
ENST00000695084.1	0	NA	NA	0	NA	NA	0	NA	NA	1	77059627	77061168	0	NA	NA	0	NA	NA	1	77067853;77068565;77070631;77076751;77077148;77078824;77081427;77081837;77083032;77087484;77088832;77090106;77093165;77095358;77096312;77097370;77103209;77118340;77120137;77125336;77126318;77129156;77139196;77140047;77140846;77144445;77146162;77150734;77156058;77157937;77158230;77161906;77164454;77165273;77166329;77168428;77169614;77171492;77174311;77176497;77177748;77180127;77181701;77185103;77185871;77188951;77190252;77191679;77194153;77205256;77205473;77206653;77211167;77211956;77217840;77224451;77225435;77233156;77242253;77243806;77251151;77257671;77260428;77261171;77262053;77263651;77263929;77267841;77269992;77270296;77273472;77278758;77288161;77296599;77326474	77067864;77068831;77070711;77076849;77077387;77078889;77081651;77081993;77083192;77087633;77089031;77090263;77093332;77095602;77096481;77099013;77103310;77118519;77121495;77125468;77126542;77129230;77139336;77140163;77140943;77144560;77146217;77150949;77156202;77158109;77158268;77161955;77164541;77165391;77166554;77168646;77169714;77171634;77174489;77176628;77177954;77180318;77181922;77185377;77186063;77189047;77190335;77191813;77194244;77205383;77205598;77206825;77211320;77212160;77217957;77224532;77225554;77233263;77243160;77243951;77251355;77257829;77260592;77261375;77262129;77263789;77264002;77267937;77270063;77270538;77273668;77278911;77288376;77296674;77327094	1	77042474;77050997;77051811;77055558;77056986	77045493;77051162;77051918;77055767;77057093
ENST00000684354.1	2	77118340;77158230	77118519;77158268	0	NA	NA	1	77126318;77129156	77126542;77129230	0	NA	NA	4	77058052;77076751;77120137;77242253	77058218;77076760;77121373;77243059	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000683823.1	1	77158230	77158268	0	NA	NA	1	77103209;77118340	77103310;77118519	0	NA	NA	4	77058052;77076751;77120137;77242253	77058218;77076760;77121373;77243059	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000357337.11	3	77103209;77129156;77158230	77103310;77129230;77158268	0	NA	NA	0	NA	NA	0	NA	NA	3	77058052;77120137;77242253	77058218;77121373;77243059	0	NA	NA	0	NA	NA	1	77042474	77044657
ENST00000466564.3	0	NA	NA	0	NA	NA	1	77126318;77129156	77126542;77129230	0	NA	NA	0	NA	NA	0	NA	NA	1	77157957;77158230;77161906;77164454;77165273;77166329;77168428;77169614;77171492;77174311;77176497;77177748;77180127;77181701;77185103;77185871;77188951;77190252;77191679;77194153;77205256;77205473;77206653;77211167;77211956;77217840;77224451;77225435;77233156;77242253;77243806;77251151;77257671;77260428;77261171;77262053;77263651;77263929;77267841;77269992;77270296;77273472;77278758;77288161;77296599;77326474	77158109;77158268;77161955;77164541;77165391;77166554;77168646;77169714;77171634;77174489;77176628;77177954;77180318;77181922;77185377;77186063;77189047;77190335;77191813;77194244;77205383;77205598;77206825;77211320;77212160;77217957;77224532;77225554;77233263;77243160;77243951;77251355;77257829;77260592;77261375;77262129;77263789;77264002;77267937;77270063;77270538;77273668;77278911;77288376;77296674;77327094	1	77042474;77050997;77051811;77055558;77056986;77058052;77059523;77061169;77061662;77062596;77064615;77065992;77067581;77068565;77070631;77076751;77077148;77078824;77081427;77081837;77083032;77087484;77088832;77090106;77093165;77095358;77096312;77097370;77103209;77118340	77045493;77051162;77051918;77055767;77057093;77058406;77059626;77061301;77061790;77062697;77064734;77066088;77067864;77068831;77070711;77076849;77077387;77078889;77081651;77081993;77083192;77087633;77089031;77090263;77093332;77095602;77096481;77099013;77103310;77118519
ENST00000695079.1	1	77103209	77103310	0	NA	NA	1	77126318;77129156	77126542;77129230	0	NA	NA	4	77058052;77076751;77120137;77242253	77058218;77076760;77121373;77243059	1	77118495	77118519	0	NA	NA	0	NA	NA
ENST00000695094.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	77326521	77327094	1	77042474;77050997;77051811;77055558;77056986;77058052;77059523;77061169;77061662;77062596;77064615;77065992;77067581;77068565;77070631;77076751;77077148;77078824;77081427;77081837;77083032;77087484;77088832;77090106;77093165;77095358;77096312;77097370;77103209;77118340;77120137;77125336;77126318;77129156;77139196;77140047;77140846;77144445;77146162;77150734;77156058;77157937;77158230;77161906;77164454;77165273;77166329;77168428;77169614;77171492;77174311;77176497;77177748;77180127;77181701;77185103;77185871;77188951;77190252;77191679;77194153;77205256;77205473;77206653;77211167;77211956;77217840;77224451;77225435;77233156	77045493;77051162;77051918;77055767;77057093;77058406;77059626;77061301;77061790;77062697;77064734;77066088;77067864;77068831;77070711;77076849;77077387;77078889;77081651;77081993;77083192;77087633;77089031;77090263;77093332;77095602;77096481;77099013;77103310;77118519;77121495;77125468;77126542;77129230;77139336;77140163;77140943;77144560;77146217;77150949;77156202;77158109;77158268;77161955;77164541;77165391;77166554;77168646;77169714;77171634;77174489;77176628;77177954;77180318;77181922;77185377;77186063;77189047;77190335;77191813;77194244;77205383;77205598;77206825;77211320;77212160;77217957;77224532;77225554;77233263
ENST00000505897.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	50095351	50095387	1	50106794;50107076;50108156;50108319;50108612;50109287;50109957	50106883;50107153;50108232;50108417;50108719;50109400;50112152
ENST00000503176.6	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	50106069	50106368	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000616784.4	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	35587428	35587597	0	NA	NA	0	NA	NA	1	35670857;35671754;35674176;35682695;35709224;35710234;35717195;35723625	35670898;35671900;35674321;35682824;35709308;35710320;35717349;35726413
ENST00000610402.5	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	35587428	35587597	0	NA	NA	1	35586899	35587322	0	NA	NA
ENST00000621914.4	1	35670857	35670898	0	NA	NA	0	NA	NA	0	NA	NA	1	35587428	35587597	0	NA	NA	1	35586899	35587274	1	35726409	35726413
ENST00000614600.4	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	35586899	35587367	1	35671754;35674176;35682695;35709224;35710234;35717195;35723625	35671900;35674321;35682824;35709308;35710320;35717349;35726413
ENST00000403825.8	2	112452058;112470899	112452511;112471033	0	NA	NA	0	NA	NA	0	NA	NA	1	112457038	112458336	0	NA	NA	1	112450458	112450460	0	NA	NA
ENST00000429071.5	1	112452058	112452511	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	112458861;112461866;112462001;112462270;112467981;112470899;112472219;112472766;112475430	112459018;112461916;112462179;112462378;112468115;112471033;112472347;112472861;112477203
ENST00000674915.1	1	112452058	112452511	0	NA	NA	0	NA	NA	0	NA	NA	1	112457038	112458336	0	NA	NA	1	112450458	112450460	1	112476163	112477203
ENST00000535603.5	1	112470899	112471033	0	NA	NA	0	NA	NA	0	NA	NA	1	112457038	112458336	0	NA	NA	1	112450458	112450782	1	112477200	112477203
ENST00000640610.1	2	31801871;31803952	31801912;31804237	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	0	NA	NA	1	31806462	31806629	1	31817809	31817961	1	31784779	31788908
ENST00000419022.6	1	31803952	31804237	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	0	NA	NA	1	31806462	31806629	1	31817809	31817961	1	31784779	31784792
ENST00000423822.7	2	31803952;31811213	31804237;31811331	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	1	31801561	31801762	1	31806462	31806629	1	31817910	31817961	1	31784779	31789941
ENST00000474783.2	2	31801871;31803952	31801912;31804237	0	NA	NA	1	31807290;31809906	31808802;31810667	1	31790861	31793437	1	31811115	31811213	1	31806462	31806629	1	31811328;31817809	31811331;31817961	1	31784779	31789918
ENST00000640368.2	1	31803952	31804237	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	1	31811115	31811213	1	31806462	31806629	1	31811322;31817809	31811331;31817961	1	31784779	31789026
ENST00000638914.3	2	31803952;31811213	31804237;31811331	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	0	NA	NA	1	31806462	31806629	0	NA	NA	1	31784779	31784792
ENST00000533333.5	0	NA	NA	0	NA	NA	1	31807290;31809906	31808802;31810667	4	31801777;31801913;31802835;31804238;31806462	31801870;31802703;31803951;31806401;31806629	0	NA	NA	0	NA	NA	1	31811308;31817809	31811331;31817961	1	31784779	31789936
ENST00000379109.7	3	31801871;31803952;31807290	31801912;31804237;31808802	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	31806462	31806629	1	31810828;31811213;31817809	31811015;31811331;31817961	1	31784779	31788911
ENST00000643871.1	2	31801871;31803952	31801912;31804237	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	1	31811115	31811213	1	31806462	31806629	1	31817809	31817961	1	31784779	31784792
ENST00000639916.1	2	31801871;31803952	31801912;31804237	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	0	NA	NA	1	31806462	31806629	1	31811213;31817809	31811331;31817961	1	31784779	31789026
ENST00000640287.1	2	31801871;31803952	31801912;31804237	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	31806849;31807290;31809906;31810828;31811213;31817809	31806925;31808802;31810667;31811015;31811331;31817961	1	31784779	31789936
ENST00000639943.1	1	31803952	31804237	0	NA	NA	0	NA	NA	0	NA	NA	1	31801561	31801762	1	31806462	31806629	1	31809906;31810828;31811213;31817809	31810667;31811015;31811331;31817961	1	31784779;31790710	31790019;31790791
ENST00000639386.2	1	31801871	31801912	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	31804059;31806402;31806849;31807290;31809906;31810828;31811213;31817809	31804237;31806629;31806925;31808802;31810667;31811015;31811331;31817961	1	31784779	31784792
ENST00000241001.13	3	31801871;31803952;31811213	31801912;31804237;31811331	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	0	NA	NA	1	31806462	31806629	1	31817938	31817961	1	31784779	31789913
ENST00000481563.6	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	31806402;31806849;31807290;31809906;31810828;31811213;31817809	31806629;31806925;31808802;31810667;31811015;31811331;31817961	1	31784779	31789934
ENST00000606377.7	1	31803952	31804237	0	NA	NA	1	31807290;31809906	31808802;31810667	0	NA	NA	0	NA	NA	1	31806462	31806629	1	31811213;31817809	31811331;31817961	0	NA	NA
ENST00000402886.9	0	NA	NA	0	NA	NA	1	35480060;35480312;35484560	35480122;35480374;35484624	0	NA	NA	0	NA	NA	0	NA	NA	1	35496950	35497079	0	NA	NA
ENST00000338863.13	0	NA	NA	1	35480312	35480374	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA
ENST00000639578.3	0	NA	NA	1	35480060	35480122	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	35497064	35497079	1	35473597	35474892
ENST00000549356.1	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	1	106997386	106997406	1	106997539;106997915;106999551;106999942;107001280;107001764;107005106;107022084;107042950;107049771;107049954;107092804	106997690;106998066;106999862;107000082;107001368;107001948;107005248;107022192;107043178;107049852;107050359;107093549	1	106991364	106992001
ENST00000008527.10	0	NA	NA	0	NA	NA	1	107042950;107049771;107049954	107043178;107049852;107050359	0	NA	NA	1	106992487	106992787	1	106997386	106997406	0	NA	NA	0	NA	NA
ENST00000546722.1	0	NA	NA	0	NA	NA	0	NA	NA	1	106999863	106999941	0	NA	NA	0	NA	NA	1	107001851;107005106;107022084;107042950;107049771;107049954;107092804	107001948;107005248;107022192;107043178;107049852;107050359;107093549	1	106991364;106992487;106992965;106997294;106997488;106997915;106999551	106992001;106992890;106993036;106997406;106997690;106998066;106999789
ENST00000552790.5	0	NA	NA	0	NA	NA	0	NA	NA	2	106992002;106992891	106992486;106992964	0	NA	NA	0	NA	NA	1	107092804	107093549	1	106991364	106991367
