ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
CC	GO:0097447	dendritic tree	110	-0.402618889442094	-2.46719383898552	3.44111338002576e-08	4.87491062170316e-07	2.58083503501932e-07	599	tags=68%, list=36%, signal=47%	ENSG00000164061/ENSG00000121653/ENSG00000176658/ENSG00000005249/ENSG00000148053/ENSG00000170921/ENSG00000174871/ENSG00000167100/ENSG00000107130/ENSG00000157851/ENSG00000092051/ENSG00000151835/ENSG00000173846/ENSG00000168280/ENSG00000108852/ENSG00000161642/ENSG00000151834/ENSG00000159164/ENSG00000158445/ENSG00000010810/ENSG00000149571/ENSG00000137845/ENSG00000145242/ENSG00000266028/ENSG00000132718/ENSG00000011677/ENSG00000171533/ENSG00000154928/ENSG00000151150/ENSG00000105613/ENSG00000061337/ENSG00000146005/ENSG00000186479/ENSG00000087053/ENSG00000078018/ENSG00000132872/ENSG00000155511/ENSG00000163873/ENSG00000184588/ENSG00000258947/ENSG00000162545/ENSG00000129159/ENSG00000155897/ENSG00000008056/ENSG00000187957/ENSG00000116852/ENSG00000131711/ENSG00000197959/ENSG00000101463/ENSG00000167654/ENSG00000139220/ENSG00000070886/ENSG00000171385/ENSG00000186907/ENSG00000155980/ENSG00000157680/ENSG00000198910/ENSG00000139970/ENSG00000135824/ENSG00000145920/ENSG00000101204/ENSG00000172020/ENSG00000164082/ENSG00000180176/ENSG00000154096/ENSG00000168824/ENSG00000120251/ENSG00000070808/ENSG00000162105/ENSG00000125851/ENSG00000170396/ENSG00000162188/ENSG00000149295/ENSG00000170091/ENSG00000165646
BP	GO:0035295	tube development	143	0.399350756532791	2.31759392270983	5.56168463195649e-08	7.56389109946083e-07	4.00441293500868e-07	568	tags=58%, list=34%, signal=42%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000171243/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000137834/ENSG00000107485/ENSG00000074181/ENSG00000170961/ENSG00000126785/ENSG00000176170/ENSG00000113140/ENSG00000150630/ENSG00000170989/ENSG00000135046/ENSG00000139219/ENSG00000141052/ENSG00000139445/ENSG00000145423/ENSG00000134853/ENSG00000162599/ENSG00000137801/ENSG00000149948/ENSG00000147862/ENSG00000136492/ENSG00000125378/ENSG00000134250/ENSG00000162493/ENSG00000102554/ENSG00000074047/ENSG00000198959/ENSG00000124145/ENSG00000140545/ENSG00000121039/ENSG00000106571/ENSG00000115461/ENSG00000125845/ENSG00000141756/ENSG00000104375/ENSG00000163638/ENSG00000130203/ENSG00000196411/ENSG00000180340/ENSG00000145431/ENSG00000145632/ENSG00000166949/ENSG00000144476/ENSG00000187498/ENSG00000142798/ENSG00000163251/ENSG00000121621/ENSG00000138039/ENSG00000176890/ENSG00000018408/ENSG00000154734/ENSG00000124440/ENSG00000168056/ENSG00000166068/ENSG00000171791/ENSG00000146648/ENSG00000123473/ENSG00000162878/ENSG00000075275/ENSG00000105976/ENSG00000158813/ENSG00000134871/ENSG00000215417/ENSG00000112893/ENSG00000101144/ENSG00000126458/ENSG00000125968/ENSG00000138061/ENSG00000137573/ENSG00000125266/ENSG00000157227/ENSG00000074219/ENSG00000130702/ENSG00000144452/ENSG00000092969/ENSG00000184304/ENSG00000111602
BP	GO:1903047	mitotic cell cycle process	136	0.417853100604499	2.40365300470317	6.03209764190455e-08	7.88812768556749e-07	4.17606759824161e-07	573	tags=58%, list=34%, signal=42%	ENSG00000185650/ENSG00000117399/ENSG00000152661/ENSG00000112984/ENSG00000158402/ENSG00000178999/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000152518/ENSG00000135046/ENSG00000167900/ENSG00000148773/ENSG00000161888/ENSG00000162599/ENSG00000167244/ENSG00000122952/ENSG00000147862/ENSG00000126787/ENSG00000110092/ENSG00000134057/ENSG00000171848/ENSG00000146670/ENSG00000125378/ENSG00000167513/ENSG00000075218/ENSG00000186185/ENSG00000137807/ENSG00000175063/ENSG00000142945/ENSG00000145386/ENSG00000144579/ENSG00000117266/ENSG00000137804/ENSG00000112742/ENSG00000090889/ENSG00000111907/ENSG00000113916/ENSG00000080986/ENSG00000145632/ENSG00000123219/ENSG00000143228/ENSG00000011426/ENSG00000165304/ENSG00000073111/ENSG00000088325/ENSG00000117724/ENSG00000121621/ENSG00000157456/ENSG00000121152/ENSG00000184661/ENSG00000173207/ENSG00000166851/ENSG00000156970/ENSG00000154734/ENSG00000091436/ENSG00000075702/ENSG00000169679/ENSG00000138160/ENSG00000197299/ENSG00000171791/ENSG00000118193/ENSG00000146648/ENSG00000087586/ENSG00000123473/ENSG00000170312/ENSG00000182185/ENSG00000153044/ENSG00000138778/ENSG00000145703/ENSG00000113810/ENSG00000101144/ENSG00000134222/ENSG00000101003/ENSG00000112118/ENSG00000076382/ENSG00000144554/ENSG00000164109/ENSG00000169515
BP	GO:0010564	regulation of cell cycle process	115	0.428450292568545	2.39066736483293	6.38514604790094e-08	8.04055428254193e-07	4.25676403193396e-07	573	tags=61%, list=34%, signal=43%	ENSG00000185650/ENSG00000117399/ENSG00000114251/ENSG00000176907/ENSG00000112984/ENSG00000158402/ENSG00000178999/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000152518/ENSG00000135046/ENSG00000148773/ENSG00000161888/ENSG00000167244/ENSG00000122952/ENSG00000149948/ENSG00000126787/ENSG00000110092/ENSG00000134057/ENSG00000175643/ENSG00000136492/ENSG00000171848/ENSG00000146670/ENSG00000125378/ENSG00000167513/ENSG00000075218/ENSG00000137807/ENSG00000175063/ENSG00000142945/ENSG00000144579/ENSG00000137804/ENSG00000101447/ENSG00000111247/ENSG00000112742/ENSG00000113916/ENSG00000080986/ENSG00000145632/ENSG00000143228/ENSG00000011426/ENSG00000088325/ENSG00000117724/ENSG00000121152/ENSG00000184661/ENSG00000166851/ENSG00000156970/ENSG00000154734/ENSG00000091436/ENSG00000075702/ENSG00000169679/ENSG00000138160/ENSG00000197299/ENSG00000171791/ENSG00000118193/ENSG00000181449/ENSG00000146648/ENSG00000087586/ENSG00000123473/ENSG00000170312/ENSG00000182185/ENSG00000138778/ENSG00000113810/ENSG00000101144/ENSG00000134222/ENSG00000188486/ENSG00000076382/ENSG00000144554/ENSG00000111602/ENSG00000164109/ENSG00000169515
BP	GO:0001944	vasculature development	109	0.413254536510177	2.29250998222269	7.91228425251699e-07	9.6077737351992e-06	5.08646844804664e-06	354	tags=41%, list=21%, signal=35%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000164692/ENSG00000137834/ENSG00000074181/ENSG00000170961/ENSG00000107796/ENSG00000126785/ENSG00000176170/ENSG00000113140/ENSG00000150630/ENSG00000170989/ENSG00000135046/ENSG00000141052/ENSG00000145423/ENSG00000134853/ENSG00000137801/ENSG00000149948/ENSG00000125378/ENSG00000134250/ENSG00000175592/ENSG00000197496/ENSG00000162493/ENSG00000102554/ENSG00000140545/ENSG00000184557/ENSG00000106571/ENSG00000125845/ENSG00000130635/ENSG00000141756/ENSG00000163638/ENSG00000130203/ENSG00000150907/ENSG00000196411/ENSG00000162407/ENSG00000145632/ENSG00000144476/ENSG00000187498/ENSG00000142798/ENSG00000163251
BP	GO:0035239	tube morphogenesis	117	0.390705522923003	2.18944913696216	1.38385700319936e-06	1.62245303823374e-05	8.58945726123744e-06	568	tags=57%, list=34%, signal=41%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000171243/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000107485/ENSG00000074181/ENSG00000170961/ENSG00000126785/ENSG00000176170/ENSG00000113140/ENSG00000150630/ENSG00000170989/ENSG00000135046/ENSG00000141052/ENSG00000139445/ENSG00000145423/ENSG00000134853/ENSG00000137801/ENSG00000149948/ENSG00000147862/ENSG00000125378/ENSG00000134250/ENSG00000102554/ENSG00000074047/ENSG00000198959/ENSG00000124145/ENSG00000140545/ENSG00000121039/ENSG00000106571/ENSG00000125845/ENSG00000141756/ENSG00000104375/ENSG00000163638/ENSG00000130203/ENSG00000196411/ENSG00000180340/ENSG00000145632/ENSG00000166949/ENSG00000144476/ENSG00000187498/ENSG00000142798/ENSG00000163251/ENSG00000154734/ENSG00000124440/ENSG00000166068/ENSG00000171791/ENSG00000146648/ENSG00000123473/ENSG00000075275/ENSG00000105976/ENSG00000158813/ENSG00000134871/ENSG00000101144/ENSG00000126458/ENSG00000125968/ENSG00000138061/ENSG00000137573/ENSG00000125266/ENSG00000157227/ENSG00000074219/ENSG00000130702/ENSG00000092969/ENSG00000184304/ENSG00000111602
BP	GO:0001568	blood vessel development	102	0.417668681586764	2.29178101773347	1.45865811282937e-06	1.65314586120662e-05	8.75194867697625e-06	354	tags=42%, list=21%, signal=35%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000164692/ENSG00000137834/ENSG00000074181/ENSG00000170961/ENSG00000107796/ENSG00000126785/ENSG00000176170/ENSG00000113140/ENSG00000150630/ENSG00000170989/ENSG00000135046/ENSG00000141052/ENSG00000145423/ENSG00000134853/ENSG00000137801/ENSG00000149948/ENSG00000125378/ENSG00000134250/ENSG00000175592/ENSG00000197496/ENSG00000102554/ENSG00000140545/ENSG00000184557/ENSG00000106571/ENSG00000130635/ENSG00000141756/ENSG00000163638/ENSG00000130203/ENSG00000150907/ENSG00000196411/ENSG00000162407/ENSG00000145632/ENSG00000144476/ENSG00000187498/ENSG00000142798/ENSG00000163251
BP	GO:0072359	circulatory system development	159	0.358053512123898	2.1124417812112	2.10553361840211e-06	2.30929493631199e-05	1.22256790745929e-05	354	tags=38%, list=21%, signal=33%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000152661/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000148677/ENSG00000164692/ENSG00000137834/ENSG00000107485/ENSG00000074181/ENSG00000170961/ENSG00000107796/ENSG00000126785/ENSG00000162496/ENSG00000176170/ENSG00000113140/ENSG00000162344/ENSG00000150630/ENSG00000170989/ENSG00000135046/ENSG00000139219/ENSG00000141052/ENSG00000139445/ENSG00000145423/ENSG00000134853/ENSG00000084093/ENSG00000137801/ENSG00000149948/ENSG00000125848/ENSG00000125378/ENSG00000134250/ENSG00000175592/ENSG00000197496/ENSG00000162493/ENSG00000102554/ENSG00000074047/ENSG00000140545/ENSG00000184557/ENSG00000106571/ENSG00000125845/ENSG00000130635/ENSG00000155760/ENSG00000141756/ENSG00000104375/ENSG00000163638/ENSG00000130203/ENSG00000150907/ENSG00000196411/ENSG00000180340/ENSG00000162407/ENSG00000165806/ENSG00000145632/ENSG00000166949/ENSG00000144476/ENSG00000187498/ENSG00000142798/ENSG00000163251
BP	GO:0060429	epithelium development	141	0.365095964920562	2.11232932255883	3.80655987471026e-06	4.04446986687966e-05	2.14118992952452e-05	665	tags=64%, list=40%, signal=42%	ENSG00000185650/ENSG00000114315/ENSG00000152661/ENSG00000171243/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000137834/ENSG00000107485/ENSG00000134363/ENSG00000172037/ENSG00000107796/ENSG00000129474/ENSG00000150630/ENSG00000170989/ENSG00000149591/ENSG00000135046/ENSG00000139219/ENSG00000139445/ENSG00000171345/ENSG00000145423/ENSG00000147862/ENSG00000110092/ENSG00000125848/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000104267/ENSG00000162493/ENSG00000102554/ENSG00000184564/ENSG00000074047/ENSG00000198959/ENSG00000163347/ENSG00000124145/ENSG00000137203/ENSG00000121039/ENSG00000184557/ENSG00000106571/ENSG00000115461/ENSG00000125845/ENSG00000130635/ENSG00000134569/ENSG00000155760/ENSG00000163646/ENSG00000104375/ENSG00000180340/ENSG00000166949/ENSG00000143545/ENSG00000153071/ENSG00000187498/ENSG00000163251/ENSG00000163430/ENSG00000176890/ENSG00000018408/ENSG00000178573/ENSG00000166068/ENSG00000124782/ENSG00000171791/ENSG00000146648/ENSG00000123473/ENSG00000170312/ENSG00000144339/ENSG00000182185/ENSG00000196584/ENSG00000075275/ENSG00000105976/ENSG00000158813/ENSG00000101144/ENSG00000137573/ENSG00000125266/ENSG00000157227/ENSG00000074219/ENSG00000130702/ENSG00000144452/ENSG00000092969/ENSG00000111602/ENSG00000166888/ENSG00000007062/ENSG00000105699/ENSG00000196739/ENSG00000105559/ENSG00000139618/ENSG00000086062/ENSG00000154856/ENSG00000164171/ENSG00000150457/ENSG00000106689/ENSG00000083857/ENSG00000103995
BP	GO:0051301	cell division	116	0.387332430192609	2.16737659276711	4.58548143230945e-06	4.72443541510671e-05	2.50117169035061e-05	489	tags=48%, list=29%, signal=37%	ENSG00000117399/ENSG00000112984/ENSG00000158402/ENSG00000178999/ENSG00000117650/ENSG00000089685/ENSG00000150630/ENSG00000152518/ENSG00000129195/ENSG00000145423/ENSG00000161888/ENSG00000167244/ENSG00000122952/ENSG00000149948/ENSG00000110092/ENSG00000134057/ENSG00000165480/ENSG00000136492/ENSG00000116117/ENSG00000131747/ENSG00000146670/ENSG00000167513/ENSG00000186185/ENSG00000137807/ENSG00000175063/ENSG00000142945/ENSG00000145386/ENSG00000137804/ENSG00000101447/ENSG00000155760/ENSG00000090889/ENSG00000066279/ENSG00000145431/ENSG00000080986/ENSG00000143228/ENSG00000011426/ENSG00000088325/ENSG00000117724/ENSG00000157456/ENSG00000018408/ENSG00000121152/ENSG00000184661/ENSG00000173207/ENSG00000166851/ENSG00000156970/ENSG00000163535/ENSG00000164611/ENSG00000111665/ENSG00000169679/ENSG00000138160/ENSG00000197299/ENSG00000118193/ENSG00000087586/ENSG00000170312/ENSG00000138778/ENSG00000145703
BP	GO:0048666	neuron development	224	-0.277121828007016	-1.89927810612183	8.16842937940836e-06	8.16842937940836e-05	4.32446261262795e-05	496	tags=44%, list=30%, signal=36%	ENSG00000076356/ENSG00000068971/ENSG00000158445/ENSG00000010810/ENSG00000160460/ENSG00000149571/ENSG00000145242/ENSG00000266028/ENSG00000130540/ENSG00000145147/ENSG00000099250/ENSG00000104967/ENSG00000136854/ENSG00000171533/ENSG00000154928/ENSG00000151150/ENSG00000099365/ENSG00000154277/ENSG00000179915/ENSG00000071054/ENSG00000061337/ENSG00000164742/ENSG00000197753/ENSG00000087053/ENSG00000078018/ENSG00000077264/ENSG00000133083/ENSG00000187323/ENSG00000137285/ENSG00000132872/ENSG00000072832/ENSG00000167178/ENSG00000008735/ENSG00000134115/ENSG00000073910/ENSG00000258947/ENSG00000154917/ENSG00000167552/ENSG00000163536/ENSG00000018236/ENSG00000008056/ENSG00000143032/ENSG00000182667/ENSG00000131711/ENSG00000113657/ENSG00000152784/ENSG00000197959/ENSG00000177103/ENSG00000167654/ENSG00000173404/ENSG00000105649/ENSG00000139220/ENSG00000130477/ENSG00000070886/ENSG00000169258/ENSG00000132639/ENSG00000198963/ENSG00000186907/ENSG00000139767/ENSG00000066032/ENSG00000163531/ENSG00000121966/ENSG00000155980/ENSG00000103034/ENSG00000041515/ENSG00000171450/ENSG00000198910/ENSG00000077080/ENSG00000160716/ENSG00000141433/ENSG00000177551/ENSG00000021645/ENSG00000118432/ENSG00000172020/ENSG00000002746/ENSG00000119283/ENSG00000205927/ENSG00000184144/ENSG00000180176/ENSG00000154096/ENSG00000130558/ENSG00000016082/ENSG00000179774/ENSG00000015592/ENSG00000070808/ENSG00000131094/ENSG00000104435/ENSG00000119547/ENSG00000187122/ENSG00000170396/ENSG00000144460/ENSG00000157064/ENSG00000186487/ENSG00000149295/ENSG00000277586/ENSG00000116147/ENSG00000053108/ENSG00000151615
BP	GO:0070848	response to growth factor	110	0.376062624454819	2.08860820450144	8.43248708671144e-06	8.19155888423397e-05	4.33670764459446e-05	269	tags=34%, list=16%, signal=30%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000171243/ENSG00000108821/ENSG00000142871/ENSG00000114251/ENSG00000148677/ENSG00000164692/ENSG00000137834/ENSG00000107485/ENSG00000134363/ENSG00000170961/ENSG00000107796/ENSG00000176170/ENSG00000162344/ENSG00000150630/ENSG00000152518/ENSG00000135046/ENSG00000139219/ENSG00000141052/ENSG00000180447/ENSG00000180730/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000162599/ENSG00000137801/ENSG00000125848/ENSG00000125378/ENSG00000134250/ENSG00000197496/ENSG00000142611/ENSG00000105509/ENSG00000163347/ENSG00000145386/ENSG00000125845
BP	GO:0009790	embryo development	140	0.352694308767554	2.03443603841628	1.09178347208935e-05	0.000102278342139178	5.41473576030944e-05	561	tags=53%, list=34%, signal=38%	ENSG00000185650/ENSG00000114315/ENSG00000152661/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000086696/ENSG00000137834/ENSG00000112559/ENSG00000107485/ENSG00000117650/ENSG00000152977/ENSG00000150630/ENSG00000139219/ENSG00000139445/ENSG00000171345/ENSG00000145423/ENSG00000134853/ENSG00000167244/ENSG00000149948/ENSG00000134057/ENSG00000131747/ENSG00000171848/ENSG00000125848/ENSG00000125378/ENSG00000134250/ENSG00000175592/ENSG00000197496/ENSG00000184564/ENSG00000074047/ENSG00000124145/ENSG00000137203/ENSG00000121039/ENSG00000184557/ENSG00000106571/ENSG00000125845/ENSG00000130635/ENSG00000134569/ENSG00000155760/ENSG00000163646/ENSG00000139263/ENSG00000141756/ENSG00000104375/ENSG00000120549/ENSG00000116039/ENSG00000180340/ENSG00000162407/ENSG00000166949/ENSG00000163251/ENSG00000157456/ENSG00000138829/ENSG00000204262/ENSG00000091436/ENSG00000064309/ENSG00000181449/ENSG00000146648/ENSG00000123473/ENSG00000170312/ENSG00000162878/ENSG00000182185/ENSG00000196584/ENSG00000075275/ENSG00000134871/ENSG00000112893/ENSG00000101144/ENSG00000137573/ENSG00000150961/ENSG00000118707/ENSG00000101003/ENSG00000157227/ENSG00000074219/ENSG00000130702/ENSG00000092969
BP	GO:0009887	animal organ morphogenesis	148	0.345372268299146	2.00506824886654	1.11302901739694e-05	0.000102278342139178	5.41473576030944e-05	620	tags=57%, list=37%, signal=40%	ENSG00000118523/ENSG00000114315/ENSG00000171243/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000148677/ENSG00000164692/ENSG00000137834/ENSG00000112559/ENSG00000107485/ENSG00000134363/ENSG00000170961/ENSG00000197406/ENSG00000107796/ENSG00000162496/ENSG00000162344/ENSG00000152977/ENSG00000150630/ENSG00000170989/ENSG00000139219/ENSG00000139445/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000167244/ENSG00000147862/ENSG00000125378/ENSG00000134250/ENSG00000184564/ENSG00000149257/ENSG00000112280/ENSG00000074047/ENSG00000198959/ENSG00000137203/ENSG00000121039/ENSG00000106571/ENSG00000115461/ENSG00000125845/ENSG00000130635/ENSG00000178764/ENSG00000134569/ENSG00000155760/ENSG00000163646/ENSG00000139263/ENSG00000196411/ENSG00000116039/ENSG00000180340/ENSG00000145431/ENSG00000166949/ENSG00000153071/ENSG00000163251/ENSG00000138829/ENSG00000018408/ENSG00000204262/ENSG00000154734/ENSG00000168056/ENSG00000171791/ENSG00000064309/ENSG00000146648/ENSG00000123473/ENSG00000075275/ENSG00000127418/ENSG00000184347/ENSG00000158813/ENSG00000215417/ENSG00000112893/ENSG00000101144/ENSG00000165458/ENSG00000137573/ENSG00000125266/ENSG00000157227/ENSG00000074219/ENSG00000130702/ENSG00000092969/ENSG00000144554/ENSG00000118733/ENSG00000138696/ENSG00000166888/ENSG00000007062/ENSG00000077782/ENSG00000166147/ENSG00000196739/ENSG00000105559
BP	GO:0009888	tissue development	228	0.311948056977075	1.93226180792037	1.4841260590151e-05	0.00013279022633293	7.03007080586102e-05	568	tags=49%, list=34%, signal=37%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000152661/ENSG00000171243/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000148677/ENSG00000164692/ENSG00000137834/ENSG00000107485/ENSG00000134363/ENSG00000172037/ENSG00000170961/ENSG00000107796/ENSG00000129474/ENSG00000162344/ENSG00000150630/ENSG00000170989/ENSG00000149591/ENSG00000135046/ENSG00000139219/ENSG00000141052/ENSG00000139445/ENSG00000171345/ENSG00000173068/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000162599/ENSG00000167244/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000125848/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000154330/ENSG00000104267/ENSG00000162493/ENSG00000102554/ENSG00000184564/ENSG00000149257/ENSG00000074047/ENSG00000198959/ENSG00000163347/ENSG00000124145/ENSG00000137203/ENSG00000121039/ENSG00000184557/ENSG00000106571/ENSG00000115461/ENSG00000125845/ENSG00000130635/ENSG00000101447/ENSG00000134569/ENSG00000155760/ENSG00000163646/ENSG00000104375/ENSG00000163638/ENSG00000128606/ENSG00000180340/ENSG00000166949/ENSG00000143545/ENSG00000153071/ENSG00000187498/ENSG00000163251/ENSG00000163430/ENSG00000117724/ENSG00000198947/ENSG00000176890/ENSG00000138829/ENSG00000018408/ENSG00000204262/ENSG00000163346/ENSG00000168056/ENSG00000178573/ENSG00000148737/ENSG00000166068/ENSG00000185532/ENSG00000153993/ENSG00000124782/ENSG00000171791/ENSG00000064309/ENSG00000181449/ENSG00000146648/ENSG00000123473/ENSG00000170312/ENSG00000144339/ENSG00000162878/ENSG00000182185/ENSG00000196584/ENSG00000075275/ENSG00000105976/ENSG00000158813/ENSG00000134871/ENSG00000215417/ENSG00000101144/ENSG00000138061/ENSG00000137573/ENSG00000125266/ENSG00000157227/ENSG00000074219/ENSG00000130702/ENSG00000144452/ENSG00000092969/ENSG00000181744/ENSG00000111602
BP	GO:0071363	cellular response to growth factor stimulus	107	0.387330929556596	2.13389516157754	1.57156710624545e-05	0.000137008414390629	7.25338664420977e-05	269	tags=35%, list=16%, signal=31%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000171243/ENSG00000108821/ENSG00000142871/ENSG00000114251/ENSG00000148677/ENSG00000164692/ENSG00000137834/ENSG00000107485/ENSG00000134363/ENSG00000170961/ENSG00000107796/ENSG00000176170/ENSG00000162344/ENSG00000150630/ENSG00000152518/ENSG00000135046/ENSG00000139219/ENSG00000141052/ENSG00000180447/ENSG00000180730/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000162599/ENSG00000137801/ENSG00000125848/ENSG00000125378/ENSG00000134250/ENSG00000197496/ENSG00000142611/ENSG00000105509/ENSG00000163347/ENSG00000145386/ENSG00000125845
BP	GO:0055085	transmembrane transport	140	-0.307922046503945	-1.99389081801209	1.86481486336674e-05	0.000158509263386173	8.39166688515034e-05	505	tags=46%, list=30%, signal=35%	ENSG00000055118/ENSG00000169684/ENSG00000151834/ENSG00000183960/ENSG00000159164/ENSG00000158445/ENSG00000169282/ENSG00000010810/ENSG00000143324/ENSG00000064270/ENSG00000130528/ENSG00000163393/ENSG00000099625/ENSG00000011677/ENSG00000110881/ENSG00000151150/ENSG00000075461/ENSG00000105409/ENSG00000152642/ENSG00000166257/ENSG00000137571/ENSG00000125744/ENSG00000155511/ENSG00000008735/ENSG00000183018/ENSG00000163873/ENSG00000184588/ENSG00000169432/ENSG00000129159/ENSG00000184185/ENSG00000134802/ENSG00000184709/ENSG00000006071/ENSG00000165548/ENSG00000171385/ENSG00000132639/ENSG00000221946/ENSG00000153253/ENSG00000166111/ENSG00000141837/ENSG00000166206/ENSG00000140323/ENSG00000160716/ENSG00000072182/ENSG00000101204/ENSG00000151320/ENSG00000198216/ENSG00000002746/ENSG00000157782/ENSG00000154096/ENSG00000184611/ENSG00000122012/ENSG00000120251/ENSG00000130226/ENSG00000147432/ENSG00000148408/ENSG00000156486/ENSG00000149295/ENSG00000109991/ENSG00000120907/ENSG00000157103/ENSG00000165646/ENSG00000164451/ENSG00000091664/ENSG00000151615
BP	GO:0034220	monoatomic ion transmembrane transport	106	-0.3455842378807	-2.09699423312093	2.37504896851438e-05	0.000196955280315826	0.000104270442520143	505	tags=50%, list=30%, signal=37%	ENSG00000055118/ENSG00000169684/ENSG00000151834/ENSG00000183960/ENSG00000158445/ENSG00000169282/ENSG00000010810/ENSG00000064270/ENSG00000130528/ENSG00000099625/ENSG00000011677/ENSG00000110881/ENSG00000151150/ENSG00000075461/ENSG00000105409/ENSG00000152642/ENSG00000166257/ENSG00000155511/ENSG00000163873/ENSG00000184588/ENSG00000169432/ENSG00000129159/ENSG00000184185/ENSG00000184709/ENSG00000006071/ENSG00000165548/ENSG00000171385/ENSG00000132639/ENSG00000221946/ENSG00000153253/ENSG00000141837/ENSG00000166206/ENSG00000160716/ENSG00000072182/ENSG00000101204/ENSG00000151320/ENSG00000198216/ENSG00000002746/ENSG00000157782/ENSG00000154096/ENSG00000184611/ENSG00000120251/ENSG00000130226/ENSG00000147432/ENSG00000148408/ENSG00000156486/ENSG00000149295/ENSG00000109991/ENSG00000120907/ENSG00000157103/ENSG00000165646/ENSG00000164451/ENSG00000091664
