ID	Description	Count	GeneRatio	geneID
GO:0043235	receptor complex	53	53/1674	LYN/FLNA/EPHB4/VWC2/KCTD16/ERBB4/CNIH2/NLGN1/CHRNA5/IRS1/GFRA2/AXL/GPRC5B/SMAD3/GABRB3/ITGA2/GRIK3/CHRNB2/LRP8/GRIA1/PTPRN2/MERTK/GABRA2/DRD2/NTRK2/CHRNB3/EGFR/ERBB2/BMPR1B/LHCGR/GABBR2/PDGFRA/NOTCH2/IL13RA1/PLXNA3/BMP2/GRIA2/OLFM3/PLXNA1/PDGFRB/P2RX3/AHR/MET/CHRNA4/NRP1/ITGA6/CHRNA3/FGFR1/PLXNA2/CACNG4/NOTCH3/FGFR3/GABRA3
GO:0043256	laminin complex	3	3/1674	LAMB2/LAMC1/LAMA5
GO:0043291	RAVE complex	1	1/1674	DMXL2
GO:0043293	apoptosome	0	0/1674	
GO:0043493	viral terminase complex	0	0/1674	
GO:0043511	inhibin complex	0	0/1674	
GO:0043514	interleukin-12 complex	0	0/1674	
GO:0043684	type IV secretion system complex	0	0/1674	
GO:0043850	RecFOR complex	0	0/1674	
GO:0044697	HICS complex	0	0/1674	
GO:0044777	single-stranded DNA-binding protein complex	0	0/1674	
GO:0044816	Nsk1-Dlc1 complex	0	0/1674	
GO:0045298	tubulin complex	0	0/1674	
GO:0046798	viral portal complex	0	0/1674	
GO:0046806	viral scaffold	0	0/1674	
GO:0048180	activin complex	0	0/1674	
GO:0055087	Ski complex	0	0/1674	
GO:0061574	ASAP complex	0	0/1674	
GO:0061696	pituitary gonadotropin complex	0	0/1674	
GO:0061700	GATOR2 complex	0	0/1674	
GO:0061702	canonical inflammasome complex	0	0/1674	
GO:0061703	pyroptosome complex	0	0/1674	
GO:0061927	TOC-TIC supercomplex I	0	0/1674	
GO:0061957	NVT complex	0	0/1674	
GO:0062048	lymphotoxin complex	0	0/1674	
GO:0062049	protein phosphatase inhibitor complex	0	0/1674	
GO:0062073	histone mRNA stem-loop binding complex	0	0/1674	
GO:0062092	Yae1-Lto1 complex	0	0/1674	
GO:0062167	complement component C1q complex	0	0/1674	
GO:0070288	ferritin complex	0	0/1674	
GO:0070422	G-protein beta/gamma-Raf-1 complex	0	0/1674	
GO:0070441	G-protein beta/gamma-Btk complex	0	0/1674	
GO:0070695	FHF complex	0	0/1674	
GO:0070743	interleukin-23 complex	0	0/1674	
GO:0070744	interleukin-27 complex	0	0/1674	
GO:0070745	interleukin-35 complex	0	0/1674	
GO:0070826	paraferritin complex	0	0/1674	
GO:0070864	sperm individualization complex	0	0/1674	
GO:0071075	CUGBP1-eIF2 complex	0	0/1674	
GO:0071141	SMAD protein complex	4	4/1674	SMAD1/SMAD3/HMGA2/SMAD6
GO:0071203	WASH complex	0	0/1674	
GO:0071563	Myo2p-Vac17p-Vac8p transport complex	0	0/1674	
GO:0071817	MMXD complex	0	0/1674	
GO:0072379	ER membrane insertion complex	1	1/1674	SGTB
GO:0090443	FAR/SIN/STRIPAK complex	0	0/1674	
GO:0090665	glycoprotein complex	5	5/1674	DMD/FLNA/KRT8/PGM5/UTRN
GO:0097057	TRAF2-GSTP1 complex	0	0/1674	
GO:0097058	CRLF-CLCF1 complex	0	0/1674	
GO:0097059	CNTFR-CLCF1 complex	0	0/1674	
GO:0097071	interferon regulatory factor complex	0	0/1674	
GO:0097078	FAL1-SGD1 complex	0	0/1674	
GO:0097136	Bcl-2 family protein complex	1	1/1674	BCL2
GO:0097196	Shu complex	0	0/1674	
GO:0097255	R2TP complex	0	0/1674	
GO:0097344	Rix1 complex	0	0/1674	
GO:0097347	TAM protein secretion complex	0	0/1674	
GO:0097373	MCM core complex	0	0/1674	
GO:0097452	GAIT complex	0	0/1674	
GO:0097495	H-NS-Hha complex	0	0/1674	
GO:0097537	Y-shaped link	0	0/1674	
GO:0097619	PTEX complex	0	0/1674	
GO:0097710	viral terminase, small subunit	0	0/1674	
GO:0098046	type V protein secretion system complex	0	0/1674	
GO:0098561	methyl accepting chemotaxis protein complex	0	0/1674	
GO:0098636	protein complex involved in cell adhesion	7	7/1674	LYN/LAMB2/NLGN1/ITGA2/LAMC1/TNR/ITGA6
GO:0098733	hemidesmosome associated protein complex	0	0/1674	
GO:0098745	RNA decapping complex	0	0/1674	
GO:0098796	membrane protein complex	105	105/1674	LYN/STON1/DMD/OSTC/CALM1/CACNA1E/SSPOP/FLNA/VWC2/GNG2/IMMP2L/LRRC26/PDE4B/SOCS3/KCNA4/DIPK2A/CLTB/CNIH2/GNG12/BCL2/PIK3CD/KCND3/ATP6V0E2/KRT8/CHRNA5/SCN9A/KCNAB1/IRS1/SCN11A/CACNB3/SEC11C/SCN3B/GABRB3/CASP3/ITGA2/GRIK3/GNG3/CHRNB2/ATP6V0D1/CLIC6/KCNB1/KCNS2/GRIA1/PGM5/SCN3A/UTRN/GJA1/GABRA2/AKAP6/SEC24D/DRD2/CACNA1B/CHRNB3/EGFR/CPLX2/CALM2/HSPG2/CACNA1A/ERBB2/CDH11/BMPR1B/ADAM10/GABBR2/STX6/KCNK1/CRB1/SNAP25/IL13RA1/ANO1/DPP6/KCNC1/BMP2/NAPB/AHNAK/GRIA2/OLFM3/ATP6V1B1/APC2/CDH6/COX7A2/LIN7A/MLEC/STX1A/ATP1A3/NAPA/AP3B2/SLC7A5/MAGT1/CHRNA4/STX1B/SNAP23/SLC17A6/ITGA6/NECAP1/GNAO1/CDH7/CHRNA3/CACNG4/KCNQ2/CACNB1/CTNNA2/KCNH2/ATP1A2/GABRA3/ABCC8
GO:0098798	mitochondrial protein-containing complex	6	6/1674	IMMP2L/SUCLG2/PDK1/MRPS27/COX7A2/PRORP
GO:0098820	trans-synaptic protein complex	0	0/1674	
GO:0099023	vesicle tethering complex	1	1/1674	EXOC1
GO:0099126	transforming growth factor beta complex	0	0/1674	
GO:0106002	mCRD-mediated mRNA stability complex	0	0/1674	
GO:0106003	amyloid-beta complex	0	0/1674	
GO:0106093	EDS1 disease-resistance complex	0	0/1674	
GO:0106249	Nicalin-NOMO complex	0	0/1674	
GO:0106333	subcortical maternal complex	0	0/1674	
GO:0110078	TTT complex	0	0/1674	
GO:0110131	Aim21-Tda2 complex	0	0/1674	
GO:0110142	ubiquinone biosynthesis complex	0	0/1674	
GO:0110157	reelin complex	0	0/1674	
GO:0120099	procentriole replication complex	2	2/1674	STIL/CEP152
GO:0120114	Sm-like protein family complex	1	1/1674	LSM11
GO:0120124	membrane fusion priming complex	0	0/1674	
GO:0120155	MIH complex	0	0/1674	
GO:0120171	Cdc24p-Far1p-Gbetagamma complex	0	0/1674	
GO:0120216	matrilin complex	0	0/1674	
GO:0120228	outer dynein arm docking complex	0	0/1674	
GO:0120339	radial spoke base	0	0/1674	
GO:0120343	radial spoke neck	0	0/1674	
GO:0140007	KICSTOR complex	0	0/1674	
GO:0140224	SLAC complex	0	0/1674	
GO:0140225	DNA topoisomerase III-beta-TDRD3 complex	0	0/1674	
GO:0140451	counting factor complex	0	0/1674	
GO:0140513	nuclear protein-containing complex	60	60/1674	ERCC6/MXD3/DPF3/FLNA/XRCC2/FANCM/PBX1/RAD51B/FANCB/MAF/FOSL1/UBE2C/AFF1/SMAD1/SMAD3/STAT6/TERF2IP/MAD2L1/ATF3/BUB1B/LSM11/TCF7L2/POLR3A/MED12L/AFF3/ANP32E/ASXL3/BRCA2/SMAD6/YAP1/DSCC1/BRIP1/PHC2/CDC73/E2F5/RFC3/PCNA/RPA1/CHTF18/ELL2/CDC20/MCM3/TIMELESS/HLF/AHR/MED25/MCM4/GINS1/POLE2/MCM5/RCOR1/BIRC5/ACTL6B/MCM6/TEAD2/MCM2/MTA3/HDAC9/TBPL1/LIG3
GO:0140534	endoplasmic reticulum protein-containing complex	5	5/1674	OSTC/P4HB/SEC11C/MLEC/MAGT1
GO:0140535	intracellular protein-containing complex	32	32/1674	DCTN1/BLOC1S2/UBE2C/CKS1B/ENC1/BUB1B/SESN3/POLR3A/SKP2/SPOPL/BRCA2/KIF23/PHC2/DDB2/CDC73/FBXL16/CKS2/CENPF/CDC20/APC2/ECT2/KAT2B/MCM3/AHR/HSPB1/PRORP/POLE2/JADE1/ACTL6B/CAMK2A/TBPL1/PRKAR2B
GO:0140910	iRhom2/ADAM17 sheddase complex	0	0/1674	
GO:0150005	enzyme activator complex	1	1/1674	PCNA
GO:0160055	glideosome	0	0/1674	
GO:0160065	SIN/MEN signaling complex	0	0/1674	
GO:0160074	non-canonical inflammasome complex	0	0/1674	
GO:0180019	Knl1/Spc105 complex	4	4/1674	SPC24/NUF2/ZWINT/NDC80
GO:1902494	catalytic complex	85	85/1674	ERCC6/DPF3/DCTN1/OSTC/CALM1/BLM/GNG2/P4HB/IMMP2L/SOCS3/CDK5R1/RMI2/UBE2C/CKS1B/GNG12/SUCLG2/RRM2/ENC1/PIK3CD/CDK5R2/ATP6V0E2/CDK1/IRS1/SEC11C/DYNLT3/GNG3/ATP6V0D1/CCNB2/BUB1B/LSM11/GPD1L/PDK1/POLR3A/DYNLT1/SKP2/CCNA2/DYNC1LI1/FANCD2/SPOPL/CALM2/ANP32E/P3H4/BRCA2/PHC2/DDB2/CDC73/CCNB1/PCNA/TOP2A/CDKN2D/FBXL16/RIOK1/PARD6B/CKS2/CDK2/CDC20/ATP6V1B1/APC2/GPD2/KAT2B/COX7A2/MCM3/MLEC/CCND1/HSPB1/CDK6/ETFB/QPRT/MAGT1/PRORP/POLE2/RCOR1/GNAO1/PLOD1/PAFAH1B3/JADE1/ACTL6B/PPP2R2C/CAMK2A/PPP2R5B/MTA3/HDAC9/TBPL1/PRKAR2B/LIG3
GO:1902695	metallochaperone complex	0	0/1674	
GO:1903502	translation repressor complex	0	0/1674	
GO:1903503	ATPase inhibitor complex	0	0/1674	
GO:1904090	peptidase inhibitor complex	0	0/1674	
GO:1905742	Ras guanyl-nucleotide exchange factor complex	0	0/1674	
GO:1990062	RPAP3/R2TP/prefoldin-like complex	0	0/1674	
GO:1990065	Dxr protein complex	0	0/1674	
GO:1990078	replication inhibiting complex	0	0/1674	
GO:1990100	DnaB-DnaC complex	0	0/1674	
GO:1990104	DNA bending complex	0	0/1674	
GO:1990112	RQC complex	0	0/1674	
GO:1990125	DiaA complex	0	0/1674	
GO:1990130	GATOR1 complex	0	0/1674	
GO:1990200	SsuD-SsuE complex	0	0/1674	
GO:1990229	iron-sulfur cluster assembly complex	0	0/1674	
GO:1990249	nucleotide-excision repair, DNA damage recognition complex	0	0/1674	
GO:1990252	Syp1 complex	0	0/1674	
GO:1990298	bub1-bub3 complex	0	0/1674	
GO:1990315	Mcs4 RR-MAPKKK complex	0	0/1674	
GO:1990341	thrombospondin complex	0	0/1674	
GO:1990346	BID-BCL-xl complex	0	0/1674	
GO:1990351	transporter complex	48	48/1674	CALM1/CACNA1E/VWC2/LRRC26/PDE4B/KCNA4/CNIH2/KCND3/CHRNA5/SCN9A/KCNAB1/SCN11A/CACNB3/SCN3B/GABRB3/GRIK3/CHRNB2/ATP6V0D1/CLIC6/KCNB1/KCNS2/GRIA1/SCN3A/GABRA2/AKAP6/CACNA1B/CHRNB3/CALM2/ATP8B2/CACNA1A/KCNK1/ANO1/DPP6/KCNC1/GRIA2/OLFM3/SLC2A1/ATP1A3/CHRNA4/SLC17A6/CHRNA3/CACNG4/KCNQ2/CACNB1/KCNH2/ATP1A2/GABRA3/ABCC8
GO:1990393	3M complex	2	2/1674	CCDC8/OBSL1
GO:1990423	RZZ complex	1	1/1674	KNTC1
GO:1990463	lateral cortical node	0	0/1674	
GO:1990499	raps-insc complex	0	0/1674	
GO:1990509	PYM-mago-Y14 complex	0	0/1674	
GO:1990526	Ste12p-Dig1p-Dig2p complex	0	0/1674	
GO:1990527	Tec1p-Ste12p-Dig1p complex	0	0/1674	
GO:1990528	Rvs161p-Rvs167p complex	0	0/1674	
GO:1990533	Dom34-Hbs1 complex	0	0/1674	
GO:1990563	extracellular exosome complex	0	0/1674	
GO:1990586	divisome complex	0	0/1674	
GO:1990597	AIP1-IRE1 complex	0	0/1674	
GO:1990615	Kelch-containing formin regulatory complex	0	0/1674	
GO:1990630	IRE1-RACK1-PP2A complex	0	0/1674	
GO:1990660	calprotectin complex	0	0/1674	
GO:1990661	S100A8 complex	0	0/1674	
GO:1990665	AnxA2-p11 complex	0	0/1674	
GO:1990666	PCSK9-LDLR complex	0	0/1674	
GO:1990667	PCSK9-AnxA2 complex	0	0/1674	
GO:1990682	CSF1-CSF1R complex	0	0/1674	
GO:1990684	protein-lipid-RNA complex	0	0/1674	
GO:1990696	USH2 complex	0	0/1674	
GO:1990706	MAD1 complex	0	0/1674	
GO:1990727	tubulin folding cofactor complex	0	0/1674	
GO:1990728	mitotic spindle assembly checkpoint MAD1-MAD2 complex	1	1/1674	MAD2L1
GO:1990730	VCP-NSFL1C complex	0	0/1674	
GO:1990733	titin-telethonin complex	0	0/1674	
GO:1990745	EARP complex	0	0/1674	
GO:1990788	GLI-SUFU complex	2	2/1674	GLI3/GLI2
GO:1990811	MWP complex	0	0/1674	
GO:1990861	Ubp3-Bre5 deubiquitination complex	0	0/1674	
GO:1990871	Vma12-Vma22 assembly complex	0	0/1674	
GO:1990904	ribonucleoprotein complex	24	24/1674	MIR17HG/MIR125B1/RPL23A/RPS6KL1/ELAVL3/FBLL1/ZFP36L1/PCBP3/RPL22L1/CELF5/CELF3/LSM11/JAKMIP1/ZFP36L2/C1orf131/TOP2A/RIOK1/MRPS27/ELAVL2/CELF4/PRORP/ARVCF/PCBP4/VIM
GO:1990909	Wnt signalosome	1	1/1674	FZD1
GO:1990923	PET complex	0	0/1674	
GO:1990957	NPHP complex	0	0/1674	
GO:1990964	actin cytoskeleton-regulatory complex	0	0/1674	
GO:0019013	viral nucleocapsid	0	0/1674	
GO:0019028	viral capsid	0	0/1674	
GO:0019033	viral tegument	0	0/1674	
GO:0036338	viral membrane	0	0/1674	
GO:0039624	viral outer capsid	0	0/1674	
GO:0039625	viral inner capsid	0	0/1674	
GO:0039626	viral intermediate capsid	0	0/1674	
GO:0039642	virion nucleoid	0	0/1674	
GO:0046727	capsomere	0	0/1674	
GO:0046729	viral procapsid	0	0/1674	
GO:0055036	virion membrane	0	0/1674	
GO:0098015	virus tail	0	0/1674	
GO:0098021	viral capsid, decoration	0	0/1674	
GO:0098023	virus tail, tip	0	0/1674	
GO:0098024	virus tail, fiber	0	0/1674	
GO:0098025	virus tail, baseplate	0	0/1674	
GO:0098026	virus tail, tube	0	0/1674	
GO:0098027	virus tail, sheath	0	0/1674	
GO:0098028	virus tail, shaft	0	0/1674	
GO:0098029	icosahedral viral capsid, spike	0	0/1674	
GO:0098030	icosahedral viral capsid, neck	0	0/1674	
GO:0098031	icosahedral viral capsid, collar	0	0/1674	
GO:0098061	viral capsid, internal space	0	0/1674	
GO:0000242	pericentriolar material	2	2/1674	NEDD1/CEP152
GO:0000399	cellular bud neck septin structure	0	0/1674	
GO:0000407	phagophore assembly site	1	1/1674	SNX7
GO:0000800	lateral element	2	2/1674	BLM/BRCA2
GO:0000801	central element	0	0/1674	
GO:0000802	transverse filament	0	0/1674	
GO:0000922	spindle pole	37	37/1674	DCTN1/PRC1/CALM1/KNTC1/AURKB/PLK3/CKAP2L/PLK1/INPPL1/MAD2L1/POC1A/NEK7/LATS2/PLK2/DYNC1LI1/CALM2/NEDD1/KIF11/CKAP2/PSRC1/CCNB1/DLGAP5/FAM110A/CENPF/NEK2/CDC20/NEDD9/FAM83D/TPX2/AURKA/CDC14A/SPAG5/WDR62/FRY/EML1/ASPM/TACC3
GO:0000943	retrotransposon nucleocapsid	0	0/1674	
GO:0001400	mating projection base	0	0/1674	
GO:0001650	fibrillar center	11	11/1674	FBLL1/FAM111A/CDCA7L/DAB2/ANKRD1/NFIB/SELENBP1/NFIC/NEDD1/E2F5/RREB1
GO:0001651	dense fibrillar component	0	0/1674	
GO:0001652	granular component	0	0/1674	
GO:0001750	photoreceptor outer segment	7	7/1674	DHRS3/SHANK2/MERTK/CRB1/MAP1B/VCAN/PROM1
GO:0001772	immunological synapse	3	3/1674	ALCAM/NEDD9/PRKCQ
GO:0001891	phagocytic cup	3	3/1674	RAB31/ANXA1/SYT11
GO:0001917	photoreceptor inner segment	6	6/1674	SHANK2/CRB1/SNAP25/SLC2A1/ATP1A3/MYO3A
GO:0002139	stereocilia coupling link	0	0/1674	
GO:0002177	manchette	0	0/1674	
