ID	Description	Count	GeneRatio	geneID
GO:0007272	ensheathment of neurons	17	17/1674	OLIG2/LPAR1/POU3F1/CNTN2/NFASC/MARVELD1/TENM4/NTRK2/MAL2/ERBB2/CXCR4/KIF14/MTMR2/GPM6B/CNTN1/CLDN11/CD9
GO:0008037	cell recognition	19	19/1674	CNTN2/NTM/DSCAML1/CDK5R1/GAP43/CASP3/NEXN/COLEC12/EPHB1/CNTN4/CNTN6/CXCR4/CNR1/EPHA4/NEDD9/NRP1/B4GALT1/VCAN/CD9
GO:0008207	C21-steroid hormone metabolic process	6	6/1674	AKR1C1/DAB2/AKR1C2/BMP2/REST/DKK3
GO:0008212	mineralocorticoid metabolic process	4	4/1674	DAB2/BMP2/REST/DKK3
GO:0008219	cell death	211	211/1674	NEFL/CD24/TXNIP/XKR7/LYN/PNMA2/PCDHGC3/ERCC6/MIAT/MIR17HG/SCRT2/MLLT11/MIR125B1/FANK1/TGM2/HMGN5/LPAR1/DIO3/ANXA6/FLNA/ADA/XRCC2/BLOC1S2/DCC/MITF/ZFP36L1/P4HB/CIB1/SIVA1/SOCS3/SLIT3/PRKD1/UNC5C/RTKN2/DIPK2A/SOX2/NQO1/GAS1/AURKB/ERBB4/NHLH2/PAWR/TCIM/CDK5R1/RNF152/SPHK1/FOSL1/NET1/PLK3/SCG2/BCL2/PIK3CD/KRT8/CDK1/BUB1/NSG1/ATCAY/AXL/TUBA1A/SMAD3/PLK1/BLCAP/HTRA1/CASP7/MELK/CITED2/CASP3/ANXA5/MAD2L1/HMGB2/FSTL1/FZD5/ATF3/PEA15/PDPN/DRAXIN/ZNF385A/BTG2/KCNB1/FZD1/LRP8/SST/BUB1B/UNC5D/MERTK/DAB2/PDK1/POU4F2/FOXO1/PDCD4/LATS2/HMGA2/TCF7L2/ANKRD1/NTRK2/EGFR/PLK2/SKP2/SFRP2/USP53/SLIT2/CSRNP1/ACKR3/GULP1/ANP32E/CCN1/EMP3/ERBB2/MYOCD/BRCA2/PHLDA1/COL2A1/TMEM117/ETV6/BMPR1B/SHF/CYP1B1/SMAD6/THBS1/YAP1/SULF1/TFAP2A/STXBP1/SPRY2/CKAP2/MICAL1/FAIM2/AGAP2/ANXA1/STK26/CDC73/NOTCH2/BEX2/VSTM2L/TOP2A/OLFM1/APOE/CDKN2D/SMO/IFI6/BMP2/BMP4/GLO1/HIF3A/STIL/OPTN/CXCR4/MAPK8IP1/ADRA1A/HELLS/SGK1/CNR1/KIF14/GADD45A/ARHGEF2/EVA1A/ECT2/WNT5A/BCL6/DAP/TPD52L1/KRT18/MDK/TMEM109/CCND1/CRYAB/CRYBA1/GATA3/GLI3/AHR/HSPB1/MET/APLP1/STK3/SLC7A5/TIMP1/PAK5/EEF1A2/BMP7/LGMN/GADD45B/NRP1/TMEM14A/TGFB2/MAP3K20/ITGA6/BIRC5/TPX2/AURKA/B4GALT1/REST/PHLPP1/FGFR1/JADE1/SNCB/MCM2/RPS6KA2/MAP4K4/CAMK2A/POLB/FGFR3/PRKCQ/YBX3/CYFIP2/GRN/PRDM11/ISL1/BID/FYN/MAPK8IP2/TFAP2D
GO:0008283	cell population proliferation	431	431/1674	NEFL/CD24/SRGAP2/TXNIP/TUBB3/LYN/EFNA4/STON1/ERCC6/TAFA5/MIR17HG/LBH/GPC2/MIR125B1/OLIG2/ADGRG1/DCTN1/DISP3/GDI1/L1CAM/PRC1/ATL1/NRARP/HMGN5/LPAR1/DNM3/LHFPL5/PARVA/STMN3/DIO3/FLNA/ADA/SULF2/BLOC1S2/FSIP2/DCC/SLIT1/MITF/RTN4RL2/KIF24/GNG2/IFITM1/ZFP36L1/PBX1/PRKG1/FLRT2/CIB1/SLITRK6/CEND1/EFNA5/SLIT3/PRKD1/CNTN2/RAD51B/UNC5C/RTKN2/DIPK2A/PLAG1/SOX2/SSTR2/NRXN1/ATOH7/ERBB4/PAWR/DSCAML1/CDK5R1/SPHK1/NR2F1/FOSL1/RAB6A/TP53I11/CEP135/HAP1/INSM1/ABLIM3/CKS1B/EFEMP2/LAMB2/GAP43/SCG2/BCL2/ENC1/PIK3CD/MAP6/CDK5R2/S1PR1/HAS2/TANC2/MTSS1/ZNF804A/SMAD1/CDK1/ALCAM/ONECUT1/NLGN1/SDC2/GPRIN1/IRS1/SCN11A/KIF5C/LTBP3/ATCAY/TUBA1A/IGF2/ISLR2/SAMD14/MAP1A/SMAD3/TSC22D4/STAT6/RAB8B/OTX2/INPPL1/MELK/DNAAF5/ADCY1/CDCA7L/CITED2/CASP3/ITGA2/HMGB2/POC1A/ABLIM2/CLRN1/SERPINI1/NFASC/IGFBP7/CLDN1/PBXIP1/FZD5/S100A11/ATF3/NEXN/NFIA/PDPN/DRAXIN/FGF19/SHANK2/CHRNB2/BRSK1/SPTBN4/ATP6V0D1/BTG2/DMTN/NBL1/CDC25C/WASF2/LDLRAP1/DPYSL5/FZD1/MMP14/LRP8/NMNAT2/SST/UNC5D/KIF5A/FZD7/MOV10/EPHB1/RAB6B/ADAMTS1/UCHL1/THY1/SEMA3D/DDAH1/DAB2/PRDM8/GJA1/PDK1/PTPN14/AKR1C2/POU4F2/ANK3/FOXO1/DIXDC1/VEGFC/PDCD4/HMGA2/KIRREL3/FEZ1/DRD2/TENM4/TCF7L2/NTRK2/NFIB/NCAPG2/EGFR/MYO10/PDGFC/SFRP2/CCNA2/EPHA5/SLIT2/MANF/TMEM108/BOC/CNTN4/ACKR3/NYAP2/RAB13/VASH2/BARHL2/CCN1/HSPG2/WTIP/EMP3/ERBB2/ARK2C/ADCYAP1/MYOCD/CDH11/TPM1/BRCA2/SLC7A1/PPFIA2/ETV6/BMPR1B/COX17/PLCE1/TACC2/CYP1B1/ADAM10/SMAD6/PARP6/THBS1/YAP1/SULF1/TTC29/TUBB2B/TFAP2A/STXBP1/BRIP1/SPRY2/LAMC1/GDF11/BICDL1/ANXA1/PDGFRA/STK26/LRP4/CDC73/FST/NOTCH2/MEIS2/CNTN6/CCNB1/E2F5/SPART/DCLK1/SYT4/SNAP25/SERPINF1/IL13RA1/MAP1B/ANO1/ACAP3/KIF3A/EPS8L1/PLXNA3/LAMA5/OLFM1/SULT4A1/UNC13A/BST2/NCAN/APOE/AJUBA/CDKN2D/SMO/YWHAH/FGFRL1/AIF1L/FLRT3/BMP2/BMP4/EFNB2/RREB1/PARD6B/SDC4/OBSL1/CKS2/CDK2/CXCR4/MAPK8IP1/TMEM131L/ADRA1A/DUSP1/HELLS/ONECUT2/TRIM67/CCN2/SGK1/CNR1/KIF14/PROX1/STMN1/SSX2IP/RGS2/ARHGEF2/TNR/EPHA4/EFHD1/IGFBP5/FN1/PLXNA1/HES1/WNT5A/BCHE/KAT2B/BCL6/PDGFRB/DPYSL3/SPARC/MRPS27/TTK/UST/RIPOR2/NEDD9/ST8SIA1/TBC1D30/FOXM1/MDK/CCND1/RND2/B9D1/GATA3/RAPGEF1/NCS1/LHX2/GLI3/AHR/CDK6/RAB3A/ATP1A3/APLP1/MED25/NOVA2/STMN2/STK3/CEP152/METRN/SLC7A5/SMPD3/NDRG4/FGF9/KLF5/TIMP1/FAM83D/KIF3B/PAK5/BMP7/GINS1/LGMN/RBFOX2/MICALL1/STX1B/NRP1/MYO3A/BAMBI/DHPS/TGFB2/CD200/ITGA6/P3H2/BIRC5/AURKA/MTMR2/B4GALT1/REST/NDC80/CHRNA3/RIMS1/CARMIL1/CDC14A/MAP2/FBLN1/FGFR1/DCX/PAK3/ACTL6B/PLXNA2/WDR62/PLD1/SEMA3C/NOTCH3/GLI2/FRY/MAP3K13/CLCN4/CRMP1/RPS6KA2/MAP4K4/EPHA8/CAMK2A/PPP2R5B/FGFR3/EML1/ASPM/CTNNA2/PRKCQ/CNN2/CDON/LZTS1/PSD/MTA3/CYFIP2/ATP9A/PTPRN/FSTL4/GPM6B/MYO16/VCAN/GAB2/GRN/VIM/NRXN3/WWTR1/CNTN1/ISL1/STMN4/BID/TACC3/ANLN/ANOS1/FYN/CD9/MAPK8IP2/TFAP2D/ETV1/ABCC8/HECW1
GO:0009292	horizontal gene transfer	0	0/1674	
GO:0010118	stomatal movement	0	0/1674	
GO:0010496	intercellular transport	0	0/1674	
GO:0016037	light absorption	0	0/1674	
GO:0016049	cell growth	80	80/1674	GDI1/L1CAM/DACT3/DCC/SLIT1/PRKG1/CIB1/EFNA5/SLIT3/SPHK1/CCDC85B/NET1/LAMB2/BCL2/ALCAM/ISLR2/SMAD3/TSC22D4/IGFBP7/DRAXIN/MMP14/SEMA3D/DAB2/GJA1/POU4F2/AKAP6/EGFR/SFRP2/SLIT2/TMEM108/BARHL2/ERBB2/MYOCD/PLCE1/ADAM10/YAP1/IGFBPL1/CDC73/PSRC1/SPART/DCLK1/SYT4/MAP1B/PLXNA3/OLFM1/UNC13A/BST2/APOE/CDKN2D/FLRT3/CXCR4/ADRA1A/SGK1/KIF14/RGS2/TNR/IGFBP5/FN1/PLXNA1/WNT5A/BCL6/DNPH1/CRYAB/RND2/LHX2/PAK5/NRP1/TGFB2/LTBP4/AURKA/RIMS1/MAP2/JADE1/SEMA3C/MAP3K13/PRKCQ/DCBLD2/CYFIP2/FSTL4/PRDM11
GO:0016192	vesicle-mediated transport	170	170/1674	XKR7/LYN/STON1/DCTN1/GDI1/TGM2/SCAMP5/LPAR1/DNM3/MYO5A/FLNA/BLOC1S2/DNER/ERC2/SYN3/P4HB/SEPTIN5/PRKD1/CNTN2/CREB3L2/GAS1/TH/PPFIA3/CDK5R1/MYO1D/SPHK1/RAB6A/CLTB/TVP23C/CNIH2/HAP1/SNCG/PIK3CD/CDK5R2/NSG2/NLGN1/RAB3B/NSG1/RAB31/SCN11A/SCARA3/AXL/MYO5B/RAB8B/PACSIN3/SLC18A2/INPPL1/ITGA2/BSN/ADAMTS9/CADPS/PKDCC/SNX7/PLPP3/BRSK1/SPTBN4/ATP6V0D1/SV2A/KCNB1/COLEC12/WASF2/LDLRAP1/LRP8/KIF5A/GRIA1/RAB6B/MERTK/DAB2/RAB3C/ANK3/SEC24D/DRD2/SYTL5/CPLX2/OCIAD2/TMEM108/DYNC1LI1/ACKR3/ABCA12/GULP1/RAB13/CREG1/HSPG2/DOP1B/MFGE8/MTMR6/PPFIA2/THBS1/STXBP1/STX6/MICAL1/AGAP2/ANXA1/LRP4/DCLK1/SYT4/SYT11/SNAP25/RAB11FIP4/UNC13A/FCHO1/APOE/SYT5/RAB2B/TMEM175/RHOJ/NAPB/EFNB2/SDC4/RAB38/OPTN/ARL4A/ANXA11/SV2C/MAPK8IP1/RIMS3/ATP6V1B1/MAPKAPK3/WNT5A/KRT18/LIN7A/CYTH1/SYNGR2/CRYBA1/SORCS1/STX1A/MET/RAB3A/NAPA/PLIN3/APLP1/FCGRT/AP3B2/SMPD3/NDRG4/SYP/SYNDIG1/KIF3B/SNPH/ARFGAP1/RIMS4/MICALL1/CBARP/STX1B/NRP1/DPYSL2/SNAP23/SLC17A6/RAPGEF4/EXOC1/NECAP1/KIF16B/ACHE/MTMR2/REST/RIMS1/CARMIL1/PLD1/CACNG4/SNCB/HMMR/CNN2/ATP9A/GAB2/SYT13/SYT7/MRC2/FYN/CD9/SYN1
GO:0019835	cytolysis	0	0/1674	
GO:0022402	cell cycle process	183	183/1674	PDXP/ERCC6/DPF3/DCTN1/PRC1/CALM1/BLM/FLNA/XRCC2/H2AX/EIF4EBP1/FANCM/KIF18B/ZFP36L1/PBX1/SEPTIN5/CDCA2/KNTC1/RAD51B/SOX2/AURKB/TCIM/CDK5R1/SPHK1/RMI2/UBE2C/CEP135/PLK3/INSM1/CKS1B/RRM2/BCL2/PKIA/DCDC1/CDK1/ANKK1/BUB1/CCDC8/TK1/TUBA1A/CDT1/IGF2/PLK1/PCLAF/SKA3/MELK/PTTG1/MAD2L1/SGO2/NFIA/SPC24/BRSK1/CDC25C/CCNB2/BUB1B/LSM11/RHOC/ADAMTS1/CENPH/GJA1/ZFP36L2/CENPU/NEK7/ANK3/LATS2/HMGA2/DRD2/MKI67/NFIB/NCAPG2/CDCA5/EGFR/DYNLT1/IQGAP2/PLK2/SKP2/CCNA2/DYNC1LI1/CTDSP1/FANCD2/CALM2/ARL8A/NUF2/KIF2C/P3H4/BRCA2/CENPE/TACC2/KIF11/CENPO/KIF23/NUSAP1/DSCC1/BRIP1/SPRY2/CKAP2/ANXA1/CDC73/PSRC1/CCNB1/PCNA/TOP2A/KIF3A/RAB11FIP4/CDKN2D/DLGAP5/FAM110A/BMP4/PARD6B/OBSL1/CKS2/HJURP/STIL/CDK2/CENPK/ZWINT/ANXA11/KIF18A/NCAPH/DUSP1/KIF14/CENPF/PROX1/NEK2/STMN1/CDC20/CDK18/SSX2IP/GADD45A/ECT2/WNT5A/KAT2B/BCL6/SMC4/PDGFRB/KIF20A/TTK/MCM3/TPD52L1/TIMELESS/RAD51AP1/FOXM1/CCND1/CDK6/FSD1/MCM4/CEP152/SMPD3/FAM83D/KIF3B/BMP7/GINS1/SEPTIN3/CENPM/HAUS4/MAP3K20/EXOC1/KIF4A/BIRC5/TPX2/AURKA/NDC80/KIF22/CDC14A/JADE1/ACTL6B/SPAG5/MCM6/WDR62/GTSE1/MCM2/RPS6KA2/CAMK2A/PPP2R5B/EML1/ASPM/MTA3/MYO16/BID/TACC3/ANLN/NCAPD2/CRY1
GO:0022406	membrane docking	18	18/1674	CALM1/PPFIA3/RAB3B/RAB8B/KCNB1/RAB3C/CPLX2/RAB13/STXBP1/STX6/SNAP25/UNC13A/STX1A/RAB3A/NDRG4/SNPH/STX1B/EXOC1
GO:0022412	cellular process involved in reproduction in multicellular organism	30	30/1674	FSIP2/PRKG1/CIB1/SLIT3/FOSL1/BCL2/PLK1/HMGB2/CCNB2/CXADR/UCHL1/DIAPH2/SLIT2/BRCA2/ETV6/BMPR1B/BRIP1/TOP2A/BMP4/KIF18A/NCAPH/TTK/MDK/CELF4/AURKA/NDC80/RPS6KA2/ASPM/TBPL1/CD9
GO:0030029	actin filament-based process	106	106/1674	SRGAP2/PDXP/SH3D21/TPM2/LPAR1/PARVA/MYO5A/FLNA/PRKG1/PDE4B/EFNA5/PRKD1/PAWR/CDK5R1/MYO1D/FRMD3/FRMD5/BCL2/PTGER4/KCND3/KRT19/S1PR1/MTSS1/KRT8/MYO5B/SAMD14/SMAD3/SCN3B/INPPL1/CLRN1/LMOD1/PDPN/SPTBN4/EPB41/DMTN/WASF2/RHPN1/RHOC/CXADR/PGM5/GJA1/GPD1L/PLEKHH2/DIXDC1/ADD3/ANKRD1/DIAPH2/IQGAP2/EPHA5/SLIT2/TAGLN3/TMEFF2/RAB13/MYO1F/TPM1/DIAPH3/SHROOM3/MICAL1/AGAP2/ANXA1/PDGFRA/SWAP70/BST2/TMOD2/MYO5C/AIF1L/RHOJ/SDC4/OBSL1/LDB3/SORBS3/IQSEC3/CCN2/PROX1/STMN1/ARHGEF2/ECT2/BCL6/PDGFRB/DPYSL3/NEDD9/ARHGEF17/RND2/ACTA2/MET/CORO2B/PLS3/MYL9/DAAM1/NRP1/MYO3A/PHACTR3/FAT1/CARMIL1/PAK3/ADD2/CELSR1/CTNNA2/CNN2/CYFIP2/KCNH2/GPM6B/DSG2/TMSB10/ATP1A2/ANLN
GO:0032196	transposition	2	2/1674	PGBD5/MOV10
GO:0033059	cellular pigmentation	9	9/1674	DCTN1/MYO5A/BLOC1S2/PMEL/BACE2/BCL2/SHROOM3/APOE/RAB38
GO:0034337	RNA folding	0	0/1674	
GO:0035212	cell competition in a multicellular organism	0	0/1674	
GO:0036166	phenotypic switching	2	2/1674	MYOCD/FGF9
GO:0043335	protein unfolding	0	0/1674	
GO:0044068	modulation by symbiont of host cellular process	0	0/1674	
GO:0044663	establishment or maintenance of cell type involved in phenotypic switching	0	0/1674	
GO:0045103	intermediate filament-based process	6	6/1674	NEFL/KRT19/INA/KRT18/NEFM/VIM
GO:0048489	synaptic vesicle transport	7	7/1674	BLOC1S2/KIF5C/KIF5A/LIN7A/RAB3A/AP3B2/MAP2
GO:0048522	positive regulation of cellular process	561	561/1674	NOTCH2NLC/NEFL/CD24/TXNIP/LYN/PDXP/PNMA2/ERCC6/MIAT/MIR17HG/LBH/GPC2/MLLT11/MIR125B1/OLIG2/ONECUT3/DPF3/ADGRG1/DCTN1/DISP3/GDI1/FANK1/RORB/TGM2/DMD/L1CAM/PRC1/SCAMP5/LRRTM3/CALM1/NRARP/HMGN5/LPAR1/DNM3/ZNF71/SLC2A10/BLM/FLNA/ADA/XRCC2/SULF2/EPHB4/LITAF/VWC2/H2AX/EIF4EBP1/ERC2/AKR1C1/MITF/ZNRF1/IFITM1/POU3F1/PMEL/ZFP36L1/PBX1/P4HB/FLRT2/CIB1/LRRC26/CDCA2/PDE4B/SLITRK6/SOCS3/EFNA5/PRKD1/CNTN2/RAD51B/UNC5C/CREB3L2/RTKN2/DIPK2A/PLAG1/FANCB/SOX2/NQO1/GPR137C/MTURN/FZD2/NRXN1/ATOH7/AURKB/MAF/ERBB4/PNPLA2/C18orf32/NHLH2/NR2C2/PAWR/ZBTB38/FAM89B/TCIM/CDK5R1/RNF152/SPHK1/NR2F1/FOSL1/UBE2C/CEP135/NET1/PLK3/HAP1/INSM1/ABLIM3/PARP14/EFEMP2/LAMB2/SCG2/FRMD5/RRM2/BCL2/NHLH1/ENC1/PIK3CD/CXXC5/MAP6/PTGER4/CDK5R2/S1PR1/HAS2/TRH/MTSS1/ZNF804A/SMAD1/CDK1/TRIM56/ONECUT1/NLGN1/BUB1/PARM1/IRS1/NSG1/RAB31/LTBP3/AXL/CACNB3/CDT1/IGF2/GPRC5B/ISLR2/MAP1A/SMAD3/STAT6/PLK1/TERF2IP/RAB8B/SPRED1/HTRA1/PACSIN3/CASP7/OTX2/MELK/DYNLT3/ADCY1/CDCA7L/CITED2/CASP3/STARD4/ITGA2/MAD2L1/HMGB2/ARHGEF3/FYCO1/IL17RC/CLRN1/ADAMTS9/CADPS/SERPINI1/LMOD1/CLDN1/PBXIP1/FZD5/S100A11/PKDCC/ATF3/PEA15/SNX7/NFIA/PDPN/PLPP3/FGF19/SHANK2/ZNF385A/CHRNB2/FNDC5/CELF3/BTG2/SCUBE1/EPB41/DMTN/EDA/NBL1/ELK4/KCNB1/CDC25C/WASF2/LDLRAP1/FZD1/MMP14/LRP8/ATAD2/ADCY8/LSM11/FZD7/GRIA1/RHOC/MOV10/EPHB1/ADAMTS1/LRRK1/THY1/SEMA3D/DDAH1/MERTK/DAB2/ZIC1/UTRN/GJA1/GPD1L/ZFP36L2/SCHIP1/ACSL1/AKR1C2/POU4F2/NEK7/NPAS3/AKAP6/ANK3/FOXO1/DIXDC1/VEGFC/PDCD4/LATS2/ARID5B/HMGA2/FEZ1/DRD2/TENM4/SESN3/TCF7L2/ADD3/ANKRD1/POLR3A/NTRK2/NFIB/SYBU/NCAPG2/CDCA5/EGFR/CREB5/TTBK1/SCUBE3/PLK2/SKP2/MYO10/PDGFC/SFRP2/SETD7/CCNA2/OCIAD2/SLIT2/MED12L/TMEM108/BOC/CSRNP1/DYNC1LI1/ACKR3/ABCA12/CALM2/VASH2/BARHL2/CCN1/HSPG2/PRDM16/NFIC/ERBB2/ARK2C/ADCYAP1/ASXL3/MYOCD/TPM1/BRCA2/SLC7A1/FOXN4/LUM/PHLDA1/ETV6/FBN2/CENPE/BMPR1B/COX17/PLCE1/CYP1B1/LHCGR/ADAM10/SMAD6/PARP6/KIF23/NUSAP1/THBS1/YAP1/SULF1/TUBB2B/TFAP2A/DSCC1/STXBP1/SPRY2/CKAP2/LAMC1/NIBAN1/AGAP2/MDFIC/ANXA1/PDGFRA/LRP4/CDC73/MYCN/NOTCH2/PSRC1/MEIS2/CNTN6/CCNB1/SWAP70/E2F5/BEX1/RFC3/CHRM3/SYT4/SYT11/PCNA/SNAP25/RIDA/SERPINF1/TRIM22/TRIM5/TOP2A/IL13RA1/MAP1B/ANO1/EPS8L1/PLXNA3/ASS1/OLFM1/UNC13A/FCHO1/BST2/NCAN/APOE/AJUBA/RAB2B/KCNC1/TMOD2/SMO/DOCK4/YWHAH/CHTF18/TMEM35A/DLGAP5/RHOJ/RRAS/FLRT3/BMP2/BMP4/EFNB2/DOK4/AHNAK/RIOK1/RREB1/NAGK/SDC4/OBSL1/RAB38/STIL/CDK2/OPTN/CXCR4/MAPK8IP1/NCAPH/TRIM25/RDH10/ADRA1A/SORBS3/ONECUT2/TRIM67/ELL2/TGIF2/CCN2/CNR1/KIF14/PROX1/NEK2/PRDX6/CDC20/RIMS3/RGS2/GADD45A/ARHGEF2/ELAPOR1/TNR/EPHA4/DLX2/IGFBP5/FN1/ABHD14B/PLXNA1/ECT2/HES1/WNT5A/KAT2B/BCL6/SMC4/PDGFRB/DPYSL3/RASGRF2/SPARC/APBB3/MRPS27/MAN2A1/TTK/DNPH1/SASH1/RIPOR2/TPD52L1/NEDD9/ST8SIA1/TIMELESS/RAD51AP1/FOXM1/MDK/CCND1/P2RX3/STIM2/MMD/HLF/MPP2/RND2/COL1A1/RUNDC3A/CRYBA1/EBF3/MAP3K8/ACTA2/SPOCK2/GATA3/RAPGEF1/GLIS3/LHX2/GCK/GLI3/AHR/HSPB1/STX1A/MET/TFEC/CDK6/RAB3A/PLEKHA4/MED25/STMN2/STK3/CA2/TTC23/CORO2B/METRN/SLC7A5/SMPD3/NDRG4/FGF9/KLF5/TIMP1/CELF4/SYNDIG1/FAM83D/KIF3B/EEF1A2/BMP7/RIMS4/LGMN/MFNG/GADD45B/STX1B/NRP1/MYO3A/BAMBI/SH2D3C/DHPS/TGFB2/CD200/MAP3K20/RAPGEF4/ITGA6/RCOR1/BIRC5/TPX2/AURKA/ACHE/TRIP6/MTMR2/B4GALT1/REST/NDC80/CHRNA3/SLC4A4/RIMS1/CARMIL1/CDC14A/MAP2/FGFR1/JADE1/ACTL6B/SPAG5/PLXNA2/WDR62/PLD1/CACNG4/SEMA3C/TEAD2/NOTCH3/GLI2/MAP3K13/RPS6KA2/MAP4K4/EPHA8/CAMK2A/PPP2R5B/FGFR3/ASPM/PRKCQ/CNN2/SLC12A2/CDON/YBX3/MTA3/SOAT1/CYFIP2/KCNH2/PTPRN/HDAC9/ZIC2/VCAN/GAB2/GRN/POU2F2/VIM/PRDM11/WWTR1/CNTN1/ISL1/BID/ANLN/SYT7/PTBP1/FYN/NCAPD2/MAPK8IP2/CRY1/TFAP2D/PROM1/ETV1/TMEM132A/ABCC8/TSPAN6
