isoform_id	A5	A5_genomic_start	A5_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000405094	1	42709096	42709544	ENSG00000057935	MTA3	42497795,42498108,42498557,42499312,42499656,42504384,42505028,42505260,42506307,42507316,42507318,42507398,42511584,42513145,42514832,42515473,42515475,42517128,42518216,42518218,42518575,42523294,42523786,42531342,42531344,42532764,42534926,42535732,42540703,42541176,42545719,42546694,42546878,42549042,42549878,42550257,42553775,42554102,42554520,42555323,42556165,42558688,42558788,42567171,42571267,42571815,42573064,42574279,42575741,42577331,42578571,42579825,42579827,42580740,42582864,42588780,42592452,42598811,42598929,42611595,42617519,42623349,42625820,42625822,42630291,42630293,42633131,42634125,42634381,42638262,42639270,42641299,42641533,42641707,42643647,42646280,42649035,42650894,42652156,42657665,42658693,42658695,42658966,42663084,42666357,42666521,42667058,42667060,42676634,42679618,42681657,42683700,42684076,42684823,42687522,42687948,42691332,42692569,42697741,42705574,42705795,42706005,42708909,42712112,42716573,42716796,42716798,42718232,42718924,42720641,42721562,42722094,42722269,42727064,42729195,42730533,42734374,42749305,42750754,42753070,42753772
ENST00000641654	1	62553174	62553365	ENSG00000061987	MON2	62470049,62475028,62478035,62479792,62483960,62487748,62491054,62491103,62491105,62491222,62492323,62492847,62494471,62495277,62495861,62496067,62496849,62502269,62505266,62506325,62507083,62507161,62508424,62508518,62511558,62512425,62512632,62515549,62519464,62520210,62520212,62523253,62531426,62532129,62539707,62545273,62545607,62546622,62547340,62551446,62551763,62553275,62555226,62557194,62562146,62565260,62565753,62565888,62566193,62566297,62566846,62567023,62567025,62574521,62575317,62575730,62576156,62581865,62582303,62584147,62585062,62588997,62592499,62592707,62593417
ENST00000691057	1	119798945	119801794	ENSG00000064313	TAF2	119733080,119733679,119737919,119740533,119743460,119745119,119747992,119748443,119761668,119762012,119762759,119765599,119767813,119767977,119768732,119768939,119770642,119770939,119772203,119780381,119784423,119784435,119784885,119788004,119788198,119790304,119791781,119795130,119796023,119798514,119801796,119801798,119802088,119802850,119802865,119807790,119809621,119809785,119809928,119813942,119813992,119817381,119825046,119825254,119827426,119829698,119830563,119830973,119831382
ENST00000401507	2	62306536;62353375	62306583;62354337	ENSG00000068796	KIF2A	62309376,62310033,62316959,62322806,62323988,62326072,62327468,62330643,62331279,62332326,62337364,62337693,62338002,62338136,62338138,62339805,62340543,62341883,62342380,62345415,62346608,62353723,62356930,62357228,62358815,62362971,62363738,62365348,62367081,62368645,62372692,62373643,62384646,62385966,62385968,62386557
ENST00000407818	2	62306536;62353375	62306583;62354337	ENSG00000068796	KIF2A	62309376,62310033,62316959,62322806,62323988,62326072,62327468,62330643,62331279,62332326,62337364,62337693,62338002,62338136,62338138,62339805,62340543,62341883,62342380,62345415,62346608,62353723,62356930,62357228,62358815,62362971,62363738,62365348,62367081,62368645,62372692,62373643,62384646,62385966,62385968,62386557
ENST00000389709	1	126461083	126461535	ENSG00000070476	ZXDC	126439164,126440130,126440266,126441882,126448590,126449814,126449849,126449948,126450534,126450536,126451236,126451238,126451240,126451339,126451916,126452312,126455009,126455435,126457389,126460121,126467100,126467734
ENST00000261681	2	67292719;67321259	67294468;67322892	ENSG00000072415	PALS1	67241788,67248059,67248147,67250498,67255254,67259630,67259632,67259634,67261320,67264022,67264046,67264123,67264588,67265470,67266313,67267162,67267403,67267675,67268382,67269004,67271000,67272839,67273187,67273364,67273588,67273906,67275987,67276842,67279782,67280226,67291183,67292452,67292870,67294263,67297350,67298680,67299135,67302492,67303529,67305616,67306114,67311537,67313282,67313480,67315022,67316368,67316370,67319473,67319704,67319706,67322216,67322867,67323483,67324729,67325709,67326503,67327043,67327537,67327731,67327948,67328266,67330603,67331941,67333129,67334601
ENST00000341590	1	52859488	52859573	ENSG00000073712	FERMT2	52857904,52858003,52861159,52861488,52865663,52874923,52882708,52883436,52889571,52891605,52891884,52891949,52893559,52895522,52897511,52907157,52913350,52913666,52914036,52914238,52915224,52915226,52916771,52921408,52923354,52924268,52928491,52932440,52933959,52935936,52936084,52944783
ENST00000517730	2	17924780;17955653	17927953;17955955	ENSG00000078674	PCM1	17924864,17925301,17926973,17928168,17929735,17935334,17935951,17937585,17939543,17940860,17943043,17945732,17947562,17952091,17966074,17966878,17970199,17975711,17977283,17977839,17981616,17983270,17983272,17983694,17991178,17991945,17992202,17993965,17999949,18002540,18003009,18003209,18003513,18011586,18013238,18015108,18020994,18023850,18027097,18029400,18029503,18029505
ENST00000392811	1	151242705	151242721	ENSG00000082014	SMARCD3	151239271,151240574,151242907,151244314,151248259,151250867,151253451,151254270,151255520,151255598,151255660,151255876,151257002,151257759,151258433,151259754,151261514,151261964,151266856,151267231,151272236,151273127,151274677,151277434
ENST00000262188	1	151242705	151242721	ENSG00000082014	SMARCD3	151239271,151240574,151242907,151244314,151248259,151250867,151253451,151254270,151255520,151255598,151255660,151255876,151257002,151257759,151258433,151259754,151261514,151261964,151266856,151267231,151272236,151273127,151274677,151277434
ENST00000360905	2	991322;1190052	991487;1190375	ENSG00000082805	ERC1	991888,993339,998681,999971,1000182,1001637,1009946,1011348,1012322,1012843,1014709,1016448,1019519,1022255,1022257,1023501,1027534,1034313,1034471,1039760,1041513,1047032,1051143,1056786,1058405,1062690,1063241,1069297,1070432,1071017,1072215,1072217,1072837,1074213,1076046,1083166,1084836,1084846,1095298,1096726,1097608,1098225,1100837,1102927,1104561,1105930,1106666,1115724,1118143,1118145,1125139,1128038,1131242,1131376,1133000,1133649,1135395,1136814,1137721,1139642,1141408,1144493,1144939,1146694,1146865,1147089,1147472,1148397,1153657,1154080,1157853,1159586,1159933,1163484,1163860,1166578,1172336,1174658,1177372,1177575,1179278,1179878,1180380,1182108,1182552,1186318,1189281,1196788,1198070,1207698,1208277,1208279,1208510,1208645,1208647,1213772,1214778,1215699,1215805,1216422,1219017,1220440,1224246,1224248,1226308,1227864,1227966,1227968,1229369,1233069,1233339,1234769,1234807,1235610,1240356,1241627,1245128,1247950,1249155,1249665,1253544,1254320,1255411,1264138,1265290,1265652,1266016,1266250,1269706,1273286,1274028,1274376,1274637,1275619,1282838,1285941,1286542,1289613,1295922,1295966,1298192,1303613,1305271,1308234,1308403,1308405,1309242,1316033,1316775,1319569,1321661,1324434,1328291,1330684,1332812,1333719,1334149,1335538,1336044,1336942,1339694,1339937,1341354,1341577,1345884,1350878,1351743,1352693,1357040,1361367,1361483,1361973,1362091,1363699,1367887,1370499,1379941,1379968,1380344,1381194,1386359,1386361,1388944,1392442,1395696,1399347,1399865,1400641,1401617,1403284,1409366,1411582,1412040,1412151,1419894,1422935,1422937,1428337,1430522,1432023,1433245,1433741,1434971,1436742,1438811,1443517,1444070,1444899,1449590,1453562,1457761,1464811,1465440,1465848,1469839,1476787,1481110,1486296,1486523,1488261,1489789,1491717,1494364,1495137
ENST00000704566	3	70535953;70783860;70824436	70537122;70784105;70827847	ENSG00000083067	TRPM3	70529635,70531473,70531475,70531678,70533074,70533695,70534935,70539016,70539617,70540196,70540867,70541656,70541666,70542611,70542770,70542804,70544347,70544559,70546484,70548319,70551461,70555466,70556879,70556881,70557661,70557795,70561392,70563140,70563142,70563285,70564543,70564681,70567385,70567562,70568190,70568783,70573371,70573959,70575581,70577240,70577769,70577837,70581733,70581784,70582426,70582594,70583427,70584169,70586924,70587723,70590563,70591917,70593153,70595429,70596293,70597796,70598799,70601400,70604563,70605421,70605423,70605904,70606586,70609329,70610150,70610164,70610542,70611541,70616197,70616381,70616889,70621509,70626135,70628690,70629998,70630865,70631298,70631671,70632670,70635132,70636569,70638951,70639103,70640959,70640976,70640978,70641390,70642781,70644048,70644342,70646263,70646678,70648790,70649852,70650261,70651697,70651741,70662935,70664135,70665945,70666133,70666633,70667472,70668082,70669152,70671323,70673154,70674290,70674525,70674700,70674841,70674843,70678721,70685550,70686267,70686878,70687433,70687807,70689255,70691861,70695851,70697680,70705432,70706348,70706825,70707380,70711591,70712155,70714330,70714554,70716585,70716587,70717065,70719692,70723425,70724341,70724818,70725373,70729584,70730148,70732323,70732547,70734578,70734580,70735058,70737685,70738229,70738231,70741517,70743791,70745617,70747206,70747311,70749008,70749953,70751095,70752075,70754223,70755515,70756068,70761517,70761616,70763379,70764217,70764463,70766651,70767305,70768918,70768920,70769287,70769739,70769812,70770887,70771062,70773413,70774774,70775037,70778428,70785840,70792271,70793322,70793577,70796351,70797585,70800495,70801641,70801949,70802686,70804444,70805821,70805891,70807127,70807398,70808839,70809714,70811852,70813604,70816750,70816760,70817361,70821948,70822196,70822358,70823572,70823574,70825264,70826845,70827543,70827771,70827954,70829725,70831535,70831926,70832702,70832963,70833480,70836618,70837777,70841847,70847270,70847555,70847557,70848475,70849772,70850215,70850574,70852237,70852239,70853712,70857966,70858310,70860321,70863512,70865855,70867736,70868104,70873637,70875370,70876356,70878160,70878415,70878768,70879921,70879923,70880565,70884413,70888590,70890925,70891381,70892705,70901855,70905198,70907253,70907260,70907314,70907610,70909624,70910675,70911143,70912895,70913865,70918510,70921699,70922325,70925028,70926115,70926396,70928783,70930258,70930686,70933139,70941481,70942375,70948218,70949069,70949522,70951486,70953868,70954707,70958699,70958920,70960720,70960738,70961769,70966433,70966435,70967433,70968417,70975571,70977851,70978340,70980054,70980056,70980974,70980976,70981745,70983510,70985003,70985739,70986442,70987872,70987874,70990193,70990195,70991520,70995113,70995405,70995776,70997807,70999604,71000998,71001387,71006509,71009925,71010027,71010325,71011376,71013546,71015216,71015218,71020336,71020338,71021336,71023527,71026321,71026323,71026908,71027000,71031501,71033670,71033724,71034033,71036318,71036320,71036625,71037705,71041204,71048459,71048461,71050143,71051137,71052530,71053372,71058259,71061087,71061549,71064491,71064623,71065745,71067071,71067313,71067737,71069321,71070318,71070620,71072665,71073167,71077109,71077735,71080415,71081259,71085888,71085896,71086113,71087615,71087749,71087858,71089918,71090352,71096557,71103748,71103907,71104610,71105382,71109373,71109678,71110513,71112789,71112937,71113643,71114237,71118913,71121069,71121071,71121490,71123331,71123587,71123722,71124141,71125324,71128764,71130739,71135639,71135712,71137694,71138315,71140666,71142265,71142709,71142763,71144926,71144928,71146856,71148559,71150211,71151109,71153558,71155463,71158003,71158072,71161485,71162450,71162512,71162981,71164946,71164948,71165455,71168140,71173607,71175224,71175814,71176243,71176245,71176726,71176986,71177119,71177520,71177522,71179024,71181527,71181970,71185040,71185050,71185069,71185202,71185824,71188249,71189510,71195649,71195651,71197336,71204755,71205174,71206062,71208958,71212609,71214096,71214714,71215299,71216615,71217335,71219492,71221062,71221634,71226174,71229203,71229205,71229774,71231695,71232645,71234172,71237875,71239150,71241607,71241809,71242885,71243428,71243771,71245312,71250004,71251637,71252817,71253301,71256652,71257109,71258699,71259663,71261685,71263924,71266654,71268248,71270072,71272836,71273021,71273284,71273793,71275331,71276838,71279506,71283202,71284155,71285119,71287690,71288521,71288891,71293875,71295801,71298348,71299254,71300269,71302443,71303553,71306077,71306099,71306236,71307489,71307648,71307818,71320639,71320912,71324050,71326409,71326411,71326413,71326628,71326999,71327389,71337624,71339467,71340343,71344535,71345282,71345699,71346292,71346294,71352582,71354148,71357568,71359302,71359304,71359306,71359545,71359662,71362824,71363469,71363921,71364109,71364347,71364430,71364900,71365306,71365988,71368640,71375037,71380361,71381114,71381116,71382033,71382035,71382037,71390615,71397011,71397819,71400502,71401410,71401597,71402128,71402465,71403031,71404738,71405257,71408452,71408454,71409370,71409973,71410532,71413207,71414155,71417496,71420184,71422363,71425484,71425741,71429912,71438543,71438545,71439313,71439598,71442838,71443413,71444909
ENST00000264758	1	2908604	2909431	ENSG00000087274	ADD1	2847289,2849567,2851560,2851983,2856003,2856554,2860768,2862966,2863190,2868974,2869663,2869726,2870932,2872946,2874852,2881525,2886649,2889184,2889186,2893890,2896664,2897664,2900207,2904660,2905443,2905662,2905674,2906005,2906619,2907648,2908225,2908834,2908836,2909247,2910287,2911101,2911998,2912671,2913863,2915145,2916157,2916340,2916777,2917001,2926406,2929125,2929751
BambuTx210	2	2905015;2908604	2905108;2909431	ENSG00000087274	ADD1	2847289,2849567,2851560,2851983,2856003,2856554,2860768,2862966,2863190,2868974,2869663,2869726,2870932,2872946,2874852,2881525,2886649,2889184,2889186,2893890,2896664,2897664,2900207,2904660,2905443,2905662,2905674,2906005,2906619,2907648,2908225,2908834,2908836,2909247,2910287,2911101,2911998,2912671,2913863,2915145,2916157,2916340,2916777,2917001,2926406,2929125,2929751
ENST00000398125	1	2908604	2909431	ENSG00000087274	ADD1	2847289,2849567,2851560,2851983,2856003,2856554,2860768,2862966,2863190,2868974,2869663,2869726,2870932,2872946,2874852,2881525,2886649,2889184,2889186,2893890,2896664,2897664,2900207,2904660,2905443,2905662,2905674,2906005,2906619,2907648,2908225,2908834,2908836,2909247,2910287,2911101,2911998,2912671,2913863,2915145,2916157,2916340,2916777,2917001,2926406,2929125,2929751
ENST00000423823	1	34682897	34683147	ENSG00000089335	ZNF302	34680043,34680367,34681118,34681120,34681122,34681615,34684642
ENST00000349598	1	55853797	55853953	ENSG00000090989	EXOC1	55854266,55855752,55858339,55860490,55864309,55866523,55866525,55867743,55868118,55870477,55871070,55871209,55873552,55873660,55874157,55879503,55879527,55880114,55884498,55884618,55886421,55888777,55888816,55888968,55893264,55895747,55896294,55902247,55904224,55904357
ENST00000397260	1	23347460	23347514	ENSG00000092096	SLC22A17	23348098,23349893
ENST00000690927	1	38742301	38742515	ENSG00000100242	SUN2	38736140,38736284,38736988,38737800,38739594,38741267,38741386,38742682,38743279,38743704,38746568,38747200,38747811,38748562,38748700,38750136,38750573,38751225,38751823,38757723,38758328,38759108,38761021,38761286,38761366,38761765,38761839,38762000,38762058,38762773,38767031,38768304,38774369,38774798,38777579,38777762,38784209,38785522,38786194,38787085,38788580,38790364,38790366,38793016
ENST00000645929	2	21425324;21430801	21426128;21431811	ENSG00000100888	CHD8	21386058,21387674,21391403,21391625,21393465,21393943,21394408,21394751,21394753,21399813,21404734,21408300,21415735,21419697,21421408,21423490,21425804,21429787,21431364,21431790,21436994,21441064,21441066,21447091,21448045
ENST00000407597	1	9711776	9713322	ENSG00000101849	TBL1X	9467561,9469672,9470779,9471339,9474192,9474536,9477235,9479912,9482601,9484758,9489647,9490561,9491124,9491379,9491969,9492787,9494106,9495921,9498011,9498013,9498348,9500761,9501287,9504752,9505559,9508627,9508629,9509862,9511291,9513438,9513956,9514800,9515560,9517752,9518623,9520193,9520966,9521945,9523236,9526096,9529986,9530593,9531287,9532175,9535228,9536395,9538788,9538831,9541753,9544431,9544707,9548606,9551376,9555523,9557065,9560098,9560194,9560535,9560720,9561693,9563034,9566502,9567454,9568173,9568278,9568464,9568892,9570264,9571980,9575067,9576553,9577147,9577149,9581274,9581599,9582473,9582600,9583286,9584406,9586768,9591425,9592260,9594281,9595676,9597634,9600973,9602146,9605448,9605675,9605784,9610049,9611476,9612774,9613196,9615791,9618072,9618217,9618219,9618221,9620974,9621152,9623555,9623870,9624668,9625431,9626456,9627222,9628423,9628917,9629078,9629598,9629939,9633079,9634024,9634282,9638170,9638172,9640048,9641073,9641846,9642295,9644118,9644430,9644543,9645435,9646612,9648457,9649682,9650480,9651677,9652186,9653646,9653875,9653877,9654626,9654628,9655719,9657870,9659413,9659415,9661619,9664581,9668012,9668712,9669646,9669685,9670480,9673934,9679115,9679117,9679334,9681266,9682868,9682870,9683735,9684267,9688876,9688898,9688906,9688908,9688920,9688957,9688995,9689127,9689190,9689549,9689798,9690203,9692335,9693984,9695475,9695589,9696230,9697551,9699125,9699528,9699726,9700908,9701324,9702920,9707616,9709834,9720134,9720183,9722587,9723550,9725563,9725923,9727454,9728368,9728860,9729484,9729848,9729877,9730165,9730202,9730634,9731992,9735186,9736370,9739386
ENST00000379059	2	24693986;24724451	24694004;24724848	ENSG00000101868	POLA1	24698798,24702119,24710373,24713109,24714522,24718696,24719119,24721781,24722159,24725753,24725755,24727409,24729647,24733168,24734100,24737503,24738361,24741018,24741593,24742053,24742835,24748177,24749199,24749863,24753876,24758457,24761612,24766954,24767430,24767455,24768406,24768847,24771956,24772871,24772873,24774142,24775479,24776270,24776312,24776314,24781989,24785781,24789189,24789976,24796660,24799874,24801177,24801227,24802427,24807074,24807797,24807881,24809584,24809687,24809689,24811434,24812415,24815501,24816265,24818008,24818010,24819765,24820164,24820906,24820908,24824437,24830331,24830500,24833358,24833953,24835919,24835981,24837414,24837672,24837860,24838674,24839556,24840961,24841557,24842436,24842694,24847575,24848915,24851953,24853447,24853449,24859560,24860284,24861739,24861741,24862260,24862847,24867151,24874436,24875902,24877330,24878405,24878407,24879569,24879847,24879954,24880913,24880915,24881528,24882386,24882817,24884744,24887086,24887441,24888096,24892287,24893308,24893453,24894350,24896365,24901993,24902039,24902041,24903169,24904451,24906196,24908537,24908539,24908700,24910567,24912096,24914600,24917160,24917406,24917408,24920641,24922407,24924504,24925506,24925626,24926265,24926267,24929313,24929690,24930632,24930697,24931052,24931172,24932870,24938721,24939501,24939567,24941386,24942110,24944119,24945225,24947769,24948938,24950468,24951994,24952005,24953328,24954544,24961017,24966587,24967529,24969383,24969451,24969912,24974463,24974569,24974699,24974701,24976695,24977495,24978788,24978994,24980446,24981949,24981951,24983826,24984979,24987494,24988584,24991273,24992354,24994089,24995461,24995463,24995465
