isoform_id	IR	IR_genomic_start	IR_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000681017	1	222916497	222917687	ENSG00000123983	ACSL3	222863858,222863860,222867510,222868067,222868069,222870332,222872953,222872955,222875649,222877778,222882566,222884878,222885669,222886190,222887386,222887388,222888300,222890217,222891426,222892025,222894787,222898413,222900550,222902783,222904139,222905489,222905784,222906034,222907172,222907990,222907992,222907994,222907996,222907998,222909558,222912286,222914976,222915333,222918087,222918690,222920105,222920107,222924009,222927985,222930265,222932179,222934383,222934418,222934741,222935333,222936753,222937248,222939929,222941717,222942306
ENST00000425339	1	56399401	56400783	ENSG00000128059	PPAT	56393913,56396066,56398423,56400760,56401965,56403844,56403846,56404506,56404940,56411170,56413022,56413546,56414076,56414307,56418172,56418174,56420290,56421076,56423683,56425267,56430198,56430273,56431910,56431912,56431914,56432051
ENST00000682709	1	85508060	85513799	ENSG00000135317	SNX14	85507495,85508447,85509058,85510244,85511128,85521377,85522582,85522807,85530859,85531138,85531896,85533715,85539259,85544432,85546265,85548441,85548835,85549403,85551771,85555856,85558922,85561618,85561649,85561906,85562091,85562875,85564237,85568140,85569392,85569477,85574805,85575468,85575470,85575867,85576530,85578637,85582198,85584941,85585151
ENST00000688612	1	108472117	108472826	ENSG00000135968	GCC2	108450136,108450842,108454394,108460203,108460355,108463873,108464310,108464471,108474771,108478609,108478894,108481041,108482251,108483139,108484863,108487469,108490696,108492831,108494241,108495361,108497173,108499396,108503474,108506263,108506924,108507856,108507858,108508519,108508521,108509288
ENST00000408936	1	121782402	121783535	ENSG00000136848	DAB2IP	121567741,121567743,121567781,121568376,121568378,121568907,121569689,121570692,121571244,121577167,121581357,121581477,121588093,121588469,121588688,121589879,121590126,121591337,121591666,121592436,121593008,121593412,121593812,121594072,121596370,121597287,121605783,121606232,121606873,121606919,121608698,121610292,121612499,121616610,121618036,121618337,121619478,121623511,121624328,121627744,121628078,121628703,121635053,121636657,121636745,121637048,121637770,121640342,121642664,121645815,121647027,121648599,121649764,121649920,121652757,121655634,121655881,121656153,121660223,121666643,121667004,121667331,121668382,121668819,121668821,121671204,121672684,121673450,121674809,121676413,121676427,121676569,121678352,121679407,121680115,121683165,121684171,121684622,121687846,121688139,121690231,121692402,121693378,121695967,121701133,121701216,121701218,121705614,121705639,121706817,121706825,121709739,121710054,121712851,121714424,121721942,121722179,121722181,121722183,121722185,121723786,121724553,121727931,121728738,121731879,121731881,121733314,121733316,121733830,121734588,121735715,121737302,121739080,121743107,121745294,121746910,121750087,121750414,121751308,121753410,121757852,121759108,121761118,121762586,121762797,121764407,121765447,121767483,121767547,121768495,121768872,121769346,121769368,121769911,121776588,121777534,121779772,121782052,121782408,121782836,121783075,121783077,121783608
ENST00000693714	1	120389788	120394511	ENSG00000136861	CDK5RAP2	120389259,120389597,120390500,120392090,120394246,120395496,120400170,120400952,120409079,120409553,120410078,120412980,120413902,120418886,120419123,120421837,120423133,120423269,120423558,120423764,120425409,120426164,120426166,120427338,120427340,120430804,120433379,120433981,120434037,120438397,120439456,120439925,120440419,120441645,120442316,120444476,120445958,120452731,120453298,120458282,120458798,120460936,120462550,120462765,120463864,120465329,120467914,120472704,120474967,120477296,120478649,120478965,120487600,120488097,120489750,120489952,120490328,120490522,120493607,120494213,120502102,120503421,120507874,120510562,120511477,120512217,120515230,120515571,120516058,120519089,120522178,120526226,120526228,120526393,120526973,120529255,120530967,120532202,120532376,120537050,120538487,120539191,120546186,120546188,120548680,120553730,120554373,120554978,120558876,120561141,120563222,120564106,120566133,120566219,120568423,120569055,120575196,120575830,120576187,120578665,120578711
ENST00000488550	2	66568757;66569146	66569049;66571245	ENSG00000143995	MEIS1	66437730,66437806,66437820,66440135,66440137,66442189,66446660,66447107,66447882,66449117,66450341,66455910,66457610,66457830,66458556,66459069,66459878,66460226,66461109,66461700,66462357,66463516,66463872,66464839,66468211,66468838,66470283,66470285,66471601,66471928,66474148,66480094,66480096,66481163,66482255,66485565,66490623,66491850,66492096,66492159,66493868,66495650,66499133,66500569,66500853,66502387,66505274,66506112,66506419,66507034,66507091,66507110,66508101,66509342,66513806,66514391,66514866,66516016,66516094,66516237,66518654,66521311,66521807,66522046,66522717,66523342,66523344,66524025,66525274,66526547,66527081,66527083,66527182,66528918,66528920,66529871,66530850,66530922,66530944,66532007,66532697,66533082,66535898,66537969,66544164,66544727,66545027,66547298,66554368,66555196,66556571,66558147,66558606,66558608,66559296,66561476,66565882,66567847,66569523,66570648,66571370,66571417,66572060,66572261,66572510,66573241
ENST00000679899	1	154602249	154602384	ENSG00000160710	ADAR	154586115,154589398,154589676,154589678,154594480,154594652,154595357,154595359,154596776,154597158,154597399,154600135,154605674,154608307,154609542,154610391,154614455,154616029,154616031,154618641,154619654,154620594,154621011,154622749,154624279
ENST00000301332	1	144473052	144473131	ENSG00000167702	KIFC2	144468044,144468633,144472091
ENST00000568194	2	2205513;2205876	2205740;2206030	ENSG00000167965	MLST8	2205074,2208111,2208929
ENST00000678363	1	149008983	149010134	ENSG00000168280	KIF5C	148878534,148879236,148881369,148881371,148881769,148882656,148883182,148884100,148889021,148889023,148891556,148891842,148895814,148898092,148898437,148903547,148905034,148905815,148906598,148906733,148907431,148908191,148910900,148912834,148912865,148917116,148918230,148918925,148919487,148921355,148921493,148921964,148922202,148923304,148929430,148930138,148933556,148934501,148935857,148937291,148937850,148941209,148941256,148941517,148941519,148942857,148943484,148943948,148945306,148945348,148947234,148949209,148953928,148959726,148960056,148960958,148962644,148963044,148966260,148966653,148967164,148967547,148967549,148967984,148968227,148968739,148968741,148970206,148973790,148974867,148975716,148976996,148979927,148981139,148981959,148987224,148987871,148988729,148989453,148991645,148993413,148994055,148994110,148994112,148994453,148995531,148996905,148997621,149000070,149000866,149002455,149002511,149002540,149002542,149003028,149003940,149003942,149004353,149004355,149006706,149008702,149009692,149011139,149012412,149012496,149013406,149015055,149018157,149019342,149026701
ENST00000392524	1	177221977	177222059	ENSG00000170144	HNRNPA3	177214109,177214111,177214130,177214822,177221064,177221066
ENST00000446361	1	46025702	46025848	ENSG00000186868	MAPT	45900431,45900688,45901235,45902518,45904761,45906055,45907013,45912725,45914561,45915040,45915397,45915563,45917396,45919781,45921553,45922157,45923587,45923623,45923842,45925533,45925862,45930275,45931043,45934986,45935543,45936412,45936899,45938299,45940185,45942245,45942282,45942983,45944127,45947460,45947462,45951352,45952170,45953087,45953512,45955370,45956644,45957063,45958018,45962427,45962484,45962793,45963666,45964552,45967255,45967681,45969133,45969254,45969408,45970169,45971033,45973826,45974953,45976115,45976478,45977463,45978155,45979833,45980990,45981888,45984149,45986785,45987926,45987928,45987930,45987932,45987934,45994972,45995603,45995671,45996784,45998934,45999067,45999305,45999943,46001874,46002382,46006492,46007540,46007742,46008424,46011908,46015985,46023181,46023709,46025866
