isoform_id	A3	A3_genomic_start	A3_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000396595	1	41676379	41676382	ENSG00000064042	LIMCH1	41363202,41363204,41366813,41368786,41370599,41370800,41373095,41373234,41373389,41373703,41373961,41374393,41375622,41377327,41382935,41385482,41386835,41387117,41387313,41387978,41392900,41396339,41397466,41398084,41400490,41400492,41402518,41404046,41405057,41405763,41407050,41409240,41411289,41412576,41413044,41417264,41417266,41418424,41418426,41421951,41425950,41429047,41429892,41433098,41435779,41437065,41437154,41438782,41439174,41439356,41439943,41441057,41441575,41447935,41450452,41453682,41454185,41454789,41456060,41456177,41456358,41458642,41458905,41460828,41460830,41461811,41464261,41464871,41464873,41467217,41472564,41473211,41475759,41479392,41479394,41480475,41482801,41485626,41486139,41486141,41486926,41494033,41496143,41496584,41496586,41498024,41508985,41512288,41512592,41513603,41513874,41515582,41516017,41517235,41518696,41519311,41520050,41521270,41523039,41523041,41523230,41524256,41526060,41526813,41527924,41530577,41531829,41533512,41535030,41547919,41551344,41554281,41556438,41557718,41561317,41561861,41562196,41563714,41568454,41569321,41570513,41573372,41573832,41576490,41576967,41577131,41578167,41578846,41579759,41580081,41581674,41582183,41582244,41583599,41587526,41589068,41592298,41593974,41594856,41597364,41602176,41603314,41603316,41603490,41606169,41606171,41606505,41608334,41611714,41613066,41613253,41616945,41618609,41618818,41619118,41619865,41620728,41623068,41623793,41626410,41627014,41629058,41631509,41633286,41633371,41636778,41637801,41638374,41639015,41639945,41639956,41641699,41643310,41645021,41645023,41646505,41648563,41648599,41649806,41651151,41653174,41653281,41655398,41656651,41657146,41660236,41666695,41667294,41669093,41672681,41675250,41678177,41679866,41680184,41680805,41681703,41683529,41683531,41683533,41685443,41685595,41689447,41693029,41693521,41693523,41696582,41696903,41698730,41699068,41699112
ENST00000691057	1	119831721	119831731	ENSG00000064313	TAF2	119733080,119733679,119737919,119740533,119743460,119745119,119747992,119748443,119761668,119762012,119762759,119765599,119767813,119767977,119768732,119768939,119770642,119770939,119772203,119780381,119784423,119784435,119784885,119788004,119788198,119790304,119791781,119795130,119796023,119798514,119801796,119801798,119802088,119802850,119802865,119807790,119809621,119809785,119809928,119813942,119813992,119817381,119825046,119825254,119827426,119829698,119830563,119830973,119831382
ENST00000456393	1	40770397	40770712	ENSG00000066136	NFYC	40692420,40692422,40693186,40694341,40696861,40696863,40696865,40701494,40701632,40708182,40708719,40709717,40709765,40709982,40711131,40713155,40713758,40716136,40716138,40717797,40722435,40722874,40725165,40730155,40730274,40731018,40732590,40734705,40735697,40735738,40738312,40739887,40746300,40749526,40750395,40750630,40751288,40751550,40752299,40754021,40754030,40754272,40756501,40756910,40757868,40761186,40761587,40762650,40762992,40763336,40766314,40767844,40768589,40768591,40770656,40771555,40771571
ENST00000560328	1	73270010	73270058	ENSG00000067141	NEO1	73055224,73055773,73056195,73056647,73058003,73063852,73068742,73072508,73072707,73074474,73075515,73081351,73081720,73082018,73084393,73089524,73090363,73090397,73090916,73091978,73093422,73095809,73096330,73109828,73110510,73113827,73118811,73121724,73121766,73128530,73128532,73131906,73132098,73133078,73133080,73134694,73135698,73137403,73139760,73140662,73141385,73143157,73144234,73145471,73145483,73145485,73145914,73145981,73146779,73148684,73149781,73156478,73156611,73158083,73160767,73164702,73165865,73165867,73167041,73167961,73168328,73175928,73177402,73181233,73182470,73184796,73185367,73186630,73189103,73189411,73195470,73196496,73197519,73201505,73204660,73207827,73211243,73216398,73223092,73223626,73223628,73223809,73225552,73226165,73226353,73226532,73228788,73231512,73231602,73232105,73233850,73234156,73235937,73236122,73239804,73240039,73246620,73246659,73246732,73248242,73248244,73250091,73251926,73258108,73260579,73264481,73266780,73267436,73268777,73279317,73279319,73279321,73279323,73281308,73282493,73282911,73283501,73284310,73284340,73286185,73290823,73291682,73292173,73292696,73295243,73297846,73300055
ENST00000407818	1	62372103	62372438	ENSG00000068796	KIF2A	62309376,62310033,62316959,62322806,62323988,62326072,62327468,62330643,62331279,62332326,62337364,62337693,62338002,62338136,62338138,62339805,62340543,62341883,62342380,62345415,62346608,62353723,62356930,62357228,62358815,62362971,62363738,62365348,62367081,62368645,62372692,62373643,62384646,62385966,62385968,62386557
ENST00000434436	1	1585214	1585530	ENSG00000071655	MBD3	1577679,1582232
ENST00000261681	1	67315294	67316832	ENSG00000072415	PALS1	67241788,67248059,67248147,67250498,67255254,67259630,67259632,67259634,67261320,67264022,67264046,67264123,67264588,67265470,67266313,67267162,67267403,67267675,67268382,67269004,67271000,67272839,67273187,67273364,67273588,67273906,67275987,67276842,67279782,67280226,67291183,67292452,67292870,67294263,67297350,67298680,67299135,67302492,67303529,67305616,67306114,67311537,67313282,67313480,67315022,67316368,67316370,67319473,67319704,67319706,67322216,67322867,67323483,67324729,67325709,67326503,67327043,67327537,67327731,67327948,67328266,67330603,67331941,67333129,67334601
ENST00000541377	1	121407712	121407715	ENSG00000074054	CLASP1	121340152,121342941,121342943,121343453,121345697,121346605,121348140,121350597,121352234,121352340,121352342,121353785,121355121,121356073,121356681,121356683,121358398,121358589,121361832,121362793,121363573,121364197,121364227,121364881,121370702,121372533,121374746,121376825,121378783,121379635,121382645,121382647,121383274,121386475,121389436,121389500,121389502,121393911,121394493,121395475,121395940,121396541,121396951,121400142,121401899,121403542,121404029,121404329,121404820,121406390,121407826,121408010,121414119,121414641,121414764,121415605,121416796,121417533,121418462,121419632,121427504,121429306,121429388,121430346,121435592,121436831,121436956,121438131,121440343,121441819,121443941,121444090,121444833,121448019,121449475,121452191,121453161,121453448,121454621,121455568,121455950,121457312,121457314,121459104,121461229,121463707,121464311,121466628,121466840,121467587,121469148,121469332,121473629,121474993,121477598,121479217,121479296,121479298,121483988,121484463,121484503,121488458,121491548,121496307,121496543,121501736,121502346,121504483,121506607,121508219,121508805,121511456,121513690,121515180,121516470,121516897,121516899,121517050,121520015,121521521,121522008,121522895,121523122,121523965,121528517,121528625,121528627,121528982,121533574,121535147,121535428,121538280,121540111,121541339,121542052,121543823,121544533,121546016,121547486,121549200,121552562,121552882,121552884,121553106,121554950,121556814,121556897,121560339,121560709,121565313,121565433,121565764,121568072,121570548,121573788,121577274,121577808,121578290,121578596,121580758,121580791,121583324,121586674,121586812,121591221,121592184,121593877,121595336,121595338,121595498,121597799,121599456,121600241,121604894,121609050,121613575,121613608,121613919,121614142,121618085,121625281,121627003,121632498,121632712,121633177,121634622,121637754,121639912,121641598,121642843,121644826,121646341
ENST00000517730	1	17957537	17957540	ENSG00000078674	PCM1	17924864,17925301,17926973,17928168,17929735,17935334,17935951,17937585,17939543,17940860,17943043,17945732,17947562,17952091,17966074,17966878,17970199,17975711,17977283,17977839,17981616,17983270,17983272,17983694,17991178,17991945,17992202,17993965,17999949,18002540,18003009,18003209,18003513,18011586,18013238,18015108,18020994,18023850,18027097,18029400,18029503,18029505
ENST00000392811	1	151275251	151275252	ENSG00000082014	SMARCD3	151239271,151240574,151242907,151244314,151248259,151250867,151253451,151254270,151255520,151255598,151255660,151255876,151257002,151257759,151258433,151259754,151261514,151261964,151266856,151267231,151272236,151273127,151274677,151277434
ENST00000592582	1	12976288	12978752	ENSG00000085415	SEH1L	12951118,12953159,12957623,12957671,12957861,12958580,12961007,12962106,12962448,12971880,12975815,12976066,12976672,12977258,12985000,12985294,12985296,12986100,12987172
ENST00000618411	2	100885213;100888042	100885216;100888054	ENSG00000087087	SRRT	100875957,100881773,100887739
ENST00000264758	1	2907377	2907743	ENSG00000087274	ADD1	2847289,2849567,2851560,2851983,2856003,2856554,2860768,2862966,2863190,2868974,2869663,2869726,2870932,2872946,2874852,2881525,2886649,2889184,2889186,2893890,2896664,2897664,2900207,2904660,2905443,2905662,2905674,2906005,2906619,2907648,2908225,2908834,2908836,2909247,2910287,2911101,2911998,2912671,2913863,2915145,2916157,2916340,2916777,2917001,2926406,2929125,2929751
BambuTx210	1	2907377	2907743	ENSG00000087274	ADD1	2847289,2849567,2851560,2851983,2856003,2856554,2860768,2862966,2863190,2868974,2869663,2869726,2870932,2872946,2874852,2881525,2886649,2889184,2889186,2893890,2896664,2897664,2900207,2904660,2905443,2905662,2905674,2906005,2906619,2907648,2908225,2908834,2908836,2909247,2910287,2911101,2911998,2912671,2913863,2915145,2916157,2916340,2916777,2917001,2926406,2929125,2929751
ENST00000398125	2	2907377;2926639	2907743;2926642	ENSG00000087274	ADD1	2847289,2849567,2851560,2851983,2856003,2856554,2860768,2862966,2863190,2868974,2869663,2869726,2870932,2872946,2874852,2881525,2886649,2889184,2889186,2893890,2896664,2897664,2900207,2904660,2905443,2905662,2905674,2906005,2906619,2907648,2908225,2908834,2908836,2909247,2910287,2911101,2911998,2912671,2913863,2915145,2916157,2916340,2916777,2917001,2926406,2929125,2929751
ENST00000423823	2	34683152;34683992	34683155;34684252	ENSG00000089335	ZNF302	34680043,34680367,34681118,34681120,34681122,34681615,34684642
ENST00000565479	1	30095335	30095434	ENSG00000090238	YPEL3	30092563,30092565,30096303
ENST00000397260	1	23352451	23352551	ENSG00000092096	SLC22A17	23348098,23349893
ENST00000421276	1	37063791	37065334	ENSG00000093167	LRRFIP2	37053217,37055255,37060453,37062323,37062912,37066539,37068230,37068232,37070433,37071359,37072866,37074440,37074442,37076734,37077403,37078560,37083857,37083952,37083954,37087419,37087421,37090052,37091058,37091486,37091573,37091971,37095465,37095505,37097184,37099108,37101319,37102908,37105398,37105435,37105437,37107963,37108050,37110269,37112295,37113096,37116572,37116574,37116959,37118025,37118198,37119638,37120970,37125300,37127603,37127849,37130175,37130879,37131005,37133093,37133727,37134858,37136199,37137220,37145969,37146426,37146557,37149385,37150330,37152768,37152770,37152805,37154220,37154802,37155373,37155734,37163436,37164577,37164579,37165271,37170946,37175493,37177800,37178761,37180546,37180801,37180813,37183632
ENST00000401672	1	50439698	50439701	ENSG00000100239	PPP6R2	50347517,50348052,50349986,50350959,50352932,50357286,50361971,50362518,50363505,50364039,50365216,50365983,50366657,50368742,50368893,50372644,50378454,50379365,50382088,50391301,50392602,50394065,50398316,50399171,50399735,50402167,50403081,50404889,50408381,50408383,50408668,50413102,50417761,50417763,50419824,50419855,50420154,50423520,50423639,50424064,50426504,50431746,50440720,50442155
ENST00000380817	2	50463432;50467690	50463992;50467693	ENSG00000100241	SBF1	50446652,50451533,50454418,50459518,50461033,50461959,50463357,50464409,50465737,50472297,50474261,50478000,50483341
ENST00000690927	1	38741551	38741571	ENSG00000100242	SUN2	38736140,38736284,38736988,38737800,38739594,38741267,38741386,38742682,38743279,38743704,38746568,38747200,38747811,38748562,38748700,38750136,38750573,38751225,38751823,38757723,38758328,38759108,38761021,38761286,38761366,38761765,38761839,38762000,38762058,38762773,38767031,38768304,38774369,38774798,38777579,38777762,38784209,38785522,38786194,38787085,38788580,38790364,38790366,38793016
ENST00000340630	1	36767859	36767862	ENSG00000100360	IFT27	36762617,36762619,36763219,36764533,36765168,36765397,36765438,36767512,36774897,36774918,36775001
ENST00000645929	1	21386176	21386344	ENSG00000100888	CHD8	21386058,21387674,21391403,21391625,21393465,21393943,21394408,21394751,21394753,21399813,21404734,21408300,21415735,21419697,21421408,21423490,21425804,21429787,21431364,21431790,21436994,21441064,21441066,21447091,21448045
ENST00000372431	1	45911463	45912047	ENSG00000100979	PLTP	45899482,45901462,45901464,45901466,45901468,45902137,45905980,45907434,45907649,45908670,45909730,45911402,45911793
ENST00000266068	1	63604840	63604902	ENSG00000101216	GMEB2	63588422,63589045,63589516,63590782,63591172,63591184,63594667,63594893,63600387,63601023,63601241,63607120,63610688,63610955,63615451,63615471,63618371,63619039
ENST00000589866	1	13731474	13731476	ENSG00000101654	RNMT	13727525,13730864,13730920,13737229,13738605,13741361,13741363,13742408,13745605,13746038,13746481,13746875,13747930,13749703,13751659,13752383,13754781,13754882,13756061,13757343,13757678,13757680,13760154,13762142,13764059,13764475
ENST00000407597	1	9683746	9684043	ENSG00000101849	TBL1X	9467561,9469672,9470779,9471339,9474192,9474536,9477235,9479912,9482601,9484758,9489647,9490561,9491124,9491379,9491969,9492787,9494106,9495921,9498011,9498013,9498348,9500761,9501287,9504752,9505559,9508627,9508629,9509862,9511291,9513438,9513956,9514800,9515560,9517752,9518623,9520193,9520966,9521945,9523236,9526096,9529986,9530593,9531287,9532175,9535228,9536395,9538788,9538831,9541753,9544431,9544707,9548606,9551376,9555523,9557065,9560098,9560194,9560535,9560720,9561693,9563034,9566502,9567454,9568173,9568278,9568464,9568892,9570264,9571980,9575067,9576553,9577147,9577149,9581274,9581599,9582473,9582600,9583286,9584406,9586768,9591425,9592260,9594281,9595676,9597634,9600973,9602146,9605448,9605675,9605784,9610049,9611476,9612774,9613196,9615791,9618072,9618217,9618219,9618221,9620974,9621152,9623555,9623870,9624668,9625431,9626456,9627222,9628423,9628917,9629078,9629598,9629939,9633079,9634024,9634282,9638170,9638172,9640048,9641073,9641846,9642295,9644118,9644430,9644543,9645435,9646612,9648457,9649682,9650480,9651677,9652186,9653646,9653875,9653877,9654626,9654628,9655719,9657870,9659413,9659415,9661619,9664581,9668012,9668712,9669646,9669685,9670480,9673934,9679115,9679117,9679334,9681266,9682868,9682870,9683735,9684267,9688876,9688898,9688906,9688908,9688920,9688957,9688995,9689127,9689190,9689549,9689798,9690203,9692335,9693984,9695475,9695589,9696230,9697551,9699125,9699528,9699726,9700908,9701324,9702920,9707616,9709834,9720134,9720183,9722587,9723550,9725563,9725923,9727454,9728368,9728860,9729484,9729848,9729877,9730165,9730202,9730634,9731992,9735186,9736370,9739386
ENST00000371121	1	129447233	129447301	ENSG00000102038	SMARCA1	129449116,129449535,129449537,129449943,129454694,129455147,129455371,129460190,129462671,129463291,129464479,129469184,129471740,129473995,129473997,129474477,129476162,129476164,129477025,129477421,129478882,129481535,129481873,129485316,129486881,129488466,129491442,129495008,129495500,129496807,129499507,129500312,129500867,129504734,129505964,129506133,129507698,129508521,129509567,129511354,129514445,129514551,129516250,129517869,129519217,129522178
ENST00000371123	1	129447233	129447301	ENSG00000102038	SMARCA1	129449116,129449535,129449537,129449943,129454694,129455147,129455371,129460190,129462671,129463291,129464479,129469184,129471740,129473995,129473997,129474477,129476162,129476164,129477025,129477421,129478882,129481535,129481873,129485316,129486881,129488466,129491442,129495008,129495500,129496807,129499507,129500312,129500867,129504734,129505964,129506133,129507698,129508521,129509567,129511354,129514445,129514551,129516250,129517869,129519217,129522178
ENST00000401874	4	2055980;2072201;2079032;2085064	2056196;2072241;2079035;2085230	ENSG00000103197	TSC2	2052454,2054572,2055985,2057641,2058269,2061545,2063369,2063873,2066014,2069462,2070848,2071688,2074412,2074875,2077403,2077793,2077807,2078714,2078944,2079571,2080975,2083003,2083486,2086372
ENST00000560891	1	51450346	51450673	ENSG00000104093	DMXL2	51449099,51449856,51450015,51450835,51453733,51454048,51454637,51457040,51459695,51459697,51462861,51467311,51470712,51471158,51472443,51480683,51480850,51481940,51482451,51483435,51484113,51485457,51490246,51491095,51491812,51496443,51496445,51498359,51498691,51499416,51499914,51499916,51503796,51503973,51504085,51505897,51507343,51507795,51507883,51508287,51510989,51511732,51511957,51512151,51516835,51519261,51519263,51524887,51526486,51532294,51532609,51533134,51533136,51539912,51540332,51540729,51540746,51542382,51542411,51545292,51545507,51545840,51548031,51548897,51549421,51549423,51550576,51553778,51558625,51559589,51560845,51561501,51566832,51566834,51571047,51573388,51573937,51576378,51576610,51576684,51579413,51583592,51587634,51589202,51589879,51596613,51597096,51597365,51597628,51597630,51597760,51599570,51608292,51608294,51610946,51612722,51614138,51615355,51619575
ENST00000683357	1	131619206	131619209	ENSG00000107263	RAPGEF1	131578102,131578944,131583307,131584598,131590086,131592350,131594422,131595960,131597880,131601299,131601775,131602531,131603592,131603932,131604503,131606768,131608467,131609438,131609517,131611149,131612668,131613008,131614008,131614664,131616423,131619384,131621210,131621983,131622912,131623840,131624494,131624703,131627825,131628523,131630486,131631540,131633149,131634121,131635356,131637657,131639954,131642797,131644082,131647495,131650406,131655692,131656750,131657288,131658297,131660503,131661269,131661289,131661291,131663253,131667523,131669662,131671920,131671922,131673975,131677311,131677313,131683099,131689345,131693169,131694294,131695031,131695141,131695178,131695759,131698152,131698369,131703135,131703329,131703499,131704548,131708179,131711195,131715225,131717255,131717641,131718790,131719643,131726416,131727107,131727832,131728531,131728533,131729436,131731039,131732429,131735241,131736539
ENST00000705471	1	119933005	119933008	ENSG00000107651	SEC23IP	119897480,119899938,119902549,119911620,119914766,119917976,119917978,119920737,119921534,119921536,119924922,119932692,119938412,119940522,119944357
ENST00000700531	1	5408906	5408909	ENSG00000108559	NUP88	5362809,5363156,5364600,5366724,5367956,5368156,5368225,5368227,5369845,5370178,5371629,5373402,5377990,5378127,5379033,5379071,5379400,5379944,5380848,5385377,5385379,5386603,5389090,5392204,5397608,5400364,5404277,5404838,5405202,5405286,5414069
ENST00000674976	1	153270335	153270338	ENSG00000109654	TRIM2	153152709,153152799,153154077,153160739,153161362,153161364,153161366,153162626,153164312,153167099,153168376,153172907,153175498,153178288,153178665,153180371,153182038,153183239,153184053,153185461,153187685,153196305,153196751,153201108,153205019,153207034,153207522,153209966,153210555,153210937,153210954,153211630,153212302,153212871,153213015,153213303,153213672,153215348,153218043,153218352,153218578,153219237,153223313,153223603,153227495,153230325,153230637,153232602,153233917,153234456,153234859,153236256,153236297,153236971,153237204,153238719,153239595,153239806,153240695,153245731,153245831,153247728,153250079,153256814,153257538,153257602,153257632,153257950,153258240,153258786,153261105,153261113,153262106,153264968,153265686,153268258,153269038,153272116,153272118,153277815,153278258,153281528,153282042,153283781,153284014,153286928,153293635,153294863,153298198,153298878,153301701,153301711,153302731,153303575,153304681,153306291,153309496,153309588,153311384,153311964,153311991,153312749,153313207,153318131,153318417,153318419,153320353,153320548,153321114,153322325,153322872,153324809,153327993,153331057,153331059,153332856,153338111,153338448,153339273
ENST00000392580	1	134384188	134387197	ENSG00000109956	B3GAT1	134378800,134379550,134380120,134382328,134382356,134382366,134382390,134382406,134382452,134383795,134384943,134386302,134386351,134386396,134386737,134388528,134389592,134389594,134390281,134390643,134393082,134393320,134394317,134394536,134395128,134396435,134396437,134398164,134398176,134399113,134401937,134403733,134404596,134405691,134406000,134406662,134409330,134410899,134410980,134411044
ENST00000397111	2	3002053;3006959	3002174;3008897	ENSG00000110619	CARS1	3006535,3008216,3012793,3013205,3013721,3015767,3017672,3018481,3021069,3021174,3022755,3023539,3025013,3026421,3027042,3031118,3036560,3036865,3039337,3039624,3039859,3040008,3041697,3042200,3045751,3046849,3048258,3049012,3051039,3051086,3053073,3054081,3057234
ENST00000290510	1	6829828	6829859	ENSG00000110811	P3H3	6829915,6830885,6831603,6838675,6838677
ENST00000361758	1	163564667	163565946	ENSG00000112531	QKI	163417865,163421488,163422698,163422991,163425067,163427674,163429308,163435618,163438385,163448163,163451884,163457603,163459824,163463380,163465496,163477160,163478021,163483413,163483606,163484344,163485500,163486737,163494000,163495779,163501536,163502811,163502820,163503329,163506146,163510985,163519274,163522280,163526761,163528416,163529305,163529732,163532402,163533344,163539631,163541641,163541643,163541645,163541812,163541988,163543743,163543969,163546271,163548220,163548222,163552626,163554157,163557153,163557877,163562499,163562608,163563104,163564221,163564852,163564854,163564856,163565031,163565033,163565259,163565784,163565786,163568413,163568415,163568873,163569923,163571168,163571170,163571464,163571938,163574612,163574614,163575891,163576633,163576675,163576743,163577812
ENST00000252050	1	43223240	43223264	ENSG00000112659	CUL9	43183267,43184191,43184823,43185578,43188925,43190099,43193158,43193160,43193752,43194923,43198291,43198877,43200811,43203405,43203834,43204489,43205858,43208560,43208734,43212898,43213242,43213538,43214115,43214878,43216483,43216485,43217089,43217622,43217642,43217908
ENST00000672860	1	43777720	43778460	ENSG00000112715	VEGFA	43777462,43777659,43779373,43781884,43782538,43783073
ENST00000619087	1	139518522	139518635	ENSG00000114115	RBP1	139520291,139521063,139522145,139522408,139524950,139527479,139529253,139531953,139534236,139535566,139536335,139536465,139537239,139538781
