isoform_id	MES	MES_genomic_start	MES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000421276	2	37066224;37072790,37102924;37105455;37108073;37108637;37109527;37109653;37110991;37112915;37115054;37121492;37121635;37127630	37066325;37072882,37103013;37105523;37108129;37108684;37109571;37109703;37111065;37112980;37115095;37121536;37121691;37127680	ENSG00000093167	LRRFIP2	37053217,37055255,37060453,37062323,37062912,37066539,37068230,37068232,37070433,37071359,37072866,37074440,37074442,37076734,37077403,37078560,37083857,37083952,37083954,37087419,37087421,37090052,37091058,37091486,37091573,37091971,37095465,37095505,37097184,37099108,37101319,37102908,37105398,37105435,37105437,37107963,37108050,37110269,37112295,37113096,37116572,37116574,37116959,37118025,37118198,37119638,37120970,37125300,37127603,37127849,37130175,37130879,37131005,37133093,37133727,37134858,37136199,37137220,37145969,37146426,37146557,37149385,37150330,37152768,37152770,37152805,37154220,37154802,37155373,37155734,37163436,37164577,37164579,37165271,37170946,37175493,37177800,37178761,37180546,37180801,37180813,37183632
ENST00000645929	1	21436901;21437194	21436965;21437308	ENSG00000100888	CHD8	21386058,21387674,21391403,21391625,21393465,21393943,21394408,21394751,21394753,21399813,21404734,21408300,21415735,21419697,21421408,21423490,21425804,21429787,21431364,21431790,21436994,21441064,21441066,21447091,21448045
ENST00000348257	1	63886016;63887564	63886042;63887605	ENSG00000101150	TPD52L2	63869609,63871778,63873602,63873654,63882148,63888343,63890101,63890941,63891151
ENST00000462630	1	2657373;2657639	2657488;2657692	ENSG00000101361	NOP56	2652992,2656264
ENST00000349945	1	69644797;69646517	69644856;69646578	ENSG00000102908	NFAT5	69568188,69571563,69575556,69579804,69582133,69582570,69583542,69584473,69585363,69588931,69590088,69591402,69594172,69599231,69601172,69602890,69603888,69608289,69610826,69616395,69623652,69632307,69633591,69636123,69636330,69637908,69639912,69640849,69642939,69644832,69644931,69645244,69652106,69654848,69655589,69658253,69658351,69660008,69663228,69666864,69669033,69671906,69672746,69673593,69677624,69678220,69678654,69679080,69682488,69682735,69685913,69686391,69687525,69688951,69693599,69693851,69695851,69700697,69701680
ENST00000372195	1	131603961;131604931;131619051	131604053;131605188;131619209	ENSG00000107263	RAPGEF1	131578102,131578944,131583307,131584598,131590086,131592350,131594422,131595960,131597880,131601299,131601775,131602531,131603592,131603932,131604503,131606768,131608467,131609438,131609517,131611149,131612668,131613008,131614008,131614664,131616423,131619384,131621210,131621983,131622912,131623840,131624494,131624703,131627825,131628523,131630486,131631540,131633149,131634121,131635356,131637657,131639954,131642797,131644082,131647495,131650406,131655692,131656750,131657288,131658297,131660503,131661269,131661289,131661291,131663253,131667523,131669662,131671920,131671922,131673975,131677311,131677313,131683099,131689345,131693169,131694294,131695031,131695141,131695178,131695759,131698152,131698369,131703135,131703329,131703499,131704548,131708179,131711195,131715225,131717255,131717641,131718790,131719643,131726416,131727107,131727832,131728531,131728533,131729436,131731039,131732429,131735241,131736539
ENST00000635123	1	62482861;62487398	62485653;62487412	ENSG00000116641	DOCK7	62460304,62460306,62460308,62462273,62465025,62467217,62474559,62475311,62478848,62479567,62482821,62485296,62485930,62487196,62496918,62502608,62507653,62507655,62508320,62511310,62512353,62512355,62512357,62514131,62515276,62517463,62519226,62520795,62524396,62524398,62524467,62525712,62527406,62527838,62529001,62529576,62529578,62533861,62538662,62539225,62541416,62543059,62543061,62544040,62544317,62544790,62545088,62548565,62552714,62571594,62571596,62571947,62573123,62575629,62577595,62584055,62588366,62590713,62591158,62591264,62591634,62591636,62592118,62595797,62604516,62605808,62610926,62611274,62613743,62614591,62614674,62617292,62618136,62624280,62625620,62628157,62630304,62630351,62630570,62630638,62637611,62641695,62642253,62643197,62644446,62645441,62646015,62648323,62650987,62651697,62652232,62655270,62658821,62665131,62674786,62675148,62675150,62675152,62676287,62681077,62681628,62685839
ENST00000370730	2	81800376;81800934,81986901;81987260;81987869;81989657	81800512;81801068,81987029;81987341;81987886;81989709	ENSG00000117114	ADGRL2	81306202,81306283,81307270,81310151,81315685,81318888,81319086,81319944,81323338,81325567,81325677,81329139,81329141,81331021,81331485,81340979,81345432,81346495,81346938,81346940,81348860,81350770,81350818,81354511,81354657,81355670,81355682,81357809,81359142,81360870,81360898,81362875,81367993,81369120,81369447,81369535,81369791,81373089,81374721,81376717,81376719,81376851,81379658,81390234,81393718,81396334,81398152,81398495,81400062,81402786,81402788,81408796,81409739,81412079,81412243,81417169,81417912,81417914,81420945,81420970,81421556,81425261,81425263,81426011,81428497,81429347,81430038,81437750,81437805,81440025,81446286,81447564,81447716,81450652,81452766,81453233,81453890,81454258,81454288,81460178,81460891,81461626,81462285,81467554,81467556,81471162,81473453,81475302,81475304,81477133,81477671,81477673,81477697,81478824,81478826,81484869,81486182,81488039,81488470,81490827,81493271,81496302,81498288,81499738,81504625,81506029,81507490,81508253,81508255,81508257,81508518,81508541,81508627,81510305,81512232,81512572,81512997,81515768,81516217,81518318,81520709,81521160,81522490,81523412,81526237,81527933,81527935,81529218,81529220,81530261,81531132,81531294,81533683,81534788,81536009,81537428,81538452,81545425,81547189,81551481,81552322,81557677,81558571,81558874,81558876,81558878,81561323,81563253,81563686,81563815,81564518,81564727,81568204,81571287,81573719,81574194,81576532,81576534,81581759,81582371,81582748,81586320,81587609,81589516,81590708,81590979,81594404,81599951,81602766,81602926,81603346,81603368,81603388,81605815,81606488,81606494,81606716,81608033,81608311,81608313,81609650,81613231,81613388,81614456,81617132,81617244,81619200,81620265,81620314,81622801,81628767,81629261,81629528,81629726,81629728,81629730,81630633,81630656,81635410,81638465,81642288,81645557,81645559,81645567,81647806,81653721,81655638,81657040,81657636,81657692,81657694,81658659,81659418,81662400,81664347,81664349,81664351,81665130,81665240,81666151,81674406,81675030,81676629,81676631,81676633,81677130,81680821,81680823,81681415,81681826,81682251,81682524,81682578,81684615,81686924,81687485,81690361,81692045,81697433,81698713,81698776,81700963,81700965,81704987,81706065,81707813,81708133,81710975,81710977,81710995,81711457,81711459,81712245,81712906,81714396,81714548,81716281,81717006,81721228,81722938,81723776,81729934,81733122,81734144,81734667,81734901,81735424,81738625,81739917,81739947,81740184,81743731,81743942,81746044,81747194,81753924,81754761,81759942,81762699,81764471,81765285,81766013,81766015,81770618,81771439,81771932,81775781,81776684,81780930,81781714,81781716,81781875,81783083,81785829,81788352,81791432,81794913,81797000,81797002,81798712,81798894,81798896,81799919,81800422,81800699,81802563,81806296,81808496,81814559,81816524,81817011,81817013,81819398,81820283,81820867,81823500,81826159,81826167,81831646,81832286,81834153,81837822,81838994,81839315,81840051,81840053,81841701,81841952,81842149,81842633,81844166,81844204,81844613,81845462,81849724,81851086,81851088,81851090,81852208,81855132,81855309,81857328,81861610,81862772,81866914,81868258,81871400,81878411,81880746,81883402,81885588,81885649,81886316,81887597,81887709,81891085,81891087,81894875,81897782,81900874,81903462,81908485,81909165,81909167,81911700,81914865,81915220,81916542,81918646,81924197,81927541,81928644,81929671,81930316,81932848,81932850,81933847,81939219,81941054,81941636,81941638,81941724,81945954,81947114,81947122,81948302,81950105,81950107,81950126,81950501,81950965,81950967,81951035,81953006,81953094,81953406,81956225,81961652,81967923,81968145,81968147,81970316,81975264,81975337,81975339,81980255,81980707,81980714
ENST00000434713	1	136586802;136591445	136586926;136591549	ENSG00000118007	STAG1	136336504,136337231,136337541,136338312,136338978,136339773,136341239,136346434,136346436,136348553,136350008,136352306,136354941,136355726,136356897,136365794,136365969,136366973,136366975,136366977,136370237,136373642,136374238,136375172,136376682,136376684,136378846,136379577,136385308,136390913,136391230,136394227,136397824,136399544,136399700,136399702,136404896,136405036,136407922,136412656,136415528,136415942,136423206,136424018,136424020,136427388,136429279,136430102,136430714,136432431,136432651,136439708,136439722,136441661,136443390,136446382,136448010,136448150,136450179,136450821,136450823,136451902,136458842,136460916,136460918,136462752,136462754,136464014,136464616,136465912,136467270,136468904,136470676,136470899,136471259,136473113,136474038,136474383,136479543,136487072,136487326,136492474,136493913,136494679,136496012,136498715,136498778,136498997,136501495,136503711,136503880,136508322,136514604,136516376,136516544,136518347,136519565,136522810,136531452,136533890,136534946,136535795,136540161,136542922,136545679,136547933,136552984,136555245,136558481,136558786,136562199,136562524,136565868,136571436,136574434,136574504,136576040,136578032,136584417,136586007,136586046,136586699,136588485,136592453,136596199,136599124,136599126,136599220,136600143,136602031,136605153,136610011,136611470,136616766,136619116,136620822,136621594,136622675,136625416,136625418,136625420,136628520,136629931,136629933,136631320,136635296,136636970,136638922,136639117,136641710,136642370,136643464,136644685,136646774,136647147,136647216,136648632,136654845,136654847,136654849,136654944,136655501,136656741,136657515,136660057,136661803,136670366,136672162,136673723,136673971,136674348,136674350,136674765,136681098,136681828,136687024,136687172,136690978,136696463,136698755,136702057,136703459,136704452,136704697,136707694,136711692,136715966,136718490,136722345,136725396,136725398,136725631,136726860,136728118,136729125,136730529,136730976,136739094,136745504,136745915,136745917,136747557
ENST00000458595	1	24542693;24542883	24542770;24544481	ENSG00000120549	KIAA1217	23696886,23697166,23698689,23701068,23701424,23702872,23704127,23704372,23704622,23705464,23706180,23713459,23715261,23716098,23716100,23716750,23718207,23719786,23721957,23722803,23723509,23723511,23724146,23724477,23725714,23725716,23727889,23729086,23730257,23731300,23734431,23737257,23738981,23739284,23739471,23741628,23742194,23742196,23747122,23749552,23750531,23750564,23750888,23751172,23751359,23752608,23754231,23756101,23756964,23757662,23758267,23759842,23760122,23760301,23760303,23760305,23760307,23767312,23767719,23767851,23769066,23770759,23771725,23774571,23775026,23775287,23777708,23779663,23779665,23779960,23780315,23781440,23782411,23782573,23782575,23782679,23783275,23784266,23785559,23786440,23787704,23789805,23791991,23793124,23793651,23794667,23796136,23797871,23798886,23799086,23799450,23802947,23805884,23811953,23813791,23813793,23815005,23819052,23821196,23821418,23821420,23821937,23825050,23825419,23825790,23826806,23827802,23828785,23829572,23831536,23831940,23834317,23834319,23834321,23834732,23836433,23837452,23837958,23839517,23841447,23845203,23845712,23846558,23851255,23851478,23853325,23864682,23867316,23871884,23875865,23876059,23876664,23878622,23882336,23883052,23883550,23886670,23892588,23895684,23896323,23897383,23899286,23901779,23902059,23902518,23904490,23904607,23905256,23906648,23907449,23908759,23908761,23909465,23909759,23910442,23911519,23912020,23912375,23913487,23914283,23915581,23918480,23918482,23919215,23928432,23929225,23929365,23930981,23939340,23939342,23942800,23944714,23946232,23946234,23949964,23950592,23950594,23950596,23950598,23950600,23950608,23952993,23953645,23955301,23958886,23962481,23963581,23963583,23964700,23964895,23969415,23972304,23972649,23972873,23973900,23974140,23974493,23978966,23983072,23983756,23984455,23984807,23984889,23985758,23986446,23990243,23990609,23991038,23991226,23991463,23991766,23992552,23993700,23998381,23999157,24000630,24003114,24003116,24004682,24004684,24004750,24009558,24009607,24009609,24013135,24014234,24014454,24016072,24017377,24020241,24022218,24022220,24024212,24028338,24029186,24030717,24034896,24035951,24035953,24037052,24038093,24038160,24038347,24040045,24041926,24041928,24042092,24042901,24043577,24043643,24045054,24046476,24046684,24047226,24047228,24047230,24047497,24047590,24047678,24049773,24050971,24053081,24055135,24055553,24058106,24058207,24062380,24062604,24067636,24068123,24068125,24072456,24072926,24077021,24081097,24082557,24082711,24083340,24083751,24083830,24085839,24088134,24088760,24090311,24092595,24094116,24096674,24097045,24098000,24098561,24099426,24101424,24104569,24105122,24105838,24105840,24106941,24107127,24107350,24111156,24113375,24115739,24116394,24116471,24117929,24122043,24126526,24127138,24128128,24129927,24130354,24130702,24131468,24132025,24135630,24136664,24137098,24137840,24140638,24141006,24141597,24144007,24144309,24146219,24147969,24152079,24152185,24152517,24153769,24156954,24157229,24159028,24162265,24163628,24163759,24165141,24168361,24173208,24174136,24174415,24177047,24177474,24180431,24181050,24181493,24182566,24182915,24183607,24187531,24189504,24189889,24191517,24192696,24193656,24193858,24194728,24197875,24197884,24197918,24200047,24201586,24202809,24209682,24210101,24211524,24211526,24214012,24214014,24214111,24214292,24216357,24216359,24217108,24219644,24220903,24221094,24222351,24229138,24233470,24234534,24237077,24238517,24240284,24240990,24242178,24242556,24243300,24246372,24247046,24254019,24256836,24257770,24260178,24261804,24263061,24263289,24264316,24266223,24267845,24268228,24268751,24272848,24274329,24275325,24278125,24279953,24283199,24293015,24297298,24298185,24299925,24300521,24300712,24302665,24304144,24304410,24306319,24306654,24313813,24314463,24315714,24316417,24317660,24319246,24319559,24320243,24320245,24321407,24322093,24325745,24326275,24329500,24330759,24332130,24336181,24336857,24338517,24338986,24342531,24342635,24342803,24343551,24343585,24344000,24347975,24348672,24349213,24350039,24352351,24354343,24357967,24361571,24361625,24365472,24366072,24366609,24366638,24367424,24368187,24368896,24370938,24371510,24371608,24371654,24373751,24374744,24375690,24377183,24377185,24377455,24377457,24379401,24381528,24381550,24381877,24382241,24385354,24386413,24392413,24393448,24396638,24397234,24398050,24398698,24403813,24404778,24411087,24411165,24411611,24414410,24414753,24415058,24418787,24419778,24422563,24423604,24427992,24430509,24430684,24430963,24432459,24435502,24436351,24436353,24437079,24438865,24441306,24441308,24441539,24442073,24442665,24442667,24442689,24442691,24442775,24443055,24444480,24445846,24446654,24448851,24451856,24452194,24452871,24453422,24454580,24454582,24457540,24461898,24461900,24462041,24464287,24464289,24464291,24464293,24464630,24468954,24469271,24469756,24470333,24470445,24471064,24472406,24473836,24473875,24474585,24476100,24478217,24483052,24485026,24489732,24491820,24492571,24492634,24492990,24493315,24494850,24496609,24499247,24500326,24500661,24501554,24502557,24502925,24505923,24509623,24510011,24510013,24510015,24511230,24512073,24513451,24518100,24520528,24520714,24522678,24522680,24524306,24524698,24529131,24529277,24537621,24540045,24542804,24543259,24543469,24544863,24545282,24547303,24547476
ENST00000249837	1	62023780;62028358	62023845;62028420	ENSG00000129003	VPS13C	61861569,61861968,61864441,61865469,61866605,61867986,61874094,61874544,61876311,61876530,61876910,61877801,61883519,61889815,61891673,61891997,61891999,61901804,61903825,61908333,61909893,61911480,61913223,61916115,61917524,61922311,61922975,61925202,61927736,61927958,61928153,61928252,61930384,61931034,61931133,61931415,61937961,61937963,61937965,61937977,61941105,61942825,61944188,61944720,61949911,61953704,61953910,61956426,61957971,61957973,61958313,61967653,61970888,61972491,61972814,61974383,61975747,61979280,61984120,61992026,61992127,61992905,61997392,62001984,62006570,62007242,62013965,62016513,62024773,62025976,62026866,62028345,62028757,62029333,62033109,62034013,62036521,62039234,62040434,62046568,62047750,62059450,62059558
ENST00000597599	1	34829041;34829400;34838094;34838745	34829328;34829489;34838171;34838837	ENSG00000134769	DTNA	34495211,34495342,34496872,34498615,34502197,34505035,34507329,34509469,34510814,34510853,34510906,34512999,34513831,34514209,34517303,34517498,34520256,34521430,34522576,34522895,34526745,34528383,34529755,34532638,34534446,34534512,34534523,34534958,34538367,34538742,34540310,34540452,34540865,34541978,34546481,34546483,34550331,34552843,34561741,34562525,34564851,34564853,34564855,34564991,34564993,34567663,34567959,34568543,34571613,34573434,34576171,34576217,34578450,34579097,34580212,34584729,34585104,34585881,34586422,34588863,34589071,34589853,34591202,34592248,34593526,34593919,34595227,34595229,34596792,34606168,34606170,34606477,34607795,34608801,34612351,34615388,34615621,34616054,34619062,34619064,34626623,34627016,34628419,34628865,34630396,34630750,34635614,34643301,34645993,34647886,34648845,34650402,34650408,34652766,34657033,34662573,34663302,34665665,34665888,34671555,34671609,34671611,34671875,34677049,34681587,34684613,34691492,34691799,34691801,34693029,34693355,34696649,34697428,34700757,34700897,34706717,34714749,34721701,34725790,34726014,34726565,34727539,34728426,34729260,34729993,34730323,34730325,34734489,34734491,34734520,34735803,34735887,34736382,34738823,34742414,34743620,34745593,34745811,34746727,34749625,34755017,34755382,34760043,34762291,34766006,34768805,34769866,34770505,34773272,34774557,34775056,34779333,34780762,34784889,34784904,34785753,34790241,34790334,34790336,34791917,34797836,34799327,34802391,34806090,34807427,34807429,34808809,34810448,34820562,34821775,34822659,34826409,34826897,34827345,34827753,34827951,34829142,34832496,34834035,34835089,34835832,34836772,34836774,34842432,34842509,34844158,34844919,34848504,34849373,34849454,34849755,34849932,34850891,34852127,34856067,34860569,34863020,34863929,34865914,34867054,34868134,34868699,34871472,34871970,34876202,34877095,34877167,34881568,34881570,34881586,34882513,34883100,34884637,34885238,34887638,34888905,34890641,34890852,34891568
ENST00000682709	1	85560017;85564730	85561340;85564985	ENSG00000135317	SNX14	85507495,85508447,85509058,85510244,85511128,85521377,85522582,85522807,85530859,85531138,85531896,85533715,85539259,85544432,85546265,85548441,85548835,85549403,85551771,85555856,85558922,85561618,85561649,85561906,85562091,85562875,85564237,85568140,85569392,85569477,85574805,85575468,85575470,85575867,85576530,85578637,85582198,85584941,85585151
ENST00000393040	1	127052255;127053422;127053905	127052362;127053445;127054012	ENSG00000136717	BIN1	127048897,127048899,127048901,127053324,127053326,127054133,127055755,127055779,127057413,127058204,127058579,127060534,127061488,127064339,127065334,127066063,127069608,127070641,127071741,127076318,127076458,127081249,127082858,127084113,127085435,127091003,127097478,127097480,127099184,127099347,127100198,127100595,127101444,127101640,127101810,127101812,127101814,127101943,127102165,127102563,127102621,127103199,127103351,127103532,127104062,127106469
ENST00000409400	1	127052255;127053422;127053905;127057473	127052362;127053445;127054012;127057601	ENSG00000136717	BIN1	127048897,127048899,127048901,127053324,127053326,127054133,127055755,127055779,127057413,127058204,127058579,127060534,127061488,127064339,127065334,127066063,127069608,127070641,127071741,127076318,127076458,127081249,127082858,127084113,127085435,127091003,127097478,127097480,127099184,127099347,127100198,127100595,127101444,127101640,127101810,127101812,127101814,127101943,127102165,127102563,127102621,127103199,127103351,127103532,127104062,127106469
ENST00000351659	1	127053422;127053905;127057473	127053445;127054012;127057601	ENSG00000136717	BIN1	127048897,127048899,127048901,127053324,127053326,127054133,127055755,127055779,127057413,127058204,127058579,127060534,127061488,127064339,127065334,127066063,127069608,127070641,127071741,127076318,127076458,127081249,127082858,127084113,127085435,127091003,127097478,127097480,127099184,127099347,127100198,127100595,127101444,127101640,127101810,127101812,127101814,127101943,127102165,127102563,127102621,127103199,127103351,127103532,127104062,127106469
ENST00000348750	1	127051154;127052255;127053422;127053905;127057473	127051243;127052362;127053445;127054012;127057601	ENSG00000136717	BIN1	127048897,127048899,127048901,127053324,127053326,127054133,127055755,127055779,127057413,127058204,127058579,127060534,127061488,127064339,127065334,127066063,127069608,127070641,127071741,127076318,127076458,127081249,127082858,127084113,127085435,127091003,127097478,127097480,127099184,127099347,127100198,127100595,127101444,127101640,127101810,127101812,127101814,127101943,127102165,127102563,127102621,127103199,127103351,127103532,127104062,127106469
