isoform_id	ATSS	ATSS_genomic_start	ATSS_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000515144	1	14143342;14270825;14280322;14286871;14290716;14293012	14143882;14270899;14280436;14287063;14291228;14293041	ENSG00000038382	TRIO	14146429,14149136,14150216,14150418,14151050,14151280,14151879,14152276,14153118,14160857,14162857,14163125,14163127,14163669,14164437,14164811,14165317,14165356,14166268,14168608,14169080,14169842,14170441,14171199,14173355,14174204,14175767,14177383,14179581,14180992,14186722,14189610,14190940,14191129,14193115,14194046,14206820,14207575,14208380,14208422,14212007,14214058,14215226,14216085,14216487,14217061,14220646,14226404,14228386,14230478,14233682,14235720,14237458,14238241,14238380,14238536,14238588,14239720,14242986,14249137,14249532,14249756,14249896,14250340,14252945,14253168,14254466,14255501,14259740,14260454,14261971,14262128,14263269,14263736,14263848,14267486,14270123,14274750,14276313,14278294,14278907,14279760,14279762,14283514,14283528,14283649,14287211,14287506,14295004,14295262,14299305,14299337,14301761,14305238,14306614,14307534,14309104,14311044,14312209,14313417,14316767,14321422,14321517,14322380,14324848,14325084,14327789,14328061,14329636,14329831,14330511,14330513,14331744,14331746,14332496,14333725,14335960,14337204,14338472,14343132,14343502,14345239,14347766,14348506,14348582,14348588,14348590,14348617,14348635,14348637,14348699,14348779,14348896,14349058,14349115,14349117,14349991,14350709,14350971,14351626,14355142,14356762,14357143,14357570,14357981,14358749,14363603,14363687,14363831,14365314,14367814,14370034,14374379,14375237,14376429,14376784,14376786,14379540,14380759,14383386,14383388,14385284,14385582,14387050,14387138,14389369,14390727,14390970,14391753,14392620,14393722,14393739,14394976,14396614,14397132,14398313,14399505,14399812,14400422,14401892,14401915,14402468,14405049,14406263,14411162,14411203,14413358,14415996,14418939,14420109,14420631,14422161,14423006,14429405,14430353,14433440,14434964,14434966,14436025,14436711,14437625,14440569,14442155,14442512,14446482,14446603,14446605,14448457,14452088,14452571,14452573,14452678,14457770,14461906,14463263,14463327,14463329,14463875,14467682,14468992,14470613,14472371,14472562,14473893,14474107,14477088,14481288,14482022,14482251,14483718,14486914,14489185,14490560,14490562,14491718,14491898,14493425,14496357,14498082,14499060,14499421,14503020,14505696,14507756,14507758,14510095,14513089,14514437,14515081,14515083,14516925,14518960,14524678,14524703,14526592,14529326
ENST00000512629	1	34656328	34656439	ENSG00000039560	RAI14	34659532,34659911,34660822,34660885,34662400,34666569,34676423,34682786,34683425,34684506,34688984,34689740,34690147,34691105,34692131,34692405,34693051,34693530,34696999,34699503,34700680,34705792,34710478,34712456,34717141,34720817,34722325,34724161,34727703,34727812,34728106,34730544,34735547,34735797,34746549,34747785,34748238,34748854,34751512,34751514,34751743,34752155,34755508,34755565,34758091,34760193,34761194,34761908,34762488,34762926,34763669,34764595,34777039,34778086,34780912,34785360,34792723,34792725,34793890,34793946,34795117,34795119,34795420,34795422,34796266,34799035,34799070,34805709,34807430,34809962,34813407,34813409,34830024
ENST00000409851	1	98444854	98444858	ENSG00000040933	INPP4A	98445467,98446484,98447437,98450155,98451132,98456472,98457042,98457281,98457337,98459554,98461719,98461836,98463832,98464313,98464477,98466200,98466499,98471183,98471185,98471187,98472549,98473786,98475643,98477253,98479451,98483526,98484045,98484474,98485164,98488929,98489878,98494244,98495760,98496734,98500393,98502258,98503545,98507629,98514993,98517405,98520572,98520806,98521193,98531929,98533472,98534607,98535394,98538354,98538356,98538460,98538676,98538678,98539079,98539335,98547404,98548431,98548580,98549016,98550751,98551413,98551507,98551907,98552550,98553774,98553776,98555632,98555783,98555902,98555949,98558039,98559894,98560249,98561742,98562228,98563562,98563902,98563904,98564686,98565038,98565427,98568501,98568759,98568769,98568944,98572878,98573766,98574973,98577133,98577238,98577450,98578967,98580240,98583096,98583712,98583714,98584395,98585591,98586645,98586895,98588111,98589088,98589531,98591283,98593782,98593964,98593966
ENST00000368498	1	117602511	117602542	ENSG00000047932	GOPC	117561531,117561533,117563052,117565493,117571703,117573719,117573937,117573939,117574545,117577053,117577268,117578250,117578866,117583053,117584903,117585582,117585766,117585834,117589144,117589240,117594112,117598036,117599770,117601544,117601870
ENST00000052569	1	117602528	117602542	ENSG00000047932	GOPC	117561531,117561533,117563052,117565493,117571703,117573719,117573937,117573939,117574545,117577053,117577268,117578250,117578866,117583053,117584903,117585582,117585766,117585834,117589144,117589240,117594112,117598036,117599770,117601544,117601870
BambuTx495	1	113875556	113875572	ENSG00000048028	USP28	113798283,113799103,113800835,113803706,113806374,113806562,113809364,113810487,113810489,113810491,113812484,113812486,113816570,113817289,113819443,113821680,113823961,113824016,113826787,113830032,113830453,113831208,113837335,113840750,113843918,113844502,113849414,113849912,113854974,113858362,113858961,113859205,113859207,113859419,113859497,113867052,113867961,113868063,113870030,113871243,113872082,113873787
ENST00000628915	1	135531473	135531633	ENSG00000048991	R3HDM1	135533969,135536884,135538989,135540551,135547263,135548379,135548884,135551197,135555705,135556503,135557971,135559092,135560458,135561584,135563204,135566037,135566649,135578128,135579467,135579469,135580118,135583407,135589884,135592042,135597376,135598135,135601423,135603751,135604750,135605829,135609912,135611536,135614972,135617493,135618641,135622466,135622925,135628475,135629492,135629865,135630145,135631188,135632904,135641310,135641439,135646531,135648484,135648511,135648985,135651493,135653285,135657882,135658858,135660398,135660400,135662453,135665585,135670592,135673147,135697921,135698120,135699333,135701429,135701749,135703173,135703388,135704467,135704469,135704471,135704615,135705242,135709498,135710487,135710524,135712404,135714942,135715043,135717665,135718384,135720253,135720796,135721091
ENST00000356467	1	73598112	73598189	ENSG00000054965	FAM168A	73401788,73404838,73410082,73411737,73416814,73417318,73419690,73423702,73424872,73425725,73427531,73432396,73438446,73438448,73439029,73443876,73444187,73445672,73446561,73447850,73448192,73449727,73451034,73453924,73456479,73458413,73461057,73462232,73468286,73470249,73472461,73473612,73473614,73474980,73478377,73478741,73479521,73479621,73480201,73481208,73482645,73483244,73486275,73491332,73493118,73496070,73496171,73496231,73499806,73499997,73504695,73504920,73508546,73512989,73516809,73517403,73517613,73521161,73527587,73528055,73532788,73536555,73538441,73539414,73539980,73545170,73547248,73551810,73552986,73554514,73560776,73565399,73566012,73566014,73567615,73568140,73569273,73570602,73573128,73575972,73585981,73586334,73589978,73593564,73593574
ENST00000684241	1	150974711;150977838	150974941;150978321	ENSG00000055118	KCNH2	150946238,150949497,150950252,150950277,150953762,150954472,150954826,150956131,150956161,150957493,150961258,150961442,150961837,150963829,150964388,150965303,150968781,150977011
ENST00000490130	1	152314781;152330601;152358587;152435626;152435937;152436512;152436622	152315338;152330742;152358675;152435936;152435994;152436567;152436644	ENSG00000055609	KMT2C	152137301,152141344,152143428,152143430,152144293,152145547,152146994,152148410,152148445,152149301,152153043,152155152,152155606,152156985,152157196,152159132,152160528,152161736,152163069,152163327,152167722,152168991,152169688,152170387,152171918,152172342,152175559,152187939,152188003,152190047,152193063,152193138,152193219,152194368,152195434,152198254,152200222,152204559,152205565,152205600,152210409,152210411,152212292,152215759,152216937,152217432,152219114,152220864,152220945,152222670,152222672,152223662,152232454,152232691,152233168,152234321,152236183,152239778,152246833,152247223,152252015,152252255,152254871,152256320,152257045,152257254,152257628,152258880,152259053,152262317,152267886,152270663,152270906,152272365,152272570,152273471,152276621,152277909,152278866,152279341,152282029,152282666,152289915,152292384,152298832,152301555,152303481,152303701,152303711,152305381,152306457,152307815,152316040,152316064,152320877,152323217,152330012,152330878,152339387,152343245,152343727,152347787,152347916,152347918,152349312,152351505,152354844,152357141,152357875,152358522,152365191,152374931,152375717,152378544,152378754,152383153,152383155,152383157,152384075,152386601,152388893,152388903,152389586,152391197,152391531,152392160,152392560,152393389,152393760,152393970,152405389,152405852,152407076,152408629,152408957,152414398,152414400,152415002,152419525,152421865,152423208,152423314,152423504,152423506,152427530,152432801,152433385
ENST00000440577	1	20312256;20318537;20327310;20350597	20312423;20318645;20327383;20350848	ENSG00000055917	PUM2	20251024,20252278,20252280,20253826,20257957,20260322,20260925,20262559,20264555,20265354,20265356,20267749,20268684,20268833,20276066,20279798,20280602,20283532,20284345,20284843,20287546,20289242,20289760,20290905,20292120,20294229,20302581,20302583,20302585,20302998,20310483,20311750,20317254,20318381,20318548,20319164,20319217,20322478,20329039,20330348,20332097,20334180,20335068,20338884,20339185,20339235,20339237,20342067,20342202,20346258,20349344,20351625
ENST00000405094	1	42494569;42495163;42568517	42495006;42495254;42568632	ENSG00000057935	MTA3	42497795,42498108,42498557,42499312,42499656,42504384,42505028,42505260,42506307,42507316,42507318,42507398,42511584,42513145,42514832,42515473,42515475,42517128,42518216,42518218,42518575,42523294,42523786,42531342,42531344,42532764,42534926,42535732,42540703,42541176,42545719,42546694,42546878,42549042,42549878,42550257,42553775,42554102,42554520,42555323,42556165,42558688,42558788,42567171,42571267,42571815,42573064,42574279,42575741,42577331,42578571,42579825,42579827,42580740,42582864,42588780,42592452,42598811,42598929,42611595,42617519,42623349,42625820,42625822,42630291,42630293,42633131,42634125,42634381,42638262,42639270,42641299,42641533,42641707,42643647,42646280,42649035,42650894,42652156,42657665,42658693,42658695,42658966,42663084,42666357,42666521,42667058,42667060,42676634,42679618,42681657,42683700,42684076,42684823,42687522,42687948,42691332,42692569,42697741,42705574,42705795,42706005,42708909,42712112,42716573,42716796,42716798,42718232,42718924,42720641,42721562,42722094,42722269,42727064,42729195,42730533,42734374,42749305,42750754,42753070,42753772
ENST00000447096	1	111631334	111631360	ENSG00000059769	DNAJC25	111633451,111634847,111635029,111635475,111636391,111636601,111638034,111643687,111643994,111644021,111646615,111647695,111650198,111651136
ENST00000373779	1	29236516	29236522	ENSG00000060656	PTPRU	29239639,29243347,29244556,29244760,29244870,29245618,29245841,29246041,29246161,29247109,29247147,29248219,29248900,29249201,29249213,29249215,29250437,29250633,29253825,29254503,29254722,29254724,29255579,29256184,29259517,29261877,29265081,29265151,29268655,29270827,29273773,29275105,29276298,29279206,29280774,29280855,29281503,29285474,29286928,29289288,29290111,29290129,29299615,29301211,29302285,29306372,29307905,29312323,29319438,29324123,29324125,29324127,29324189,29326082
ENST00000396595	1	41360785;41494536;41524409;41538157;41598920;41603875;41605894	41360936;41494606;41524478;41538350;41599026;41603905;41606004	ENSG00000064042	LIMCH1	41363202,41363204,41366813,41368786,41370599,41370800,41373095,41373234,41373389,41373703,41373961,41374393,41375622,41377327,41382935,41385482,41386835,41387117,41387313,41387978,41392900,41396339,41397466,41398084,41400490,41400492,41402518,41404046,41405057,41405763,41407050,41409240,41411289,41412576,41413044,41417264,41417266,41418424,41418426,41421951,41425950,41429047,41429892,41433098,41435779,41437065,41437154,41438782,41439174,41439356,41439943,41441057,41441575,41447935,41450452,41453682,41454185,41454789,41456060,41456177,41456358,41458642,41458905,41460828,41460830,41461811,41464261,41464871,41464873,41467217,41472564,41473211,41475759,41479392,41479394,41480475,41482801,41485626,41486139,41486141,41486926,41494033,41496143,41496584,41496586,41498024,41508985,41512288,41512592,41513603,41513874,41515582,41516017,41517235,41518696,41519311,41520050,41521270,41523039,41523041,41523230,41524256,41526060,41526813,41527924,41530577,41531829,41533512,41535030,41547919,41551344,41554281,41556438,41557718,41561317,41561861,41562196,41563714,41568454,41569321,41570513,41573372,41573832,41576490,41576967,41577131,41578167,41578846,41579759,41580081,41581674,41582183,41582244,41583599,41587526,41589068,41592298,41593974,41594856,41597364,41602176,41603314,41603316,41603490,41606169,41606171,41606505,41608334,41611714,41613066,41613253,41616945,41618609,41618818,41619118,41619865,41620728,41623068,41623793,41626410,41627014,41629058,41631509,41633286,41633371,41636778,41637801,41638374,41639015,41639945,41639956,41641699,41643310,41645021,41645023,41646505,41648563,41648599,41649806,41651151,41653174,41653281,41655398,41656651,41657146,41660236,41666695,41667294,41669093,41672681,41675250,41678177,41679866,41680184,41680805,41681703,41683529,41683531,41683533,41685443,41685595,41689447,41693029,41693521,41693523,41696582,41696903,41698730,41699068,41699112
ENST00000691057	1	119832845	119832854	ENSG00000064313	TAF2	119733080,119733679,119737919,119740533,119743460,119745119,119747992,119748443,119761668,119762012,119762759,119765599,119767813,119767977,119768732,119768939,119770642,119770939,119772203,119780381,119784423,119784435,119784885,119788004,119788198,119790304,119791781,119795130,119796023,119798514,119801796,119801798,119802088,119802850,119802865,119807790,119809621,119809785,119809928,119813942,119813992,119817381,119825046,119825254,119827426,119829698,119830563,119830973,119831382
ENST00000394147	1	55931162	55931344	ENSG00000065357	DGKA	55930986,55939759,55939761,55939883,55940851,55949161,55949163,55949165,55949916,55951038,55951477,55952397,55952802,55952804,55953368
ENST00000510573	1	37891084;37902003;37977319;38014509;38018354;38020591	37891348;37902512;37977529;38014973;38018443;38020677	ENSG00000065882	TBC1D1	37892761,37894643,37895842,37895980,37896026,37900940,37906730,37907525,37907536,37907698,37909131,37909210,37909831,37909970,37910560,37911591,37912439,37918111,37920631,37922146,37923198,37923419,37924736,37925106,37925223,37927609,37928010,37929990,37930320,37930763,37931031,37935713,37936049,37938991,37939836,37942421,37946332,37946414,37946416,37946418,37946878,37950587,37953091,37953395,37957000,37959873,37964304,37964306,37965312,37965457,37966950,37970919,37972156,37972349,37972770,37974528,37974530,37976616,37978350,37978496,37979307,37979309,37982096,37983674,37985414,37988113,37989210,37989627,37991483,37991551,37991917,37994648,38003736,38009066,38009664,38010966,38011221,38014472,38016854,38017012,38017347,38017838,38019630,38019818,38020346,38025721,38026923,38027497,38030245,38030492,38030771,38031401,38031930,38032902,38036049,38036184,38038445,38039498,38039521,38040204,38044767,38046035,38046517,38048340,38050130,38052148,38052689,38052691,38053825,38055002,38058028,38060187,38060189,38060191,38066682,38069392,38074357,38075704,38077176,38078826,38080375,38080864,38084406,38086720,38086883,38091073,38091276,38091469,38095351,38098370,38099819,38101100,38101539,38101734,38101736,38101838,38104407,38105796,38112023,38113991,38114018,38114887,38125244,38126433,38127022,38127659,38127661,38129434,38131838,38135529
BambuTx214	1	37891084;37902003	37891348;37902512	ENSG00000065882	TBC1D1	37892761,37894643,37895842,37895980,37896026,37900940,37906730,37907525,37907536,37907698,37909131,37909210,37909831,37909970,37910560,37911591,37912439,37918111,37920631,37922146,37923198,37923419,37924736,37925106,37925223,37927609,37928010,37929990,37930320,37930763,37931031,37935713,37936049,37938991,37939836,37942421,37946332,37946414,37946416,37946418,37946878,37950587,37953091,37953395,37957000,37959873,37964304,37964306,37965312,37965457,37966950,37970919,37972156,37972349,37972770,37974528,37974530,37976616,37978350,37978496,37979307,37979309,37982096,37983674,37985414,37988113,37989210,37989627,37991483,37991551,37991917,37994648,38003736,38009066,38009664,38010966,38011221,38014472,38016854,38017012,38017347,38017838,38019630,38019818,38020346,38025721,38026923,38027497,38030245,38030492,38030771,38031401,38031930,38032902,38036049,38036184,38038445,38039498,38039521,38040204,38044767,38046035,38046517,38048340,38050130,38052148,38052689,38052691,38053825,38055002,38058028,38060187,38060189,38060191,38066682,38069392,38074357,38075704,38077176,38078826,38080375,38080864,38084406,38086720,38086883,38091073,38091276,38091469,38095351,38098370,38099819,38101100,38101539,38101734,38101736,38101838,38104407,38105796,38112023,38113991,38114018,38114887,38125244,38126433,38127022,38127659,38127661,38129434,38131838,38135529
ENST00000456393	1	40691704	40691743	ENSG00000066136	NFYC	40692420,40692422,40693186,40694341,40696861,40696863,40696865,40701494,40701632,40708182,40708719,40709717,40709765,40709982,40711131,40713155,40713758,40716136,40716138,40717797,40722435,40722874,40725165,40730155,40730274,40731018,40732590,40734705,40735697,40735738,40738312,40739887,40746300,40749526,40750395,40750630,40751288,40751550,40752299,40754021,40754030,40754272,40756501,40756910,40757868,40761186,40761587,40762650,40762992,40763336,40766314,40767844,40768589,40768591,40770656,40771555,40771571
ENST00000560328	1	73052463;73116540;73122525;73126417;73135891	73052805;73116857;73122800;73126570;73135985	ENSG00000067141	NEO1	73055224,73055773,73056195,73056647,73058003,73063852,73068742,73072508,73072707,73074474,73075515,73081351,73081720,73082018,73084393,73089524,73090363,73090397,73090916,73091978,73093422,73095809,73096330,73109828,73110510,73113827,73118811,73121724,73121766,73128530,73128532,73131906,73132098,73133078,73133080,73134694,73135698,73137403,73139760,73140662,73141385,73143157,73144234,73145471,73145483,73145485,73145914,73145981,73146779,73148684,73149781,73156478,73156611,73158083,73160767,73164702,73165865,73165867,73167041,73167961,73168328,73175928,73177402,73181233,73182470,73184796,73185367,73186630,73189103,73189411,73195470,73196496,73197519,73201505,73204660,73207827,73211243,73216398,73223092,73223626,73223628,73223809,73225552,73226165,73226353,73226532,73228788,73231512,73231602,73232105,73233850,73234156,73235937,73236122,73239804,73240039,73246620,73246659,73246732,73248242,73248244,73250091,73251926,73258108,73260579,73264481,73266780,73267436,73268777,73279317,73279319,73279321,73279323,73281308,73282493,73282911,73283501,73284310,73284340,73286185,73290823,73291682,73292173,73292696,73295243,73297846,73300055
ENST00000400921	1	2050411;2055441;2056484;2059541	2050701;2055562;2056573;2059591	ENSG00000067606	PRKCZ	2062342,2062544,2064578,2071908,2072150,2074792,2075266,2077925,2081737,2082436,2084092,2084094,2085559,2086704,2089269,2090241,2093233,2095591,2097585,2097650,2099016,2100821,2103540,2106020,2107443,2108359,2109183,2116086,2124788,2125885,2127537,2128217,2134588,2136938,2137616,2142709,2143968,2145134,2146708,2150965,2151060,2151113,2151995,2152084,2153229,2156816,2157845,2158911,2161437,2161795,2163533,2163535,2169128,2169566,2170388,2170390,2173071,2173131,2173133,2174122,2176788,2180294,2180550,2183264,2185077
ENST00000407818	1	62306162	62306206	ENSG00000068796	KIF2A	62309376,62310033,62316959,62322806,62323988,62326072,62327468,62330643,62331279,62332326,62337364,62337693,62338002,62338136,62338138,62339805,62340543,62341883,62342380,62345415,62346608,62353723,62356930,62357228,62358815,62362971,62363738,62365348,62367081,62368645,62372692,62373643,62384646,62385966,62385968,62386557
ENST00000666163	1	5992262	5992639	ENSG00000069424	KCNAB2	5992571,5995585,5997790,5998115,6001284,6007197,6008263,6010894,6012866,6017039,6019968,6020058,6020097,6022852,6023917,6028442,6029472,6030217,6031261,6033192,6033208,6033232,6033270,6033317,6033336,6033393,6033413,6033423,6033478,6033486,6035157,6037585,6038435,6042548,6043768,6044053,6048377,6049744,6049752,6051177,6051698,6052293,6052823,6053329,6054897,6059696,6060975,6061668,6062558,6066064,6068278,6068280,6068885,6071512,6073246,6073248,6078674,6079388,6080429,6081306,6084392,6084426,6086398,6087124,6091535,6092384,6092559,6093991,6094672,6094934
ENST00000286371	1	141876616	141876643	ENSG00000069849	ATP1B3	141878271,141878646,141879693,141884324,141887692,141888211,141892619,141892621,141894611,141895157,141895753,141897122,141898053,141898779,141898832,141901869,141902949,141903498,141903563,141905811,141905933,141906324,141909478,141913357,141913731,141913763,141914098,141920385,141921039,141921041,141922059,141923150
ENST00000239940	1	149970895;149971052	149970950;149971223	ENSG00000070087	PFN2	149965745,149965747,149965955,149968324,149973571,149978677,149978679,149980651,149980952,149986935,149987304,149991065,149991119,149991121,149991213,149992885,149992887,149993195,149993197,149995794,149997965,149998569,149998571,149999019,149999237,150002187,150003329,150005461,150005681,150006940,150011428,150012458,150012460,150016204,150018090,150018103,150020599,150020752,150021132,150022328,150024877,150025802,150027857,150029301,150030065,150031984,150032275,150035003,150036437,150037330,150039421,150040310,150040312,150041748,150042075,150045637,150046615,150047000,150047886
ENST00000452853	1	149971052	149971223	ENSG00000070087	PFN2	149965745,149965747,149965955,149968324,149973571,149978677,149978679,149980651,149980952,149986935,149987304,149991065,149991119,149991121,149991213,149992885,149992887,149993195,149993197,149995794,149997965,149998569,149998571,149999019,149999237,150002187,150003329,150005461,150005681,150006940,150011428,150012458,150012460,150016204,150018090,150018103,150020599,150020752,150021132,150022328,150024877,150025802,150027857,150029301,150030065,150031984,150032275,150035003,150036437,150037330,150039421,150040310,150040312,150041748,150042075,150045637,150046615,150047000,150047886
ENST00000590550	1	1592522	1592865	ENSG00000071655	MBD3	1577679,1582232
ENST00000261681	1	67241402	67241435	ENSG00000072415	PALS1	67241788,67248059,67248147,67250498,67255254,67259630,67259632,67259634,67261320,67264022,67264046,67264123,67264588,67265470,67266313,67267162,67267403,67267675,67268382,67269004,67271000,67272839,67273187,67273364,67273588,67273906,67275987,67276842,67279782,67280226,67291183,67292452,67292870,67294263,67297350,67298680,67299135,67302492,67303529,67305616,67306114,67311537,67313282,67313480,67315022,67316368,67316370,67319473,67319704,67319706,67322216,67322867,67323483,67324729,67325709,67326503,67327043,67327537,67327731,67327948,67328266,67330603,67331941,67333129,67334601
ENST00000455322	1	121649438	121649476	ENSG00000074054	CLASP1	121340152,121342941,121342943,121343453,121345697,121346605,121348140,121350597,121352234,121352340,121352342,121353785,121355121,121356073,121356681,121356683,121358398,121358589,121361832,121362793,121363573,121364197,121364227,121364881,121370702,121372533,121374746,121376825,121378783,121379635,121382645,121382647,121383274,121386475,121389436,121389500,121389502,121393911,121394493,121395475,121395940,121396541,121396951,121400142,121401899,121403542,121404029,121404329,121404820,121406390,121407826,121408010,121414119,121414641,121414764,121415605,121416796,121417533,121418462,121419632,121427504,121429306,121429388,121430346,121435592,121436831,121436956,121438131,121440343,121441819,121443941,121444090,121444833,121448019,121449475,121452191,121453161,121453448,121454621,121455568,121455950,121457312,121457314,121459104,121461229,121463707,121464311,121466628,121466840,121467587,121469148,121469332,121473629,121474993,121477598,121479217,121479296,121479298,121483988,121484463,121484503,121488458,121491548,121496307,121496543,121501736,121502346,121504483,121506607,121508219,121508805,121511456,121513690,121515180,121516470,121516897,121516899,121517050,121520015,121521521,121522008,121522895,121523122,121523965,121528517,121528625,121528627,121528982,121533574,121535147,121535428,121538280,121540111,121541339,121542052,121543823,121544533,121546016,121547486,121549200,121552562,121552882,121552884,121553106,121554950,121556814,121556897,121560339,121560709,121565313,121565433,121565764,121568072,121570548,121573788,121577274,121577808,121578290,121578596,121580758,121580791,121583324,121586674,121586812,121591221,121592184,121593877,121595336,121595338,121595498,121597799,121599456,121600241,121604894,121609050,121613575,121613608,121613919,121614142,121618085,121625281,121627003,121632498,121632712,121633177,121634622,121637754,121639912,121641598,121642843,121644826,121646341
