gene_id	isoform_id	DTU_dIF	DTU_qval	Symbol	Disease_Category
ENSG00000156313	ENST00000642395.2	-0.13795000000000002	3.467395892201957e-6	RPGR	c(""Cone or cone-rod dystrophy, autosomal recessive"", ""Cone or cone-rod dystrophy, X-linked"", ""Leber congenital amaurosis, autosomal recessive"", ""Macular degeneration, X-linked"", ""Retinitis pigmentosa, X-linked"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000157796	ENST00000512588.5	-0.2748	0.00821895317685532	WDR19	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000165533	ENST00000622513.4	-0.14578333333333332	0.00432832764855673	TTC8	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"")
ENSG00000176406	ENST00000436393.6	0.3209166666666667	4.530688003644566e-8	RIMS2	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000176406	ENST00000696799.1	-0.10173333333333334	3.842301348654106e-4	RIMS2	Syndromic/systemic diseases with retinopathy, autosomal recessive
ENSG00000187017	ENST00000645284.1	0.27805	0.00194154299811575	ESPN	c(""Deafness alone or syndromic, autosomal dominant"", ""Deafness alone or syndromic, autosomal recessive"", ""Usher syndrome, autosomal recessive"")
ENSG00000187535	ENST00000361339.9	-0.20503333333333337	1.580930482404225e-6	IFT140	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000187535	ENST00000426508.7	0.2976833333333333	0.00175975173722437	IFT140	c(""Leber congenital amaurosis, autosomal recessive"", ""Retinitis pigmentosa, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000188107	ENST00000503581.6	0.4652500000000001	4.631447278084343e-6	EYS	Retinitis pigmentosa, autosomal recessive
ENSG00000188107	ENST00000370621.7	-0.22086666666666663	3.4678943825640653e-7	EYS	Retinitis pigmentosa, autosomal recessive
ENSG00000198707	ENST00000676363.1	-0.13035000000000002	8.1511393475822e-6	CEP290	c(""Bardet-Biedl syndrome, autosomal recessive"", ""Leber congenital amaurosis, autosomal recessive"", ""Syndromic/systemic diseases with retinopathy, autosomal recessive"")
ENSG00000198947	ENST00000679437.1	-0.20361666666666664	4.048321812546116e-5	DMD	Other retinopathy, X-linked
ENSG00000198947	ENST00000357033.9	0.29231666666666667	0.01222106496670439	DMD	Other retinopathy, X-linked
